tenant,agency,program,primary_funder,database,table,primary_topic,secondary_topics,n_columns,column_names,has_more_columns
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001361,field_observational,,13,time_series_datetime|air_pressure_inhg|charge_instrument_battery_volt|concentration_molecule_from_list_water_physiochemical_state_in_soil_m_3_per_m_3|dew_point_degree_fahrenheit|gust_speed_mile_per_hour|rainfall_inch|rainfall_mathematical_context_cumulative_inch|relative_humidity_percent|solar_radiation_watt_per_square_meter|temperature_degree_fahrenheit|wind_direction_degree|wind_speed_mile_per_hour,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001362,field_observational,,17,time_series_datetime|air_pressure_pound_per_square_inch|charge_instrument_battery_percent|charge_instrument_external_power_source_volt|concentration_molecule_from_list_rhodamine_b_milligram_per_liter|concentration_phase_solid_physiochemical_state_dissolved_milligram_per_liter|conductivity_microsiemen_per_centimeter|density_molecule_from_list_water_gram_per_cubic_centimeter|depth_top_water_surface_bottom_instrument_meter|ph_millivolt|ph_ph|redox_potential_millivolt|resistivity_ohm_cm|salinity_practical_salinity_unit|specific_conductivity_microsiemen_per_centimeter|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001363,field_observational,,4,time_series_datetime|depth_top_water_surface_bottom_instrument_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001364,field_observational,,4,time_series_datetime|depth_top_ground_surface_bottom_water_surface_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001365,field_observational,,4,time_series_datetime|depth_top_ground_surface_bottom_water_surface_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001366,field_observational,,2,time_series_datetime|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001367,field_observational,,2,time_series_datetime|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001368,field_observational,,4,time_series_datetime|depth_top_water_surface_bottom_instrument_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001369,field_observational,,4,time_series_datetime|depth_top_water_surface_bottom_instrument_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001370,field_observational,,4,time_series_datetime|depth_top_water_surface_bottom_instrument_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001371,field_observational,,2,time_series_datetime|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001372,field_observational,,4,time_series_datetime|depth_top_water_surface_bottom_instrument_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001373,field_observational,,4,time_series_datetime|depth_top_ground_surface_bottom_water_surface_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001374,field_observational,,4,time_series_datetime|depth_top_ground_surface_bottom_water_surface_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001375,field_observational,,0,,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001376,field_observational,,4,time_series_datetime|depth_top_water_surface_bottom_instrument_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001377,field_observational,,4,time_series_datetime|depth_top_water_surface_bottom_instrument_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001378,field_observational,,4,time_series_datetime|depth_top_water_surface_bottom_instrument_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001379,field_observational,,2,time_series_datetime|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001380,field_observational,,4,time_series_datetime|depth_top_water_surface_bottom_instrument_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001381,field_observational,,4,time_series_datetime|depth_top_ground_surface_bottom_water_surface_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001382,field_observational,,4,time_series_datetime|depth_top_ground_surface_bottom_water_surface_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001383,field_observational,,2,time_series_datetime|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001384,field_observational,,4,time_series_datetime|depth_top_water_surface_bottom_instrument_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001385,field_observational,,4,time_series_datetime|depth_top_water_surface_bottom_instrument_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001386,field_observational,,4,time_series_datetime|depth_top_water_surface_bottom_instrument_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001387,field_observational,,2,time_series_datetime|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001388,field_observational,,4,time_series_datetime|depth_top_water_surface_bottom_instrument_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001389,field_observational,,4,time_series_datetime|depth_top_ground_surface_bottom_water_surface_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001390,field_observational,,4,time_series_datetime|depth_top_ground_surface_bottom_water_surface_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001391,field_observational,,2,time_series_datetime|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001392,field_observational,,4,time_series_datetime|depth_top_water_surface_bottom_instrument_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001393,field_observational,,4,time_series_datetime|depth_top_water_surface_bottom_instrument_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001394,field_observational,,4,time_series_datetime|depth_top_water_surface_bottom_instrument_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001395,field_observational,,2,time_series_datetime|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001396,field_observational,,4,time_series_datetime|depth_top_water_surface_bottom_instrument_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001397,field_observational,,4,time_series_datetime|depth_top_ground_surface_bottom_water_surface_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001398,field_observational,,4,time_series_datetime|depth_top_ground_surface_bottom_water_surface_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001399,field_observational,,2,time_series_datetime|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001400,field_observational,,4,time_series_datetime|depth_top_water_surface_bottom_instrument_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001401,field_observational,,4,time_series_datetime|depth_top_water_surface_bottom_instrument_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001402,field_observational,,4,time_series_datetime|depth_top_ground_surface_bottom_water_surface_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001403,field_observational,,2,time_series_datetime|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001404,field_observational,,4,time_series_datetime|depth_top_water_surface_bottom_instrument_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001405,field_observational,,4,time_series_datetime|depth_top_ground_surface_bottom_water_surface_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001406,field_observational,,4,time_series_datetime|depth_top_ground_surface_bottom_water_surface_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001407,field_observational,,2,time_series_datetime|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001408,field_observational,,4,time_series_datetime|depth_top_water_surface_bottom_instrument_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001409,field_observational,,4,time_series_datetime|depth_top_water_surface_bottom_instrument_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001410,field_observational,,2,time_series_datetime|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001411,field_observational,,3,time_series_datetime|depth_top_water_surface_bottom_instrument_foot|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001412,field_observational,,4,time_series_datetime|depth_top_ground_surface_bottom_water_surface_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001413,field_observational,,4,time_series_datetime|depth_top_ground_surface_bottom_water_surface_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001414,field_observational,,4,time_series_datetime|depth_top_ground_surface_bottom_water_surface_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001415,field_observational,,2,time_series_datetime|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001416,field_observational,,4,time_series_datetime|depth_top_ground_surface_bottom_water_surface_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001417,field_observational,,4,time_series_datetime|depth_top_water_surface_bottom_instrument_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001418,field_observational,,4,time_series_datetime|depth_top_water_surface_bottom_instrument_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001419,field_observational,,2,time_series_datetime|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001420,field_observational,,3,time_series_datetime|depth_top_water_surface_bottom_instrument_foot|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001421,field_observational,,4,time_series_datetime|depth_top_ground_surface_bottom_water_surface_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001422,field_observational,,4,time_series_datetime|depth_top_ground_surface_bottom_water_surface_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001423,field_observational,,2,time_series_datetime|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001424,field_observational,,4,time_series_datetime|depth_top_water_surface_bottom_instrument_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001425,field_observational,,4,time_series_datetime|depth_top_water_surface_bottom_instrument_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001426,field_observational,,4,time_series_datetime|depth_top_water_surface_bottom_instrument_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001427,field_observational,,2,time_series_datetime|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001428,field_observational,,4,time_series_datetime|depth_top_ground_surface_bottom_water_surface_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001429,field_observational,,4,time_series_datetime|depth_top_ground_surface_bottom_water_surface_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001430,field_observational,,4,time_series_datetime|depth_top_ground_surface_bottom_water_surface_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001431,field_observational,,2,time_series_datetime|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001432,field_observational,,4,time_series_datetime|depth_top_water_surface_bottom_instrument_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001433,field_observational,,4,time_series_datetime|depth_top_water_surface_bottom_instrument_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001434,field_observational,,4,time_series_datetime|depth_top_water_surface_bottom_instrument_foot|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001435,field_observational,,2,time_series_datetime|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001436,field_observational,,19,time_series_datetime|air_pressure_millimetres_of_mercury|charge_instrument_battery_percent|charge_instrument_external_power_source_volt|concentration_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_milligram_per_liter|concentration_molecule_from_list_nitrate_milligram_per_liter|concentration_phase_solid_physiochemical_state_dissolved_parts_per_trillion|conductivity_microsiemen_per_centimeter|density_molecule_from_list_water_gram_per_cubic_centimeter|depth_top_ground_surface_bottom_water_surface_foot|ph_ph|partial_pressure_molecule_from_list_oxygen_atom_torr|redox_potential_millivolt|resistivity_ohm_cm|salinity_practical_salinity_unit|saturation_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_percent|specific_conductivity_microsiemen_per_centimeter|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001437,field_observational,,19,time_series_datetime|air_pressure_millimetres_of_mercury|charge_instrument_battery_percent|charge_instrument_external_power_source_volt|concentration_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_milligram_per_liter|concentration_molecule_from_list_nitrate_milligram_per_liter|concentration_phase_solid_physiochemical_state_dissolved_parts_per_trillion|conductivity_microsiemen_per_centimeter|density_molecule_from_list_water_gram_per_cubic_centimeter|depth_top_ground_surface_bottom_water_surface_foot|ph_ph|partial_pressure_molecule_from_list_oxygen_atom_torr|redox_potential_millivolt|resistivity_ohm_cm|salinity_practical_salinity_unit|saturation_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_percent|specific_conductivity_microsiemen_per_centimeter|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001438,field_observational,,7,time_series_datetime|concentration_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_milligram_per_liter|concentration_molecule_from_list_nitrate_milligram_per_liter|conductivity_microsiemen_per_centimeter|depth_top_water_surface_bottom_instrument_foot|ph_ph|temperature_degree_celsius,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001439,field_observational,,19,time_series_datetime|air_pressure_millimetres_of_mercury|charge_instrument_battery_percent|charge_instrument_external_power_source_volt|concentration_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_milligram_per_liter|concentration_molecule_from_list_nitrate_milligram_per_liter|concentration_phase_solid_physiochemical_state_dissolved_parts_per_trillion|conductivity_microsiemen_per_centimeter|density_molecule_from_list_water_gram_per_cubic_centimeter|depth_top_ground_surface_bottom_water_surface_foot|ph_ph|partial_pressure_molecule_from_list_oxygen_atom_torr|redox_potential_millivolt|resistivity_ohm_cm|salinity_practical_salinity_unit|saturation_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_percent|specific_conductivity_microsiemen_per_centimeter|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001440,field_observational,,19,time_series_datetime|air_pressure_millimetres_of_mercury|charge_instrument_battery_percent|charge_instrument_external_power_source_volt|concentration_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_milligram_per_liter|concentration_molecule_from_list_nitrate_milligram_per_liter|concentration_phase_solid_physiochemical_state_dissolved_parts_per_trillion|conductivity_microsiemen_per_centimeter|density_molecule_from_list_water_gram_per_cubic_centimeter|depth_top_ground_surface_bottom_water_surface_foot|ph_ph|partial_pressure_molecule_from_list_oxygen_atom_torr|redox_potential_millivolt|resistivity_ohm_cm|salinity_practical_salinity_unit|saturation_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_percent|specific_conductivity_microsiemen_per_centimeter|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001441,field_observational,,19,time_series_datetime|air_pressure_millimetres_of_mercury|charge_instrument_battery_percent|charge_instrument_external_power_source_volt|concentration_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_milligram_per_liter|concentration_molecule_from_list_nitrate_milligram_per_liter|concentration_phase_solid_physiochemical_state_dissolved_parts_per_trillion|conductivity_microsiemen_per_centimeter|density_molecule_from_list_water_gram_per_cubic_centimeter|depth_top_ground_surface_bottom_water_surface_foot|ph_ph|partial_pressure_molecule_from_list_oxygen_atom_torr|redox_potential_millivolt|resistivity_ohm_cm|salinity_practical_salinity_unit|saturation_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_percent|specific_conductivity_microsiemen_per_centimeter|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001442,field_observational,,19,time_series_datetime|air_pressure_millimetres_of_mercury|charge_instrument_battery_percent|charge_instrument_external_power_source_volt|concentration_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_milligram_per_liter|concentration_molecule_from_list_nitrate_milligram_per_liter|concentration_phase_solid_physiochemical_state_dissolved_parts_per_trillion|conductivity_microsiemen_per_centimeter|density_molecule_from_list_water_gram_per_cubic_centimeter|depth_top_ground_surface_bottom_water_surface_foot|ph_ph|partial_pressure_molecule_from_list_oxygen_atom_torr|redox_potential_millivolt|resistivity_ohm_cm|salinity_practical_salinity_unit|saturation_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_percent|specific_conductivity_microsiemen_per_centimeter|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001443,field_observational,,17,time_series_datetime|air_pressure_millimetres_of_mercury|charge_instrument_battery_percent|charge_instrument_external_power_source_volt|concentration_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_milligram_per_liter|concentration_molecule_from_list_nitrate_milligram_per_liter|concentration_phase_solid_physiochemical_state_dissolved_parts_per_trillion|conductivity_microsiemen_per_centimeter|density_molecule_from_list_water_gram_per_cubic_centimeter|depth_top_ground_surface_bottom_water_surface_foot|ph_ph|partial_pressure_molecule_from_list_oxygen_atom_torr|redox_potential_millivolt|saturation_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_percent|specific_conductivity_microsiemen_per_centimeter|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001444,field_observational,,17,time_series_datetime|air_pressure_millimetres_of_mercury|charge_instrument_battery_percent|charge_instrument_external_power_source_volt|concentration_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_milligram_per_liter|concentration_molecule_from_list_nitrate_milligram_per_liter|concentration_phase_solid_physiochemical_state_dissolved_parts_per_trillion|conductivity_microsiemen_per_centimeter|density_molecule_from_list_water_gram_per_cubic_centimeter|depth_top_ground_surface_bottom_water_surface_foot|ph_ph|partial_pressure_molecule_from_list_oxygen_atom_torr|redox_potential_millivolt|saturation_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_percent|specific_conductivity_microsiemen_per_centimeter|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001445,field_observational,,7,time_series_datetime|concentration_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_milligram_per_liter|concentration_molecule_from_list_nitrate_milligram_per_liter|conductivity_microsiemen_per_centimeter|depth_top_water_surface_bottom_instrument_foot|ph_ph|temperature_degree_celsius,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001446,field_observational,,19,time_series_datetime|air_pressure_millimetres_of_mercury|charge_instrument_battery_percent|charge_instrument_external_power_source_volt|concentration_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_milligram_per_liter|concentration_molecule_from_list_nitrate_milligram_per_liter|concentration_phase_solid_physiochemical_state_dissolved_parts_per_trillion|conductivity_microsiemen_per_centimeter|density_molecule_from_list_water_gram_per_cubic_centimeter|depth_top_ground_surface_bottom_water_surface_foot|ph_ph|partial_pressure_molecule_from_list_oxygen_atom_torr|redox_potential_millivolt|resistivity_ohm_cm|salinity_practical_salinity_unit|saturation_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_percent|specific_conductivity_microsiemen_per_centimeter|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001447,field_observational,,19,time_series_datetime|air_pressure_millimetres_of_mercury|charge_instrument_battery_percent|charge_instrument_external_power_source_volt|concentration_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_milligram_per_liter|concentration_molecule_from_list_nitrate_milligram_per_liter|concentration_phase_solid_physiochemical_state_dissolved_parts_per_trillion|conductivity_microsiemen_per_centimeter|density_molecule_from_list_water_gram_per_cubic_centimeter|depth_top_ground_surface_bottom_water_surface_foot|ph_ph|partial_pressure_molecule_from_list_oxygen_atom_torr|redox_potential_millivolt|resistivity_ohm_cm|salinity_practical_salinity_unit|saturation_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_percent|specific_conductivity_microsiemen_per_centimeter|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001448,field_observational,,19,time_series_datetime|air_pressure_millimetres_of_mercury|charge_instrument_battery_percent|charge_instrument_external_power_source_volt|concentration_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_milligram_per_liter|concentration_molecule_from_list_nitrate_milligram_per_liter|concentration_phase_solid_physiochemical_state_dissolved_parts_per_trillion|conductivity_microsiemen_per_centimeter|density_molecule_from_list_water_gram_per_cubic_centimeter|depth_top_ground_surface_bottom_water_surface_foot|ph_ph|partial_pressure_molecule_from_list_oxygen_atom_torr|redox_potential_millivolt|resistivity_ohm_cm|salinity_practical_salinity_unit|saturation_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_percent|specific_conductivity_microsiemen_per_centimeter|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001449,field_observational,,19,time_series_datetime|air_pressure_millimetres_of_mercury|charge_instrument_battery_percent|charge_instrument_external_power_source_volt|concentration_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_milligram_per_liter|concentration_molecule_from_list_nitrate_milligram_per_liter|concentration_phase_solid_physiochemical_state_dissolved_parts_per_trillion|conductivity_microsiemen_per_centimeter|density_molecule_from_list_water_gram_per_cubic_centimeter|depth_top_ground_surface_bottom_water_surface_foot|ph_ph|partial_pressure_molecule_from_list_oxygen_atom_torr|redox_potential_millivolt|resistivity_ohm_cm|salinity_practical_salinity_unit|saturation_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_percent|specific_conductivity_microsiemen_per_centimeter|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001450,field_observational,,7,time_series_datetime|concentration_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_milligram_per_liter|concentration_molecule_from_list_nitrate_milligram_per_liter|conductivity_microsiemen_per_centimeter|depth_top_water_surface_bottom_instrument_foot|ph_ph|temperature_degree_celsius,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001451,field_observational,,7,time_series_datetime|concentration_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_milligram_per_liter|concentration_molecule_from_list_nitrate_milligram_per_liter|conductivity_microsiemen_per_centimeter|depth_top_water_surface_bottom_instrument_foot|ph_ph|temperature_degree_celsius,False
