tenant,agency,program,primary_funder,database,table,primary_topic,secondary_topics,n_columns,column_names,has_more_columns
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001211,field_observational,,13,time_series_time_since_inoculation_hour|microplate_well_name|sdt_strain_name|microplate_well_media_name|context_media_sdt_condition_name|microplate_well_media_addition_category_media_addition_1|context_media_addition_category_media_addition_1_sdt_condition_name|molecule_from_list_context_media_addition_category_media_addition_1_sys_oterm_id|molecule_from_list_context_media_addition_category_media_addition_1_sys_oterm_name|microplate_well_concentration_context_media_addition_category_media_addition_1_milligram_per_milliliter|microplate_well_concentration_context_media_addition_category_media_addition_1_millimolar|microplate_well_replicate_series_count_unit|optical_density_dimensionless_unit,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001212,field_observational,,13,time_series_time_since_inoculation_hour|microplate_well_name|sdt_strain_name|microplate_well_media_name|context_media_sdt_condition_name|microplate_well_media_addition_category_media_addition_1|context_media_addition_category_media_addition_1_sdt_condition_name|molecule_from_list_context_media_addition_category_media_addition_1_sys_oterm_id|molecule_from_list_context_media_addition_category_media_addition_1_sys_oterm_name|microplate_well_concentration_context_media_addition_category_media_addition_1_milligram_per_milliliter|microplate_well_concentration_context_media_addition_category_media_addition_1_millimolar|microplate_well_replicate_series_count_unit|optical_density_dimensionless_unit,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001213,field_observational,,13,time_series_time_since_inoculation_hour|microplate_well_name|sdt_strain_name|microplate_well_media_name|context_media_sdt_condition_name|microplate_well_media_addition_category_media_addition_1|context_media_addition_category_media_addition_1_sdt_condition_name|molecule_from_list_context_media_addition_category_media_addition_1_sys_oterm_id|molecule_from_list_context_media_addition_category_media_addition_1_sys_oterm_name|microplate_well_concentration_context_media_addition_category_media_addition_1_milligram_per_milliliter|microplate_well_concentration_context_media_addition_category_media_addition_1_millimolar|microplate_well_replicate_series_count_unit|optical_density_dimensionless_unit,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001214,field_observational,,13,time_series_time_since_inoculation_hour|microplate_well_name|sdt_strain_name|microplate_well_media_name|context_media_sdt_condition_name|microplate_well_media_addition_category_media_addition_1|context_media_addition_category_media_addition_1_sdt_condition_name|molecule_from_list_context_media_addition_category_media_addition_1_sys_oterm_id|molecule_from_list_context_media_addition_category_media_addition_1_sys_oterm_name|microplate_well_concentration_context_media_addition_category_media_addition_1_milligram_per_milliliter|microplate_well_concentration_context_media_addition_category_media_addition_1_millimolar|microplate_well_replicate_series_count_unit|optical_density_dimensionless_unit,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001215,field_observational,,13,time_series_time_since_inoculation_hour|microplate_well_name|sdt_strain_name|microplate_well_media_name|context_media_sdt_condition_name|microplate_well_media_addition_category_media_addition_1|context_media_addition_category_media_addition_1_sdt_condition_name|molecule_from_list_context_media_addition_category_media_addition_1_sys_oterm_id|molecule_from_list_context_media_addition_category_media_addition_1_sys_oterm_name|microplate_well_concentration_context_media_addition_category_media_addition_1_milligram_per_milliliter|microplate_well_concentration_context_media_addition_category_media_addition_1_millimolar|microplate_well_replicate_series_count_unit|optical_density_dimensionless_unit,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001216,field_observational,,13,time_series_time_since_inoculation_hour|microplate_well_name|sdt_strain_name|microplate_well_media_name|context_media_sdt_condition_name|microplate_well_media_addition_category_media_addition_1|context_media_addition_category_media_addition_1_sdt_condition_name|molecule_from_list_context_media_addition_category_media_addition_1_sys_oterm_id|molecule_from_list_context_media_addition_category_media_addition_1_sys_oterm_name|microplate_well_concentration_context_media_addition_category_media_addition_1_milligram_per_milliliter|microplate_well_concentration_context_media_addition_category_media_addition_1_millimolar|microplate_well_replicate_series_count_unit|optical_density_dimensionless_unit,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001217,field_observational,,13,time_series_time_since_inoculation_hour|microplate_well_name|sdt_strain_name|microplate_well_media_name|context_media_sdt_condition_name|microplate_well_media_addition_category_media_addition_1|context_media_addition_category_media_addition_1_sdt_condition_name|molecule_from_list_context_media_addition_category_media_addition_1_sys_oterm_id|molecule_from_list_context_media_addition_category_media_addition_1_sys_oterm_name|microplate_well_concentration_context_media_addition_category_media_addition_1_milligram_per_milliliter|microplate_well_concentration_context_media_addition_category_media_addition_1_millimolar|microplate_well_replicate_series_count_unit|optical_density_dimensionless_unit,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001218,field_observational,,13,time_series_time_since_inoculation_hour|microplate_well_name|sdt_strain_name|microplate_well_media_name|context_media_sdt_condition_name|microplate_well_media_addition_category_media_addition_1|context_media_addition_category_media_addition_1_sdt_condition_name|molecule_from_list_context_media_addition_category_media_addition_1_sys_oterm_id|molecule_from_list_context_media_addition_category_media_addition_1_sys_oterm_name|microplate_well_concentration_context_media_addition_category_media_addition_1_milligram_per_milliliter|microplate_well_concentration_context_media_addition_category_media_addition_1_millimolar|microplate_well_replicate_series_count_unit|optical_density_dimensionless_unit,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001219,field_observational,,13,time_series_time_since_inoculation_hour|microplate_well_name|sdt_strain_name|microplate_well_media_name|context_media_sdt_condition_name|microplate_well_media_addition_category_media_addition_1|context_media_addition_category_media_addition_1_sdt_condition_name|molecule_from_list_context_media_addition_category_media_addition_1_sys_oterm_id|molecule_from_list_context_media_addition_category_media_addition_1_sys_oterm_name|microplate_well_concentration_context_media_addition_category_media_addition_1_milligram_per_milliliter|microplate_well_concentration_context_media_addition_category_media_addition_1_millimolar|microplate_well_replicate_series_count_unit|optical_density_dimensionless_unit,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001220,field_observational,,13,time_series_time_since_inoculation_hour|microplate_well_name|sdt_strain_name|microplate_well_media_name|context_media_sdt_condition_name|microplate_well_media_addition_category_media_addition_1|context_media_addition_category_media_addition_1_sdt_condition_name|molecule_from_list_context_media_addition_category_media_addition_1_sys_oterm_id|molecule_from_list_context_media_addition_category_media_addition_1_sys_oterm_name|microplate_well_concentration_context_media_addition_category_media_addition_1_milligram_per_milliliter|microplate_well_concentration_context_media_addition_category_media_addition_1_millimolar|microplate_well_replicate_series_count_unit|optical_density_dimensionless_unit,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001221,field_observational,,13,time_series_time_since_inoculation_hour|microplate_well_name|sdt_strain_name|microplate_well_media_name|context_media_sdt_condition_name|microplate_well_media_addition_category_media_addition_1|context_media_addition_category_media_addition_1_sdt_condition_name|molecule_from_list_context_media_addition_category_media_addition_1_sys_oterm_id|molecule_from_list_context_media_addition_category_media_addition_1_sys_oterm_name|microplate_well_concentration_context_media_addition_category_media_addition_1_milligram_per_milliliter|microplate_well_concentration_context_media_addition_category_media_addition_1_millimolar|microplate_well_replicate_series_count_unit|optical_density_dimensionless_unit,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001222,field_observational,,13,time_series_time_since_inoculation_hour|microplate_well_name|sdt_strain_name|microplate_well_media_name|context_media_sdt_condition_name|microplate_well_media_addition_category_media_addition_1|context_media_addition_category_media_addition_1_sdt_condition_name|molecule_from_list_context_media_addition_category_media_addition_1_sys_oterm_id|molecule_from_list_context_media_addition_category_media_addition_1_sys_oterm_name|microplate_well_concentration_context_media_addition_category_media_addition_1_milligram_per_milliliter|microplate_well_concentration_context_media_addition_category_media_addition_1_millimolar|microplate_well_replicate_series_count_unit|optical_density_dimensionless_unit,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001223,field_observational,,13,time_series_time_since_inoculation_hour|microplate_well_name|sdt_strain_name|microplate_well_media_name|context_media_sdt_condition_name|microplate_well_media_addition_category_media_addition_1|context_media_addition_category_media_addition_1_sdt_condition_name|molecule_from_list_context_media_addition_category_media_addition_1_sys_oterm_id|molecule_from_list_context_media_addition_category_media_addition_1_sys_oterm_name|microplate_well_concentration_context_media_addition_category_media_addition_1_milligram_per_milliliter|microplate_well_concentration_context_media_addition_category_media_addition_1_millimolar|microplate_well_replicate_series_count_unit|optical_density_dimensionless_unit,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001224,field_observational,,13,time_series_time_since_inoculation_hour|microplate_well_name|sdt_strain_name|microplate_well_media_name|context_media_sdt_condition_name|microplate_well_media_addition_category_media_addition_1|context_media_addition_category_media_addition_1_sdt_condition_name|molecule_from_list_context_media_addition_category_media_addition_1_sys_oterm_id|molecule_from_list_context_media_addition_category_media_addition_1_sys_oterm_name|microplate_well_concentration_context_media_addition_category_media_addition_1_milligram_per_milliliter|microplate_well_concentration_context_media_addition_category_media_addition_1_millimolar|microplate_well_replicate_series_count_unit|optical_density_dimensionless_unit,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001225,field_observational,,13,time_series_time_since_inoculation_hour|microplate_well_name|sdt_strain_name|microplate_well_media_name|context_media_sdt_condition_name|microplate_well_media_addition_category_media_addition_1|context_media_addition_category_media_addition_1_sdt_condition_name|molecule_from_list_context_media_addition_category_media_addition_1_sys_oterm_id|molecule_from_list_context_media_addition_category_media_addition_1_sys_oterm_name|microplate_well_concentration_context_media_addition_category_media_addition_1_milligram_per_milliliter|microplate_well_concentration_context_media_addition_category_media_addition_1_millimolar|microplate_well_replicate_series_count_unit|optical_density_dimensionless_unit,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001226,field_observational,,13,time_series_time_since_inoculation_hour|microplate_well_name|sdt_strain_name|microplate_well_media_name|context_media_sdt_condition_name|microplate_well_media_addition_category_media_addition_1|context_media_addition_category_media_addition_1_sdt_condition_name|molecule_from_list_context_media_addition_category_media_addition_1_sys_oterm_id|molecule_from_list_context_media_addition_category_media_addition_1_sys_oterm_name|microplate_well_concentration_context_media_addition_category_media_addition_1_milligram_per_milliliter|microplate_well_concentration_context_media_addition_category_media_addition_1_millimolar|microplate_well_replicate_series_count_unit|optical_density_dimensionless_unit,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001227,field_observational,,13,time_series_time_since_inoculation_hour|microplate_well_name|sdt_strain_name|microplate_well_media_name|context_media_sdt_condition_name|microplate_well_media_addition_category_media_addition_1|context_media_addition_category_media_addition_1_sdt_condition_name|molecule_from_list_context_media_addition_category_media_addition_1_sys_oterm_id|molecule_from_list_context_media_addition_category_media_addition_1_sys_oterm_name|microplate_well_concentration_context_media_addition_category_media_addition_1_milligram_per_milliliter|microplate_well_concentration_context_media_addition_category_media_addition_1_millimolar|microplate_well_replicate_series_count_unit|optical_density_dimensionless_unit,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001228,field_observational,,13,time_series_time_since_inoculation_hour|microplate_well_name|sdt_strain_name|microplate_well_media_name|context_media_sdt_condition_name|microplate_well_media_addition_category_media_addition_1|context_media_addition_category_media_addition_1_sdt_condition_name|molecule_from_list_context_media_addition_category_media_addition_1_sys_oterm_id|molecule_from_list_context_media_addition_category_media_addition_1_sys_oterm_name|microplate_well_concentration_context_media_addition_category_media_addition_1_milligram_per_milliliter|microplate_well_concentration_context_media_addition_category_media_addition_1_millimolar|microplate_well_replicate_series_count_unit|optical_density_dimensionless_unit,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001229,field_observational,,13,time_series_time_since_inoculation_hour|microplate_well_name|sdt_strain_name|microplate_well_media_name|context_media_sdt_condition_name|microplate_well_media_addition_category_media_addition_1|context_media_addition_category_media_addition_1_sdt_condition_name|molecule_from_list_context_media_addition_category_media_addition_1_sys_oterm_id|molecule_from_list_context_media_addition_category_media_addition_1_sys_oterm_name|microplate_well_concentration_context_media_addition_category_media_addition_1_milligram_per_milliliter|microplate_well_concentration_context_media_addition_category_media_addition_1_millimolar|microplate_well_replicate_series_count_unit|optical_density_dimensionless_unit,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001230,field_observational,,13,time_series_time_since_inoculation_hour|microplate_well_name|sdt_strain_name|microplate_well_media_name|context_media_sdt_condition_name|microplate_well_media_addition_category_media_addition_1|context_media_addition_category_media_addition_1_sdt_condition_name|molecule_from_list_context_media_addition_category_media_addition_1_sys_oterm_id|molecule_from_list_context_media_addition_category_media_addition_1_sys_oterm_name|microplate_well_concentration_context_media_addition_category_media_addition_1_milligram_per_milliliter|microplate_well_concentration_context_media_addition_category_media_addition_1_millimolar|microplate_well_replicate_series_count_unit|optical_density_dimensionless_unit,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001231,field_observational,,16,time_series_datetime|air_pressure_pound_per_square_inch|charge_instrument_battery_percent|charge_instrument_external_power_source_volt|concentration_phase_solid_physiochemical_state_dissolved_milligram_per_liter|conductivity_microsiemen_per_centimeter|density_molecule_from_list_water_gram_per_cubic_centimeter|depth_top_water_surface_bottom_instrument_meter|ph_millivolt|ph_ph|redox_potential_millivolt|resistivity_ohm_cm|salinity_practical_salinity_unit|specific_conductivity_microsiemen_per_centimeter|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001232,field_observational,,17,time_series_datetime|air_pressure_pound_per_square_inch|charge_instrument_battery_percent|charge_instrument_external_power_source_volt|concentration_molecule_from_list_rhodamine_b_milligram_per_liter|concentration_phase_solid_physiochemical_state_dissolved_milligram_per_liter|conductivity_microsiemen_per_centimeter|density_molecule_from_list_water_gram_per_cubic_centimeter|depth_top_water_surface_bottom_instrument_meter|ph_millivolt|ph_ph|redox_potential_millivolt|resistivity_ohm_cm|salinity_practical_salinity_unit|specific_conductivity_microsiemen_per_centimeter|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001233,field_observational,,18,time_series_datetime|air_pressure_pound_per_square_inch|charge_instrument_battery_percent|charge_instrument_external_power_source_volt|concentration_molecule_from_list_rhodamine_b_milligram_per_liter|concentration_phase_solid_physiochemical_state_dissolved_milligram_per_liter|conductivity_microsiemen_per_centimeter|density_molecule_from_list_water_gram_per_cubic_centimeter|depth_top_water_surface_bottom_instrument_meter|elevation_top_ground_surface_bottom_water_surface_meter|ph_millivolt|ph_ph|redox_potential_millivolt|resistivity_ohm_cm|salinity_practical_salinity_unit|specific_conductivity_microsiemen_per_centimeter|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001234,field_observational,,15,time_series_datetime|air_pressure_millimetres_of_mercury|charge_instrument_battery_percent|charge_instrument_external_power_source_volt|concentration_phase_solid_physiochemical_state_dissolved_parts_per_trillion|conductivity_microsiemen_per_centimeter|density_molecule_from_list_water_gram_per_cubic_centimeter|depth_top_ground_surface_bottom_water_surface_foot|ph_ph|redox_potential_millivolt|resistivity_ohm_cm|salinity_practical_salinity_unit|specific_conductivity_microsiemen_per_centimeter|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001235,field_observational,,7,time_series_datetime|concentration_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_milligram_per_liter|concentration_molecule_from_list_nitrate_milligram_per_liter|conductivity_microsiemen_per_centimeter|depth_top_water_surface_bottom_instrument_foot|ph_ph|temperature_degree_celsius,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001236,field_observational,,18,time_series_datetime|air_pressure_millimetres_of_mercury|charge_instrument_battery_percent|charge_instrument_external_power_source_volt|concentration_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_milligram_per_liter|concentration_molecule_from_list_nitrate_milligram_per_liter|concentration_phase_solid_physiochemical_state_dissolved_parts_per_trillion|conductivity_microsiemen_per_centimeter|density_molecule_from_list_water_gram_per_cubic_centimeter|depth_top_ground_surface_bottom_water_surface_foot|partial_pressure_molecule_from_list_oxygen_atom_torr|redox_potential_millivolt|resistivity_ohm_cm|salinity_practical_salinity_unit|saturation_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_percent|specific_conductivity_microsiemen_per_centimeter|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001237,field_observational,,19,time_series_datetime|air_pressure_millimetres_of_mercury|charge_instrument_battery_percent|charge_instrument_external_power_source_volt|concentration_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_milligram_per_liter|concentration_molecule_from_list_nitrate_milligram_per_liter|concentration_phase_solid_physiochemical_state_dissolved_parts_per_trillion|conductivity_microsiemen_per_centimeter|density_molecule_from_list_water_gram_per_cubic_centimeter|depth_top_ground_surface_bottom_water_surface_foot|ph_ph|partial_pressure_molecule_from_list_oxygen_atom_torr|redox_potential_millivolt|resistivity_ohm_cm|salinity_practical_salinity_unit|saturation_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_percent|specific_conductivity_microsiemen_per_centimeter|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001238,field_observational,,19,time_series_datetime|air_pressure_millimetres_of_mercury|charge_instrument_battery_percent|charge_instrument_external_power_source_volt|concentration_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_milligram_per_liter|concentration_molecule_from_list_nitrate_milligram_per_liter|concentration_phase_solid_physiochemical_state_dissolved_parts_per_trillion|conductivity_microsiemen_per_centimeter|density_molecule_from_list_water_gram_per_cubic_centimeter|depth_top_ground_surface_bottom_water_surface_foot|ph_ph|partial_pressure_molecule_from_list_oxygen_atom_torr|redox_potential_millivolt|resistivity_ohm_cm|salinity_practical_salinity_unit|saturation_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_percent|specific_conductivity_microsiemen_per_centimeter|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001239,field_observational,,19,time_series_datetime|air_pressure_millimetres_of_mercury|charge_instrument_battery_percent|charge_instrument_external_power_source_volt|concentration_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_milligram_per_liter|concentration_molecule_from_list_nitrate_milligram_per_liter|concentration_phase_solid_physiochemical_state_dissolved_parts_per_trillion|conductivity_microsiemen_per_centimeter|density_molecule_from_list_water_gram_per_cubic_centimeter|depth_top_ground_surface_bottom_water_surface_foot|ph_ph|partial_pressure_molecule_from_list_oxygen_atom_torr|redox_potential_millivolt|resistivity_ohm_cm|salinity_practical_salinity_unit|saturation_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_percent|specific_conductivity_microsiemen_per_centimeter|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001240,field_observational,,19,time_series_datetime|air_pressure_millimetres_of_mercury|charge_instrument_battery_percent|charge_instrument_external_power_source_volt|concentration_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_milligram_per_liter|concentration_molecule_from_list_nitrate_milligram_per_liter|concentration_phase_solid_physiochemical_state_dissolved_parts_per_trillion|conductivity_microsiemen_per_centimeter|density_molecule_from_list_water_gram_per_cubic_centimeter|depth_top_ground_surface_bottom_water_surface_foot|ph_ph|partial_pressure_molecule_from_list_oxygen_atom_torr|redox_potential_millivolt|resistivity_ohm_cm|salinity_practical_salinity_unit|saturation_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_percent|specific_conductivity_microsiemen_per_centimeter|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001241,field_observational,,16,time_series_datetime|air_pressure_millimetres_of_mercury|charge_instrument_battery_percent|charge_instrument_external_power_source_volt|concentration_molecule_from_list_nitrate_milligram_per_liter|concentration_phase_solid_physiochemical_state_dissolved_parts_per_trillion|conductivity_microsiemen_per_centimeter|density_molecule_from_list_water_gram_per_cubic_centimeter|depth_top_ground_surface_bottom_water_surface_foot|ph_ph|redox_potential_millivolt|resistivity_ohm_cm|salinity_practical_salinity_unit|specific_conductivity_microsiemen_per_centimeter|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001242,field_observational,,19,time_series_datetime|air_pressure_millimetres_of_mercury|charge_instrument_battery_percent|charge_instrument_external_power_source_volt|concentration_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_milligram_per_liter|concentration_molecule_from_list_nitrate_milligram_per_liter|concentration_phase_solid_physiochemical_state_dissolved_parts_per_trillion|conductivity_microsiemen_per_centimeter|density_molecule_from_list_water_gram_per_cubic_centimeter|depth_top_ground_surface_bottom_water_surface_foot|ph_ph|partial_pressure_molecule_from_list_oxygen_atom_torr|redox_potential_millivolt|resistivity_ohm_cm|salinity_practical_salinity_unit|saturation_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_percent|specific_conductivity_microsiemen_per_centimeter|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001243,field_observational,,7,time_series_datetime|concentration_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_milligram_per_liter|concentration_molecule_from_list_nitrate_milligram_per_liter|conductivity_microsiemen_per_centimeter|depth_top_water_surface_bottom_instrument_foot|ph_ph|temperature_degree_celsius,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001244,field_observational,,16,time_series_datetime|air_pressure_millimetres_of_mercury|charge_instrument_battery_percent|charge_instrument_external_power_source_volt|concentration_molecule_from_list_nitrate_milligram_per_liter|concentration_phase_solid_physiochemical_state_dissolved_parts_per_trillion|conductivity_microsiemen_per_centimeter|density_molecule_from_list_water_gram_per_cubic_centimeter|depth_top_ground_surface_bottom_water_surface_foot|ph_ph|redox_potential_millivolt|resistivity_ohm_cm|salinity_practical_salinity_unit|specific_conductivity_microsiemen_per_centimeter|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001245,field_observational,,19,time_series_datetime|air_pressure_millimetres_of_mercury|charge_instrument_battery_percent|charge_instrument_external_power_source_volt|concentration_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_milligram_per_liter|concentration_molecule_from_list_nitrate_milligram_per_liter|concentration_phase_solid_physiochemical_state_dissolved_parts_per_trillion|conductivity_microsiemen_per_centimeter|density_molecule_from_list_water_gram_per_cubic_centimeter|depth_top_ground_surface_bottom_water_surface_foot|ph_ph|partial_pressure_molecule_from_list_oxygen_atom_torr|redox_potential_millivolt|resistivity_ohm_cm|salinity_practical_salinity_unit|saturation_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_percent|specific_conductivity_microsiemen_per_centimeter|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001246,field_observational,,19,time_series_datetime|air_pressure_millimetres_of_mercury|charge_instrument_battery_percent|charge_instrument_external_power_source_volt|concentration_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_milligram_per_liter|concentration_molecule_from_list_nitrate_milligram_per_liter|concentration_phase_solid_physiochemical_state_dissolved_parts_per_trillion|conductivity_microsiemen_per_centimeter|density_molecule_from_list_water_gram_per_cubic_centimeter|depth_top_ground_surface_bottom_water_surface_foot|ph_ph|partial_pressure_molecule_from_list_oxygen_atom_torr|redox_potential_millivolt|resistivity_ohm_cm|salinity_practical_salinity_unit|saturation_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_percent|specific_conductivity_microsiemen_per_centimeter|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001247,field_observational,,19,time_series_datetime|air_pressure_millimetres_of_mercury|charge_instrument_battery_percent|charge_instrument_external_power_source_volt|concentration_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_milligram_per_liter|concentration_molecule_from_list_nitrate_milligram_per_liter|concentration_phase_solid_physiochemical_state_dissolved_parts_per_trillion|conductivity_microsiemen_per_centimeter|density_molecule_from_list_water_gram_per_cubic_centimeter|depth_top_ground_surface_bottom_water_surface_foot|ph_ph|partial_pressure_molecule_from_list_oxygen_atom_torr|redox_potential_millivolt|resistivity_ohm_cm|salinity_practical_salinity_unit|saturation_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_percent|specific_conductivity_microsiemen_per_centimeter|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001248,field_observational,,19,time_series_datetime|air_pressure_millimetres_of_mercury|charge_instrument_battery_percent|charge_instrument_external_power_source_volt|concentration_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_milligram_per_liter|concentration_molecule_from_list_nitrate_milligram_per_liter|concentration_phase_solid_physiochemical_state_dissolved_parts_per_trillion|conductivity_microsiemen_per_centimeter|density_molecule_from_list_water_gram_per_cubic_centimeter|depth_top_ground_surface_bottom_water_surface_foot|ph_ph|partial_pressure_molecule_from_list_oxygen_atom_torr|redox_potential_millivolt|resistivity_ohm_cm|salinity_practical_salinity_unit|saturation_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_percent|specific_conductivity_microsiemen_per_centimeter|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001249,field_observational,,13,time_series_datetime|air_pressure_millimetres_of_mercury|charge_instrument_battery_percent|charge_instrument_external_power_source_volt|concentration_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_milligram_per_liter|concentration_molecule_from_list_nitrate_milligram_per_liter|depth_top_ground_surface_bottom_water_surface_foot|ph_ph|partial_pressure_molecule_from_list_oxygen_atom_torr|redox_potential_millivolt|saturation_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_percent|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
enigma,DOE-BER,ENIGMA SFA,DOE-BER,enigma_coral,ddt_brick0001250,field_observational,,19,time_series_datetime|air_pressure_millimetres_of_mercury|charge_instrument_battery_percent|charge_instrument_external_power_source_volt|concentration_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_milligram_per_liter|concentration_molecule_from_list_nitrate_milligram_per_liter|concentration_phase_solid_physiochemical_state_dissolved_parts_per_trillion|conductivity_microsiemen_per_centimeter|density_molecule_from_list_water_gram_per_cubic_centimeter|depth_top_ground_surface_bottom_water_surface_foot|ph_ph|partial_pressure_molecule_from_list_oxygen_atom_torr|redox_potential_millivolt|resistivity_ohm_cm|salinity_practical_salinity_unit|saturation_molecule_from_list_oxygen_atom_physiochemical_state_dissolved_percent|specific_conductivity_microsiemen_per_centimeter|temperature_degree_celsius|water_pressure_pound_per_square_inch,False
