orgId	locusId	sysName	geneName	desc	set1S88 D-Glucose (C); 20C	set1S89 Tween 20 (C), 20C	set1S90 D-Glucose (C); 30C	set1S91 Tween 20 (C), 30C
Brev2	A4249_RS08245	A4249_RS08245		DUF2164 domain-containing protein	-1.131	-0.285	-1.511	-0.485
Brev2	A4249_RS08250	A4249_RS08250		DUF3126 family protein	0.041	1.026	4.431	2.409
Brev2	A4249_RS08255	A4249_RS08255		serine O-acetyltransferase	-2.114	-3.240	-2.062	-3.004
Brev2	A4249_RS08260	A4249_RS08260		NUDIX hydrolase	1.479	1.023	0.649	0.832
Brev2	A4249_RS08265	A4249_RS08265		nitroreductase	0.903	1.085	3.107	0.881
Brev2	A4249_RS08270	A4249_RS08270		DedA family protein	0.647	-0.351	5.278	0.379
Brev2	A4249_RS08275	A4249_RS08275		DUF817 domain-containing protein	0.860	-0.435	0.706	0.691
Brev2	A4249_RS08280	A4249_RS08280		EAL domain-containing protein	0.155	2.107	1.734	0.910
Brev2	A4249_RS08285	A4249_RS08285		preQ(1) synthase	-1.836	-0.920	-0.078	-2.963
Brev2	A4249_RS08290	A4249_RS08290		nitronate monooxygenase family protein	-0.729	0.301	0.911	0.091
Brev2	A4249_RS08295	A4249_RS08295		TorF family putative porin	0.618	0.375	0.609	0.834
Brev2	A4249_RS08300	A4249_RS08300		cold-shock protein	-0.275	-0.705	1.184	-0.955
Brev2	A4249_RS08315	A4249_RS08315		cystathionine gamma-synthase	2.271	1.895	16.147	3.855
Brev2	A4249_RS08320	A4249_RS08320		cystathionine beta-synthase	4.600	2.386	17.141	3.168
Brev2	A4249_RS08325	A4249_RS08325		ribonuclease R	-3.500	-1.902	-6.188	-2.997
Brev2	A4249_RS08330	A4249_RS08330		NUDIX domain-containing protein	1.901	2.483	1.405	1.989
Brev2	A4249_RS08335	A4249_RS08335		DUF5990 family protein	0.221	0.559	1.223	0.351
Brev2	A4249_RS08340	A4249_RS08340		hypothetical protein	0.061	-0.419	-0.014	-0.275
Brev2	A4249_RS08350	A4249_RS08350		PleD family two-component system response regulator	1.750	1.921	-0.187	-0.382
Brev2	A4249_RS08355	A4249_RS08355		response regulator	3.319	1.919	3.079	4.062
Brev2	A4249_RS08360	A4249_RS08360		DNA polymerase IV	1.119	-0.863	-0.368	-0.074
Brev2	A4249_RS08365	A4249_RS08365		nicotinate phosphoribosyltransferase	0.306	0.560	1.245	-0.426
Brev2	A4249_RS08370	A4249_RS08370		polysaccharide deacetylase family protein	-4.058	-4.186	-2.819	-4.532
Brev2	A4249_RS08375	A4249_RS08375		hypothetical protein	-1.817	-3.550	-2.319	-2.592
Brev2	A4249_RS08380	A4249_RS08380		RidA family protein	-7.044	-8.096	-8.690	-9.786
Brev2	A4249_RS08385	A4249_RS08385		GNAT family N-acetyltransferase	-0.271	1.342	-1.449	1.526
Brev2	A4249_RS08390	A4249_RS08390		ATP-dependent Clp protease ATP-binding subunit ClpA	-8.247	-7.733	-14.573	-11.078
Brev2	A4249_RS08395	A4249_RS08395		ATP-dependent Clp protease adapter ClpS	-2.171	-0.010	-4.015	-1.252
Brev2	A4249_RS08400	A4249_RS08400		nuclear transport factor 2 family protein	0.088	-0.431	-1.093	-1.109
Brev2	A4249_RS08405	A4249_RS08405		TIGR01841 family phasin	-2.068	0.448	-2.954	-0.981
Brev2	A4249_RS08410	A4249_RS08410		D-alanyl-D-alanine carboxypeptidase family protein	-2.269	-15.930	-7.047	-19.455
Brev2	A4249_RS08415	A4249_RS08415		PA0069 family radical SAM protein	-0.546	-0.452	-0.266	0.013
Brev2	A4249_RS08425	A4249_RS08425		class I SAM-dependent RNA methyltransferase	-1.205	-1.328	-0.763	-0.613
Brev2	A4249_RS08430	A4249_RS08430		glycine zipper 2TM domain-containing protein	-0.671	-0.461	0.710	-0.283
Brev2	A4249_RS08440	A4249_RS08440		TlyA family RNA methyltransferase	1.321	0.727	0.628	1.353
Brev2	A4249_RS08455	A4249_RS08455		TolC family outer membrane protein	2.608	-13.309	-2.013	-20.131
Brev2	A4249_RS08470	A4249_RS08470		RNA methyltransferase	2.118	1.104	1.978	1.449
Brev2	A4249_RS08480	A4249_RS08480		monovalent cation/H+ antiporter subunit A	0.257	1.230	0.548	0.402
Brev2	A4249_RS08485	A4249_RS08485		Na+/H+ antiporter subunit C	-1.124	-2.200	-0.736	-1.014
Brev2	A4249_RS08490	A4249_RS08490		monovalent cation/H+ antiporter subunit D	0.636	-0.072	0.650	-0.022
Brev2	A4249_RS08495	A4249_RS08495		Na+/H+ antiporter subunit E	-1.209	-0.169	-0.567	-0.913
Brev2	A4249_RS08500	A4249_RS08500		K+/H+ antiporter subunit F	0.189	1.705	0.026	0.092
Brev2	A4249_RS08505	A4249_RS08505		monovalent cation/H(+) antiporter subunit G	0.415	0.215	0.198	1.508
Brev2	A4249_RS08510	A4249_RS08510		hypothetical protein	-1.664	-3.848	-1.780	-2.842
Brev2	A4249_RS08515	A4249_RS08515		TIGR00730 family Rossman fold protein	-0.063	-3.151	-3.345	-5.036
Brev2	A4249_RS08520	A4249_RS08520		hypothetical protein	2.454	0.280	0.978	1.481
Brev2	A4249_RS08530	A4249_RS08530		RNA polymerase-binding protein DksA	-6.142	-3.375	-4.833	-3.717
Brev2	A4249_RS08535	A4249_RS08535		flagellar assembly protein FliX	2.932	0.779	-0.038	0.605
Brev2	A4249_RS08540	A4249_RS08540		flagellar basal body P-ring protein FlgI	9.510	2.629	2.116	2.649
Brev2	A4249_RS08545	A4249_RS08545		rod-binding protein	2.322	1.377	1.805	1.036
Brev2	A4249_RS08550	A4249_RS08550		flagellar basal-body protein FlbY	1.787	-0.785	-1.629	-0.156
Brev2	A4249_RS08555	A4249_RS08555		EAL domain-containing protein	-0.840	-1.376	-1.264	-0.252
Brev2	A4249_RS08560	A4249_RS08560		ABC-F family ATP-binding cassette domain-containing protein	0.411	1.212	0.591	1.128
Brev2	A4249_RS08565	A4249_RS08565		hypothetical protein	1.612	2.858	0.392	0.804
Brev2	A4249_RS08570	A4249_RS08570		group III truncated hemoglobin	-0.588	-1.076	-1.241	-0.763
Brev2	A4249_RS08575	A4249_RS08575		excinuclease ABC subunit UvrA	-1.415	-0.198	-0.745	-1.284
Brev2	A4249_RS08580	A4249_RS08580		hypothetical protein	-1.210	0.030	-0.083	-1.810
Brev2	A4249_RS08585	A4249_RS08585		ABC-type transport auxiliary lipoprotein family protein	-0.999	-3.888	-2.611	-3.020
Brev2	A4249_RS08590	A4249_RS08590		MlaD family protein	-4.485	-9.481	-8.246	-9.855
Brev2	A4249_RS08595	A4249_RS08595		ABC transporter ATP-binding protein	-3.283	-6.460	-5.167	-6.874
Brev2	A4249_RS08600	A4249_RS08600		ABC transporter permease	-3.270	-5.706	-3.217	-4.719
Brev2	A4249_RS08605	A4249_RS08605		UdgX family uracil-DNA binding protein	0.651	0.735	1.021	1.392
Brev2	A4249_RS08610	A4249_RS08610		putative DNA modification/repair radical SAM protein	1.286	0.420	0.449	-0.079
Brev2	A4249_RS08615	A4249_RS08615		flagellin	4.841	-1.149	-1.215	-1.839
Brev2	A4249_RS08620	A4249_RS08620		flagellar hook-associated protein FlgK	8.619	0.560	-0.587	0.904
Brev2	A4249_RS08630	A4249_RS08630		flagellar hook capping FlgD N-terminal domain-containing protein	6.485	2.470	4.742	2.351
Brev2	A4249_RS08635	A4249_RS08635		flagellar hook protein FlgE	9.404	0.859	3.591	0.916
Brev2	A4249_RS08640	A4249_RS08640		DUF1153 domain-containing protein	-4.034	-2.315	-5.095	0.868
Brev2	A4249_RS08650	A4249_RS08650		S9 family peptidase	0.482	1.069	0.832	1.280
Brev2	A4249_RS08655	A4249_RS08655		TonB-dependent receptor	0.327	1.065	0.343	0.099
Brev2	A4249_RS08660	A4249_RS08660		response regulator	-0.766	-0.036	-0.677	-0.208
Brev2	A4249_RS08665	A4249_RS08665		glyoxalase	-0.375	-1.117	-1.104	-0.431
Brev2	A4249_RS08670	A4249_RS08670		YafY family protein	1.250	0.802	1.620	2.391
Brev2	A4249_RS08675	A4249_RS08675		helix-turn-helix domain-containing protein	1.419	0.147	0.389	1.204
Brev2	A4249_RS08680	A4249_RS08680		thioesterase family protein	1.246	-0.618	1.359	-0.549
Brev2	A4249_RS08685	A4249_RS08685		hypothetical protein	0.760	1.632	0.315	0.575
Brev2	A4249_RS08705	A4249_RS08705		response regulator	-0.450	-1.989	1.795	5.130
Brev2	A4249_RS08710	A4249_RS08710		ligase-associated DNA damage response exonuclease	0.769	0.308	-0.226	0.719
Brev2	A4249_RS08715	A4249_RS08715		PaaI family thioesterase	0.502	1.112	-0.234	0.768
Brev2	A4249_RS08720	A4249_RS08720		PaaI family thioesterase	0.073	0.110	0.279	2.520
Brev2	A4249_RS08725	A4249_RS08725		hypothetical protein	-0.833	-0.069	-0.230	-1.250
Brev2	A4249_RS08730	A4249_RS08730		hypothetical protein	-8.055	-5.973	-3.502	5.316
Brev2	A4249_RS08740	A4249_RS08740		SH3 domain-containing protein	-1.538	-0.151	0.517	1.137
Brev2	A4249_RS08745	A4249_RS08745		hypothetical protein	-0.765	-0.158	0.278	-0.313
Brev2	A4249_RS08755	A4249_RS08755		RidA family protein	0.973	1.249	-0.356	1.134
Brev2	A4249_RS08760	A4249_RS08760		hypothetical protein	0.157	-0.996	0.733	0.637
Brev2	A4249_RS08765	A4249_RS08765		Lrp/AsnC family transcriptional regulator	0.482	1.024	0.898	-0.366
Brev2	A4249_RS08770	A4249_RS08770		D-amino acid dehydrogenase	0.526	0.048	1.676	0.206
Brev2	A4249_RS08775	A4249_RS08775		tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	-3.874	-1.927	-4.320	-2.495
Brev2	A4249_RS08785	A4249_RS08785		DnaJ C-terminal domain-containing protein	0.625	-0.273	-0.663	0.115
Brev2	A4249_RS08795	A4249_RS08795		glyoxalase	0.057	-0.711	-0.000	0.411
Brev2	A4249_RS08800	A4249_RS08800		hypothetical protein	-0.984	0.574	0.789	0.505
Brev2	A4249_RS08805	A4249_RS08805		HAMP domain-containing sensor histidine kinase	-4.261	-2.161	-0.086	6.023
Brev2	A4249_RS08820	A4249_RS08820		bacterioferritin	-1.927	-1.045	1.536	-1.540
Brev2	A4249_RS08825	A4249_RS08825		tryptophan-rich sensory protein	-1.837	0.137	-0.368	-1.250
Brev2	A4249_RS08840	A4249_RS08840		glycerophosphodiester phosphodiesterase	0.712	-0.105	-0.636	1.326
Brev2	A4249_RS08845	A4249_RS08845		ABC transporter transmembrane domain-containing protein	-0.638	0.633	1.190	0.251
Brev2	A4249_RS08855	A4249_RS08855		L,D-transpeptidase family protein	-4.625	-5.702	-5.376	-5.267
Brev2	A4249_RS08860	A4249_RS08860		DUF1465 family protein	-3.910	-2.630	-4.574	-0.970
Brev2	A4249_RS08865	A4249_RS08865		DUF1192 domain-containing protein	-0.442	-0.074	-0.880	-0.295
Brev2	A4249_RS08870	A4249_RS08870		NAD(P)H-quinone oxidoreductase	2.460	1.482	-0.216	0.542
Brev2	A4249_RS08875	A4249_RS08875		beta/gamma crystallin-related protein	0.467	1.035	1.052	0.521
Brev2	A4249_RS08885	A4249_RS08885		DUF465 domain-containing protein	0.864	1.508	-1.193	0.244
Brev2	A4249_RS08905	A4249_RS08905		M23 family metallopeptidase	-0.948	-0.045	-1.754	-1.493
Brev2	A4249_RS08910	A4249_RS08910		CocE/NonD family hydrolase	0.178	0.553	-0.593	1.340
Brev2	A4249_RS08915	A4249_RS08915		ATP-binding cassette domain-containing protein	1.508	0.903	1.499	1.317
Brev2	A4249_RS08920	A4249_RS08920		ABC transporter permease	1.537	0.965	1.171	1.460
Brev2	A4249_RS08945	A4249_RS08945		GGDEF domain-containing protein	1.691	-0.223	0.018	0.128
Brev2	A4249_RS08950	A4249_RS08950		SGNH/GDSL hydrolase family protein	-0.173	-0.004	-0.620	0.139
Brev2	A4249_RS08960	A4249_RS08960		hypothetical protein	1.678	1.747	3.144	0.875
Brev2	A4249_RS09000	A4249_RS09000		response regulator	-0.144	0.172	0.558	0.191
Brev2	A4249_RS09015	A4249_RS09015		hypothetical protein	-0.530	-0.571	0.109	0.078
Brev2	A4249_RS09020	A4249_RS09020		TonB-dependent receptor	-0.177	0.347	1.117	0.695
Brev2	A4249_RS09025	A4249_RS09025		PepSY domain-containing protein	2.502	4.004	4.359	5.685
Brev2	A4249_RS09030	A4249_RS09030		copper chaperone PCu(A)C	0.734	0.738	-1.034	0.085
Brev2	A4249_RS09035	A4249_RS09035		redox-regulated ATPase YchF	-2.718	-1.865	-1.689	-2.048
Brev2	A4249_RS09040	A4249_RS09040		hypothetical protein	-0.542	0.086	0.645	1.196
Brev2	A4249_RS09045	A4249_RS09045		hypothetical protein	0.636	0.678	0.388	0.081
Brev2	A4249_RS09050	A4249_RS09050		WYL domain-containing protein	0.726	-0.358	-0.509	0.289
Brev2	A4249_RS09055	A4249_RS09055		hypothetical protein	-2.519	-1.740	-1.414	-1.302
Brev2	A4249_RS09060	A4249_RS09060		acyltransferase	0.587	1.750	0.122	0.807
Brev2	A4249_RS09065	A4249_RS09065		DUF1801 domain-containing protein	0.732	0.211	0.260	0.410
Brev2	A4249_RS09070	A4249_RS09070		NAD(P)(+) transhydrogenase (Re/Si-specific) subunit beta	0.231	-1.082	-0.459	-1.813
Brev2	A4249_RS09075	A4249_RS09075		hypothetical protein	-0.741	-0.027	0.317	0.212
Brev2	A4249_RS09080	A4249_RS09080		hypothetical protein	-0.384	-0.401	0.493	0.735
Brev2	A4249_RS09085	A4249_RS09085		NAD(P) transhydrogenase subunit alpha	0.571	-0.668	0.660	-2.275
Brev2	A4249_RS09090	A4249_RS09090		hypothetical protein	0.614	0.154	1.469	0.064
Brev2	A4249_RS09095	A4249_RS09095		Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha	-0.472	-1.894	0.369	-1.283
Brev2	A4249_RS09100	A4249_RS09100		aa3-type cytochrome c oxidase subunit IV	-0.097	-2.972	-2.477	-2.311
Brev2	A4249_RS09105	A4249_RS09105		M3 family oligoendopeptidase	1.767	1.868	4.059	2.454
Brev2	A4249_RS09110	A4249_RS09110		DUF4153 domain-containing protein	-1.420	0.080	-0.015	-1.195
Brev2	A4249_RS09115	A4249_RS09115		sigma-54 dependent transcriptional regulator	-0.109	0.648	-1.433	0.038
Brev2	A4249_RS09120	A4249_RS09120		hypothetical protein	-1.783	-0.748	0.181	0.621
Brev2	A4249_RS09135	A4249_RS09135		lytic murein transglycosylase	-0.919	-4.382	-3.614	-7.970
Brev2	A4249_RS09155	A4249_RS09155		gamma-glutamyltransferase family protein	-0.727	-0.241	0.514	-0.422
Brev2	A4249_RS09160	A4249_RS09160		MmcQ/YjbR family DNA-binding protein	0.262	0.198	-0.055	0.639
Brev2	A4249_RS09165	A4249_RS09165		aldo/keto reductase	0.708	-0.027	-0.091	-0.306
Brev2	A4249_RS09170	A4249_RS09170		Pr6Pr family membrane protein	-0.536	0.877	1.105	0.906
Brev2	A4249_RS09180	A4249_RS09180		hypothetical protein	0.043	0.613	-0.128	-0.577
Brev2	A4249_RS09185	A4249_RS09185		M14 family metallopeptidase	-0.081	-0.161	0.661	-0.387
Brev2	A4249_RS09190	A4249_RS09190		MAPEG family protein	-0.184	0.072	-1.068	-1.022
Brev2	A4249_RS09195	A4249_RS09195		TldD/PmbA family protein	1.085	0.304	-0.018	-0.444
Brev2	A4249_RS09200	A4249_RS09200		3'(2'),5'-bisphosphate nucleotidase CysQ	-1.250	0.430	-4.589	-0.466
Brev2	A4249_RS09210	A4249_RS09210		hypothetical protein	0.621	-0.509	-0.525	-0.329
Brev2	A4249_RS09215	A4249_RS09215		tyrosine-protein phosphatase	0.690	0.564	-19.862	-15.919
Brev2	A4249_RS09220	A4249_RS09220		hypothetical protein	0.084	0.654	1.318	1.782
Brev2	A4249_RS09245	A4249_RS09245		amidohydrolase family protein	-0.576	0.660	-0.255	1.154
Brev2	A4249_RS09250	A4249_RS09250		murein L,D-transpeptidase catalytic domain family protein	-1.092	-4.434	-0.135	-4.287
Brev2	A4249_RS09255	A4249_RS09255		phosphoribosylamine--glycine ligase	-4.537	-4.796	-3.986	-4.859
Brev2	A4249_RS09260	A4249_RS09260		PRC-barrel domain-containing protein	-1.364	0.534	-1.516	-1.345
Brev2	A4249_RS09265	A4249_RS09265		exodeoxyribonuclease VII large subunit	-1.208	-1.512	-2.162	-2.324
Brev2	A4249_RS09275	A4249_RS09275		DUF3035 domain-containing protein	-1.292	-8.043	-6.023	-6.990
Brev2	A4249_RS09280	A4249_RS09280		PaaI family thioesterase	-0.651	1.838	-0.133	-0.012
Brev2	A4249_RS09285	A4249_RS09285		Tat pathway signal sequence domain protein	-1.836	-6.833	-6.769	-6.620
Brev2	A4249_RS09295	A4249_RS09295		adenosine deaminase	-1.636	-2.137	-1.202	-1.981
Brev2	A4249_RS09300	A4249_RS09300		hypothetical protein	0.242	-0.239	0.254	-0.271
Brev2	A4249_RS09305	A4249_RS09305		type VI secretion protein ImpB	-0.704	0.230	0.151	0.623
Brev2	A4249_RS09310	A4249_RS09310		bifunctional nicotinamidase/pyrazinamidase	-0.467	-0.559	0.614	-0.226
Brev2	A4249_RS09315	A4249_RS09315		class 1 fructose-bisphosphatase	-3.993	-4.728	-4.053	-5.311
Brev2	A4249_RS09320	A4249_RS09320		alpha/beta hydrolase	-0.714	-1.092	0.384	0.786
Brev2	A4249_RS09325	A4249_RS09325		glycine cleavage system aminomethyltransferase GcvT	-3.813	-2.632	2.748	-1.708
Brev2	A4249_RS09330	A4249_RS09330		glycine cleavage system protein GcvH	-1.482	-0.413	-0.962	-0.599
Brev2	A4249_RS09335	A4249_RS09335		aminomethyl-transferring glycine dehydrogenase subunit GcvPA	-7.036	-4.144	-1.311	-3.183
Brev2	A4249_RS09340	A4249_RS09340		aminomethyl-transferring glycine dehydrogenase subunit GcvPB	-7.199	-3.748	0.078	-2.919
Brev2	A4249_RS09345	A4249_RS09345		SDR family oxidoreductase	0.045	0.860	-0.048	1.093
Brev2	A4249_RS09350	A4249_RS09350		PGPGW domain-containing protein	-1.292	-0.219	1.494	-0.131
Brev2	A4249_RS09355	A4249_RS09355		hypothetical protein	0.054	0.726	-1.538	0.937
Brev2	A4249_RS09390	A4249_RS09390		ATP-binding protein	-0.212	-1.160	-0.221	-0.404
Brev2	A4249_RS09395	A4249_RS09395		SMC-Scp complex subunit ScpB	-2.656	-3.878	-3.769	-3.996
Brev2	A4249_RS09400	A4249_RS09400		ScpA family protein	-2.315	-1.995	-2.213	-3.602
Brev2	A4249_RS09405	A4249_RS09405		beta-N-acetylhexosaminidase	-1.730	-1.090	0.462	-2.045
Brev2	A4249_RS09415	A4249_RS09415		deoxyguanosinetriphosphate triphosphohydrolase	0.363	1.767	0.671	-0.880
Brev2	A4249_RS09430	A4249_RS09430		PepSY domain-containing protein	-0.410	0.269	-0.170	-0.477
Brev2	A4249_RS09435	A4249_RS09435		TonB-dependent receptor	-1.009	-0.086	-1.813	-0.199
Brev2	A4249_RS09445	A4249_RS09445		SdpI family protein	0.351	-0.548	1.677	0.480
Brev2	A4249_RS09450	A4249_RS09450		alpha/beta hydrolase	-1.170	0.048	-0.182	-0.875
Brev2	A4249_RS09455	A4249_RS09455		methyl-accepting chemotaxis protein	-0.772	-0.730	0.171	0.059
Brev2	A4249_RS09460	A4249_RS09460		MarR family transcriptional regulator	1.104	-1.226	-0.171	-1.157
Brev2	A4249_RS09465	A4249_RS09465		prephenate dehydrogenase	-0.339	-0.626	0.872	0.276
Brev2	A4249_RS09475	A4249_RS09475		glycosyltransferase family 9 protein	0.834	2.148	1.260	1.582
Brev2	A4249_RS09480	A4249_RS09480		hypothetical protein	-0.569	0.099	-0.070	0.768
Brev2	A4249_RS09485	A4249_RS09485		hypothetical protein	-0.862	-0.167	-0.479	0.023
Brev2	A4249_RS09490	A4249_RS09490		response regulator	-1.076	-0.052	-0.208	-0.614
Brev2	A4249_RS09500	A4249_RS09500		3-oxoacyl-ACP reductase	1.589	-0.674	-0.506	1.928
Brev2	A4249_RS09505	A4249_RS09505		DNA-3-methyladenine glycosylase I	-0.114	-0.477	0.279	0.415
Brev2	A4249_RS09510	A4249_RS09510		ribonuclease HII	-0.194	-0.092	0.648	0.815
Brev2	A4249_RS09515	A4249_RS09515		hypothetical protein	0.441	-0.695	0.269	1.486
Brev2	A4249_RS09520	A4249_RS09520		DNA adenine methylase	-0.480	0.397	0.876	-1.262
Brev2	A4249_RS09525	A4249_RS09525		VIT family protein	0.094	1.230	0.369	-0.799
Brev2	A4249_RS09530	A4249_RS09530		TonB-dependent receptor	0.908	0.644	0.308	1.158
Brev2	A4249_RS09535	A4249_RS09535		FecR domain-containing protein	-1.404	-2.075	0.752	-3.466
Brev2	A4249_RS09545	A4249_RS09545		thermostable hemolysin	0.769	0.187	0.648	-0.076
Brev2	A4249_RS09550	A4249_RS09550		AMP-binding protein	1.112	0.863	1.077	0.482
Brev2	A4249_RS09555	A4249_RS09555		iron-containing redox enzyme family protein	1.128	1.067	0.773	1.350
Brev2	A4249_RS09560	A4249_RS09560		SDR family NAD(P)-dependent oxidoreductase	0.239	-0.073	-0.438	0.919
Brev2	A4249_RS09565	A4249_RS09565		hypothetical protein	1.225	1.610	0.543	1.673
Brev2	A4249_RS09570	A4249_RS09570		isoprenylcysteine carboxylmethyltransferase family protein	-0.026	1.474	-0.157	1.667
Brev2	A4249_RS09575	A4249_RS09575		hypothetical protein	0.745	0.950	1.315	2.693
Brev2	A4249_RS09580	A4249_RS09580		SLC13 family permease	-0.325	-0.196	0.580	-1.232
Brev2	A4249_RS09590	A4249_RS09590		M20/M25/M40 family metallo-hydrolase	-1.029	0.085	-0.716	0.324
Brev2	A4249_RS09595	A4249_RS09595		DUF3297 family protein	0.471	0.915	0.953	1.682
Brev2	A4249_RS09600	A4249_RS09600		hypothetical protein	4.359	0.310	0.411	-0.196
Brev2	A4249_RS09605	A4249_RS09605		DUF6468 domain-containing protein	1.935	1.340	0.275	0.918
Brev2	A4249_RS09610	A4249_RS09610		flagellar motor switch protein FliM	8.857	1.255	2.880	-0.277
Brev2	A4249_RS09615	A4249_RS09615		flagellar basal body-associated FliL family protein	6.627	1.966	1.219	0.597
Brev2	A4249_RS09620	A4249_RS09620		flagellar basal-body rod protein FlgF	6.296	3.876	3.511	3.013
Brev2	A4249_RS09625	A4249_RS09625		flagellar basal-body rod protein FlgG	8.997	1.559	2.692	0.504
Brev2	A4249_RS09630	A4249_RS09630		flagella basal body P-ring formation protein FlgA	5.572	0.424	1.551	0.696
Brev2	A4249_RS09635	A4249_RS09635		flagellar basal body L-ring protein FlgH	7.705	0.635	0.809	1.103
Brev2	A4249_RS09640	A4249_RS09640		hypothetical protein	-1.288	1.035	-0.335	-0.427
Brev2	A4249_RS09645	A4249_RS09645		hypothetical protein	-0.307	-0.285	-0.964	-1.325
Brev2	A4249_RS09650	A4249_RS09650		DUF885 domain-containing protein	-0.513	0.033	-2.153	-0.307
Brev2	A4249_RS09655	A4249_RS09655		cysteine synthase A	-17.308	-18.428	-16.371	-19.439
Brev2	A4249_RS09660	A4249_RS09660		phosphoadenylyl-sulfate reductase	-7.295	-6.961	-6.637	-8.291
Brev2	A4249_RS09665	A4249_RS09665		nitrite/sulfite reductase	-16.477	-19.311	-16.940	-19.817
Brev2	A4249_RS09670	A4249_RS09670		DUF2849 domain-containing protein	-14.990	-19.023	-13.547	-17.816
Brev2	A4249_RS09675	A4249_RS09675		siroheme synthase CysG	-15.814	-19.690	-14.490	-17.769
Brev2	A4249_RS09680	A4249_RS09680		transcriptional regulator GcvA	-11.773	-16.642	-9.369	-14.851
Brev2	A4249_RS09685	A4249_RS09685		NYN domain-containing protein	-0.015	-0.517	2.499	1.234
Brev2	A4249_RS09695	A4249_RS09695		polyprenyl synthetase family protein	-7.661	-1.225	-10.741	-4.215
Brev2	A4249_RS09710	A4249_RS09710		histone deacetylase family protein	0.077	0.954	0.343	0.288
Brev2	A4249_RS09715	A4249_RS09715		GNAT family N-acetyltransferase	-1.517	-0.157	-0.407	-0.093
Brev2	A4249_RS09720	A4249_RS09720		VWA domain-containing protein	1.168	-0.322	1.585	0.745
Brev2	A4249_RS09725	A4249_RS09725		hypothetical protein	0.400	0.975	1.873	1.173
Brev2	A4249_RS09730	A4249_RS09730		CsbD family protein	0.027	2.203	1.785	1.362
Brev2	A4249_RS09735	A4249_RS09735		NUDIX domain-containing protein	1.718	0.462	3.371	1.759
Brev2	A4249_RS09740	A4249_RS09740		histidine kinase dimerization/phosphoacceptor domain -containing protein	3.306	0.277	31.162	5.018
Brev2	A4249_RS09745	A4249_RS09745		response regulator	3.316	1.168	22.971	2.562
Brev2	A4249_RS09750	A4249_RS09750		CHASE3 domain-containing protein	2.977	0.551	26.266	3.400
Brev2	A4249_RS09755	A4249_RS09755		flagellar biosynthesis protein FlhA	7.398	0.249	1.330	-2.587
Brev2	A4249_RS09760	A4249_RS09760		class A beta-lactamase	1.924	-0.200	0.251	-1.271
Brev2	A4249_RS09765	A4249_RS09765		sigma-54 dependent transcriptional regulator	2.866	-2.525	0.148	-0.776
Brev2	A4249_RS09775	A4249_RS09775		flagellar assembly protein FlbE	4.068	-1.762	0.834	-0.937
Brev2	A4249_RS09780	A4249_RS09780		flagellar motor switch protein FliG	4.655	-0.298	1.352	-1.429
Brev2	A4249_RS09785	A4249_RS09785		flagellar basal-body MS-ring/collar protein FliF	7.010	0.924	0.855	-0.994
Brev2	A4249_RS09790	A4249_RS09790		alpha/beta hydrolase	0.009	0.830	-0.991	0.728
Brev2	A4249_RS09795	A4249_RS09795		uracil-DNA glycosylase family protein	1.213	0.858	0.908	1.175
Brev2	A4249_RS09800	A4249_RS09800		DUF3253 domain-containing protein	-0.186	0.959	0.843	-0.852
Brev2	A4249_RS09805	A4249_RS09805		PaaI family thioesterase	-0.328	0.783	0.720	0.593
Brev2	A4249_RS09810	A4249_RS09810		family 43 glycosylhydrolase	-0.248	-0.122	-0.079	0.020
Brev2	A4249_RS09815	A4249_RS09815		nucleoside transporter C-terminal domain-containing protein	0.913	0.637	-1.251	1.482
Brev2	A4249_RS09830	A4249_RS09830		ATP-binding protein	0.371	-5.918	-2.900	-1.867
Brev2	A4249_RS09835	A4249_RS09835		hypothetical protein	0.627	0.355	-1.117	-0.044
Brev2	A4249_RS09840	A4249_RS09840		pyrroline-5-carboxylate reductase dimerization domain-containing protein	-3.212	-7.575	-6.630	-6.740
Brev2	A4249_RS09865	A4249_RS09865		peptidoglycan editing factor PgeF	0.731	0.937	-0.007	1.082
Brev2	A4249_RS09880	A4249_RS09880		TonB-dependent receptor	0.014	-2.504	-1.367	-1.867
Brev2	A4249_RS09900	A4249_RS09900		hypothetical protein	0.243	-0.289	-0.530	-0.035
Brev2	A4249_RS09915	A4249_RS09915		catalase	0.009	0.308	-0.797	0.012
Brev2	A4249_RS09920	A4249_RS09920		TolC family protein	0.425	-11.054	1.092	-14.681
Brev2	A4249_RS09925	A4249_RS09925		multidrug efflux RND transporter permease subunit	-0.070	-12.589	1.279	-16.100
Brev2	A4249_RS09930	A4249_RS09930		efflux RND transporter periplasmic adaptor subunit	-0.693	-9.972	-0.643	-13.829
Brev2	A4249_RS09940	A4249_RS09940		sugar MFS transporter	-14.446	4.772	-12.748	7.213
Brev2	A4249_RS09945	A4249_RS09945		TonB-dependent receptor	1.796	2.282	-1.986	3.822
Brev2	A4249_RS09950	A4249_RS09950		alpha-amylase family glycosyl hydrolase	-6.057	-6.481	-12.302	-6.105
Brev2	A4249_RS09955	A4249_RS09955		alpha-amylase family glycosyl hydrolase	-1.489	2.702	-8.540	5.260
