orgId	locusId	sysName	geneName	desc	set1S88 D-Glucose (C); 20C	set1S89 Tween 20 (C), 20C	set1S90 D-Glucose (C); 30C	set1S91 Tween 20 (C), 30C
Brev2	A4249_RS03750	A4249_RS03750		Yip1 family protein	-0.741	-1.665	-0.945	0.195
Brev2	A4249_RS03770	A4249_RS03770		TonB-dependent receptor	-0.840	0.374	-7.359	-2.874
Brev2	A4249_RS03775	A4249_RS03775		TonB-dependent receptor	-0.618	-0.668	-0.746	1.159
Brev2	A4249_RS03795	A4249_RS03795		carboxyl transferase domain-containing protein	0.094	3.216	-2.270	3.448
Brev2	A4249_RS03805	A4249_RS03805		TIGR02466 family protein	-1.271	-1.956	-0.090	-0.116
Brev2	A4249_RS03810	A4249_RS03810		biotin carboxylase N-terminal domain-containing protein	-0.206	1.940	-1.935	3.242
Brev2	A4249_RS03815	A4249_RS03815		antibiotic biosynthesis monooxygenase	-2.459	-1.875	-2.218	-0.617
Brev2	A4249_RS03820	A4249_RS03820		DUF1489 domain-containing protein	0.238	-0.508	-1.078	-1.601
Brev2	A4249_RS03825	A4249_RS03825		MATE family efflux transporter	-0.751	-0.291	-0.098	0.244
Brev2	A4249_RS03835	A4249_RS03835		2OG-Fe(II) oxygenase family protein	1.086	0.406	1.069	1.028
Brev2	A4249_RS03845	A4249_RS03845		TerC family protein	-1.029	-1.767	-2.042	-3.077
Brev2	A4249_RS03875	A4249_RS03875		carboxylesterase family protein	-0.306	-0.574	-1.326	-0.243
Brev2	A4249_RS03880	A4249_RS03880		L,D-transpeptidase family protein	0.258	-0.462	0.051	0.096
Brev2	A4249_RS03885	A4249_RS03885		GNAT family N-acetyltransferase	-0.763	0.139	1.081	-0.655
Brev2	A4249_RS03890	A4249_RS03890		transcriptional regulator	-0.168	-1.076	0.074	-0.075
Brev2	A4249_RS03900	A4249_RS03900		porin	-0.532	0.169	-1.106	-0.753
Brev2	A4249_RS04020	A4249_RS04020		energy transducer TonB	1.106	1.816	-0.513	0.620
Brev2	A4249_RS04045	A4249_RS04045		GNAT family N-acetyltransferase	0.777	1.168	-0.682	0.044
Brev2	A4249_RS04050	A4249_RS04050		LysR substrate-binding domain-containing protein	-0.233	0.017	0.388	0.437
Brev2	A4249_RS04055	A4249_RS04055		ABC transporter permease subunit	0.699	1.212	0.587	1.242
Brev2	A4249_RS04060	A4249_RS04060		ABC transporter ATP-binding protein	0.323	-0.373	0.335	-0.027
Brev2	A4249_RS04065	A4249_RS04065		ectonucleotide pyrophosphatase/phosphodiesterase	0.642	-0.585	0.671	-1.962
Brev2	A4249_RS04070	A4249_RS04070		hypothetical protein	0.028	1.260	0.330	1.420
Brev2	A4249_RS04075	A4249_RS04075		thioredoxin domain-containing protein	-5.237	-10.592	-5.240	-14.180
Brev2	A4249_RS04080	A4249_RS04080		M48 family metalloprotease	-3.002	-4.498	-3.673	-4.368
Brev2	A4249_RS04085	A4249_RS04085		ribonuclease E/G	-2.313	-3.390	0.243	-3.482
Brev2	A4249_RS04090	A4249_RS04090		N-acetylmuramoyl-L-alanine amidase	2.703	-1.757	2.957	1.953
Brev2	A4249_RS04095	A4249_RS04095		SDR family oxidoreductase	0.911	2.929	-0.102	1.250
Brev2	A4249_RS04100	A4249_RS04100		J domain-containing protein	-4.491	0.516	-8.596	-1.438
Brev2	A4249_RS04110	A4249_RS04110		response regulator	-0.051	-1.223	1.734	-0.190
Brev2	A4249_RS04115	A4249_RS04115		RcnB family protein	0.099	0.342	1.582	0.581
Brev2	A4249_RS04120	A4249_RS04120		cisplatin damage response ATP-dependent DNA ligase	0.811	0.353	0.880	0.764
Brev2	A4249_RS04125	A4249_RS04125		mechanosensitive ion channel family protein	-3.131	-1.281	-1.424	-3.208
Brev2	A4249_RS04130	A4249_RS04130		beta-eliminating lyase-related protein	0.969	-2.291	-1.949	-3.558
Brev2	A4249_RS04135	A4249_RS04135		ABC transporter ATP-binding protein/permease	-0.892	-0.555	-2.476	-0.189
Brev2	A4249_RS04140	A4249_RS04140		chemotaxis protein CheE	1.544	0.886	1.094	1.028
Brev2	A4249_RS04145	A4249_RS04145		response regulator	-1.196	0.622	-0.513	0.143
Brev2	A4249_RS04180	A4249_RS04180		GNAT family protein	0.025	0.634	-0.126	1.533
Brev2	A4249_RS04185	A4249_RS04185		nitronate monooxygenase	1.199	0.773	1.663	0.718
Brev2	A4249_RS04190	A4249_RS04190		MliC family protein	0.429	1.096	0.257	-0.823
Brev2	A4249_RS04200	A4249_RS04200		pseudouridine synthase	-2.083	0.281	-1.396	1.071
Brev2	A4249_RS04205	A4249_RS04205		GFA family protein	1.322	-0.087	0.051	1.866
Brev2	A4249_RS04210	A4249_RS04210		TMEM175 family protein	0.436	-1.367	-0.920	-1.567
Brev2	A4249_RS04215	A4249_RS04215		16S rRNA (guanine(966)-N(2))-methyltransferase RsmD	-0.951	-1.098	-2.064	-1.095
Brev2	A4249_RS04220	A4249_RS04220		low molecular weight phosphotyrosine protein phosphatase	0.562	2.259	-0.719	0.874
Brev2	A4249_RS04225	A4249_RS04225		DNA mismatch repair endonuclease MutL	-0.299	-0.086	-0.805	0.411
Brev2	A4249_RS04235	A4249_RS04235		hypothetical protein	-1.078	-0.600	-4.851	-1.202
Brev2	A4249_RS04240	A4249_RS04240		DNA-processing protein DprA	0.619	1.359	-0.265	0.786
Brev2	A4249_RS04250	A4249_RS04250		glycerophosphodiester phosphodiesterase family protein	-1.010	0.172	-1.259	0.592
Brev2	A4249_RS04265	A4249_RS04265		AEC family transporter	-0.138	0.292	-0.374	-0.391
Brev2	A4249_RS04275	A4249_RS04275		hypothetical protein	0.486	2.285	0.280	1.258
Brev2	A4249_RS04305	A4249_RS04305		RcnB family protein	1.449	1.233	0.360	0.395
Brev2	A4249_RS04310	A4249_RS04310		hypothetical protein	-1.732	-1.571	-0.673	-1.981
Brev2	A4249_RS04315	A4249_RS04315		polysaccharide biosynthesis/export family protein	3.763	2.523	2.570	0.515
Brev2	A4249_RS04320	A4249_RS04320		chain-length determining protein	0.366	0.568	3.264	0.217
Brev2	A4249_RS04330	A4249_RS04330		FAD/NAD(P)-binding protein	1.296	1.450	-0.725	-0.065
Brev2	A4249_RS04335	A4249_RS04335		DUF1543 domain-containing protein	-0.420	0.157	0.503	0.263
Brev2	A4249_RS04345	A4249_RS04345		glycosyltransferase family A protein	-1.700	-2.226	-0.791	-2.633
Brev2	A4249_RS04350	A4249_RS04350		lipopolysaccharide biosynthesis protein	-1.139	-1.276	1.215	-1.938
Brev2	A4249_RS04355	A4249_RS04355		exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase	0.823	1.311	2.690	-0.872
Brev2	A4249_RS04365	A4249_RS04365		fatty acid desaturase	0.894	-0.329	0.223	-0.216
Brev2	A4249_RS04370	A4249_RS04370		lycopene beta-cyclase CrtY	-3.311	-3.037	-3.889	-4.094
Brev2	A4249_RS04375	A4249_RS04375		phytoene desaturase	0.527	0.207	1.365	0.203
Brev2	A4249_RS04380	A4249_RS04380		phytoene/squalene synthase family protein	0.505	-0.904	0.680	-0.378
Brev2	A4249_RS04385	A4249_RS04385		ABC transporter permease	-0.438	0.330	0.440	0.986
Brev2	A4249_RS04390	A4249_RS04390		ABC transporter ATP-binding protein	0.051	0.303	-0.118	1.098
Brev2	A4249_RS04395	A4249_RS04395		polyprenyl synthetase family protein	-0.869	1.217	0.854	1.057
Brev2	A4249_RS04400	A4249_RS04400		type 2 isopentenyl-diphosphate Delta-isomerase	-4.053	0.488	-3.803	-2.472
Brev2	A4249_RS04405	A4249_RS04405		sterol desaturase family protein	-0.749	-0.516	-0.384	-2.033
Brev2	A4249_RS04410	A4249_RS04410		sterol desaturase family protein	0.352	1.051	0.198	0.604
Brev2	A4249_RS04415	A4249_RS04415		sigma-54 dependent transcriptional regulator	-0.932	-2.426	-0.730	-1.897
Brev2	A4249_RS04420	A4249_RS04420		ATP-binding protein	0.848	0.642	-0.558	0.443
Brev2	A4249_RS04425	A4249_RS04425		dicarboxylate/amino acid:cation symporter	0.752	-0.351	-0.350	0.653
Brev2	A4249_RS04430	A4249_RS04430		TonB-dependent receptor	0.100	-0.697	-0.150	0.013
Brev2	A4249_RS04435	A4249_RS04435		hypothetical protein	0.087	0.898	0.292	1.042
Brev2	A4249_RS04440	A4249_RS04440		MFS transporter	3.174	2.282	9.042	3.317
Brev2	A4249_RS04445	A4249_RS04445		ubiquinol oxidase subunit II	1.257	2.663	6.915	3.791
Brev2	A4249_RS04450	A4249_RS04450		cytochrome o ubiquinol oxidase subunit I	-0.269	-3.111	4.721	-1.616
Brev2	A4249_RS04460	A4249_RS04460		cytochrome o ubiquinol oxidase subunit IV	0.349	-2.714	5.740	-2.353
Brev2	A4249_RS04465	A4249_RS04465		SURF1 family protein	1.768	2.432	4.515	3.127
Brev2	A4249_RS04470	A4249_RS04470		ATP-binding protein	0.554	0.691	4.069	3.568
Brev2	A4249_RS04475	A4249_RS04475		response regulator transcription factor	-2.319	-3.491	1.503	-3.240
Brev2	A4249_RS04480	A4249_RS04480		HIT family protein	0.052	-1.597	-0.327	-2.011
Brev2	A4249_RS04485	A4249_RS04485		phage holin family protein	-1.601	-0.490	0.585	-1.020
Brev2	A4249_RS04490	A4249_RS04490		cobaltochelatase subunit CobS	-1.014	-2.813	-2.472	-3.190
Brev2	A4249_RS04495	A4249_RS04495		organic hydroperoxide resistance protein	-0.304	1.011	-0.451	1.005
Brev2	A4249_RS04510	A4249_RS04510		polymer-forming cytoskeletal protein	-0.235	-1.531	0.425	-0.428
Brev2	A4249_RS04515	A4249_RS04515		peroxiredoxin	-1.065	-0.459	-1.412	-0.544
Brev2	A4249_RS04525	A4249_RS04525		DUF4287 domain-containing protein	0.635	-0.269	-0.077	-0.233
Brev2	A4249_RS04530	A4249_RS04530		DOMON-like domain-containing protein	-0.544	0.967	-1.186	2.171
Brev2	A4249_RS04535	A4249_RS04535		DUF1343 domain-containing protein	-1.529	-1.175	-3.259	-0.316
Brev2	A4249_RS04540	A4249_RS04540		alkyl hydroperoxide reductase subunit C	1.866	0.365	2.365	0.686
Brev2	A4249_RS04545	A4249_RS04545		alkyl hydroperoxide reductase subunit F	-0.268	-0.861	0.610	-0.242
Brev2	A4249_RS04555	A4249_RS04555		transporter	0.796	0.856	0.994	1.914
Brev2	A4249_RS04565	A4249_RS04565		Rrf2 family transcriptional regulator	-0.401	-0.888	2.340	-1.633
Brev2	A4249_RS04605	A4249_RS04605		1-acyl-sn-glycerol-3-phosphate acyltransferase	0.280	-0.211	-0.431	0.000
Brev2	A4249_RS04610	A4249_RS04610		GGDEF domain-containing protein	0.640	0.013	-0.006	-0.350
Brev2	A4249_RS04615	A4249_RS04615		DEAD/DEAH box helicase	-1.282	-3.108	2.238	-2.899
Brev2	A4249_RS04620	A4249_RS04620		hypothetical protein	0.588	1.782	0.248	1.756
Brev2	A4249_RS04625	A4249_RS04625		50S ribosomal protein L11 methyltransferase	-0.177	0.030	0.448	-0.164
Brev2	A4249_RS04630	A4249_RS04630		aminopeptidase P family protein	-2.342	-0.066	-2.072	0.022
Brev2	A4249_RS04635	A4249_RS04635		cyclic nucleotide-binding domain-containing protein	-0.039	0.034	-1.934	1.544
Brev2	A4249_RS04645	A4249_RS04645		5'/3'-nucleotidase SurE	-1.400	-1.788	-1.779	-1.183
Brev2	A4249_RS04655	A4249_RS04655		peptidoglycan DD-metalloendopeptidase family protein	-1.003	-2.977	-2.222	-6.842
Brev2	A4249_RS04675	A4249_RS04675		hypothetical protein	1.736	0.482	3.175	1.415
Brev2	A4249_RS04685	A4249_RS04685		VTT domain-containing protein	0.144	-6.819	-6.540	-9.843
Brev2	A4249_RS04690	A4249_RS04690		hemerythrin domain-containing protein	2.554	1.573	2.418	2.800
Brev2	A4249_RS04720	A4249_RS04720		acyl-CoA dehydrogenase family protein	0.170	-0.074	-0.464	0.790
Brev2	A4249_RS04725	A4249_RS04725		acyl-CoA dehydrogenase	-0.226	-0.410	-0.466	-0.850
Brev2	A4249_RS04730	A4249_RS04730		Hsp70 family protein	-0.656	0.078	-0.115	0.850
Brev2	A4249_RS04740	A4249_RS04740		septal ring lytic transglycosylase RlpA family protein	-0.265	0.388	0.026	1.881
Brev2	A4249_RS04755	A4249_RS04755		TatD family hydrolase	-1.182	-0.245	0.535	1.834
Brev2	A4249_RS04760	A4249_RS04760		MBL fold metallo-hydrolase	2.180	1.725	1.864	0.774
Brev2	A4249_RS04765	A4249_RS04765		ATP-dependent DNA helicase RecG	-3.036	-3.096	-5.010	-3.866
Brev2	A4249_RS04775	A4249_RS04775		transcription-repair coupling factor	-1.097	-1.098	0.679	-2.506
Brev2	A4249_RS04780	A4249_RS04780		diguanylate cyclase	-0.722	-1.520	-3.279	-1.946
Brev2	A4249_RS04785	A4249_RS04785		YihY/virulence factor BrkB family protein	0.396	0.986	-0.260	0.592
Brev2	A4249_RS04790	A4249_RS04790		sulfurtransferase TusA family protein	-1.508	-0.083	-0.270	-0.232
Brev2	A4249_RS04795	A4249_RS04795		CinA family protein	1.629	0.454	2.498	2.266
Brev2	A4249_RS04800	A4249_RS04800		fused MFS/spermidine synthase	0.719	1.669	1.425	0.385
Brev2	A4249_RS04810	A4249_RS04810		tRNA dihydrouridine synthase DusB	3.296	1.629	3.740	2.567
Brev2	A4249_RS04815	A4249_RS04815		PAS domain-containing sensor histidine kinase	-3.341	-5.905	-4.624	-6.097
Brev2	A4249_RS04825	A4249_RS04825		D-amino-acid transaminase	-1.492	-1.370	-2.698	-0.508
Brev2	A4249_RS04835	A4249_RS04835		GTPase HflX	0.154	1.252	2.351	0.616
Brev2	A4249_RS04840	A4249_RS04840		Na+/H+ antiporter	0.184	-0.366	1.378	-0.582
Brev2	A4249_RS04845	A4249_RS04845		HAD-IA family hydrolase	-0.151	1.032	0.358	0.955
Brev2	A4249_RS04850	A4249_RS04850		nucleoside triphosphate pyrophosphohydrolase	0.387	0.330	1.046	0.401
Brev2	A4249_RS04855	A4249_RS04855		MFS transporter	-0.725	-1.821	-0.478	-0.701
Brev2	A4249_RS04860	A4249_RS04860		D-alanyl-D-alanine carboxypeptidase family protein	-1.356	-0.006	-1.289	-0.798
Brev2	A4249_RS04865	A4249_RS04865		hypothetical protein	0.353	1.333	0.090	0.612
Brev2	A4249_RS04870	A4249_RS04870		NAD(P)H:quinone oxidoreductase	0.068	0.185	0.641	-0.228
Brev2	A4249_RS04875	A4249_RS04875		4,5-DOPA dioxygenase extradiol	0.079	1.036	-1.581	-0.912
Brev2	A4249_RS04880	A4249_RS04880		AMP-binding protein	-1.120	-2.054	-0.854	1.127
Brev2	A4249_RS04895	A4249_RS04895		NAD(P)/FAD-dependent oxidoreductase	0.506	1.728	0.574	1.579
Brev2	A4249_RS04910	A4249_RS04910		hypothetical protein	0.703	-0.029	-1.829	-0.330
Brev2	A4249_RS04945	A4249_RS04945		glutathione peroxidase	-1.673	-1.209	-1.164	0.986
Brev2	A4249_RS04955	A4249_RS04955		DUF3606 domain-containing protein	-0.461	-0.771	0.337	-0.919
Brev2	A4249_RS04960	A4249_RS04960		UvrD-helicase domain-containing protein	-0.953	-3.608	-0.526	-0.382
Brev2	A4249_RS04975	A4249_RS04975		YbaY family lipoprotein	-0.639	-1.385	-3.268	-0.667
Brev2	A4249_RS04980	A4249_RS04980		EamA family transporter	-0.947	0.393	0.447	0.034
Brev2	A4249_RS04990	A4249_RS04990		patatin-like phospholipase family protein	1.693	1.094	1.603	2.404
Brev2	A4249_RS04995	A4249_RS04995		DUF2171 domain-containing protein	-2.080	-0.923	0.526	-0.811
Brev2	A4249_RS05000	A4249_RS05000		YccF domain-containing protein	-0.781	0.846	-1.004	-0.005
Brev2	A4249_RS05010	A4249_RS05010		peptidylprolyl isomerase	0.331	0.613	0.013	-0.232
Brev2	A4249_RS05015	A4249_RS05015		RusA family crossover junction endodeoxyribonuclease	-0.053	-0.059	0.512	0.968
Brev2	A4249_RS05020	A4249_RS05020		ClpXP protease specificity-enhancing factor SspB	2.389	0.071	2.650	0.620
Brev2	A4249_RS05035	A4249_RS05035		Mrp/NBP35 family ATP-binding protein	-0.561	-0.355	-1.272	-1.250
Brev2	A4249_RS05040	A4249_RS05040		NADH:flavin oxidoreductase	-0.601	0.522	0.233	-0.480
Brev2	A4249_RS05045	A4249_RS05045		YbjQ family protein	-0.061	0.276	-0.454	-0.315
Brev2	A4249_RS05055	A4249_RS05055		hypothetical protein	2.409	0.988	0.445	3.249
Brev2	A4249_RS05060	A4249_RS05060		phosphoribosyl-ATP pyrophosphohydrolase	-0.324	-0.308	0.313	-0.992
Brev2	A4249_RS05065	A4249_RS05065		alpha/beta hydrolase	0.615	-0.265	1.263	0.159
Brev2	A4249_RS05075	A4249_RS05075		DUF924 family protein	1.298	-0.123	-0.155	-0.062
Brev2	A4249_RS05095	A4249_RS05095		DNA starvation/stationary phase protection protein	1.723	-1.744	2.561	1.802
Brev2	A4249_RS05100	A4249_RS05100		hypothetical protein	0.825	0.119	0.709	0.746
Brev2	A4249_RS05105	A4249_RS05105		tyrosine-type recombinase/integrase	0.645	0.494	-0.237	0.743
Brev2	A4249_RS05120	A4249_RS05120		hypothetical protein	-0.558	0.457	0.195	0.222
Brev2	A4249_RS05130	A4249_RS05130		Crp/Fnr family transcriptional regulator	-1.436	-0.347	1.179	0.505
Brev2	A4249_RS05140	A4249_RS05140		glycoside hydrolase family 65 protein	0.087	0.753	0.306	1.315
Brev2	A4249_RS05145	A4249_RS05145		sensory rhodopsin transducer	-2.282	-0.799	-1.821	-0.337
Brev2	A4249_RS05155	A4249_RS05155		CHASE3 domain-containing protein	2.825	0.358	2.106	2.346
Brev2	A4249_RS05160	A4249_RS05160		response regulator	-1.275	-0.762	-1.453	-0.158
Brev2	A4249_RS05165	A4249_RS05165		Hpt domain-containing protein	-0.923	-0.570	-0.170	0.011
Brev2	A4249_RS05170	A4249_RS05170		glycosyltransferase family 2 protein	0.344	-0.159	-0.800	0.588
Brev2	A4249_RS05180	A4249_RS05180		YaiO family outer membrane beta-barrel protein	0.789	0.922	0.144	-1.884
Brev2	A4249_RS05185	A4249_RS05185		response regulator	0.513	-0.735	-0.382	-0.279
Brev2	A4249_RS05195	A4249_RS05195		phospholipase D-like domain-containing protein	0.313	-0.216	0.284	-0.516
Brev2	A4249_RS05205	A4249_RS05205		PAS domain-containing sensor histidine kinase	0.058	0.967	0.026	2.002
Brev2	A4249_RS05215	A4249_RS05215		hypothetical protein	1.232	2.420	2.888	1.692
Brev2	A4249_RS05220	A4249_RS05220		hypothetical protein	0.211	0.057	0.701	0.774
Brev2	A4249_RS05225	A4249_RS05225		error-prone DNA polymerase	-0.749	0.359	0.504	-0.512
Brev2	A4249_RS05230	A4249_RS05230		DNA polymerase IV	-0.230	-0.005	-0.146	-0.128
Brev2	A4249_RS05235	A4249_RS05235		alpha-ketoglutarate-dependent dioxygenase AlkB	0.379	-0.682	-0.335	0.143
Brev2	A4249_RS05240	A4249_RS05240		exodeoxyribonuclease III	-0.589	-0.996	-1.706	-0.027
Brev2	A4249_RS05245	A4249_RS05245		arylesterase	1.267	-0.055	-0.063	-1.032
Brev2	A4249_RS05250	A4249_RS05250		glutathione-dependent formaldehyde dehydrogenase	0.214	-0.027	1.317	0.347
Brev2	A4249_RS05255	A4249_RS05255		SRPBCC family protein	-0.149	0.403	-0.838	-0.343
Brev2	A4249_RS05260	A4249_RS05260		hemerythrin domain-containing protein	0.983	1.246	0.662	1.385
Brev2	A4249_RS05265	A4249_RS05265		manganese catalase family protein	-0.197	-0.151	0.180	-0.598
Brev2	A4249_RS05275	A4249_RS05275		hypothetical protein	0.901	0.144	1.152	0.116
Brev2	A4249_RS05280	A4249_RS05280		cysteine hydrolase	-0.707	-0.696	-0.732	-0.015
Brev2	A4249_RS05285	A4249_RS05285		hypothetical protein	-0.012	-1.096	0.183	-1.265
Brev2	A4249_RS05290	A4249_RS05290		Crp/Fnr family transcriptional regulator	1.314	0.106	0.051	1.869
Brev2	A4249_RS05295	A4249_RS05295		Crp/Fnr family transcriptional regulator	-1.402	-1.224	-0.607	-0.850
Brev2	A4249_RS05300	A4249_RS05300		hypothetical protein	-0.843	-0.120	-0.629	-0.679
Brev2	A4249_RS05305	A4249_RS05305		glycosyltransferase	-0.857	0.321	-0.597	-0.112
Brev2	A4249_RS05310	A4249_RS05310		glycosyltransferase family 2 protein	0.083	1.003	1.093	1.091
Brev2	A4249_RS05315	A4249_RS05315		glycosyltransferase	-0.242	0.204	-0.735	3.397
Brev2	A4249_RS05320	A4249_RS05320		acyl-CoA dehydrogenase family protein	-0.321	-0.287	-0.493	0.383
Brev2	A4249_RS05325	A4249_RS05325		PIG-L family deacetylase	1.206	0.869	-0.215	0.997
Brev2	A4249_RS05330	A4249_RS05330		SAM-dependent methyltransferase	1.131	2.647	1.232	1.611
Brev2	A4249_RS05335	A4249_RS05335		galactosyltransferase-related protein	-0.147	0.181	-0.943	1.006
Brev2	A4249_RS05340	A4249_RS05340		helix-hairpin-helix domain-containing protein	0.060	-0.965	-0.140	-0.432
Brev2	A4249_RS05350	A4249_RS05350		DUF2171 domain-containing protein	-0.941	0.133	-0.041	1.196
Brev2	A4249_RS05355	A4249_RS05355		alpha/beta fold hydrolase	-1.185	0.832	-1.239	0.251
Brev2	A4249_RS05360	A4249_RS05360		DUF3182 family protein	-0.011	1.243	0.332	-0.149
Brev2	A4249_RS05365	A4249_RS05365		SemiSWEET transporter	-0.178	0.600	0.021	0.271
Brev2	A4249_RS05370	A4249_RS05370		DNA polymerase Y family protein	0.310	-0.016	-1.362	0.603
Brev2	A4249_RS05375	A4249_RS05375		damage-inducible protein	-0.152	-0.580	-0.425	0.301
Brev2	A4249_RS05380	A4249_RS05380		hypothetical protein	-0.601	-1.320	0.858	-0.100
Brev2	A4249_RS05385	A4249_RS05385		DUF1810 domain-containing protein	0.277	0.031	0.550	0.568
Brev2	A4249_RS05390	A4249_RS05390		SOS response-associated peptidase family protein	0.695	-0.131	0.618	0.937
Brev2	A4249_RS05395	A4249_RS05395		hypothetical protein	-1.213	0.665	-1.300	-0.549
Brev2	A4249_RS05400	A4249_RS05400		hypothetical protein	-0.094	-0.529	0.432	0.206
Brev2	A4249_RS05405	A4249_RS05405		hypothetical protein	-0.225	0.801	-1.262	-0.432
Brev2	A4249_RS05410	A4249_RS05410		helix-turn-helix domain-containing protein	-1.389	-1.694	-3.462	-0.597
Brev2	A4249_RS05420	A4249_RS05420		amino acid permease	5.588	-2.396	20.266	-1.429
Brev2	A4249_RS05425	A4249_RS05425		ATP-dependent helicase HrpB	-0.077	0.724	5.186	1.365
Brev2	A4249_RS05430	A4249_RS05430		MFS transporter	0.412	-0.097	-0.710	-0.286
Brev2	A4249_RS05440	A4249_RS05440		class I SAM-dependent methyltransferase	0.032	0.690	0.355	0.722
Brev2	A4249_RS05445	A4249_RS05445		glycosyltransferase family 2 protein	0.309	1.884	0.366	1.334
Brev2	A4249_RS05450	A4249_RS05450		TetR/AcrR family transcriptional regulator	-1.539	-1.555	-2.522	-0.378
Brev2	A4249_RS05455	A4249_RS05455		ABC transporter substrate-binding protein	-5.660	-8.508	-4.032	-4.615
Brev2	A4249_RS05460	A4249_RS05460		iron ABC transporter permease	-5.503	-8.511	-4.520	-7.824
Brev2	A4249_RS05465	A4249_RS05465		ABC transporter ATP-binding protein	-4.989	-6.339	-4.665	-6.236
Brev2	A4249_RS05470	A4249_RS05470		lytic transglycosylase domain-containing protein	-1.392	-8.839	-5.655	-14.919
Brev2	A4249_RS05485	A4249_RS05485		uracil-DNA glycosylase	0.886	0.067	0.016	-1.670
Brev2	A4249_RS05490	A4249_RS05490		NYN domain-containing protein	0.578	0.891	1.331	0.725
Brev2	A4249_RS05505	A4249_RS05505		bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase	-3.638	-2.467	-4.143	-1.579
Brev2	A4249_RS05510	A4249_RS05510		TIGR00730 family Rossman fold protein	-0.202	0.149	-0.651	0.201
Brev2	A4249_RS05545	A4249_RS05545		serine hydrolase domain-containing protein	0.528	-1.548	-0.895	-3.533
Brev2	A4249_RS05550	A4249_RS05550		nuclear transport factor 2 family protein	2.205	1.547	0.548	0.716
Brev2	A4249_RS05555	A4249_RS05555		DNA repair protein RecO	1.173	-0.520	-0.017	0.909
Brev2	A4249_RS05560	A4249_RS05560		cytochrome c biogenesis protein DipZ	0.006	0.128	0.258	0.557
Brev2	A4249_RS05580	A4249_RS05580		O-antigen ligase	-1.462	-3.888	-0.752	-4.292
Brev2	A4249_RS05585	A4249_RS05585		cystathionine beta-lyase	-0.359	0.221	0.814	0.325
Brev2	A4249_RS05590	A4249_RS05590		amino acid ABC transporter substrate-binding protein	-2.185	-2.447	3.053	-1.233
Brev2	A4249_RS05595	A4249_RS05595		dicarboxylate/amino acid:cation symporter	-1.462	-3.082	-1.212	-2.035
Brev2	A4249_RS05600	A4249_RS05600		3-mercaptopyruvate sulfurtransferase	-0.144	-0.514	-0.815	-0.236
Brev2	A4249_RS05605	A4249_RS05605		cyclopropane-fatty-acyl-phospholipid synthase family protein	-0.951	-1.282	-2.441	-1.753
Brev2	A4249_RS05610	A4249_RS05610		deoxyribodipyrimidine photo-lyase	0.487	0.840	0.470	1.618
Brev2	A4249_RS05620	A4249_RS05620		D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase	-1.848	-11.841	-17.542	-21.338
Brev2	A4249_RS05625	A4249_RS05625		ADP-glyceromanno-heptose 6-epimerase	-0.035	-13.209	-16.016	-29.591
Brev2	A4249_RS05630	A4249_RS05630		DUF3089 domain-containing protein	4.688	4.082	7.044	1.381
Brev2	A4249_RS05635	A4249_RS05635		SPFH/Band 7/PHB domain protein	-0.081	-0.591	1.194	0.431
Brev2	A4249_RS05640	A4249_RS05640		NfeD family protein	-0.697	0.851	-0.023	0.236
Brev2	A4249_RS05645	A4249_RS05645		MFS transporter	0.630	0.552	-0.784	1.139
Brev2	A4249_RS05680	A4249_RS05680		NAD(P)H-hydrate dehydratase	-0.570	-0.607	0.613	0.665
Brev2	A4249_RS05685	A4249_RS05685		error-prone DNA polymerase	-1.129	-0.445	-0.081	0.192
Brev2	A4249_RS05690	A4249_RS05690		DNA polymerase Y family protein	-0.990	-0.879	-0.442	-0.325
Brev2	A4249_RS05695	A4249_RS05695		zinc-binding dehydrogenase	-1.666	-0.166	-0.447	-1.586
Brev2	A4249_RS05700	A4249_RS05700		ABC transporter permease	0.339	-0.523	-0.501	-0.629
Brev2	A4249_RS05705	A4249_RS05705		ATP-binding cassette domain-containing protein	0.177	1.134	0.475	0.860
Brev2	A4249_RS05710	A4249_RS05710		arylesterase	0.115	-2.219	-1.117	-0.098
Brev2	A4249_RS05715	A4249_RS05715		hypothetical protein	-2.034	-1.326	-1.996	-1.910
Brev2	A4249_RS05725	A4249_RS05725		hypothetical protein	0.037	0.668	-1.570	0.011
Brev2	A4249_RS05730	A4249_RS05730		uracil-DNA glycosylase	-0.810	-1.483	-0.343	-0.742
Brev2	A4249_RS05735	A4249_RS05735		hypothetical protein	0.539	0.229	0.613	1.046
Brev2	A4249_RS05740	A4249_RS05740		C1 family peptidase	-0.656	-0.932	-1.682	-0.953
Brev2	A4249_RS05745	A4249_RS05745		ImmA/IrrE family metallo-endopeptidase	-1.113	0.086	0.651	-0.390
Brev2	A4249_RS05750	A4249_RS05750		helix-turn-helix transcriptional regulator	-0.927	-0.015	0.077	0.711
Brev2	A4249_RS05755	A4249_RS05755		hypothetical protein	-0.691	-0.545	-1.034	-0.599
Brev2	A4249_RS05765	A4249_RS05765		TolC family protein	0.849	-0.273	1.884	1.002
