orgId	locusId	sysName	geneName	desc	set1S88 D-Glucose (C); 20C	set1S89 Tween 20 (C), 20C	set1S90 D-Glucose (C); 30C	set1S91 Tween 20 (C), 30C
Brev2	A4249_RS03625	A4249_RS03625		carbohydrate ABC transporter permease	0.031	-0.029	-0.072	-0.182
Brev2	A4249_RS03630	A4249_RS03630		discoidin domain-containing protein	-0.043	-0.104	0.073	0.055
Brev2	A4249_RS03635	A4249_RS03635		sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC	0.256	0.207	0.312	0.361
Brev2	A4249_RS03640	A4249_RS03640		glutathione S-transferase family protein	-0.109	-0.122	-0.085	0.050
Brev2	A4249_RS03645	A4249_RS03645		TonB-dependent receptor	-0.837	-0.821	-1.174	-0.792
Brev2	A4249_RS03650	A4249_RS03650		hypothetical protein	0.181	0.424	0.300	0.389
Brev2	A4249_RS03655	A4249_RS03655		winged helix-turn-helix domain-containing protein	-0.062	0.004	-0.166	-0.146
Brev2	A4249_RS03660	A4249_RS03660		PAS domain-containing sensor histidine kinase	0.045	0.032	0.335	0.253
Brev2	A4249_RS03665	A4249_RS03665		ArsC family reductase	0.143	0.362	0.140	0.308
Brev2	A4249_RS03670	A4249_RS03670		endonuclease/exonuclease/phosphatase family protein	0.048	0.251	0.335	0.441
Brev2	A4249_RS03675	A4249_RS03675		DUF2188 domain-containing protein	0.093	0.459	0.031	0.079
Brev2	A4249_RS03680	A4249_RS03680		DUF6249 domain-containing protein	-0.963	-0.435	-1.353	-0.883
Brev2	A4249_RS03685	A4249_RS03685		sigma-70 family RNA polymerase sigma factor	0.215	0.037	-0.038	0.049
Brev2	A4249_RS03690	A4249_RS03690		hypothetical protein	0.329	0.616	0.963	0.701
Brev2	A4249_RS03715	A4249_RS03715		NUDIX domain-containing protein	-0.189	-0.071	0.085	-0.056
Brev2	A4249_RS03720	A4249_RS03720		LytTR family DNA-binding domain-containing protein	-0.022	0.005	-0.052	0.104
Brev2	A4249_RS03725	A4249_RS03725		hypothetical protein	-0.082	0.189	-0.047	0.118
Brev2	A4249_RS03730	A4249_RS03730		SDR family NAD(P)-dependent oxidoreductase	-0.128	0.001	-0.188	-0.607
Brev2	A4249_RS03740	A4249_RS03740		CvpA family protein	0.051	0.278	0.122	0.203
Brev2	A4249_RS03745	A4249_RS03745		DNA repair protein RadA	0.117	-0.012	0.232	-0.138
Brev2	A4249_RS03750	A4249_RS03750		Yip1 family protein	-0.117	-0.286	-0.178	0.033
Brev2	A4249_RS03770	A4249_RS03770		TonB-dependent receptor	-0.099	0.044	-0.942	-0.336
Brev2	A4249_RS03775	A4249_RS03775		TonB-dependent receptor	-0.068	-0.074	-0.087	0.131
Brev2	A4249_RS03795	A4249_RS03795		carboxyl transferase domain-containing protein	0.010	0.362	-0.269	0.405
Brev2	A4249_RS03805	A4249_RS03805		TIGR02466 family protein	-0.193	-0.301	-0.015	-0.018
Brev2	A4249_RS03810	A4249_RS03810		biotin carboxylase N-terminal domain-containing protein	-0.026	0.259	-0.291	0.442
Brev2	A4249_RS03815	A4249_RS03815		antibiotic biosynthesis monooxygenase	-0.582	-0.383	-0.571	-0.155
Brev2	A4249_RS03820	A4249_RS03820		DUF1489 domain-containing protein	0.082	-0.159	-0.340	-0.450
Brev2	A4249_RS03825	A4249_RS03825		MATE family efflux transporter	-0.100	-0.038	-0.013	0.032
Brev2	A4249_RS03835	A4249_RS03835		2OG-Fe(II) oxygenase family protein	0.170	0.069	0.177	0.168
Brev2	A4249_RS03845	A4249_RS03845		TerC family protein	-0.400	-1.046	-1.036	-1.336
Brev2	A4249_RS03875	A4249_RS03875		carboxylesterase family protein	-0.040	-0.074	-0.170	-0.033
Brev2	A4249_RS03880	A4249_RS03880		L,D-transpeptidase family protein	0.038	-0.071	0.008	0.014
Brev2	A4249_RS03885	A4249_RS03885		GNAT family N-acetyltransferase	-0.214	0.036	0.297	-0.176
Brev2	A4249_RS03890	A4249_RS03890		transcriptional regulator	-0.022	-0.146	0.013	-0.010
Brev2	A4249_RS03900	A4249_RS03900		porin	-0.070	0.024	-0.160	-0.095
Brev2	A4249_RS04020	A4249_RS04020		energy transducer TonB	0.388	0.548	-0.241	0.266
Brev2	A4249_RS04045	A4249_RS04045		GNAT family N-acetyltransferase	0.206	0.337	-0.214	0.011
Brev2	A4249_RS04050	A4249_RS04050		LysR substrate-binding domain-containing protein	-0.040	0.003	0.089	0.071
Brev2	A4249_RS04055	A4249_RS04055		ABC transporter permease subunit	0.113	0.198	0.110	0.214
Brev2	A4249_RS04060	A4249_RS04060		ABC transporter ATP-binding protein	0.109	-0.151	0.129	-0.012
Brev2	A4249_RS04065	A4249_RS04065		ectonucleotide pyrophosphatase/phosphodiesterase	0.089	-0.081	0.093	-0.266
Brev2	A4249_RS04070	A4249_RS04070		hypothetical protein	0.003	0.158	0.043	0.178
Brev2	A4249_RS04075	A4249_RS04075		thioredoxin domain-containing protein	-0.750	-1.786	-0.791	-2.344
Brev2	A4249_RS04080	A4249_RS04080		M48 family metalloprotease	-2.569	-2.071	-2.280	-2.946
Brev2	A4249_RS04085	A4249_RS04085		ribonuclease E/G	-1.093	-1.491	0.086	-2.091
Brev2	A4249_RS04090	A4249_RS04090		N-acetylmuramoyl-L-alanine amidase	0.364	-0.233	0.619	0.280
Brev2	A4249_RS04095	A4249_RS04095		SDR family oxidoreductase	0.162	0.527	-0.019	0.219
Brev2	A4249_RS04100	A4249_RS04100		J domain-containing protein	-0.860	0.103	-2.239	-0.258
Brev2	A4249_RS04110	A4249_RS04110		response regulator	-0.008	-0.166	0.283	-0.027
Brev2	A4249_RS04115	A4249_RS04115		RcnB family protein	0.013	0.042	0.211	0.074
Brev2	A4249_RS04120	A4249_RS04120		cisplatin damage response ATP-dependent DNA ligase	0.104	0.042	0.115	0.097
Brev2	A4249_RS04125	A4249_RS04125		mechanosensitive ion channel family protein	-1.632	-0.652	-1.055	-1.816
Brev2	A4249_RS04130	A4249_RS04130		beta-eliminating lyase-related protein	0.191	-0.400	-0.386	-0.789
Brev2	A4249_RS04135	A4249_RS04135		ABC transporter ATP-binding protein/permease	-0.122	-0.071	-0.364	-0.025
Brev2	A4249_RS04140	A4249_RS04140		chemotaxis protein CheE	0.373	0.213	0.320	0.243
Brev2	A4249_RS04145	A4249_RS04145		response regulator	-0.217	0.113	-0.118	0.027
Brev2	A4249_RS04180	A4249_RS04180		GNAT family protein	0.004	0.109	-0.023	0.255
Brev2	A4249_RS04185	A4249_RS04185		nitronate monooxygenase	0.195	0.141	0.309	0.136
Brev2	A4249_RS04190	A4249_RS04190		MliC family protein	0.137	0.251	0.083	-0.258
Brev2	A4249_RS04200	A4249_RS04200		pseudouridine synthase	-0.537	0.075	-0.424	0.240
Brev2	A4249_RS04205	A4249_RS04205		GFA family protein	0.186	-0.012	0.008	0.293
Brev2	A4249_RS04210	A4249_RS04210		TMEM175 family protein	0.115	-0.311	-0.219	-0.366
Brev2	A4249_RS04215	A4249_RS04215		16S rRNA (guanine(966)-N(2))-methyltransferase RsmD	-0.498	-0.799	-1.401	-0.748
Brev2	A4249_RS04220	A4249_RS04220		low molecular weight phosphotyrosine protein phosphatase	0.185	0.649	-0.317	0.457
Brev2	A4249_RS04225	A4249_RS04225		DNA mismatch repair endonuclease MutL	-0.036	-0.010	-0.107	0.051
Brev2	A4249_RS04235	A4249_RS04235		hypothetical protein	-0.171	-0.095	-0.799	-0.194
Brev2	A4249_RS04240	A4249_RS04240		DNA-processing protein DprA	0.109	0.311	-0.074	0.173
Brev2	A4249_RS04250	A4249_RS04250		glycerophosphodiester phosphodiesterase family protein	-0.157	0.030	-0.249	0.094
Brev2	A4249_RS04265	A4249_RS04265		AEC family transporter	-0.021	0.045	-0.056	-0.061
Brev2	A4249_RS04275	A4249_RS04275		hypothetical protein	0.093	0.396	0.046	0.202
Brev2	A4249_RS04305	A4249_RS04305		RcnB family protein	0.187	0.157	0.049	0.052
Brev2	A4249_RS04310	A4249_RS04310		hypothetical protein	-0.477	-0.484	-0.208	-0.713
Brev2	A4249_RS04315	A4249_RS04315		polysaccharide biosynthesis/export family protein	0.628	0.415	0.476	0.092
Brev2	A4249_RS04320	A4249_RS04320		chain-length determining protein	0.050	0.072	0.464	0.029
Brev2	A4249_RS04330	A4249_RS04330		FAD/NAD(P)-binding protein	0.166	0.185	-0.100	-0.008
Brev2	A4249_RS04335	A4249_RS04335		DUF1543 domain-containing protein	-0.054	0.020	0.070	0.034
Brev2	A4249_RS04345	A4249_RS04345		glycosyltransferase family A protein	-0.587	-0.683	-0.245	-0.879
Brev2	A4249_RS04350	A4249_RS04350		lipopolysaccharide biosynthesis protein	-0.544	-0.486	0.492	-0.830
Brev2	A4249_RS04355	A4249_RS04355		exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase	0.121	0.195	0.432	-0.143
Brev2	A4249_RS04365	A4249_RS04365		fatty acid desaturase	0.112	-0.043	0.031	-0.027
Brev2	A4249_RS04370	A4249_RS04370		lycopene beta-cyclase CrtY	-0.575	-0.506	-0.679	-0.713
Brev2	A4249_RS04375	A4249_RS04375		phytoene desaturase	0.061	0.024	0.160	0.024
Brev2	A4249_RS04380	A4249_RS04380		phytoene/squalene synthase family protein	0.069	-0.120	0.101	-0.052
Brev2	A4249_RS04385	A4249_RS04385		ABC transporter permease	-0.060	0.047	0.064	0.137
Brev2	A4249_RS04390	A4249_RS04390		ABC transporter ATP-binding protein	0.013	0.081	-0.037	0.286
Brev2	A4249_RS04395	A4249_RS04395		polyprenyl synthetase family protein	-0.183	0.338	0.188	0.232
Brev2	A4249_RS04400	A4249_RS04400		type 2 isopentenyl-diphosphate Delta-isomerase	-0.955	0.076	-0.930	-0.470
Brev2	A4249_RS04405	A4249_RS04405		sterol desaturase family protein	-0.144	-0.096	-0.092	-0.428
Brev2	A4249_RS04410	A4249_RS04410		sterol desaturase family protein	0.052	0.137	0.028	0.085
Brev2	A4249_RS04415	A4249_RS04415		sigma-54 dependent transcriptional regulator	-0.142	-0.365	-0.116	-0.305
Brev2	A4249_RS04420	A4249_RS04420		ATP-binding protein	0.103	0.079	-0.072	0.057
Brev2	A4249_RS04425	A4249_RS04425		dicarboxylate/amino acid:cation symporter	0.102	-0.049	-0.051	0.094
Brev2	A4249_RS04430	A4249_RS04430		TonB-dependent receptor	0.012	-0.085	-0.019	0.002
Brev2	A4249_RS04435	A4249_RS04435		hypothetical protein	0.011	0.112	0.039	0.127
Brev2	A4249_RS04440	A4249_RS04440		MFS transporter	0.498	0.370	1.522	0.535
Brev2	A4249_RS04445	A4249_RS04445		ubiquinol oxidase subunit II	0.205	0.473	1.177	0.639
Brev2	A4249_RS04450	A4249_RS04450		cytochrome o ubiquinol oxidase subunit I	-0.090	-1.307	1.378	-0.594
Brev2	A4249_RS04460	A4249_RS04460		cytochrome o ubiquinol oxidase subunit IV	0.077	-0.862	1.561	-0.544
Brev2	A4249_RS04465	A4249_RS04465		SURF1 family protein	0.407	0.483	0.940	0.812
Brev2	A4249_RS04470	A4249_RS04470		ATP-binding protein	0.077	0.100	0.613	0.515
Brev2	A4249_RS04475	A4249_RS04475		response regulator transcription factor	-1.111	-1.848	0.553	-1.777
Brev2	A4249_RS04480	A4249_RS04480		HIT family protein	0.028	-1.846	-0.153	-2.225
Brev2	A4249_RS04485	A4249_RS04485		phage holin family protein	-1.197	-0.269	0.353	-0.628
Brev2	A4249_RS04490	A4249_RS04490		cobaltochelatase subunit CobS	-0.531	-1.620	-1.777	-2.514
Brev2	A4249_RS04495	A4249_RS04495		organic hydroperoxide resistance protein	-0.095	0.267	-0.117	0.336
Brev2	A4249_RS04510	A4249_RS04510		polymer-forming cytoskeletal protein	-0.060	-0.382	0.121	-0.081
Brev2	A4249_RS04515	A4249_RS04515		peroxiredoxin	-0.155	-0.070	-0.230	-0.087
Brev2	A4249_RS04525	A4249_RS04525		DUF4287 domain-containing protein	0.102	-0.042	-0.017	-0.039
Brev2	A4249_RS04530	A4249_RS04530		DOMON-like domain-containing protein	-0.079	0.130	-0.192	0.322
Brev2	A4249_RS04535	A4249_RS04535		DUF1343 domain-containing protein	-0.268	-0.220	-0.601	-0.064
Brev2	A4249_RS04540	A4249_RS04540		alkyl hydroperoxide reductase subunit C	0.389	0.079	0.500	0.152
Brev2	A4249_RS04545	A4249_RS04545		alkyl hydroperoxide reductase subunit F	-0.035	-0.117	0.085	-0.033
Brev2	A4249_RS04555	A4249_RS04555		transporter	0.157	0.172	0.218	0.355
Brev2	A4249_RS04565	A4249_RS04565		Rrf2 family transcriptional regulator	-0.154	-0.296	0.766	-0.745
Brev2	A4249_RS04605	A4249_RS04605		1-acyl-sn-glycerol-3-phosphate acyltransferase	0.049	-0.037	-0.079	0.000
Brev2	A4249_RS04610	A4249_RS04610		GGDEF domain-containing protein	0.101	0.002	-0.001	-0.055
Brev2	A4249_RS04615	A4249_RS04615		DEAD/DEAH box helicase	-0.300	-0.722	0.503	-0.734
Brev2	A4249_RS04620	A4249_RS04620		hypothetical protein	0.314	0.882	0.137	0.916
Brev2	A4249_RS04625	A4249_RS04625		50S ribosomal protein L11 methyltransferase	-0.031	0.006	0.092	-0.032
Brev2	A4249_RS04630	A4249_RS04630		aminopeptidase P family protein	-0.361	-0.010	-0.377	0.004
Brev2	A4249_RS04635	A4249_RS04635		cyclic nucleotide-binding domain-containing protein	-0.005	0.004	-0.244	0.188
Brev2	A4249_RS04645	A4249_RS04645		5'/3'-nucleotidase SurE	-0.296	-0.419	-0.454	-0.254
Brev2	A4249_RS04655	A4249_RS04655		peptidoglycan DD-metalloendopeptidase family protein	-0.165	-0.533	-0.407	-1.309
Brev2	A4249_RS04675	A4249_RS04675		hypothetical protein	0.474	0.112	0.662	0.396
Brev2	A4249_RS04685	A4249_RS04685		VTT domain-containing protein	0.018	-1.059	-1.102	-2.158
Brev2	A4249_RS04690	A4249_RS04690		hemerythrin domain-containing protein	0.358	0.288	0.414	0.437
Brev2	A4249_RS04720	A4249_RS04720		acyl-CoA dehydrogenase family protein	0.027	-0.011	-0.068	0.113
Brev2	A4249_RS04725	A4249_RS04725		acyl-CoA dehydrogenase	-0.042	-0.071	-0.105	-0.171
Brev2	A4249_RS04730	A4249_RS04730		Hsp70 family protein	-0.082	0.011	-0.016	0.112
Brev2	A4249_RS04740	A4249_RS04740		septal ring lytic transglycosylase RlpA family protein	-0.051	0.058	0.004	0.303
Brev2	A4249_RS04755	A4249_RS04755		TatD family hydrolase	-0.254	-0.050	0.114	0.399
Brev2	A4249_RS04760	A4249_RS04760		MBL fold metallo-hydrolase	0.318	0.291	0.301	0.143
Brev2	A4249_RS04765	A4249_RS04765		ATP-dependent DNA helicase RecG	-0.852	-0.899	-1.747	-1.246
Brev2	A4249_RS04775	A4249_RS04775		transcription-repair coupling factor	-0.171	-0.172	0.115	-0.418
Brev2	A4249_RS04780	A4249_RS04780		diguanylate cyclase	-0.138	-0.340	-0.679	-0.354
Brev2	A4249_RS04785	A4249_RS04785		YihY/virulence factor BrkB family protein	0.059	0.140	-0.039	0.091
Brev2	A4249_RS04790	A4249_RS04790		sulfurtransferase TusA family protein	-0.460	-0.037	-0.112	-0.089
Brev2	A4249_RS04795	A4249_RS04795		CinA family protein	0.338	0.136	0.758	0.581
Brev2	A4249_RS04800	A4249_RS04800		fused MFS/spermidine synthase	0.089	0.200	0.177	0.049
Brev2	A4249_RS04810	A4249_RS04810		tRNA dihydrouridine synthase DusB	0.568	0.276	0.670	0.420
Brev2	A4249_RS04815	A4249_RS04815		PAS domain-containing sensor histidine kinase	-0.474	-0.916	-0.712	-1.123
Brev2	A4249_RS04825	A4249_RS04825		D-amino-acid transaminase	-0.208	-0.200	-0.409	-0.071
Brev2	A4249_RS04835	A4249_RS04835		GTPase HflX	0.033	0.347	0.536	0.151
Brev2	A4249_RS04840	A4249_RS04840		Na+/H+ antiporter	0.035	-0.074	0.356	-0.121
Brev2	A4249_RS04845	A4249_RS04845		HAD-IA family hydrolase	-0.036	0.202	0.067	0.186
Brev2	A4249_RS04850	A4249_RS04850		nucleoside triphosphate pyrophosphohydrolase	0.065	0.059	0.200	0.065
Brev2	A4249_RS04855	A4249_RS04855		MFS transporter	-0.099	-0.257	-0.066	-0.098
Brev2	A4249_RS04860	A4249_RS04860		D-alanyl-D-alanine carboxypeptidase family protein	-0.196	-0.001	-0.188	-0.114
Brev2	A4249_RS04865	A4249_RS04865		hypothetical protein	0.061	0.237	0.019	0.115
Brev2	A4249_RS04870	A4249_RS04870		NAD(P)H:quinone oxidoreductase	0.015	0.045	0.182	-0.048
Brev2	A4249_RS04875	A4249_RS04875		4,5-DOPA dioxygenase extradiol	0.013	0.168	-0.292	-0.161
Brev2	A4249_RS04880	A4249_RS04880		AMP-binding protein	-0.210	-0.380	-0.187	0.223
Brev2	A4249_RS04895	A4249_RS04895		NAD(P)/FAD-dependent oxidoreductase	0.064	0.218	0.075	0.196
Brev2	A4249_RS04910	A4249_RS04910		hypothetical protein	0.109	-0.004	-0.338	-0.049
Brev2	A4249_RS04945	A4249_RS04945		glutathione peroxidase	-0.484	-0.211	-0.357	0.164
Brev2	A4249_RS04955	A4249_RS04955		DUF3606 domain-containing protein	-0.149	-0.178	0.067	-0.298
Brev2	A4249_RS04960	A4249_RS04960		UvrD-helicase domain-containing protein	-0.273	-1.032	-0.178	-0.096
Brev2	A4249_RS04975	A4249_RS04975		YbaY family lipoprotein	-0.139	-0.241	-0.618	-0.133
Brev2	A4249_RS04980	A4249_RS04980		EamA family transporter	-0.126	0.051	0.064	0.004
Brev2	A4249_RS04990	A4249_RS04990		patatin-like phospholipase family protein	0.199	0.139	0.192	0.289
Brev2	A4249_RS04995	A4249_RS04995		DUF2171 domain-containing protein	-1.442	-0.327	0.269	-0.316
Brev2	A4249_RS05000	A4249_RS05000		YccF domain-containing protein	-0.222	0.211	-0.230	-0.001
Brev2	A4249_RS05010	A4249_RS05010		peptidylprolyl isomerase	0.065	0.112	0.003	-0.047
Brev2	A4249_RS05015	A4249_RS05015		RusA family crossover junction endodeoxyribonuclease	-0.011	-0.011	0.109	0.210
Brev2	A4249_RS05020	A4249_RS05020		ClpXP protease specificity-enhancing factor SspB	0.370	0.012	0.499	0.114
Brev2	A4249_RS05035	A4249_RS05035		Mrp/NBP35 family ATP-binding protein	-0.336	-0.224	-0.774	-0.624
Brev2	A4249_RS05040	A4249_RS05040		NADH:flavin oxidoreductase	-0.109	0.100	0.046	-0.096
Brev2	A4249_RS05045	A4249_RS05045		YbjQ family protein	-0.014	0.065	-0.126	-0.080
Brev2	A4249_RS05055	A4249_RS05055		hypothetical protein	0.515	0.221	0.104	0.673
Brev2	A4249_RS05060	A4249_RS05060		phosphoribosyl-ATP pyrophosphohydrolase	-0.057	-0.045	0.053	-0.161
Brev2	A4249_RS05065	A4249_RS05065		alpha/beta hydrolase	0.088	-0.042	0.203	0.022
Brev2	A4249_RS05075	A4249_RS05075		DUF924 family protein	0.253	-0.022	-0.032	-0.013
Brev2	A4249_RS05095	A4249_RS05095		DNA starvation/stationary phase protection protein	0.303	-0.301	0.493	0.299
Brev2	A4249_RS05100	A4249_RS05100		hypothetical protein	0.168	0.027	0.182	0.154
Brev2	A4249_RS05105	A4249_RS05105		tyrosine-type recombinase/integrase	0.087	0.065	-0.034	0.099
Brev2	A4249_RS05120	A4249_RS05120		hypothetical protein	-0.099	0.094	0.041	0.044
Brev2	A4249_RS05130	A4249_RS05130		Crp/Fnr family transcriptional regulator	-0.223	-0.051	0.193	0.069
Brev2	A4249_RS05140	A4249_RS05140		glycoside hydrolase family 65 protein	0.011	0.090	0.042	0.163
Brev2	A4249_RS05145	A4249_RS05145		sensory rhodopsin transducer	-0.484	-0.141	-0.416	-0.072
Brev2	A4249_RS05155	A4249_RS05155		CHASE3 domain-containing protein	0.652	0.101	0.737	0.648
Brev2	A4249_RS05160	A4249_RS05160		response regulator	-0.478	-0.246	-0.569	-0.055
Brev2	A4249_RS05165	A4249_RS05165		Hpt domain-containing protein	-0.310	-0.178	-0.046	0.004
Brev2	A4249_RS05170	A4249_RS05170		glycosyltransferase family 2 protein	0.054	-0.023	-0.126	0.093
Brev2	A4249_RS05180	A4249_RS05180		YaiO family outer membrane beta-barrel protein	0.130	0.146	0.025	-0.296
Brev2	A4249_RS05185	A4249_RS05185		response regulator	0.181	-0.308	-0.134	-0.086
Brev2	A4249_RS05195	A4249_RS05195		phospholipase D-like domain-containing protein	0.055	-0.039	0.053	-0.088
Brev2	A4249_RS05205	A4249_RS05205		PAS domain-containing sensor histidine kinase	0.008	0.138	0.004	0.300
Brev2	A4249_RS05215	A4249_RS05215		hypothetical protein	0.312	0.548	0.754	0.399
Brev2	A4249_RS05220	A4249_RS05220		hypothetical protein	0.044	0.011	0.135	0.171
Brev2	A4249_RS05225	A4249_RS05225		error-prone DNA polymerase	-0.093	0.046	0.069	-0.067
Brev2	A4249_RS05230	A4249_RS05230		DNA polymerase IV	-0.032	-0.001	-0.023	-0.022
Brev2	A4249_RS05235	A4249_RS05235		alpha-ketoglutarate-dependent dioxygenase AlkB	0.060	-0.118	-0.063	0.023
Brev2	A4249_RS05240	A4249_RS05240		exodeoxyribonuclease III	-0.076	-0.122	-0.223	-0.003
Brev2	A4249_RS05245	A4249_RS05245		arylesterase	0.204	-0.009	-0.011	-0.165
Brev2	A4249_RS05250	A4249_RS05250		glutathione-dependent formaldehyde dehydrogenase	0.029	-0.004	0.188	0.049
Brev2	A4249_RS05255	A4249_RS05255		SRPBCC family protein	-0.025	0.061	-0.146	-0.055
Brev2	A4249_RS05260	A4249_RS05260		hemerythrin domain-containing protein	0.166	0.201	0.122	0.249
Brev2	A4249_RS05265	A4249_RS05265		manganese catalase family protein	-0.025	-0.019	0.024	-0.077
Brev2	A4249_RS05275	A4249_RS05275		hypothetical protein	0.163	0.026	0.222	0.022
Brev2	A4249_RS05280	A4249_RS05280		cysteine hydrolase	-0.110	-0.124	-0.141	-0.003
Brev2	A4249_RS05285	A4249_RS05285		hypothetical protein	-0.003	-0.303	0.067	-0.355
Brev2	A4249_RS05290	A4249_RS05290		Crp/Fnr family transcriptional regulator	0.283	0.022	0.009	0.354
Brev2	A4249_RS05295	A4249_RS05295		Crp/Fnr family transcriptional regulator	-0.220	-0.197	-0.113	-0.148
Brev2	A4249_RS05300	A4249_RS05300		hypothetical protein	-0.544	-0.065	-0.447	-0.432
Brev2	A4249_RS05305	A4249_RS05305		glycosyltransferase	-0.119	0.050	-0.100	-0.017
Brev2	A4249_RS05310	A4249_RS05310		glycosyltransferase family 2 protein	0.013	0.171	0.179	0.176
Brev2	A4249_RS05315	A4249_RS05315		glycosyltransferase	-0.035	0.031	-0.112	0.470
Brev2	A4249_RS05320	A4249_RS05320		acyl-CoA dehydrogenase family protein	-0.067	-0.055	-0.098	0.081
Brev2	A4249_RS05325	A4249_RS05325		PIG-L family deacetylase	0.223	0.134	-0.047	0.210
Brev2	A4249_RS05330	A4249_RS05330		SAM-dependent methyltransferase	0.290	0.609	0.277	0.308
Brev2	A4249_RS05335	A4249_RS05335		galactosyltransferase-related protein	-0.026	0.030	-0.187	0.162
Brev2	A4249_RS05340	A4249_RS05340		helix-hairpin-helix domain-containing protein	0.029	-0.908	-0.046	-0.488
Brev2	A4249_RS05350	A4249_RS05350		DUF2171 domain-containing protein	-0.172	0.023	-0.009	0.238
Brev2	A4249_RS05355	A4249_RS05355		alpha/beta fold hydrolase	-0.208	0.158	-0.248	0.045
Brev2	A4249_RS05360	A4249_RS05360		DUF3182 family protein	-0.002	0.194	0.063	-0.026
Brev2	A4249_RS05365	A4249_RS05365		SemiSWEET transporter	-0.068	0.167	0.006	0.111
Brev2	A4249_RS05370	A4249_RS05370		DNA polymerase Y family protein	0.104	-0.004	-0.498	0.205
Brev2	A4249_RS05375	A4249_RS05375		damage-inducible protein	-0.025	-0.109	-0.092	0.061
Brev2	A4249_RS05380	A4249_RS05380		hypothetical protein	-0.237	-0.425	0.235	-0.037
Brev2	A4249_RS05385	A4249_RS05385		DUF1810 domain-containing protein	0.051	0.006	0.118	0.115
Brev2	A4249_RS05390	A4249_RS05390		SOS response-associated peptidase family protein	0.251	-0.044	0.282	0.371
Brev2	A4249_RS05395	A4249_RS05395		hypothetical protein	-0.304	0.137	-0.336	-0.164
Brev2	A4249_RS05400	A4249_RS05400		hypothetical protein	-0.020	-0.116	0.119	0.041
Brev2	A4249_RS05405	A4249_RS05405		hypothetical protein	-0.057	0.234	-0.374	-0.118
Brev2	A4249_RS05410	A4249_RS05410		helix-turn-helix domain-containing protein	-0.272	-0.316	-0.582	-0.106
Brev2	A4249_RS05420	A4249_RS05420		amino acid permease	0.672	-0.288	2.361	-0.175
Brev2	A4249_RS05425	A4249_RS05425		ATP-dependent helicase HrpB	-0.011	0.106	0.810	0.213
Brev2	A4249_RS05430	A4249_RS05430		MFS transporter	0.066	-0.017	-0.118	-0.056
Brev2	A4249_RS05440	A4249_RS05440		class I SAM-dependent methyltransferase	0.005	0.096	0.052	0.107
Brev2	A4249_RS05445	A4249_RS05445		glycosyltransferase family 2 protein	0.039	0.245	0.054	0.173
Brev2	A4249_RS05450	A4249_RS05450		TetR/AcrR family transcriptional regulator	-0.270	-0.262	-0.436	-0.063
Brev2	A4249_RS05455	A4249_RS05455		ABC transporter substrate-binding protein	-3.415	-3.582	-3.400	-3.891
Brev2	A4249_RS05460	A4249_RS05460		iron ABC transporter permease	-4.656	-3.619	-4.660	-4.156
Brev2	A4249_RS05465	A4249_RS05465		ABC transporter ATP-binding protein	-4.235	-4.218	-3.959	-3.810
Brev2	A4249_RS05470	A4249_RS05470		lytic transglycosylase domain-containing protein	-0.154	-0.990	-0.634	-1.719
Brev2	A4249_RS05485	A4249_RS05485		uracil-DNA glycosylase	0.388	0.034	0.007	-0.870
Brev2	A4249_RS05490	A4249_RS05490		NYN domain-containing protein	0.082	0.122	0.219	0.105
Brev2	A4249_RS05505	A4249_RS05505		bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase	-1.427	-1.167	-1.978	-0.925
Brev2	A4249_RS05510	A4249_RS05510		TIGR00730 family Rossman fold protein	-0.040	0.025	-0.126	0.036
Brev2	A4249_RS05545	A4249_RS05545		serine hydrolase domain-containing protein	0.065	-0.193	-0.117	-0.451
Brev2	A4249_RS05550	A4249_RS05550		nuclear transport factor 2 family protein	0.339	0.244	0.094	0.117
Brev2	A4249_RS05555	A4249_RS05555		DNA repair protein RecO	0.282	-0.123	-0.005	0.231
Brev2	A4249_RS05560	A4249_RS05560		cytochrome c biogenesis protein DipZ	0.001	0.017	0.037	0.073
Brev2	A4249_RS05580	A4249_RS05580		O-antigen ligase	-0.246	-0.663	-0.149	-0.825
Brev2	A4249_RS05585	A4249_RS05585		cystathionine beta-lyase	-0.055	0.031	0.136	0.047
Brev2	A4249_RS05590	A4249_RS05590		amino acid ABC transporter substrate-binding protein	-0.718	-0.735	1.017	-0.341
Brev2	A4249_RS05595	A4249_RS05595		dicarboxylate/amino acid:cation symporter	-0.480	-0.988	-0.484	-0.642
Brev2	A4249_RS05600	A4249_RS05600		3-mercaptopyruvate sulfurtransferase	-0.022	-0.078	-0.141	-0.036
Brev2	A4249_RS05605	A4249_RS05605		cyclopropane-fatty-acyl-phospholipid synthase family protein	-0.114	-0.158	-0.308	-0.221
Brev2	A4249_RS05610	A4249_RS05610		deoxyribodipyrimidine photo-lyase	0.082	0.148	0.087	0.285
Brev2	A4249_RS05620	A4249_RS05620		D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase	-0.253	-3.469	-3.077	-4.662
Brev2	A4249_RS05625	A4249_RS05625		ADP-glyceromanno-heptose 6-epimerase	-0.004	-2.347	-2.196	-3.866
