orgId	locusId	sysName	geneName	desc	set1S88 D-Glucose (C); 20C	set1S89 Tween 20 (C), 20C	set1S90 D-Glucose (C); 30C	set1S91 Tween 20 (C), 30C
Brev2	A4249_RS08565	A4249_RS08565		hypothetical protein	0.273	0.432	0.069	0.131
Brev2	A4249_RS08570	A4249_RS08570		group III truncated hemoglobin	-0.168	-0.251	-0.266	-0.217
Brev2	A4249_RS08575	A4249_RS08575		excinuclease ABC subunit UvrA	-0.168	-0.024	-0.094	-0.158
Brev2	A4249_RS08580	A4249_RS08580		hypothetical protein	-0.250	0.006	-0.019	-0.335
Brev2	A4249_RS08585	A4249_RS08585		ABC-type transport auxiliary lipoprotein family protein	-0.470	-1.595	-0.998	-1.222
Brev2	A4249_RS08590	A4249_RS08590		MlaD family protein	-0.809	-1.849	-1.695	-2.320
Brev2	A4249_RS08595	A4249_RS08595		ABC transporter ATP-binding protein	-0.951	-2.089	-1.922	-2.954
Brev2	A4249_RS08600	A4249_RS08600		ABC transporter permease	-1.269	-2.978	-3.346	-2.745
Brev2	A4249_RS08605	A4249_RS08605		UdgX family uracil-DNA binding protein	0.087	0.098	0.145	0.188
Brev2	A4249_RS08610	A4249_RS08610		putative DNA modification/repair radical SAM protein	0.155	0.054	0.056	-0.010
Brev2	A4249_RS08615	A4249_RS08615		flagellin	0.706	-0.163	-0.209	-0.272
Brev2	A4249_RS08620	A4249_RS08620		flagellar hook-associated protein FlgK	1.051	0.073	-0.084	0.120
Brev2	A4249_RS08630	A4249_RS08630		flagellar hook capping FlgD N-terminal domain-containing protein	0.956	0.314	0.653	0.319
Brev2	A4249_RS08635	A4249_RS08635		flagellar hook protein FlgE	1.246	0.124	0.658	0.140
Brev2	A4249_RS08640	A4249_RS08640		DUF1153 domain-containing protein	-1.308	-0.677	-1.629	0.207
Brev2	A4249_RS08650	A4249_RS08650		S9 family peptidase	0.055	0.125	0.103	0.151
Brev2	A4249_RS08655	A4249_RS08655		TonB-dependent receptor	0.039	0.127	0.041	0.012
Brev2	A4249_RS08660	A4249_RS08660		response regulator	-0.140	-0.007	-0.161	-0.039
Brev2	A4249_RS08665	A4249_RS08665		glyoxalase	-0.092	-0.289	-0.302	-0.119
Brev2	A4249_RS08670	A4249_RS08670		YafY family protein	0.171	0.113	0.278	0.377
Brev2	A4249_RS08675	A4249_RS08675		helix-turn-helix domain-containing protein	0.180	0.020	0.059	0.183
Brev2	A4249_RS08680	A4249_RS08680		thioesterase family protein	0.184	-0.100	0.226	-0.082
Brev2	A4249_RS08685	A4249_RS08685		hypothetical protein	0.242	0.390	0.128	0.160
Brev2	A4249_RS08705	A4249_RS08705		response regulator	-0.126	-0.464	0.551	1.194
Brev2	A4249_RS08710	A4249_RS08710		ligase-associated DNA damage response exonuclease	0.107	0.040	-0.033	0.093
Brev2	A4249_RS08715	A4249_RS08715		PaaI family thioesterase	0.071	0.159	-0.038	0.122
Brev2	A4249_RS08720	A4249_RS08720		PaaI family thioesterase	0.019	0.024	0.085	0.535
Brev2	A4249_RS08725	A4249_RS08725		hypothetical protein	-0.234	-0.019	-0.065	-0.310
Brev2	A4249_RS08730	A4249_RS08730		hypothetical protein	-1.238	-0.795	-0.585	0.729
Brev2	A4249_RS08740	A4249_RS08740		SH3 domain-containing protein	-0.280	-0.028	0.103	0.218
Brev2	A4249_RS08745	A4249_RS08745		hypothetical protein	-0.230	-0.044	0.090	-0.087
Brev2	A4249_RS08755	A4249_RS08755		RidA family protein	0.161	0.171	-0.071	0.163
Brev2	A4249_RS08760	A4249_RS08760		hypothetical protein	0.038	-0.277	0.150	0.149
Brev2	A4249_RS08765	A4249_RS08765		Lrp/AsnC family transcriptional regulator	0.087	0.176	0.152	-0.061
Brev2	A4249_RS08770	A4249_RS08770		D-amino acid dehydrogenase	0.065	0.006	0.229	0.026
Brev2	A4249_RS08775	A4249_RS08775		tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	-1.652	-1.033	-2.317	-1.235
Brev2	A4249_RS08785	A4249_RS08785		DnaJ C-terminal domain-containing protein	0.137	-0.074	-0.162	0.030
Brev2	A4249_RS08795	A4249_RS08795		glyoxalase	0.009	-0.129	-0.000	0.068
Brev2	A4249_RS08800	A4249_RS08800		hypothetical protein	-0.151	0.094	0.140	0.084
Brev2	A4249_RS08805	A4249_RS08805		HAMP domain-containing sensor histidine kinase	-0.740	-0.354	-0.015	0.890
Brev2	A4249_RS08820	A4249_RS08820		bacterioferritin	-0.367	-0.264	0.388	-0.313
Brev2	A4249_RS08825	A4249_RS08825		tryptophan-rich sensory protein	-0.429	0.039	-0.082	-0.285
Brev2	A4249_RS08840	A4249_RS08840		glycerophosphodiester phosphodiesterase	0.103	-0.015	-0.111	0.195
Brev2	A4249_RS08845	A4249_RS08845		ABC transporter transmembrane domain-containing protein	-0.091	0.088	0.184	0.038
Brev2	A4249_RS08855	A4249_RS08855		L,D-transpeptidase family protein	-2.507	-2.368	-2.767	-2.855
Brev2	A4249_RS08860	A4249_RS08860		DUF1465 family protein	-0.626	-0.419	-0.775	-0.145
Brev2	A4249_RS08865	A4249_RS08865		DUF1192 domain-containing protein	-0.382	-0.031	-0.490	-0.148
Brev2	A4249_RS08870	A4249_RS08870		NAD(P)H-quinone oxidoreductase	0.429	0.283	-0.040	0.089
Brev2	A4249_RS08875	A4249_RS08875		beta/gamma crystallin-related protein	0.071	0.142	0.178	0.070
Brev2	A4249_RS08885	A4249_RS08885		DUF465 domain-containing protein	0.490	0.755	-0.821	0.127
Brev2	A4249_RS08905	A4249_RS08905		M23 family metallopeptidase	-0.545	-0.030	-1.076	-0.894
Brev2	A4249_RS08910	A4249_RS08910		CocE/NonD family hydrolase	0.021	0.065	-0.074	0.156
Brev2	A4249_RS08915	A4249_RS08915		ATP-binding cassette domain-containing protein	0.271	0.147	0.288	0.226
Brev2	A4249_RS08920	A4249_RS08920		ABC transporter permease	0.206	0.131	0.175	0.205
Brev2	A4249_RS08945	A4249_RS08945		GGDEF domain-containing protein	0.382	-0.051	0.004	0.028
Brev2	A4249_RS08950	A4249_RS08950		SGNH/GDSL hydrolase family protein	-0.022	-0.000	-0.081	0.018
Brev2	A4249_RS08960	A4249_RS08960		hypothetical protein	0.299	0.261	0.542	0.166
Brev2	A4249_RS09000	A4249_RS09000		response regulator	-0.019	0.025	0.078	0.029
Brev2	A4249_RS09015	A4249_RS09015		hypothetical protein	-0.397	-0.452	0.111	0.061
Brev2	A4249_RS09020	A4249_RS09020		TonB-dependent receptor	-0.021	0.041	0.137	0.082
Brev2	A4249_RS09025	A4249_RS09025		PepSY domain-containing protein	0.279	0.462	0.501	0.663
Brev2	A4249_RS09030	A4249_RS09030		copper chaperone PCu(A)C	0.139	0.136	-0.211	0.018
Brev2	A4249_RS09035	A4249_RS09035		redox-regulated ATPase YchF	-2.407	-1.098	-1.622	-1.161
Brev2	A4249_RS09040	A4249_RS09040		hypothetical protein	-0.091	0.015	0.114	0.184
Brev2	A4249_RS09045	A4249_RS09045		hypothetical protein	0.077	0.082	0.055	0.010
Brev2	A4249_RS09050	A4249_RS09050		WYL domain-containing protein	0.098	-0.051	-0.076	0.039
Brev2	A4249_RS09055	A4249_RS09055		hypothetical protein	-0.624	-0.411	-0.434	-0.419
Brev2	A4249_RS09060	A4249_RS09060		acyltransferase	0.088	0.249	0.018	0.121
Brev2	A4249_RS09065	A4249_RS09065		DUF1801 domain-containing protein	0.109	0.034	0.049	0.072
Brev2	A4249_RS09070	A4249_RS09070		NAD(P)(+) transhydrogenase (Re/Si-specific) subunit beta	0.030	-0.141	-0.065	-0.232
Brev2	A4249_RS09075	A4249_RS09075		hypothetical protein	-0.316	-0.019	0.122	0.130
Brev2	A4249_RS09080	A4249_RS09080		hypothetical protein	-0.072	-0.071	0.090	0.126
Brev2	A4249_RS09085	A4249_RS09085		NAD(P) transhydrogenase subunit alpha	0.079	-0.095	0.103	-0.326
Brev2	A4249_RS09090	A4249_RS09090		hypothetical protein	0.415	0.103	1.029	0.046
Brev2	A4249_RS09095	A4249_RS09095		Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha	-0.074	-0.274	0.063	-0.225
Brev2	A4249_RS09100	A4249_RS09100		aa3-type cytochrome c oxidase subunit IV	-0.027	-1.016	-0.668	-0.635
Brev2	A4249_RS09105	A4249_RS09105		M3 family oligoendopeptidase	0.238	0.242	0.602	0.339
Brev2	A4249_RS09110	A4249_RS09110		DUF4153 domain-containing protein	-0.198	0.011	-0.002	-0.175
Brev2	A4249_RS09115	A4249_RS09115		sigma-54 dependent transcriptional regulator	-0.050	0.327	-0.890	0.025
Brev2	A4249_RS09120	A4249_RS09120		hypothetical protein	-0.642	-0.185	0.085	0.216
Brev2	A4249_RS09135	A4249_RS09135		lytic murein transglycosylase	-0.101	-0.482	-0.421	-0.921
Brev2	A4249_RS09155	A4249_RS09155		gamma-glutamyltransferase family protein	-0.089	-0.030	0.071	-0.053
Brev2	A4249_RS09160	A4249_RS09160		MmcQ/YjbR family DNA-binding protein	0.084	0.062	-0.016	0.225
Brev2	A4249_RS09165	A4249_RS09165		aldo/keto reductase	0.199	-0.007	-0.025	-0.081
Brev2	A4249_RS09170	A4249_RS09170		Pr6Pr family membrane protein	-0.065	0.110	0.151	0.112
Brev2	A4249_RS09180	A4249_RS09180		hypothetical protein	0.009	0.103	-0.029	-0.119
Brev2	A4249_RS09185	A4249_RS09185		M14 family metallopeptidase	-0.009	-0.019	0.079	-0.044
Brev2	A4249_RS09190	A4249_RS09190		MAPEG family protein	-0.034	0.015	-0.306	-0.228
Brev2	A4249_RS09195	A4249_RS09195		TldD/PmbA family protein	0.272	0.095	-0.007	-0.122
Brev2	A4249_RS09200	A4249_RS09200		3'(2'),5'-bisphosphate nucleotidase CysQ	-0.166	0.060	-0.761	-0.067
Brev2	A4249_RS09210	A4249_RS09210		hypothetical protein	0.229	-0.256	-0.338	-0.129
Brev2	A4249_RS09215	A4249_RS09215		tyrosine-protein phosphatase	0.070	0.057	-2.054	-1.637
Brev2	A4249_RS09220	A4249_RS09220		hypothetical protein	0.013	0.109	0.208	0.265
Brev2	A4249_RS09245	A4249_RS09245		amidohydrolase family protein	-0.099	0.109	-0.061	0.229
Brev2	A4249_RS09250	A4249_RS09250		murein L,D-transpeptidase catalytic domain family protein	-0.312	-1.545	-0.037	-2.890
Brev2	A4249_RS09255	A4249_RS09255		phosphoribosylamine--glycine ligase	-4.225	-3.876	-5.413	-4.830
Brev2	A4249_RS09260	A4249_RS09260		PRC-barrel domain-containing protein	-0.204	0.080	-0.271	-0.253
Brev2	A4249_RS09265	A4249_RS09265		exodeoxyribonuclease VII large subunit	-0.574	-0.789	-1.424	-1.263
Brev2	A4249_RS09275	A4249_RS09275		DUF3035 domain-containing protein	-0.491	-3.156	-2.061	-2.819
Brev2	A4249_RS09280	A4249_RS09280		PaaI family thioesterase	-0.109	0.260	-0.025	-0.002
Brev2	A4249_RS09285	A4249_RS09285		Tat pathway signal sequence domain protein	-0.454	-1.964	-2.282	-2.935
Brev2	A4249_RS09295	A4249_RS09295		adenosine deaminase	-0.217	-0.298	-0.168	-0.268
Brev2	A4249_RS09300	A4249_RS09300		hypothetical protein	0.042	-0.040	0.045	-0.045
Brev2	A4249_RS09305	A4249_RS09305		type VI secretion protein ImpB	-0.108	0.034	0.025	0.095
Brev2	A4249_RS09310	A4249_RS09310		bifunctional nicotinamidase/pyrazinamidase	-0.067	-0.088	0.100	-0.034
Brev2	A4249_RS09315	A4249_RS09315		class 1 fructose-bisphosphatase	-3.395	-4.020	-3.446	-3.545
Brev2	A4249_RS09320	A4249_RS09320		alpha/beta hydrolase	-0.144	-0.184	0.090	0.145
Brev2	A4249_RS09325	A4249_RS09325		glycine cleavage system aminomethyltransferase GcvT	-0.845	-0.624	0.610	-0.360
Brev2	A4249_RS09330	A4249_RS09330		glycine cleavage system protein GcvH	-0.915	-0.274	-0.710	-0.422
Brev2	A4249_RS09335	A4249_RS09335		aminomethyl-transferring glycine dehydrogenase subunit GcvPA	-1.141	-0.636	-0.203	-0.446
Brev2	A4249_RS09340	A4249_RS09340		aminomethyl-transferring glycine dehydrogenase subunit GcvPB	-0.962	-0.482	0.010	-0.386
Brev2	A4249_RS09345	A4249_RS09345		SDR family oxidoreductase	0.006	0.117	-0.007	0.144
Brev2	A4249_RS09350	A4249_RS09350		PGPGW domain-containing protein	-0.689	-0.109	0.882	-0.058
Brev2	A4249_RS09355	A4249_RS09355		hypothetical protein	0.012	0.168	-0.396	0.162
Brev2	A4249_RS09390	A4249_RS09390		ATP-binding protein	-0.035	-0.188	-0.045	-0.067
Brev2	A4249_RS09395	A4249_RS09395		SMC-Scp complex subunit ScpB	-0.536	-0.741	-0.865	-0.861
Brev2	A4249_RS09400	A4249_RS09400		ScpA family protein	-0.428	-0.359	-0.426	-0.671
Brev2	A4249_RS09405	A4249_RS09405		beta-N-acetylhexosaminidase	-1.039	-0.571	0.303	-1.192
Brev2	A4249_RS09415	A4249_RS09415		deoxyguanosinetriphosphate triphosphohydrolase	0.068	0.389	0.152	-0.241
Brev2	A4249_RS09430	A4249_RS09430		PepSY domain-containing protein	-0.054	0.035	-0.024	-0.064
Brev2	A4249_RS09435	A4249_RS09435		TonB-dependent receptor	-0.128	-0.011	-0.254	-0.025
Brev2	A4249_RS09445	A4249_RS09445		SdpI family protein	0.094	-0.138	0.413	0.169
Brev2	A4249_RS09450	A4249_RS09450		alpha/beta hydrolase	-0.274	0.009	-0.036	-0.164
Brev2	A4249_RS09455	A4249_RS09455		methyl-accepting chemotaxis protein	-0.135	-0.148	0.037	0.012
Brev2	A4249_RS09460	A4249_RS09460		MarR family transcriptional regulator	0.161	-0.196	-0.029	-0.200
Brev2	A4249_RS09465	A4249_RS09465		prephenate dehydrogenase	-0.086	-0.127	0.231	0.074
Brev2	A4249_RS09475	A4249_RS09475		glycosyltransferase family 9 protein	0.136	0.351	0.218	0.269
Brev2	A4249_RS09480	A4249_RS09480		hypothetical protein	-0.265	0.031	-0.023	0.330
Brev2	A4249_RS09485	A4249_RS09485		hypothetical protein	-0.135	-0.027	-0.075	0.004
Brev2	A4249_RS09490	A4249_RS09490		response regulator	-0.268	-0.013	-0.050	-0.123
Brev2	A4249_RS09500	A4249_RS09500		3-oxoacyl-ACP reductase	0.294	-0.160	-0.103	0.431
Brev2	A4249_RS09505	A4249_RS09505		DNA-3-methyladenine glycosylase I	-0.021	-0.099	0.052	0.074
Brev2	A4249_RS09510	A4249_RS09510		ribonuclease HII	-0.042	-0.020	0.149	0.153
Brev2	A4249_RS09515	A4249_RS09515		hypothetical protein	0.167	-0.291	0.168	0.505
Brev2	A4249_RS09520	A4249_RS09520		DNA adenine methylase	-0.077	0.061	0.138	-0.200
Brev2	A4249_RS09525	A4249_RS09525		VIT family protein	0.014	0.181	0.062	-0.126
Brev2	A4249_RS09530	A4249_RS09530		TonB-dependent receptor	0.116	0.086	0.042	0.159
Brev2	A4249_RS09535	A4249_RS09535		FecR domain-containing protein	-0.289	-0.574	0.191	-1.364
Brev2	A4249_RS09545	A4249_RS09545		thermostable hemolysin	0.127	0.030	0.103	-0.014
Brev2	A4249_RS09550	A4249_RS09550		AMP-binding protein	0.208	0.146	0.212	0.094
Brev2	A4249_RS09555	A4249_RS09555		iron-containing redox enzyme family protein	0.142	0.134	0.099	0.170
Brev2	A4249_RS09560	A4249_RS09560		SDR family NAD(P)-dependent oxidoreductase	0.030	-0.009	-0.059	0.119
Brev2	A4249_RS09565	A4249_RS09565		hypothetical protein	0.290	0.366	0.119	0.472
Brev2	A4249_RS09570	A4249_RS09570		isoprenylcysteine carboxylmethyltransferase family protein	-0.004	0.209	-0.026	0.297
Brev2	A4249_RS09575	A4249_RS09575		hypothetical protein	0.143	0.275	0.293	0.589
Brev2	A4249_RS09580	A4249_RS09580		SLC13 family permease	-0.051	-0.034	0.099	-0.190
Brev2	A4249_RS09590	A4249_RS09590		M20/M25/M40 family metallo-hydrolase	-0.133	0.011	-0.097	0.041
Brev2	A4249_RS09595	A4249_RS09595		DUF3297 family protein	0.091	0.158	0.189	0.378
Brev2	A4249_RS09600	A4249_RS09600		hypothetical protein	1.212	0.075	0.107	-0.044
Brev2	A4249_RS09605	A4249_RS09605		DUF6468 domain-containing protein	1.003	0.903	0.213	0.550
Brev2	A4249_RS09610	A4249_RS09610		flagellar motor switch protein FliM	1.412	0.185	0.521	-0.043
Brev2	A4249_RS09615	A4249_RS09615		flagellar basal body-associated FliL family protein	1.155	0.383	0.205	0.126
Brev2	A4249_RS09620	A4249_RS09620		flagellar basal-body rod protein FlgF	2.123	1.454	1.376	1.068
Brev2	A4249_RS09625	A4249_RS09625		flagellar basal-body rod protein FlgG	1.565	0.273	0.614	0.090
Brev2	A4249_RS09630	A4249_RS09630		flagella basal body P-ring formation protein FlgA	1.185	0.101	0.382	0.188
Brev2	A4249_RS09635	A4249_RS09635		flagellar basal body L-ring protein FlgH	1.247	0.133	0.183	0.196
Brev2	A4249_RS09640	A4249_RS09640		hypothetical protein	-0.366	0.375	-0.093	-0.160
Brev2	A4249_RS09645	A4249_RS09645		hypothetical protein	-0.121	-0.094	-0.301	-0.471
Brev2	A4249_RS09650	A4249_RS09650		DUF885 domain-containing protein	-0.061	0.004	-0.278	-0.035
Brev2	A4249_RS09655	A4249_RS09655		cysteine synthase A	-4.920	-3.551	-4.870	-3.903
Brev2	A4249_RS09660	A4249_RS09660		phosphoadenylyl-sulfate reductase	-3.856	-2.646	-4.380	-3.786
Brev2	A4249_RS09665	A4249_RS09665		nitrite/sulfite reductase	-4.147	-3.301	-4.220	-4.014
Brev2	A4249_RS09670	A4249_RS09670		DUF2849 domain-containing protein	-4.889	-3.861	-5.102	-4.254
Brev2	A4249_RS09675	A4249_RS09675		siroheme synthase CysG	-4.562	-3.460	-4.627	-4.094
Brev2	A4249_RS09680	A4249_RS09680		transcriptional regulator GcvA	-4.324	-3.636	-4.400	-3.893
Brev2	A4249_RS09685	A4249_RS09685		NYN domain-containing protein	-0.002	-0.081	0.422	0.186
Brev2	A4249_RS09695	A4249_RS09695		polyprenyl synthetase family protein	-1.119	-0.188	-1.793	-0.632
Brev2	A4249_RS09710	A4249_RS09710		histone deacetylase family protein	0.013	0.204	0.081	0.066
Brev2	A4249_RS09715	A4249_RS09715		GNAT family N-acetyltransferase	-0.236	-0.021	-0.062	-0.015
Brev2	A4249_RS09720	A4249_RS09720		VWA domain-containing protein	0.155	-0.041	0.234	0.100
Brev2	A4249_RS09725	A4249_RS09725		hypothetical protein	0.205	0.456	0.885	0.582
Brev2	A4249_RS09730	A4249_RS09730		CsbD family protein	0.006	0.471	0.443	0.299
Brev2	A4249_RS09735	A4249_RS09735		NUDIX domain-containing protein	0.388	0.112	0.964	0.481
Brev2	A4249_RS09740	A4249_RS09740		histidine kinase dimerization/phosphoacceptor domain -containing protein	0.347	0.029	3.262	0.529
Brev2	A4249_RS09745	A4249_RS09745		response regulator	0.534	0.200	3.084	0.436
Brev2	A4249_RS09750	A4249_RS09750		CHASE3 domain-containing protein	0.341	0.064	2.962	0.393
Brev2	A4249_RS09755	A4249_RS09755		flagellar biosynthesis protein FlhA	1.024	0.036	0.209	-0.407
Brev2	A4249_RS09760	A4249_RS09760		class A beta-lactamase	0.300	-0.029	0.042	-0.200
Brev2	A4249_RS09765	A4249_RS09765		sigma-54 dependent transcriptional regulator	0.608	-0.592	0.040	-0.211
Brev2	A4249_RS09775	A4249_RS09775		flagellar assembly protein FlbE	0.906	-0.360	0.308	-0.198
Brev2	A4249_RS09780	A4249_RS09780		flagellar motor switch protein FliG	0.900	-0.052	0.311	-0.327
Brev2	A4249_RS09785	A4249_RS09785		flagellar basal-body MS-ring/collar protein FliF	1.133	0.165	0.183	-0.185
Brev2	A4249_RS09790	A4249_RS09790		alpha/beta hydrolase	0.001	0.122	-0.172	0.104
Brev2	A4249_RS09795	A4249_RS09795		uracil-DNA glycosylase family protein	0.168	0.122	0.135	0.168
Brev2	A4249_RS09800	A4249_RS09800		DUF3253 domain-containing protein	-0.046	0.270	0.214	-0.311
Brev2	A4249_RS09805	A4249_RS09805		PaaI family thioesterase	-0.058	0.127	0.126	0.102
Brev2	A4249_RS09810	A4249_RS09810		family 43 glycosylhydrolase	-0.031	-0.015	-0.010	0.003
Brev2	A4249_RS09815	A4249_RS09815		nucleoside transporter C-terminal domain-containing protein	0.164	0.121	-0.235	0.265
Brev2	A4249_RS09830	A4249_RS09830		ATP-binding protein	0.067	-1.285	-0.614	-0.416
Brev2	A4249_RS09835	A4249_RS09835		hypothetical protein	0.121	0.066	-0.222	-0.009
Brev2	A4249_RS09840	A4249_RS09840		pyrroline-5-carboxylate reductase dimerization domain-containing protein	-4.659	-2.879	-3.746	-4.462
Brev2	A4249_RS09865	A4249_RS09865		peptidoglycan editing factor PgeF	0.141	0.187	-0.002	0.268
Brev2	A4249_RS09880	A4249_RS09880		TonB-dependent receptor	0.001	-0.277	-0.154	-0.209
Brev2	A4249_RS09900	A4249_RS09900		hypothetical protein	0.030	-0.035	-0.068	-0.004
Brev2	A4249_RS09915	A4249_RS09915		catalase	0.001	0.039	-0.109	0.002
Brev2	A4249_RS09920	A4249_RS09920		TolC family protein	0.052	-1.467	0.148	-2.282
Brev2	A4249_RS09925	A4249_RS09925		multidrug efflux RND transporter permease subunit	-0.008	-1.468	0.164	-2.309
Brev2	A4249_RS09930	A4249_RS09930		efflux RND transporter periplasmic adaptor subunit	-0.103	-1.648	-0.105	-2.517
Brev2	A4249_RS09940	A4249_RS09940		sugar MFS transporter	-4.472	0.691	-3.803	1.050
Brev2	A4249_RS09945	A4249_RS09945		TonB-dependent receptor	0.188	0.240	-0.215	0.404
Brev2	A4249_RS09950	A4249_RS09950		alpha-amylase family glycosyl hydrolase	-0.706	-0.739	-1.561	-0.733
Brev2	A4249_RS09955	A4249_RS09955		alpha-amylase family glycosyl hydrolase	-0.164	0.298	-1.000	0.591
Brev2	A4249_RS09960	A4249_RS09960		LacI family DNA-binding transcriptional regulator	0.035	-0.138	-0.250	-0.271
Brev2	A4249_RS09965	A4249_RS09965		glycoside hydrolase family 97 protein	-0.103	0.339	-0.720	0.472
Brev2	A4249_RS09970	A4249_RS09970		MFS transporter	-0.033	0.329	-0.807	0.470
Brev2	A4249_RS09975	A4249_RS09975		alpha/beta hydrolase-fold protein	0.053	0.138	-0.177	0.172
Brev2	A4249_RS09980	A4249_RS09980		glucan 1,4-alpha-glucosidase	-0.210	-0.147	-0.549	-0.017
Brev2	A4249_RS09985	A4249_RS09985		TorF family putative porin	-0.016	0.117	-0.108	0.174
Brev2	A4249_RS09990	A4249_RS09990		ammonium transporter	-0.193	-0.060	-0.203	0.102
Brev2	A4249_RS09995	A4249_RS09995		3-isopropylmalate dehydrogenase	-4.565	-4.117	-4.392	-4.196
Brev2	A4249_RS10000	A4249_RS10000		3-isopropylmalate dehydratase small subunit	-4.639	-4.296	-3.730	-4.376
Brev2	A4249_RS10005	A4249_RS10005		3-isopropylmalate dehydratase large subunit	-4.796	-3.943	-4.801	-4.207
Brev2	A4249_RS10010	A4249_RS10010		2-isopropylmalate synthase	-4.518	-4.673	-5.339	-4.488
Brev2	A4249_RS10020	A4249_RS10020		acetolactate synthase 2 catalytic subunit	-4.384	-3.516	-4.891	-4.543
Brev2	A4249_RS10025	A4249_RS10025		ketol-acid reductoisomerase	-4.764	-3.477	-5.006	-4.004
Brev2	A4249_RS10030	A4249_RS10030		dihydroxy-acid dehydratase	-4.591	-4.050	-5.007	-4.469
Brev2	A4249_RS10035	A4249_RS10035		hypothetical protein	-4.303	-3.779	-3.641	-3.772
Brev2	A4249_RS10050	A4249_RS10050		fructose-bisphosphate aldolase class II	0.113	-3.330	1.609	-3.652
Brev2	A4249_RS10055	A4249_RS10055		DUF2799 domain-containing protein	0.141	0.113	0.017	-0.005
Brev2	A4249_RS10060	A4249_RS10060		RluA family pseudouridine synthase	0.112	0.235	-0.568	0.716
Brev2	A4249_RS10070	A4249_RS10070		response regulator	-0.050	0.031	-0.165	-0.054
Brev2	A4249_RS10085	A4249_RS10085		DnaJ C-terminal domain-containing protein	-0.233	-0.073	0.261	0.107
Brev2	A4249_RS10090	A4249_RS10090		glycoside hydrolase/phage tail family protein	-0.036	-0.007	-0.156	-0.001
Brev2	A4249_RS10095	A4249_RS10095		NlpC/P60 family protein	-0.372	-0.236	-1.083	-1.465
Brev2	A4249_RS10100	A4249_RS10100		DUF2163 domain-containing protein	0.299	0.116	-0.269	-0.112
Brev2	A4249_RS10105	A4249_RS10105		DUF2460 domain-containing protein	0.017	-0.361	0.782	-0.618
Brev2	A4249_RS10110	A4249_RS10110		DUF805 domain-containing protein	-0.049	0.284	0.178	0.271
Brev2	A4249_RS10115	A4249_RS10115		phage tail tape measure protein	-0.537	-0.147	-0.444	0.019
Brev2	A4249_RS10125	A4249_RS10125		phage major tail protein, TP901-1 family	0.357	-0.001	-0.729	0.302
Brev2	A4249_RS10130	A4249_RS10130		DUF3168 domain-containing protein	-0.069	-0.444	-0.294	0.164
Brev2	A4249_RS10135	A4249_RS10135		phage head-tail adapter protein	-0.238	-0.292	-0.535	-0.010
Brev2	A4249_RS10140	A4249_RS10140		head-tail connector protein	0.297	0.297	0.293	0.240
Brev2	A4249_RS10145	A4249_RS10145		phage major capsid protein	0.027	-0.019	0.235	-0.198
Brev2	A4249_RS10150	A4249_RS10150		hypothetical protein	-0.184	-0.065	-0.003	-0.078
Brev2	A4249_RS10155	A4249_RS10155		hypothetical protein	-0.035	0.079	0.159	0.017
Brev2	A4249_RS10160	A4249_RS10160		HK97 family phage prohead protease	-0.017	-0.055	0.170	0.263
Brev2	A4249_RS10170	A4249_RS10170		phage portal protein	0.274	0.144	0.011	0.206
Brev2	A4249_RS10175	A4249_RS10175		acyltransferase	0.100	0.050	-0.104	-0.106
Brev2	A4249_RS10180	A4249_RS10180		SGNH/GDSL hydrolase family protein	0.201	-0.091	-0.073	0.189
Brev2	A4249_RS10185	A4249_RS10185		hypothetical protein	0.009	-0.068	-0.199	-0.065
Brev2	A4249_RS10190	A4249_RS10190		terminase family protein	0.115	0.250	-0.170	0.409
Brev2	A4249_RS10195	A4249_RS10195		hypothetical protein	0.038	-0.041	0.061	0.285
Brev2	A4249_RS10200	A4249_RS10200		YcgN family cysteine cluster protein	-0.423	-0.180	-0.897	-0.065
Brev2	A4249_RS10205	A4249_RS10205		SMR family transporter	-0.208	-0.132	0.159	-0.176
Brev2	A4249_RS10210	A4249_RS10210		ABC-F family ATP-binding cassette domain-containing protein	0.066	0.151	0.103	0.068
Brev2	A4249_RS10215	A4249_RS10215		alpha/beta hydrolase	0.055	0.131	-0.081	0.130
Brev2	A4249_RS10220	A4249_RS10220		PAS domain S-box protein	0.124	0.136	-0.683	-0.025
Brev2	A4249_RS10225	A4249_RS10225		energy transducer TonB	0.088	0.213	0.087	0.166
Brev2	A4249_RS10235	A4249_RS10235		hypothetical protein	0.263	0.113	0.312	0.014
Brev2	A4249_RS10240	A4249_RS10240		DUF2336 domain-containing protein	0.121	0.047	0.089	0.327
Brev2	A4249_RS10245	A4249_RS10245		MucR family transcriptional regulator	-0.190	-0.058	-0.287	-0.130
Brev2	A4249_RS10250	A4249_RS10250		DUF2336 domain-containing protein	-0.056	0.065	0.246	0.236
Brev2	A4249_RS10255	A4249_RS10255		cysteine synthase A	-3.832	-1.372	-4.279	-2.599
Brev2	A4249_RS10260	A4249_RS10260		LytTR family DNA-binding domain-containing protein	0.260	0.219	0.252	0.182
Brev2	A4249_RS10265	A4249_RS10265		hypothetical protein	0.245	0.191	0.222	0.246
Brev2	A4249_RS10270	A4249_RS10270		histidine kinase dimerization/phosphoacceptor domain -containing protein	0.369	0.246	0.379	0.298
