orgId	locusId	sysName	geneName	desc	set1IT067 Plant=Tomato_cv_Moneymaker; PlantTreatment=None; Sample=Xylem_sap; GrowthSubstrate=calcine_clay; Collection=direct; 1dpi	set1IT070 Plant=Tomato_cv_Moneymaker; PlantTreatment=None; Sample=Xylem_sap; GrowthSubstrate=calcine_clay; Collection=direct; 1dpi	set2IT059 M63_quarter_strength	set2IT062 CPG	set2IT063 M63_quarter_strength	set4IT033 CPG	set4IT034 M63_quarter_strength
RalstoniaGMI1000	RS_RS13190	RS_RS13190		ABC transporter ATP-binding protein	0.015	-2.087	-1.079	-0.841	-0.261	-0.197	0.399
RalstoniaGMI1000	RS_RS13195	RS_RS13195		aminodeoxychorismate synthase component I	-0.553	-1.108	-1.634	-0.400	0.410	0.075	-0.731
RalstoniaGMI1000	RS_RS13200	RS_RS13200		molecular chaperone DnaJ	-1.835	-0.828	-2.458	-1.875	-1.406	-2.318	-2.551
RalstoniaGMI1000	RS_RS13205	RS_RS13205		molecular chaperone DnaK	-0.905	-0.604	0.001	-0.428	0.688	-1.126	0.179
RalstoniaGMI1000	RS_RS13210	RS_RS13210		nucleoside diphosphate kinase regulator	1.113	0.448	1.305	-1.801	-1.068	0.220	-0.269
RalstoniaGMI1000	RS_RS13225	RS_RS13225		hypothetical protein	-0.546	-0.610	1.725	0.977	-1.537	0.402	0.016
RalstoniaGMI1000	RS_RS13230	RS_RS13230		RNA-binding S4 domain-containing protein	0.813	0.075	0.536	-0.661	0.121	-0.175	-0.264
RalstoniaGMI1000	RS_RS13240	RS_RS13240		imidazolonepropionase	-0.623	-0.030	0.099	-0.374	-1.249	-0.771	-0.942
RalstoniaGMI1000	RS_RS13245	RS_RS13245		formimidoylglutamase	-0.598	-0.846	0.046	-0.065	-0.868	-1.600	-0.256
RalstoniaGMI1000	RS_RS13250	RS_RS13250		histidine ammonia-lyase	-0.788	1.303	-0.860	0.422	0.564	0.469	-1.147
RalstoniaGMI1000	RS_RS13255	RS_RS13255		urocanate hydratase	0.528	0.555	-0.619	0.394	-0.170	0.186	0.252
RalstoniaGMI1000	RS_RS13260	RS_RS13260		histidine utilization repressor	0.237	-1.145	1.200	-2.411	0.160	-0.286	0.345
RalstoniaGMI1000	RS_RS13265	RS_RS13265		HrcA family transcriptional regulator	0.292	-0.523	0.307	0.298	-0.159	-0.815	-1.419
RalstoniaGMI1000	RS_RS13275	RS_RS13275		DNA repair protein RecN	0.045	0.996	-0.776	-0.253	-0.567	-0.176	0.652
RalstoniaGMI1000	RS_RS13280	RS_RS13280		hypothetical protein	-0.456	-1.091	1.122	-0.267	-1.490	-0.032	1.151
RalstoniaGMI1000	RS_RS13285	RS_RS13285		MprA protease, GlyGly-CTERM protein-sorting domain-containing form	-0.192	-0.712	-0.831	0.104	-0.837	0.233	0.371
RalstoniaGMI1000	RS_RS13290	RS_RS13290		MprA protease, GlyGly-CTERM protein-sorting domain-containing form	1.361	0.592	-0.024	0.235	0.263	-0.976	-1.154
RalstoniaGMI1000	RS_RS13295	RS_RS13295		rhombosortase	0.452	0.400	-0.133	2.022	-1.144	-1.639	-0.925
RalstoniaGMI1000	RS_RS13300	RS_RS13300		[glutamate--ammonia-ligase] adenylyltransferase	0.265	1.372	0.525	0.636	0.433	0.683	2.293
RalstoniaGMI1000	RS_RS13305	RS_RS13305		TIGR02099 family protein	0.538	0.231	-0.160	-1.622	-2.020	-2.314	-1.785
RalstoniaGMI1000	RS_RS13310	RS_RS13310		carbon-nitrogen hydrolase family protein	-1.052	-1.196	-0.599	-1.198	-0.452	-0.243	0.452
RalstoniaGMI1000	RS_RS13315	RS_RS13315		metalloprotease TldD	-0.748	-0.045	0.512	-1.609	0.183	-0.257	-0.906
RalstoniaGMI1000	RS_RS13320	RS_RS13320		3-deoxy-7-phosphoheptulonate synthase	-4.902	-1.796	-1.664	-2.052	-3.064	-0.966	-1.367
RalstoniaGMI1000	RS_RS13330	RS_RS13330		mechanosensitive ion channel family protein	-0.149	2.813	-1.365	0.183	0.904	-1.581	-0.419
RalstoniaGMI1000	RS_RS13335	RS_RS13335		ATP:cob(I)alamin adenosyltransferase	-0.605	0.486	-0.234	-1.136	-0.445	0.297	1.039
RalstoniaGMI1000	RS_RS13340	RS_RS13340		FAD-binding protein	0.690	0.924	1.241	0.869	0.093	1.220	1.363
RalstoniaGMI1000	RS_RS13345	RS_RS13345		LysR family transcriptional regulator	-0.539	0.801	0.050	1.236	1.649	0.427	-0.712
RalstoniaGMI1000	RS_RS13350	RS_RS13350		FAD-binding oxidoreductase	-1.353	-0.530	0.415	-0.723	-0.531	-0.132	-0.943
RalstoniaGMI1000	RS_RS13355	RS_RS13355		glycolate oxidase subunit GlcE	0.252	-1.098	-0.192	-0.355	0.238	-1.431	-1.085
RalstoniaGMI1000	RS_RS13360	RS_RS13360		glycolate oxidase iron-sulfur subunit	0.555	1.138	0.894	-0.224	-0.745	0.823	-0.271
RalstoniaGMI1000	RS_RS13365	RS_RS13365		CidA/LrgA family protein	-0.541	1.002	-0.880	-1.388	-0.830	-0.616	-1.133
RalstoniaGMI1000	RS_RS13370	RS_RS13370		LrgB family protein	0.139	0.567	-1.976	-0.317	-0.741	-0.467	-0.598
RalstoniaGMI1000	RS_RS13375	RS_RS13375		VOC family protein	0.073	-0.430	0.211	0.358	-2.146	1.070	-0.671
RalstoniaGMI1000	RS_RS13380	RS_RS13380		cupin domain-containing protein	-0.433	-0.648	1.136	-1.130	-0.351	-0.011	0.177
RalstoniaGMI1000	RS_RS13390	RS_RS13390		glutathione peroxidase	0.684	0.623	0.827	-1.156	1.169	0.210	0.229
RalstoniaGMI1000	RS_RS13395	RS_RS13395		type 4 fimbrial biogenesis PilY1 signal peptide	-0.580	-1.358	-0.638	-0.161	-0.072	-0.076	-0.374
RalstoniaGMI1000	RS_RS13400	RS_RS13400		pilus assembly protein	0.120	0.517	-0.568	-2.400	-2.953	0.163	0.305
RalstoniaGMI1000	RS_RS13405	RS_RS13405		prepilin-type N-terminal cleavage/methylation domain-containing protein	-0.126	-1.946	0.211	-0.418	1.545	-0.110	-0.219
RalstoniaGMI1000	RS_RS13410	RS_RS13410		type IV pilus modification protein PilV	1.332	1.838	-0.894	-1.473	0.085	-1.482	-0.251
RalstoniaGMI1000	RS_RS13415	RS_RS13415		prepilin-type N-terminal cleavage/methylation domain-containing protein	-0.155	0.519	-0.973	0.175	1.422	2.449	1.335
RalstoniaGMI1000	RS_RS13420	RS_RS13420		type IV pilin protein	0.415	-1.102	0.148	-0.036	0.474	-0.805	0.564
RalstoniaGMI1000	RS_RS13425	RS_RS13425		twitching motility protein PilT	-1.003	-1.570	0.145	-1.073	0.712	-0.622	-0.382
RalstoniaGMI1000	RS_RS13430	RS_RS13430		type IV pili twitching motility protein PilT	-0.908	1.875	2.240	2.134	0.800	0.641	0.714
RalstoniaGMI1000	RS_RS13435	RS_RS13435		YggS family pyridoxal phosphate-dependent enzyme	-1.913	-0.700	-0.001	-0.819	-0.821	-1.388	-1.172
RalstoniaGMI1000	RS_RS13445	RS_RS13445		hypothetical protein	-0.059	1.534	-0.221	0.121	-1.459	-0.331	-1.942
RalstoniaGMI1000	RS_RS13455	RS_RS13455		DNA starvation/stationary phase protection protein	-0.363	-0.242	-0.821	-1.047	-0.317	-0.065	-0.348
RalstoniaGMI1000	RS_RS13470	RS_RS13470		hydrogen peroxide-inducible genes activator	0.035	-0.433	1.463	-0.962	-0.419	-1.787	-0.240
RalstoniaGMI1000	RS_RS13475	RS_RS13475		hypothetical protein	-0.705	-1.054	-0.249	0.288	-0.285	-0.938	-1.965
RalstoniaGMI1000	RS_RS13480	RS_RS13480		hypothetical protein	-1.090	1.501	-0.328	0.469	0.481	-0.212	-0.743
RalstoniaGMI1000	RS_RS13485	RS_RS13485		fimbrial biogenesis outer membrane usher protein	0.080	-1.678	-0.076	-0.535	-0.702	0.728	0.791
RalstoniaGMI1000	RS_RS13490	RS_RS13490		molecular chaperone	0.041	-2.097	-0.167	-1.528	0.281	0.146	1.299
RalstoniaGMI1000	RS_RS13500	RS_RS13500		spore coat protein U	-0.296	0.611	0.872	-1.240	-0.442	-1.426	-1.209
RalstoniaGMI1000	RS_RS13505	RS_RS13505		transglutaminase family protein	-0.288	-0.529	1.046	-0.643	-0.113	0.133	0.333
RalstoniaGMI1000	RS_RS13510	RS_RS13510		hypothetical protein	0.283	0.070	-1.004	-1.777	-1.303	0.099	-0.083
RalstoniaGMI1000	RS_RS13515	RS_RS13515		hypothetical protein	1.669	-1.113	-0.190	1.871	0.468	0.921	-0.466
RalstoniaGMI1000	RS_RS13520	RS_RS13520		hypothetical protein	-1.687	0.421	1.135	-0.587	-0.235	-0.074	-1.977
RalstoniaGMI1000	RS_RS13525	RS_RS13525		hypothetical protein	-0.353	-2.347	-0.839	0.215	0.534	0.864	1.354
RalstoniaGMI1000	RS_RS13530	RS_RS13530		hypothetical protein	-0.024	1.780	-1.028	0.314	-0.263	0.333	0.189
RalstoniaGMI1000	RS_RS13545	RS_RS13545		LysR family transcriptional regulator	0.276	-0.846	1.535	-0.119	-0.915	-0.840	-0.500
RalstoniaGMI1000	RS_RS13550	RS_RS13550		DSD1 family PLP-dependent enzyme	-0.167	0.276	-0.548	1.887	0.746	-0.071	-1.005
RalstoniaGMI1000	RS_RS13570	RS_RS13570		tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	-1.745	-1.118	-0.320	-1.063	-0.712	0.050	-2.431
RalstoniaGMI1000	RS_RS13575	RS_RS13575		tRNA guanosine(34) transglycosylase Tgt	-3.268	-0.840	0.419	-1.666	-0.758	-1.945	-1.460
RalstoniaGMI1000	RS_RS13595	RS_RS13595		polyisoprenoid-binding protein	-0.373	0.280	0.088	-0.305	0.173	-0.285	-1.323
RalstoniaGMI1000	RS_RS13600	RS_RS13600		polyisoprenoid-binding protein	-0.871	0.687	0.151	-0.643	-0.538	-0.305	-0.333
RalstoniaGMI1000	RS_RS13605	RS_RS13605		cytochrome b	-0.240	0.257	0.615	0.319	0.496	-0.326	0.408
RalstoniaGMI1000	RS_RS13615	RS_RS13615		glutathione S-transferase	0.106	-0.191	-0.020	-0.966	-0.312	0.547	1.663
RalstoniaGMI1000	RS_RS13630	RS_RS13630		NUDIX hydrolase	-0.685	-1.543	-0.133	0.283	0.426	-0.718	-1.081
RalstoniaGMI1000	RS_RS13635	RS_RS13635		MarR family transcriptional regulator	0.319	0.793	0.296	-0.648	-0.701	-1.335	-0.091
RalstoniaGMI1000	RS_RS13640	RS_RS13640		HlyD family secretion protein	0.294	0.834	-0.902	-1.414	-1.211	0.937	-0.581
RalstoniaGMI1000	RS_RS13645	RS_RS13645		EmrB/QacA family drug resistance transporter	-0.870	-0.077	0.417	-0.359	-0.265	-0.359	-0.065
RalstoniaGMI1000	RS_RS13650	RS_RS13650		DUF1624 domain-containing protein	1.188	0.541	-0.770	0.497	-0.108	-1.571	-1.179
RalstoniaGMI1000	RS_RS13655	RS_RS13655		TonB-dependent siderophore receptor	0.738	-0.534	-2.222	0.469	-0.426	0.898	0.550
RalstoniaGMI1000	RS_RS13660	RS_RS13660		NAD(P)(+) transhydrogenase (Re/Si-specific) subunit alpha	1.019	3.568	0.893	-0.568	-0.497	-0.282	-0.662
RalstoniaGMI1000	RS_RS13670	RS_RS13670		NAD(P) transhydrogenase subunit alpha	1.109	0.679	-0.219	0.695	-1.368	0.849	-0.690
RalstoniaGMI1000	RS_RS13675	RS_RS13675		NAD(P) transhydrogenase subunit beta	-0.554	-0.769	-1.549	-0.391	-0.191	0.254	0.170
RalstoniaGMI1000	RS_RS13685	RS_RS13685		class I SAM-dependent methyltransferase	1.120	0.030	2.562	1.829	2.811	1.657	3.501
RalstoniaGMI1000	RS_RS13690	RS_RS13690		two-component sensor histidine kinase	-0.353	-0.614	7.723	0.922	6.178	-0.118	5.502
RalstoniaGMI1000	RS_RS13695	RS_RS13695		hybrid sensor histidine kinase/response regulator	-0.495	-0.126	8.437	-1.627	3.741	-2.627	4.100
RalstoniaGMI1000	RS_RS13700	RS_RS13700		response regulator	1.415	1.187	-0.046	1.510	0.340	-0.425	0.048
RalstoniaGMI1000	RS_RS13705	RS_RS13705		class I SAM-dependent RNA methyltransferase	-1.031	-0.925	1.636	0.557	0.207	0.007	0.683
RalstoniaGMI1000	RS_RS13750	RS_RS13750		transcriptional regulator	10.328	13.877	21.831	30.280	18.623	30.887	21.835
RalstoniaGMI1000	RS_RS13765	RS_RS13765		D-galactonate dehydratase	0.180	-1.140	-0.775	0.436	0.748	-0.517	0.257
RalstoniaGMI1000	RS_RS13770	RS_RS13770		2-dehydro-3-deoxy-6-phosphogalactonate aldolase	-0.054	1.034	0.647	-1.267	-0.922	1.568	0.788
RalstoniaGMI1000	RS_RS13775	RS_RS13775		short-chain dehydrogenase	-2.113	-1.625	0.407	0.107	0.720	0.308	1.474
RalstoniaGMI1000	RS_RS13780	RS_RS13780		aldose 1-epimerase	-0.454	-0.234	-0.275	-0.553	0.103	0.346	0.936
RalstoniaGMI1000	RS_RS13785	RS_RS13785		SMP-30/gluconolactonase/LRE family protein	-0.726	0.277	-0.091	0.117	-0.284	1.214	0.562
RalstoniaGMI1000	RS_RS13790	RS_RS13790		L-arabinose ABC transporter permease AraH	-0.709	-1.033	0.031	2.617	-0.511	0.606	0.081
RalstoniaGMI1000	RS_RS13795	RS_RS13795		arabinose import ATP-binding protein AraG	-0.202	-0.676	-0.690	0.946	-1.278	1.969	0.913
RalstoniaGMI1000	RS_RS13800	RS_RS13800		arabinose ABC transporter substrate-binding protein	0.627	0.534	0.668	0.081	-0.558	2.353	1.219
RalstoniaGMI1000	RS_RS13805	RS_RS13805		2-dehydro-3-deoxygalactonokinase	0.386	1.214	-0.532	1.845	0.142	-0.727	-0.825
RalstoniaGMI1000	RS_RS13810	RS_RS13810		porin	0.094	-0.053	0.643	1.592	-1.129	0.737	0.176
RalstoniaGMI1000	RS_RS13815	RS_RS13815		transcriptional regulator GcvA	0.444	0.497	-0.811	1.058	1.259	0.897	0.141
RalstoniaGMI1000	RS_RS13820	RS_RS13820		VOC family protein	-0.814	0.755	0.300	-0.396	0.385	0.217	1.214
RalstoniaGMI1000	RS_RS13825	RS_RS13825		16S rRNA (uracil(1498)-N(3))-methyltransferase	-0.838	-0.860	-0.377	-0.560	-0.902	1.293	0.256
RalstoniaGMI1000	RS_RS13830	RS_RS13830		DUF937 domain-containing protein	0.685	1.525	-0.120	0.515	0.267	-0.678	-0.064
RalstoniaGMI1000	RS_RS13840	RS_RS13840		ribonuclease N1	1.173	1.340	2.232	0.617	-0.231	2.181	1.644
RalstoniaGMI1000	RS_RS13845	RS_RS13845		NADP-dependent malic enzyme	-1.172	-0.312	-0.050	1.493	-0.060	0.137	-1.786
RalstoniaGMI1000	RS_RS13865	RS_RS13865		cation transporter	0.351	-1.255	0.722	-0.701	-0.623	-1.575	-0.863
RalstoniaGMI1000	RS_RS13875	RS_RS13875		magnesium and cobalt transport protein CorA	-1.019	-1.791	1.163	1.923	0.777	-0.228	-0.922
RalstoniaGMI1000	RS_RS13880	RS_RS13880		HARPIN	-1.063	-0.421	-0.514	-0.121	-0.767	-0.841	-0.220
RalstoniaGMI1000	RS_RS13885	RS_RS13885		monofunctional biosynthetic peptidoglycan transglycosylase	0.707	-0.433	0.366	1.266	-0.862	-0.486	-1.260
RalstoniaGMI1000	RS_RS13890	RS_RS13890		shikimate dehydrogenase	-1.204	-1.788	-1.643	-1.283	-3.230	-0.149	-2.207
RalstoniaGMI1000	RS_RS13895	RS_RS13895		energy transducer TonB	-0.072	-0.669	0.121	0.364	1.446	1.300	0.423
RalstoniaGMI1000	RS_RS13905	RS_RS13905		chorismate--pyruvate lyase	-0.298	0.146	0.157	-0.722	-0.420	0.213	0.637
RalstoniaGMI1000	RS_RS13910	RS_RS13910		esterase	0.435	-0.117	0.190	0.423	1.387	1.502	1.768
RalstoniaGMI1000	RS_RS13915	RS_RS13915		UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase	-0.924	-2.214	-2.079	-1.057	1.083	-0.499	3.224
RalstoniaGMI1000	RS_RS13920	RS_RS13920		hypothetical protein	1.357	-1.858	0.090	-0.960	-0.229	1.925	1.598
RalstoniaGMI1000	RS_RS13925	RS_RS13925		alkyl hydroperoxide reductase	0.217	0.356	0.202	0.051	-0.035	-0.346	-0.647
RalstoniaGMI1000	RS_RS13945	RS_RS13945		50S ribosomal protein L11 methyltransferase	1.312	-1.980	0.489	-2.267	-0.253	1.099	2.854
RalstoniaGMI1000	RS_RS13950	RS_RS13950		DUF3426 domain-containing protein	-2.056	-1.079	0.590	-0.286	0.528	-1.102	-0.085
RalstoniaGMI1000	RS_RS13955	RS_RS13955		2-Cys peroxiredoxin	0.816	0.436	1.714	0.620	1.302	-0.039	-0.041
RalstoniaGMI1000	RS_RS13965	RS_RS13965		membrane protein	-0.482	0.776	0.227	-1.240	-1.752	-2.036	-0.191
RalstoniaGMI1000	RS_RS13985	RS_RS13985		hemagglutinin	-0.251	1.649	0.055	-0.477	-0.674	-0.371	0.289
RalstoniaGMI1000	RS_RS13990	RS_RS13990		DUF2147 domain-containing protein	-0.324	0.859	1.665	-0.071	-0.480	-0.340	0.706
RalstoniaGMI1000	RS_RS13995	RS_RS13995		membrane protein	1.728	1.033	0.044	-1.274	-0.081	1.371	-1.137
RalstoniaGMI1000	RS_RS14000	RS_RS14000		hypothetical protein	-0.717	-0.331	-0.924	-1.610	-0.569	0.067	0.956
RalstoniaGMI1000	RS_RS14005	RS_RS14005		Lrp/AsnC family transcriptional regulator	-0.564	0.064	0.150	0.274	-0.690	-0.696	-0.400
RalstoniaGMI1000	RS_RS14010	RS_RS14010		EamA family transporter	-0.120	-0.603	-0.153	-0.546	0.155	-0.117	-0.444
RalstoniaGMI1000	RS_RS14015	RS_RS14015		DUF2817 domain-containing protein	1.024	0.961	0.307	0.410	0.008	1.608	-0.382
RalstoniaGMI1000	RS_RS14035	RS_RS14035		sigma-54-dependent Fis family transcriptional regulator	0.646	-0.500	-1.109	0.452	0.389	-0.920	-0.756
RalstoniaGMI1000	RS_RS14040	RS_RS14040		two-component sensor histidine kinase	-0.325	0.397	-1.757	3.380	1.178	0.861	-0.855
RalstoniaGMI1000	RS_RS14050	RS_RS14050		inner membrane protein YpjD	1.103	-0.620	0.803	0.419	-0.610	-0.631	-1.125
RalstoniaGMI1000	RS_RS14060	RS_RS14060		hypoxanthine-guanine phosphoribosyltransferase	2.038	0.214	-0.348	-0.666	-0.002	-0.074	0.146
RalstoniaGMI1000	RS_RS14070	RS_RS14070		2-oxoglutarate-dependent dioxygenase	1.030	0.479	-1.635	0.764	-0.772	0.380	-1.326
RalstoniaGMI1000	RS_RS14075	RS_RS14075		lytic transglycosylase	-1.197	2.620	0.517	2.978	2.098	0.957	-1.066
RalstoniaGMI1000	RS_RS14090	RS_RS14090		lipoprotein	0.895	-0.664	-0.010	-0.199	1.382	0.712	-0.285
RalstoniaGMI1000	RS_RS14095	RS_RS14095		glutamate 5-kinase	-1.720	-0.593	-1.011	0.557	0.218	0.602	-1.975
RalstoniaGMI1000	RS_RS14125	RS_RS14125		HlyC/CorC family transporter	-0.167	-0.207	-0.638	0.952	0.309	0.314	-1.061
RalstoniaGMI1000	RS_RS14130	RS_RS14130		type IV-A pilus assembly ATPase PilB	-0.530	2.243	0.458	0.580	0.030	-0.218	2.089
RalstoniaGMI1000	RS_RS14135	RS_RS14135		type II secretion system F family protein	0.921	0.428	-1.269	0.316	0.606	1.425	0.605
RalstoniaGMI1000	RS_RS14140	RS_RS14140		prepilin peptidase	0.050	1.181	-1.116	1.302	-0.819	-0.092	-1.189
RalstoniaGMI1000	RS_RS14150	RS_RS14150		cell division protein ZapD	-0.208	0.495	0.554	-1.223	0.202	0.020	0.329
RalstoniaGMI1000	RS_RS14155	RS_RS14155		DNA gyrase inhibitor YacG	0.856	0.968	-0.674	-0.403	0.243	1.206	0.229
RalstoniaGMI1000	RS_RS14165	RS_RS14165		DUF815 domain-containing protein	-0.087	0.794	-0.217	0.953	-0.456	1.231	-0.985
RalstoniaGMI1000	RS_RS14180	RS_RS14180		M23 family peptidase	1.242	1.105	-0.123	1.041	0.683	-0.294	0.209
RalstoniaGMI1000	RS_RS14195	RS_RS14195		peroxiredoxin	-1.597	-0.102	0.027	-0.945	-0.633	0.399	-0.764
RalstoniaGMI1000	RS_RS14280	RS_RS14280		porin	0.567	-0.929	1.608	0.009	0.916	1.059	1.496
RalstoniaGMI1000	RS_RS14285	RS_RS14285		MFS transporter	-1.482	-0.106	-0.219	0.417	1.139	-0.168	-0.852
RalstoniaGMI1000	RS_RS14290	RS_RS14290		long-chain-fatty-acid--CoA ligase	-0.981	0.459	-1.477	1.238	-2.203	2.261	-0.917
RalstoniaGMI1000	RS_RS14295	RS_RS14295		aminopeptidase	1.141	1.505	0.400	-0.037	-0.868	-0.391	-0.464
RalstoniaGMI1000	RS_RS14300	RS_RS14300		molybdopterin oxidoreductase family protein	0.129	0.965	0.062	1.676	0.080	1.302	0.832
RalstoniaGMI1000	RS_RS14310	RS_RS14310		phosphoenolpyruvate--protein phosphotransferase	0.354	0.960	-0.111	-0.560	-0.757	-0.167	-0.893
RalstoniaGMI1000	RS_RS14315	RS_RS14315		1-phosphofructokinase	-0.604	-0.818	-1.008	-0.714	-1.845	0.038	0.573
RalstoniaGMI1000	RS_RS14320	RS_RS14320		PTS fructose transporter subunit IIBC	1.398	0.550	-0.408	0.239	0.259	0.411	-0.339
RalstoniaGMI1000	RS_RS14325	RS_RS14325		ABC transporter permease	-0.534	-1.616	0.977	0.328	0.294	0.311	0.336
RalstoniaGMI1000	RS_RS14330	RS_RS14330		ABC transporter ATP-binding protein	-0.022	-0.381	-0.047	-0.002	1.244	-0.716	-0.613
RalstoniaGMI1000	RS_RS14335	RS_RS14335		ABC transporter ATP-binding protein	-0.745	-0.110	-0.448	1.071	-0.943	-0.131	-0.107
RalstoniaGMI1000	RS_RS14340	RS_RS14340		ABC transporter permease	0.029	1.537	0.101	1.296	0.359	1.241	1.515
RalstoniaGMI1000	RS_RS14345	RS_RS14345		ABC transporter permease	0.079	0.605	-0.935	0.175	0.173	2.140	0.095
RalstoniaGMI1000	RS_RS14350	RS_RS14350		ABC transporter substrate-binding protein	0.607	0.435	1.364	0.033	-0.211	-0.426	-0.112
RalstoniaGMI1000	RS_RS14355	RS_RS14355		amidohydrolase	2.010	2.380	0.214	0.367	-0.113	-0.085	-0.636
RalstoniaGMI1000	RS_RS14365	RS_RS14365		23S ribosomal RNA	-1.161	-0.200	0.880	0.138	-0.321	0.288	-0.096
RalstoniaGMI1000	RS_RS14385	RS_RS14385		enoyl-CoA hydratase	0.285	0.852	0.027	0.413	0.457	0.162	0.839
RalstoniaGMI1000	RS_RS14395	RS_RS14395		phenylacetic acid degradation protein PaaD	-0.445	1.225	-0.310	0.249	-0.293	2.075	-0.618
RalstoniaGMI1000	RS_RS14400	RS_RS14400		phenylacetate--CoA ligase	0.811	2.113	-0.478	0.410	-0.028	1.514	0.856
RalstoniaGMI1000	RS_RS14405	RS_RS14405		murein transglycosylase	-0.917	-2.691	0.950	-4.160	-2.806	-2.355	-2.638
RalstoniaGMI1000	RS_RS14415	RS_RS14415		Co2+/Mg2+ efflux protein ApaG	-0.989	-0.514	-0.135	-1.122	-0.482	-1.171	0.123
RalstoniaGMI1000	RS_RS14425	RS_RS14425		phosphoglycolate phosphatase	-0.565	1.450	0.226	1.233	0.615	0.885	-0.602
RalstoniaGMI1000	RS_RS14430	RS_RS14430		anthranilate synthase component I	-12.500	-4.213	-9.743	0.332	-12.316	0.042	-11.278
RalstoniaGMI1000	RS_RS14445	RS_RS14445		Anthranilate phosphoribosyltransferase 1	-1.097	-0.914	-1.835	0.605	-1.924	-0.788	-3.529
RalstoniaGMI1000	RS_RS14455	RS_RS14455		CYTH domain-containing protein	-0.171	-0.503	-0.209	0.915	0.303	0.201	-1.544
RalstoniaGMI1000	RS_RS14465	RS_RS14465		DUF2778 domain-containing protein	0.667	-0.275	0.829	0.916	0.859	-0.196	-0.766
RalstoniaGMI1000	RS_RS14475	RS_RS14475		FUSC family protein	0.138	-1.232	-0.367	1.066	1.674	0.157	1.144
RalstoniaGMI1000	RS_RS14480	RS_RS14480		PDZ domain-containing protein	-0.974	-0.349	2.384	-2.840	0.328	-0.423	0.643
RalstoniaGMI1000	RS_RS14485	RS_RS14485		oxidoreductase	0.008	-0.793	-1.742	-0.985	0.029	0.688	-0.500
RalstoniaGMI1000	RS_RS14490	RS_RS14490		thiol:disulfide interchange protein	0.074	0.353	-0.572	1.237	-0.116	-0.668	-1.371
RalstoniaGMI1000	RS_RS14505	RS_RS14505		hypothetical protein	0.553	0.463	0.607	0.113	1.332	0.452	0.836
RalstoniaGMI1000	RS_RS14510	RS_RS14510		lytic transglycosylase	0.419	0.940	0.209	-1.389	0.189	0.213	-0.558
RalstoniaGMI1000	RS_RS14515	RS_RS14515		flagellar protein FliT	0.470	1.101	-0.560	-0.658	-0.726	0.708	0.203
RalstoniaGMI1000	RS_RS14520	RS_RS14520		redox-regulated ATPase YchF	-0.333	-1.927	0.194	-1.243	-0.091	0.257	-0.059
RalstoniaGMI1000	RS_RS14525	RS_RS14525		hypothetical protein	-0.702	-1.093	0.570	-0.495	0.106	-1.494	-0.702
RalstoniaGMI1000	RS_RS14560	RS_RS14560		hypothetical protein	0.860	1.772	-0.758	1.808	1.841	-0.588	-1.294
RalstoniaGMI1000	RS_RS14565	RS_RS14565		glucan biosynthesis protein D	-2.544	-4.124	2.081	-0.683	-1.548	0.828	-0.368
RalstoniaGMI1000	RS_RS14570	RS_RS14570		glucan biosynthesis protein H	-3.300	-3.195	1.609	-2.201	-0.261	-0.269	0.163
RalstoniaGMI1000	RS_RS14575	RS_RS14575		hypothetical protein	-0.122	1.619	0.677	-0.633	0.167	0.366	-1.056
RalstoniaGMI1000	RS_RS14580	RS_RS14580		aminoacyl-tRNA deacylase	0.255	0.528	0.119	-0.621	2.404	1.211	0.756
RalstoniaGMI1000	RS_RS14585	RS_RS14585		CDGSH iron-sulfur domain-containing protein	1.887	0.570	-0.042	0.987	-1.221	-1.161	-0.842
RalstoniaGMI1000	RS_RS14590	RS_RS14590		energy-dependent translational throttle protein EttA	-0.372	0.781	-0.775	0.275	0.562	-0.197	-0.375
RalstoniaGMI1000	RS_RS14600	RS_RS14600		cytochrome o ubiquinol oxidase subunit III	-1.431	-0.156	-0.634	-1.314	-1.602	-0.506	-1.088
RalstoniaGMI1000	RS_RS14605	RS_RS14605		cytochrome o ubiquinol oxidase subunit I	-3.000	-1.178	-1.776	0.383	-0.671	-2.427	-2.497
RalstoniaGMI1000	RS_RS14610	RS_RS14610		ubiquinol oxidase subunit II	-0.691	-2.184	0.675	-1.535	-1.175	0.557	0.493
RalstoniaGMI1000	RS_RS14615	RS_RS14615		RNA polymerase sigma factor	-0.649	-0.052	0.445	-0.391	0.241	-0.524	0.011
RalstoniaGMI1000	RS_RS14625	RS_RS14625		TonB-dependent siderophore receptor	1.102	-0.175	0.782	-0.177	0.300	-0.011	-0.641
RalstoniaGMI1000	RS_RS14630	RS_RS14630		gamma-glutamyltransferase family protein	1.434	-0.209	0.191	0.372	0.010	-0.285	-0.295
RalstoniaGMI1000	RS_RS14635	RS_RS14635		TonB-dependent receptor	-0.042	-1.515	-0.482	1.554	1.007	1.218	-0.853
RalstoniaGMI1000	RS_RS14640	RS_RS14640		sensor histidine kinase	1.714	-0.233	-1.920	0.046	-0.753	0.109	-0.801
RalstoniaGMI1000	RS_RS14645	RS_RS14645		N-acetyltransferase	-0.289	-0.366	-1.514	0.753	1.043	0.836	-0.352
