orgId	locusId	sysName	geneName	desc	set1IT067 Plant=Tomato_cv_Moneymaker; PlantTreatment=None; Sample=Xylem_sap; GrowthSubstrate=calcine_clay; Collection=direct; 1dpi	set1IT070 Plant=Tomato_cv_Moneymaker; PlantTreatment=None; Sample=Xylem_sap; GrowthSubstrate=calcine_clay; Collection=direct; 1dpi	set2IT059 M63_quarter_strength	set2IT062 CPG	set2IT063 M63_quarter_strength	set4IT033 CPG	set4IT034 M63_quarter_strength
RalstoniaGMI1000	RS_RS06330	RS_RS06330		HAD family hydrolase	0.342	0.163	0.210	0.144	-0.238	-0.053	-0.410
RalstoniaGMI1000	RS_RS06335	RS_RS06335		sn-glycerol-3-phosphate ABC transporter substrate-binding protein UgpB	0.087	-0.022	-0.100	0.255	0.382	0.016	-0.058
RalstoniaGMI1000	RS_RS06340	RS_RS06340		sn-glycerol-3-phosphate ABC transporter permease UgpA	-0.122	-0.015	-0.177	0.047	-0.078	-0.035	-0.040
RalstoniaGMI1000	RS_RS06345	RS_RS06345		sn-glycerol-3-phosphate ABC transporter permease UgpE	0.068	0.114	-0.222	-0.172	-0.092	0.041	0.056
RalstoniaGMI1000	RS_RS06350	RS_RS06350		sn-glycerol-3-phosphate import ATP-binding protein UgpC	0.019	0.205	-0.156	0.147	0.080	-0.124	0.200
RalstoniaGMI1000	RS_RS06355	RS_RS06355		glycerophosphodiester phosphodiesterase	0.019	1.245	-0.131	0.096	0.040	0.221	0.301
RalstoniaGMI1000	RS_RS06375	RS_RS06375		cell division protein ZapE	-1.482	-1.621	-0.104	-2.206	-1.355	-1.200	-0.657
RalstoniaGMI1000	RS_RS06380	RS_RS06380		2-phosphosulfolactate phosphatase	0.217	-0.673	0.056	-0.002	0.029	0.169	0.115
RalstoniaGMI1000	RS_RS06385	RS_RS06385		copper-translocating P-type ATPase	0.144	0.456	-0.112	0.009	0.159	0.227	0.122
RalstoniaGMI1000	RS_RS06395	RS_RS06395		cytochrome-c oxidase, cbb3-type subunit I	0.003	0.027	-0.028	-0.041	0.019	-0.143	-0.083
RalstoniaGMI1000	RS_RS06400	RS_RS06400		cytochrome-c oxidase, cbb3-type subunit II	0.225	0.360	-0.065	-0.022	0.082	0.033	-0.316
RalstoniaGMI1000	RS_RS06405	RS_RS06405		cbb3-type cytochrome oxidase subunit 3	1.140	-2.324	-0.218	-0.104	-0.199	0.012	-0.326
RalstoniaGMI1000	RS_RS06410	RS_RS06410		cytochrome-c oxidase, cbb3-type subunit III	-0.063	-0.196	0.141	0.179	0.255	0.045	0.035
RalstoniaGMI1000	RS_RS06415	RS_RS06415		cytochrome c oxidase accessory protein CcoG	0.119	0.061	-0.060	0.185	0.122	0.049	0.038
RalstoniaGMI1000	RS_RS06425	RS_RS06425		hypothetical protein	-0.155	-0.707	0.013	0.172	-0.338	1.125	0.689
RalstoniaGMI1000	RS_RS06430	RS_RS06430		fumarate/nitrate reduction transcriptional regulator Fnr	0.135	0.108	-0.177	0.504	0.256	-0.124	-0.102
RalstoniaGMI1000	RS_RS06435	RS_RS06435		membrane protein	0.106	0.425	0.074	0.269	0.084	-0.236	-0.097
RalstoniaGMI1000	RS_RS06445	RS_RS06445		23S rRNA pseudouridylate synthase B	-0.191	-1.886	-1.219	-0.530	-1.603	-0.408	-1.502
RalstoniaGMI1000	RS_RS06470	RS_RS06470		tRNA pseudouridine(55) synthase TruB	0.131	0.652	0.461	0.269	0.609	0.180	0.597
RalstoniaGMI1000	RS_RS06475	RS_RS06475		MFS transporter	-0.051	0.137	0.117	0.004	-0.083	0.035	-0.107
RalstoniaGMI1000	RS_RS06480	RS_RS06480		hemolysin D	0.079	0.372	0.338	-0.110	0.135	0.091	-0.097
RalstoniaGMI1000	RS_RS06485	RS_RS06485		outer membrane CHANEL lipoprotein	-0.025	-0.361	0.105	-0.083	-0.123	0.259	0.018
RalstoniaGMI1000	RS_RS06490	RS_RS06490		MarR family transcriptional regulator	0.192	-0.031	-0.069	0.119	-0.136	0.111	0.206
RalstoniaGMI1000	RS_RS06505	RS_RS06505		enoyl-CoA hydratase/isomerase family protein	0.017	-0.602	0.841	0.371	0.446	0.206	0.109
RalstoniaGMI1000	RS_RS06510	RS_RS06510		tRNA dihydrouridine(20/20a) synthase DusA	-0.046	0.183	0.087	0.069	0.578	-0.910	-0.504
RalstoniaGMI1000	RS_RS06520	RS_RS06520		hypothetical protein	-0.142	0.229	-0.112	-0.240	-0.157	0.331	0.183
RalstoniaGMI1000	RS_RS06525	RS_RS06525		hypothetical protein	-0.058	-0.506	-0.004	0.160	0.294	-0.203	-0.159
RalstoniaGMI1000	RS_RS06530	RS_RS06530		hypothetical protein	0.103	0.004	0.046	0.079	-0.011	0.091	-0.218
RalstoniaGMI1000	RS_RS06535	RS_RS06535		hypothetical protein	-0.057	0.642	-0.139	-0.374	-0.251	-0.411	-0.168
RalstoniaGMI1000	RS_RS06550	RS_RS06550		asparaginase	-0.672	-0.148	0.252	-0.739	-0.076	-0.131	-0.515
RalstoniaGMI1000	RS_RS06580	RS_RS06580		DUF47 domain-containing protein	-0.850	-0.892	-0.394	0.251	-0.355	0.085	-0.557
RalstoniaGMI1000	RS_RS06585	RS_RS06585		inorganic phosphate transporter	-0.559	-0.678	0.361	0.207	-0.231	-0.182	-0.536
RalstoniaGMI1000	RS_RS06590	RS_RS06590		peptidoglycan endopeptidase	0.097	-0.358	-0.170	0.217	0.196	-0.247	0.200
RalstoniaGMI1000	RS_RS06595	RS_RS06595		hypothetical protein	-0.103	0.418	0.151	0.118	-0.133	0.023	0.013
RalstoniaGMI1000	RS_RS06600	RS_RS06600		PhoH family protein	-0.064	-0.560	0.104	-0.098	0.143	-0.279	0.099
RalstoniaGMI1000	RS_RS06650	RS_RS06650		pyridoxal phosphate-dependent aminotransferase	-6.164	-4.751	-2.179	0.291	-1.981	-0.044	-3.154
RalstoniaGMI1000	RS_RS06665	RS_RS06665		IclR family transcriptional regulator	0.019	0.303	-0.764	0.116	0.237	-0.194	-0.123
RalstoniaGMI1000	RS_RS06670	RS_RS06670		molybdopterin molybdenumtransferase MoeA	0.025	-0.100	-0.277	-1.143	-0.007	-0.511	-0.959
RalstoniaGMI1000	RS_RS06680	RS_RS06680		molybdopterin synthase catalytic subunit	-0.523	-0.269	-0.689	-0.156	0.173	-0.686	-0.306
RalstoniaGMI1000	RS_RS06685	RS_RS06685		fluoride efflux transporter CrcB	-0.009	0.099	-0.340	-0.154	-0.304	0.333	0.020
RalstoniaGMI1000	RS_RS06690	RS_RS06690		D-(-)-3-hydroxybutyrate oligomer hydrolase	0.265	-0.041	0.120	0.104	-0.038	-0.144	-0.129
RalstoniaGMI1000	RS_RS06695	RS_RS06695		chaperone protein ClpB	0.082	-0.213	0.299	-0.022	-0.209	-0.278	-0.039
RalstoniaGMI1000	RS_RS06700	RS_RS06700		sulfate ABC transporter substrate-binding protein	-1.924	-1.397	-1.998	-0.448	-2.786	0.234	-1.468
RalstoniaGMI1000	RS_RS06705	RS_RS06705		FMN reductase (NADPH)	0.224	0.037	0.275	0.286	-0.153	-0.148	0.063
RalstoniaGMI1000	RS_RS06710	RS_RS06710		aliphatic sulfonate ABC transporter substrate-binding protein	0.527	1.259	0.323	0.055	0.419	-0.464	-0.739
RalstoniaGMI1000	RS_RS06715	RS_RS06715		alkanesulfonate monooxygenase	0.146	0.782	0.001	-0.071	0.113	0.250	0.118
RalstoniaGMI1000	RS_RS06720	RS_RS06720		aliphatic sulfonate ABC transporter permease SsuC	0.256	0.722	-0.242	-0.257	0.055	-0.475	-0.217
RalstoniaGMI1000	RS_RS06730	RS_RS06730		transporter	0.129	0.809	0.560	0.003	0.628	-0.293	-1.049
RalstoniaGMI1000	RS_RS06735	RS_RS06735		EAL domain-containing protein	0.442	0.477	0.392	-0.078	0.142	-0.271	0.244
RalstoniaGMI1000	RS_RS06740	RS_RS06740		serine hydrolase family protein	0.077	-0.261	-0.225	0.081	-0.174	0.042	-0.048
RalstoniaGMI1000	RS_RS06745	RS_RS06745		sulfate ABC transporter permease subunit CysT	-2.146	-2.399	-1.393	-0.011	-1.359	-0.585	-1.082
RalstoniaGMI1000	RS_RS06750	RS_RS06750		sulfate ABC transporter permease subunit CysW	-1.421	-1.419	-0.683	0.050	-0.901	-0.126	-1.986
RalstoniaGMI1000	RS_RS06760	RS_RS06760		CysB family HTH-type transcriptional regulator	-2.631	-1.663	-1.747	0.039	-2.119	-0.081	-1.969
RalstoniaGMI1000	RS_RS06765	RS_RS06765		type III effector protein	-0.002	0.364	-0.085	0.171	0.350	-0.039	-0.233
RalstoniaGMI1000	RS_RS06775	RS_RS06775		sensor histidine kinase	0.902	-2.726	0.608	0.012	0.031	0.294	0.267
RalstoniaGMI1000	RS_RS06780	RS_RS06780		DNA-binding response regulator	0.368	0.246	0.090	0.006	0.206	0.074	0.168
RalstoniaGMI1000	RS_RS06785	RS_RS06785		thiamine pyrophosphate protein	0.060	-0.289	0.115	0.145	0.116	-0.235	-0.328
RalstoniaGMI1000	RS_RS06790	RS_RS06790		ribonuclease E inhibitor RraA	0.077	-0.660	-0.521	0.365	0.261	0.139	-0.664
RalstoniaGMI1000	RS_RS06795	RS_RS06795		gamma-glutamylcyclotransferase	-0.232	-0.178	-0.591	-0.170	0.112	-0.043	-0.506
RalstoniaGMI1000	RS_RS06800	RS_RS06800		GALA protein	-0.110	0.061	-0.213	-0.088	-0.106	0.503	0.441
RalstoniaGMI1000	RS_RS06805	RS_RS06805		GALA protein	-0.032	-0.488	0.437	0.491	0.313	-0.176	-0.457
RalstoniaGMI1000	RS_RS06810	RS_RS06810		isocitrate lyase	0.040	-0.437	0.075	0.077	0.254	0.100	-0.013
RalstoniaGMI1000	RS_RS06815	RS_RS06815		universal stress protein	0.328	0.479	0.113	-0.217	-0.016	0.079	-0.223
RalstoniaGMI1000	RS_RS06820	RS_RS06820		LysR family transcriptional regulator	-0.055	-0.516	-0.256	-0.371	0.003	-0.211	-0.594
RalstoniaGMI1000	RS_RS06830	RS_RS06830		haloacid dehalogenase type II	0.135	0.186	-0.323	0.440	0.527	0.678	0.938
RalstoniaGMI1000	RS_RS06835	RS_RS06835		malate synthase A	-0.010	-0.202	-0.167	0.213	-0.116	-0.317	-0.371
RalstoniaGMI1000	RS_RS06840	RS_RS06840		DUF1857 domain-containing protein	-0.278	-0.163	0.080	0.221	0.488	-0.022	0.168
RalstoniaGMI1000	RS_RS06845	RS_RS06845		MFS transporter	-0.025	0.181	0.176	-0.019	-0.014	-0.218	-0.115
RalstoniaGMI1000	RS_RS06850	RS_RS06850		acyl-CoA-binding protein	-0.069	-0.062	-0.049	0.020	0.076	0.111	-0.118
RalstoniaGMI1000	RS_RS06870	RS_RS06870		lysophospholipid transporter LplT	-1.105	-0.957	-1.388	-2.492	-2.005	-0.493	-2.029
RalstoniaGMI1000	RS_RS06880	RS_RS06880		DNA repair protein RadA	-0.160	0.578	-0.537	-0.770	0.097	0.028	-0.640
RalstoniaGMI1000	RS_RS06890	RS_RS06890		DUF523 domain-containing protein	0.302	-0.635	0.111	-0.380	-0.210	-0.508	-0.791
RalstoniaGMI1000	RS_RS06895	RS_RS06895		CoA transferase	-0.080	-0.250	-0.078	0.071	-0.074	-0.196	0.234
RalstoniaGMI1000	RS_RS06900	RS_RS06900		ABC transporter	-0.116	0.295	0.109	0.139	0.101	0.399	0.328
RalstoniaGMI1000	RS_RS06905	RS_RS06905		MurR/RpiR family transcriptional regulator	0.093	0.445	0.051	0.242	0.192	0.130	-0.002
RalstoniaGMI1000	RS_RS06910	RS_RS06910		isoaspartyl peptidase/L-asparaginase	-0.112	-0.145	0.148	0.133	0.200	0.148	0.239
RalstoniaGMI1000	RS_RS06915	RS_RS06915		ABC transporter ATP-binding protein	-0.001	0.121	0.122	-0.123	0.009	-0.371	-0.277
RalstoniaGMI1000	RS_RS06920	RS_RS06920		glutathione ABC transporter substrate-binding protein GsiB	-0.024	-0.223	0.074	0.202	0.129	0.120	0.041
RalstoniaGMI1000	RS_RS06925	RS_RS06925		glutathione ABC transporter permease GsiC	0.106	-0.663	0.212	0.323	0.242	0.234	0.204
RalstoniaGMI1000	RS_RS06930	RS_RS06930		glutathione ABC transporter permease GsiD	0.215	0.586	0.051	0.068	-0.047	0.014	-0.172
RalstoniaGMI1000	RS_RS06935	RS_RS06935		S58 family peptidase	0.136	0.727	0.109	0.361	0.511	-0.932	-0.128
RalstoniaGMI1000	RS_RS06940	RS_RS06940		D-aminopeptidase	-0.023	-0.643	-0.283	0.287	0.297	0.704	0.179
RalstoniaGMI1000	RS_RS06945	RS_RS06945		chitin-binding protein	-0.838	-1.797	-0.081	-0.698	0.040	-0.011	-0.501
RalstoniaGMI1000	RS_RS06950	RS_RS06950		hypothetical protein	0.043	-0.036	-0.408	0.237	0.699	0.372	-0.069
RalstoniaGMI1000	RS_RS06955	RS_RS06955		GTP cyclohydrolase I FolE	-0.077	-0.372	0.165	-0.039	0.129	0.049	0.115
RalstoniaGMI1000	RS_RS06960	RS_RS06960		50S ribosomal protein L3 N(5)-glutamine methyltransferase	-0.223	-0.157	0.070	-0.009	-0.019	-0.129	-0.262
RalstoniaGMI1000	RS_RS06965	RS_RS06965		CYTH domain-containing protein	0.009	0.299	0.333	0.482	0.317	-0.052	-0.752
RalstoniaGMI1000	RS_RS06990	RS_RS06990		succinyldiaminopimelate transaminase	-0.835	-1.131	-0.280	-0.617	-0.650	-0.400	-0.659
RalstoniaGMI1000	RS_RS06995	RS_RS06995		hypothetical protein	-0.020	-0.094	0.380	0.207	0.173	-0.229	-0.551
RalstoniaGMI1000	RS_RS07000	RS_RS07000		alpha/beta hydrolase	0.009	0.138	-0.054	-0.048	0.199	0.008	-0.018
RalstoniaGMI1000	RS_RS07010	RS_RS07010		cell division protein FtsZ	-1.362	-1.234	-1.660	-3.185	-3.483	0.210	-0.161
RalstoniaGMI1000	RS_RS07020	RS_RS07020		peptide deformylase	-0.234	-0.200	-0.640	-0.672	-0.576	0.045	0.053
RalstoniaGMI1000	RS_RS07025	RS_RS07025		hypothetical protein	0.004	-0.075	-0.045	-0.151	-0.108	-0.200	-0.009
RalstoniaGMI1000	RS_RS07030	RS_RS07030		16S rRNA uridine-516 pseudouridylate synthase	0.072	-0.249	0.353	-0.118	-0.183	0.284	0.074
RalstoniaGMI1000	RS_RS07080	RS_RS07080		RIP metalloprotease RseP	-0.376	-0.838	1.008	0.221	-0.543	0.562	0.274
RalstoniaGMI1000	RS_RS07130	RS_RS07130		phosphoenolpyruvate synthase	-0.656	-0.207	-0.602	-0.300	-0.736	-0.288	-0.713
RalstoniaGMI1000	RS_RS07135	RS_RS07135		NfeD family protein	-0.283	-2.439	-0.463	-0.497	-0.063	0.190	-0.073
RalstoniaGMI1000	RS_RS07140	RS_RS07140		SPFH/Band 7/PHB domain protein	-0.209	0.029	0.307	-0.278	0.302	0.309	0.248
RalstoniaGMI1000	RS_RS07160	RS_RS07160		DUF4124 domain-containing protein	-0.167	-0.055	-0.036	0.173	0.147	0.101	-0.044
RalstoniaGMI1000	RS_RS07165	RS_RS07165		EamA/RhaT family transporter	0.029	0.104	-0.062	0.120	0.361	0.055	0.135
RalstoniaGMI1000	RS_RS07175	RS_RS07175		hypothetical protein	-0.091	-0.019	0.286	-0.002	0.676	0.262	-0.262
RalstoniaGMI1000	RS_RS07210	RS_RS07210		ribbon-helix-helix protein, CopG family	0.205	-0.546	-0.469	-0.282	-1.523	1.022	0.282
RalstoniaGMI1000	RS_RS07215	RS_RS07215		hypothetical protein	0.394	-0.117	-0.544	0.383	0.400	0.412	-0.512
RalstoniaGMI1000	RS_RS07250	RS_RS07250		pca operon transcription factor PcaQ	0.132	0.707	-0.051	0.187	-0.453	-0.516	-0.021
RalstoniaGMI1000	RS_RS07255	RS_RS07255		protocatechuate 3,4-dioxygenase subunit beta	0.055	-0.012	0.069	0.124	0.236	0.243	0.135
RalstoniaGMI1000	RS_RS07260	RS_RS07260		protocatechuate 3,4-dioxygenase subunit alpha	0.082	-0.018	0.136	0.092	0.061	0.188	0.053
RalstoniaGMI1000	RS_RS07265	RS_RS07265		RNA 2',3'-cyclic phosphodiesterase	0.038	0.305	0.005	-0.391	-0.008	-0.131	-0.128
RalstoniaGMI1000	RS_RS07270	RS_RS07270		DsbA family protein	0.272	0.270	-0.204	0.090	0.100	-0.029	0.120
RalstoniaGMI1000	RS_RS07275	RS_RS07275		MFS transporter	0.020	0.613	0.119	0.111	0.079	0.258	0.189
RalstoniaGMI1000	RS_RS07280	RS_RS07280		type II toxin-antitoxin system HipA family toxin	-0.287	0.134	0.098	-0.583	-0.240	0.375	-0.135
RalstoniaGMI1000	RS_RS07290	RS_RS07290		2-methylisocitrate lyase	-0.024	0.539	0.011	0.333	0.297	0.059	0.170
RalstoniaGMI1000	RS_RS07295	RS_RS07295		7-carboxy-7-deazaguanine synthase	-1.208	-1.951	-2.226	-1.912	-2.259	-0.862	-0.446
RalstoniaGMI1000	RS_RS07315	RS_RS07315		ABC-F family ATPase	0.146	-0.222	0.181	-0.213	0.372	-0.102	0.044
RalstoniaGMI1000	RS_RS07325	RS_RS07325		hypothetical protein	0.391	0.109	-0.009	0.054	-0.172	-0.462	-0.526
RalstoniaGMI1000	RS_RS07330	RS_RS07330		aldehyde dehydrogenase family protein	-0.158	0.416	0.119	-0.042	0.079	0.322	0.130
RalstoniaGMI1000	RS_RS07340	RS_RS07340		glycoside hydrolase family 15 protein	0.075	0.033	-0.047	0.113	0.189	0.105	0.036
RalstoniaGMI1000	RS_RS07345	RS_RS07345		DUF2252 domain-containing protein	0.045	-0.614	0.539	-0.216	-0.123	-0.214	-0.022
RalstoniaGMI1000	RS_RS07355	RS_RS07355		MgtC/SapB family protein	-0.097	-0.691	0.092	-0.788	-0.499	-0.085	-0.514
RalstoniaGMI1000	RS_RS07360	RS_RS07360		hypothetical protein	0.049	0.401	-0.261	-0.186	-0.143	0.196	0.231
RalstoniaGMI1000	RS_RS07365	RS_RS07365		hypothetical protein	0.190	0.365	0.053	-0.078	0.046	-0.069	-0.232
RalstoniaGMI1000	RS_RS07370	RS_RS07370		carbon monoxide dehydrogenase	0.083	-2.405	0.498	0.037	-0.248	0.001	0.304
RalstoniaGMI1000	RS_RS07375	RS_RS07375		VWA domain-containing protein	-0.028	0.325	-0.124	-0.671	-0.251	0.331	0.082
RalstoniaGMI1000	RS_RS07380	RS_RS07380		MoxR family ATPase	0.066	-0.205	0.137	-0.027	-0.120	0.489	-0.058
RalstoniaGMI1000	RS_RS07385	RS_RS07385		xanthine dehydrogenase family protein subunit M	-0.340	0.613	-0.369	-0.171	-0.153	0.443	0.198
RalstoniaGMI1000	RS_RS07390	RS_RS07390		xanthine dehydrogenase family protein molybdopterin-binding subunit	0.077	0.130	0.152	0.057	0.026	-0.060	-0.079
RalstoniaGMI1000	RS_RS07395	RS_RS07395		(2Fe-2S)-binding protein	-0.551	0.585	0.404	-0.252	0.101	-0.503	-0.093
RalstoniaGMI1000	RS_RS07400	RS_RS07400		hypothetical protein	-0.051	0.263	0.055	-0.226	-0.104	-0.144	-0.123
RalstoniaGMI1000	RS_RS07405	RS_RS07405		LysR family transcriptional regulator	-0.165	-1.734	-0.238	0.043	0.367	0.815	-0.030
RalstoniaGMI1000	RS_RS07410	RS_RS07410		MFS transporter	-0.087	0.407	-0.056	0.020	0.246	-0.060	0.066
RalstoniaGMI1000	RS_RS07420	RS_RS07420		hypothetical protein	-0.023	-0.232	0.181	-0.285	-0.067	0.290	0.146
RalstoniaGMI1000	RS_RS07425	RS_RS07425		penicillin-binding protein	-0.032	0.011	-0.020	0.139	-0.046	-0.135	-0.147
RalstoniaGMI1000	RS_RS07430	RS_RS07430		adenosylmethionine--8-amino-7-oxononanoate transaminase	-0.089	-0.059	-0.183	-0.142	-0.123	-0.006	-0.064
RalstoniaGMI1000	RS_RS07435	RS_RS07435		8-amino-7-oxononanoate synthase	-0.124	0.279	0.211	0.165	0.348	0.100	-0.009
RalstoniaGMI1000	RS_RS07445	RS_RS07445		hypothetical protein	0.050	0.497	0.332	0.053	0.013	-0.506	-0.081
RalstoniaGMI1000	RS_RS07450	RS_RS07450		hypothetical protein	0.273	-0.327	-0.825	-0.002	0.136	0.175	0.174
RalstoniaGMI1000	RS_RS07455	RS_RS07455		DUF1653 domain-containing protein	0.132	0.437	0.119	0.284	0.118	0.066	-0.017
RalstoniaGMI1000	RS_RS07460	RS_RS07460		hypothetical protein	-0.053	-0.391	-0.174	-0.348	-0.274	-0.352	-0.292
RalstoniaGMI1000	RS_RS07470	RS_RS07470		hypothetical protein	0.174	0.205	-0.014	0.218	-0.274	-0.114	-0.018
RalstoniaGMI1000	RS_RS07475	RS_RS07475		hypothetical protein	0.149	-0.012	-0.290	0.019	-0.032	-0.089	0.217
RalstoniaGMI1000	RS_RS07480	RS_RS07480		hypothetical protein	0.373	0.664	-0.592	-0.040	0.500	0.235	0.329
RalstoniaGMI1000	RS_RS07485	RS_RS07485		hypothetical protein	0.212	-0.362	0.052	0.266	0.117	0.235	0.032
RalstoniaGMI1000	RS_RS07495	RS_RS07495		hypothetical protein	-0.021	-0.026	0.035	-0.001	0.091	0.140	0.094
RalstoniaGMI1000	RS_RS07510	RS_RS07510		DUF4102 domain-containing protein	0.016	-0.202	0.248	0.133	0.239	-0.159	0.030
RalstoniaGMI1000	RS_RS07515	RS_RS07515		hypothetical protein	0.513	0.407	-0.226	0.060	0.023	-0.363	-0.223
RalstoniaGMI1000	RS_RS07520	RS_RS07520		hypothetical protein	0.243	0.157	0.039	0.168	0.128	-0.046	-0.008
RalstoniaGMI1000	RS_RS07525	RS_RS07525		hypothetical protein	-0.222	-0.925	-0.190	-0.119	-0.106	-0.362	-0.164
RalstoniaGMI1000	RS_RS07530	RS_RS07530		hypothetical protein	0.065	0.144	-0.173	-0.093	0.150	-0.102	-0.005
RalstoniaGMI1000	RS_RS07535	RS_RS07535		hypothetical protein	-0.126	-0.311	-0.095	-0.052	0.211	-0.297	0.027
RalstoniaGMI1000	RS_RS07540	RS_RS07540		aldo/keto reductase	-1.074	-1.316	-0.078	-0.576	-1.600	0.305	-0.582
RalstoniaGMI1000	RS_RS07545	RS_RS07545		tyrosinase	0.389	0.352	0.130	-0.165	-0.329	0.166	0.217
RalstoniaGMI1000	RS_RS07550	RS_RS07550		hypothetical protein	0.301	0.098	0.441	-0.194	-0.130	0.481	0.226
RalstoniaGMI1000	RS_RS07555	RS_RS07555		SCO family protein	0.139	0.319	0.027	0.024	-0.169	-0.017	-0.121
RalstoniaGMI1000	RS_RS07560	RS_RS07560		universal stress protein	-0.220	0.373	-0.249	0.298	-0.365	0.288	0.355
RalstoniaGMI1000	RS_RS07565	RS_RS07565		zinc-binding alcohol dehydrogenase family protein	0.068	0.382	0.244	0.009	-0.059	-0.125	-0.172
RalstoniaGMI1000	RS_RS07570	RS_RS07570		DUF2892 domain-containing protein	0.180	-0.128	0.128	0.304	-0.575	0.157	0.172
RalstoniaGMI1000	RS_RS07585	RS_RS07585		conjugal transfer protein TraR	-0.655	0.184	0.274	0.403	0.076	-0.442	-0.466
RalstoniaGMI1000	RS_RS07590	RS_RS07590		DUF1488 domain-containing protein	-0.179	-0.212	0.271	0.341	0.088	0.103	0.061
RalstoniaGMI1000	RS_RS07605	RS_RS07605		hydroxyacylglutathione hydrolase	0.102	-0.140	-0.173	-0.095	-0.215	0.281	0.370
RalstoniaGMI1000	RS_RS07610	RS_RS07610		lytic transglycosylase	-0.193	-0.032	-0.141	-0.110	-0.121	0.118	0.137
RalstoniaGMI1000	RS_RS07615	RS_RS07615		propionate--CoA ligase	0.093	0.259	-0.040	-0.235	-0.074	0.123	0.103
RalstoniaGMI1000	RS_RS07625	RS_RS07625		leucine efflux protein LeuE	-0.548	0.498	0.010	-0.470	0.269	0.017	-0.020
RalstoniaGMI1000	RS_RS07640	RS_RS07640		DUF4149 domain-containing protein	-1.153	-0.716	-0.523	0.212	-0.131	0.613	-1.065
RalstoniaGMI1000	RS_RS07645	RS_RS07645		RNA-binding protein	-0.048	0.683	0.038	0.290	-0.234	-0.543	-0.373
RalstoniaGMI1000	RS_RS07670	RS_RS07670		phosphate ABC transporter substrate-binding protein PstS	0.120	0.063	-0.164	0.102	0.062	0.034	0.009
RalstoniaGMI1000	RS_RS07675	RS_RS07675		phosphate ABC transporter permease subunit PstC	-0.284	0.654	0.480	-0.237	-0.083	0.176	0.169
RalstoniaGMI1000	RS_RS07680	RS_RS07680		phosphate ABC transporter, permease protein PstA	-0.085	-0.904	-0.302	-0.127	0.187	0.046	-0.316
RalstoniaGMI1000	RS_RS07685	RS_RS07685		phosphate ABC transporter ATP-binding protein	0.335	0.068	0.052	-0.648	-0.138	0.002	0.179
RalstoniaGMI1000	RS_RS07690	RS_RS07690		phosphate transport system regulatory protein PhoU	-0.076	0.086	-0.122	-0.081	0.152	-0.289	-0.484
RalstoniaGMI1000	RS_RS07695	RS_RS07695		phosphate regulon transcriptional regulatory protein PhoB	0.064	0.058	0.264	-0.276	-0.291	0.239	-0.343
RalstoniaGMI1000	RS_RS07700	RS_RS07700		phosphate regulon sensor histidine kinase PhoR	0.152	0.619	0.305	0.089	-0.087	-0.117	-0.018
RalstoniaGMI1000	RS_RS07705	RS_RS07705		polyphosphate kinase 1	0.157	0.276	0.099	0.209	0.052	0.117	0.165
RalstoniaGMI1000	RS_RS07710	RS_RS07710		exopolyphosphatase	-0.082	0.059	-0.004	-0.410	0.011	0.167	0.413
RalstoniaGMI1000	RS_RS07715	RS_RS07715		GNAT family N-acetyltransferase	0.038	0.606	0.126	-0.189	-0.063	-0.378	-0.141
RalstoniaGMI1000	RS_RS07730	RS_RS07730		acyltransferase	-0.139	-0.107	0.176	0.019	0.087	-0.100	-0.125
RalstoniaGMI1000	RS_RS07735	RS_RS07735		sulfite exporter TauE/SafE family protein	-0.183	-0.063	1.531	1.089	-0.570	0.469	0.672
RalstoniaGMI1000	RS_RS07740	RS_RS07740		NAD(P)/FAD-dependent oxidoreductase	0.163	0.044	0.096	-0.233	-0.329	-0.091	0.101
RalstoniaGMI1000	RS_RS07745	RS_RS07745		transcriptional regulator	-0.094	-0.022	-0.029	0.043	0.074	0.179	0.028
RalstoniaGMI1000	RS_RS07750	RS_RS07750		MBL fold metallo-hydrolase	-0.242	0.193	0.253	0.017	0.113	-0.131	-0.015
RalstoniaGMI1000	RS_RS07755	RS_RS07755		GGDEF-domain containing protein	0.085	0.035	0.159	0.222	0.153	-0.174	-0.148
RalstoniaGMI1000	RS_RS07765	RS_RS07765		glutamate-1-semialdehyde aminotransferase	0.179	0.187	0.282	-0.042	0.004	-0.171	-0.217
RalstoniaGMI1000	RS_RS07770	RS_RS07770		glutamate-1-semialdehyde aminotransferase	0.386	1.131	-0.605	0.014	-0.432	-0.201	-0.312
RalstoniaGMI1000	RS_RS07775	RS_RS07775		formate acetyltransferase	0.087	0.025	0.182	0.041	-0.042	0.115	0.074
RalstoniaGMI1000	RS_RS07780	RS_RS07780		DUF2278 domain-containing protein	0.157	-0.483	-0.026	0.367	0.499	-0.084	0.026
RalstoniaGMI1000	RS_RS07785	RS_RS07785		hypothetical protein	0.287	-0.233	0.250	-0.047	0.001	-0.481	-0.069
RalstoniaGMI1000	RS_RS07790	RS_RS07790		transposase	-0.039	0.243	-0.170	0.353	-0.141	0.191	0.159
RalstoniaGMI1000	RS_RS07805	RS_RS07805		hypothetical protein	0.030	0.483	0.393	-0.203	-0.276	-0.610	-0.371
RalstoniaGMI1000	RS_RS07810	RS_RS07810		hypothetical protein	0.256	0.036	-0.763	0.287	0.164	-0.734	0.082
RalstoniaGMI1000	RS_RS07820	RS_RS07820		site-specific integrase	-0.015	0.511	0.239	0.024	0.263	-0.160	-0.064
