orgId	locusId	sysName	geneName	desc	set1IT067 Plant=Tomato_cv_Moneymaker; PlantTreatment=None; Sample=Xylem_sap; GrowthSubstrate=calcine_clay; Collection=direct; 1dpi	set1IT070 Plant=Tomato_cv_Moneymaker; PlantTreatment=None; Sample=Xylem_sap; GrowthSubstrate=calcine_clay; Collection=direct; 1dpi	set2IT059 M63_quarter_strength	set2IT062 CPG	set2IT063 M63_quarter_strength	set4IT033 CPG	set4IT034 M63_quarter_strength
RalstoniaGMI1000	RS_RS20000	RS_RS20000		serine protease	0.010	-0.069	-0.031	-0.030	0.057	0.138	0.055
RalstoniaGMI1000	RS_RS20005	RS_RS20005		1,2-phenylacetyl-CoA epoxidase subunit A	0.060	-0.085	0.153	-0.161	0.066	0.034	0.093
RalstoniaGMI1000	RS_RS20010	RS_RS20010		1,2-phenylacetyl-CoA epoxidase subunit B	-0.021	-0.042	-0.214	0.163	-0.195	0.271	0.134
RalstoniaGMI1000	RS_RS20015	RS_RS20015		phenylacetate-CoA oxygenase subunit PaaI	0.004	-0.416	-0.150	0.121	0.221	-0.035	-0.056
RalstoniaGMI1000	RS_RS20020	RS_RS20020		phenylacetate-CoA oxygenase subunit PaaJ	-0.009	0.214	-0.088	-0.034	0.290	-0.049	0.138
RalstoniaGMI1000	RS_RS20025	RS_RS20025		phenylacetate-CoA oxygenase/reductase subunit PaaK	-0.279	0.090	0.078	0.026	0.108	0.347	0.334
RalstoniaGMI1000	RS_RS20030	RS_RS20030		hypothetical protein	0.097	0.180	-0.051	-0.192	0.017	-0.117	-0.026
RalstoniaGMI1000	RS_RS20035	RS_RS20035		DUF2322 domain-containing protein	0.237	0.543	-0.188	-0.161	-0.326	0.231	0.433
RalstoniaGMI1000	RS_RS20040	RS_RS20040		MFS transporter	0.014	-0.151	0.084	-0.139	-0.009	-0.075	0.170
RalstoniaGMI1000	RS_RS20045	RS_RS20045		DUF2784 domain-containing protein	-0.050	-0.018	-0.478	-0.255	0.030	0.042	0.170
RalstoniaGMI1000	RS_RS20050	RS_RS20050		TetR/AcrR family transcriptional regulator	0.105	0.043	-0.150	0.047	-0.114	0.005	0.112
RalstoniaGMI1000	RS_RS20055	RS_RS20055		5,6-dimethylbenzimidazole synthase	-0.065	0.308	-0.236	0.409	0.249	0.081	-0.295
RalstoniaGMI1000	RS_RS20060	RS_RS20060		cobyrinate a,c-diamide synthase	-0.165	-0.051	-0.019	0.038	-0.034	0.295	0.256
RalstoniaGMI1000	RS_RS20065	RS_RS20065		cob(I)yrinic acid a,c-diamide adenosyltransferase	-0.253	-0.387	0.018	-0.170	-0.154	0.113	-0.060
RalstoniaGMI1000	RS_RS20070	RS_RS20070		GTP-binding protein	-0.151	-0.240	0.189	0.017	-0.364	-0.251	0.069
RalstoniaGMI1000	RS_RS20075	RS_RS20075		bifunctional precorrin-3 methyltransferase/precorrin-6x reductase	-0.300	-0.305	-0.054	-0.499	-0.189	-0.019	0.110
RalstoniaGMI1000	RS_RS20080	RS_RS20080		cobalamin biosynthesis protein CbiG	-0.478	-0.410	0.073	-0.119	-0.266	-0.212	-0.349
RalstoniaGMI1000	RS_RS20085	RS_RS20085		precorrin-4 C(11)-methyltransferase	-0.515	-0.647	0.226	-0.328	-0.017	-0.018	-0.024
RalstoniaGMI1000	RS_RS20090	RS_RS20090		precorrin-2 C(20)-methyltransferase	-0.322	-0.149	-0.063	-0.050	0.118	0.259	-0.013
RalstoniaGMI1000	RS_RS20095	RS_RS20095		cobalt-precorrin-5B (C(1))-methyltransferase	-0.276	-0.428	-0.029	0.174	0.054	-0.371	-0.079
RalstoniaGMI1000	RS_RS20100	RS_RS20100		membrane protein	-0.343	0.291	-0.151	-0.131	0.196	0.193	0.307
RalstoniaGMI1000	RS_RS20105	RS_RS20105		cobalt-precorrin-7 (C(5))-methyltransferase	-0.351	-0.257	-0.230	0.030	-0.243	-0.301	-0.445
RalstoniaGMI1000	RS_RS20110	RS_RS20110		VWA domain-containing protein	-0.213	-0.367	-0.182	0.139	0.118	-0.070	-0.028
RalstoniaGMI1000	RS_RS20115	RS_RS20115		cobaltochelatase	-0.257	-0.259	-0.018	-0.025	-0.090	0.036	-0.069
RalstoniaGMI1000	RS_RS20120	RS_RS20120		ferredoxin protein	-0.089	0.534	-0.819	0.188	-0.227	0.720	-0.069
RalstoniaGMI1000	RS_RS20125	RS_RS20125		HoxN/HupN/NixA family nickel/cobalt transporter	-0.403	-0.207	0.005	0.186	0.270	-0.189	-0.137
RalstoniaGMI1000	RS_RS20130	RS_RS20130		type VI secretion system tip protein VgrG	0.048	-0.124	-0.131	-0.049	0.015	0.002	0.070
RalstoniaGMI1000	RS_RS20135	RS_RS20135		phospholipase	0.019	-0.177	-0.109	-0.087	-0.002	-0.142	-0.025
RalstoniaGMI1000	RS_RS20140	RS_RS20140		sel1 repeat family protein	-0.066	0.012	-0.055	-0.145	-0.013	-0.054	0.071
RalstoniaGMI1000	RS_RS20145	RS_RS20145		PAAR domain-containing protein	0.285	-0.040	0.226	-0.837	-0.365	-0.292	0.072
RalstoniaGMI1000	RS_RS20150	RS_RS20150		hypothetical protein	0.061	-0.100	-0.289	-0.087	-0.057	0.144	0.080
RalstoniaGMI1000	RS_RS20155	RS_RS20155		lipopolysaccharide heptosyltransferase I	-0.072	-0.252	-0.052	-0.000	0.185	0.051	-0.119
RalstoniaGMI1000	RS_RS20160	RS_RS20160		acyltransferase	-0.006	-0.089	-0.072	-0.043	0.096	-0.042	0.016
RalstoniaGMI1000	RS_RS20165	RS_RS20165		RNA polymerase subunit sigma-24	-0.021	0.400	0.013	-0.060	0.124	0.219	0.193
RalstoniaGMI1000	RS_RS20170	RS_RS20170		YciI family protein	-0.016	-0.178	0.258	-0.253	-0.019	-0.004	0.088
RalstoniaGMI1000	RS_RS20175	RS_RS20175		cyclic peptide export ABC transporter	-0.018	-0.333	0.063	0.111	-0.018	0.039	-0.025
RalstoniaGMI1000	RS_RS20180	RS_RS20180		MBL fold metallo-hydrolase	0.030	0.083	-0.031	0.007	0.090	0.052	-0.032
RalstoniaGMI1000	RS_RS20185	RS_RS20185		hybrid non-ribosomal peptide synthetase/type I polyketide synthase	-0.017	-0.012	-0.024	0.007	-0.005	0.094	0.040
RalstoniaGMI1000	RS_RS20190	RS_RS20190		non-ribosomal peptide synthetase	0.043	0.092	-0.008	0.025	-0.062	0.072	0.008
RalstoniaGMI1000	RS_RS20195	RS_RS20195		hypothetical protein	0.239	-0.354	0.505	0.155	-0.061	0.161	-0.246
RalstoniaGMI1000	RS_RS20205	RS_RS20205		Lrp/AsnC family transcriptional regulator	-0.008	0.240	-0.151	0.133	0.130	0.136	-0.003
RalstoniaGMI1000	RS_RS20210	RS_RS20210		aminocyclopropane-1-carboxylate deaminase/D-cysteine desulfhydrase family protein	0.143	0.355	0.024	0.024	0.149	-0.021	-0.245
RalstoniaGMI1000	RS_RS20215	RS_RS20215		enoyl-CoA hydratase/isomerase family protein	-0.197	0.323	0.268	0.087	-0.089	0.030	-0.168
RalstoniaGMI1000	RS_RS20225	RS_RS20225		3-hydroxyisobutyrate dehydrogenase	-0.024	0.173	0.004	0.419	0.104	-0.399	-0.191
RalstoniaGMI1000	RS_RS20230	RS_RS20230		methylmalonate-semialdehyde dehydrogenase (CoA acylating)	-0.414	-0.292	-0.100	-0.180	-0.002	-0.451	-0.434
RalstoniaGMI1000	RS_RS20235	RS_RS20235		AMP-dependent synthetase	-0.013	-0.214	-0.020	-0.230	0.031	-0.193	-0.124
RalstoniaGMI1000	RS_RS20240	RS_RS20240		acyl-CoA dehydrogenase	0.445	-0.285	0.365	-0.175	-0.033	0.313	0.613
RalstoniaGMI1000	RS_RS20245	RS_RS20245		AraC family transcriptional regulator	-0.046	-0.028	0.010	0.014	-0.095	0.209	-0.021
RalstoniaGMI1000	RS_RS20250	RS_RS20250		two-component sensor histidine kinase	-0.080	0.026	0.072	-0.057	0.146	0.054	0.213
RalstoniaGMI1000	RS_RS20255	RS_RS20255		DNA-binding response regulator	-0.072	0.892	0.266	0.168	-0.153	-1.222	-0.423
RalstoniaGMI1000	RS_RS20260	RS_RS20260		copper resistance system multicopper oxidase	0.087	-0.005	0.198	-0.276	-0.143	-0.030	0.069
RalstoniaGMI1000	RS_RS20265	RS_RS20265		copper resistance protein B	-0.088	-0.025	-0.097	0.230	0.113	0.162	0.025
RalstoniaGMI1000	RS_RS20270	RS_RS20270		copper resistance protein C	-0.165	0.460	0.517	0.040	0.200	0.278	0.206
RalstoniaGMI1000	RS_RS20275	RS_RS20275		copper resistance protein CopD	0.148	0.025	0.114	-0.038	0.231	-0.286	-0.288
RalstoniaGMI1000	RS_RS20280	RS_RS20280		porin	0.021	-0.057	-0.031	-0.001	0.047	0.200	0.087
RalstoniaGMI1000	RS_RS20285	RS_RS20285		hydrolase	-0.047	-0.244	-0.092	-0.158	0.058	0.137	0.144
RalstoniaGMI1000	RS_RS20290	RS_RS20290		LysR family transcriptional regulator	-0.238	-0.353	0.015	-0.330	-0.177	0.353	0.741
RalstoniaGMI1000	RS_RS20295	RS_RS20295		MFS transporter	-0.101	0.194	-0.297	0.021	-0.083	0.096	-0.085
RalstoniaGMI1000	RS_RS20300	RS_RS20300		transcriptional regulator	0.053	0.128	-0.000	-0.029	-0.138	-0.025	0.307
RalstoniaGMI1000	RS_RS20305	RS_RS20305		magnesium and cobalt transport protein CorA	-0.106	0.203	-0.114	-0.031	-0.005	0.031	0.116
RalstoniaGMI1000	RS_RS20310	RS_RS20310		DNA-3-methyladenine glycosylase I	0.073	-0.032	-0.279	0.280	-0.072	0.165	0.162
RalstoniaGMI1000	RS_RS20315	RS_RS20315		MFS transporter	-0.077	0.155	-0.116	-0.122	-0.060	-0.035	0.138
RalstoniaGMI1000	RS_RS20320	RS_RS20320		DUF2520 domain-containing protein	-0.144	-0.750	-0.049	0.032	-0.209	-0.180	-0.029
RalstoniaGMI1000	RS_RS20325	RS_RS20325		RND transporter	0.051	0.060	0.153	0.058	0.042	0.086	0.045
RalstoniaGMI1000	RS_RS20330	RS_RS20330		AcrB/AcrD/AcrF family protein	0.033	0.135	-0.095	0.015	0.038	-0.074	-0.108
RalstoniaGMI1000	RS_RS20340	RS_RS20340		GALA protein	0.105	0.264	-0.091	-0.063	-0.110	0.105	0.219
RalstoniaGMI1000	RS_RS20345	RS_RS20345		curli production assembly protein CsgG	-0.135	-0.172	0.016	-0.183	-0.246	-0.040	0.027
RalstoniaGMI1000	RS_RS20350	RS_RS20350		DUF4810 domain-containing protein	-0.091	-0.017	-0.116	-0.041	0.049	0.125	0.180
RalstoniaGMI1000	RS_RS20355	RS_RS20355		hypothetical protein	0.125	-0.250	-0.143	-0.019	0.032	-0.154	-0.017
RalstoniaGMI1000	RS_RS20360	RS_RS20360		5-methyltetrahydropteroyltriglutamate-- homocysteine methyltransferase	0.076	-0.748	-0.030	-0.049	0.014	-0.005	0.122
RalstoniaGMI1000	RS_RS20365	RS_RS20365		LysR family transcriptional regulator	0.049	-0.884	0.028	-0.067	-0.015	-0.065	-0.203
RalstoniaGMI1000	RS_RS20370	RS_RS20370		pyridoxamine 5'-phosphate oxidase	-0.336	-0.065	0.405	-0.174	0.246	-0.239	0.016
RalstoniaGMI1000	RS_RS20375	RS_RS20375		diaminopimelate decarboxylase	0.010	-0.213	0.039	0.051	0.083	0.020	0.149
RalstoniaGMI1000	RS_RS20380	RS_RS20380		indole-3-glycerol phosphate synthase 2	-1.035	-0.032	0.173	0.368	0.797	0.316	-0.165
RalstoniaGMI1000	RS_RS20385	RS_RS20385		Anthranilate phosphoribosyltransferase 2	0.037	0.208	0.145	0.089	0.151	0.284	0.057
RalstoniaGMI1000	RS_RS20390	RS_RS20390		NADH:flavin oxidoreductase	-0.105	-0.112	0.105	-0.039	-0.047	-0.007	0.024
RalstoniaGMI1000	RS_RS20395	RS_RS20395		YggS family pyridoxal phosphate-dependent enzyme	0.151	0.109	0.118	0.051	-0.091	-0.051	-0.196
RalstoniaGMI1000	RS_RS20400	RS_RS20400		hypothetical protein	0.055	0.046	0.076	-0.016	0.115	0.298	0.794
RalstoniaGMI1000	RS_RS20405	RS_RS20405		EamA/RhaT family transporter	-0.087	-0.411	-1.095	-0.080	-1.099	0.104	-0.967
RalstoniaGMI1000	RS_RS20410	RS_RS20410		AraC family transcriptional regulator	-0.397	-0.389	0.319	-0.022	-0.071	-0.141	-0.322
RalstoniaGMI1000	RS_RS20415	RS_RS20415		acyl-CoA dehydrogenase	0.211	0.328	-0.061	-0.036	-0.032	-0.055	0.150
RalstoniaGMI1000	RS_RS20420	RS_RS20420		DUF2165 domain-containing protein	0.093	0.310	-0.014	0.298	0.287	-0.201	-0.314
RalstoniaGMI1000	RS_RS20425	RS_RS20425		FMN-binding negative transcriptional regulator	0.140	0.161	0.098	0.250	-0.168	0.293	0.277
RalstoniaGMI1000	RS_RS20430	RS_RS20430		fumarylacetoacetase	-0.090	-0.288	-0.042	-0.106	-0.027	-0.020	0.116
RalstoniaGMI1000	RS_RS20435	RS_RS20435		homogentisate 1,2-dioxygenase	0.024	-0.295	-0.194	-0.114	-0.279	-0.130	-0.085
RalstoniaGMI1000	RS_RS20440	RS_RS20440		LysR family transcriptional regulator	-0.179	0.137	0.051	-0.028	0.039	-0.115	0.017
RalstoniaGMI1000	RS_RS20445	RS_RS20445		VOC family protein	0.036	0.344	-0.211	-0.031	0.012	-0.085	-0.107
RalstoniaGMI1000	RS_RS20450	RS_RS20450		Tryptophan 2,3-dioxygenase 2	0.077	0.059	-0.127	0.046	-0.068	-0.190	-0.122
RalstoniaGMI1000	RS_RS20455	RS_RS20455		hypothetical protein	0.091	0.173	0.063	-0.072	-0.154	-0.160	-0.351
RalstoniaGMI1000	RS_RS20460	RS_RS20460		aminotransferase class V-fold PLP-dependent enzyme	-0.098	-0.019	-0.001	-0.288	-0.606	0.567	0.523
RalstoniaGMI1000	RS_RS20465	RS_RS20465		KR domain-containing protein	-0.067	-0.120	0.162	-0.027	0.013	-0.217	-0.123
RalstoniaGMI1000	RS_RS20470	RS_RS20470		pyridoxal phosphate-dependent aminotransferase	-0.059	0.007	-0.036	-0.099	0.020	0.015	0.027
RalstoniaGMI1000	RS_RS20480	RS_RS20480		RNA ligase RtcB family protein	-0.102	0.398	-0.487	0.211	0.146	-0.386	-0.081
RalstoniaGMI1000	RS_RS20485	RS_RS20485		DUF2783 domain-containing protein	-0.329	-4.516	0.457	-0.289	0.359	0.006	0.579
RalstoniaGMI1000	RS_RS20490	RS_RS20490		FAD-dependent oxidoreductase	-0.057	-0.052	0.029	0.080	0.097	0.221	0.198
RalstoniaGMI1000	RS_RS20495	RS_RS20495		MBL fold metallo-hydrolase	0.149	-0.207	0.080	-0.119	-0.024	0.114	-0.011
RalstoniaGMI1000	RS_RS20500	RS_RS20500		IclR family transcriptional regulator	0.081	0.042	0.066	0.194	-0.030	0.185	0.282
RalstoniaGMI1000	RS_RS20505	RS_RS20505		branched-chain amino acid ABC transporter permease	0.119	0.058	-0.020	0.149	0.043	-0.098	-0.188
RalstoniaGMI1000	RS_RS20510	RS_RS20510		metal-dependent hydrolase	-0.153	-0.153	-0.141	0.055	-0.010	-0.136	-0.045
RalstoniaGMI1000	RS_RS20515	RS_RS20515		ABC transporter ATP-binding protein	0.070	0.022	-0.105	0.101	0.134	-0.160	-0.217
RalstoniaGMI1000	RS_RS20520	RS_RS20520		hypothetical protein	-0.136	0.013	-0.012	0.070	0.068	-0.021	-0.128
RalstoniaGMI1000	RS_RS20525	RS_RS20525		cytochrome P450	0.127	0.267	0.031	0.116	0.012	0.004	0.148
RalstoniaGMI1000	RS_RS20530	RS_RS20530		EamA/RhaT family transporter	0.198	0.312	-0.001	0.046	0.069	0.294	0.073
RalstoniaGMI1000	RS_RS20535	RS_RS20535		membrane protein	0.008	-0.282	0.057	0.173	0.249	0.112	-0.189
RalstoniaGMI1000	RS_RS20540	RS_RS20540		DUF1326 domain-containing protein	0.176	-0.345	-0.004	0.069	-0.028	-0.105	-0.138
RalstoniaGMI1000	RS_RS20545	RS_RS20545		GNAT family N-acetyltransferase	-0.344	0.437	0.024	0.088	-0.045	0.109	0.180
RalstoniaGMI1000	RS_RS20550	RS_RS20550		D-amino-acid transaminase	-0.112	-0.170	0.157	-0.059	0.032	-0.071	0.049
RalstoniaGMI1000	RS_RS20555	RS_RS20555		hypothetical protein	-0.056	-0.033	-0.035	-0.147	-0.207	0.047	0.000
RalstoniaGMI1000	RS_RS20560	RS_RS20560		hypothetical protein	0.037	0.503	0.039	0.386	-0.179	0.003	0.038
RalstoniaGMI1000	RS_RS20565	RS_RS20565		diacylglycerol kinase	0.105	-0.027	-0.051	-0.076	-0.088	-0.152	-0.076
RalstoniaGMI1000	RS_RS20570	RS_RS20570		porin	0.005	-0.170	-0.122	0.231	0.080	-0.024	-0.090
RalstoniaGMI1000	RS_RS20575	RS_RS20575		FMN-binding protein	0.001	0.174	0.041	-0.077	0.056	0.107	0.045
RalstoniaGMI1000	RS_RS20580	RS_RS20580		hypothetical protein	-0.003	0.278	-0.007	-0.043	0.108	0.023	-0.002
RalstoniaGMI1000	RS_RS20590	RS_RS20590		radical SAM protein	0.010	0.129	-0.056	-0.104	0.019	-0.008	-0.040
RalstoniaGMI1000	RS_RS20595	RS_RS20595		hypothetical protein	-0.142	-0.017	-0.054	-0.122	-0.110	-0.018	-0.050
RalstoniaGMI1000	RS_RS20600	RS_RS20600		hypothetical protein	-0.066	-0.780	-0.173	-0.040	0.006	-0.131	-0.744
RalstoniaGMI1000	RS_RS20605	RS_RS20605		hypothetical protein	-0.043	-0.107	0.098	-0.096	0.028	0.029	-0.044
RalstoniaGMI1000	RS_RS20610	RS_RS20610		hypothetical protein	0.040	0.019	-0.067	-0.059	-0.126	-0.007	0.062
RalstoniaGMI1000	RS_RS20615	RS_RS20615		sterol desaturase family protein	0.041	0.120	-0.039	-0.154	-0.017	0.132	-0.008
RalstoniaGMI1000	RS_RS20620	RS_RS20620		alpha,alpha-trehalose-phosphate synthase (UDP-forming)	-0.047	-0.173	-0.001	-0.015	0.075	0.105	0.035
RalstoniaGMI1000	RS_RS20625	RS_RS20625		hypothetical protein	-0.004	-0.163	0.136	-0.058	0.018	0.084	0.068
RalstoniaGMI1000	RS_RS20630	RS_RS20630		hypothetical protein	-0.013	-0.067	-0.041	-0.067	-0.080	0.024	0.042
RalstoniaGMI1000	RS_RS20635	RS_RS20635		hypothetical protein	-0.047	-0.037	-0.024	0.041	0.024	0.043	0.170
RalstoniaGMI1000	RS_RS20645	RS_RS20645		type VI secretion protein	-0.102	-0.023	0.070	-0.179	0.107	-0.044	0.030
RalstoniaGMI1000	RS_RS20650	RS_RS20650		type VI secretion system protein ImpK	-0.095	0.285	-0.113	0.078	0.131	-0.052	-0.033
RalstoniaGMI1000	RS_RS20655	RS_RS20655		type VI secretion system baseplate subunit TssK	0.034	0.071	0.098	0.020	-0.161	0.077	0.142
RalstoniaGMI1000	RS_RS20660	RS_RS20660		type VI secretion system lipoprotein TssJ	0.018	0.063	0.002	0.024	0.120	-0.089	-0.066
RalstoniaGMI1000	RS_RS20665	RS_RS20665		hypothetical protein	0.069	-0.378	0.398	0.250	0.168	-0.302	0.324
RalstoniaGMI1000	RS_RS20670	RS_RS20670		type VI secretion system contractile sheath small subunit	0.377	0.010	0.007	0.001	0.249	-0.229	-0.373
RalstoniaGMI1000	RS_RS20675	RS_RS20675		type VI secretion system contractile sheath large subunit	-0.152	0.096	-0.023	-0.042	-0.056	0.130	0.091
RalstoniaGMI1000	RS_RS20680	RS_RS20680		type VI secretion system tube protein Hcp	-0.169	0.303	0.305	-0.047	0.333	-0.021	0.114
RalstoniaGMI1000	RS_RS20685	RS_RS20685		type VI secretion system baseplate subunit TssE	-0.001	-0.316	-0.204	-0.129	-0.115	0.241	-0.106
RalstoniaGMI1000	RS_RS20690	RS_RS20690		type VI secretion system baseplate subunit TssF	0.024	0.204	-0.032	0.129	0.192	0.203	0.134
RalstoniaGMI1000	RS_RS20695	RS_RS20695		type VI secretion system baseplate subunit TssG	-0.034	-0.001	-0.064	0.247	0.075	-0.129	-0.005
RalstoniaGMI1000	RS_RS20700	RS_RS20700		type VI secretion system ATPase TssH	-0.011	0.017	0.054	-0.229	-0.122	-0.069	-0.010
RalstoniaGMI1000	RS_RS20705	RS_RS20705		type VI secretion system tip protein VgrG	-0.007	0.118	-0.030	0.122	0.109	0.055	0.126
RalstoniaGMI1000	RS_RS20710	RS_RS20710		DUF4123 domain-containing protein	-0.066	-0.323	-0.022	0.073	-0.058	0.338	0.345
RalstoniaGMI1000	RS_RS20715	RS_RS20715		hypothetical protein	-0.049	0.085	-0.006	0.011	0.006	-0.038	0.012
RalstoniaGMI1000	RS_RS20725	RS_RS20725		DUF4123 domain-containing protein	0.115	0.363	-0.009	0.114	0.115	0.033	0.112
RalstoniaGMI1000	RS_RS20730	RS_RS20730		hypothetical protein	0.022	0.074	0.094	-0.059	-0.053	-0.029	0.058
RalstoniaGMI1000	RS_RS20735	RS_RS20735		hypothetical protein	-0.030	-0.565	0.091	0.085	-0.187	-0.285	-0.053
RalstoniaGMI1000	RS_RS20740	RS_RS20740		hypothetical protein	0.230	0.214	-0.081	0.173	0.277	0.047	0.086
RalstoniaGMI1000	RS_RS20745	RS_RS20745		glycoside hydrolase family 10 protein	0.022	0.052	-0.083	-0.020	-0.004	0.004	0.064
RalstoniaGMI1000	RS_RS20750	RS_RS20750		type VI secretion system protein TssA	0.006	-0.038	-0.039	0.190	0.100	0.069	0.170
RalstoniaGMI1000	RS_RS20755	RS_RS20755		hypothetical protein	-0.067	-0.026	0.028	-0.096	-0.058	0.025	-0.012
RalstoniaGMI1000	RS_RS20760	RS_RS20760		OmpA family protein	-0.066	0.539	-0.137	-0.119	-0.130	0.045	0.055
RalstoniaGMI1000	RS_RS20765	RS_RS20765		type VI secretion system-associated protein TagF	-0.061	0.113	-0.148	-0.142	-0.144	0.214	0.083
RalstoniaGMI1000	RS_RS20770	RS_RS20770		type VI secretion system membrane subunit TssM	0.012	0.097	0.106	-0.030	0.032	0.083	0.130
RalstoniaGMI1000	RS_RS20775	RS_RS20775		hypothetical protein	-0.304	-0.038	0.239	0.426	0.282	0.313	0.301
RalstoniaGMI1000	RS_RS20785	RS_RS20785		hypothetical protein	-0.007	0.165	-0.009	0.135	0.313	0.239	0.279
RalstoniaGMI1000	RS_RS20790	RS_RS20790		hypothetical protein	0.339	0.388	0.108	0.189	-0.178	0.295	0.427
RalstoniaGMI1000	RS_RS20795	RS_RS20795		DUF2345 domain-containing protein	0.053	0.159	0.198	-0.002	0.110	0.161	0.180
RalstoniaGMI1000	RS_RS20800	RS_RS20800		hypothetical protein	0.026	0.130	0.048	-0.017	-0.118	-0.037	-0.077
RalstoniaGMI1000	RS_RS20810	RS_RS20810		hypothetical protein	0.019	-0.232	-0.279	-0.018	0.023	-0.120	-0.103
RalstoniaGMI1000	RS_RS20830	RS_RS20830		LuxR family transcriptional regulator	-0.018	-0.002	-0.129	0.227	0.173	-0.091	-0.102
RalstoniaGMI1000	RS_RS20835	RS_RS20835		GNAT family N-acetyltransferase	0.101	-0.053	-0.008	-0.161	0.066	-0.145	0.089
RalstoniaGMI1000	RS_RS20840	RS_RS20840		alpha/beta hydrolase	-0.023	-0.316	-0.144	0.038	0.027	0.009	-0.027
RalstoniaGMI1000	RS_RS20845	RS_RS20845		PLP-dependent transferase	0.075	0.350	-0.003	0.029	0.006	0.035	-0.002
RalstoniaGMI1000	RS_RS20850	RS_RS20850		aminoacyl-tRNA synthet	0.093	-0.030	-0.096	-0.036	-0.063	-0.014	0.144
RalstoniaGMI1000	RS_RS20860	RS_RS20860		omega-3 fatty acid desaturase	-0.159	0.030	0.303	0.138	-0.149	-0.131	0.107
RalstoniaGMI1000	RS_RS20865	RS_RS20865		hypothetical protein	-0.142	0.005	-0.084	-0.145	0.082	0.130	0.218
RalstoniaGMI1000	RS_RS20870	RS_RS20870		beta-ketoacyl-ACP synthase	0.125	-1.007	0.028	0.046	0.008	-0.073	-0.039
RalstoniaGMI1000	RS_RS20875	RS_RS20875		membrane protein	0.021	0.096	0.150	0.181	0.133	0.155	0.081
RalstoniaGMI1000	RS_RS20880	RS_RS20880		carbamoyltransferase	-0.138	-0.543	-0.133	-0.150	0.060	0.085	0.052
RalstoniaGMI1000	RS_RS20885	RS_RS20885		iron-containing redox enzyme family protein	0.059	-0.384	-0.077	0.084	-0.167	0.069	0.012
RalstoniaGMI1000	RS_RS20890	RS_RS20890		alpha/beta hydrolase	0.109	0.010	-0.375	0.225	0.020	0.162	0.003
RalstoniaGMI1000	RS_RS20895	RS_RS20895		acyl carrier protein	0.111	0.107	-0.025	0.023	-0.008	-0.204	-0.128
RalstoniaGMI1000	RS_RS20900	RS_RS20900		acyl-CoA desaturase	0.033	-0.411	0.037	-0.052	0.007	0.142	0.106
RalstoniaGMI1000	RS_RS20905	RS_RS20905		hypothetical protein	0.081	-0.293	0.003	0.059	-0.094	0.141	0.142
RalstoniaGMI1000	RS_RS20910	RS_RS20910		pyridoxal phosphate-dependent aminotransferase	0.100	0.116	0.232	0.098	-0.013	-0.061	-0.083
RalstoniaGMI1000	RS_RS20915	RS_RS20915		alpha/beta hydrolase	-0.172	-0.107	0.040	-0.131	-0.241	0.164	0.156
RalstoniaGMI1000	RS_RS20920	RS_RS20920		TetR/AcrR family transcriptional regulator	0.106	-0.242	-0.328	0.077	0.011	0.116	0.260
RalstoniaGMI1000	RS_RS20925	RS_RS20925		MFS transporter	0.020	0.007	0.031	-0.058	-0.170	0.055	0.162
RalstoniaGMI1000	RS_RS20930	RS_RS20930		translesion DNA synthesis-associated protein ImuA	-0.499	-0.163	0.302	-0.431	-0.101	0.060	0.092
RalstoniaGMI1000	RS_RS20935	RS_RS20935		DNA polymerase Y family protein	0.094	0.285	0.100	0.053	0.054	-0.158	-0.099
RalstoniaGMI1000	RS_RS20940	RS_RS20940		error-prone DNA polymerase	-0.083	-0.177	-0.069	0.087	0.068	-0.074	0.060
RalstoniaGMI1000	RS_RS20945	RS_RS20945		XRE family transcriptional regulator	-0.187	-0.226	0.193	-0.331	0.188	0.279	0.436
RalstoniaGMI1000	RS_RS20950	RS_RS20950		anion transporter	0.032	0.098	-0.206	0.027	-0.236	-0.086	0.054
RalstoniaGMI1000	RS_RS20955	RS_RS20955		hypothetical protein	0.471	0.038	0.062	0.215	0.395	0.236	-0.073
RalstoniaGMI1000	RS_RS20960	RS_RS20960		elongation factor G	0.068	0.011	-0.059	-0.109	-0.034	0.051	-0.094
RalstoniaGMI1000	RS_RS20965	RS_RS20965		Crp/Fnr family transcriptional regulator	0.110	0.143	0.035	0.004	0.170	0.102	-0.535
RalstoniaGMI1000	RS_RS20970	RS_RS20970		DUF962 domain-containing protein	0.259	0.122	0.034	-0.055	0.352	0.032	0.022
RalstoniaGMI1000	RS_RS20980	RS_RS20980		membrane protein	-0.088	-0.456	0.149	0.059	0.050	0.132	0.176
RalstoniaGMI1000	RS_RS20990	RS_RS20990		ATP synthase epsilon chain 2	-0.431	-0.030	-0.111	-0.842	-0.118	-0.222	-1.031
RalstoniaGMI1000	RS_RS20995	RS_RS20995		TonB-dependent receptor	-0.143	0.307	-0.058	0.113	-0.086	0.181	0.075
RalstoniaGMI1000	RS_RS21000	RS_RS21000		DUF4154 domain-containing protein	-0.103	1.158	0.039	0.648	-0.194	-0.505	-0.443
RalstoniaGMI1000	RS_RS21005	RS_RS21005		GGDEF-domain containing protein	0.022	0.142	-0.118	-0.238	-0.218	0.103	-0.067
RalstoniaGMI1000	RS_RS21010	RS_RS21010		malate dehydrogenase (quinone)	-0.009	-0.224	-0.018	-0.104	0.040	0.131	0.054
