genus_lower,biome_H_std,ko_per_mb_total_z,disc_per_mb_z
nesterenkonia,0.47142534965435035,0.07707377610536846,0.7549726723026848
nevskia,0.5415517595730027,0.5534952265421046,0.22671096627727502
niastella,0.6530054613877312,-1.3133088076568724,-1.756744265369025
nitratireductor,0.46272532712434317,-0.634410168326759,0.8220407110570203
nitrosomonas,0.5731962891649852,1.81666048675132,1.5647804541774062
nitrosopumilus,0.5271364902373888,-0.5778512870969617,4.170216375515016
nitrososphaera,0.6144504208184313,-0.794126573107908,3.5062729789221336
nitrosospira,0.5389558718662503,1.1870095323174041,1.2332306000308657
nocardia,0.6582685101575604,-1.3091546359227222,-1.0211286601727327
nocardioides,0.6083804081932074,-0.8163532155522434,-0.22247343335080627
nocardiopsis,0.4724233839716921,-1.232045080695308,-0.2230378562398163
nonlabens,0.42026911813790413,0.5451851312378577,0.4498777229848079
nonomuraea,0.6808467858036384,-1.7398873388181093,-1.0154444476373916
nostoc,0.31851831003102204,-1.3858386144586645,-1.380690339497156
noviherbaspirillum,0.6080749474141645,0.03702804945933981,0.06980427989713452
novosphingobium,0.6466324529472472,-0.008721695203308254,0.005392733149511039
oceanicella,0.6635856546978547,0.6779500855536151,0.7569008216214532
oceanicoccus,0.43144264216103473,0.3304765912626403,-0.5819375553181577
oceanisphaera,0.24351331691543984,1.305617127385853,1.7332018953591855
oceanobacillus,0.568096904720069,-0.4477303111622301,0.8069097787069992
ochrobactrum,0.7265480006884963,-0.7094904211729564,0.8971077194242222
odoribacter,0.14326395773848175,-0.9139090813076634,-0.6635743427994275
ohtaekwangia,0.5049666877958766,-0.4741461473867906,-0.7867429103649085
olsenella,0.3318811782376583,-0.7728572537459095,0.3456866036904005
