"response","predictor","n_taxa","lambda","beta","SE","t_stat","p_value","AIC","delta_AIC","r2_pgls","logL"
"biome_H_std","ko_per_mb_total_z",603,0.769721991883686,-0.0228061480459862,0.00609001683314765,-3.74484154491224,0.000197868622797521,-924.302887656969,-11.8842966721077,0.00536773431086257,466.151443828485
"biome_H_std","ko_per_mb_tier1_z",603,0.780373984804012,-0.00637167529978409,0.00539514984789527,-1.18100061711349,0.238069626697087,-911.814485388227,0.604105596634554,-0.0177331494915318,459.907242694114
"biome_H_std","ko_per_mb_tier2_z",603,0.78013810131283,-0.00254983955602348,0.00522100863317686,-0.488380643506418,0.625458389919139,-910.656335503932,1.7622554809293,-0.0119009127079623,459.328167751966
"biome_H_std","abr_per_mb_z",603,0.780005573472854,0.00163185386202095,0.00438844222024345,0.371852648416646,0.710133630005021,-910.555982651176,1.8626083336851,-0.00303843955186012,459.277991325588
