otu_id,domain,phylum,class,order,family,genus
OTU_10248,Bacteria,Patescibacteria,Microgenomatia,Candidatus_Curtissbacteria,Candidatus_Curtissbacteria,Candidatus_Curtissbacteria
OTU_10249,Bacteria,Nitrospirota,Thermodesulfovibrionia,,,
OTU_1025,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,
OTU_10250,Bacteria,Patescibacteria,Microgenomatia,Candidatus_Gottesmanbacteria,Candidatus_Gottesmanbacteria,Candidatus_Gottesmanbacteria
OTU_10251,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NK4A214_group
OTU_10252,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,IMCC26256,IMCC26256
OTU_10253,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria,Parcubacteria,Parcubacteria
OTU_10254,Bacteria,Patescibacteria,Gracilibacteria,,,
OTU_10255,Bacteria,Methylomirabilota,Methylomirabilia,Methylomirabilales,Methylomirabilaceae,Candidatus_Methylomirabilis
OTU_10256,Bacteria,Armatimonadota,,,,
OTU_10257,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,cvE6,cvE6
OTU_10258,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,
OTU_10259,Bacteria,,,,,
OTU_1026,Bacteria,,,,,
OTU_10260,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
OTU_10261,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_10262,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,
OTU_10263,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,
OTU_10264,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,,
OTU_10265,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,,
OTU_10266,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,
OTU_10267,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_10268,Bacteria,SAR324_clade,SAR324_clade,SAR324_clade,SAR324_clade,SAR324_clade
OTU_10269,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
OTU_1027,Bacteria,Patescibacteria,Parcubacteria,,,
OTU_10270,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NK4A214_group
OTU_10271,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Wolfebacteria,Candidatus_Wolfebacteria,Candidatus_Wolfebacteria
OTU_10272,Bacteria,MBNT15,MBNT15,MBNT15,MBNT15,MBNT15
OTU_10273,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,Woesearchaeales,Woesearchaeales
OTU_10274,Bacteria,Desulfobacterota,Desulfobacteria,Desulfatiglandales,Desulfatiglandaceae,Desulfatiglans
OTU_10275,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_10276,Bacteria,Proteobacteria,Gammaproteobacteria,,,
OTU_10277,Bacteria,Chloroflexi,,,,
OTU_10278,Bacteria,,,,,
OTU_10279,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,
OTU_1028,Bacteria,Patescibacteria,Gracilibacteria,Candidatus_Peribacteria,Candidatus_Peribacteria,Candidatus_Peribacteria
OTU_10280,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,
OTU_10281,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_10282,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,,
OTU_10283,Bacteria,Patescibacteria,ABY1,Candidatus_Falkowbacteria,Candidatus_Falkowbacteria,Candidatus_Falkowbacteria
OTU_10284,Archaea,Micrarchaeota,Micrarchaeia,Micrarchaeales,Micrarchaeales,Candidatus_Micrarchaeum
OTU_10285,Bacteria,Chloroflexi,,,,
OTU_10286,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Ahniella
OTU_10287,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae
OTU_10288,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
OTU_10289,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20
OTU_1029,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Azambacteria,Candidatus_Azambacteria,Candidatus_Azambacteria
OTU_10290,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,
OTU_10291,Archaea,Micrarchaeota,Micrarchaeia,Micrarchaeales,Micrarchaeales,Micrarchaeales
OTU_10292,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,
OTU_10293,Bacteria,Proteobacteria,Gammaproteobacteria,,,
OTU_10294,Bacteria,Proteobacteria,Gammaproteobacteria,BD72BR169,BD72BR169,BD72BR169
OTU_10295,Bacteria,Elusimicrobiota,Elusimicrobia,MVP-88,MVP-88,MVP-88
OTU_10296,Bacteria,Proteobacteria,Alphaproteobacteria,Ferrovibrionales,Ferrovibrionales,
OTU_10297,Bacteria,Elusimicrobiota,Elusimicrobia,Lineage_IV,Lineage_IV,Lineage_IV
OTU_10298,Bacteria,,,,,
OTU_10299,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Yanofskybacteria,Candidatus_Yanofskybacteria,Candidatus_Yanofskybacteria
OTU_103,Bacteria,,,,,
OTU_1030,Bacteria,Patescibacteria,ABY1,,,
OTU_10300,Bacteria,Patescibacteria,ABY1,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria
OTU_10301,Bacteria,Proteobacteria,Gammaproteobacteria,,,
OTU_10302,Bacteria,WOR-1,WOR-1,WOR-1,WOR-1,WOR-1
OTU_10303,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulforegulaceae,Desulforegula
OTU_10304,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas
OTU_10305,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,Aminicenantales,Aminicenantales
OTU_10306,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,RBG-13-54-9,RBG-13-54-9
OTU_10307,Bacteria,Patescibacteria,ABY1,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria
OTU_10308,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophales,Omnitrophales
OTU_10309,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,IMCC26256,IMCC26256
OTU_1031,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,
OTU_10310,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,
OTU_10311,Bacteria,,,,,
OTU_10312,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,
OTU_10313,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,
OTU_10314,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,
OTU_10315,Bacteria,Patescibacteria,ABY1,Candidatus_Komeilibacteria,Candidatus_Komeilibacteria,Candidatus_Komeilibacteria
OTU_10316,Bacteria,Proteobacteria,Gammaproteobacteria,,,
OTU_10317,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,
OTU_10318,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,
OTU_10319,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,BIrii41
OTU_1032,Bacteria,Nitrospirota,Thermodesulfovibrionia,,,
OTU_10320,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
OTU_10321,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophales,Omnitrophales
OTU_10322,Bacteria,Patescibacteria,Parcubacteria,,,
OTU_10323,Bacteria,Chloroflexi,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66
OTU_10324,Bacteria,Patescibacteria,Parcubacteria,,,
OTU_10325,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
OTU_10326,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
OTU_10327,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,Woesearchaeales,Woesearchaeales
OTU_10328,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Lenti-02,Lenti-02
OTU_10329,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Thiomonas
OTU_1033,Bacteria,Patescibacteria,Microgenomatia,Candidatus_Pacebacteria,Candidatus_Pacebacteria,Candidatus_Pacebacteria
OTU_10330,Bacteria,Patescibacteria,Microgenomatia,Candidatus_Woesebacteria,Candidatus_Woesebacteria,Candidatus_Woesebacteria
OTU_10331,Bacteria,Planctomycetota,Planctomycetes,,,
OTU_10332,Bacteria,Patescibacteria,Microgenomatia,Candidatus_Collierbacteria,Candidatus_Collierbacteria,Candidatus_Collierbacteria
OTU_10333,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,,
OTU_10334,Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales,Gastranaerophilales,Gastranaerophilales
OTU_10335,Bacteria,Patescibacteria,Parcubacteria,,,
OTU_10336,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Polycyclovorans
OTU_10337,Bacteria,Elusimicrobiota,Elusimicrobia,Lineage_IV,Lineage_IV,Lineage_IV
OTU_10338,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_10339,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria,Parcubacteria,Parcubacteria
OTU_1034,Bacteria,,,,,
OTU_10340,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
OTU_10341,Bacteria,Patescibacteria,Microgenomatia,Candidatus_Curtissbacteria,Candidatus_Curtissbacteria,Candidatus_Curtissbacteria
OTU_10342,Bacteria,Acidobacteriota,Acidobacteriae,Elev-16S-1166,Elev-16S-1166,Elev-16S-1166
OTU_10343,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1
OTU_10344,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Brennerbacteria,Candidatus_Brennerbacteria,Candidatus_Brennerbacteria
OTU_10345,Bacteria,Patescibacteria,ABY1,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria
OTU_10346,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20
OTU_10347,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,
OTU_10348,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,
OTU_10349,Bacteria,Acidobacteriota,Holophagae,Subgroup_7,Subgroup_7,Subgroup_7
OTU_1035,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga
OTU_10350,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast
OTU_10351,Bacteria,,,,,
OTU_10352,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Brennerbacteria,Candidatus_Brennerbacteria,Candidatus_Brennerbacteria
OTU_10353,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,
OTU_10354,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_,Absconditabacteriales_,Absconditabacteriales_
OTU_10355,Bacteria,Zixibacteria,Zixibacteria,Zixibacteria,Zixibacteria,Zixibacteria
OTU_10356,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria
OTU_10357,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sulfuricellaceae,Ferritrophicum
OTU_10358,Bacteria,,,,,
OTU_10359,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadales,Armatimonadales
OTU_1036,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonadaceae
OTU_10360,Bacteria,Proteobacteria,Gammaproteobacteria,,,
OTU_10361,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
OTU_10362,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula
OTU_10363,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,
OTU_10364,Bacteria,Dependentiae,Babeliae,Babeliales,Babeliales,Babeliales
OTU_10365,Bacteria,,,,,
OTU_10366,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,
OTU_10367,Bacteria,,,,,
OTU_10368,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
OTU_10369,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10
OTU_1037,Bacteria,Patescibacteria,Parcubacteria,,,
OTU_10370,Bacteria,Patescibacteria,Microgenomatia,Candidatus_Pacebacteria,Candidatus_Pacebacteria,Candidatus_Pacebacteria
OTU_10371,Bacteria,,,,,
OTU_10372,Bacteria,Myxococcota,Polyangia,mle1-27,mle1-27,mle1-27
OTU_10373,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophales,Omnitrophales
OTU_10374,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group
OTU_10375,Bacteria,Patescibacteria,Gracilibacteria,,,
OTU_10376,Bacteria,Patescibacteria,Gracilibacteria,,,
OTU_10377,Bacteria,Planctomycetota,OM190,OM190,OM190,OM190
OTU_10378,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophales,Omnitrophales
OTU_10379,Bacteria,Dependentiae,Babeliae,Babeliales,,
OTU_1038,Bacteria,Spirochaetota,MVP-15,MVP-15,MVP-15,MVP-15
OTU_10380,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum
OTU_10381,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,
OTU_10382,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,,
OTU_10383,Bacteria,,,,,
OTU_10384,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter
OTU_10385,Bacteria,Proteobacteria,Gammaproteobacteria,,,
OTU_10386,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
OTU_10387,Bacteria,Elusimicrobiota,Elusimicrobia,Lineage_IV,Lineage_IV,Lineage_IV
OTU_10388,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,,
OTU_10389,Bacteria,Proteobacteria,Alphaproteobacteria,,,
OTU_1039,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,IheB3-7
OTU_10390,Bacteria,,,,,
OTU_10391,Bacteria,Chloroflexi,Dehalococcoidia,S085,S085,S085
OTU_10392,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Adlerbacteria,Candidatus_Adlerbacteria,Candidatus_Adlerbacteria
OTU_10393,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,
OTU_10394,Bacteria,Patescibacteria,ABY1,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria
OTU_10395,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,Woesearchaeales,Woesearchaeales
OTU_10396,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,
OTU_10397,Bacteria,Planctomycetota,vadinHA49,vadinHA49,vadinHA49,vadinHA49
OTU_10398,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,
OTU_10399,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus
OTU_104,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Rheinheimera
OTU_1040,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_10400,Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,PLTA13,PLTA13
OTU_10401,Bacteria,Proteobacteria,Alphaproteobacteria,,,
OTU_10402,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Nomurabacteria,Candidatus_Nomurabacteria,Candidatus_Nomurabacteria
OTU_10403,Bacteria,Proteobacteria,Alphaproteobacteria,,,
OTU_10404,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,
OTU_10405,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,
OTU_10406,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
OTU_10407,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,
OTU_10408,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,
OTU_10409,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
OTU_1041,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,
OTU_10410,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
OTU_10411,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Ferribacterium
OTU_10412,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Herminiimonas
OTU_10413,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,
OTU_10414,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,
OTU_10415,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,
OTU_10416,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,
OTU_10417,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,
OTU_10418,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,
OTU_10419,Bacteria,Proteobacteria,Gammaproteobacteria,,,
OTU_1042,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
OTU_10420,Bacteria,,,,,
OTU_10421,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,
OTU_10422,Bacteria,Firmicutes,Clostridia,Oscillospirales,,
OTU_10423,Bacteria,Firmicutes,Clostridia,Clostridiales,Caloramatoraceae,Fonticella
OTU_10424,Bacteria,Firmicutes,Clostridia,Clostridia,Hungateiclostridiaceae,Ruminiclostridium
OTU_10425,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
OTU_10426,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,Hydrogenedensaceae
OTU_10427,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
OTU_10428,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadales,Saccharimonadales
OTU_10429,Bacteria,Patescibacteria,Gracilibacteria,Candidatus_Peribacteria,Candidatus_Peribacteria,Candidatus_Peribacteria
OTU_1043,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
OTU_10430,Bacteria,Proteobacteria,Gammaproteobacteria,,,
OTU_10431,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,WCHB1-41,WCHB1-41
OTU_10432,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Candidatus_Protochlamydia
OTU_10433,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,Kapabacteriales,Kapabacteriales
OTU_10434,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,Syntrophaceae,Syntrophus
OTU_10435,Bacteria,,,,,
OTU_10436,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
OTU_10437,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
OTU_10438,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42
OTU_10439,Bacteria,Chloroflexi,Anaerolineae,SJA-15,SJA-15,SJA-15
OTU_1044,Bacteria,Elusimicrobiota,Elusimicrobia,Lineage_IV,Lineage_IV,Lineage_IV
OTU_10440,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,
OTU_10441,Bacteria,,,,,
OTU_10442,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,,
OTU_10443,Bacteria,Dependentiae,Babeliae,Babeliales,,
OTU_10444,Bacteria,Zixibacteria,Zixibacteria,Zixibacteria,Zixibacteria,Zixibacteria
OTU_10445,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,
OTU_10446,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum
OTU_10447,Bacteria,Patescibacteria,Gracilibacteria,Candidatus_Peregrinibacteria,Candidatus_Peregrinibacteria,Candidatus_Peregrinibacteria
OTU_10448,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,,
OTU_10449,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
OTU_1045,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,,
OTU_10450,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,
OTU_10451,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,Woesearchaeales,Woesearchaeales
OTU_10452,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,Methylacidiphilaceae,
OTU_10453,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
OTU_10454,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45
OTU_10455,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,
OTU_10456,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobiaceae
OTU_10457,Bacteria,Bacteroidota,SJA-28,SJA-28,SJA-28,SJA-28
OTU_10458,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas
OTU_10459,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonadaceae
OTU_1046,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Vogelbacteria,Candidatus_Vogelbacteria,Candidatus_Vogelbacteria
OTU_10460,Bacteria,,,,,
OTU_10461,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10
OTU_10462,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Candidatus_Rubidus
OTU_10463,Bacteria,Verrucomicrobiota,Lentisphaeria,,,
OTU_10464,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20
OTU_10465,Bacteria,Bacteroidota,Kryptonia,Kryptoniales,BSV26,BSV26
OTU_10466,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Moranbacteria,Candidatus_Moranbacteria,Candidatus_Moranbacteria
OTU_10467,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,
OTU_10468,Bacteria,Armatimonadota,,,,
OTU_10469,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,[Eubacterium]_brachy_group
OTU_1047,Bacteria,Elusimicrobiota,Lineage_IIa,Lineage_IIa,Lineage_IIa,Lineage_IIa
OTU_10470,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,
OTU_10471,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,,
OTU_10472,Bacteria,Dependentiae,Babeliae,Babeliales,,
OTU_10473,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Hydrocarboniphaga
OTU_10474,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,
OTU_10475,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,
OTU_10476,Bacteria,SAR324_clade,SAR324_clade,SAR324_clade,SAR324_clade,SAR324_clade
OTU_10477,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulforegulaceae,Desulforegula
OTU_10478,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae_,
OTU_10479,Bacteria,,,,,
OTU_1048,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,,
OTU_10480,Bacteria,Dependentiae,Babeliae,Babeliales,UBA12409,UBA12409
OTU_10481,,,,,,
OTU_10482,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,GW2011_GWC1_47_15
OTU_10483,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,,
OTU_10484,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,
OTU_10485,Bacteria,Proteobacteria,Gammaproteobacteria,,,
OTU_10486,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
OTU_10487,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Candidatus_Accumulibacter
OTU_10488,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
OTU_10489,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus
OTU_1049,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Jorgensenbacteria,Candidatus_Jorgensenbacteria,Candidatus_Jorgensenbacteria
OTU_10490,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Pelosinus
OTU_10491,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,,
OTU_10492,Bacteria,Proteobacteria,Gammaproteobacteria,,,
OTU_10493,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_12
OTU_10494,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_7
OTU_10495,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chromobacteriaceae,Vogesella
OTU_10496,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,
OTU_10497,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas
OTU_10498,Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,Clostridia_UCG-014,Clostridia_UCG-014
OTU_10499,Bacteria,Bacteroidota,Kryptonia,Kryptoniales,BSV26,BSV26
