genus_lower,biome_H_std,ko_per_mb_total_z,ko_per_mb_tier1_z,ko_per_mb_tier2_z,abr_per_mb_z
aeromicrobium,0.5378366147963868,-0.2984455747415662,-0.6961744273431556,0.7167909766737716,-0.14007352283009597
aeromonas,0.5977557312446149,0.16977459337816977,0.9448162658581436,0.08560167581433178,2.4901819869599895
aggregatibacter,0.26223035120124677,1.3119967831327697,-0.22675632020856265,-0.22546247129403704,-0.25028752649190056
agitococcus,0.6848100927932987,0.5150269170309169,-0.11143417897164579,0.4377696307558871,-0.25237385496202563
agrobacterium,0.49483691931559026,-0.7810102584759262,1.0038002242599873,0.056345089023112735,0.14598042195830419
agrococcus,0.4437415228350886,0.7095396379230149,0.07874419911476761,1.6041350846906943,-0.24567174622069904
agromyces,0.6036268847267058,-0.6925224052745488,-1.1181342031686823,-0.032351907290975916,-0.1270286797408696
akkermansia,0.41530719622164114,-0.6700905387822647,-1.0025926936782155,-0.31013946987308355,-0.020537434526096958
alcaligenes,0.44731205754267633,0.33133577385325,4.372166311649876,0.6210737888939328,0.2012228706334397
alcanivorax,0.6877312356845666,1.0804400092326274,2.0608397465552932,1.9691121056102472,-0.10597026739643886
algibacter,0.3895206486198373,-0.22026597185561794,-0.3713009870588707,-0.30710307190150893,-0.2582805125838608
algoriphagus,0.5937753379533018,-0.25313525620907734,-0.5474243160566531,-0.1911600808091377,-0.20661014260222194
aliarcobacter,0.5424337068922996,2.043056892576731,1.023173539575886,1.6184565905855042,-0.021215110715715194
alicyclobacillus,0.536771097222252,-0.19876740535602974,-1.0181679011849927,0.5418631227544778,-0.2423978605940347
aliidiomarina,0.4302380925800054,2.4650965911313256,1.6203230986878314,0.9247931923225043,-0.23892264890226275
aliikangiella,0.7501167537138564,-0.043215972896197004,-0.5326002723146442,-1.329580242000613,-0.2582805125838608
alishewanella,0.6309664166151647,1.4472194439611248,1.5542579166527104,0.9845131329487926,-0.228982746742463
alistipes,0.3318654243727384,-0.7109926194590457,-0.46131708543070277,-0.8141560502425361,0.5059520484928549
alkalibacterium,0.41106325970604685,0.8204806581694353,0.15006042992359567,0.6961146605805765,-0.12765596527965878
alkalihalobacillus,0.5859885441348465,-0.6014614765943276,-0.16645461481932455,0.35963354405128944,-0.23814860807498586
alkalispirochaeta,0.5503103987295023,-0.9891261287318054,-0.9548841579130504,-0.12152751348186994,-0.24884359879562787
allosphingosinicella,0.6246484545066989,-0.5062496862997521,-0.7393130076128303,-0.919711467953533,-0.24873445007854106
alteromonas,0.5880172362038482,0.7460985023435255,1.9596672834182614,1.1874566094641796,-0.10175932533564461
altibacter,0.40552304918344895,1.6761160403849586,0.23496332632408054,0.06076429201012361,-0.2582805125838608
amaricoccus,0.6114650054083923,0.14399032925728425,0.572770098390443,-0.03527331632280571,-0.24892053292662683
