otu_genus,n_otus,mean_levins_B_std,sd_levins_B_std,mean_n_envs,n_nitrifier_otus,nitrifier_role,is_nitrifier,kingdom,phylum,genus_lower,bac_rep_acc,arc_rep_acc,gtdb_genus_lower,n_species_with_amr,mean_n_metal_amr_clusters,mean_n_unique_metal_genes,mean_metal_core_fraction,mean_n_metal_types,mean_n_Hg,mean_n_As,mean_n_Cu,mean_n_Zn,mean_n_Cd,mean_n_Cr,mean_n_Ni,mean_n_metal_amr_clusters_z,mean_metal_core_fraction_z,mean_n_metal_types_z,mean_levins_B_std_filtered,n_otus_filtered
Azospira,12,0.3109082701199754,0.167234704112228,9.75,0,,0,Bacteria,Proteobacteria,azospira,RS_GCF_003112695.1,,azospira,1.0,13.0,11.0,0.0769230769230769,3.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,2.1813337531625847,-0.8824751042423912,3.92850830212863,0.2521402292836115,7.0
Azospirillum,23,0.5221841591357047,0.19042415659449,8.434782608695652,0,,0,Bacteria,Proteobacteria,azospirillum,GB_GCA_008365375.1,,azospirillum,8.0,2.0,1.0,0.1875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1631260755350828,-0.5920970140036512,-0.6658412241973445,0.5081668026804099,8.0
Azovibrio,4,0.2914022632375552,0.0460657455047958,9.75,0,,0,Bacteria,Proteobacteria,azovibrio,GB_GCA_002340095.1,,azovibrio,2.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,0.2285367192797442,-0.6658412241973445,0.2728338480768881,1.0
Bacillus,311,0.4791511877832988,0.244787400524599,5.948553054662379,0,,0,Bacteria,Firmicutes,bacillus,GB_GCA_001938995.1,,bacillus,17.0,1.8823529411764703,1.588235294117647,0.3284313725490196,1.1764705882352942,0.2941176470588235,0.8235294117647058,0.0,0.0,0.0,0.0,0.0,-0.1882005122056462,-0.2220072911503552,-0.2604574424626995,0.5196042976594897,47.0
Bacteroides,125,0.3692091790795397,0.2108304236340688,6.64,0,,0,Bacteria,Bacteroidetes,bacteroides,GB_GCA_000613465.1,,bacteroides,33.0,1.696969696969697,1.2121212121212122,0.2297979797979797,1.121212121212121,0.0,1.4848484848484849,0.0,0.0,0.0,0.0,0.0,-0.2277117457471398,-0.4810213369733737,-0.3873957983594068,0.3611791033601636,49.0
Balneola,7,0.2378809724899275,0.2038518521112024,3.857142857142857,0,,0,Bacteria,Balneolaeota,balneola,GB_GCA_002364085.1,,balneola,3.0,1.3333333333333333,1.3333333333333333,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3052145500016082,1.1038793681153662,-0.6658412241973445,0.09266616483675873,3.0
Bellilinea,7,0.3146966553455404,0.1636669997937577,6.142857142857143,0,,0,Bacteria,Chloroflexi,bellilinea,GB_GCA_001796355.1,,bellilinea,3.0,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,-0.2091346051380667,-0.6658412241973445,0.1591012133251286,3.0
Belnapia,3,0.5173556038549564,0.1736514487497008,11.0,0,,0,Bacteria,Proteobacteria,belnapia,GB_GCA_902805545.1,,belnapia,1.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1631260755350828,-1.0844772539736884,1.6313335389656427,0.7143382168245925,1.0
Bifidobacterium,45,0.3848916864467662,0.218677275982763,8.555555555555555,0,,0,Bacteria,Actinobacteria,bifidobacterium,GB_GCA_000741495.1,,bifidobacterium,15.0,1.8,1.7333333333333334,0.2,1.1333333333333333,1.0666666666666669,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,-0.2057526178750404,-0.5592716646723154,-0.3595512557756128,0.33550693488550465,20.0
Blastococcus,9,0.4785273162815642,0.1746685876254274,10.333333333333334,0,,0,Bacteria,Actinobacteria,blastococcus,GB_GCA_000620185.1,,blastococcus,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,1.5415506925331772,-0.6658412241973445,0.6291507067305375,3.0
Blastomonas,4,0.5472897102109519,0.2461271667573173,8.75,0,,0,Bacteria,Proteobacteria,blastomonas,GB_GCA_000503195.1,,blastomonas,4.0,2.0,2.0,0.5833333333333333,1.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,-0.1631260755350828,0.4473723814886495,1.057039848174896,0.6396826200957246,2.0
Blautia,190,0.3321035877390467,0.298966872768984,3.968421052631579,0,,0,Bacteria,Firmicutes,blautia,GB_GCA_002270465.1,,blautia,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,-1.0844772539736884,-0.6658412241973445,0.3419849174029794,14.0
Bordetella,9,0.5848586476050952,0.1241602759964465,7.222222222222222,0,,0,Bacteria,Proteobacteria,bordetella,GB_GCA_000612485.1,,bordetella,4.0,4.75,4.0,0.0,1.5,3.75,0.0,0.0,0.0,0.0,0.25,0.0,0.422988881639334,-1.0844772539736884,0.4827461573841491,0.542911089178044,2.0
Bosea,7,0.5831901987002431,0.1993934772547266,10.571428571428571,0,,0,Bacteria,Proteobacteria,bosea,GB_GCA_001556025.1,,bosea,7.0,2.142857142857143,1.8571428571428568,0.0714285714285714,1.4285714285714286,1.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,-0.132678545292256,-0.8969038292231982,0.3186622457296502,0.4973221918166006,4.0
Brachybacterium,9,0.3424218231590645,0.2424279399166715,8.666666666666666,0,,0,Bacteria,Actinobacteria,brachybacterium,GB_GCA_012799425.1,,brachybacterium,5.0,1.4,1.2,0.0,1.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.2910057025549556,-1.0844772539736884,-0.6658412241973445,0.360114889136962,2.0
Bradyrhizobium,35,0.5432132000940104,0.1883762018506527,9.571428571428571,0,,0,Bacteria,Proteobacteria,bradyrhizobium,GB_GCA_001464035.1,,bradyrhizobium,65.0,1.6615384615384616,1.3384615384615384,0.7527777777777778,1.2,0.6153846153846154,0.0153846153846153,0.0,0.0,0.0,0.0,0.0,-0.2352633010334726,0.8923382279800909,-0.206406271564747,0.598204129187562,9.0
Brevibacillus,28,0.4748698621919127,0.2115621979904249,7.928571428571429,0,,0,Bacteria,Firmicutes,brevibacillus,RS_GCF_000010165.1,,brevibacillus,8.0,1.625,1.5,0.5625,1.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.2430508424225033,0.3926634659364234,-0.0915475334065976,0.6159124345886225,5.0
Brevibacterium,21,0.2347321091385943,0.211862490876175,8.761904761904763,0,,0,Bacteria,Actinobacteria,brevibacterium,GB_GCA_019117325.1,,brevibacterium,16.0,1.9375,1.25,0.2447916666666666,1.0,1.9375,0.0,0.0,0.0,0.0,0.0,0.0,-0.1764468700163196,-0.4416474962350288,-0.6658412241973445,0.2110993504006054,10.0
Brevilactibacter,7,0.2789220841880586,0.1227076072394321,9.285714285714286,0,,0,Bacteria,Actinobacteria,brevilactibacter,GB_GCA_012838755.1,,brevilactibacter,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,1.5415506925331772,-0.6658412241973445,0.2733163605444221,2.0
Brevundimonas,28,0.5752619881811954,0.235745576898839,8.392857142857142,0,,0,Bacteria,Proteobacteria,brevundimonas,GB_GCA_000318405.1,,brevundimonas,21.0,3.238095238095238,2.2857142857142856,0.2,1.4761904761904765,1.238095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.1007525199027498,-0.5592716646723154,0.4280515201659835,0.6239209045246917,7.0
Brooklawnia,4,0.2891521945417596,0.252072176099857,8.5,0,,0,Bacteria,Actinobacteria,brooklawnia,GB_GCA_012517115.1,,brooklawnia,2.0,2.0,1.5,0.0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.1631260755350828,-1.0844772539736884,0.4827461573841491,0.17758398350048266,3.0
Burkholderia,20,0.5242450994145827,0.2336890999918752,10.65,0,,0,Bacteria,Proteobacteria,burkholderia,GB_GCA_000292915.1,,burkholderia,38.0,12.842105263157896,5.026315789473684,0.0856871345029239,1.763157894736842,9.68421052631579,0.4736842105263157,0.0,0.0,0.0,0.0,0.0,2.147681219736303,-0.8594604441129177,1.087265831900725,0.5925379764346753,7.0
Butyricimonas,9,0.4403618195008571,0.1838303949013109,7.333333333333333,0,,0,Bacteria,Bacteroidetes,butyricimonas,GB_GCA_025148635.1,,butyricimonas,5.0,1.0,1.0,0.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,-0.0340660753709422,-0.6658412241973445,0.387220367056897,4.0
Capnocytophaga,35,0.3245971177558318,0.2208939737612668,6.2,0,,0,Bacteria,Bacteroidetes,capnocytophaga,GB_GCA_905372595.1,,capnocytophaga,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,-1.0844772539736884,-0.6658412241973445,0.38128579685637126,14.0
Caproiciproducens,10,0.413497987087,0.2385898217351421,8.5,0,,0,Bacteria,Firmicutes,caproiciproducens,GB_GCA_000752215.1,,caproiciproducens,1.0,2.0,1.0,0.5,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.1631260755350828,0.2285367192797442,-0.6658412241973445,0.4272166370887643,7.0
Carnobacterium,9,0.3826297880167814,0.1611219984230142,9.555555555555555,0,,0,Bacteria,Firmicutes,carnobacterium,RS_GCF_000744255.1,,carnobacterium,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.3762587872348708,-1.0844772539736884,-0.6658412241973445,0.3901428566204575,7.0
Castellaniella,5,0.590384800881868,0.1344946528362035,8.8,0,,0,Bacteria,Proteobacteria,castellaniella,GB_GCA_002421865.1,,castellaniella,2.0,6.0,5.5,0.5,2.0,4.5,0.5,0.0,0.0,0.0,0.0,0.0,0.6894047712640691,0.2285367192797442,1.6313335389656427,0.5826094018471207,1.0
Caulobacter,31,0.5626795206722457,0.2035964158421027,11.387096774193548,0,,0,Bacteria,Proteobacteria,caulobacter,GB_GCA_001449105.1,,caulobacter,13.0,2.3076923076923075,2.076923076923077,0.8102564102564103,1.2307692307692308,0.9230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,-0.0975467796274558,1.043278723195977,-0.1357239711597318,0.6510968479720033,7.0
Celeribacter,7,0.0923886555531561,0.0873626861011522,4.571428571428571,0,,0,Bacteria,Proteobacteria,celeribacter,RS_GCF_000299875.1,,celeribacter,2.0,1.5,1.5,0.5,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2696924313849768,0.2285367192797442,0.4827461573841491,0.0870269648422804,3.0
Cellulomonas,18,0.4661531264834308,0.2308615256206967,8.777777777777779,0,,0,Bacteria,Actinobacteria,cellulomonas,GB_GCA_001429255.1,,cellulomonas,13.0,1.3076923076923077,1.2307692307692308,0.5,1.2307692307692308,0.9230769230769232,0.3846153846153846,0.0,0.0,0.0,0.0,0.0,-0.3106794913272437,0.2285367192797442,-0.1357239711597318,0.3588434846065889,2.0
Cellulophaga,8,0.3001055881462732,0.3090177449987551,4.5,0,,0,Bacteria,Bacteroidetes,cellulophaga,GB_GCA_002813425.1,,cellulophaga,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,1.5415506925331772,-0.6658412241973445,0.11549302929447396,4.0
Cellulosimicrobium,3,0.3581063268921684,0.1977541209641873,10.333333333333334,0,,0,Bacteria,Actinobacteria,cellulosimicrobium,GB_GCA_003052455.1,,cellulosimicrobium,2.0,1.5,1.5,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.2696924313849768,-1.0844772539736884,-0.6658412241973445,0.4213972386669097,2.0
Cellvibrio,18,0.4818191001250922,0.1728166856591201,10.055555555555555,0,,0,Bacteria,Proteobacteria,cellvibrio,GB_GCA_002483145.1,,cellvibrio,2.0,6.0,5.5,0.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6894047712640691,-1.0844772539736884,1.6313335389656427,0.45225799988421633,8.0
Chelatococcus,12,0.5817573085906762,0.1676157108185313,10.916666666666666,0,,0,Bacteria,Proteobacteria,chelatococcus,RS_GCF_003201475.1,,chelatococcus,1.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1631260755350828,-1.0844772539736884,1.6313335389656427,0.6295857264870909,3.0
Chiayiivirga,6,0.6450507426786332,0.067808490195038,10.666666666666666,0,,0,Bacteria,Proteobacteria,chiayiivirga,GB_GCA_022647565.1,,chiayiivirga,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,1.5415506925331772,-0.6658412241973445,0.6330518945676368,2.0
Chitinimonas,9,0.4683400324224943,0.1231442134788999,10.0,0,,0,Bacteria,Proteobacteria,chitinimonas,RS_GCF_000428465.1,,chitinimonas,1.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.1631260755350828,1.5415506925331772,1.6313335389656427,0.4361691139258155,3.0
Chitinophaga,29,0.5438864961393605,0.1659078455607676,10.10344827586207,0,,0,Bacteria,Bacteroidetes,chitinophaga,GB_GCA_001870995.2,,chitinophaga,10.0,1.3,1.0,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3123189737249344,1.2789478978824906,-0.6658412241973445,0.5108186989514738,24.0
Chlorobaculum,8,0.2856564563607948,0.1911515786705454,5.75,0,,0,Bacteria,Chlorobi,chlorobaculum,GB_GCA_001602925.1,,chlorobaculum,2.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,0.2285367192797442,-0.6658412241973445,0.4063092982784572,4.0
Chlorobium,9,0.2564713577303803,0.184605236484608,5.111111111111111,0,,0,Bacteria,Chlorobi,chlorobium,GB_GCA_001622165.1,,chlorobium,35.0,1.6857142857142855,1.4285714285714286,0.7095238095238094,1.4285714285714286,0.0,1.2571428571428571,0.0,0.0,0.0,0.0,0.0,-0.2301106420693019,0.7787520985478492,0.3186622457296502,0.2841125491737655,7.0
Chromohalobacter,3,0.533016417767431,0.0515486849594797,5.666666666666667,0,,0,Bacteria,Proteobacteria,chromohalobacter,GB_GCA_000761475.1,,chromohalobacter,3.0,3.6666666666666665,2.6666666666666665,0.0,2.0,2.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.1920951106312304,-1.0844772539736884,1.6313335389656427,0.5606833722298417,2.0
Chryseobacterium,25,0.4701767954976127,0.2177211423176205,9.48,0,,0,Bacteria,Bacteroidetes,chryseobacterium,GB_GCA_001013295.1,,chryseobacterium,64.0,1.640625,1.59375,0.8760416666666666,1.09375,0.109375,0.0,0.0,0.0,0.0,0.0,0.0,-0.2397206438021941,1.21603264499743,-0.4504810901508144,0.4046308272252012,17.0
Chryseolinea,14,0.584615536504405,0.1114718592649912,11.714285714285714,0,,0,Bacteria,Bacteroidetes,chryseolinea,GB_GCA_023412765.1,,chryseolinea,1.0,3.0,2.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0500066361647051,-0.2091346051380667,-0.6658412241973445,0.6243183022979046,9.0
Citrobacter,14,0.5247180329435396,0.2738887670740783,7.785714285714286,0,,0,Bacteria,Proteobacteria,citrobacter,GB_GCA_000759755.1,,citrobacter,10.0,50.5,26.5,0.1276151714850688,3.7,17.5,11.8,0.0,0.0,0.0,0.1,0.0,10.173810441904632,-0.7493562472556318,5.536530636342721,0.574720991666827,4.0
Clostridium,206,0.3818583761347705,0.2239977063094562,8.169902912621358,0,,0,Bacteria,Firmicutes,clostridium,GB_GCA_000435835.1,,clostridium,22.0,1.5909090909090908,1.2727272727272727,0.6212121212121212,1.1363636363636365,0.0,1.318181818181818,0.0,0.0,0.0,0.0,0.0,-0.2503167303213597,0.5468431370381522,-0.3525901201296641,0.41535721548261995,72.0
Cobetia,3,0.2155145383254998,0.0569882967628489,7.666666666666667,0,,0,Bacteria,Proteobacteria,cobetia,RS_GCF_000591415.1,,cobetia,1.0,4.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2631393478644931,-1.0844772539736884,1.6313335389656427,0.2805199643008712,1.0
Cognatishimia,4,0.1009408880537623,0.0184864968547647,6.0,0,,0,Bacteria,Proteobacteria,cognatishimia,GB_GCA_013215215.1,,cognatishimia,1.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0500066361647051,1.5415506925331772,1.6313335389656427,0.0803186044061679,1.0
Cohnella,50,0.4745336095398998,0.1744104737999725,7.72,0,,0,Bacteria,Firmicutes,cohnella,GB_GCA_023391635.1,,cohnella,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,-1.0844772539736884,-0.6658412241973445,0.440310220315926,5.0
Collinsella,21,0.2424697388746681,0.1939038612207462,6.904761904761905,0,,0,Bacteria,Actinobacteria,collinsella,GB_GCA_000434535.1,,collinsella,2.0,6.5,6.5,0.0,1.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.795971127113963,-1.0844772539736884,-0.6658412241973445,0.29915533281514106,5.0
Colwellia,31,0.1515428740942475,0.2259445307525334,4.161290322580645,0,,0,Bacteria,Proteobacteria,colwellia,GB_GCA_002162675.1,,colwellia,2.0,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,-1.0844772539736884,-0.6658412241973445,0.15754967042815843,14.0
Comamonas,20,0.4162269298514793,0.2084966376350369,7.6,0,,0,Bacteria,Proteobacteria,comamonas,GB_GCA_008727115.1,,comamonas,11.0,12.818181818181818,7.363636363636363,0.0707070707070707,1.7272727272727273,11.454545454545457,0.4545454545454545,0.0,0.0,0.0,0.0909090909090909,0.0,2.142582351035351,-0.8987985102812839,1.0048313308302828,0.4452433274368543,10.0
Companilactobacillus,4,0.1961524237347536,0.1745364122425027,8.75,0,,0,Bacteria,Firmicutes,companilactobacillus,GB_GCA_019116025.1,,companilactobacillus,3.0,1.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,0.6662080436975552,-0.6658412241973445,0.11533068486857719,3.0
Corynebacterium,229,0.2902040961219576,0.2543576891174772,6.851528384279476,0,,0,Bacteria,Actinobacteria,corynebacterium,GB_GCA_001054945.1,,corynebacterium,61.0,1.6557377049180328,1.3770491803278688,0.2650273224043716,1.0655737704918034,1.5081967213114753,0.1475409836065573,0.0,0.0,0.0,0.0,0.0,-0.236499632021895,-0.3885080987519235,-0.515206813498132,0.26264650370787107,60.0
Crenobacter,4,0.4065240979139625,0.2594460993046598,9.25,0,,0,Bacteria,Proteobacteria,crenobacter,RS_GCF_003355495.1,,crenobacter,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,1.5415506925331772,-0.6658412241973445,0.5524938346524458,2.0
Croceibacterium,3,0.380912750782427,0.1770957687542603,11.0,0,,0,Bacteria,Proteobacteria,croceibacterium,GB_GCA_001683845.1,,croceibacterium,4.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,0.2285367192797442,-0.6658412241973445,0.46402364065848994,2.0
Croceitalea,6,0.0951803414433737,0.1088286783230653,3.8333333333333335,0,,0,Bacteria,Bacteroidetes,croceitalea,GB_GCA_013001145.1,,croceitalea,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,-1.0844772539736884,-0.6658412241973445,0.051511303389595565,3.0
Croceivirga,3,0.0695532679431641,0.0602910509272689,4.333333333333333,0,,0,Bacteria,Bacteroidetes,croceivirga,GB_GCA_009797885.1,,croceivirga,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1631260755350828,-1.0844772539736884,-0.6658412241973445,0.10432990191474616,2.0
Cronobacter,4,0.352204652595512,0.2368083004343028,7.25,0,,0,Bacteria,Proteobacteria,cronobacter,GB_GCA_000027065.2,,cronobacter,6.0,25.5,15.666666666666666,0.0,2.6666666666666665,6.166666666666667,6.166666666666667,0.0,0.0,0.0,0.0,0.0,4.845492649409935,-1.0844772539736884,3.1627833810743007,0.4960044072038426,1.0
Cryobacterium,3,0.446997260130104,0.3052842624564875,9.333333333333334,0,,0,Bacteria,Actinobacteria,cryobacterium,GB_GCA_002404115.1,,cryobacterium,16.0,1.4375,1.375,0.84375,1.1875,0.375,1.0625,0.0,0.0,0.0,0.0,0.0,-0.2830132258662136,1.1312338258914794,-0.2351209561042843,0.6193627451184899,2.0
Cupriavidus,10,0.6409709901605418,0.1648208710940438,9.2,0,,0,Bacteria,Proteobacteria,cupriavidus,GB_GCA_000471925.1,,cupriavidus,18.0,9.77777777777778,7.055555555555555,0.1257716049382716,1.8888888888888888,7.777777777777778,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,1.4945727932410464,-0.7541975045287663,1.3760918986141997,0.6427002736525845,5.0
Curvibacter,17,0.3629300072544317,0.2430327384092533,7.764705882352941,0,,0,Bacteria,Proteobacteria,curvibacter,GB_GCA_003987795.1,,curvibacter,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,-1.0844772539736884,-0.6658412241973445,0.3143278065535963,6.0
Cutibacterium,95,0.3891073076501789,0.2935788684364361,4.4,0,,0,Bacteria,Actinobacteria,cutibacterium,RS_GCF_000227295.1,,cutibacterium,5.0,2.6,1.8,0.05,1.6,0.6,1.8,0.0,0.0,0.0,0.0,0.0,-0.03524644851521,-0.9531758566483453,0.7124636337004481,0.5035751462142988,7.0
Cyclobacterium,5,0.3698823686843647,0.1855615922347104,7.4,0,,0,Bacteria,Bacteroidetes,cyclobacterium,GB_GCA_014762705.1,,cyclobacterium,2.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,0.2285367192797442,-0.6658412241973445,0.31336381984308287,4.0
Cycloclasticus,6,0.146749590343894,0.1686116457502433,4.666666666666667,0,,0,Bacteria,Proteobacteria,cycloclasticus,GB_GCA_002101205.1,,cycloclasticus,3.0,4.666666666666667,2.0,0.3333333333333333,1.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.4052278223310184,-0.2091346051380667,-0.6658412241973445,0.18254611089332778,4.0
Cytobacillus,8,0.578739689672018,0.0828050256091148,10.5,0,,0,Bacteria,Firmicutes,cytobacillus,GB_GCA_001956215.1,,cytobacillus,8.0,2.625,2.125,0.5416666666666666,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0299181307227153,0.3379545503841969,0.4827461573841491,0.6011916945178082,2.0
Daejeonella,18,0.3882940316403028,0.2332068705207504,7.777777777777778,0,,0,Bacteria,Bacteroidetes,daejeonella,GB_GCA_002257025.1,,daejeonella,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,-1.0844772539736884,-0.6658412241973445,0.47316028899483403,5.0
Deinococcus,75,0.3835577228106991,0.2143500944517598,8.72,0,,0,Bacteria,Deinococcus-Thermus,deinococcus,GB_GCA_018260275.1,,deinococcus,8.0,2.125,1.875,0.140625,1.125,0.875,0.0,0.0,0.0,0.0,0.0,0.0,-0.1364844865726093,-0.7151920739961606,-0.378694378801971,0.33421560661067956,36.0
Demequina,4,0.6012936956757889,0.1523190825560766,10.75,0,,0,Bacteria,Actinobacteria,demequina,GB_GCA_002384765.1,,demequina,2.0,1.0,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,0.2285367192797442,-0.6658412241973445,0.5392498671450805,1.0
Denitratisoma,13,0.4015100929451971,0.2398064300205338,9.0,0,,0,Bacteria,Proteobacteria,denitratisoma,RS_GCF_007833355.1,,denitratisoma,1.0,6.0,6.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6894047712640691,1.5415506925331772,-0.6658412241973445,0.43621172408477427,4.0
Desulfitobacterium,18,0.3774051956699199,0.2487165229651891,7.833333333333333,0,,0,Bacteria,Firmicutes,desulfitobacterium,GB_GCA_012799495.1,,desulfitobacterium,2.0,1.5,1.0,0.0,1.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,-0.2696924313849768,-1.0844772539736884,-0.6658412241973445,0.34088555099299755,5.0
Desulfosporosinus,33,0.4561923842047092,0.2990000165852514,5.121212121212121,0,,0,Bacteria,Firmicutes,desulfosporosinus,GB_GCA_000770645.1,,desulfosporosinus,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,-1.0844772539736884,-0.6658412241973445,0.4256477195944799,9.0
Desulfotomaculum,12,0.4777010760487228,0.1776674731756861,7.416666666666667,0,,0,Bacteria,Firmicutes,desulfotomaculum,GB_GCA_004143605.1,,desulfotomaculum,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,1.5415506925331772,-0.6658412241973445,0.5086012493096825,9.0
Desulfovibrio,73,0.3107345776108128,0.2098517412662414,6.726027397260274,0,,0,Bacteria,Proteobacteria,desulfovibrio,GB_GCA_000403945.1,,desulfovibrio,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,1.5415506925331772,-0.6658412241973445,0.3393694634060852,31.0
Desulfurivibrio,6,0.3830979672061078,0.1834589226452813,5.166666666666667,0,,0,Bacteria,Proteobacteria,desulfurivibrio,GB_GCA_003557565.1,,desulfurivibrio,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,1.5415506925331772,-0.6658412241973445,0.40201681117446897,5.0
Devosia,43,0.5762482715779655,0.1476534933818712,9.488372093023257,0,,0,Bacteria,Proteobacteria,devosia,GB_GCA_012799265.1,,devosia,2.0,1.5,1.5,0.5,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.2696924313849768,0.2285367192797442,0.4827461573841491,0.6013701813908137,5.0
Dialister,22,0.4524925303245453,0.255696547920597,6.727272727272728,0,,0,Bacteria,Firmicutes,dialister,GB_GCA_000434475.1,,dialister,3.0,1.3333333333333333,1.3333333333333333,0.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,-0.3052145500016082,-1.0844772539736884,0.0998836968569844,0.39515877828615725,7.0
Dickeya,8,0.2693912808233833,0.3354877788192841,6.625,0,,0,Bacteria,Proteobacteria,dickeya,RS_GCF_000365305.1,,dickeya,8.0,3.0,2.625,0.7552083333333333,1.875,0.0,1.875,0.0,0.0,0.0,0.0,0.0,0.0500066361647051,0.8987209347945171,1.344186693570269,0.4117982560789702,1.0
Dietzia,5,0.3195568203039675,0.0929352237038452,8.0,0,,0,Bacteria,Actinobacteria,dietzia,GB_GCA_002415925.1,,dietzia,9.0,2.111111111111111,1.3333333333333333,0.5462962962962963,1.1111111111111112,2.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,-0.1394446631239952,0.3501120871735806,-0.4105995838459013,0.3049344648434516,2.0
