otu_genus,n_otus,mean_levins_B_std,sd_levins_B_std,mean_n_envs,n_nitrifier_otus,nitrifier_role,is_nitrifier,kingdom,phylum,genus_lower,bac_rep_acc,arc_rep_acc,gtdb_genus_lower,n_species_with_amr,mean_n_metal_amr_clusters,mean_n_unique_metal_genes,mean_metal_core_fraction,mean_n_metal_types,mean_n_Hg,mean_n_As,mean_n_Cu,mean_n_Zn,mean_n_Cd,mean_n_Cr,mean_n_Ni,mean_n_metal_amr_clusters_z,mean_metal_core_fraction_z,mean_n_metal_types_z,mean_levins_B_std_filtered,n_otus_filtered
Dokdonella,10,0.6276461497809742,0.0896453373600211,11.0,0,,0,Bacteria,Proteobacteria,dokdonella,GB_GCA_001899855.1,,dokdonella,3.0,1.6666666666666667,1.6666666666666667,0.5,1.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,-0.2341703127683455,0.2285367192797442,0.0998836968569844,0.6538849197525874,7.0
Dokdonia,7,0.0796017286572287,0.0297530450621732,6.857142857142857,0,,0,Bacteria,Bacteroidetes,dokdonia,GB_GCA_002712765.1,,dokdonia,5.0,1.4,1.2,0.8,1.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.2910057025549556,1.016345103231804,-0.206406271564747,0.09111953253454798,5.0
Dolosigranulum,4,0.3504060902744325,0.1706163015165631,9.0,0,,0,Bacteria,Firmicutes,dolosigranulum,RS_GCF_000245815.1,,dolosigranulum,1.0,3.0,2.0,0.3333333333333333,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0500066361647051,-0.2091346051380667,1.6313335389656427,0.2507282029200838,2.0
Domibacillus,6,0.5152046283559962,0.1484442211737885,9.166666666666666,0,,0,Bacteria,Firmicutes,domibacillus,RS_GCF_000966195.1,,domibacillus,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,-1.0844772539736884,-0.6658412241973445,0.5703149287574449,2.0
Donghicola,4,0.0350947859792451,0.0433804797734278,3.0,0,,0,Bacteria,Proteobacteria,donghicola,RS_GCF_003003355.1,,donghicola,1.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1631260755350828,-1.0844772539736884,1.6313335389656427,0.0701895719584903,2.0
Dorea,31,0.3010248708543541,0.2819651325950007,4.870967741935484,0,,0,Bacteria,Firmicutes,dorea,GB_GCA_025150245.1,,dorea,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,-1.0844772539736884,-0.6658412241973445,0.24614250485140046,3.0
Draconibacterium,4,0.1856981390714874,0.1044614592521695,6.75,0,,0,Bacteria,Bacteroidetes,draconibacterium,GB_GCA_003516705.1,,draconibacterium,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,1.5415506925331772,-0.6658412241973445,0.2482833953572964,2.0
Dyadobacter,33,0.5410062545532152,0.1383511419159195,9.212121212121213,0,,0,Bacteria,Bacteroidetes,dyadobacter,GB_GCA_001898145.1,,dyadobacter,6.0,2.5,1.8333333333333333,0.8333333333333334,1.1666666666666667,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,-0.0565597196851888,1.1038793681153662,-0.2829787636701797,0.5721370764280261,6.0
Dyella,6,0.5778491964331903,0.1272655222242109,11.333333333333334,0,,0,Bacteria,Proteobacteria,dyella,GB_GCA_000632805.1,,dyella,5.0,1.4,1.4,1.0,1.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.2910057025549556,1.5415506925331772,-0.206406271564747,0.6226280879042598,4.0
Dysgonomonas,34,0.3366507922229174,0.2557566730885687,6.0,0,,0,Bacteria,Bacteroidetes,dysgonomonas,GB_GCA_002409595.1,,dysgonomonas,7.0,1.4285714285714286,1.2857142857142858,0.619047619047619,1.2857142857142858,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,-0.2849161965063903,0.5411590938638947,-0.0095055775793478,0.29518959262349986,11.0
Echinicola,6,0.4911567428894069,0.1983014863704967,5.666666666666667,0,,0,Bacteria,Bacteroidetes,echinicola,RS_GCF_000325705.1,,echinicola,2.0,2.0,1.5,1.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1631260755350828,1.5415506925331772,0.4827461573841491,0.4918112948179125,1.0
Ectothiorhodospira,4,0.2612476522020877,0.2290307059516368,5.5,0,,0,Bacteria,Proteobacteria,ectothiorhodospira,RS_GCF_000633935.1,,ectothiorhodospira,5.0,1.6,1.4,0.6,1.2,0.4,1.0,0.0,0.0,0.0,0.0,0.0,-0.248379160214998,0.4911395139304308,-0.206406271564747,0.429104037431427,2.0
Edaphobacter,9,0.4468084563281984,0.2014332251182784,11.11111111111111,0,,0,Bacteria,Acidobacteria,edaphobacter,GB_GCA_000381605.1,,edaphobacter,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,1.5415506925331772,-0.6658412241973445,0.5776281401132775,5.0
Edwardsiella,4,0.6493630891622906,0.1922640994781333,6.25,0,,0,Bacteria,Proteobacteria,edwardsiella,RS_GCF_000264765.2,,edwardsiella,3.0,11.0,11.0,0.037037037037037,2.333333333333333,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1.755068329763009,-0.9872169596586196,2.397058460019972,0.6775024409167522,1.0
Emticicia,7,0.2640476971181179,0.2445208268081677,9.285714285714286,0,,0,Bacteria,Bacteroidetes,emticicia,GB_GCA_000263195.1,,emticicia,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,1.5415506925331772,-0.6658412241973445,0.32913054648668433,5.0
Endozoicomonas,16,0.2571240559655941,0.2437270545209471,4.5625,0,,0,Bacteria,Proteobacteria,endozoicomonas,GB_GCA_004762125.1,,endozoicomonas,3.0,1.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,0.6662080436975552,-0.6658412241973445,0.26356454334343654,13.0
Enterocloster,12,0.4722915222123698,0.262269716771858,6.666666666666667,0,,0,Bacteria,Firmicutes,enterocloster,GB_GCA_000155435.1,,enterocloster,4.0,1.25,1.25,0.375,1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3229756093099238,-0.0997167740336139,-0.0915475334065976,0.6552094900637301,2.0
Enterococcus,53,0.4247035246215977,0.2312709022892117,6.150943396226415,0,,0,Bacteria,Firmicutes,enterococcus,GB_GCA_001465115.1,,enterococcus,3.0,21.666666666666668,12.0,0.3333333333333333,3.333333333333333,2.333333333333333,9.333333333333334,0.0,0.0,2.333333333333333,0.0,0.0,4.028483921227414,-0.2091346051380667,4.694233223182958,0.291370567451011,11.0
Enterovibrio,11,0.2086130856653788,0.1409601324892146,4.545454545454546,0,,0,Bacteria,Proteobacteria,enterovibrio,GB_GCA_001310415.1,,enterovibrio,2.0,2.0,1.5,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1631260755350828,-1.0844772539736884,-0.6658412241973445,0.2700142554334411,4.0
Epilithonimonas,4,0.5669647022075532,0.1400268809170821,11.25,0,,0,Bacteria,Bacteroidetes,epilithonimonas,GB_GCA_001898785.1,,epilithonimonas,8.0,1.25,1.25,0.6875,1.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.3229756093099238,0.7209169592497816,-0.0915475334065976,0.525230610945662,3.0
Erwinia,10,0.494201314806716,0.2855057274104306,7.5,0,,0,Bacteria,Proteobacteria,erwinia,GB_GCA_003512805.1,,erwinia,9.0,2.4444444444444446,2.111111111111111,0.4012345679012346,1.3333333333333333,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,-0.0684004258907326,-0.0308240655604399,0.0998836968569844,0.6060350239353105,2.0
Erysipelothrix,7,0.2619289110064882,0.118975206296599,7.285714285714286,0,,0,Bacteria,Firmicutes,erysipelothrix,GB_GCA_002358955.1,,erysipelothrix,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,-1.0844772539736884,-0.6658412241973445,0.2415912188437992,4.0
Erythrobacter,12,0.5705716610839007,0.0825232820085358,9.666666666666666,0,,0,Bacteria,Proteobacteria,erythrobacter,GB_GCA_001464915.1,,erythrobacter,7.0,1.2857142857142858,1.1428571428571428,0.7142857142857143,1.1428571428571428,0.4285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,-0.3153637267492171,0.7912569935312156,-0.3376734008883464,0.7063239779193519,1.0
Escherichia,31,0.4202358927000351,0.2626098067963975,5.354838709677419,0,,0,Bacteria,Proteobacteria,escherichia,GB_GCA_021307345.1,,escherichia,8.0,15.125,12.25,0.3947543491080642,2.5,3.875,3.75,0.0,0.0,0.0,0.0,0.0,2.6342407655246345,-0.0478413012107844,2.7799209205471365,0.6316557373768017,4.0
Eubacterium,50,0.3405089595871371,0.2318029425159126,6.44,0,,0,Bacteria,Firmicutes,eubacterium,RS_GCF_000807675.2,,eubacterium,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,-1.0844772539736884,-0.6658412241973445,0.36028141183419343,6.0
Extensimonas,3,0.3064093890994843,0.2913851699804365,5.666666666666667,0,,0,Bacteria,Proteobacteria,extensimonas,RS_GCF_003337425.1,,extensimonas,1.0,8.0,6.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1156701946636451,-1.0844772539736884,-0.6658412241973445,0.3392384964718899,1.0
Facklamia,6,0.1196478127436095,0.0876582205922001,10.5,0,,0,Bacteria,Firmicutes,facklamia,RS_GCF_000245795.1,,facklamia,2.0,1.5,1.5,0.25,1.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,-0.2696924313849768,-0.4279702673469721,0.4827461573841491,0.11964781274360953,6.0
Faecalibacterium,59,0.3693976862342685,0.2781570326567694,4.305084745762712,0,,0,Bacteria,Firmicutes,faecalibacterium,GB_GCA_002313795.1,,faecalibacterium,1.0,8.0,8.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1156701946636451,-1.0844772539736884,1.6313335389656427,0.3111913988078789,4.0
Fermentimonas,3,0.5561678518659385,0.2811724177170004,8.0,0,,0,Bacteria,Bacteroidetes,fermentimonas,GB_GCA_002398875.1,,fermentimonas,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,-1.0844772539736884,-0.6658412241973445,0.48314213778197634,2.0
Ferrimicrobium,4,0.6207548926445138,0.1361921891851421,6.75,0,,0,Bacteria,Actinobacteria,ferrimicrobium,GB_GCA_021806545.1,,ferrimicrobium,2.0,2.0,1.5,0.25,1.5,1.5,0.5,0.0,0.0,0.0,0.0,0.0,-0.1631260755350828,-0.4279702673469721,0.4827461573841491,0.5587931590708802,3.0
Ferrithrix,3,0.5947132934401177,0.3524370496895447,5.666666666666667,0,,0,Bacteria,Actinobacteria,ferrithrix,GB_GCA_021784785.1,,ferrithrix,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,-1.0844772539736884,-0.6658412241973445,0.5947132934401177,3.0
Ferrovum,4,0.4571750193834847,0.211727237681697,9.5,0,,0,Bacteria,Proteobacteria,ferrovum,GB_GCA_010435995.1,,ferrovum,3.0,2.333333333333333,2.333333333333333,0.4166666666666667,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,-0.0920818383018202,0.0097010570708388,0.8656086179113138,0.45717501938348476,4.0
Ferruginibacter,50,0.5067664495050754,0.1951595734307196,10.16,0,,0,Bacteria,Bacteroidetes,ferruginibacter,GB_GCA_001898465.1,,ferruginibacter,11.0,1.4545454545454546,1.2727272727272727,0.6363636363636364,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2793802819167854,0.5866314392579532,-0.6658412241973445,0.49861188205791585,13.0
Fictibacillus,3,0.3281771059106903,0.2230558311726572,10.333333333333334,0,,0,Bacteria,Firmicutes,fictibacillus,GB_GCA_005503015.1,,fictibacillus,1.0,6.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6894047712640691,-1.0844772539736884,1.6313335389656427,0.4956780376377596,1.0
Filimonas,4,0.5485087817737578,0.086888828707044,10.75,0,,0,Bacteria,Bacteroidetes,filimonas,RS_GCF_002355595.1,,filimonas,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,1.5415506925331772,-0.6658412241973445,0.5223560724946935,3.0
Fimbriimonas,5,0.4859672163748258,0.1285428993335916,11.8,0,,0,Bacteria,Armatimonadetes,fimbriimonas,GB_GCA_002336105.1,,fimbriimonas,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,1.5415506925331772,-0.6658412241973445,0.4421847551055653,2.0
Finegoldia,9,0.289119504341534,0.2829513940652718,7.666666666666667,0,,0,Bacteria,Firmicutes,finegoldia,GB_GCA_018371055.1,,finegoldia,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,-1.0844772539736884,-0.6658412241973445,0.3794689862426818,1.0
Fischerella,8,0.3698824872947569,0.2308181978049425,6.125,0,,0,Bacteria,Cyanobacteria,fischerella,RS_GCF_000317205.1,,fischerella,2.0,1.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2696924313849768,-1.0844772539736884,-0.6658412241973445,0.26102603361842225,3.0
Flammeovirga,3,0.1032722718284528,0.0907686936528294,5.333333333333333,0,,0,Bacteria,Bacteroidetes,flammeovirga,RS_GCF_000807855.2,,flammeovirga,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,1.5415506925331772,-0.6658412241973445,0.15490840774267925,2.0
Flavihumibacter,5,0.54401693645047,0.1342740228747566,9.4,0,,0,Bacteria,Bacteroidetes,flavihumibacter,GB_GCA_001601815.1,,flavihumibacter,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1631260755350828,1.5415506925331772,-0.6658412241973445,0.658980117035907,2.0
Flavipsychrobacter,18,0.5444705737891857,0.1340238497804843,10.22222222222222,0,,0,Bacteria,Bacteroidetes,flavipsychrobacter,GB_GCA_001897835.1,,flavipsychrobacter,10.0,1.0,1.0,0.7,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,0.7537423085811173,-0.6658412241973445,0.6330045554928403,4.0
Flavisolibacter,47,0.4632912203088519,0.1576065448496676,9.638297872340424,0,,0,Bacteria,Bacteroidetes,flavisolibacter,GB_GCA_002050435.1,,flavisolibacter,2.0,2.0,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1631260755350828,0.2285367192797442,-0.6658412241973445,0.5563533780145378,8.0
Flavobacterium,229,0.4983140876300592,0.2158790488067402,8.384279475982533,0,,0,Bacteria,Bacteroidetes,flavobacterium,GB_GCA_000169355.1,,flavobacterium,58.0,1.1724137931034482,1.137931034482759,0.8261494252873562,1.103448275862069,0.1896551724137931,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,-0.3395117679762867,1.085014224821495,-0.4282024555942768,0.4756592558701872,101.0
Flectobacillus,3,0.3236068869394268,0.2201072907981797,11.0,0,,0,Bacteria,Bacteroidetes,flectobacillus,GB_GCA_013298025.1,,flectobacillus,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,-1.0844772539736884,-0.6658412241973445,0.3236068869394268,3.0
Fluviicola,22,0.3948342328823261,0.2120890587980504,8.636363636363637,0,,0,Bacteria,Bacteroidetes,fluviicola,GB_GCA_002243285.1,,fluviicola,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,1.5415506925331772,-0.6658412241973445,0.3494327365954512,13.0
Galbibacter,4,0.5221546369809886,0.1898863826819226,7.75,0,,0,Bacteria,Bacteroidetes,galbibacter,RS_GCF_013391805.1,,galbibacter,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,1.5415506925331772,-0.6658412241973445,0.5505000460312758,2.0
Gallionella,13,0.3655726822591021,0.2107130602763156,7.538461538461538,0,,0,Bacteria,Proteobacteria,gallionella,GB_GCA_001577345.1,,gallionella,3.0,1.3333333333333333,1.0,0.8333333333333334,1.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,-0.3052145500016082,1.1038793681153662,-0.6658412241973445,0.3661012201056902,10.0
Gelidibacter,5,0.5310891092395005,0.1978090983636902,5.2,0,,0,Bacteria,Bacteroidetes,gelidibacter,RS_GCF_000423005.1,,gelidibacter,2.0,1.5,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.2696924313849768,-1.0844772539736884,-0.6658412241973445,0.4279112663315103,2.0
Gemmatimonas,12,0.5624112159844826,0.1675267308744103,10.416666666666666,0,,0,Bacteria,Gemmatimonadetes,gemmatimonas,GB_GCA_002331565.1,,gemmatimonas,6.0,4.0,3.1666666666666665,0.5572649572649572,1.8333333333333333,2.1666666666666665,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.2631393478644931,0.3789160974130432,1.248471078438478,0.4724745171429167,7.0
Geobacillus,22,0.3818745517057945,0.2525625532696299,5.181818181818182,0,,0,Bacteria,Firmicutes,geobacillus,GB_GCA_001610955.1,,geobacillus,11.0,1.4545454545454546,1.2727272727272727,0.4772727272727273,1.0909090909090908,1.3636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,-0.2793802819167854,0.1688542659500428,-0.4570071548188912,0.46542274586881466,4.0
Geobacter,71,0.2823232350753579,0.198439896672781,8.929577464788732,0,,0,Bacteria,Proteobacteria,geobacter,GB_GCA_001628815.1,,geobacter,4.0,1.25,1.0,0.75,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.3229756093099238,0.8850437059064608,-0.6658412241973445,0.26619662698877344,21.0
Georgenia,10,0.500743679770561,0.1278892043741483,9.1,0,,0,Bacteria,Actinobacteria,georgenia,RS_GCF_002563695.1,,georgenia,3.0,2.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.1631260755350828,0.6662080436975552,0.0998836968569844,0.4897290235266558,4.0
Geothrix,12,0.3532618638083855,0.1232863843110294,10.083333333333334,0,,0,Bacteria,Acidobacteria,geothrix,GB_GCA_003158505.1,,geothrix,3.0,1.0,1.0,0.6666666666666666,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,0.6662080436975552,-0.6658412241973445,0.38405325638833276,6.0
Gilliamella,4,0.2029184898383784,0.3017498939691686,9.5,0,,0,Bacteria,Proteobacteria,gilliamella,GB_GCA_945271295.1,,gilliamella,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,-1.0844772539736884,-0.6658412241973445,0.0745561484372132,2.0
Gillisia,7,0.5313773592800554,0.1673730493333527,6.571428571428571,0,,0,Bacteria,Bacteroidetes,gillisia,GB_GCA_002364325.1,,gillisia,1.0,2.0,1.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1631260755350828,0.2285367192797442,-0.6658412241973445,0.46230143956913805,4.0
Gimesia,3,0.2530877962553943,0.1508766494479096,8.0,0,,0,Bacteria,Planctomycetes,gimesia,GB_GCA_002706765.1,,gimesia,2.0,1.0,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,-1.0844772539736884,-0.6658412241973445,0.2530877962553943,3.0
Glaciecola,11,0.0980895788928154,0.1665419212172668,4.727272727272728,0,,0,Bacteria,Proteobacteria,glaciecola,GB_GCA_002292215.1,,glaciecola,1.0,3.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0500066361647051,-1.0844772539736884,-0.6658412241973445,0.0568799081061833,7.0
Glaciimonas,3,0.6829077697186627,0.0775390600171789,10.333333333333334,0,,0,Bacteria,Proteobacteria,glaciimonas,GB_GCA_014377145.1,,glaciimonas,1.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1631260755350828,1.5415506925331772,-0.6658412241973445,0.7217551703678442,2.0
Gleimia,4,0.4273263113461498,0.201524898059606,8.0,0,,0,Bacteria,Actinobacteria,gleimia,GB_GCA_000411155.1,,gleimia,1.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.1631260755350828,-1.0844772539736884,1.6313335389656427,0.3748181442096013,1.0
Glutamicibacter,7,0.6214752853728945,0.2297647632793298,7.857142857142857,0,,0,Bacteria,Actinobacteria,glutamicibacter,GB_GCA_002979865.1,,glutamicibacter,6.0,1.8333333333333333,1.5,0.0,1.0,1.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-0.1986481941517142,-1.0844772539736884,-0.6658412241973445,0.6121418828314338,1.0
Glycomyces,13,0.3926504927988707,0.1743290770051958,7.846153846153846,0,,0,Bacteria,Actinobacteria,glycomyces,GB_GCA_021793335.1,,glycomyces,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,1.5415506925331772,-0.6658412241973445,0.3552733103394089,8.0
Gordonia,7,0.4977622623531097,0.2318756993727121,9.285714285714286,0,,0,Bacteria,Actinobacteria,gordonia,GB_GCA_002414845.1,,gordonia,14.0,2.7142857142857144,2.071428571428572,0.1428571428571428,1.2142857142857142,2.4285714285714284,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,-0.0108884243209485,-0.7093304044727079,-0.1735894892338474,0.40038158267917845,4.0
Gracilibacillus,10,0.4144523971580989,0.1793166578952569,7.4,0,,0,Bacteria,Firmicutes,gracilibacillus,RS_GCF_000359605.1,,gracilibacillus,2.0,2.5,2.5,0.3333333333333333,2.5,1.0,1.0,0.0,0.0,0.5,0.0,0.0,-0.0565597196851888,-0.2091346051380667,2.7799209205471365,0.5234763992803027,3.0
Gracilimonas,11,0.4868744880263724,0.2097903812057645,5.2727272727272725,0,,0,Bacteria,Balneolaeota,gracilimonas,GB_GCA_002694685.1,,gracilimonas,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,-1.0844772539736884,-0.6658412241973445,0.46321227824694167,8.0
Granulicatella,21,0.2283235831836997,0.1806918049558979,5.047619047619048,0,,0,Bacteria,Firmicutes,granulicatella,GB_GCA_001058355.1,,granulicatella,2.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,0.2285367192797442,-0.6658412241973445,0.2148369331813272,2.0
Granulosicoccus,9,0.0556926503782314,0.0325898396558569,6.333333333333333,0,,0,Bacteria,Proteobacteria,granulosicoccus,GB_GCA_002746645.1,,granulosicoccus,2.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,0.2285367192797442,-0.6658412241973445,0.06363085336375586,7.0
Gulosibacter,8,0.4338277038496133,0.2364391306354155,9.125,0,,0,Bacteria,Actinobacteria,gulosibacter,GB_GCA_012719255.1,,gulosibacter,2.0,1.5,1.0,0.5,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.2696924313849768,0.2285367192797442,-0.6658412241973445,0.2648893628679014,1.0
Haemophilus,58,0.2776041638449119,0.2501011962740929,5.137931034482759,0,,0,Bacteria,Proteobacteria,haemophilus,GB_GCA_001752465.1,,haemophilus,7.0,2.0,1.8571428571428568,0.0,1.4285714285714286,1.2857142857142858,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,-0.1631260755350828,-1.0844772539736884,0.3186622457296502,0.26154250707285615,12.0
Halanaerobium,5,0.4011400171148063,0.0957449784500694,6.8,0,,0,Bacteria,Firmicutes,halanaerobium,GB_GCA_003070825.1,,halanaerobium,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,-1.0844772539736884,-0.6658412241973445,0.3692750782682637,4.0
Halobacillus,5,0.7516275056391015,0.197861017282919,6.8,0,,0,Bacteria,Firmicutes,halobacillus,GB_GCA_004078665.1,,halobacillus,5.0,1.6,1.2,0.4666666666666667,1.2,0.4,1.0,0.0,0.0,0.0,0.0,0.0,-0.248379160214998,0.1410024543961821,-0.206406271564747,0.6372201171302273,3.0
Halolactibacillus,3,0.6738050182078785,0.1187708134156089,7.333333333333333,0,,0,Bacteria,Firmicutes,halolactibacillus,RS_GCF_900115465.1,,halolactibacillus,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,-1.0844772539736884,-0.6658412241973445,0.7409028979369587,2.0
Halomonas,83,0.4810218696880664,0.2535915471141124,5.975903614457831,0,,0,Bacteria,Proteobacteria,halomonas,GB_GCA_001314875.1,,halomonas,27.0,6.148148148148148,3.592592592592593,0.2098765432098765,1.7777777777777777,4.407407407407407,0.074074074074074,0.0,0.0,0.0,0.0,0.0,0.7209799878121858,-0.5333355861882971,1.1208502582627564,0.5421069930429271,27.0
Halorhodospira,7,0.4552189566212354,0.2286388397154825,6.285714285714286,0,,0,Bacteria,Proteobacteria,halorhodospira,GB_GCA_003552345.1,,halorhodospira,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,-1.0844772539736884,-0.6658412241973445,0.4518285325495636,4.0
Halothiobacillus,4,0.3163345812950016,0.1527496039263279,7.5,0,,0,Bacteria,Proteobacteria,halothiobacillus,GB_GCA_002281295.1,,halothiobacillus,2.0,6.0,5.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6894047712640691,-1.0844772539736884,-0.6658412241973445,0.3163345812950016,4.0
Helicobacter,32,0.4454868200725977,0.3066008909699078,5.40625,0,,0,Bacteria,Proteobacteria,helicobacter,RS_GCF_000259255.1,,helicobacter,12.0,1.4166666666666667,1.0,0.8194444444444445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2874534906932925,1.0674067577472155,-0.6658412241973445,0.37447635071151564,11.0
Herbaspirillum,4,0.6531026581577306,0.0982996812717719,11.5,0,,0,Bacteria,Proteobacteria,herbaspirillum,GB_GCA_004134995.1,,herbaspirillum,6.0,7.166666666666667,5.666666666666667,0.2083333333333333,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9380596015804884,-0.537388098451425,-0.6658412241973445,0.7309791687469449,1.0
Hoeflea,6,0.481552343224556,0.1393993964064456,8.833333333333334,0,,0,Bacteria,Proteobacteria,hoeflea,GB_GCA_000961635.1,,hoeflea,1.0,10.0,9.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.541935618063221,-1.0844772539736884,1.6313335389656427,0.4972434164786388,2.0
Hydrogenobacter,7,0.4875885967899015,0.3080694584777778,3.857142857142857,0,,0,Bacteria,Aquificae,hydrogenobacter,GB_GCA_023255875.1,,hydrogenobacter,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3762587872348708,1.5415506925331772,-0.6658412241973445,0.500497677363425,3.0
