"model","n_taxa","lambda","predictor","beta","SE","t_stat","p_value"
"B_std~types+n_species",606,0.703596892049813,"mean_n_metal_types_z",0.0203927975928137,0.00565446990368095,3.60649149083602,0.000336068257337883
"B_std~types+n_species",606,0.703596892049813,"n_species_with_amr_z",0.00925896447426176,0.00506115299287828,1.8294180174538,0.067830636707317
"B_std~all3+n_species",606,0.702049883943842,"mean_n_metal_types_z",0.0223721879846243,0.00666100956566901,3.35867825500974,0.000832706684560274
"B_std~all3+n_species",606,0.702049883943842,"mean_n_metal_amr_clusters_z",-0.00241666587511736,0.00653138033739907,-0.370008443893458,0.71150654919447
"B_std~all3+n_species",606,0.702049883943842,"mean_metal_core_fraction_z",0.00542037573955966,0.00541179171357742,1.00158617079824,0.316946586510922
"B_std~all3+n_species",606,0.702049883943842,"n_species_with_amr_z",0.00921451625261439,0.00507692084101364,1.81498127332918,0.0700251211156145
"arc_B_std~mean_n_metal_types_z",48,0.567465447685122,"mean_n_metal_types_z",0.0145319235479841,0.0197993160144096,0.733960887204795,0.466697299727826
"arc_B_std~mean_n_metal_amr_clusters_z",48,0.56724330605127,"mean_n_metal_amr_clusters_z",0.0146226760649737,0.0209127360780007,0.699223478479036,0.487933086594917
"arc_B_std~mean_metal_core_fraction_z",48,0.552920457621217,"mean_metal_core_fraction_z",0.000229272802865392,0.0210950285959073,0.0108685703753857,0.991375307161095
