"model","n_taxa","lambda","predictor","beta","SE","t_stat","p_value"
"B_std~types+genome_size",527,0.629462600054346,"mean_n_metal_types_z",0.0217742167088027,0.00606036800201785,3.59288688435303,0.00035786857868588
"B_std~types+genome_size",527,0.629462600054346,"log_genome_size_z",0.026301039547621,0.00688036700172643,3.82262160449021,0.000147905291317659
