genus	env_class	source	n_present	n_class	prevalence	mean_relab	mean_present	max_relab	n_compounds	pathways
Shinella	soil	NMDC	902	2260	0.3991150442477876	3.213980814921644e-05	8.052767895479951e-05	0.0022888972186479424	1	Shikimates and Phenylpropanoids
Shinella	marine	PlanetMicrobe	20	302	0.06622516556291391	3.0575092087590846e-05	3.0575092087590846e-05	0.0046097	1	Shikimates and Phenylpropanoids
Shinella	plant	NMDC	18	119	0.15126050420168066	8.001871119421548e-06	5.2901259067286904e-05	0.00020264710001102108	1	Shikimates and Phenylpropanoids
Shinella	freshwater	NMDC	64	723	0.08852005532503458	7.470931437081742e-06	8.43981785782828e-05	0.0005385492552642648	1	Shikimates and Phenylpropanoids
Sphingobium	marine	PlanetMicrobe	140	302	0.46357615894039733	0.003243947957347241	0.003243947957347241	0.1493505	2	Shikimates and Phenylpropanoids
Sphingobium	periphyton	NMDC	451	472	0.9555084745762712	0.00133801385565074	0.0014003160529205082	0.018068839273008896	2	Shikimates and Phenylpropanoids
Sphingobium	soil	NMDC	1018	2260	0.4504424778761062	0.0002474927101860565	0.0005494435412774927	0.004886523917057444	2	Shikimates and Phenylpropanoids
Sphingobium	plant	NMDC	19	119	0.15966386554621848	0.0001787491486405211	0.001119534141485369	0.004293825233939488	2	Shikimates and Phenylpropanoids
Sphingobium	freshwater	NMDC	78	723	0.1078838174273859	6.88206655373486e-05	0.0006379146305577313	0.007063696704691211	2	Shikimates and Phenylpropanoids
Sphingomonas	marine	PlanetMicrobe	160	302	0.5298013245033113	0.006342865375690107	0.006342865375690107	0.274669926	1	Shikimates and Phenylpropanoids
Sphingomonas	periphyton	NMDC	457	472	0.9682203389830508	0.005785847901781695	0.00597575538214652	0.07854116517883149	1	Shikimates and Phenylpropanoids
Sphingomonas	soil	NMDC	1040	2260	0.46017699115044247	0.001166112227802123	0.0025340515719546137	0.184527751143444	1	Shikimates and Phenylpropanoids
Sphingomonas	plant	NMDC	19	119	0.15966386554621848	0.000784921795748208	0.004916089141791408	0.02139304489972517	1	Shikimates and Phenylpropanoids
Sphingomonas	freshwater	NMDC	84	723	0.11618257261410789	0.000241117985519404	0.002075336946792013	0.038831083689348324	1	Shikimates and Phenylpropanoids
Sphingopyxis	marine	PlanetMicrobe	133	302	0.44039735099337746	0.0031724647923828983	0.0031724647923828983	0.219894959	1	Shikimates and Phenylpropanoids
Sphingopyxis	periphyton	NMDC	447	472	0.9470338983050848	0.0009493323759862147	0.0010024270278870097	0.026456511722485247	1	Shikimates and Phenylpropanoids
Sphingopyxis	soil	NMDC	983	2260	0.43495575221238936	8.45277082209902e-05	0.00019433633833106597	0.006171303226247302	1	Shikimates and Phenylpropanoids
Sphingopyxis	plant	NMDC	19	119	0.15966386554621848	3.4275778100673126e-05	0.00021467461020947907	0.0009662097005824897	1	Shikimates and Phenylpropanoids
Sphingopyxis	freshwater	NMDC	76	723	0.10511756569847856	2.291981397172736e-05	0.0002180398092310379	0.0019490982763495652	1	Shikimates and Phenylpropanoids
Staphylococcus	marine	PlanetMicrobe	126	302	0.41721854304635764	0.002221929128824666	0.002221929128824666	0.135239	2	Shikimates and Phenylpropanoids
Staphylococcus	periphyton	NMDC	401	472	0.8495762711864406	7.176788803144408e-05	8.447492057566486e-05	0.0008731989063849312	2	Shikimates and Phenylpropanoids
Staphylococcus	soil	NMDC	847	2260	0.3747787610619469	2.473629578112205e-05	6.600239488233275e-05	0.003919751712094529	2	Shikimates and Phenylpropanoids
Staphylococcus	freshwater	NMDC	74	723	0.10235131396957123	1.3094704077908159e-05	0.00012793879795037295	0.0015427825766436316	2	Shikimates and Phenylpropanoids
Staphylococcus	plant	NMDC	18	119	0.15126050420168066	7.066273776591123e-06	4.671592107857465e-05	0.0006404348325971696	2	Shikimates and Phenylpropanoids
Starkeya	soil	NMDC	935	2260	0.413716814159292	8.167232827408359e-05	0.0001974111891972502	0.0022625252657928157	2	Shikimates and Phenylpropanoids
Starkeya	periphyton	NMDC	397	472	0.8411016949152542	4.7493522949301214e-05	5.646585096239338e-05	0.0004181580504270443	2	Shikimates and Phenylpropanoids
Starkeya	plant	NMDC	19	119	0.15966386554621848	1.6452501389828423e-05	0.00010304461396787276	0.0003415882013029033	2	Shikimates and Phenylpropanoids
Starkeya	freshwater	NMDC	64	723	0.08852005532503458	8.898793845924413e-06	0.00010052856172817734	0.00029393093779993073	2	Shikimates and Phenylpropanoids
Starkeya	marine	PlanetMicrobe	9	302	0.029801324503311258	6.419992523438499e-06	6.419992523438499e-06	0.00161093	2	Shikimates and Phenylpropanoids
Streptomyces	soil	NMDC	1061	2260	0.46946902654867256	0.0065889168803117855	0.014034827662115584	0.11936185382573693	2	Shikimates and Phenylpropanoids
Streptomyces	periphyton	NMDC	452	472	0.9576271186440678	0.0013846013718188564	0.0014458669192444695	0.01865039263276482	2	Shikimates and Phenylpropanoids
Streptomyces	marine	PlanetMicrobe	102	302	0.33774834437086093	0.0007847016511181516	0.0007847016511181516	0.0666561	2	Shikimates and Phenylpropanoids
Streptomyces	freshwater	NMDC	83	723	0.11479944674965421	0.0006936290024508362	0.006042093599662102	0.017714552056141697	2	Shikimates and Phenylpropanoids
Streptomyces	plant	NMDC	19	119	0.15966386554621848	0.0005745396785297735	0.0035984327234233186	0.010487862926297904	2	Shikimates and Phenylpropanoids
Tardiphaga	soil	NMDC	997	2260	0.4411504424778761	0.0003441621491448812	0.0007801468977607137	0.013010569918600475	1	Shikimates and Phenylpropanoids
Tardiphaga	plant	NMDC	19	119	0.15966386554621848	0.00017080380259553286	0.001069771184677285	0.008854488081113047	1	Shikimates and Phenylpropanoids
Tardiphaga	periphyton	NMDC	413	472	0.875	0.0001173832254978996	0.00013415225771188526	0.00392222366331639	1	Shikimates and Phenylpropanoids
Tardiphaga	freshwater	NMDC	66	723	0.0912863070539419	1.880536325472884e-05	0.00020600420656316593	0.0013171123042554028	1	Shikimates and Phenylpropanoids
Terriglobus	soil	NMDC	1025	2260	0.45353982300884954	0.0009545192279268528	0.0021045984927948167	0.019945566425728093	1	Shikimates and Phenylpropanoids
Terriglobus	periphyton	NMDC	405	472	0.8580508474576272	0.00027215363433634465	0.0003171765812512461	0.07129206194303077	1	Shikimates and Phenylpropanoids
Terriglobus	plant	NMDC	19	119	0.15966386554621848	5.2754813813128286e-05	0.00033041172861906663	0.0015641175813631315	1	Shikimates and Phenylpropanoids
Terriglobus	freshwater	NMDC	71	723	0.09820193637621023	2.4344412013895863e-05	0.0002479015476907987	0.0009262895339650191	1	Shikimates and Phenylpropanoids
Terriglobus	marine	PlanetMicrobe	8	302	0.026490066225165563	1.0699398989900748e-05	1.0699398989900748e-05	0.00243067	1	Shikimates and Phenylpropanoids
Variovorax	periphyton	NMDC	460	472	0.9745762711864406	0.009093895537651848	0.009331127595155808	0.07491025171104462	4	Shikimates and Phenylpropanoids
Variovorax	plant	NMDC	19	119	0.15966386554621848	0.001758389448047049	0.011013070753557834	0.04669234721418414	4	Shikimates and Phenylpropanoids
Variovorax	soil	NMDC	1031	2260	0.4561946902654867	0.0007124357140385942	0.0015616922538576362	0.01625241192598872	4	Shikimates and Phenylpropanoids
Variovorax	freshwater	NMDC	86	723	0.11894882434301521	0.0005619430392545544	0.004724242062570266	0.18812465499061615	4	Shikimates and Phenylpropanoids
Variovorax	marine	PlanetMicrobe	34	302	0.11258278145695365	3.428777586591144e-05	3.428777586591144e-05	0.003672456	4	Shikimates and Phenylpropanoids
Xylophilus	periphyton	NMDC	437	472	0.9258474576271186	0.00024516117842001344	0.0002647965130760786	0.011754750919166255	1	Shikimates and Phenylpropanoids
Xylophilus	soil	NMDC	848	2260	0.3752212389380531	1.7305434126898185e-05	4.612061453630884e-05	0.0006223777808500176	1	Shikimates and Phenylpropanoids
Xylophilus	freshwater	NMDC	74	723	0.10235131396957123	1.1951567517190693e-05	0.0001167700447963361	0.0010392267983478256	1	Shikimates and Phenylpropanoids
Xylophilus	plant	NMDC	19	119	0.15966386554621848	9.407279544020198e-06	5.891927714412651e-05	0.00025341841961389625	1	Shikimates and Phenylpropanoids
