orgId	locusId	sysName	name	desc	hitId	hitSysName	hitName	hitDesc	rank	cofit	conserved
Methanococcus_S2	MMP_RS01580	MMP_RS01580		PQQ-binding-like beta-propeller repeat protein	MMP_RS05290	MMP_RS05290		TetR/AcrR family transcriptional regulator	10	0.571677211624095	FALSE
Methanococcus_S2	MMP_RS01580	MMP_RS01580		PQQ-binding-like beta-propeller repeat protein	MMP_RS00135	MMP_RS00135		DUF2121 domain-containing protein	11	0.56507559248732	FALSE
Methanococcus_S2	MMP_RS01580	MMP_RS01580		PQQ-binding-like beta-propeller repeat protein	MMP_RS05460	MMP_RS05460		YcaO-related McrA-glycine thioamidation protein	12	0.555728780112531	FALSE
Methanococcus_S2	MMP_RS01580	MMP_RS01580		PQQ-binding-like beta-propeller repeat protein	MMP_RS02110	MMP_RS02110		hypothetical protein	13	0.553312325822655	FALSE
Methanococcus_S2	MMP_RS01580	MMP_RS01580		PQQ-binding-like beta-propeller repeat protein	MMP_RS07795	MMP_RS07795		site-2 protease family protein	14	0.550887171382261	FALSE
Methanococcus_S2	MMP_RS01580	MMP_RS01580		PQQ-binding-like beta-propeller repeat protein	MMP_RS07875	MMP_RS07875		hypothetical protein	15	0.5465425267845	FALSE
Methanococcus_S2	MMP_RS01580	MMP_RS01580		PQQ-binding-like beta-propeller repeat protein	MMP_RS07200	MMP_RS07200		[5-(aminomethyl)furan-3-yl]methyl phosphate kinase	16	0.543236510827932	FALSE
Methanococcus_S2	MMP_RS01580	MMP_RS01580		PQQ-binding-like beta-propeller repeat protein	MMP_RS04210	MMP_RS04210		aldo/keto reductase	17	0.534568382296841	FALSE
Methanococcus_S2	MMP_RS01580	MMP_RS01580		PQQ-binding-like beta-propeller repeat protein	MMP_RS02135	MMP_RS02135		DUF5612 domain-containing protein	18	0.523082318897237	FALSE
Methanococcus_S2	MMP_RS01580	MMP_RS01580		PQQ-binding-like beta-propeller repeat protein	MMP_RS05145	MMP_RS05145		hypothetical protein	19	0.521814637820358	FALSE
Methanococcus_S2	MMP_RS01580	MMP_RS01580		PQQ-binding-like beta-propeller repeat protein	MMP_RS03155	MMP_RS03155		precorrin-6A reductase	20	0.519858484400825	FALSE
Methanococcus_S2	MMP_RS01600	MMP_RS01600		50S ribosomal protein L15e	MMP_RS06885	MMP_RS06885		50S ribosome-binding GTPase	1	0.653268957273485	FALSE
Methanococcus_S2	MMP_RS01600	MMP_RS01600		50S ribosomal protein L15e	MMP_RS07750	MMP_RS07750		DUF357 domain-containing protein	2	0.650589517154572	FALSE
Methanococcus_S2	MMP_RS01600	MMP_RS01600		50S ribosomal protein L15e	MMP_RS08435	MMP_RS08435		Era-like GTP-binding protein	3	0.642116641803629	FALSE
Methanococcus_S2	MMP_RS01600	MMP_RS01600		50S ribosomal protein L15e	MMP_RS00110	MMP_RS00110		hypothetical protein	4	0.63174254995956	FALSE
Methanococcus_S2	MMP_RS01600	MMP_RS01600		50S ribosomal protein L15e	MMP_RS00810	MMP_RS00810		topoisomerase DNA-binding C4 zinc finger domain-containing protein	5	0.620611412393694	FALSE
Methanococcus_S2	MMP_RS01600	MMP_RS01600		50S ribosomal protein L15e	MMP_RS01220	MMP_RS01220		hypothetical protein	6	0.617389419933755	FALSE
Methanococcus_S2	MMP_RS01600	MMP_RS01600		50S ribosomal protein L15e	MMP_RS07435	MMP_RS07435		GMP synthase subunit A	7	0.616316149575142	FALSE
Methanococcus_S2	MMP_RS01600	MMP_RS01600		50S ribosomal protein L15e	MMP_RS00880	MMP_RS00880		ribosome assembly RNA-binding protein YhbY	8	0.614394154256355	FALSE
Methanococcus_S2	MMP_RS01600	MMP_RS01600		50S ribosomal protein L15e	MMP_RS06475	MMP_RS06475		FAD-dependent oxidoreductase	9	0.613039430920728	FALSE
Methanococcus_S2	MMP_RS01600	MMP_RS01600		50S ribosomal protein L15e	MMP_RS01725	MMP_RS01725		class I SAM-dependent methyltransferase family protein	10	0.608817571041113	FALSE
Methanococcus_S2	MMP_RS01600	MMP_RS01600		50S ribosomal protein L15e	MMP_RS07755	MMP_RS07755		DUF555 domain-containing protein	11	0.606436562318239	FALSE
Methanococcus_S2	MMP_RS01600	MMP_RS01600		50S ribosomal protein L15e	MMP_RS01665	MMP_RS01665		DUF2111 domain-containing protein	12	0.598065606042883	FALSE
Methanococcus_S2	MMP_RS01600	MMP_RS01600		50S ribosomal protein L15e	MMP_RS01610	MMP_RS01610		hypothetical protein	13	0.58890101830443	FALSE
Methanococcus_S2	MMP_RS01600	MMP_RS01600		50S ribosomal protein L15e	MMP_RS03025	MMP_RS03025		molybdenum cofactor guanylyltransferase	14	0.586746003622154	FALSE
Methanococcus_S2	MMP_RS01600	MMP_RS01600		50S ribosomal protein L15e	MMP_RS02800	MMP_RS02800		nucleotidyltransferase domain-containing protein	15	0.586210574290171	FALSE
Methanococcus_S2	MMP_RS01600	MMP_RS01600		50S ribosomal protein L15e	MMP_RS06940	MMP_RS06940		polyprenyl diphosphate synthase	16	0.57858215296564	FALSE
Methanococcus_S2	MMP_RS01600	MMP_RS01600		50S ribosomal protein L15e	MMP_RS07200	MMP_RS07200		[5-(aminomethyl)furan-3-yl]methyl phosphate kinase	17	0.576814652396206	FALSE
Methanococcus_S2	MMP_RS01600	MMP_RS01600		50S ribosomal protein L15e	MMP_RS02240	MMP_RS02240		methanogenesis marker 7 protein	18	0.573818366190237	FALSE
Methanococcus_S2	MMP_RS01600	MMP_RS01600		50S ribosomal protein L15e	MMP_RS06980	MMP_RS06980		tRNA 2-thiocytidine biosynthesis TtcA family protein	19	0.573611350982404	FALSE
Methanococcus_S2	MMP_RS01600	MMP_RS01600		50S ribosomal protein L15e	MMP_RS02135	MMP_RS02135		DUF5612 domain-containing protein	20	0.569496681780694	FALSE
Methanococcus_S2	MMP_RS01605	MMP_RS01605		hypothetical protein	MMP_RS01770	MMP_RS01770		ATP-dependent endonuclease	1	0.553603091422139	FALSE
Methanococcus_S2	MMP_RS01605	MMP_RS01605		hypothetical protein	MMP_RS04125	MMP_RS04125		TetR/AcrR family transcriptional regulator	2	0.436532708536154	FALSE
Methanococcus_S2	MMP_RS01605	MMP_RS01605		hypothetical protein	MMP_RS08885	MMP_RS08885		tetratricopeptide repeat protein	3	0.434384001397688	FALSE
Methanococcus_S2	MMP_RS01605	MMP_RS01605		hypothetical protein	MMP_RS02610	MMP_RS02610		DUF2162 domain-containing protein	4	0.425446680807276	FALSE
Methanococcus_S2	MMP_RS01605	MMP_RS01605		hypothetical protein	MMP_RS03565	MMP_RS03565		uracil phosphoribosyltransferase	5	0.422096785615969	FALSE
Methanococcus_S2	MMP_RS01605	MMP_RS01605		hypothetical protein	MMP_RS02660	MMP_RS02660		hypothetical protein	6	0.420934206242148	FALSE
Methanococcus_S2	MMP_RS01605	MMP_RS01605		hypothetical protein	MMP_RS04990	MMP_RS04990		aquaporin family protein	7	0.419995104394893	FALSE
Methanococcus_S2	MMP_RS01605	MMP_RS01605		hypothetical protein	MMP_RS06100	MMP_RS06100		GNAT family N-acetyltransferase	8	0.418450738790631	FALSE
Methanococcus_S2	MMP_RS01605	MMP_RS01605		hypothetical protein	MMP_RS00690	MMP_RS00690		MBL fold metallo-hydrolase	9	0.409401118632264	FALSE
Methanococcus_S2	MMP_RS01605	MMP_RS01605		hypothetical protein	MMP_RS03060	MMP_RS03060		MBL fold metallo-hydrolase	10	0.405265157548869	FALSE
Methanococcus_S2	MMP_RS01605	MMP_RS01605		hypothetical protein	MMP_RS04995	MMP_RS04995		hypothetical protein	11	0.404959956013403	FALSE
Methanococcus_S2	MMP_RS01605	MMP_RS01605		hypothetical protein	MMP_RS00705	MMP_RS00705		hypothetical protein	12	0.403679497601103	FALSE
Methanococcus_S2	MMP_RS01605	MMP_RS01605		hypothetical protein	MMP_RS09055	MMP_RS09055		CAP domain-containing protein	13	0.400701360519598	FALSE
Methanococcus_S2	MMP_RS01605	MMP_RS01605		hypothetical protein	MMP_RS01110	MMP_RS01110		FmdE family protein	14	0.398997591439275	FALSE
Methanococcus_S2	MMP_RS01605	MMP_RS01605		hypothetical protein	MMP_RS06385	MMP_RS06385		hypothetical protein	15	0.398700576703789	FALSE
Methanococcus_S2	MMP_RS01605	MMP_RS01605		hypothetical protein	MMP_RS04355	MMP_RS04355		ribonuclease H family protein	16	0.390165647836084	FALSE
Methanococcus_S2	MMP_RS01605	MMP_RS01605		hypothetical protein	MMP_RS06140	MMP_RS06140		radical SAM protein	17	0.388998941241586	FALSE
Methanococcus_S2	MMP_RS01605	MMP_RS01605		hypothetical protein	MMP_RS04375	MMP_RS04375		TetR/AcrR family transcriptional regulator	18	0.387230157674674	FALSE
Methanococcus_S2	MMP_RS01605	MMP_RS01605		hypothetical protein	MMP_RS02455	MMP_RS02455		hypothetical protein	19	0.386926403209115	FALSE
Methanococcus_S2	MMP_RS01605	MMP_RS01605		hypothetical protein	MMP_RS09040	MMP_RS09040		AAA family ATPase	20	0.385413651240094	FALSE
Methanococcus_S2	MMP_RS01610	MMP_RS01610		hypothetical protein	MMP_RS07200	MMP_RS07200		[5-(aminomethyl)furan-3-yl]methyl phosphate kinase	1	0.849106714638028	FALSE
Methanococcus_S2	MMP_RS01610	MMP_RS01610		hypothetical protein	MMP_RS00985	MMP_RS00985		CDC48 family AAA ATPase	2	0.845244772656446	FALSE
Methanococcus_S2	MMP_RS01610	MMP_RS01610		hypothetical protein	MMP_RS02240	MMP_RS02240		methanogenesis marker 7 protein	3	0.830792379943255	FALSE
Methanococcus_S2	MMP_RS01610	MMP_RS01610		hypothetical protein	MMP_RS03025	MMP_RS03025		molybdenum cofactor guanylyltransferase	4	0.825255266334562	FALSE
Methanococcus_S2	MMP_RS01610	MMP_RS01610		hypothetical protein	MMP_RS06020	MMP_RS06020		archaeoflavoprotein AfpA	5	0.821634369590676	FALSE
Methanococcus_S2	MMP_RS01610	MMP_RS01610		hypothetical protein	MMP_RS01220	MMP_RS01220		hypothetical protein	6	0.820896806506476	FALSE
Methanococcus_S2	MMP_RS01610	MMP_RS01610		hypothetical protein	MMP_RS01800	MMP_RS01800		TIGR00303 family protein	7	0.812310947619277	FALSE
Methanococcus_S2	MMP_RS01610	MMP_RS01610		hypothetical protein	MMP_RS06130	MMP_RS06130		peptidylprolyl isomerase	8	0.810241794151868	FALSE
Methanococcus_S2	MMP_RS01610	MMP_RS01610		hypothetical protein	MMP_RS00685	MMP_RS00685		2-phospho-L-lactate guanylyltransferase	9	0.807656429223107	FALSE
Methanococcus_S2	MMP_RS01610	MMP_RS01610		hypothetical protein	MMP_RS06295	MMP_RS06295		methanogenesis marker 14 protein	10	0.793174033174388	FALSE
Methanococcus_S2	MMP_RS01610	MMP_RS01610		hypothetical protein	MMP_RS03580	MMP_RS03580		signal recognition particle-docking protein FtsY	11	0.789407938129937	FALSE
Methanococcus_S2	MMP_RS01610	MMP_RS01610		hypothetical protein	MMP_RS02195	MMP_RS02195		tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase	12	0.787349151122477	FALSE
Methanococcus_S2	MMP_RS01610	MMP_RS01610		hypothetical protein	MMP_RS01795	MMP_RS01795		methanogenesis marker 6 protein	13	0.780516681803712	FALSE
Methanococcus_S2	MMP_RS01610	MMP_RS01610		hypothetical protein	MMP_RS05345	MMP_RS05345		hypothetical protein	14	0.77876015975624	FALSE
Methanococcus_S2	MMP_RS01610	MMP_RS01610		hypothetical protein	MMP_RS01225	MMP_RS01225		DUF5379 domain-containing protein	15	0.776483851699626	FALSE
Methanococcus_S2	MMP_RS01610	MMP_RS01610		hypothetical protein	MMP_RS07635	MMP_RS07635		MogA/MoaB family molybdenum cofactor biosynthesis protein	16	0.775569109980617	FALSE
Methanococcus_S2	MMP_RS01610	MMP_RS01610		hypothetical protein	MMP_RS08605	MMP_RS08605		flagellar protein E	17	0.769211740841013	FALSE
Methanococcus_S2	MMP_RS01610	MMP_RS01610		hypothetical protein	MMP_RS02135	MMP_RS02135		DUF5612 domain-containing protein	18	0.766910947297834	FALSE
Methanococcus_S2	MMP_RS01610	MMP_RS01610		hypothetical protein	MMP_RS04685	MMP_RS04685		DUF126 domain-containing protein	19	0.764893696657106	FALSE
Methanococcus_S2	MMP_RS01610	MMP_RS01610		hypothetical protein	MMP_RS08840	MMP_RS08840		class I SAM-dependent methyltransferase	20	0.76479570757665	FALSE
Methanococcus_S2	MMP_RS01620	MMP_RS01620		hypothetical protein	MMP_RS00825	MMP_RS00825		fumarylacetoacetate hydrolase family protein	1	0.552437133684158	FALSE
Methanococcus_S2	MMP_RS01620	MMP_RS01620		hypothetical protein	MMP_RS05600	MMP_RS05600		AglZ/HisF2 family acetamidino modification protein	2	0.540548279832839	FALSE
Methanococcus_S2	MMP_RS01620	MMP_RS01620		hypothetical protein	MMP_RS03010	MMP_RS03010		cupin domain-containing protein	3	0.520868320846172	FALSE
Methanococcus_S2	MMP_RS01620	MMP_RS01620		hypothetical protein	MMP_RS00940	MMP_RS00940		daunorubicin resistance protein DrrA family ABC transporter ATP-binding protein	4	0.510956354902989	FALSE
Methanococcus_S2	MMP_RS01620	MMP_RS01620		hypothetical protein	MMP_RS02890	MMP_RS02890		TIGR00296 family protein	5	0.501985633324814	FALSE
Methanococcus_S2	MMP_RS01620	MMP_RS01620		hypothetical protein	MMP_RS01940	MMP_RS01940		MoxR family ATPase	6	0.493859429876444	FALSE
Methanococcus_S2	MMP_RS01620	MMP_RS01620		hypothetical protein	MMP_RS05470	MMP_RS05470		DUF523 and DUF1722 domain-containing protein	7	0.473165670418068	FALSE
Methanococcus_S2	MMP_RS01620	MMP_RS01620		hypothetical protein	MMP_RS02795	MMP_RS02795		sulfate permease	8	0.470987417102104	FALSE
Methanococcus_S2	MMP_RS01620	MMP_RS01620		hypothetical protein	MMP_RS06745	MMP_RS06745		DUF2119 domain-containing protein	9	0.464384621034468	FALSE
Methanococcus_S2	MMP_RS01620	MMP_RS01620		hypothetical protein	MMP_RS00185	MMP_RS00185		potassium channel protein	10	0.46249172140879	FALSE
Methanococcus_S2	MMP_RS01620	MMP_RS01620		hypothetical protein	MMP_RS01130	MMP_RS01130		flavoprotein	11	0.454022970711088	FALSE
Methanococcus_S2	MMP_RS01620	MMP_RS01620		hypothetical protein	MMP_RS00800	MMP_RS00800		Coenzyme F420 hydrogenase/dehydrogenase  beta subunit C-terminal domain	12	0.445859613642188	FALSE
Methanococcus_S2	MMP_RS01620	MMP_RS01620		hypothetical protein	MMP_RS01920	MMP_RS01920		glycosyltransferase family 2 protein	13	0.444697036914238	FALSE
Methanococcus_S2	MMP_RS01620	MMP_RS01620		hypothetical protein	MMP_RS01930	MMP_RS01930		hypothetical protein	14	0.441887143685685	FALSE
Methanococcus_S2	MMP_RS01620	MMP_RS01620		hypothetical protein	MMP_RS02390	MMP_RS02390		NifB/NifX family molybdenum-iron cluster-binding protein	15	0.434644931739879	FALSE
Methanococcus_S2	MMP_RS01620	MMP_RS01620		hypothetical protein	MMP_RS04350	MMP_RS04350		2-hydroxyacyl-CoA dehydratase family protein	16	0.420996030613737	FALSE
Methanococcus_S2	MMP_RS01620	MMP_RS01620		hypothetical protein	MMP_RS01950	MMP_RS01950		hypothetical protein	17	0.413997603373455	FALSE
Methanococcus_S2	MMP_RS01620	MMP_RS01620		hypothetical protein	MMP_RS03100	MMP_RS03100		hypothetical protein	18	0.409765279460465	FALSE
Methanococcus_S2	MMP_RS01620	MMP_RS01620		hypothetical protein	MMP_RS05275	MMP_RS05275		AI-2E family transporter	19	0.409426789092306	FALSE
Methanococcus_S2	MMP_RS01620	MMP_RS01620		hypothetical protein	MMP_RS04580	MMP_RS04580		hypothetical protein	20	0.407773030658975	FALSE
Methanococcus_S2	MMP_RS01625	MMP_RS01625		rubredoxin	MMP_RS07985	MMP_RS07985		nitroreductase family protein	1	0.478811438514731	FALSE
Methanococcus_S2	MMP_RS01625	MMP_RS01625		rubredoxin	MMP_RS02045	MMP_RS02045		tRNA-Met	2	0.43658007991248	FALSE
Methanococcus_S2	MMP_RS01625	MMP_RS01625		rubredoxin	MMP_RS02555	MMP_RS02555		AIPR family protein	3	0.434769500544428	FALSE
Methanococcus_S2	MMP_RS01625	MMP_RS01625		rubredoxin	MMP_RS00400	MMP_RS00400		tributyrin esterase	4	0.412939305772029	FALSE
Methanococcus_S2	MMP_RS01625	MMP_RS01625		rubredoxin	MMP_RS08390	MMP_RS08390		DUF5400 domain-containing protein	5	0.40939099835965	FALSE
Methanococcus_S2	MMP_RS01625	MMP_RS01625		rubredoxin	MMP_RS01570	MMP_RS01570		hypothetical protein	6	0.409256758898077	FALSE
Methanococcus_S2	MMP_RS01625	MMP_RS01625		rubredoxin	MMP_RS08395	MMP_RS08395		DsrE family protein	7	0.405751650957845	FALSE
Methanococcus_S2	MMP_RS01625	MMP_RS01625		rubredoxin	MMP_RS08245	MMP_RS08245		DUF4013 domain-containing protein	8	0.40541330043588	FALSE
Methanococcus_S2	MMP_RS01625	MMP_RS01625		rubredoxin	MMP_RS00705	MMP_RS00705		hypothetical protein	9	0.405407256212569	FALSE
Methanococcus_S2	MMP_RS01625	MMP_RS01625		rubredoxin	MMP_RS08325	MMP_RS08325		hypothetical protein	10	0.400278469811158	FALSE
Methanococcus_S2	MMP_RS01625	MMP_RS01625		rubredoxin	MMP_RS06045	MMP_RS06045		DNA polymerase	11	0.395082889358346	FALSE
Methanococcus_S2	MMP_RS01625	MMP_RS01625		rubredoxin	MMP_RS06145	MMP_RS06145		hypothetical protein	12	0.390890426377613	FALSE
Methanococcus_S2	MMP_RS01625	MMP_RS01625		rubredoxin	MMP_RS01320	MMP_RS01320		hypothetical protein	13	0.388895885857286	FALSE
Methanococcus_S2	MMP_RS01625	MMP_RS01625		rubredoxin	MMP_RS07150	MMP_RS07150		MTH895/ArsE family thioredoxin-like protein	14	0.387236576283853	FALSE
Methanococcus_S2	MMP_RS01625	MMP_RS01625		rubredoxin	MMP_RS08980	MMP_RS08980		hypothetical protein	15	0.384638640973115	FALSE
Methanococcus_S2	MMP_RS01625	MMP_RS01625		rubredoxin	MMP_RS08310	MMP_RS08310		TMEM165/GDT1 family protein	16	0.382779861858777	FALSE
Methanococcus_S2	MMP_RS01625	MMP_RS01625		rubredoxin	MMP_RS01090	MMP_RS01090		ABC transporter substrate-binding protein	17	0.380908758184156	FALSE
Methanococcus_S2	MMP_RS01625	MMP_RS01625		rubredoxin	MMP_RS00195	MMP_RS00195		DUF4013 domain-containing protein	18	0.380759121416626	FALSE
Methanococcus_S2	MMP_RS01625	MMP_RS01625		rubredoxin	MMP_RS08490	MMP_RS08490		hypothetical protein	19	0.377189107002223	FALSE
Methanococcus_S2	MMP_RS01625	MMP_RS01625		rubredoxin	MMP_RS08285	MMP_RS08285		serine/threonine protein kinase	20	0.375805216043268	FALSE
Methanococcus_S2	MMP_RS01630	MMP_RS01630		N-glycosylase/DNA lyase	MMP_RS08390	MMP_RS08390		DUF5400 domain-containing protein	1	0.659966266670667	FALSE
Methanococcus_S2	MMP_RS01630	MMP_RS01630		N-glycosylase/DNA lyase	MMP_RS00655	MMP_RS00655		hypothetical protein	2	0.632329425884286	FALSE
Methanococcus_S2	MMP_RS01630	MMP_RS01630		N-glycosylase/DNA lyase	MMP_RS02920	MMP_RS02920		DMT family transporter	3	0.620939983819244	FALSE
Methanococcus_S2	MMP_RS01630	MMP_RS01630		N-glycosylase/DNA lyase	MMP_RS00400	MMP_RS00400		tributyrin esterase	4	0.579080173752439	FALSE
Methanococcus_S2	MMP_RS01630	MMP_RS01630		N-glycosylase/DNA lyase	MMP_RS07985	MMP_RS07985		nitroreductase family protein	5	0.578309497408972	FALSE
Methanococcus_S2	MMP_RS01630	MMP_RS01630		N-glycosylase/DNA lyase	MMP_RS04735	MMP_RS04735		tautomerase family protein	6	0.57299279120591	FALSE
Methanococcus_S2	MMP_RS01630	MMP_RS01630		N-glycosylase/DNA lyase	MMP_RS05780	MMP_RS05780		multidrug resistance efflux transporter family protein	7	0.568237912419422	FALSE
Methanococcus_S2	MMP_RS01630	MMP_RS01630		N-glycosylase/DNA lyase	MMP_RS02320	MMP_RS02320		glutamate-cysteine ligase family protein	8	0.564736478120388	FALSE
Methanococcus_S2	MMP_RS01630	MMP_RS01630		N-glycosylase/DNA lyase	MMP_RS02045	MMP_RS02045		tRNA-Met	9	0.561765128616331	FALSE
Methanococcus_S2	MMP_RS01630	MMP_RS01630		N-glycosylase/DNA lyase	MMP_RS01675	MMP_RS01675		hypothetical protein	10	0.550407834034155	FALSE
Methanococcus_S2	MMP_RS01630	MMP_RS01630		N-glycosylase/DNA lyase	MMP_RS04190	MMP_RS04190		hypothetical protein	11	0.543056585063669	FALSE
Methanococcus_S2	MMP_RS01630	MMP_RS01630		N-glycosylase/DNA lyase	MMP_RS09060	MMP_RS09060		hypothetical protein	12	0.531549492886124	FALSE
Methanococcus_S2	MMP_RS01630	MMP_RS01630		N-glycosylase/DNA lyase	MMP_RS02555	MMP_RS02555		AIPR family protein	13	0.530736756748606	FALSE
Methanococcus_S2	MMP_RS01630	MMP_RS01630		N-glycosylase/DNA lyase	MMP_RS01320	MMP_RS01320		hypothetical protein	14	0.530486907632199	FALSE
Methanococcus_S2	MMP_RS01630	MMP_RS01630		N-glycosylase/DNA lyase	MMP_RS01570	MMP_RS01570		hypothetical protein	15	0.52949392295445	FALSE
Methanococcus_S2	MMP_RS01630	MMP_RS01630		N-glycosylase/DNA lyase	MMP_RS01855	MMP_RS01855		2-hydroxyacyl-CoA dehydratase family protein	16	0.518697023410561	FALSE
Methanococcus_S2	MMP_RS01630	MMP_RS01630		N-glycosylase/DNA lyase	MMP_RS05365	MMP_RS05365		23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH	17	0.511781655877688	FALSE
Methanococcus_S2	MMP_RS01630	MMP_RS01630		N-glycosylase/DNA lyase	MMP_RS08410	MMP_RS08410		DUF169 domain-containing protein	18	0.510931928607537	FALSE
Methanococcus_S2	MMP_RS01630	MMP_RS01630		N-glycosylase/DNA lyase	MMP_RS08480	MMP_RS08480		molybdate ABC transporter substrate-binding protein	19	0.499484383631732	FALSE
Methanococcus_S2	MMP_RS01630	MMP_RS01630		N-glycosylase/DNA lyase	MMP_RS08700	MMP_RS08700		hypothetical protein	20	0.49072325704749	FALSE
Methanococcus_S2	MMP_RS01635	MMP_RS01635		thiamine pyrophosphate-dependent enzyme	MMP_RS04995	MMP_RS04995		hypothetical protein	1	0.535972912410732	FALSE
Methanococcus_S2	MMP_RS01635	MMP_RS01635		thiamine pyrophosphate-dependent enzyme	MMP_RS08285	MMP_RS08285		serine/threonine protein kinase	2	0.496755248105313	FALSE
Methanococcus_S2	MMP_RS01635	MMP_RS01635		thiamine pyrophosphate-dependent enzyme	MMP_RS05780	MMP_RS05780		multidrug resistance efflux transporter family protein	3	0.485642535908127	FALSE
Methanococcus_S2	MMP_RS01635	MMP_RS01635		thiamine pyrophosphate-dependent enzyme	MMP_RS05270	MMP_RS05270		PEGA domain-containing protein	4	0.465523540353826	FALSE
Methanococcus_S2	MMP_RS01635	MMP_RS01635		thiamine pyrophosphate-dependent enzyme	MMP_RS00655	MMP_RS00655		hypothetical protein	5	0.464201247906187	FALSE
Methanococcus_S2	MMP_RS01635	MMP_RS01635		thiamine pyrophosphate-dependent enzyme	MMP_RS06050	MMP_RS06050		ZIP family metal transporter	6	0.464176519654511	FALSE
Methanococcus_S2	MMP_RS01635	MMP_RS01635		thiamine pyrophosphate-dependent enzyme	MMP_RS01675	MMP_RS01675		hypothetical protein	7	0.463956290284979	FALSE
Methanococcus_S2	MMP_RS01635	MMP_RS01635		thiamine pyrophosphate-dependent enzyme	MMP_RS08390	MMP_RS08390		DUF5400 domain-containing protein	8	0.45860387193119	FALSE
Methanococcus_S2	MMP_RS01635	MMP_RS01635		thiamine pyrophosphate-dependent enzyme	MMP_RS02045	MMP_RS02045		tRNA-Met	9	0.458598643262117	FALSE
Methanococcus_S2	MMP_RS01635	MMP_RS01635		thiamine pyrophosphate-dependent enzyme	MMP_RS08410	MMP_RS08410		DUF169 domain-containing protein	10	0.443165679281266	FALSE
Methanococcus_S2	MMP_RS01635	MMP_RS01635		thiamine pyrophosphate-dependent enzyme	MMP_RS01320	MMP_RS01320		hypothetical protein	11	0.440941071499456	FALSE
Methanococcus_S2	MMP_RS01635	MMP_RS01635		thiamine pyrophosphate-dependent enzyme	MMP_RS08770	MMP_RS08770		hypothetical protein	12	0.43843891747034	FALSE
Methanococcus_S2	MMP_RS01635	MMP_RS01635		thiamine pyrophosphate-dependent enzyme	MMP_RS01630	MMP_RS01630		N-glycosylase/DNA lyase	13	0.435668888079084	FALSE
Methanococcus_S2	MMP_RS01635	MMP_RS01635		thiamine pyrophosphate-dependent enzyme	MMP_RS02920	MMP_RS02920		DMT family transporter	14	0.435483124549576	FALSE
Methanococcus_S2	MMP_RS01635	MMP_RS01635		thiamine pyrophosphate-dependent enzyme	MMP_RS08310	MMP_RS08310		TMEM165/GDT1 family protein	15	0.432847099912555	FALSE
Methanococcus_S2	MMP_RS01635	MMP_RS01635		thiamine pyrophosphate-dependent enzyme	MMP_RS02555	MMP_RS02555		AIPR family protein	16	0.43092531140122	FALSE
Methanococcus_S2	MMP_RS01635	MMP_RS01635		thiamine pyrophosphate-dependent enzyme	MMP_RS04205	MMP_RS04205		carboxymuconolactone decarboxylase family protein	17	0.428744246687845	FALSE
Methanococcus_S2	MMP_RS01635	MMP_RS01635		thiamine pyrophosphate-dependent enzyme	MMP_RS02320	MMP_RS02320		glutamate-cysteine ligase family protein	18	0.427756789561294	FALSE
Methanococcus_S2	MMP_RS01635	MMP_RS01635		thiamine pyrophosphate-dependent enzyme	MMP_RS06115	MMP_RS06115		class II aldolase/adducin family protein	19	0.412452246708742	FALSE
Methanococcus_S2	MMP_RS01635	MMP_RS01635		thiamine pyrophosphate-dependent enzyme	MMP_RS02215	MMP_RS02215		ECF transporter S component	20	0.412293589201665	FALSE
Methanococcus_S2	MMP_RS01640	MMP_RS01640		2-oxoacid:acceptor oxidoreductase subunit alpha	MMP_RS01095	MMP_RS01095		iron ABC transporter permease	1	0.559747218451534	FALSE
Methanococcus_S2	MMP_RS01640	MMP_RS01640		2-oxoacid:acceptor oxidoreductase subunit alpha	MMP_RS01060	MMP_RS01060		calcium/sodium antiporter	2	0.541559711636441	FALSE
Methanococcus_S2	MMP_RS01640	MMP_RS01640		2-oxoacid:acceptor oxidoreductase subunit alpha	MMP_RS00635	MMP_RS00635		energy-coupling factor transporter transmembrane protein EcfT	3	0.501866377668574	FALSE
Methanococcus_S2	MMP_RS01640	MMP_RS01640		2-oxoacid:acceptor oxidoreductase subunit alpha	MMP_RS03010	MMP_RS03010		cupin domain-containing protein	4	0.480175932161469	FALSE
Methanococcus_S2	MMP_RS01640	MMP_RS01640		2-oxoacid:acceptor oxidoreductase subunit alpha	MMP_RS00940	MMP_RS00940		daunorubicin resistance protein DrrA family ABC transporter ATP-binding protein	5	0.472628597125061	FALSE
Methanococcus_S2	MMP_RS01640	MMP_RS01640		2-oxoacid:acceptor oxidoreductase subunit alpha	MMP_RS00800	MMP_RS00800		Coenzyme F420 hydrogenase/dehydrogenase  beta subunit C-terminal domain	6	0.468499008373381	FALSE
Methanococcus_S2	MMP_RS01640	MMP_RS01640		2-oxoacid:acceptor oxidoreductase subunit alpha	MMP_RS05470	MMP_RS05470		DUF523 and DUF1722 domain-containing protein	7	0.466509891702609	FALSE
Methanococcus_S2	MMP_RS01640	MMP_RS01640		2-oxoacid:acceptor oxidoreductase subunit alpha	MMP_RS06440	MMP_RS06440		CBS domain-containing protein	8	0.46423520599956	FALSE
