orgId	locusId	sysName	geneName	desc	set1IT067 CPG	set1IT068 M63_quarter_strength	set1IT071 CPG	set1IT072 M63_quarter_strength	set2IT036 CPG	set2IT037 M63_quarter_strength
RalstoniaUW163	UW163_RS13895	UW163_RS13895		pca operon transcription factor PcaQ	0.048	-0.680	0.124	-0.231	-0.043	-0.530
RalstoniaUW163	UW163_RS13900	UW163_RS13900		protocatechuate 3,4-dioxygenase subunit beta	-0.075	0.109	0.066	-0.191	-0.126	0.008
RalstoniaUW163	UW163_RS13905	UW163_RS13905		protocatechuate 3,4-dioxygenase subunit alpha	0.050	0.165	0.191	-0.000	0.260	0.020
RalstoniaUW163	UW163_RS13910	UW163_RS13910		RNA 2',3'-cyclic phosphodiesterase	-0.461	0.019	-0.293	0.047	0.116	-0.164
RalstoniaUW163	UW163_RS13915	UW163_RS13915		DsbA family protein	0.298	0.344	0.200	-0.201	-0.200	-0.083
RalstoniaUW163	UW163_RS13920	UW163_RS13920		MBL fold metallo-hydrolase	0.174	0.028	-0.037	0.050	-0.124	0.122
RalstoniaUW163	UW163_RS13925	UW163_RS13925		LysR family transcriptional regulator	0.660	-0.342	-0.075	0.239	0.009	0.080
RalstoniaUW163	UW163_RS13930	UW163_RS13930		MFS transporter	0.186	0.112	-0.252	0.068	0.515	0.098
RalstoniaUW163	UW163_RS13935	UW163_RS13935		type II toxin-antitoxin system HipA family toxin	-0.105	-0.156	0.365	0.021	-0.108	-0.435
RalstoniaUW163	UW163_RS13965	UW163_RS13965		ABC-F family ATPase	0.009	0.017	0.057	0.109	0.205	0.100
RalstoniaUW163	UW163_RS13975	UW163_RS13975		aldehyde dehydrogenase family protein	0.124	0.119	0.088	-0.018	0.093	-0.109
RalstoniaUW163	UW163_RS13985	UW163_RS13985		glycoside hydrolase family 15 protein	-0.042	-0.095	0.025	-0.054	0.060	-0.092
RalstoniaUW163	UW163_RS13990	UW163_RS13990		DUF2252 domain-containing protein	0.364	0.109	0.260	0.066	-0.126	-0.438
RalstoniaUW163	UW163_RS13995	UW163_RS13995		membrane protein	0.362	-0.078	0.268	-0.309	-0.367	-0.156
RalstoniaUW163	UW163_RS14000	UW163_RS14000		methyltransferase	-0.064	0.134	-0.061	-0.312	-0.632	-0.171
RalstoniaUW163	UW163_RS14005	UW163_RS14005		hypothetical protein	0.200	0.142	-0.055	0.008	0.078	-0.200
RalstoniaUW163	UW163_RS14010	UW163_RS14010		carbon monoxide dehydrogenase accessory protein	0.215	0.095	-0.155	0.047	0.073	-0.216
RalstoniaUW163	UW163_RS14015	UW163_RS14015		carbon monoxide dehydrogenase	0.070	0.103	0.093	0.204	0.564	0.562
RalstoniaUW163	UW163_RS14020	UW163_RS14020		VWA domain-containing protein	-0.219	0.181	0.387	-0.266	-0.055	-0.229
RalstoniaUW163	UW163_RS14025	UW163_RS14025		MoxR family ATPase	-0.367	-0.290	0.116	-0.117	-0.713	-0.450
RalstoniaUW163	UW163_RS14030	UW163_RS14030		xanthine dehydrogenase family protein subunit M	0.163	-0.024	-0.191	-0.140	0.118	-0.150
RalstoniaUW163	UW163_RS14035	UW163_RS14035		xanthine dehydrogenase family protein molybdopterin-binding subunit	0.053	-0.027	0.035	0.087	-0.052	-0.077
RalstoniaUW163	UW163_RS14040	UW163_RS14040		(2Fe-2S)-binding protein	0.324	-1.034	0.309	0.057	0.321	-0.084
RalstoniaUW163	UW163_RS14045	UW163_RS14045		crea protein	0.119	0.138	0.092	0.014	0.143	0.004
RalstoniaUW163	UW163_RS14050	UW163_RS14050		LysR family transcriptional regulator	-0.514	0.326	-0.128	-0.129	-0.708	-0.454
RalstoniaUW163	UW163_RS14055	UW163_RS14055		MFS transporter	-0.158	0.007	0.115	-0.121	0.128	0.027
RalstoniaUW163	UW163_RS14070	UW163_RS14070		hypothetical protein	-0.210	0.538	-0.130	-0.385	-0.642	-0.029
RalstoniaUW163	UW163_RS14075	UW163_RS14075		type III effector protein	0.127	-0.265	-0.112	0.034	0.405	0.056
RalstoniaUW163	UW163_RS14080	UW163_RS14080		nitroreductase	-0.625	0.060	-0.170	-0.422	0.084	0.143
RalstoniaUW163	UW163_RS14090	UW163_RS14090		penicillin-binding protein	0.179	0.124	-0.098	0.014	0.058	-0.125
RalstoniaUW163	UW163_RS14095	UW163_RS14095		LysR family transcriptional regulator	-0.207	0.155	0.078	-0.101	-0.085	-0.100
RalstoniaUW163	UW163_RS14100	UW163_RS14100		muconate cycloisomerase	-0.862	-0.772	0.062	-0.401	-0.149	-0.981
RalstoniaUW163	UW163_RS14105	UW163_RS14105		muconolactone delta-isomerase	-0.194	-0.363	-0.289	-0.351	0.094	-0.090
RalstoniaUW163	UW163_RS14110	UW163_RS14110		catechol 1,2-dioxygenase	-0.373	-0.426	-0.185	-0.081	0.288	0.144
RalstoniaUW163	UW163_RS14115	UW163_RS14115		benzoate 1,2-dioxygenase large subunit	-0.122	0.157	-0.173	-0.010	0.080	-0.038
RalstoniaUW163	UW163_RS14120	UW163_RS14120		benzoate 1,2-dioxygenase small subunit	0.024	-0.226	0.041	0.051	-0.045	-0.099
RalstoniaUW163	UW163_RS14125	UW163_RS14125		NADH oxidase	0.208	-0.069	0.083	0.028	0.101	0.008
RalstoniaUW163	UW163_RS14130	UW163_RS14130		1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate dehydrogenase	-0.100	0.250	0.061	0.320	-0.122	0.047
RalstoniaUW163	UW163_RS14135	UW163_RS14135		hypothetical protein	0.063	-0.509	0.122	0.046	-0.382	-0.373
RalstoniaUW163	UW163_RS14140	UW163_RS14140		hypothetical protein	-0.574	0.064	-0.000	0.435	0.399	0.115
RalstoniaUW163	UW163_RS14145	UW163_RS14145		LysR family transcriptional regulator	0.014	0.196	-0.107	-0.339	-0.002	0.091
RalstoniaUW163	UW163_RS14150	UW163_RS14150		adenosylmethionine--8-amino-7-oxononanoate transaminase	-0.270	-0.051	0.092	0.092	0.248	0.197
RalstoniaUW163	UW163_RS14155	UW163_RS14155		8-amino-7-oxononanoate synthase	0.185	-0.051	-0.075	0.180	0.093	-0.037
RalstoniaUW163	UW163_RS14160	UW163_RS14160		dethiobiotin synthase	0.174	-0.845	-1.836	-0.509	-0.634	-0.791
RalstoniaUW163	UW163_RS14165	UW163_RS14165		hypothetical protein	-0.258	0.206	0.216	0.176	0.098	-0.016
RalstoniaUW163	UW163_RS14170	UW163_RS14170		hypothetical protein	-0.904	-0.159	-0.162	-0.792	-0.199	0.089
RalstoniaUW163	UW163_RS14175	UW163_RS14175		DUF817 domain-containing protein	0.090	-0.087	0.049	-0.117	-0.106	-0.317
RalstoniaUW163	UW163_RS14180	UW163_RS14180		DUF1653 domain-containing protein	0.143	0.132	0.076	-0.102	0.216	0.052
RalstoniaUW163	UW163_RS14190	UW163_RS14190		hypothetical protein	0.041	-0.105	-0.022	-0.035	-0.072	-0.271
RalstoniaUW163	UW163_RS14195	UW163_RS14195		flavin reductase	-0.085	0.431	0.383	0.386	-0.282	-0.015
RalstoniaUW163	UW163_RS14200	UW163_RS14200		hypothetical protein	0.294	0.155	0.378	0.572	0.264	0.194
RalstoniaUW163	UW163_RS14205	UW163_RS14205		DUF1794 domain-containing protein	-0.283	0.023	0.047	0.250	0.252	0.061
RalstoniaUW163	UW163_RS14215	UW163_RS14215		membrane protein	-0.413	-0.421	-0.039	-0.039	-0.236	0.206
RalstoniaUW163	UW163_RS14220	UW163_RS14220		alpha/beta hydrolase	0.279	0.005	-0.175	-0.133	0.222	0.372
RalstoniaUW163	UW163_RS14230	UW163_RS14230		DJ-1/PfpI family protein	-0.215	-0.010	0.536	-0.342	0.095	-0.380
RalstoniaUW163	UW163_RS14235	UW163_RS14235		hypothetical protein	0.157	0.311	-0.054	-0.006	0.210	-0.280
RalstoniaUW163	UW163_RS14240	UW163_RS14240		GALA protein	0.196	-0.299	-0.249	-0.143	0.289	0.467
RalstoniaUW163	UW163_RS14245	UW163_RS14245		GALA protein	-0.020	0.020	0.012	0.038	-0.376	-0.187
RalstoniaUW163	UW163_RS14250	UW163_RS14250		2-oxo acid dehydrogenase subunit E2	0.024	-0.118	0.517	-0.052	0.535	0.453
RalstoniaUW163	UW163_RS14260	UW163_RS14260		pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha	-0.302	0.198	0.092	0.529	-0.505	-0.155
RalstoniaUW163	UW163_RS14265	UW163_RS14265		glutathione S-transferase	0.132	0.265	0.166	0.045	-0.077	-0.216
RalstoniaUW163	UW163_RS14270	UW163_RS14270		polyhydroxyalkanoate depolymerase	0.206	-0.231	0.002	-0.294	-0.091	-0.186
RalstoniaUW163	UW163_RS14275	UW163_RS14275		phosphodiesterase	0.107	-0.393	-0.411	-0.220	-0.432	0.210
RalstoniaUW163	UW163_RS14280	UW163_RS14280		ABC transporter ATP-binding protein	-0.003	-0.038	0.175	-0.108	-0.003	-0.037
RalstoniaUW163	UW163_RS14285	UW163_RS14285		ABC transporter permease	0.189	0.133	-0.128	0.073	0.017	0.135
RalstoniaUW163	UW163_RS14290	UW163_RS14290		ABC transporter permease	-0.041	0.033	-0.240	-0.087	-0.032	0.707
RalstoniaUW163	UW163_RS14295	UW163_RS14295		ABC transporter substrate-binding protein	0.068	0.023	0.036	-0.193	-0.362	-0.128
RalstoniaUW163	UW163_RS14300	UW163_RS14300		LacI family transcriptional regulator	0.110	-0.226	-0.069	-0.118	0.143	0.142
RalstoniaUW163	UW163_RS14305	UW163_RS14305		ergothioneine biosynthesis protein EgtB	0.707	0.231	0.418	-0.003	0.464	0.527
RalstoniaUW163	UW163_RS14310	UW163_RS14310		hypothetical protein	0.014	-0.025	0.068	-0.127	-0.194	-0.207
RalstoniaUW163	UW163_RS14315	UW163_RS14315		ankyrin repeat domain-containing protein	-0.438	0.138	-0.065	-0.103	0.122	0.221
RalstoniaUW163	UW163_RS14320	UW163_RS14320		TatD family deoxyribonuclease	0.183	0.070	-0.004	-0.250	-0.267	-0.369
RalstoniaUW163	UW163_RS14325	UW163_RS14325		pilus assembly protein	-0.234	0.031	-0.230	0.501	-0.253	-0.375
RalstoniaUW163	UW163_RS14340	UW163_RS14340		endolytic transglycosylase MltG	-0.273	0.048	-0.086	-0.145	0.118	0.023
RalstoniaUW163	UW163_RS14355	UW163_RS14355		hypothetical protein	0.063	-0.008	0.195	0.228	-0.368	0.418
RalstoniaUW163	UW163_RS14365	UW163_RS14365		GNAT family N-acetyltransferase	-0.516	0.203	-0.101	0.172	-0.606	-0.502
RalstoniaUW163	UW163_RS14370	UW163_RS14370		acyl-CoA thioesterase	-0.045	0.427	0.137	-0.015	0.042	-0.178
RalstoniaUW163	UW163_RS14375	UW163_RS14375		alpha/beta hydrolase	-0.100	-0.030	-0.159	-0.397	0.203	0.156
RalstoniaUW163	UW163_RS14380	UW163_RS14380		4-hydroxybutyrate dehydrogenase	-0.534	0.639	-0.162	0.104	0.084	0.099
RalstoniaUW163	UW163_RS14385	UW163_RS14385		alpha/beta hydrolase	-0.214	0.092	-0.748	-0.304	-0.279	-0.113
RalstoniaUW163	UW163_RS14390	UW163_RS14390		NAD(P)-dependent oxidoreductase	0.067	-0.222	-0.279	-0.108	0.164	0.111
RalstoniaUW163	UW163_RS14395	UW163_RS14395		glutathione S-transferase family protein	0.417	0.161	0.162	0.216	0.104	-0.222
RalstoniaUW163	UW163_RS14400	UW163_RS14400		class II aldolase/adducin family protein	-0.128	-0.060	-0.112	-0.008	-0.158	-0.236
RalstoniaUW163	UW163_RS14405	UW163_RS14405		NADP-dependent oxidoreductase	-0.018	0.241	-0.179	0.071	-0.060	0.196
RalstoniaUW163	UW163_RS14410	UW163_RS14410		6-aminohexanoate-dimer hydrolase	0.304	-0.038	-0.044	-0.006	-0.006	0.151
RalstoniaUW163	UW163_RS14420	UW163_RS14420		gluconate 2-dehydrogenase	0.245	0.477	0.337	-0.042	0.366	-0.149
RalstoniaUW163	UW163_RS14425	UW163_RS14425		acyl-CoA dehydrogenase	-0.162	-0.102	0.145	0.004	-0.050	0.194
RalstoniaUW163	UW163_RS14430	UW163_RS14430		acetyl-CoA acetyltransferase	-0.224	-0.146	-0.184	0.184	0.310	0.276
RalstoniaUW163	UW163_RS14435	UW163_RS14435		bifunctional pyrazinamidase/nicotinamidase	0.075	-0.075	-0.057	0.139	-0.036	0.035
RalstoniaUW163	UW163_RS14440	UW163_RS14440		3-hydroxyacyl-CoA dehydrogenase	-0.069	-0.022	0.079	-0.006	-0.142	0.110
RalstoniaUW163	UW163_RS14445	UW163_RS14445		amino acid transporter	-0.171	0.106	-0.211	-0.282	0.086	0.097
RalstoniaUW163	UW163_RS14450	UW163_RS14450		lysine-specific permease	0.134	-0.109	-0.099	0.116	-0.138	-0.004
RalstoniaUW163	UW163_RS14455	UW163_RS14455		exo-poly-galacturonase signal peptide protein	0.060	-0.146	0.027	-0.045	-0.222	-0.039
RalstoniaUW163	UW163_RS14460	UW163_RS14460		ABC transporter ATP-binding protein	-0.047	0.018	0.031	-0.185	-0.094	-0.186
RalstoniaUW163	UW163_RS14465	UW163_RS14465		ABC transporter ATP-binding protein	-0.148	-0.065	-0.237	-0.065	0.075	-0.112
RalstoniaUW163	UW163_RS14470	UW163_RS14470		branched-chain amino acid ABC transporter permease	-0.076	0.048	0.174	-0.086	0.129	0.096
RalstoniaUW163	UW163_RS14475	UW163_RS14475		branched-chain amino acid ABC transporter permease	-0.035	-0.128	-0.021	0.470	-0.274	0.176
RalstoniaUW163	UW163_RS14480	UW163_RS14480		branched-chain amino acid ABC transporter substrate-binding protein	0.057	0.035	-0.090	0.046	-0.301	-0.079
RalstoniaUW163	UW163_RS14485	UW163_RS14485		long-chain-fatty-acid--CoA ligase	-0.003	0.248	0.038	0.148	0.087	0.219
RalstoniaUW163	UW163_RS14490	UW163_RS14490		YdiU family protein	-0.175	-0.187	0.152	-0.173	-0.382	-0.065
RalstoniaUW163	UW163_RS14495	UW163_RS14495		peptide-methionine (R)-S-oxide reductase	-0.546	-0.869	0.187	-0.154	-0.661	0.115
RalstoniaUW163	UW163_RS14505	UW163_RS14505		BolA family transcriptional regulator	0.177	-0.734	-0.583	-0.543	-0.903	-0.810
RalstoniaUW163	UW163_RS14510	UW163_RS14510		peptidyl-prolyl cis-trans isomerase	-1.085	-0.953	-0.297	-0.797	0.211	0.211
RalstoniaUW163	UW163_RS14515	UW163_RS14515		ABC transporter substrate-binding protein	-0.064	-0.117	0.260	0.066	-0.049	-0.058
RalstoniaUW163	UW163_RS14520	UW163_RS14520		ABC transporter permease	-0.077	-0.318	-0.009	-0.143	0.276	-0.077
RalstoniaUW163	UW163_RS14530	UW163_RS14530		porin	-0.078	-0.080	-0.073	-0.292	0.107	0.068
RalstoniaUW163	UW163_RS14535	UW163_RS14535		DNA-binding response regulator	0.144	-0.079	-0.254	-1.068	-0.515	0.269
RalstoniaUW163	UW163_RS14540	UW163_RS14540		sensor histidine kinase	0.010	0.266	-0.044	-0.035	0.527	0.183
RalstoniaUW163	UW163_RS14545	UW163_RS14545		ABC transporter ATP-binding protein	0.098	-0.136	0.153	0.096	-0.269	-0.373
RalstoniaUW163	UW163_RS14550	UW163_RS14550		ABC transporter substrate-binding protein	-0.044	0.042	-0.382	0.020	0.506	0.119
RalstoniaUW163	UW163_RS14555	UW163_RS14555		ABC transporter permease	0.160	-0.006	-0.048	0.105	-0.023	0.064
RalstoniaUW163	UW163_RS14560	UW163_RS14560		ABC transporter permease	0.115	0.111	-0.193	0.090	0.171	-0.010
RalstoniaUW163	UW163_RS14565	UW163_RS14565		3-oxoacyl-ACP reductase	0.354	0.467	0.272	0.114	0.297	0.163
RalstoniaUW163	UW163_RS14570	UW163_RS14570		LysR family transcriptional regulator	0.106	0.374	-0.297	0.191	0.473	0.210
RalstoniaUW163	UW163_RS14575	UW163_RS14575		GDL motif peptide-associated radical SAM/SPASM maturase	0.032	0.118	-0.192	0.150	-0.214	-0.124
RalstoniaUW163	UW163_RS14580	UW163_RS14580		hypothetical protein	0.118	0.337	-0.168	0.078	0.253	0.248
RalstoniaUW163	UW163_RS14585	UW163_RS14585		hypothetical protein	0.188	0.257	0.090	0.406	0.169	0.149
RalstoniaUW163	UW163_RS14600	UW163_RS14600		transcriptional regulator	0.130	-0.096	0.026	0.052	0.373	0.123
RalstoniaUW163	UW163_RS14605	UW163_RS14605		bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase	-0.152	-0.135	0.345	-0.180	0.465	0.090
RalstoniaUW163	UW163_RS14615	UW163_RS14615		ABC transporter ATP-binding protein	-0.173	0.092	-0.299	0.140	-0.153	-0.043
RalstoniaUW163	UW163_RS14620	UW163_RS14620		arylesterase	0.095	0.304	0.369	0.280	0.471	0.083
RalstoniaUW163	UW163_RS14625	UW163_RS14625		signal peptidase I	0.133	-0.036	0.056	0.061	-0.048	-0.037
RalstoniaUW163	UW163_RS14630	UW163_RS14630		peptidylprolyl isomerase	-2.227	-1.034	-2.803	-1.005	-0.861	-1.745
RalstoniaUW163	UW163_RS14640	UW163_RS14640		tRNA-Val	-0.485	-0.118	-0.462	0.373	-0.497	0.223
RalstoniaUW163	UW163_RS14665	UW163_RS14665		trigger factor	-0.969	-0.166	-0.801	0.427	-0.503	-0.530
RalstoniaUW163	UW163_RS14670	UW163_RS14670		bifunctional tRNA (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase MnmD/FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase MnmC	-0.294	-0.160	-0.243	0.380	-0.357	-0.281
RalstoniaUW163	UW163_RS14680	UW163_RS14680		hypothetical protein	-0.025	-0.020	0.203	0.276	0.333	-0.155
RalstoniaUW163	UW163_RS14685	UW163_RS14685		hypothetical protein	0.618	0.141	0.145	-0.047	0.353	0.244
RalstoniaUW163	UW163_RS14705	UW163_RS14705		squalene synthase HpnD	-0.295	-0.329	-0.176	-0.346	-0.553	-0.404
RalstoniaUW163	UW163_RS14710	UW163_RS14710		hypothetical protein	0.335	0.035	0.067	0.376	-0.011	0.091
RalstoniaUW163	UW163_RS14715	UW163_RS14715		DUF1800 domain-containing protein	0.007	-0.108	-0.034	-0.016	0.173	0.111
RalstoniaUW163	UW163_RS14730	UW163_RS14730		two-component sensor histidine kinase	0.227	0.300	-0.059	-0.243	0.121	-0.344
RalstoniaUW163	UW163_RS14735	UW163_RS14735		peroxiredoxin	0.101	-0.479	-0.616	-0.128	-0.427	-0.392
RalstoniaUW163	UW163_RS14740	UW163_RS14740		carboxymuconolactone decarboxylase family protein	-0.031	0.120	0.011	0.219	0.099	-0.389
RalstoniaUW163	UW163_RS14755	UW163_RS14755		transcription-repair coupling factor	-0.137	0.352	-0.173	0.092	-0.297	-0.004
RalstoniaUW163	UW163_RS14760	UW163_RS14760		acetylornithine deacetylase	0.271	0.255	0.161	0.421	0.162	-0.125
RalstoniaUW163	UW163_RS14770	UW163_RS14770		hypothetical protein	0.143	0.397	0.006	0.215	0.175	0.164
RalstoniaUW163	UW163_RS14775	UW163_RS14775		cystathionine beta-lyase	0.281	0.356	0.018	0.009	-0.042	-0.145
RalstoniaUW163	UW163_RS14780	UW163_RS14780		hypothetical protein	-0.178	-0.200	-0.313	-0.366	0.181	0.223
RalstoniaUW163	UW163_RS14785	UW163_RS14785		acetyl-CoA C-acyltransferase	-0.034	0.022	0.243	0.306	0.017	0.108
RalstoniaUW163	UW163_RS14790	UW163_RS14790		30S ribosomal protein S12 methylthiotransferase RimO	-0.124	-0.250	-0.141	0.010	0.000	0.085
RalstoniaUW163	UW163_RS14795	UW163_RS14795		dihydrouridine synthase	-0.054	0.204	0.046	-0.212	0.135	0.025
RalstoniaUW163	UW163_RS14800	UW163_RS14800		polyhydroxyalkanoate synthesis repressor PhaR	0.063	-0.800	0.193	-0.931	0.295	-0.990
RalstoniaUW163	UW163_RS14805	UW163_RS14805		beta-ketoacyl-ACP reductase	-1.568	-0.535	-0.973	-0.490	-0.686	-0.327
RalstoniaUW163	UW163_RS14810	UW163_RS14810		acetyl-CoA C-acetyltransferase	0.172	-0.132	0.278	0.170	-0.126	0.130
RalstoniaUW163	UW163_RS14815	UW163_RS14815		class I poly(R)-hydroxyalkanoic acid synthase	-2.410	-1.466	-1.495	-1.087	-1.466	-0.832
RalstoniaUW163	UW163_RS14820	UW163_RS14820		hypothetical protein	-0.449	-0.163	0.248	-0.324	0.434	-0.010
RalstoniaUW163	UW163_RS14825	UW163_RS14825		peptidoglycan editing factor PgeF	0.379	0.491	-0.293	0.126	0.203	0.364
RalstoniaUW163	UW163_RS14830	UW163_RS14830		RluA family pseudouridine synthase	-0.142	-0.538	0.390	-0.413	0.606	-0.209
RalstoniaUW163	UW163_RS14840	UW163_RS14840		ATP-dependent DNA helicase	0.294	-0.058	-0.256	0.117	0.135	0.223
RalstoniaUW163	UW163_RS14845	UW163_RS14845		DUF465 domain-containing protein	0.135	0.008	0.218	-0.506	1.030	0.062
RalstoniaUW163	UW163_RS14850	UW163_RS14850		hypothetical protein	0.215	-0.386	-0.165	0.157	-0.394	-0.656
RalstoniaUW163	UW163_RS14860	UW163_RS14860		hypothetical protein	0.263	0.565	0.060	0.059	-0.337	-0.436
RalstoniaUW163	UW163_RS14865	UW163_RS14865		hypothetical protein	0.233	0.086	-0.044	0.035	0.114	0.291
RalstoniaUW163	UW163_RS14890	UW163_RS14890		ADP-ribose pyrophosphatase	0.348	0.390	0.107	-0.024	0.426	0.238
RalstoniaUW163	UW163_RS14895	UW163_RS14895		leucyl/phenylalanyl-tRNA--protein transferase	0.342	0.245	0.283	0.091	0.231	0.285
RalstoniaUW163	UW163_RS14900	UW163_RS14900		arginyltransferase	0.230	0.008	-0.068	0.036	0.136	-0.024
RalstoniaUW163	UW163_RS14905	UW163_RS14905		NINE protein	-0.129	0.028	-0.087	-0.158	0.287	0.305
RalstoniaUW163	UW163_RS14915	UW163_RS14915		iron-sulfur cluster-binding protein	0.214	0.125	0.009	-0.338	0.268	0.307
RalstoniaUW163	UW163_RS14920	UW163_RS14920		(Fe-S)-binding protein	-0.366	0.095	-0.327	-0.025	0.225	-0.298
RalstoniaUW163	UW163_RS14925	UW163_RS14925		IclR family transcriptional regulator	-0.553	-1.707	-0.555	-0.675	0.107	0.282
RalstoniaUW163	UW163_RS14930	UW163_RS14930		D-alanyl-D-alanine endopeptidase	-0.585	-0.519	0.085	-0.408	-0.290	-0.603
RalstoniaUW163	UW163_RS14935	UW163_RS14935		nitroreductase	0.036	0.288	-0.194	0.024	-0.121	0.199
RalstoniaUW163	UW163_RS14940	UW163_RS14940		acyl-CoA thioesterase	0.119	0.093	-0.146	0.113	-0.095	-0.066
RalstoniaUW163	UW163_RS14945	UW163_RS14945		EamA/RhaT family transporter	0.334	0.430	0.193	0.012	0.285	0.240
RalstoniaUW163	UW163_RS14950	UW163_RS14950		histone deacetylase	0.230	0.179	0.129	0.532	0.010	0.418
RalstoniaUW163	UW163_RS14955	UW163_RS14955		phasin; polyhydroxyalkanoate synthesis and granule formation regulator/factor	1.110	0.686	0.692	0.160	1.245	0.629
RalstoniaUW163	UW163_RS14960	UW163_RS14960		hypothetical protein	0.342	0.447	0.520	0.324	0.018	-0.526
RalstoniaUW163	UW163_RS14970	UW163_RS14970		MFS transporter	0.131	0.629	-1.163	-0.208	-0.036	0.404
RalstoniaUW163	UW163_RS14985	UW163_RS14985		PAS domain-containing sensor histidine kinase	-0.177	-1.560	-0.515	-1.639	-0.396	-1.465
RalstoniaUW163	UW163_RS15000	UW163_RS15000		oligopeptidase A	0.020	0.527	0.281	0.284	-0.102	0.226
RalstoniaUW163	UW163_RS15005	UW163_RS15005		cytosine deaminase	0.004	0.321	0.178	0.080	0.327	0.374
RalstoniaUW163	UW163_RS15010	UW163_RS15010		exodeoxyribonuclease III	-0.895	-0.126	-0.887	-0.307	-0.827	0.317
RalstoniaUW163	UW163_RS15015	UW163_RS15015		homoprotocatechuate degradation operon regulator HpaR	0.076	-0.307	-0.361	0.218	0.174	-0.398
RalstoniaUW163	UW163_RS15020	UW163_RS15020		4-hydroxy-2-oxoheptanedioate aldolase	0.286	0.233	-0.214	-0.542	-0.071	0.722
RalstoniaUW163	UW163_RS15030	UW163_RS15030		DUF1223 domain-containing protein	0.474	-0.126	0.224	0.462	0.141	0.236
RalstoniaUW163	UW163_RS15035	UW163_RS15035		amino acid permease	0.123	0.169	-0.037	0.107	0.110	0.392
RalstoniaUW163	UW163_RS15040	UW163_RS15040		DNA polymerase IV	0.027	-0.101	-0.068	0.059	-0.009	0.171
RalstoniaUW163	UW163_RS15045	UW163_RS15045		hypothetical protein	0.204	0.061	-0.056	0.374	-0.000	0.268
RalstoniaUW163	UW163_RS15050	UW163_RS15050		aldose epimerase	-0.094	-0.394	-0.156	-0.344	0.044	-0.333
RalstoniaUW163	UW163_RS15055	UW163_RS15055		carboxymuconolactone decarboxylase family protein	-0.081	-0.006	-0.203	-0.003	-0.010	-0.018
RalstoniaUW163	UW163_RS15060	UW163_RS15060		AraC family transcriptional regulator	-0.232	-0.077	-0.201	0.106	0.383	0.458
RalstoniaUW163	UW163_RS15070	UW163_RS15070		MerR family transcriptional regulator	-0.479	-0.490	0.101	-0.171	0.170	-0.077
RalstoniaUW163	UW163_RS15115	UW163_RS15115		bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase	0.375	0.573	0.382	0.423	0.336	0.437
RalstoniaUW163	UW163_RS15120	UW163_RS15120		RidA family protein	0.178	0.192	0.244	0.125	-0.179	-0.338
RalstoniaUW163	UW163_RS15125	UW163_RS15125		alpha/beta hydrolase	0.050	0.044	0.400	0.103	0.403	0.269
RalstoniaUW163	UW163_RS15130	UW163_RS15130		3-hydroxybutyrate dehydrogenase	0.400	-0.324	0.400	0.408	-0.161	0.100
RalstoniaUW163	UW163_RS15140	UW163_RS15140		CoA transferase subunit A	0.002	-0.509	-0.128	-0.058	-0.145	-0.436
RalstoniaUW163	UW163_RS15145	UW163_RS15145		LuxR family transcriptional regulator	-0.136	0.110	-0.109	0.285	-0.122	-0.110
RalstoniaUW163	UW163_RS15150	UW163_RS15150		NAD(P)-dependent oxidoreductase	-0.145	-0.427	-0.087	-0.120	0.074	-0.266
RalstoniaUW163	UW163_RS15160	UW163_RS15160		chorismate synthase	0.139	-4.893	-0.181	-3.709	-0.184	-3.784
RalstoniaUW163	UW163_RS15165	UW163_RS15165		peptidylprolyl isomerase	-0.314	-0.043	-0.315	-0.265	-0.162	-0.073
RalstoniaUW163	UW163_RS15170	UW163_RS15170		MFS transporter	0.080	-0.054	-0.085	0.027	-0.091	-0.055
RalstoniaUW163	UW163_RS15175	UW163_RS15175		CBS domain-containing protein	0.189	0.194	0.096	0.062	0.180	-0.058
RalstoniaUW163	UW163_RS15180	UW163_RS15180		O-acetylhomoserine aminocarboxypropyltransferase	-0.185	-0.119	-0.289	-0.407	-0.059	0.059
RalstoniaUW163	UW163_RS15185	UW163_RS15185		alpha/beta hydrolase	-0.023	0.116	0.088	-0.170	-0.255	-0.281
RalstoniaUW163	UW163_RS15190	UW163_RS15190		DUF962 domain-containing protein	-0.015	0.394	0.285	0.153	-0.092	-0.023
RalstoniaUW163	UW163_RS15195	UW163_RS15195		membrane protein	0.071	0.319	0.045	-0.007	0.028	0.099
RalstoniaUW163	UW163_RS15200	UW163_RS15200		NAD(P)H:quinone oxidoreductase	-0.052	0.117	-0.058	0.136	0.180	0.369
RalstoniaUW163	UW163_RS15205	UW163_RS15205		DUF2069 domain-containing protein	-0.176	-0.135	0.166	-0.077	0.002	-0.101
RalstoniaUW163	UW163_RS15210	UW163_RS15210		FAD-binding oxidoreductase	0.003	-0.217	0.276	-0.243	0.258	0.300
