orgId	locusId	sysName	geneName	desc	set1IT067 CPG	set1IT068 M63_quarter_strength	set1IT071 CPG	set1IT072 M63_quarter_strength	set2IT036 CPG	set2IT037 M63_quarter_strength
RalstoniaUW163	UW163_RS06105	UW163_RS06105		cation transporter	0.330	0.093	-0.083	-0.270	-0.174	0.141
RalstoniaUW163	UW163_RS06110	UW163_RS06110		hypothetical protein	-0.082	0.027	0.015	0.056	0.104	0.060
RalstoniaUW163	UW163_RS06125	UW163_RS06125		hypothetical protein	0.152	-0.274	-0.076	-0.226	0.232	0.038
RalstoniaUW163	UW163_RS06130	UW163_RS06130		hypothetical protein	0.237	0.093	0.223	0.268	-0.141	-0.265
RalstoniaUW163	UW163_RS06135	UW163_RS06135		glutathione S-transferase	-0.044	-0.213	-0.121	0.068	0.146	0.095
RalstoniaUW163	UW163_RS06140	UW163_RS06140		MFS transporter	-0.086	-0.006	0.098	0.015	-0.016	-0.007
RalstoniaUW163	UW163_RS06160	UW163_RS06160		MipA/OmpV family protein	-0.095	-0.089	-0.011	0.100	-0.184	-0.245
RalstoniaUW163	UW163_RS06165	UW163_RS06165		DNA-binding response regulator	-0.092	0.028	0.006	-0.036	0.282	0.173
RalstoniaUW163	UW163_RS06170	UW163_RS06170		two-component sensor histidine kinase	-0.018	0.075	-0.055	0.107	-0.165	0.033
RalstoniaUW163	UW163_RS06175	UW163_RS06175		AraC family transcriptional regulator	-0.248	0.029	-0.356	-0.064	-0.129	0.340
RalstoniaUW163	UW163_RS06180	UW163_RS06180		ethanolamine utilization protein EutH	-0.152	0.086	0.169	0.048	0.504	0.342
RalstoniaUW163	UW163_RS06185	UW163_RS06185		MFS transporter	0.228	0.270	-0.090	0.106	0.278	-0.018
RalstoniaUW163	UW163_RS06190	UW163_RS06190		MFS transporter	-0.239	-0.090	-0.200	-0.027	-0.269	-0.289
RalstoniaUW163	UW163_RS06195	UW163_RS06195		N-acylglucosamine 2-epimerase	-0.762	-0.167	-1.724	-0.069	-0.218	-0.587
RalstoniaUW163	UW163_RS06200	UW163_RS06200		glucan biosynthesis protein D	0.175	0.211	-0.163	0.371	-0.066	0.229
RalstoniaUW163	UW163_RS06210	UW163_RS06210		PIN domain-containing protein	0.004	0.314	0.040	-0.140	0.555	0.462
RalstoniaUW163	UW163_RS06215	UW163_RS06215		DUF1415 domain-containing protein	-0.186	0.294	0.115	0.286	0.279	0.111
RalstoniaUW163	UW163_RS06220	UW163_RS06220		hypothetical protein	0.156	0.097	-0.177	0.218	-0.123	0.148
RalstoniaUW163	UW163_RS06225	UW163_RS06225		glycerol kinase	0.046	-0.167	0.264	-0.062	0.228	-0.025
RalstoniaUW163	UW163_RS06230	UW163_RS06230		carbohydrate ABC transporter substrate-binding protein	-0.166	0.126	-0.159	-0.010	0.209	0.157
RalstoniaUW163	UW163_RS06235	UW163_RS06235		membrane protein	0.268	0.023	0.094	-0.630	-0.028	-0.295
RalstoniaUW163	UW163_RS06240	UW163_RS06240		carbohydrate ABC transporter permease	-0.133	0.158	-0.064	-0.099	0.157	-0.074
RalstoniaUW163	UW163_RS06245	UW163_RS06245		sugar ABC transporter permease	0.112	0.208	0.081	0.087	0.126	0.077
RalstoniaUW163	UW163_RS06250	UW163_RS06250		ABC transporter ATP-binding protein	-0.107	-0.049	0.199	0.581	-0.235	-0.175
RalstoniaUW163	UW163_RS06255	UW163_RS06255		ABC transporter ATP-binding protein	0.096	0.126	0.111	0.121	-0.047	-0.029
RalstoniaUW163	UW163_RS06260	UW163_RS06260		glycerol-3-phosphate dehydrogenase	-0.067	0.542	0.070	0.597	0.115	0.598
RalstoniaUW163	UW163_RS06265	UW163_RS06265		DeoR/GlpR transcriptional regulator	0.090	0.222	0.096	0.333	-0.110	-0.449
RalstoniaUW163	UW163_RS06270	UW163_RS06270		CHAD domain-containing protein	0.018	0.148	0.122	0.024	-0.027	0.039
RalstoniaUW163	UW163_RS06365	UW163_RS06365		hypothetical protein	0.011	-0.207	0.041	0.138	0.433	0.154
RalstoniaUW163	UW163_RS06370	UW163_RS06370		DUF1175 domain-containing protein	0.369	-0.323	-1.828	-0.150	1.367	0.809
RalstoniaUW163	UW163_RS06375	UW163_RS06375		alpha-2-macroglobulin family protein	0.093	0.150	0.135	0.143	0.068	0.135
RalstoniaUW163	UW163_RS06380	UW163_RS06380		DUF2300 domain-containing protein	-0.093	0.005	-0.177	-0.038	0.362	0.116
RalstoniaUW163	UW163_RS06385	UW163_RS06385		DUF2135 domain-containing protein	0.424	0.302	0.095	0.502	0.146	-0.176
RalstoniaUW163	UW163_RS06390	UW163_RS06390		DUF2135 domain-containing protein	-0.020	0.117	-0.025	0.148	0.130	0.165
RalstoniaUW163	UW163_RS06395	UW163_RS06395		class I SAM-dependent methyltransferase	-0.240	0.209	0.395	0.260	-0.221	0.063
RalstoniaUW163	UW163_RS06400	UW163_RS06400		DNA helicase RecQ	-0.120	0.039	0.073	-0.052	-0.223	0.068
RalstoniaUW163	UW163_RS06570	UW163_RS06570		protein-disulfide reductase DsbD	-0.180	0.114	-0.007	-0.119	-0.016	0.279
RalstoniaUW163	UW163_RS06585	UW163_RS06585		cytochrome c4	-0.126	-0.429	-0.272	-0.298	-0.403	-0.575
RalstoniaUW163	UW163_RS06590	UW163_RS06590		cytochrome c biogenesis protein ResB	0.443	0.099	-0.368	-0.705	-0.560	-1.063
RalstoniaUW163	UW163_RS06595	UW163_RS06595		c-type cytochrome biogenesis protein CcsB	-0.009	-0.377	-0.321	-0.388	0.012	-0.025
RalstoniaUW163	UW163_RS06600	UW163_RS06600		ATP-binding protein	0.109	0.121	-0.324	-0.004	0.093	0.255
RalstoniaUW163	UW163_RS06610	UW163_RS06610		membrane protein	-0.016	-0.065	-0.394	-0.455	0.328	0.152
RalstoniaUW163	UW163_RS06615	UW163_RS06615		protein-methionine-sulfoxide reductase catalytic subunit MsrP	0.014	0.161	-0.123	0.007	0.237	0.140
RalstoniaUW163	UW163_RS06620	UW163_RS06620		protein-methionine-sulfoxide reductase heme-binding subunit MsrQ	-0.655	-0.078	-0.697	0.351	0.474	0.344
RalstoniaUW163	UW163_RS06635	UW163_RS06635		iron donor protein CyaY	-0.164	-0.014	0.238	0.640	-0.647	-0.809
RalstoniaUW163	UW163_RS06650	UW163_RS06650		pilus assembly protein PilM	-0.331	-0.461	-0.308	-1.120	-0.192	-0.131
RalstoniaUW163	UW163_RS06655	UW163_RS06655		ferrous iron transporter B	0.376	-0.136	0.060	-0.168	-0.082	0.053
RalstoniaUW163	UW163_RS06660	UW163_RS06660		pilus assembly protein PilO	0.207	0.496	0.214	-0.010	0.337	-0.068
RalstoniaUW163	UW163_RS06665	UW163_RS06665		pilus assembly protein PilP	0.315	0.208	-0.089	0.210	0.026	0.052
RalstoniaUW163	UW163_RS06670	UW163_RS06670		type IV pilus secretin PilQ	0.223	-0.192	0.126	-0.308	-0.084	-0.259
RalstoniaUW163	UW163_RS06685	UW163_RS06685		deoxyguanosinetriphosphate triphosphohydrolase	0.230	-0.294	-0.162	-0.363	0.250	0.033
RalstoniaUW163	UW163_RS06690	UW163_RS06690		OmpW family protein	0.164	0.099	-0.083	0.119	0.122	-0.198
RalstoniaUW163	UW163_RS06695	UW163_RS06695		transposase	0.163	-2.507	-0.084	-3.079	0.299	-2.952
RalstoniaUW163	UW163_RS06700	UW163_RS06700		glutamate synthase subunit alpha	0.128	-3.161	0.202	-3.255	0.158	-3.073
RalstoniaUW163	UW163_RS06705	UW163_RS06705		glutamate synthase subunit beta	-0.446	-3.955	0.247	-2.844	-0.188	-3.752
RalstoniaUW163	UW163_RS06710	UW163_RS06710		Plasmid pENH91 DNA, SacI-KpnI region containing chlorocatechol degradative operon	-0.100	-0.279	0.291	-0.008	0.412	0.231
RalstoniaUW163	UW163_RS06715	UW163_RS06715		ABC transporter ATP-binding protein	0.076	0.277	0.308	0.274	-0.076	-0.198
RalstoniaUW163	UW163_RS06725	UW163_RS06725		outer membrane lipid asymmetry maintenance protein MlaD	-1.520	-1.423	0.196	-0.207	-0.701	-0.996
RalstoniaUW163	UW163_RS06730	UW163_RS06730		ABC transporter	0.130	-0.028	-0.010	-0.652	-0.348	-0.691
RalstoniaUW163	UW163_RS06740	UW163_RS06740		STAS domain-containing protein	-0.990	-0.150	0.357	-0.821	0.264	-0.040
RalstoniaUW163	UW163_RS06745	UW163_RS06745		ABC transporter ATP-binding protein	-0.604	-0.195	-0.375	-0.635	-0.700	-0.510
RalstoniaUW163	UW163_RS06750	UW163_RS06750		ABC transporter permease	-0.274	-0.376	-0.682	-0.242	-0.436	-0.649
RalstoniaUW163	UW163_RS06755	UW163_RS06755		BolA family transcriptional regulator	-0.410	-0.035	-0.124	-0.470	0.255	0.766
RalstoniaUW163	UW163_RS06815	UW163_RS06815		membrane protein	0.424	0.084	0.275	0.037	0.190	0.446
RalstoniaUW163	UW163_RS06835	UW163_RS06835		ABC transporter ATP-binding protein	-0.000	0.427	0.139	-0.175	0.284	-0.077
RalstoniaUW163	UW163_RS06840	UW163_RS06840		iron ABC transporter permease	0.486	0.070	0.027	0.153	0.124	-0.017
RalstoniaUW163	UW163_RS06845	UW163_RS06845		iron ABC transporter substrate-binding protein	0.048	0.153	-0.026	0.196	0.192	-0.086
RalstoniaUW163	UW163_RS06850	UW163_RS06850		sensor histidine kinase	-0.205	0.308	0.104	0.278	-0.023	0.154
RalstoniaUW163	UW163_RS06860	UW163_RS06860		iron ABC transporter substrate-binding protein	0.169	-0.064	0.178	0.079	-0.172	-0.184
RalstoniaUW163	UW163_RS06870	UW163_RS06870		2-alkenal reductase	0.230	-0.495	0.169	-0.126	0.116	-0.228
RalstoniaUW163	UW163_RS06875	UW163_RS06875		Nif3-like dinuclear metal center hexameric protein	0.351	0.288	0.162	0.010	-0.087	0.176
RalstoniaUW163	UW163_RS06880	UW163_RS06880		large conductance mechanosensitive channel protein MscL	0.231	0.023	0.314	0.091	0.209	0.169
RalstoniaUW163	UW163_RS06885	UW163_RS06885		ubiquinol-cytochrome c reductase iron-sulfur subunit	0.565	0.018	0.829	-0.385	0.795	0.759
RalstoniaUW163	UW163_RS06890	UW163_RS06890		cytochrome b	0.069	-0.249	0.130	-0.139	0.201	-0.402
RalstoniaUW163	UW163_RS06895	UW163_RS06895		cytochrome c	0.187	-0.800	-0.001	-0.152	0.409	-0.382
RalstoniaUW163	UW163_RS06905	UW163_RS06905		ClpXP protease specificity-enhancing factor	-0.185	-1.529	-0.371	-1.523	0.287	-1.204
RalstoniaUW163	UW163_RS06915	UW163_RS06915		LysR family transcriptional regulator	0.111	0.170	0.010	-0.033	0.037	-0.004
RalstoniaUW163	UW163_RS06920	UW163_RS06920		alpha/beta hydrolase	-0.034	-0.541	0.712	0.403	0.033	-0.616
RalstoniaUW163	UW163_RS06935	UW163_RS06935		sensor histidine kinase	0.021	0.173	-0.241	0.097	0.411	0.380
RalstoniaUW163	UW163_RS06940	UW163_RS06940		TonB-dependent receptor	0.060	0.160	-0.019	0.254	0.061	0.138
RalstoniaUW163	UW163_RS06945	UW163_RS06945		gamma-glutamyltransferase family protein	0.312	0.188	0.016	0.216	0.323	0.294
RalstoniaUW163	UW163_RS06950	UW163_RS06950		TonB-dependent siderophore receptor	0.241	0.113	0.033	0.054	0.200	0.038
RalstoniaUW163	UW163_RS06960	UW163_RS06960		RNA polymerase sigma factor	0.436	0.357	-0.796	-0.227	-0.041	-0.417
RalstoniaUW163	UW163_RS06965	UW163_RS06965		ubiquinol oxidase subunit II	-0.848	0.186	-0.485	0.264	-0.016	0.525
RalstoniaUW163	UW163_RS06970	UW163_RS06970		cytochrome o ubiquinol oxidase subunit I	-0.868	0.761	-0.681	-0.207	-0.559	-0.584
RalstoniaUW163	UW163_RS06975	UW163_RS06975		cytochrome o ubiquinol oxidase subunit III	-0.058	-0.006	0.028	0.643	-1.130	0.089
RalstoniaUW163	UW163_RS06980	UW163_RS06980		cytochrome o ubiquinol oxidase subunit IV	-1.222	0.257	-0.607	0.679	0.896	0.124
RalstoniaUW163	UW163_RS06985	UW163_RS06985		energy-dependent translational throttle protein EttA	0.214	0.526	0.078	0.453	-0.212	0.112
RalstoniaUW163	UW163_RS06995	UW163_RS06995		aminoacyl-tRNA deacylase	0.260	0.193	0.118	0.062	0.161	0.169
RalstoniaUW163	UW163_RS07000	UW163_RS07000		hypothetical protein	0.079	0.120	0.062	-0.159	-0.382	-0.040
RalstoniaUW163	UW163_RS07005	UW163_RS07005		glucans biosynthesis glucosyltransferase MdoH	-0.236	-0.068	-0.619	-0.651	0.600	0.631
RalstoniaUW163	UW163_RS07010	UW163_RS07010		glucan biosynthesis protein D	-0.820	-1.233	-0.145	-2.309	0.104	0.085
RalstoniaUW163	UW163_RS07015	UW163_RS07015		hypothetical protein	0.136	-0.668	-0.174	-0.165	-0.076	-0.274
RalstoniaUW163	UW163_RS07025	UW163_RS07025		monothiol glutaredoxin, Grx4 family	-0.722	0.314	0.001	0.325	-0.479	-0.049
RalstoniaUW163	UW163_RS07050	UW163_RS07050		hypothetical protein	0.498	0.508	0.194	0.546	0.455	0.420
RalstoniaUW163	UW163_RS07055	UW163_RS07055		redox-regulated ATPase YchF	-0.310	-0.105	-0.407	0.546	-0.508	0.093
RalstoniaUW163	UW163_RS07060	UW163_RS07060		flagellar protein FliT	0.227	0.124	0.176	0.265	-0.335	-0.032
RalstoniaUW163	UW163_RS07065	UW163_RS07065		lytic transglycosylase	-0.048	-0.071	0.221	0.300	-0.179	-0.149
RalstoniaUW163	UW163_RS07070	UW163_RS07070		hypothetical protein	0.205	0.173	0.001	0.015	0.043	-0.075
RalstoniaUW163	UW163_RS07085	UW163_RS07085		thiol:disulfide interchange protein	0.042	-0.074	0.035	0.183	-0.339	-0.058
RalstoniaUW163	UW163_RS07090	UW163_RS07090		oxidoreductase	-0.358	-0.052	0.110	-0.242	-0.333	0.030
RalstoniaUW163	UW163_RS07095	UW163_RS07095		peptidase M61	0.200	0.085	0.184	0.227	0.305	0.292
RalstoniaUW163	UW163_RS07100	UW163_RS07100		FUSC family protein	0.097	-0.064	0.107	0.122	0.102	0.021
RalstoniaUW163	UW163_RS07115	UW163_RS07115		CYTH domain-containing protein	-0.375	-0.325	-0.001	-0.177	0.620	0.839
RalstoniaUW163	UW163_RS07135	UW163_RS07135		type 1 glutamine amidotransferase	-0.275	-1.903	0.186	-1.527	-0.571	-1.208
RalstoniaUW163	UW163_RS07140	UW163_RS07140		anthranilate synthase component I	-0.128	-3.105	-1.217	-1.846	-0.608	-0.900
RalstoniaUW163	UW163_RS07145	UW163_RS07145		phosphoglycolate phosphatase	-0.222	0.225	-0.137	0.195	0.532	0.048
RalstoniaUW163	UW163_RS07155	UW163_RS07155		Co2+/Mg2+ efflux protein ApaG	0.659	-1.631	1.033	0.074	-0.923	-0.549
RalstoniaUW163	UW163_RS07165	UW163_RS07165		murein transglycosylase	0.172	0.366	-0.234	-0.041	-0.457	-0.189
RalstoniaUW163	UW163_RS07170	UW163_RS07170		phenylacetate--CoA ligase	0.061	0.031	0.324	0.051	0.400	0.363
RalstoniaUW163	UW163_RS07175	UW163_RS07175		phenylacetic acid degradation protein PaaD	0.144	-0.017	0.095	0.090	0.333	0.346
RalstoniaUW163	UW163_RS07180	UW163_RS07180		2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase	0.180	0.128	-0.301	-0.023	0.169	0.140
RalstoniaUW163	UW163_RS07185	UW163_RS07185		enoyl-CoA hydratase	0.035	0.258	0.229	0.498	-0.182	0.401
RalstoniaUW163	UW163_RS07215	UW163_RS07215		amidohydrolase	0.336	0.008	-0.174	0.114	0.395	-0.002
RalstoniaUW163	UW163_RS07220	UW163_RS07220		ABC transporter substrate-binding protein	0.264	0.301	0.019	0.011	0.229	0.158
RalstoniaUW163	UW163_RS07225	UW163_RS07225		ABC transporter permease	0.228	0.219	-0.064	0.094	0.147	0.153
RalstoniaUW163	UW163_RS07230	UW163_RS07230		ABC transporter permease	-0.058	0.303	-0.142	0.129	-0.354	-0.239
RalstoniaUW163	UW163_RS07235	UW163_RS07235		ABC transporter ATP-binding protein	0.067	0.514	0.137	0.106	0.011	0.226
RalstoniaUW163	UW163_RS07240	UW163_RS07240		ABC transporter ATP-binding protein	-0.016	-0.160	-0.021	0.130	0.328	0.118
RalstoniaUW163	UW163_RS07245	UW163_RS07245		acetylornithine deacetylase	-0.003	-0.054	0.046	0.264	0.857	0.564
RalstoniaUW163	UW163_RS07250	UW163_RS07250		ABC transporter permease	0.018	-0.088	0.053	0.024	0.212	0.127
RalstoniaUW163	UW163_RS07255	UW163_RS07255		PTS fructose transporter subunit IIBC	-0.094	-0.109	-0.115	-0.102	-0.063	-0.160
RalstoniaUW163	UW163_RS07260	UW163_RS07260		1-phosphofructokinase	0.221	-0.005	-0.762	-0.108	0.069	0.209
RalstoniaUW163	UW163_RS07265	UW163_RS07265		phosphoenolpyruvate--protein phosphotransferase	-0.248	-0.055	-0.383	0.101	0.154	0.061
RalstoniaUW163	UW163_RS07270	UW163_RS07270		LacI family transcriptional regulator	-0.249	-0.120	-0.491	-0.303	0.273	0.312
RalstoniaUW163	UW163_RS07275	UW163_RS07275		molybdopterin oxidoreductase family protein	0.161	-0.000	0.015	-0.070	0.117	0.125
RalstoniaUW163	UW163_RS07280	UW163_RS07280		aminopeptidase	0.161	0.218	0.075	-0.093	-0.176	0.029
RalstoniaUW163	UW163_RS07285	UW163_RS07285		long-chain-fatty-acid--CoA ligase	0.469	-0.731	0.139	-0.197	0.283	-0.119
RalstoniaUW163	UW163_RS07290	UW163_RS07290		MFS transporter	0.245	0.044	0.280	-0.118	0.288	0.168
RalstoniaUW163	UW163_RS07295	UW163_RS07295		porin	0.195	0.396	0.015	0.371	0.219	-0.049
RalstoniaUW163	UW163_RS07305	UW163_RS07305		division/cell wall cluster transcriptional repressor MraZ	-2.063	0.098	0.024	0.058	0.236	-0.457
RalstoniaUW163	UW163_RS07395	UW163_RS07395		M23 family peptidase	-0.068	-0.377	-0.425	-0.135	0.510	0.859
RalstoniaUW163	UW163_RS07410	UW163_RS07410		DUF815 domain-containing protein	0.336	0.116	0.177	0.126	0.199	0.387
RalstoniaUW163	UW163_RS07415	UW163_RS07415		NUDIX domain-containing protein	-0.157	-0.060	0.158	0.146	-0.013	0.272
RalstoniaUW163	UW163_RS07425	UW163_RS07425		cell division protein ZapD	0.051	-0.074	-0.086	0.214	0.375	0.599
RalstoniaUW163	UW163_RS07435	UW163_RS07435		prepilin peptidase	0.248	-2.009	-0.929	-0.824	-0.003	-1.214
RalstoniaUW163	UW163_RS07440	UW163_RS07440		type II secretion system F family protein	-0.233	-0.268	-0.487	0.063	0.059	-0.364
RalstoniaUW163	UW163_RS07445	UW163_RS07445		type IV-A pilus assembly ATPase PilB	0.208	-0.478	-0.087	-0.442	0.003	-0.214
RalstoniaUW163	UW163_RS07450	UW163_RS07450		HlyC/CorC family transporter	0.133	-0.105	-0.112	0.220	0.127	-0.071
RalstoniaUW163	UW163_RS07485	UW163_RS07485		hypothetical protein	-0.001	0.082	-0.149	-0.121	-0.079	0.009
RalstoniaUW163	UW163_RS07500	UW163_RS07500		lytic transglycosylase	0.136	0.078	-0.042	-0.196	0.002	-0.367
RalstoniaUW163	UW163_RS07505	UW163_RS07505		2-oxoglutarate-dependent dioxygenase	0.303	-0.430	-0.174	-0.209	-0.262	-0.163
RalstoniaUW163	UW163_RS07515	UW163_RS07515		hypoxanthine-guanine phosphoribosyltransferase	0.082	-0.020	-0.283	0.342	-0.156	-0.100
RalstoniaUW163	UW163_RS07525	UW163_RS07525		ABC transporter permease	-0.224	-0.531	-0.362	-0.398	-0.274	-0.727
RalstoniaUW163	UW163_RS07535	UW163_RS07535		PAS domain-containing sensor histidine kinase	0.287	0.122	-0.105	-0.135	0.139	-0.109
RalstoniaUW163	UW163_RS07540	UW163_RS07540		sigma-54-dependent Fis family transcriptional regulator	-0.206	-0.042	-0.714	-0.218	-0.166	-0.333
RalstoniaUW163	UW163_RS07560	UW163_RS07560		DUF2817 domain-containing protein	0.237	0.236	0.313	0.057	0.504	0.082
RalstoniaUW163	UW163_RS07565	UW163_RS07565		EamA family transporter	0.512	0.325	0.139	0.233	0.002	0.055
RalstoniaUW163	UW163_RS07570	UW163_RS07570		Lrp/AsnC family transcriptional regulator	0.268	0.056	-0.405	-0.705	-0.218	-0.116
RalstoniaUW163	UW163_RS07575	UW163_RS07575		hypothetical protein	-0.131	0.117	-0.010	-0.105	0.209	-0.024
RalstoniaUW163	UW163_RS07580	UW163_RS07580		membrane protein	-0.027	0.305	-0.195	0.237	0.105	0.050
RalstoniaUW163	UW163_RS07585	UW163_RS07585		DUF2147 domain-containing protein	0.169	0.000	0.161	0.391	0.208	0.142
RalstoniaUW163	UW163_RS07590	UW163_RS07590		hemagglutinin	0.181	0.315	0.329	0.212	0.550	0.460
RalstoniaUW163	UW163_RS07605	UW163_RS07605		membrane protein	-0.367	-0.026	-0.706	0.377	-0.690	-0.540
RalstoniaUW163	UW163_RS07610	UW163_RS07610		carbohydrate kinase family protein	-1.635	-0.357	-0.983	-0.561	-1.597	-0.071
RalstoniaUW163	UW163_RS07620	UW163_RS07620		DUF3426 domain-containing protein	-0.072	-0.084	0.105	-0.087	0.351	-0.050
RalstoniaUW163	UW163_RS07625	UW163_RS07625		50S ribosomal protein L11 methyltransferase	-0.020	-0.008	0.296	0.513	-0.085	0.457
RalstoniaUW163	UW163_RS07645	UW163_RS07645		TlpA family protein disulfide reductase	0.180	-0.426	-0.002	-0.770	-0.025	-0.282
RalstoniaUW163	UW163_RS07650	UW163_RS07650		hypothetical protein	-0.014	0.242	-0.041	-0.146	0.237	0.140
RalstoniaUW163	UW163_RS07655	UW163_RS07655		UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase	0.318	0.334	0.236	-0.145	0.410	0.135
RalstoniaUW163	UW163_RS07660	UW163_RS07660		esterase	-0.063	0.120	0.118	0.019	0.029	0.038
RalstoniaUW163	UW163_RS07665	UW163_RS07665		chorismate lyase	0.136	0.055	0.081	0.211	-0.047	-0.135
RalstoniaUW163	UW163_RS07675	UW163_RS07675		energy transducer TonB	0.120	-0.009	0.064	-0.018	0.465	-0.240
RalstoniaUW163	UW163_RS07680	UW163_RS07680		shikimate dehydrogenase	-0.056	-1.021	-0.096	-0.887	-0.120	-0.797
RalstoniaUW163	UW163_RS07685	UW163_RS07685		monofunctional biosynthetic peptidoglycan transglycosylase	0.514	-0.066	0.174	0.028	0.077	-0.077
RalstoniaUW163	UW163_RS07690	UW163_RS07690		HARPIN	-0.086	-0.106	-0.297	-0.013	0.155	-0.002
RalstoniaUW163	UW163_RS07695	UW163_RS07695		magnesium and cobalt transport protein CorA	0.266	0.251	0.327	0.202	-0.046	0.052
RalstoniaUW163	UW163_RS07705	UW163_RS07705		cation transporter	-0.076	0.018	-0.292	-0.164	-0.221	-0.095
RalstoniaUW163	UW163_RS07725	UW163_RS07725		NADP-dependent malic enzyme	0.039	0.059	-0.145	0.203	-0.006	0.152
RalstoniaUW163	UW163_RS07730	UW163_RS07730		ribonuclease N1	0.625	0.172	0.532	-0.015	0.147	-0.428
RalstoniaUW163	UW163_RS07740	UW163_RS07740		DUF937 domain-containing protein	0.014	0.126	0.211	-0.784	-0.154	-0.360
RalstoniaUW163	UW163_RS07745	UW163_RS07745		16S rRNA (uracil(1498)-N(3))-methyltransferase	-0.366	-0.239	0.327	0.029	0.321	-0.084
RalstoniaUW163	UW163_RS07750	UW163_RS07750		VOC family protein	-0.130	-0.264	0.095	-0.616	-0.211	-0.241
RalstoniaUW163	UW163_RS07765	UW163_RS07765		LysR family transcriptional regulator	2.221	2.923	2.409	2.600	2.516	2.204
RalstoniaUW163	UW163_RS07770	UW163_RS07770		ferric iron uptake transcriptional regulator	-0.289	-0.058	-0.427	-0.174	-0.268	-0.472
RalstoniaUW163	UW163_RS07800	UW163_RS07800		glutamate-5-semialdehyde dehydrogenase	-0.034	0.022	-0.034	-0.049	0.009	-0.046
RalstoniaUW163	UW163_RS07810	UW163_RS07810		class I SAM-dependent RNA methyltransferase	0.121	0.118	0.007	0.078	0.143	0.044
RalstoniaUW163	UW163_RS07815	UW163_RS07815		response regulator	-0.066	0.041	0.338	-0.093	0.128	-0.159
RalstoniaUW163	UW163_RS07825	UW163_RS07825		two-component sensor histidine kinase	2.578	2.289	2.707	2.362	3.227	2.236
RalstoniaUW163	UW163_RS07830	UW163_RS07830		class I SAM-dependent methyltransferase	0.379	0.285	0.417	0.238	0.583	0.251
RalstoniaUW163	UW163_RS07840	UW163_RS07840		NAD(P) transhydrogenase subunit beta	-0.133	-0.238	-0.112	-0.146	0.010	-0.195
RalstoniaUW163	UW163_RS07850	UW163_RS07850		aspartate 1-decarboxylase	-0.781	-0.251	-0.798	-0.620	-0.361	-0.156
RalstoniaUW163	UW163_RS07855	UW163_RS07855		NAD(P)(+) transhydrogenase (Re/Si-specific) subunit alpha	0.223	-0.237	-0.535	-0.141	-0.841	0.051
RalstoniaUW163	UW163_RS07860	UW163_RS07860		TonB-dependent siderophore receptor	-0.104	0.122	-0.098	-0.001	-0.149	-0.088
RalstoniaUW163	UW163_RS07865	UW163_RS07865		DUF1624 domain-containing protein	-0.284	-0.157	0.113	-0.188	0.202	0.065
RalstoniaUW163	UW163_RS07870	UW163_RS07870		MFS transporter	0.077	0.193	0.020	0.121	-0.021	-0.167
RalstoniaUW163	UW163_RS07875	UW163_RS07875		HlyD family secretion protein	-0.080	-0.126	-0.060	-0.005	-0.080	-0.080
RalstoniaUW163	UW163_RS07880	UW163_RS07880		MarR family transcriptional regulator	-0.564	0.317	-0.520	-0.010	-0.840	-0.442
RalstoniaUW163	UW163_RS07885	UW163_RS07885		NUDIX hydrolase	-0.231	-0.528	0.120	0.049	-0.152	-0.411
RalstoniaUW163	UW163_RS07895	UW163_RS07895		FMN-binding glutamate synthase family protein	-0.032	0.004	-0.045	0.167	-0.108	-0.121
RalstoniaUW163	UW163_RS07900	UW163_RS07900		glutathione S-transferase	-0.243	0.170	0.071	0.144	0.019	-0.245
RalstoniaUW163	UW163_RS07910	UW163_RS07910		cytochrome b	0.012	0.080	-0.137	-0.121	-0.244	-0.206
RalstoniaUW163	UW163_RS07915	UW163_RS07915		polyisoprenoid-binding protein	0.024	-0.093	0.093	0.148	-0.038	-0.375
RalstoniaUW163	UW163_RS07920	UW163_RS07920		polyisoprenoid-binding protein	-0.147	0.191	0.185	-0.070	0.075	0.094
RalstoniaUW163	UW163_RS07945	UW163_RS07945		tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	-0.898	-0.677	-1.155	-0.348	-0.333	0.383
RalstoniaUW163	UW163_RS07950	UW163_RS07950		DNA helicase RecG	-0.411	-0.201	-0.978	-0.246	-0.540	-0.718
RalstoniaUW163	UW163_RS07960	UW163_RS07960		hypothetical protein	-0.113	0.024	0.041	-0.001	-0.350	-0.346
RalstoniaUW163	UW163_RS07965	UW163_RS07965		alanine racemase	-0.419	-0.130	-0.167	-0.149	-0.011	-0.239
RalstoniaUW163	UW163_RS07970	UW163_RS07970		LysR family transcriptional regulator	0.439	0.069	0.045	-0.218	0.417	0.022
RalstoniaUW163	UW163_RS07975	UW163_RS07975		UDP-glucuronosyltransferase	-0.239	-0.085	-0.106	-0.057	0.040	-0.256
RalstoniaUW163	UW163_RS07980	UW163_RS07980		glycosyl transferase family 1	-0.178	-0.132	-0.076	-0.017	-0.038	-0.021
RalstoniaUW163	UW163_RS07985	UW163_RS07985		metalloprotease	-0.049	-0.013	-0.067	-0.010	0.028	-0.008
