orgId	locusId	sysName	geneName	desc	set1IT067 CPG	set1IT068 M63_quarter_strength	set1IT071 CPG	set1IT072 M63_quarter_strength	set2IT036 CPG	set2IT037 M63_quarter_strength
RalstoniaUW163	UW163_RS03825	UW163_RS03825		DNA-protecting protein DprA	-1.853	2.242	-1.053	-0.579	-0.490	-0.208
RalstoniaUW163	UW163_RS03830	UW163_RS03830		thioredoxin	0.470	-0.708	1.915	0.598	-0.452	0.408
RalstoniaUW163	UW163_RS03840	UW163_RS03840		LysR family transcriptional regulator	-0.470	-0.732	-1.784	-1.250	1.660	1.739
RalstoniaUW163	UW163_RS03845	UW163_RS03845		AMP-dependent synthetase	-0.092	0.459	1.883	0.508	0.056	1.786
RalstoniaUW163	UW163_RS03885	UW163_RS03885		hypothetical protein	1.545	1.262	0.085	-0.341	-0.313	-0.090
RalstoniaUW163	UW163_RS03890	UW163_RS03890		dienelactone hydrolase family protein	0.908	-1.463	-0.355	-0.675	0.538	0.845
RalstoniaUW163	UW163_RS03900	UW163_RS03900		DUF484 domain-containing protein	-1.889	-1.340	-0.027	-2.984	0.419	-0.814
RalstoniaUW163	UW163_RS03905	UW163_RS03905		tyrosine recombinase XerC	-1.548	-1.724	-1.639	-1.904	-1.060	-2.152
RalstoniaUW163	UW163_RS03910	UW163_RS03910		class I SAM-dependent rRNA methyltransferase	1.036	-0.295	-1.237	1.874	-0.126	-0.544
RalstoniaUW163	UW163_RS03915	UW163_RS03915		FAD-binding oxidoreductase	0.794	0.487	1.484	-1.793	0.558	-0.600
RalstoniaUW163	UW163_RS03920	UW163_RS03920		6-phosphogluconolactonase	1.380	-7.765	1.704	-6.997	0.758	-9.411
RalstoniaUW163	UW163_RS03925	UW163_RS03925		transcriptional repressor	0.651	-0.553	-0.613	-0.761	-0.319	0.659
RalstoniaUW163	UW163_RS03930	UW163_RS03930		GTP-binding protein	0.553	-0.066	-0.279	-1.168	1.131	-0.523
RalstoniaUW163	UW163_RS03935	UW163_RS03935		RNA polymerase-binding protein DksA	0.471	-3.306	-0.447	-3.009	1.892	-2.628
RalstoniaUW163	UW163_RS03940	UW163_RS03940		GTP-binding protein	-0.452	1.539	0.487	1.039	3.332	2.005
RalstoniaUW163	UW163_RS03945	UW163_RS03945		ABC transporter substrate-binding protein	1.751	-0.528	-0.249	0.941	0.179	-0.139
RalstoniaUW163	UW163_RS03950	UW163_RS03950		ATP-dependent protease subunit HslV	1.298	-0.154	-0.070	0.829	1.838	1.065
RalstoniaUW163	UW163_RS03955	UW163_RS03955		ATP-dependent protease ATPase subunit HslU	0.282	-0.074	0.250	0.773	-0.654	-0.604
RalstoniaUW163	UW163_RS03960	UW163_RS03960		hypothetical protein	-0.027	0.397	0.866	0.456	0.464	-0.099
RalstoniaUW163	UW163_RS03965	UW163_RS03965		DNA-binding response regulator	-1.094	0.938	-1.183	-0.150	-0.604	0.624
RalstoniaUW163	UW163_RS03970	UW163_RS03970		sensor histidine kinase	-2.558	0.482	-3.232	1.513	-1.493	-0.833
RalstoniaUW163	UW163_RS03995	UW163_RS03995		RNA polymerase sigma factor	-0.142	-0.934	1.235	0.680	-0.019	-0.210
RalstoniaUW163	UW163_RS04005	UW163_RS04005		pyrimidine 5'-nucleotidase	2.129	-0.116	0.547	-1.939	0.453	-0.073
RalstoniaUW163	UW163_RS04010	UW163_RS04010		nucleoid occlusion factor SlmA	1.219	0.088	-1.151	1.089	1.199	1.306
RalstoniaUW163	UW163_RS04015	UW163_RS04015		phospholipase	0.192	1.154	1.192	1.418	1.426	0.963
RalstoniaUW163	UW163_RS04020	UW163_RS04020		hypothetical protein	-0.235	-0.096	-0.258	-0.821	0.391	-0.123
RalstoniaUW163	UW163_RS04025	UW163_RS04025		hypothetical protein	1.021	-0.091	-1.038	1.553	0.282	0.771
RalstoniaUW163	UW163_RS04030	UW163_RS04030		PLP-dependent aminotransferase family protein	1.163	0.107	0.062	-0.454	1.138	0.300
RalstoniaUW163	UW163_RS04035	UW163_RS04035		4-aminobutyrate--2-oxoglutarate transaminase	-0.008	-0.067	-0.875	-0.871	0.307	0.486
RalstoniaUW163	UW163_RS04040	UW163_RS04040		NAD-dependent succinate-semialdehyde dehydrogenase	0.535	0.684	-0.671	-1.610	0.443	1.725
RalstoniaUW163	UW163_RS04045	UW163_RS04045		homoserine O-acetyltransferase	0.617	-16.277	0.229	-15.273	1.682	-16.127
RalstoniaUW163	UW163_RS04050	UW163_RS04050		methionine biosynthesis protein MetW	0.445	-9.075	0.832	-4.867	-1.418	-6.981
RalstoniaUW163	UW163_RS04055	UW163_RS04055		polyhydroxybutyrate granule-associated protein (phasin) phap2	2.755	1.394	1.703	1.045	3.473	1.380
RalstoniaUW163	UW163_RS04060	UW163_RS04060		sel1 repeat family protein	1.001	-0.524	0.517	0.209	0.764	0.379
RalstoniaUW163	UW163_RS04065	UW163_RS04065		DUF466 domain-containing protein	0.221	-0.474	0.564	0.403	-0.292	-0.943
RalstoniaUW163	UW163_RS04070	UW163_RS04070		carbon starvation protein A	-0.174	0.262	-0.788	-0.349	1.250	-0.139
RalstoniaUW163	UW163_RS04075	UW163_RS04075		histidine kinase	0.692	0.306	0.785	0.554	1.318	-1.247
RalstoniaUW163	UW163_RS04080	UW163_RS04080		DNA-binding response regulator	-0.606	-2.213	-1.645	-0.427	0.479	-1.124
RalstoniaUW163	UW163_RS04085	UW163_RS04085		hydroxypyruvate isomerase	0.110	-0.449	0.290	0.707	-0.096	1.723
RalstoniaUW163	UW163_RS04090	UW163_RS04090		DUF3617 domain-containing protein	-1.536	-0.154	0.106	0.468	0.231	-0.483
RalstoniaUW163	UW163_RS04095	UW163_RS04095		DNA-binding response regulator	1.405	0.844	1.196	1.755	0.669	0.293
RalstoniaUW163	UW163_RS04100	UW163_RS04100		phosphoenolpyruvate carboxykinase (GTP)	0.624	0.536	0.247	0.718	1.026	0.308
RalstoniaUW163	UW163_RS04105	UW163_RS04105		3-phosphoglycerate dehydrogenase	1.170	0.771	0.784	-0.208	1.605	0.628
RalstoniaUW163	UW163_RS04110	UW163_RS04110		dioxygenase	0.219	-0.807	0.433	0.715	0.979	-0.804
RalstoniaUW163	UW163_RS04115	UW163_RS04115		NAD(P)/FAD-dependent oxidoreductase	-0.517	0.861	0.717	-0.221	-0.197	0.810
RalstoniaUW163	UW163_RS04120	UW163_RS04120		patatin	0.265	0.059	0.504	0.917	0.946	0.119
RalstoniaUW163	UW163_RS04125	UW163_RS04125		TetR family transcriptional regulator	-2.234	-0.947	-3.290	-3.271	-1.377	-2.156
RalstoniaUW163	UW163_RS04130	UW163_RS04130		MexE family multidrug efflux RND transporter periplasmic adaptor subunit	-0.438	1.046	-1.475	0.634	-0.219	-0.331
RalstoniaUW163	UW163_RS04135	UW163_RS04135		multidrug efflux RND transporter permease subunit	-1.792	1.011	-0.991	0.948	-2.768	-0.077
RalstoniaUW163	UW163_RS04140	UW163_RS04140		multidrug transporter	-1.724	-0.614	-1.873	1.320	-1.740	-0.359
RalstoniaUW163	UW163_RS04150	UW163_RS04150		hypothetical protein	-0.740	-0.025	0.046	-0.263	-1.358	-0.967
RalstoniaUW163	UW163_RS04155	UW163_RS04155		hypothetical protein	-0.542	0.846	-0.209	-0.068	0.799	1.093
RalstoniaUW163	UW163_RS04160	UW163_RS04160		isoprenylcysteine carboxylmethyltransferase family protein	-0.909	-0.391	0.772	1.190	2.008	-0.028
RalstoniaUW163	UW163_RS04165	UW163_RS04165		hypothetical protein	-0.044	-0.514	-0.878	-1.567	-0.271	-0.593
RalstoniaUW163	UW163_RS04180	UW163_RS04180		membrane protein insertion efficiency factor YidD	-0.465	-0.142	0.326	-1.379	-1.907	-1.137
RalstoniaUW163	UW163_RS04210	UW163_RS04210		HNH endonuclease	-2.551	-1.511	-1.994	-0.213	-0.098	-0.350
RalstoniaUW163	UW163_RS04215	UW163_RS04215		nucleotidyltransferase	-2.719	-0.660	-2.009	-0.326	-0.010	-0.737
RalstoniaUW163	UW163_RS04235	UW163_RS04235		3'-5' exonuclease	0.076	0.056	-0.402	0.350	0.031	-0.106
RalstoniaUW163	UW163_RS04240	UW163_RS04240		hypothetical protein	-0.929	0.068	0.037	1.289	0.624	0.766
RalstoniaUW163	UW163_RS04245	UW163_RS04245		hypothetical protein	-0.162	-0.300	-0.613	-0.047	0.538	-0.693
RalstoniaUW163	UW163_RS04250	UW163_RS04250		hypothetical protein	0.240	-0.972	-0.368	-1.018	-0.830	-0.800
RalstoniaUW163	UW163_RS04255	UW163_RS04255		hypothetical protein	-0.604	0.203	-0.101	0.146	-0.235	-0.862
RalstoniaUW163	UW163_RS04260	UW163_RS04260		hypothetical protein	-0.197	1.749	-0.404	-0.036	-0.111	-0.813
RalstoniaUW163	UW163_RS04265	UW163_RS04265		type VI secretion system tip protein VgrG	-0.425	-0.458	-1.291	-0.572	-0.800	-0.494
RalstoniaUW163	UW163_RS04270	UW163_RS04270		DUF1795 domain-containing protein	0.414	0.118	-0.348	0.543	0.436	-0.050
RalstoniaUW163	UW163_RS04275	UW163_RS04275		hypothetical protein	0.742	0.148	-0.676	0.275	0.164	-0.622
RalstoniaUW163	UW163_RS04295	UW163_RS04295		hypothetical protein	-0.148	-0.754	0.713	-0.639	-0.773	-2.135
RalstoniaUW163	UW163_RS04300	UW163_RS04300		hypothetical protein	0.468	0.022	-0.410	-1.134	-0.241	-0.370
RalstoniaUW163	UW163_RS04305	UW163_RS04305		bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase	0.012	-0.375	0.440	-1.196	-1.736	-0.960
RalstoniaUW163	UW163_RS04310	UW163_RS04310		endonuclease	0.458	-0.466	0.222	-0.481	-1.374	1.501
RalstoniaUW163	UW163_RS04315	UW163_RS04315		hypothetical protein	0.424	-0.870	-0.623	0.954	0.013	-0.239
RalstoniaUW163	UW163_RS04320	UW163_RS04320		cellobiose phosphorylase	-0.843	-1.031	-1.137	-0.544	0.278	0.051
RalstoniaUW163	UW163_RS04325	UW163_RS04325		IclR family transcriptional regulator	-0.849	0.162	-0.796	0.100	-1.008	-0.664
RalstoniaUW163	UW163_RS04330	UW163_RS04330		amino acid ABC transporter substrate-binding protein	1.339	1.859	0.104	0.320	0.853	-0.118
RalstoniaUW163	UW163_RS04335	UW163_RS04335		ectoine/hydroxyectoine ABC transporter permease subunit EhuD	-0.098	0.640	0.821	-0.864	-0.063	-0.034
RalstoniaUW163	UW163_RS04340	UW163_RS04340		amino acid ABC transporter ATP-binding protein	-0.718	-0.301	-0.858	0.902	0.064	0.720
RalstoniaUW163	UW163_RS04345	UW163_RS04345		FAD-binding oxidoreductase	-0.686	-1.190	-0.401	-0.618	0.780	-0.241
RalstoniaUW163	UW163_RS04350	UW163_RS04350		alpha/beta hydrolase	0.929	0.456	-0.105	-1.455	-0.799	0.014
RalstoniaUW163	UW163_RS04355	UW163_RS04355		membrane protein	-0.049	-1.260	0.095	-0.187	0.216	-0.608
RalstoniaUW163	UW163_RS04360	UW163_RS04360		DNA-binding response regulator	1.185	0.414	0.434	0.010	-0.327	0.482
RalstoniaUW163	UW163_RS04365	UW163_RS04365		two-component sensor histidine kinase	0.136	0.049	0.770	0.357	0.121	-1.132
RalstoniaUW163	UW163_RS04370	UW163_RS04370		CPBP family intramembrane metalloprotease	0.835	-1.437	0.730	0.297	1.800	1.185
RalstoniaUW163	UW163_RS04375	UW163_RS04375		type III effector protein skwp1	0.146	-0.037	0.726	-0.260	-0.011	-1.004
RalstoniaUW163	UW163_RS04385	UW163_RS04385		MFS transporter	-0.538	-1.052	-0.039	0.896	0.107	-0.579
RalstoniaUW163	UW163_RS04395	UW163_RS04395		flavohemoprotein	0.404	1.141	-0.005	-0.799	-1.596	1.073
RalstoniaUW163	UW163_RS04400	UW163_RS04400		Rrf2 family transcriptional regulator	-0.665	-2.078	-0.503	-1.207	-0.958	-1.626
RalstoniaUW163	UW163_RS04405	UW163_RS04405		SAM-dependent DNA methyltransferase	0.095	0.648	-1.098	-1.196	0.828	-0.431
RalstoniaUW163	UW163_RS04410	UW163_RS04410		hypothetical protein	-0.557	-0.857	0.028	-0.537	0.222	-0.562
RalstoniaUW163	UW163_RS04415	UW163_RS04415		restriction endonuclease subunit R	-0.628	-0.968	-0.420	-1.166	-0.311	0.594
RalstoniaUW163	UW163_RS04420	UW163_RS04420		sensor histidine kinase	0.566	0.128	-0.688	-1.099	0.177	0.528
RalstoniaUW163	UW163_RS04425	UW163_RS04425		DNA-binding response regulator	0.291	1.442	0.571	-0.286	0.157	-1.484
RalstoniaUW163	UW163_RS04430	UW163_RS04430		ABC transporter substrate-binding protein	1.107	0.879	0.578	0.455	-0.044	-1.554
RalstoniaUW163	UW163_RS04435	UW163_RS04435		porin	-0.264	-0.076	-0.145	-2.032	1.005	0.027
RalstoniaUW163	UW163_RS04440	UW163_RS04440		PaaI family thioesterase	0.529	0.335	1.500	0.990	0.627	-0.962
RalstoniaUW163	UW163_RS04445	UW163_RS04445		hydrolase	0.359	-1.391	0.271	-0.516	-0.865	0.129
RalstoniaUW163	UW163_RS04450	UW163_RS04450		DNA-binding response regulator	-0.144	-1.072	0.066	0.853	-1.325	-0.717
RalstoniaUW163	UW163_RS04455	UW163_RS04455		diguanylate cyclase	1.104	0.699	-0.982	-0.280	-0.377	-1.256
RalstoniaUW163	UW163_RS04460	UW163_RS04460		MetQ/NlpA family lipoprotein	0.463	-1.290	-0.228	0.008	1.101	-0.472
RalstoniaUW163	UW163_RS04465	UW163_RS04465		sensor histidine kinase KdpD	-0.061	-0.579	0.179	-0.306	-0.384	0.470
RalstoniaUW163	UW163_RS04470	UW163_RS04470		potassium-transporting ATPase subunit KdpC	-0.429	0.163	-0.096	1.425	0.787	0.463
RalstoniaUW163	UW163_RS04475	UW163_RS04475		K(+)-transporting ATPase subunit B	0.006	-0.022	-0.943	0.684	1.924	1.223
RalstoniaUW163	UW163_RS04480	UW163_RS04480		potassium-transporting ATPase subunit KdpA	0.311	0.798	0.791	0.271	1.092	0.369
RalstoniaUW163	UW163_RS04485	UW163_RS04485		K(+)-transporting ATPase subunit F	1.555	0.092	-0.196	-0.858	-1.413	-1.418
RalstoniaUW163	UW163_RS04490	UW163_RS04490		hypothetical protein	-0.767	0.540	-0.987	-0.576	1.254	0.008
RalstoniaUW163	UW163_RS04500	UW163_RS04500		hypothetical protein	-0.191	-0.233	0.546	0.429	1.147	-0.810
RalstoniaUW163	UW163_RS04505	UW163_RS04505		LuxR family transcriptional regulator	-0.272	-0.237	-0.704	0.298	-0.446	0.714
RalstoniaUW163	UW163_RS04510	UW163_RS04510		nitrate ABC transporter ATP-binding protein	0.022	0.317	-0.112	-0.646	-0.952	-0.342
RalstoniaUW163	UW163_RS04515	UW163_RS04515		sulfonate ABC transporter permease	-0.388	-0.780	-0.791	-0.390	-0.737	0.266
RalstoniaUW163	UW163_RS04520	UW163_RS04520		acylphosphatase	0.816	0.729	0.531	-0.399	0.279	0.104
RalstoniaUW163	UW163_RS04525	UW163_RS04525		hypothetical protein	0.218	0.130	0.960	0.197	-0.956	-2.039
RalstoniaUW163	UW163_RS04530	UW163_RS04530		23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ	-1.495	0.170	-2.257	-0.918	0.552	0.179
RalstoniaUW163	UW163_RS04535	UW163_RS04535		CoA transferase	-1.222	-1.197	-1.038	-1.409	0.253	0.969
RalstoniaUW163	UW163_RS04545	UW163_RS04545		septum site-determining protein MinD	0.217	-0.035	0.357	1.042	-0.558	-0.247
RalstoniaUW163	UW163_RS04550	UW163_RS04550		septum site-determining protein MinC	-0.487	0.034	-1.554	-0.884	-0.613	0.696
RalstoniaUW163	UW163_RS04555	UW163_RS04555		bifunctional 2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase	0.001	0.670	-0.368	-1.138	0.146	-0.997
RalstoniaUW163	UW163_RS04560	UW163_RS04560		sel1 repeat family protein	-0.251	-1.949	-1.419	0.518	0.078	1.066
RalstoniaUW163	UW163_RS04570	UW163_RS04570		DUF2272 domain-containing protein	-0.580	-0.242	-1.096	-0.308	-1.125	-0.985
RalstoniaUW163	UW163_RS04585	UW163_RS04585		SET domain-containing protein-lysine N-methyltransferase	0.907	1.368	1.771	-0.111	2.356	1.282
RalstoniaUW163	UW163_RS04590	UW163_RS04590		sensor histidine kinase	-1.468	-1.869	-0.082	-0.464	0.119	-0.488
RalstoniaUW163	UW163_RS04595	UW163_RS04595		DNA-binding response regulator	1.062	0.226	2.329	-0.180	-0.034	-0.667
RalstoniaUW163	UW163_RS04600	UW163_RS04600		DUF3717 domain-containing protein	0.115	-0.723	0.814	-0.442	0.413	0.923
RalstoniaUW163	UW163_RS04610	UW163_RS04610		phenylalanine 4-monooxygenase	-0.509	0.373	0.582	-0.042	0.519	0.910
RalstoniaUW163	UW163_RS04615	UW163_RS04615		Lrp/AsnC family transcriptional regulator	-2.402	-1.022	0.025	-1.687	0.134	0.406
RalstoniaUW163	UW163_RS04620	UW163_RS04620		lysoplasmalogenase	-0.303	0.778	1.545	0.254	0.957	0.303
RalstoniaUW163	UW163_RS04625	UW163_RS04625		ornithine cyclodeaminase	1.597	0.211	0.200	-0.967	0.088	0.471
RalstoniaUW163	UW163_RS04630	UW163_RS04630		outer membrane protein W	0.426	-0.558	1.138	-0.415	0.031	-0.209
RalstoniaUW163	UW163_RS04640	UW163_RS04640		OmpW family protein	1.017	0.838	0.066	0.442	0.370	-0.060
RalstoniaUW163	UW163_RS04650	UW163_RS04650		copper-translocating P-type ATPase	-0.210	-1.373	1.763	-0.532	0.908	-0.399
RalstoniaUW163	UW163_RS04655	UW163_RS04655		Cu(I)-responsive transcriptional regulator	0.029	2.142	0.094	0.566	-0.625	-0.702
RalstoniaUW163	UW163_RS04660	UW163_RS04660		alpha/beta hydrolase	-0.068	0.965	-0.110	0.360	0.862	-0.154
RalstoniaUW163	UW163_RS04665	UW163_RS04665		choline dehydrogenase	-0.536	-0.208	-0.655	-0.233	-0.566	0.745
RalstoniaUW163	UW163_RS04670	UW163_RS04670		ABC transporter ATP-binding protein	0.715	0.595	-0.052	0.848	0.658	-0.633
RalstoniaUW163	UW163_RS04675	UW163_RS04675		ABC transporter ATP-binding protein	0.537	0.588	0.937	1.715	-0.883	-0.982
RalstoniaUW163	UW163_RS04680	UW163_RS04680		ABC transporter permease	-0.757	-0.563	-0.250	-0.469	-0.370	-0.149
RalstoniaUW163	UW163_RS04685	UW163_RS04685		branched-chain amino acid ABC transporter permease	1.120	1.287	-0.183	0.287	0.965	0.846
RalstoniaUW163	UW163_RS04690	UW163_RS04690		branched-chain amino acid ABC transporter permease	-0.891	0.415	0.508	-0.529	1.773	0.625
RalstoniaUW163	UW163_RS04700	UW163_RS04700		hypothetical protein	-0.283	0.621	-0.639	0.822	0.877	0.340
RalstoniaUW163	UW163_RS04705	UW163_RS04705		membrane protein	1.341	1.780	2.039	-0.684	0.823	0.105
RalstoniaUW163	UW163_RS04710	UW163_RS04710		phosphohydrolase	0.513	0.124	0.424	0.233	-1.220	-0.570
RalstoniaUW163	UW163_RS04715	UW163_RS04715		membrane protein	0.765	0.470	0.252	0.253	1.072	-1.285
RalstoniaUW163	UW163_RS04720	UW163_RS04720		LysR family transcriptional regulator	-0.785	-0.473	0.767	0.272	-0.157	1.219
RalstoniaUW163	UW163_RS04725	UW163_RS04725		hypothetical protein	0.333	0.033	-0.622	0.073	-0.238	-1.749
RalstoniaUW163	UW163_RS04730	UW163_RS04730		LysR family transcriptional regulator	0.702	-0.364	-0.541	-0.391	-1.428	-2.202
RalstoniaUW163	UW163_RS04735	UW163_RS04735		short chain dehydrogenase	0.699	1.803	0.136	0.397	0.519	0.371
RalstoniaUW163	UW163_RS04740	UW163_RS04740		branched-chain amino acid ABC transporter substrate-binding protein	-0.498	-1.299	0.008	0.420	0.552	-0.931
RalstoniaUW163	UW163_RS04750	UW163_RS04750		16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	-0.651	-2.370	-1.332	-0.555	0.742	0.071
RalstoniaUW163	UW163_RS04810	UW163_RS04810		membrane protein	-0.380	-0.126	-0.125	-0.221	-0.804	0.726
RalstoniaUW163	UW163_RS04815	UW163_RS04815		DUF3298 domain-containing protein	-1.871	-1.773	-1.874	0.516	-0.773	0.350
RalstoniaUW163	UW163_RS04820	UW163_RS04820		CoA-binding protein	0.551	-0.156	-0.842	0.299	-0.285	-0.013
RalstoniaUW163	UW163_RS04825	UW163_RS04825		alpha/beta hydrolase	0.921	-0.385	-1.229	0.148	1.155	1.425
RalstoniaUW163	UW163_RS04830	UW163_RS04830		DUF3562 domain-containing protein	0.071	0.995	0.465	0.409	0.223	-0.849
RalstoniaUW163	UW163_RS04835	UW163_RS04835		phosphate ABC transporter substrate-binding protein PstS	-0.303	0.348	0.332	-1.653	-0.554	-0.945
RalstoniaUW163	UW163_RS04840	UW163_RS04840		glutathione transferase GstA	2.389	0.060	-0.289	-1.264	2.098	-0.335
RalstoniaUW163	UW163_RS04845	UW163_RS04845		LysR family transcriptional regulator	-0.440	0.985	-0.170	1.589	0.238	0.332
RalstoniaUW163	UW163_RS04850	UW163_RS04850		hypothetical protein	0.317	0.824	-0.144	0.016	0.532	-0.396
RalstoniaUW163	UW163_RS04855	UW163_RS04855		methyl-accepting chemotaxis protein	2.534	0.810	0.816	1.551	0.189	-0.315
RalstoniaUW163	UW163_RS04865	UW163_RS04865		GFA family protein	-0.550	-0.299	-0.399	0.356	1.241	1.012
RalstoniaUW163	UW163_RS04870	UW163_RS04870		cupin domain-containing protein	-0.779	2.109	-0.558	-0.491	0.026	0.282
RalstoniaUW163	UW163_RS04885	UW163_RS04885		trifunctional transcriptional regulator/proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase	-0.778	1.296	-0.635	1.115	-0.233	1.431
RalstoniaUW163	UW163_RS04890	UW163_RS04890		branched-chain amino acid ABC transporter substrate-binding protein	-0.454	1.282	0.340	0.468	-0.225	1.596
RalstoniaUW163	UW163_RS04895	UW163_RS04895		potassium transporter Kef	-0.393	-4.880	-1.066	-2.842	-1.681	-4.228
RalstoniaUW163	UW163_RS04900	UW163_RS04900		glutamate--cysteine ligase	-2.110	-3.545	-0.651	-3.920	-0.296	-3.654
RalstoniaUW163	UW163_RS04905	UW163_RS04905		oligopeptide transporter, OPT family	1.150	1.398	-0.603	0.933	-0.737	1.138
RalstoniaUW163	UW163_RS04910	UW163_RS04910		hypothetical protein	0.737	-0.246	-0.370	-0.250	0.400	0.137
RalstoniaUW163	UW163_RS04915	UW163_RS04915		DUF692 domain-containing protein	1.782	-0.146	-0.246	0.284	1.004	0.934
RalstoniaUW163	UW163_RS04920	UW163_RS04920		DUF2063 domain-containing protein	-0.918	0.039	-0.571	0.638	0.826	0.593
RalstoniaUW163	UW163_RS04925	UW163_RS04925		type VI secretion system tip protein VgrG	-0.930	-0.077	-1.556	0.626	1.233	-0.237
RalstoniaUW163	UW163_RS04930	UW163_RS04930		hypothetical protein	0.387	-0.103	0.221	-0.603	0.114	0.359
RalstoniaUW163	UW163_RS04935	UW163_RS04935		hypothetical protein	-0.269	-0.830	-0.444	-1.401	0.068	-0.541
RalstoniaUW163	UW163_RS04945	UW163_RS04945		L-serine ammonia-lyase	-1.974	-0.262	-1.784	-0.393	-1.232	0.704
RalstoniaUW163	UW163_RS04950	UW163_RS04950		glycine dehydrogenase (aminomethyl-transferring)	-2.835	-0.653	-2.994	-1.326	-0.890	-0.173
RalstoniaUW163	UW163_RS04955	UW163_RS04955		glycine cleavage system protein H	-0.970	-1.123	0.488	-0.421	0.315	-2.094
RalstoniaUW163	UW163_RS04960	UW163_RS04960		glycine cleavage system protein T	0.015	-0.812	-1.241	-1.112	-1.262	-2.272
RalstoniaUW163	UW163_RS04965	UW163_RS04965		membrane protein	0.968	-0.562	0.083	2.136	0.842	-0.455
RalstoniaUW163	UW163_RS04975	UW163_RS04975		ATP-dependent DNA helicase Rep	-3.699	0.823	-1.923	1.175	-3.673	1.744
RalstoniaUW163	UW163_RS04980	UW163_RS04980		sugar-binding lectin protein	0.509	0.241	0.224	0.768	0.098	-1.692
RalstoniaUW163	UW163_RS04985	UW163_RS04985		hypothetical protein	0.781	1.291	0.370	0.377	0.607	-0.421
RalstoniaUW163	UW163_RS04990	UW163_RS04990		hypothetical protein	-0.862	0.409	0.421	-2.929	-1.384	-1.790
RalstoniaUW163	UW163_RS04995	UW163_RS04995		LuxR family transcriptional regulator	-1.496	0.240	-1.484	-0.845	-0.073	1.204
RalstoniaUW163	UW163_RS05000	UW163_RS05000		acyl-homoserine-lactone synthase	-0.154	0.788	-0.474	0.165	-0.492	-0.012
RalstoniaUW163	UW163_RS05005	UW163_RS05005		ABC transporter permease	0.081	-0.321	-0.069	-1.101	0.210	-0.180
RalstoniaUW163	UW163_RS05010	UW163_RS05010		oxygen-independent coproporphyrinogen III oxidase	0.786	0.015	0.502	0.353	0.971	-0.123
RalstoniaUW163	UW163_RS05015	UW163_RS05015		pyruvate kinase	-1.229	0.689	0.101	-1.768	0.071	0.403
RalstoniaUW163	UW163_RS05020	UW163_RS05020		glycerate kinase	-0.074	0.563	0.673	-0.746	-0.149	-0.622
RalstoniaUW163	UW163_RS05030	UW163_RS05030		hydroxypyruvate isomerase	-0.607	0.875	-0.326	-1.147	0.534	0.507
RalstoniaUW163	UW163_RS05035	UW163_RS05035		glyoxylate carboligase	-0.426	-0.140	-1.379	0.113	-0.190	0.156
RalstoniaUW163	UW163_RS05040	UW163_RS05040		LysR family transcriptional regulator	1.017	-1.149	-0.019	-0.963	-0.343	-0.580
RalstoniaUW163	UW163_RS05050	UW163_RS05050		XRE family transcriptional regulator	0.572	1.556	0.104	3.012	-0.277	0.689
RalstoniaUW163	UW163_RS05055	UW163_RS05055		DUF1949 domain-containing protein	1.675	-1.394	-1.095	0.377	-0.620	-0.273
RalstoniaUW163	UW163_RS05060	UW163_RS05060		GntR family transcriptional regulator	1.722	0.388	-0.022	0.298	1.444	1.068
RalstoniaUW163	UW163_RS05065	UW163_RS05065		C4-dicarboxylate transporter DctA	-1.232	-1.211	-1.272	-0.005	-0.293	0.082
RalstoniaUW163	UW163_RS05070	UW163_RS05070		allantoicase	0.892	1.473	-1.475	1.257	-0.206	1.111
RalstoniaUW163	UW163_RS05075	UW163_RS05075		ureidoglycolate lyase	0.501	-0.999	-0.357	0.065	0.851	0.557
RalstoniaUW163	UW163_RS05080	UW163_RS05080		peptidase M20	0.204	0.958	-0.520	-0.218	0.130	0.891
RalstoniaUW163	UW163_RS05085	UW163_RS05085		hypothetical protein	-0.887	-0.644	0.660	0.583	-0.289	-0.054
RalstoniaUW163	UW163_RS05090	UW163_RS05090		arsenate reductase (glutaredoxin)	-0.493	0.414	-0.751	0.240	-0.073	-0.310
RalstoniaUW163	UW163_RS05095	UW163_RS05095		hypothetical protein	0.372	-0.734	0.570	-0.200	0.453	1.126
RalstoniaUW163	UW163_RS05100	UW163_RS05100		exonuclease	0.189	1.657	-0.299	-0.618	-0.886	0.150
RalstoniaUW163	UW163_RS05110	UW163_RS05110		septal ring lytic transglycosylase RlpA family protein	-0.987	1.239	1.103	-0.436	-0.245	-0.276
RalstoniaUW163	UW163_RS05115	UW163_RS05115		16S rRNA (cytidine(1402)-2'-O)-methyltransferase	-0.759	2.194	0.099	0.926	1.062	3.102
RalstoniaUW163	UW163_RS05120	UW163_RS05120		YraN family protein	0.100	0.421	0.772	0.157	0.328	0.268
RalstoniaUW163	UW163_RS05125	UW163_RS05125		BON domain-containing protein	0.722	0.167	-0.769	-1.443	0.379	0.410
RalstoniaUW163	UW163_RS05135	UW163_RS05135		flavocytochrome C sulfide dehydrogenase	0.674	-0.356	-0.343	-0.806	-0.560	0.451
