orgId	locusId	sysName	geneName	desc	set1IT076 CPG	set1IT077 M63_quarter_strength	set1IT080 CPG	set3IT039 CPG	set3IT040 M63_quarter_strength	set4IT039 Plant=Tomato_cv_Moneymaker; PlantTreatment=None; Sample=Xylem_sap; GrowthSubstrate=calcine_clay; Collection=direct; 1 dpi	set4IT042 Plant=Tomato_cv_Moneymaker; PlantTreatment=None; Sample=Xylem_sap; GrowthSubstrate=calcine_clay; Collection=direct; 1 dpi	set4IT045 Plant=Tomato_cv_Moneymaker; PlantTreatment=None; Sample=Xylem_sap; GrowthSubstrate=calcine_clay; Collection=direct; 1 dpi
RalstoniaBSBF1503	RALBFv3_RS15710	RALBFv3_RS15710		MarR family transcriptional regulator	0.444	1.239	1.498	0.117	0.432	-0.738	0.285	-1.332
RalstoniaBSBF1503	RALBFv3_RS15720	RALBFv3_RS15720		sterol desaturase family protein	-0.668	-2.060	0.184	-0.874	-0.860	-0.541	0.354	-0.011
RalstoniaBSBF1503	RALBFv3_RS15725	RALBFv3_RS15725		enoyl-CoA hydratase/isomerase family protein	0.523	-1.002	1.948	-2.575	-0.899	0.236	-0.494	-0.965
RalstoniaBSBF1503	RALBFv3_RS15730	RALBFv3_RS15730		tRNA dihydrouridine(20/20a) synthase DusA	0.702	1.813	2.590	-1.641	-0.095	1.285	-0.414	-0.023
RalstoniaBSBF1503	RALBFv3_RS15740	RALBFv3_RS15740		hypothetical protein	0.251	0.457	0.588	1.020	1.729	1.885	-1.088	0.690
RalstoniaBSBF1503	RALBFv3_RS15745	RALBFv3_RS15745		aminoacyl-histidine dipeptidase (carnosinase) (xaa-his dipeptidase) protein	1.410	0.989	0.843	-1.395	-0.906	-0.492	0.668	1.330
RalstoniaBSBF1503	RALBFv3_RS15750	RALBFv3_RS15750		cupin	0.322	-0.406	-0.910	-0.031	0.048	0.166	0.318	0.797
RalstoniaBSBF1503	RALBFv3_RS15755	RALBFv3_RS15755		hypothetical protein	-0.699	-0.715	-0.974	-0.234	-0.734	-0.058	-0.818	-0.185
RalstoniaBSBF1503	RALBFv3_RS15805	RALBFv3_RS15805		inorganic phosphate transporter	-0.261	-1.080	0.026	-0.166	-0.657	-2.906	0.093	-2.599
RalstoniaBSBF1503	RALBFv3_RS15810	RALBFv3_RS15810		peptidoglycan endopeptidase	2.036	1.525	1.150	-0.868	0.290	0.676	-0.456	0.933
RalstoniaBSBF1503	RALBFv3_RS15815	RALBFv3_RS15815		hypothetical protein	0.516	0.709	0.499	1.545	0.679	0.906	0.644	-1.239
RalstoniaBSBF1503	RALBFv3_RS15820	RALBFv3_RS15820		PhoH family protein	-0.751	0.815	2.389	0.394	1.180	0.847	-0.510	-0.106
RalstoniaBSBF1503	RALBFv3_RS15825	RALBFv3_RS15825		peroxiredoxin	-1.112	-1.155	-1.229	0.080	1.477	0.800	0.108	0.697
RalstoniaBSBF1503	RALBFv3_RS15860	RALBFv3_RS15860		UDP phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase	-1.244	-0.035	-2.874	-1.976	-1.130	-1.562	-0.615	-1.963
RalstoniaBSBF1503	RALBFv3_RS15870	RALBFv3_RS15870		pyridoxal phosphate-dependent aminotransferase	0.792	-4.667	-1.078	-0.047	-8.244	-7.678	-6.959	-4.975
RalstoniaBSBF1503	RALBFv3_RS15885	RALBFv3_RS15885		IclR family transcriptional regulator	0.449	-0.337	-0.964	1.040	0.860	-0.202	0.393	-0.367
RalstoniaBSBF1503	RALBFv3_RS15945	RALBFv3_RS15945		XRE family transcriptional regulator	-0.280	-0.010	-0.913	-1.896	0.167	-0.696	0.499	-0.136
RalstoniaBSBF1503	RALBFv3_RS15970	RALBFv3_RS15970		hypothetical protein	-1.629	-1.033	-1.340	-1.087	-0.515	-0.449	-0.137	0.001
RalstoniaBSBF1503	RALBFv3_RS15975	RALBFv3_RS15975		type VI secretion protein VgrG	-1.057	0.604	-0.556	-0.280	-0.266	-0.783	-0.195	-0.358
RalstoniaBSBF1503	RALBFv3_RS15980	RALBFv3_RS15980		hypothetical protein	0.194	0.280	0.399	1.206	0.331	-1.510	-0.807	2.596
RalstoniaBSBF1503	RALBFv3_RS15985	RALBFv3_RS15985		hypothetical protein	-0.905	-0.637	-0.724	-0.543	-0.263	-0.920	-1.944	0.093
RalstoniaBSBF1503	RALBFv3_RS15990	RALBFv3_RS15990		hypothetical protein	-1.003	-0.414	-0.197	-0.917	-0.763	-0.491	-0.499	-2.428
RalstoniaBSBF1503	RALBFv3_RS15995	RALBFv3_RS15995		DUF4150 domain-containing protein	-0.409	0.231	-0.665	-2.781	-1.726	0.662	0.525	0.195
RalstoniaBSBF1503	RALBFv3_RS16000	RALBFv3_RS16000		hypothetical protein	-0.630	0.525	0.188	-1.136	-0.946	-0.023	-1.059	-1.312
RalstoniaBSBF1503	RALBFv3_RS16005	RALBFv3_RS16005		hypothetical protein	-0.035	-0.726	-1.030	-1.617	-1.328	-1.511	0.472	-0.696
RalstoniaBSBF1503	RALBFv3_RS16010	RALBFv3_RS16010		hypothetical protein	-0.256	0.832	-0.207	-0.702	-1.248	-0.814	-0.411	-0.236
RalstoniaBSBF1503	RALBFv3_RS16015	RALBFv3_RS16015		thioredoxin	-0.502	-1.472	-1.313	0.430	0.158	-0.370	-0.738	-0.520
RalstoniaBSBF1503	RALBFv3_RS16020	RALBFv3_RS16020		hypothetical protein	-1.018	-1.589	-0.554	-1.028	-0.345	-0.511	-0.942	0.041
RalstoniaBSBF1503	RALBFv3_RS16025	RALBFv3_RS16025		PaaI family thioesterase	-0.234	0.043	0.581	-0.339	-0.049	-0.803	-1.476	-0.134
RalstoniaBSBF1503	RALBFv3_RS16030	RALBFv3_RS16030		histidine kinase	0.119	0.436	-0.978	-0.931	-0.339	-0.174	0.765	-0.029
RalstoniaBSBF1503	RALBFv3_RS16035	RALBFv3_RS16035		hybrid sensor histidine kinase/response regulator	-0.983	-2.315	-0.418	-1.893	0.155	-0.343	0.330	-0.848
RalstoniaBSBF1503	RALBFv3_RS16040	RALBFv3_RS16040		nuclear transport factor 2 family protein	-0.356	-1.516	-0.321	-0.351	0.170	0.069	0.163	-0.619
RalstoniaBSBF1503	RALBFv3_RS16045	RALBFv3_RS16045		IS5/IS1182 family transposase	-0.017	-0.705	-0.611	-1.534	0.123	-0.489	-0.342	-0.463
RalstoniaBSBF1503	RALBFv3_RS16050	RALBFv3_RS16050		Lrp/AsnC family transcriptional regulator	-1.148	-1.073	-0.787	-1.407	-0.458	-1.062	0.049	0.460
RalstoniaBSBF1503	RALBFv3_RS16055	RALBFv3_RS16055		putative C-S lyase	-1.231	-0.187	-1.370	0.041	0.480	-0.735	-0.141	-0.300
RalstoniaBSBF1503	RALBFv3_RS16060	RALBFv3_RS16060		DUF1641 domain-containing protein	-1.871	-2.213	-0.348	-1.793	-1.145	-0.031	0.668	-0.224
RalstoniaBSBF1503	RALBFv3_RS16065	RALBFv3_RS16065		NAD(P)/FAD-dependent oxidoreductase	-0.911	-1.093	-0.223	-0.597	0.026	-0.538	-0.106	-0.637
RalstoniaBSBF1503	RALBFv3_RS16075	RALBFv3_RS16075		N-acetyltransferase	0.600	-0.364	0.247	0.821	-0.547	0.252	-0.428	-0.203
RalstoniaBSBF1503	RALBFv3_RS16080	RALBFv3_RS16080		hypothetical protein	-1.851	-2.167	-0.290	0.349	0.513	0.164	-1.711	-0.590
RalstoniaBSBF1503	RALBFv3_RS16085	RALBFv3_RS16085		siderophore biosynthesis protein	-0.302	-1.069	-0.921	-0.059	-0.066	-0.194	-0.994	-0.199
RalstoniaBSBF1503	RALBFv3_RS16090	RALBFv3_RS16090		methionine--tRNA ligase	-0.388	-0.814	-1.361	0.428	0.137	-0.069	-0.481	-0.084
RalstoniaBSBF1503	RALBFv3_RS16095	RALBFv3_RS16095		cupin domain-containing protein	0.832	1.170	0.036	0.364	1.777	-0.268	0.025	1.386
RalstoniaBSBF1503	RALBFv3_RS16100	RALBFv3_RS16100		PTS lactose transporter subunit IIC	-1.349	-2.443	-2.449	-4.004	-1.926	-1.835	-0.610	-0.135
RalstoniaBSBF1503	RALBFv3_RS16105	RALBFv3_RS16105		DNA-binding response regulator	2.407	-1.836	0.179	1.205	-1.374	1.383	-0.627	-1.000
RalstoniaBSBF1503	RALBFv3_RS16110	RALBFv3_RS16110		hemagglutinin	-0.585	-0.407	-0.743	-0.214	-0.345	0.179	-1.337	0.534
RalstoniaBSBF1503	RALBFv3_RS16115	RALBFv3_RS16115		phosphoadenosine phosphosulfate sulfotransferase	0.011	-1.593	0.216	-1.903	-0.908	-0.987	-0.836	-0.316
RalstoniaBSBF1503	RALBFv3_RS16120	RALBFv3_RS16120		transcriptional regulator	-0.862	-0.982	-1.756	-2.697	-0.607	-0.198	1.274	-1.282
RalstoniaBSBF1503	RALBFv3_RS16125	RALBFv3_RS16125		GntR family transcriptional regulator	-0.106	1.071	-1.956	-1.562	-0.443	-0.281	-0.137	0.054
RalstoniaBSBF1503	RALBFv3_RS16130	RALBFv3_RS16130		altronate dehydratase	-1.269	-0.386	-0.919	-1.461	-0.347	-0.754	-0.388	-1.270
RalstoniaBSBF1503	RALBFv3_RS16135	RALBFv3_RS16135		MFS transporter	-1.191	-0.876	-0.884	-0.012	0.916	0.067	0.040	0.326
RalstoniaBSBF1503	RALBFv3_RS16140	RALBFv3_RS16140		4-hydroxy-2-oxoheptanedioate aldolase	0.991	0.473	-0.868	0.069	1.435	0.524	-0.900	-0.145
RalstoniaBSBF1503	RALBFv3_RS16145	RALBFv3_RS16145		tartrate dehydrogenase	-0.445	0.592	-1.881	0.430	0.094	0.324	-0.859	-0.081
RalstoniaBSBF1503	RALBFv3_RS16150	RALBFv3_RS16150		NAD-dependent succinate-semialdehyde dehydrogenase	-0.910	-0.534	-0.604	1.073	0.851	-0.498	-0.845	-0.228
RalstoniaBSBF1503	RALBFv3_RS16155	RALBFv3_RS16155		type III effector, OspD family	0.132	0.433	0.073	-0.543	-0.211	0.282	-0.186	-0.518
RalstoniaBSBF1503	RALBFv3_RS16160	RALBFv3_RS16160		membrane protein	-1.858	-0.205	-1.036	-1.119	-0.048	-0.537	-0.267	-0.399
RalstoniaBSBF1503	RALBFv3_RS16170	RALBFv3_RS16170		hypothetical protein	-2.540	-2.631	0.060	-1.102	-0.735	0.101	1.109	0.647
RalstoniaBSBF1503	RALBFv3_RS16175	RALBFv3_RS16175		hypothetical protein	0.310	0.404	-0.037	-0.120	-0.074	0.382	-0.237	-0.171
RalstoniaBSBF1503	RALBFv3_RS16180	RALBFv3_RS16180		hypothetical protein	-1.252	-0.307	-0.450	-0.614	-0.984	-0.431	-0.188	-0.221
RalstoniaBSBF1503	RALBFv3_RS16185	RALBFv3_RS16185		hypothetical protein	-0.122	-0.779	-0.287	-0.762	-2.045	-1.095	-0.059	-0.751
RalstoniaBSBF1503	RALBFv3_RS16190	RALBFv3_RS16190		HNH endonuclease	-0.088	0.826	0.770	-0.373	-0.930	-1.324	-0.366	0.943
RalstoniaBSBF1503	RALBFv3_RS16195	RALBFv3_RS16195		FAD-binding oxidoreductase	-1.598	-0.781	-0.457	-0.585	-0.686	-0.321	0.582	0.771
RalstoniaBSBF1503	RALBFv3_RS16205	RALBFv3_RS16205		amidase	-0.948	-1.387	-1.019	-0.666	0.695	0.770	-0.942	-1.747
RalstoniaBSBF1503	RALBFv3_RS16210	RALBFv3_RS16210		MFS transporter	-0.623	-0.034	0.364	-1.282	-0.817	-1.491	0.209	0.792
RalstoniaBSBF1503	RALBFv3_RS16215	RALBFv3_RS16215		XRE family transcriptional regulator	0.461	0.863	-0.906	0.025	0.180	-0.397	0.063	-0.195
RalstoniaBSBF1503	RALBFv3_RS16220	RALBFv3_RS16220		hypothetical protein	-1.526	-1.336	-1.268	-1.212	0.382	1.873	-1.568	0.363
RalstoniaBSBF1503	RALBFv3_RS16225	RALBFv3_RS16225		hypothetical protein	-3.820	-0.086	-0.647	-3.838	0.950	-1.041	-0.611	-1.257
RalstoniaBSBF1503	RALBFv3_RS16230	RALBFv3_RS16230		RND transporter	-1.234	-0.094	-0.943	-2.496	0.368	-0.908	-0.174	-0.834
RalstoniaBSBF1503	RALBFv3_RS16235	RALBFv3_RS16235		efflux RND transporter periplasmic adaptor subunit	0.568	-0.416	-0.922	0.182	0.150	1.174	0.839	-0.327
RalstoniaBSBF1503	RALBFv3_RS16240	RALBFv3_RS16240		AcrB/AcrD/AcrF family protein	0.141	0.136	-0.243	-1.165	1.179	0.464	-0.876	0.622
RalstoniaBSBF1503	RALBFv3_RS16245	RALBFv3_RS16245		3-(3-hydroxy-phenyl)propionate transporter MhpT	-1.502	0.234	-0.310	-0.073	0.690	-0.032	0.538	-0.434
RalstoniaBSBF1503	RALBFv3_RS16250	RALBFv3_RS16250		porin	-0.638	-1.029	-1.095	-0.421	0.335	-1.172	0.419	-0.739
RalstoniaBSBF1503	RALBFv3_RS16255	RALBFv3_RS16255		LysR family transcriptional regulator	-0.721	0.547	-0.877	-0.762	-0.703	-0.072	-0.098	-0.776
RalstoniaBSBF1503	RALBFv3_RS16260	RALBFv3_RS16260		branched-chain amino acid ABC transporter substrate-binding protein	0.061	-1.100	-1.442	-1.193	-1.243	-1.992	0.019	0.303
RalstoniaBSBF1503	RALBFv3_RS16265	RALBFv3_RS16265		aldehyde dehydrogenase family protein	-0.154	-1.296	-1.486	-0.620	-0.290	0.018	-1.090	0.368
RalstoniaBSBF1503	RALBFv3_RS16270	RALBFv3_RS16270		FAD-binding oxidoreductase	-0.629	-0.862	-0.694	-0.765	0.887	-0.693	0.035	-1.096
RalstoniaBSBF1503	RALBFv3_RS16275	RALBFv3_RS16275		hypothetical protein	-0.297	-16.601	0.656	1.132	-21.216	-8.273	-8.569	-9.443
RalstoniaBSBF1503	RALBFv3_RS16280	RALBFv3_RS16280		hypothetical protein	0.309	0.124	1.151	0.590	0.642	-0.612	0.896	-1.030
RalstoniaBSBF1503	RALBFv3_RS16285	RALBFv3_RS16285		catalase	-0.168	0.057	-0.055	0.420	0.790	-0.494	0.360	-0.381
RalstoniaBSBF1503	RALBFv3_RS16290	RALBFv3_RS16290		hypothetical protein	-1.946	-0.392	-0.754	-2.290	-2.097	0.251	-0.289	-1.238
RalstoniaBSBF1503	RALBFv3_RS16295	RALBFv3_RS16295		helix-turn-helix transcriptional regulator	0.969	0.629	2.092	1.368	0.387	0.577	0.785	1.217
RalstoniaBSBF1503	RALBFv3_RS16300	RALBFv3_RS16300		arginase	0.907	-0.307	0.872	0.573	0.283	1.047	0.782	1.306
RalstoniaBSBF1503	RALBFv3_RS16305	RALBFv3_RS16305		amino acid ABC transporter permease	0.717	1.718	1.645	1.034	0.709	-0.522	1.447	1.143
RalstoniaBSBF1503	RALBFv3_RS16310	RALBFv3_RS16310		amino acid ABC transporter permease	-0.129	0.007	1.008	-0.020	0.177	-1.200	0.044	0.688
RalstoniaBSBF1503	RALBFv3_RS16315	RALBFv3_RS16315		amino acid ABC transporter substrate-binding protein	-1.842	-1.495	-1.382	-2.510	0.210	-1.949	-0.323	-0.629
RalstoniaBSBF1503	RALBFv3_RS16320	RALBFv3_RS16320		LysR family transcriptional regulator	-2.438	-2.466	0.706	0.078	0.521	-3.373	1.009	-0.005
RalstoniaBSBF1503	RALBFv3_RS16325	RALBFv3_RS16325		mlrc harboring protein	1.056	-0.603	-0.730	0.689	1.457	0.016	-1.305	-1.005
RalstoniaBSBF1503	RALBFv3_RS16330	RALBFv3_RS16330		MFS transporter	-1.800	-1.331	-0.264	-0.666	-0.294	-0.486	-0.414	0.324
RalstoniaBSBF1503	RALBFv3_RS16335	RALBFv3_RS16335		LysR family transcriptional regulator	-0.867	0.191	0.160	-0.456	-0.689	-0.431	-0.520	0.184
RalstoniaBSBF1503	RALBFv3_RS16340	RALBFv3_RS16340		secreted protein popf2	0.317	0.106	1.297	-0.531	0.441	-1.188	0.608	-0.811
RalstoniaBSBF1503	RALBFv3_RS16345	RALBFv3_RS16345		cytochrome c oxidase subunit IV	-0.021	0.368	-0.300	-0.280	-0.138	0.951	-0.145	-0.315
RalstoniaBSBF1503	RALBFv3_RS16350	RALBFv3_RS16350		bb3-type cytochrome oxidase subunit IV	0.793	-1.366	-1.316	-0.700	1.375	1.443	-0.021	-0.447
RalstoniaBSBF1503	RALBFv3_RS16355	RALBFv3_RS16355		cytochrome oxidase subunit III	1.849	1.348	0.501	0.669	0.540	0.766	0.356	0.909
RalstoniaBSBF1503	RALBFv3_RS16360	RALBFv3_RS16360		cytochrome c oxidase subunit I	-1.081	-0.603	-0.281	-0.463	-0.337	0.361	-0.004	-0.576
RalstoniaBSBF1503	RALBFv3_RS16365	RALBFv3_RS16365		cytochrome B558 subunit A	-0.885	-1.227	-0.023	-0.241	-0.109	0.462	-0.521	-0.151
RalstoniaBSBF1503	RALBFv3_RS16370	RALBFv3_RS16370		hypothetical protein	1.355	-1.065	-0.123	-0.329	0.362	-0.792	-1.394	0.396
RalstoniaBSBF1503	RALBFv3_RS16375	RALBFv3_RS16375		DUF3293 domain-containing protein	-0.104	1.972	-0.317	0.931	-0.134	-0.290	0.721	0.432
RalstoniaBSBF1503	RALBFv3_RS16380	RALBFv3_RS16380		universal stress protein	-0.725	-0.796	0.736	-0.203	0.403	0.758	-1.080	0.089
RalstoniaBSBF1503	RALBFv3_RS16385	RALBFv3_RS16385		phosphogluconate dehydratase	-5.238	-8.899	-7.926	-7.495	-12.793	-6.152	-6.427	-5.364
RalstoniaBSBF1503	RALBFv3_RS16390	RALBFv3_RS16390		glucose-6-phosphate dehydrogenase	-3.564	-12.439	-6.097	-6.251	-17.152	-4.498	-7.187	-7.446
RalstoniaBSBF1503	RALBFv3_RS16400	RALBFv3_RS16400		glucokinase	-0.367	-7.763	-0.166	0.373	-9.188	0.924	-1.453	-0.547
RalstoniaBSBF1503	RALBFv3_RS16405	RALBFv3_RS16405		MurR/RpiR family transcriptional regulator	0.206	0.363	0.673	-0.895	-1.602	2.239	-0.828	-0.162
RalstoniaBSBF1503	RALBFv3_RS16410	RALBFv3_RS16410		hypothetical protein	-0.217	-0.438	0.282	0.551	-0.222	-1.030	-0.097	1.314
RalstoniaBSBF1503	RALBFv3_RS16415	RALBFv3_RS16415		DNA-binding response regulator	0.499	1.840	0.911	0.197	0.092	-0.262	-0.018	-0.216
RalstoniaBSBF1503	RALBFv3_RS16420	RALBFv3_RS16420		two-component sensor histidine kinase	-0.671	-0.091	1.550	-0.329	-0.464	-1.125	-0.454	-0.750
RalstoniaBSBF1503	RALBFv3_RS16425	RALBFv3_RS16425		peptidase	-0.055	-0.850	0.740	-2.094	0.086	0.427	-1.529	-0.392
RalstoniaBSBF1503	RALBFv3_RS16430	RALBFv3_RS16430		4-hydroxybutyrate dehydrogenase	0.216	0.418	0.494	0.030	0.395	-0.458	0.875	-0.210
RalstoniaBSBF1503	RALBFv3_RS16435	RALBFv3_RS16435		MFS transporter	-0.123	1.123	0.792	0.179	-0.116	1.301	-0.441	-0.443
RalstoniaBSBF1503	RALBFv3_RS16445	RALBFv3_RS16445		LuxR family transcriptional regulator	0.517	-0.171	-0.151	0.007	0.887	1.143	-0.561	0.266
RalstoniaBSBF1503	RALBFv3_RS16450	RALBFv3_RS16450		hypothetical protein	-1.131	-0.000	-1.169	0.409	0.577	-1.427	-0.649	-0.313
RalstoniaBSBF1503	RALBFv3_RS16455	RALBFv3_RS16455		hypothetical protein	-0.459	0.847	-1.312	0.401	-0.665	0.328	-0.544	-0.301
RalstoniaBSBF1503	RALBFv3_RS16460	RALBFv3_RS16460		DUF2059 domain-containing protein	-0.950	1.558	0.949	-0.853	-0.154	0.728	0.195	-1.228
RalstoniaBSBF1503	RALBFv3_RS16465	RALBFv3_RS16465		hypothetical protein	-1.957	-0.312	-0.004	-0.871	0.853	-0.257	0.221	-0.976
RalstoniaBSBF1503	RALBFv3_RS16470	RALBFv3_RS16470		DUF1993 domain-containing protein	0.601	0.204	-1.165	-1.120	0.629	-0.179	0.998	-0.230
RalstoniaBSBF1503	RALBFv3_RS16475	RALBFv3_RS16475		hypothetical protein	0.514	1.035	-0.708	0.169	1.033	-0.351	-0.673	1.269
RalstoniaBSBF1503	RALBFv3_RS16480	RALBFv3_RS16480		hemagglutinin	-0.163	0.319	-0.246	0.471	1.100	-0.797	0.168	-0.275
RalstoniaBSBF1503	RALBFv3_RS16485	RALBFv3_RS16485		hypothetical protein	-0.246	0.161	-0.079	0.745	0.891	0.609	-0.572	-0.060
RalstoniaBSBF1503	RALBFv3_RS16490	RALBFv3_RS16490		hypothetical protein	-1.666	-1.611	0.554	-2.595	0.542	-1.619	-0.883	-2.131
RalstoniaBSBF1503	RALBFv3_RS16495	RALBFv3_RS16495		hypothetical protein	-0.152	0.091	-0.545	0.722	0.696	-0.330	0.436	0.733
RalstoniaBSBF1503	RALBFv3_RS16500	RALBFv3_RS16500		hypothetical protein	-0.937	-1.658	0.145	-1.110	-0.740	-0.164	-0.001	-0.723
RalstoniaBSBF1503	RALBFv3_RS16505	RALBFv3_RS16505		hemagglutinin	-1.176	0.215	-0.118	-0.101	0.081	-1.516	-0.113	0.328
RalstoniaBSBF1503	RALBFv3_RS16510	RALBFv3_RS16510		ShlB/FhaC/HecB family hemolysin secretion/activation protein	0.352	-0.416	-0.004	-1.003	0.143	-0.940	-0.511	0.159
RalstoniaBSBF1503	RALBFv3_RS16515	RALBFv3_RS16515		peptidyl-prolyl cis-trans isomerase	1.236	1.798	2.225	1.108	0.781	0.224	0.621	0.767
RalstoniaBSBF1503	RALBFv3_RS16520	RALBFv3_RS16520		DUF4172 domain-containing protein	-1.303	-0.253	0.446	-1.335	-1.266	1.308	0.617	-0.853
RalstoniaBSBF1503	RALBFv3_RS16525	RALBFv3_RS16525		DNA helicase	0.685	1.297	0.635	-0.049	0.368	0.085	1.322	0.234
RalstoniaBSBF1503	RALBFv3_RS16530	RALBFv3_RS16530		IS5/IS1182 family transposase	-0.012	0.068	-0.866	-1.693	-1.047	-0.864	-0.093	1.029
RalstoniaBSBF1503	RALBFv3_RS16535	RALBFv3_RS16535		catalase	0.298	0.194	-0.359	0.634	0.458	0.281	0.422	0.120
RalstoniaBSBF1503	RALBFv3_RS16540	RALBFv3_RS16540		FAD-dependent oxidoreductase	0.396	0.037	0.317	-0.183	-0.638	-1.067	0.155	0.446
RalstoniaBSBF1503	RALBFv3_RS16545	RALBFv3_RS16545		spore coat protein U	1.399	0.165	0.156	3.594	0.956	0.438	-0.540	-0.032
RalstoniaBSBF1503	RALBFv3_RS16550	RALBFv3_RS16550		molecular chaperone	-1.147	-2.466	-0.477	-1.729	0.172	-1.498	0.236	1.468
RalstoniaBSBF1503	RALBFv3_RS16555	RALBFv3_RS16555		fimbrial biogenesis outer membrane usher protein	0.375	1.118	1.053	-0.219	0.029	-0.616	0.280	0.794
RalstoniaBSBF1503	RALBFv3_RS16560	RALBFv3_RS16560		peptidase	-2.093	-1.214	-1.122	0.666	0.006	0.143	-0.515	1.135
RalstoniaBSBF1503	RALBFv3_RS16565	RALBFv3_RS16565		L-ascorbate oxidase	-0.136	0.889	1.152	0.118	0.876	-0.182	1.110	0.128
RalstoniaBSBF1503	RALBFv3_RS16570	RALBFv3_RS16570		isopenicillin N synthase family oxygenase	-0.631	0.119	-0.615	0.347	0.611	0.175	0.006	1.323
RalstoniaBSBF1503	RALBFv3_RS16575	RALBFv3_RS16575		phospholipase	1.116	1.253	0.096	0.538	0.397	0.572	0.118	0.514
RalstoniaBSBF1503	RALBFv3_RS16580	RALBFv3_RS16580		membrane protein	0.666	0.100	0.631	0.035	0.194	0.146	1.206	-0.266
RalstoniaBSBF1503	RALBFv3_RS16585	RALBFv3_RS16585		hypothetical protein	0.627	-0.298	-0.138	0.110	0.276	1.116	-0.423	0.011
RalstoniaBSBF1503	RALBFv3_RS16590	RALBFv3_RS16590		rhomboid family intramembrane serine protease	0.323	-1.045	0.454	0.805	1.806	0.057	-0.040	0.365
RalstoniaBSBF1503	RALBFv3_RS16595	RALBFv3_RS16595		sensor domain-containing diguanylate cyclase	0.300	1.736	0.807	-0.655	0.798	1.234	-0.177	1.224
RalstoniaBSBF1503	RALBFv3_RS16605	RALBFv3_RS16605		oxacillin resistance-associated protein FmtC	0.892	1.166	0.502	1.190	1.136	0.614	-0.685	1.237
RalstoniaBSBF1503	RALBFv3_RS16610	RALBFv3_RS16610		virulence factor family protein	1.924	1.354	1.482	2.712	1.068	0.708	0.318	0.768
RalstoniaBSBF1503	RALBFv3_RS16615	RALBFv3_RS16615		SulP family inorganic anion transporter	0.106	0.946	1.075	0.621	1.074	1.636	-0.833	1.138
RalstoniaBSBF1503	RALBFv3_RS16620	RALBFv3_RS16620		hypothetical protein	0.188	0.571	1.036	1.355	0.404	-0.083	0.815	0.024
RalstoniaBSBF1503	RALBFv3_RS16625	RALBFv3_RS16625		DNA-binding protein	-0.650	0.748	-1.362	-0.050	0.214	-1.185	2.028	1.644
RalstoniaBSBF1503	RALBFv3_RS16630	RALBFv3_RS16630		threonine/serine dehydratase	-1.584	-0.409	-0.543	-1.361	-1.009	-2.217	-1.210	0.798
RalstoniaBSBF1503	RALBFv3_RS16635	RALBFv3_RS16635		RidA family protein	0.227	0.622	0.351	0.753	1.718	-0.066	0.541	1.033
RalstoniaBSBF1503	RALBFv3_RS16640	RALBFv3_RS16640		LysR family transcriptional regulator	1.163	1.030	0.276	0.763	0.307	0.715	0.887	-0.846
RalstoniaBSBF1503	RALBFv3_RS16645	RALBFv3_RS16645		membrane protein	-0.027	-0.007	-0.743	0.603	-0.544	0.795	0.108	-1.337
RalstoniaBSBF1503	RALBFv3_RS16660	RALBFv3_RS16660		DUF1059 domain-containing protein	0.812	-0.649	1.269	0.262	0.977	-0.085	0.651	0.058
RalstoniaBSBF1503	RALBFv3_RS16665	RALBFv3_RS16665		GGDEF domain-containing protein	3.003	0.259	0.592	1.668	0.159	-0.008	0.059	0.329
RalstoniaBSBF1503	RALBFv3_RS16670	RALBFv3_RS16670		DUF488 domain-containing protein	-0.415	1.545	0.501	-0.591	-0.418	0.124	0.913	0.716
RalstoniaBSBF1503	RALBFv3_RS16675	RALBFv3_RS16675		ABC transporter substrate-binding protein	1.286	2.190	-0.723	0.996	0.897	0.574	0.187	0.642
RalstoniaBSBF1503	RALBFv3_RS16680	RALBFv3_RS16680		ABC transporter permease	0.213	2.028	1.299	-0.207	-0.228	-0.369	-0.264	-1.468
RalstoniaBSBF1503	RALBFv3_RS16685	RALBFv3_RS16685		ABC transporter ATP-binding protein	1.046	0.839	-0.226	-0.287	-0.134	0.407	0.016	1.614
RalstoniaBSBF1503	RALBFv3_RS16690	RALBFv3_RS16690		GntR family transcriptional regulator	0.922	0.055	0.414	-0.820	0.620	1.532	0.487	-0.227
RalstoniaBSBF1503	RALBFv3_RS16695	RALBFv3_RS16695		protease	-0.510	0.508	0.772	0.636	0.583	-0.426	-2.522	0.989
RalstoniaBSBF1503	RALBFv3_RS16700	RALBFv3_RS16700		U32 family peptidase	-1.092	-0.867	1.584	0.371	0.388	-0.037	0.360	-0.734
RalstoniaBSBF1503	RALBFv3_RS16705	RALBFv3_RS16705		lipid carrier protein	-0.211	-0.886	-0.332	-0.002	-0.606	0.522	1.506	-0.459
RalstoniaBSBF1503	RALBFv3_RS16715	RALBFv3_RS16715		Crp/Fnr family transcriptional regulator	0.536	1.692	0.596	-0.845	-0.558	-0.145	-0.696	1.085
RalstoniaBSBF1503	RALBFv3_RS16720	RALBFv3_RS16720		anaerobic ribonucleoside-triphosphate reductase activating protein	0.884	-0.439	0.686	1.637	1.810	-0.235	2.128	-0.047
