orgId	locusId	sysName	geneName	desc	set1IT085 CPG	set1IT086 M63_quarter_strength	set1IT089 CPG	set1IT090 M63_quarter_strength	set2IT016 Plant=Tomato_MoneyMaker; PlantTreatment=exvivo_xylem_sap_from_healthy_plant; Sample=xylem_sap; Collection=25hr_after_growth_in_xylem_sap	set2IT019 Plant=Tomato_MoneyMaker; PlantTreatment=exvivo_xylem_sap_from_healthy_plant; Sample=xylem_sap; Collection=25hr_after_growth_in_xylem_sap	set2IT022 Plant=Tomato_MoneyMaker; PlantTreatment=exvivo_xylem_sap_from_healthy_plant; Sample=xylem_sap; Collection=25hr_after_growth_in_xylem_sap	set3IT043 M63_quarter_strength
RalstoniaPSI07	RPSI07_RS06125	RPSI07_RS06125		hypothetical protein	-0.234	-0.570	-0.304	-0.900	-0.230	-0.167	-0.134	-0.223
RalstoniaPSI07	RPSI07_RS06130	RPSI07_RS06130		sulfonate ABC transporter substrate-binding protein	-0.093	0.036	-0.016	-0.099	-0.022	-0.277	-0.025	-0.309
RalstoniaPSI07	RPSI07_RS06135	RPSI07_RS06135		hypothetical protein	-0.004	-0.312	0.009	-0.249	0.045	-0.035	0.003	-0.072
RalstoniaPSI07	RPSI07_RS06140	RPSI07_RS06140		YggT family protein	0.664	0.128	0.212	0.170	-0.300	-0.264	0.724	0.378
RalstoniaPSI07	RPSI07_RS06145	RPSI07_RS06145		glycine zipper 2TM domain-containing protein	-0.554	-0.315	0.014	-0.570	0.026	-0.535	-0.023	0.380
RalstoniaPSI07	RPSI07_RS06150	RPSI07_RS06150		hypothetical protein	0.056	0.172	-0.063	0.414	-0.156	0.022	0.162	0.325
RalstoniaPSI07	RPSI07_RS06155	RPSI07_RS06155		hypothetical protein	0.239	-0.035	0.115	-0.086	-0.052	0.051	0.037	-0.165
RalstoniaPSI07	RPSI07_RS06160	RPSI07_RS06160		hypothetical protein	-0.021	0.058	-0.217	0.262	0.222	0.144	-0.131	0.041
RalstoniaPSI07	RPSI07_RS06165	RPSI07_RS06165		RNA polymerase sigma factor FliA	-0.493	-0.029	-0.189	-0.142	0.071	0.296	-0.385	0.120
RalstoniaPSI07	RPSI07_RS06170	RPSI07_RS06170		flagellar synthesis regulator flhg	0.245	-0.280	0.317	-0.498	0.359	0.518	-0.362	-0.258
RalstoniaPSI07	RPSI07_RS06175	RPSI07_RS06175		flagellar biosynthesis protein FlhF	0.278	-0.116	-0.111	0.210	-0.090	-0.479	0.110	0.002
RalstoniaPSI07	RPSI07_RS06180	RPSI07_RS06180		flagellar biosynthesis protein FlhA	-0.237	0.001	-0.022	-0.016	0.003	-0.159	-0.041	0.013
RalstoniaPSI07	RPSI07_RS06185	RPSI07_RS06185		flagellar type III secretion system protein FlhB	-0.107	-0.439	-0.037	-0.109	0.112	0.080	0.083	-0.020
RalstoniaPSI07	RPSI07_RS06190	RPSI07_RS06190		TetR/AcrR family transcriptional regulator	0.169	0.218	0.154	0.160	0.066	0.107	0.233	-0.092
RalstoniaPSI07	RPSI07_RS06195	RPSI07_RS06195		MFS transporter	-0.012	0.203	-0.027	0.003	0.093	-0.129	-0.114	-0.136
RalstoniaPSI07	RPSI07_RS06200	RPSI07_RS06200		type II 3-dehydroquinate dehydratase	-0.100	0.158	0.487	0.330	-0.616	-0.085	0.173	0.907
RalstoniaPSI07	RPSI07_RS06205	RPSI07_RS06205		shikimate dehydrogenase	0.283	0.120	0.051	-0.312	0.347	-0.114	0.093	-0.305
RalstoniaPSI07	RPSI07_RS06210	RPSI07_RS06210		porin	0.021	0.026	-0.165	-0.235	0.052	0.073	0.082	0.278
RalstoniaPSI07	RPSI07_RS06215	RPSI07_RS06215		3-keto-5-aminohexanoate cleavage protein	-0.010	0.208	-0.166	-0.097	0.024	-0.024	-0.009	-0.336
RalstoniaPSI07	RPSI07_RS06220	RPSI07_RS06220		protein phosphatase CheZ	-0.143	-0.323	-0.597	-0.445	-0.234	-0.417	0.222	0.154
RalstoniaPSI07	RPSI07_RS06225	RPSI07_RS06225		chemotaxis protein CheY	0.270	-0.116	0.190	-0.462	0.285	-0.490	-0.807	-0.372
RalstoniaPSI07	RPSI07_RS06230	RPSI07_RS06230		chemotaxis response regulator protein-glutamate methylesterase	-0.205	0.179	-0.160	0.117	-0.013	-0.025	-0.135	-0.269
RalstoniaPSI07	RPSI07_RS06235	RPSI07_RS06235		chemotaxis protein CheD	0.122	0.089	-0.108	-0.140	-0.233	0.058	-0.068	-0.074
RalstoniaPSI07	RPSI07_RS06240	RPSI07_RS06240		chemotaxis protein CheR	-0.254	-0.301	-0.359	0.091	0.192	0.013	-0.390	0.001
RalstoniaPSI07	RPSI07_RS06245	RPSI07_RS06245		methyl-accepting chemotaxis protein	0.602	-0.184	0.807	-0.190	0.076	-0.152	-1.060	0.313
RalstoniaPSI07	RPSI07_RS06250	RPSI07_RS06250		chemotaxis protein CheW	-0.121	-0.107	-0.179	-0.207	0.286	-0.206	0.037	-0.025
RalstoniaPSI07	RPSI07_RS06255	RPSI07_RS06255		chemotaxis protein CheA	-0.156	0.125	-0.249	0.105	0.129	-0.155	-0.224	-0.077
RalstoniaPSI07	RPSI07_RS06265	RPSI07_RS06265		motility protein MotB	-0.139	0.156	-0.151	-0.187	-0.198	-0.085	0.263	0.458
RalstoniaPSI07	RPSI07_RS06270	RPSI07_RS06270		flagellar motor stator protein MotA	-0.222	-0.094	-0.171	0.253	0.096	-0.305	0.219	-0.289
RalstoniaPSI07	RPSI07_RS06275	RPSI07_RS06275		flagellar transcriptional regulator FlhC	-0.400	-0.011	0.318	-0.065	-0.152	0.074	0.073	0.112
RalstoniaPSI07	RPSI07_RS06280	RPSI07_RS06280		flagellar transcriptional regulator FlhD	-0.312	-1.023	-0.312	-0.953	0.219	-0.725	-0.389	0.090
RalstoniaPSI07	RPSI07_RS06285	RPSI07_RS06285		hypothetical protein	0.193	-0.218	-0.761	0.135	0.316	-0.660	-0.066	-0.507
RalstoniaPSI07	RPSI07_RS06290	RPSI07_RS06290		membrane protein	-0.213	0.056	0.148	0.261	0.142	-0.076	0.104	0.098
RalstoniaPSI07	RPSI07_RS06300	RPSI07_RS06300		hypothetical protein	-0.118	0.158	0.056	0.167	0.024	-0.112	0.088	0.000
RalstoniaPSI07	RPSI07_RS06305	RPSI07_RS06305		membrane protein	-0.133	-0.050	-0.066	-0.084	-0.117	0.081	0.057	0.046
RalstoniaPSI07	RPSI07_RS06310	RPSI07_RS06310		type VI secretion system tip protein VgrG	0.142	-0.077	0.095	0.078	-0.069	0.016	0.098	0.054
RalstoniaPSI07	RPSI07_RS06315	RPSI07_RS06315		CoA transferase	-0.006	-0.055	-0.016	-0.095	0.056	-0.035	0.079	0.276
RalstoniaPSI07	RPSI07_RS06320	RPSI07_RS06320		protocatechuate 4,5-dioxygenase subunit alpha	-0.045	-0.195	-0.104	-0.282	-0.001	-0.191	-0.125	-0.269
RalstoniaPSI07	RPSI07_RS06325	RPSI07_RS06325		MFS transporter	-0.011	-0.145	-0.014	-0.141	0.014	-0.041	-0.099	-0.062
RalstoniaPSI07	RPSI07_RS06330	RPSI07_RS06330		LysR family transcriptional regulator	-0.111	0.128	-0.138	-0.173	0.244	0.354	0.228	0.419
RalstoniaPSI07	RPSI07_RS06335	RPSI07_RS06335		4-oxalomesaconate tautomerase	-0.400	0.213	-0.031	-0.910	-0.278	-0.504	-0.104	0.208
RalstoniaPSI07	RPSI07_RS06340	RPSI07_RS06340		amidohydrolase	-0.118	-0.167	0.218	-0.538	-0.261	0.213	0.246	0.425
RalstoniaPSI07	RPSI07_RS06345	RPSI07_RS06345		4-carboxy-4-hydroxy-2-oxoadipate aldolase/oxaloacetate decarboxylase	-0.387	0.219	0.037	0.105	0.231	0.156	-0.211	0.327
RalstoniaPSI07	RPSI07_RS06350	RPSI07_RS06350		porin	0.061	-0.009	-0.119	0.109	0.206	-0.333	0.059	-0.438
RalstoniaPSI07	RPSI07_RS06355	RPSI07_RS06355		NAD(P)-dependent oxidoreductase	-0.453	-0.280	-0.522	-0.553	-0.185	-0.487	0.117	-0.095
RalstoniaPSI07	RPSI07_RS06360	RPSI07_RS06360		sensor histidine kinase	-0.894	-0.536	-0.251	-0.448	-0.501	0.313	0.295	-1.192
RalstoniaPSI07	RPSI07_RS06365	RPSI07_RS06365		DNA-binding response regulator	-0.029	0.113	-0.162	-0.246	-0.134	-0.130	0.030	0.099
RalstoniaPSI07	RPSI07_RS06370	RPSI07_RS06370		DUF4440 domain-containing protein	-0.058	0.045	0.042	0.148	-0.046	0.031	0.071	-0.202
RalstoniaPSI07	RPSI07_RS06375	RPSI07_RS06375		cyclopropane-fatty-acyl-phospholipid synthase	0.024	-0.161	-0.339	-0.007	-0.140	0.066	0.100	-0.026
RalstoniaPSI07	RPSI07_RS06380	RPSI07_RS06380		ABC transporter permease	-0.016	0.115	-0.181	0.053	-0.097	-0.200	0.088	-0.094
RalstoniaPSI07	RPSI07_RS06385	RPSI07_RS06385		pyruvate kinase	0.014	0.761	0.107	0.040	-0.191	0.270	-0.077	-0.354
RalstoniaPSI07	RPSI07_RS06390	RPSI07_RS06390		glycerate kinase	-0.181	-0.482	-0.031	-0.404	-0.107	0.159	-0.099	-0.278
RalstoniaPSI07	RPSI07_RS06395	RPSI07_RS06395		LysR family transcriptional regulator	0.097	0.176	0.235	-0.011	0.011	-0.121	-0.170	0.131
RalstoniaPSI07	RPSI07_RS06405	RPSI07_RS06405		hypothetical protein	0.048	-0.189	0.343	0.110	0.049	0.443	0.536	0.388
RalstoniaPSI07	RPSI07_RS06410	RPSI07_RS06410		hypothetical protein	0.232	-0.156	-0.105	-0.195	0.042	-0.253	-0.036	-0.194
RalstoniaPSI07	RPSI07_RS06415	RPSI07_RS06415		TolC family protein	-0.067	0.022	-0.102	-0.132	-0.119	0.035	-0.179	-0.098
RalstoniaPSI07	RPSI07_RS06420	RPSI07_RS06420		ABC transporter ATP-binding protein	-0.249	-0.146	-0.268	-0.348	-0.308	0.050	0.009	0.324
RalstoniaPSI07	RPSI07_RS06425	RPSI07_RS06425		ABC transporter ATP-binding protein	-0.525	0.244	-0.078	-0.495	0.143	-0.686	-0.005	-0.248
RalstoniaPSI07	RPSI07_RS06430	RPSI07_RS06430		ABC transporter permease	0.220	0.108	-0.082	-0.109	0.035	-0.068	0.071	0.103
RalstoniaPSI07	RPSI07_RS06440	RPSI07_RS06440		hypothetical protein	-0.189	-0.227	-0.028	-0.114	-0.059	0.028	0.009	-0.302
RalstoniaPSI07	RPSI07_RS06445	RPSI07_RS06445		LysR family transcriptional regulator	0.080	-0.160	0.111	0.036	-0.123	0.058	0.173	0.099
RalstoniaPSI07	RPSI07_RS06460	RPSI07_RS06460		carboxymuconolactone decarboxylase family protein	-0.097	0.059	-0.283	0.122	0.118	0.671	0.235	0.223
RalstoniaPSI07	RPSI07_RS06465	RPSI07_RS06465		aldo/keto reductase	0.122	0.115	0.012	0.026	-0.148	-0.165	-0.184	-0.229
RalstoniaPSI07	RPSI07_RS06470	RPSI07_RS06470		NAD(P)-dependent alcohol dehydrogenase	-0.039	0.016	-0.392	-0.203	-0.066	-0.128	0.139	0.444
RalstoniaPSI07	RPSI07_RS06480	RPSI07_RS06480		type III effector protein	-0.228	-0.040	-0.148	-0.018	0.022	0.146	-0.063	0.080
RalstoniaPSI07	RPSI07_RS06485	RPSI07_RS06485		CHRD domain-containing protein	-0.133	-0.078	-0.181	-0.024	-0.031	-0.130	-0.165	-0.024
RalstoniaPSI07	RPSI07_RS06490	RPSI07_RS06490		hypothetical protein	0.097	-0.200	-0.007	-0.138	0.033	0.341	0.063	-0.001
RalstoniaPSI07	RPSI07_RS06495	RPSI07_RS06495		alpha/beta hydrolase	0.198	0.005	0.112	0.001	-0.040	0.078	0.245	0.286
RalstoniaPSI07	RPSI07_RS06500	RPSI07_RS06500		GYD domain-containing protein	-0.293	0.100	-0.001	0.009	0.007	-0.154	0.057	0.390
RalstoniaPSI07	RPSI07_RS06505	RPSI07_RS06505		hypothetical protein	0.011	-0.428	0.087	-0.123	0.249	-0.337	0.220	0.889
RalstoniaPSI07	RPSI07_RS06510	RPSI07_RS06510		VOC family protein	-0.014	0.031	0.198	0.116	-0.369	0.189	0.070	-0.266
RalstoniaPSI07	RPSI07_RS06520	RPSI07_RS06520		hydrolase	-0.030	0.200	0.036	0.008	0.147	-0.231	-0.013	-0.126
RalstoniaPSI07	RPSI07_RS06525	RPSI07_RS06525		TetR family transcriptional regulator	-0.093	-0.016	-0.005	0.270	0.105	-0.266	-0.276	0.314
RalstoniaPSI07	RPSI07_RS06535	RPSI07_RS06535		peptidase	-0.114	-0.178	-0.116	-0.061	0.000	0.040	-0.041	-0.034
RalstoniaPSI07	RPSI07_RS06540	RPSI07_RS06540		hypothetical protein	0.089	-0.050	-0.032	-0.049	-0.102	0.006	-0.227	-0.359
RalstoniaPSI07	RPSI07_RS06545	RPSI07_RS06545		cold-shock protein	0.218	-0.234	-0.070	-0.523	0.499	0.390	0.293	0.145
RalstoniaPSI07	RPSI07_RS06550	RPSI07_RS06550		translation initiation factor IF-1	0.085	0.263	0.084	0.296	-0.239	-0.044	0.050	0.207
RalstoniaPSI07	RPSI07_RS06555	RPSI07_RS06555		hypothetical protein	0.216	0.607	0.486	0.153	0.051	0.299	0.089	-0.744
RalstoniaPSI07	RPSI07_RS06560	RPSI07_RS06560		YaiI/YqxD family protein	-0.428	0.057	0.270	0.416	0.337	0.083	-0.049	-0.298
RalstoniaPSI07	RPSI07_RS06565	RPSI07_RS06565		class I SAM-dependent methyltransferase	-0.089	-0.122	-0.111	-0.078	-0.030	0.067	-0.080	-0.102
RalstoniaPSI07	RPSI07_RS06570	RPSI07_RS06570		DUF2939 domain-containing protein	-0.066	0.011	0.054	-0.093	-0.106	0.073	0.120	-0.090
RalstoniaPSI07	RPSI07_RS06575	RPSI07_RS06575		dihydrofolate reductase	-0.256	0.278	-0.041	0.128	-0.126	-0.104	0.125	0.384
RalstoniaPSI07	RPSI07_RS06580	RPSI07_RS06580		NAD(P)-dependent oxidoreductase	0.073	0.247	-0.065	0.110	-0.027	-0.051	-0.076	0.122
RalstoniaPSI07	RPSI07_RS06585	RPSI07_RS06585		LysR family transcriptional regulator	0.015	-0.036	0.026	-0.131	0.042	0.107	0.069	-0.015
RalstoniaPSI07	RPSI07_RS06590	RPSI07_RS06590		2,4-dienoyl-CoA reductase	-0.041	0.470	-0.009	0.100	-0.023	0.056	0.050	-0.384
RalstoniaPSI07	RPSI07_RS06595	RPSI07_RS06595		MerR family DNA-binding transcriptional regulator	-0.196	-0.138	-0.061	-0.160	0.033	-0.188	0.226	0.037
RalstoniaPSI07	RPSI07_RS06600	RPSI07_RS06600		hypothetical protein	0.006	0.184	-0.052	-0.131	0.080	-0.116	-0.041	-0.153
RalstoniaPSI07	RPSI07_RS06605	RPSI07_RS06605		DUF3348 domain-containing protein	0.319	0.381	0.674	-0.356	-0.380	-0.501	0.317	0.180
RalstoniaPSI07	RPSI07_RS06610	RPSI07_RS06610		DUF802 domain-containing protein	0.290	0.213	0.523	0.232	0.064	-0.441	0.051	-0.055
RalstoniaPSI07	RPSI07_RS06615	RPSI07_RS06615		membrane protein	-0.047	-0.155	0.120	-0.225	-0.218	-0.408	0.152	0.615
RalstoniaPSI07	RPSI07_RS06620	RPSI07_RS06620		DUF2894 domain-containing protein	-0.166	0.078	-0.104	0.028	-0.231	-0.100	-0.006	0.007
RalstoniaPSI07	RPSI07_RS06625	RPSI07_RS06625		cupin domain-containing protein	0.155	0.049	-0.003	-0.022	0.094	-0.210	-0.122	0.204
RalstoniaPSI07	RPSI07_RS06630	RPSI07_RS06630		(2Fe-2S)-binding protein	-0.101	-0.441	0.055	-0.569	-0.465	-0.380	0.131	-0.662
RalstoniaPSI07	RPSI07_RS06635	RPSI07_RS06635		xanthine dehydrogenase family protein molybdopterin-binding subunit	-0.100	-0.122	-0.008	0.097	-0.060	0.179	-0.064	0.039
RalstoniaPSI07	RPSI07_RS06640	RPSI07_RS06640		aldo/keto reductase	0.032	-0.256	0.139	-0.136	-0.019	-0.092	-0.137	0.100
RalstoniaPSI07	RPSI07_RS06645	RPSI07_RS06645		alpha/beta hydrolase	0.086	-0.057	-0.109	-0.028	-0.001	0.008	0.053	-0.390
RalstoniaPSI07	RPSI07_RS06650	RPSI07_RS06650		cystathionine beta-lyase	0.102	-0.052	-0.024	-0.118	-0.088	-0.142	0.017	-0.146
RalstoniaPSI07	RPSI07_RS06655	RPSI07_RS06655		NAD(P)H-dependent oxidoreductase	0.157	-0.040	-0.081	-0.002	-0.061	0.102	0.030	0.299
RalstoniaPSI07	RPSI07_RS06660	RPSI07_RS06660		potassium transporter Kef	-0.446	-0.342	0.040	0.014	0.067	0.420	-0.852	0.718
RalstoniaPSI07	RPSI07_RS06665	RPSI07_RS06665		short-chain dehydrogenase	-0.210	-0.207	-0.252	-0.165	-0.201	-0.011	0.175	-0.125
RalstoniaPSI07	RPSI07_RS06670	RPSI07_RS06670		acyltransferase	0.169	0.105	-0.039	-0.200	0.023	-0.191	-0.199	-0.341
RalstoniaPSI07	RPSI07_RS06675	RPSI07_RS06675		DNA-binding response regulator	-0.361	-0.371	-0.194	-0.595	0.275	-0.176	-0.114	0.589
RalstoniaPSI07	RPSI07_RS06680	RPSI07_RS06680		HAMP domain-containing protein	-0.203	-0.059	-0.138	-0.502	-0.164	0.006	0.062	0.155
RalstoniaPSI07	RPSI07_RS06685	RPSI07_RS06685		molybdopterin-guanine dinucleotide biosynthesis protein B	0.011	-0.091	0.079	-0.110	-0.275	0.253	0.007	0.304
RalstoniaPSI07	RPSI07_RS06690	RPSI07_RS06690		respiratory nitrate reductase subunit gamma	-0.082	-0.112	0.334	0.470	0.047	0.043	-0.212	-0.856
RalstoniaPSI07	RPSI07_RS06695	RPSI07_RS06695		nitrate reductase molybdenum cofactor assembly chaperone	-0.136	0.180	0.044	-0.001	-0.040	-0.159	0.229	-0.463
RalstoniaPSI07	RPSI07_RS06700	RPSI07_RS06700		nitrate reductase subunit beta	0.013	0.020	-0.036	-0.052	-0.025	-0.052	0.061	-0.065
RalstoniaPSI07	RPSI07_RS06705	RPSI07_RS06705		nitrate reductase subunit alpha	0.065	0.126	-0.052	0.121	0.095	0.065	-0.028	0.104
RalstoniaPSI07	RPSI07_RS06710	RPSI07_RS06710		NarK family nitrate/nitrite MFS transporter	-0.130	0.040	-0.149	0.062	0.025	0.315	-0.231	0.224
RalstoniaPSI07	RPSI07_RS06715	RPSI07_RS06715		NarK/NasA family nitrate transporter	0.049	-0.101	-0.197	-0.390	0.250	-0.012	-0.009	-0.389
RalstoniaPSI07	RPSI07_RS06720	RPSI07_RS06720		ribonucleoside triphosphate reductase	-0.065	-0.191	-0.027	-0.004	0.023	-0.073	0.073	0.075
RalstoniaPSI07	RPSI07_RS06725	RPSI07_RS06725		anaerobic ribonucleoside-triphosphate reductase activating protein	-0.066	0.173	-0.094	0.013	-0.046	-0.041	-0.009	0.188
RalstoniaPSI07	RPSI07_RS06730	RPSI07_RS06730		Crp/Fnr family transcriptional regulator	0.153	-0.168	-0.003	-0.353	-0.330	-0.302	-0.155	-0.159
RalstoniaPSI07	RPSI07_RS06735	RPSI07_RS06735		zinc-binding protein	0.736	0.640	0.292	0.359	-0.578	0.657	0.694	0.140
RalstoniaPSI07	RPSI07_RS06745	RPSI07_RS06745		U32 family peptidase	-0.113	-0.102	-0.510	0.051	0.082	-0.052	0.084	0.245
RalstoniaPSI07	RPSI07_RS06750	RPSI07_RS06750		U32 family peptidase	0.087	-0.123	0.038	0.006	-0.048	0.090	0.045	-0.376
RalstoniaPSI07	RPSI07_RS06755	RPSI07_RS06755		GntR family transcriptional regulator	0.093	-0.170	0.059	-0.147	0.033	0.363	0.049	-0.341
RalstoniaPSI07	RPSI07_RS06760	RPSI07_RS06760		ABC transporter ATP-binding protein	-0.203	0.159	0.392	-0.085	0.244	0.594	-0.162	-0.168
RalstoniaPSI07	RPSI07_RS06765	RPSI07_RS06765		ABC transporter permease	0.066	0.056	-0.063	0.035	0.003	0.142	0.030	0.222
RalstoniaPSI07	RPSI07_RS06770	RPSI07_RS06770		ABC transporter substrate-binding protein	0.141	0.146	0.106	0.052	0.306	0.197	-0.081	-0.163
RalstoniaPSI07	RPSI07_RS06775	RPSI07_RS06775		DUF488 domain-containing protein	0.002	-0.156	-0.136	-0.307	0.409	-0.048	0.029	0.037
RalstoniaPSI07	RPSI07_RS06780	RPSI07_RS06780		hypothetical protein	0.344	-0.105	0.173	-0.064	-0.034	-0.016	0.063	-0.047
RalstoniaPSI07	RPSI07_RS06790	RPSI07_RS06790		ATPase	0.055	0.021	-0.102	-0.516	-0.002	0.179	-0.144	-0.067
RalstoniaPSI07	RPSI07_RS06795	RPSI07_RS06795		transcriptional regulator	-0.486	0.612	-0.117	0.291	-0.091	0.190	-0.407	0.219
RalstoniaPSI07	RPSI07_RS06800	RPSI07_RS06800		helix-turn-helix transcriptional regulator	0.535	-0.634	-0.211	-0.204	0.576	-1.274	-0.012	-0.285
RalstoniaPSI07	RPSI07_RS06805	RPSI07_RS06805		membrane protein	-0.436	-0.175	-0.458	0.013	0.303	0.187	-0.112	0.024
RalstoniaPSI07	RPSI07_RS06810	RPSI07_RS06810		LysR family transcriptional regulator	0.054	-0.136	-0.393	0.113	0.117	-0.158	0.000	0.045
RalstoniaPSI07	RPSI07_RS06815	RPSI07_RS06815		RidA family protein	-0.225	0.097	-0.276	0.198	0.072	0.157	0.210	-0.122
RalstoniaPSI07	RPSI07_RS06820	RPSI07_RS06820		threonine/serine dehydratase	0.013	0.198	0.213	0.104	0.074	0.047	-0.251	-0.203
RalstoniaPSI07	RPSI07_RS06825	RPSI07_RS06825		DNA-binding protein	0.295	0.047	-0.075	-0.362	0.122	-0.126	-0.105	0.703
RalstoniaPSI07	RPSI07_RS06830	RPSI07_RS06830		hypothetical protein	-0.048	-0.036	0.010	0.070	0.116	0.057	-0.139	-0.280
RalstoniaPSI07	RPSI07_RS06835	RPSI07_RS06835		hypothetical protein	0.104	0.192	-0.056	0.228	-0.026	-0.022	0.152	-0.071
RalstoniaPSI07	RPSI07_RS06840	RPSI07_RS06840		HD domain-containing protein	-0.070	0.001	-0.045	-0.073	0.102	0.093	0.141	0.186
RalstoniaPSI07	RPSI07_RS06845	RPSI07_RS06845		HEXXH motif domain-containing protein	-0.002	-0.022	-0.053	0.036	0.000	-0.175	-0.062	-0.066
RalstoniaPSI07	RPSI07_RS06850	RPSI07_RS06850		radical SAM protein	0.006	0.155	-0.020	0.139	0.259	-0.041	0.009	0.167
RalstoniaPSI07	RPSI07_RS06855	RPSI07_RS06855		hypothetical protein	-0.023	0.129	0.237	0.025	-0.075	0.507	-0.206	0.011
RalstoniaPSI07	RPSI07_RS06865	RPSI07_RS06865		ankyrin repeat domain-containing protein	0.174	0.056	0.085	0.060	0.134	0.158	-0.024	0.027
RalstoniaPSI07	RPSI07_RS06870	RPSI07_RS06870		DUF4124 domain-containing protein	-0.420	0.259	0.187	0.043	0.012	0.192	0.000	0.232
RalstoniaPSI07	RPSI07_RS06875	RPSI07_RS06875		DUF4124 domain-containing protein	0.019	-0.018	0.029	-0.097	-0.195	-0.099	0.017	0.233
RalstoniaPSI07	RPSI07_RS06885	RPSI07_RS06885		adenylosuccinate synthetase	-0.050	-0.084	-0.039	-0.013	0.003	0.029	0.045	0.079
RalstoniaPSI07	RPSI07_RS06890	RPSI07_RS06890		hypothetical protein	-0.059	0.023	0.283	-0.097	0.091	-0.144	-0.177	-0.073
RalstoniaPSI07	RPSI07_RS06895	RPSI07_RS06895		AraC family transcriptional regulator	0.006	0.033	0.069	0.042	0.063	-0.075	-0.034	0.108
RalstoniaPSI07	RPSI07_RS06900	RPSI07_RS06900		oxidoreductase	0.063	0.095	0.010	-0.032	-0.043	0.087	-0.016	0.054
RalstoniaPSI07	RPSI07_RS06905	RPSI07_RS06905		DUF2147 domain-containing protein	-0.236	-0.273	0.057	-0.073	0.219	0.059	0.154	-0.123
RalstoniaPSI07	RPSI07_RS06910	RPSI07_RS06910		hypothetical protein	0.549	-0.586	-0.429	0.010	-0.534	0.201	0.274	0.075
RalstoniaPSI07	RPSI07_RS06915	RPSI07_RS06915		hypothetical protein	0.258	-0.124	-0.011	0.307	-0.043	0.298	-0.285	0.296
RalstoniaPSI07	RPSI07_RS06920	RPSI07_RS06920		N-acetyltransferase	0.015	0.022	0.078	-0.084	0.331	-0.245	0.035	-0.090
RalstoniaPSI07	RPSI07_RS06925	RPSI07_RS06925		siderophore biosynthesis protein	-0.009	-0.009	0.085	0.112	-0.011	-0.022	0.066	-0.040
RalstoniaPSI07	RPSI07_RS06930	RPSI07_RS06930		methionine--tRNA ligase	-0.144	-0.077	-0.029	-0.012	-0.232	0.020	-0.105	0.112
RalstoniaPSI07	RPSI07_RS06935	RPSI07_RS06935		cupin domain-containing protein	0.056	-0.156	-0.304	-0.283	-0.323	-0.646	0.311	-0.144
RalstoniaPSI07	RPSI07_RS06940	RPSI07_RS06940		MFS transporter	-0.098	-0.302	-0.005	-0.338	0.079	0.276	0.210	0.009
RalstoniaPSI07	RPSI07_RS06945	RPSI07_RS06945		FAD-binding oxidoreductase	-0.096	-0.042	0.027	0.048	-0.009	-0.134	-0.057	0.034
RalstoniaPSI07	RPSI07_RS06950	RPSI07_RS06950		avirulence protein	-0.001	-0.052	-0.136	-0.038	0.095	0.026	-0.018	-0.011
RalstoniaPSI07	RPSI07_RS06955	RPSI07_RS06955		ATPase AAA	-0.048	-0.176	0.011	0.121	-0.022	0.015	0.125	0.284
RalstoniaPSI07	RPSI07_RS06960	RPSI07_RS06960		SanC	0.070	0.090	-0.043	-0.156	-0.024	0.006	-0.086	0.023
RalstoniaPSI07	RPSI07_RS06965	RPSI07_RS06965		aspartate aminotransferase family protein	0.166	0.048	-0.155	0.135	0.046	0.109	0.082	-0.139
RalstoniaPSI07	RPSI07_RS06970	RPSI07_RS06970		sulfotransferase	0.003	0.070	-0.050	-0.034	-0.153	0.086	0.025	-0.005
RalstoniaPSI07	RPSI07_RS06975	RPSI07_RS06975		clavaminate synthase	-0.172	-0.202	-0.214	-0.232	-0.052	-0.114	0.085	-0.048
RalstoniaPSI07	RPSI07_RS06980	RPSI07_RS06980		KR domain-containing protein	0.011	-0.023	0.033	0.011	-0.042	0.144	0.018	-0.264
RalstoniaPSI07	RPSI07_RS06985	RPSI07_RS06985		hypothetical protein	0.177	0.115	0.041	-0.013	-0.014	-0.198	0.095	0.139
RalstoniaPSI07	RPSI07_RS06990	RPSI07_RS06990		YopT-type cysteine protease domain-containing protein	-0.086	0.025	0.026	0.036	0.101	0.006	-0.109	-0.152
RalstoniaPSI07	RPSI07_RS06995	RPSI07_RS06995		hypothetical protein	0.037	-0.296	-0.091	-0.159	-0.035	-0.499	-0.150	0.438
RalstoniaPSI07	RPSI07_RS07000	RPSI07_RS07000		hypothetical protein	0.072	0.013	-0.018	0.042	-0.062	-0.098	0.001	-0.107
RalstoniaPSI07	RPSI07_RS07005	RPSI07_RS07005		hypothetical protein	-0.017	-0.185	0.143	-0.071	-0.466	-0.135	0.305	-0.313
RalstoniaPSI07	RPSI07_RS07015	RPSI07_RS07015		hypothetical protein	-0.046	-0.012	-0.212	-0.303	-0.246	-0.008	-0.036	0.100
RalstoniaPSI07	RPSI07_RS07020	RPSI07_RS07020		NAD(P)-dependent oxidoreductase	-0.043	0.129	-0.263	-0.045	0.046	-0.152	0.044	0.140
RalstoniaPSI07	RPSI07_RS07025	RPSI07_RS07025		hypothetical protein	-0.260	-0.002	-0.294	0.232	0.154	0.038	0.075	0.403
