orgId	carbon_source	cpd_id	growth_rate	fba_status	predicted_growth	observed_growth	correct
Marino	L-Leucine	cpd00107	3.506625	optimal	True	False	False
Marino	L-Arabinose	cpd00224	3.250281	optimal	True	False	False
MR1	Sodium pyruvate	cpd00020	5.026721	optimal	True	True	True
MR1	Sodium D,L-Lactate	cpd00159	4.188934	optimal	True	True	True
MR1	L-Glutamine	cpd00053	5.237403	optimal	True	True	True
MR1	L-Malic acid disodium salt monohydrate	cpd00130	5.026721	optimal	True	False	False
MR1	Sodium succinate dibasic hexahydrate	cpd00036	5.026721	optimal	True	False	False
MR1	Sodium L-Lactate	cpd00159	4.188934	optimal	True	True	True
MR1	D-Fructose	cpd00082	5.864508	optimal	True	False	False
MR1	D-Glucose	cpd00027	5.864508	optimal	True	False	False
MR1	Sodium D-Lactate	cpd00221	5.026721	optimal	True	False	False
MR1	N-Acetyl-D-Glucosamine	cpd00122	6.283402	optimal	True	True	True
MR1	D-Maltose monohydrate	cpd00179	4.188934	optimal	True	False	False
MR1	Glycerol	cpd00100	5.026721	optimal	True	False	False
MR1	a-Ketoglutaric acid disodium salt hydrate	cpd00024	5.237403	optimal	True	False	False
MR1	D-Xylose	cpd00154	4.188934	optimal	True	False	False
MR1	L-Proline	cpd00129	5.237403	optimal	True	False	False
MR1	D-Trehalose dihydrate	cpd00794	4.188934	optimal	True	False	False
MR1	L-Fucose	cpd00751	4.188934	optimal	True	False	False
MR1	Trisodium citrate dihydrate	cpd00137	5.445615	optimal	True	False	False
MR1	Potassium acetate	cpd00029	4.607828	optimal	True	False	False
MR1	L-Rhamnose monohydrate	cpd00396	4.188934	optimal	True	False	False
MR1	D-Sorbitol	cpd00588	4.188934	optimal	True	False	False
MR1	D-Galactose	cpd00108	4.188934	optimal	True	False	False
MR1	D-Cellobiose	cpd00158	4.188934	optimal	True	False	False
MR1	D-Mannose	cpd00138	4.188934	optimal	True	False	False
MR1	D-Gluconic Acid sodium salt	cpd00222	4.188934	optimal	True	False	False
MR1	D-Ribose	cpd00105	5.585246	optimal	True	False	False
MR1	D-Raffinose pentahydrate	cpd30716	4.188934	optimal	True	False	False
MR1	m-Inositol	cpd00121	4.188934	optimal	True	False	False
MR1	L-Glutamic acid monopotassium salt monohydrate	cpd00023	5.237403	optimal	True	False	False
MR1	Sodium Fumarate dibasic	cpd00106	5.026721	optimal	True	False	False
MR1	Sodium propionate	cpd00141	4.188934	optimal	True	True	True
MR1	D-Glucosamine Hydrochloride	cpd00276	5.864508	optimal	True	False	False
MR1	a-Cyclodextrin	cpd24451	4.188934	optimal	True	False	False
MR1	Ethanol	cpd00363	4.607828	optimal	True	False	False
MR1	D-Glucose-6-Phosphate sodium salt	cpd00079	5.864508	optimal	True	False	False
MR1	D-Galacturonic Acid monohydrate	cpd00280	4.188934	optimal	True	False	False
MR1	L-Alanine	cpd00035	5.026721	optimal	True	False	False
MR1	L-Asparagine	cpd00132	5.026721	optimal	True	False	False
MR1	Sodium butyrate	cpd00211	4.188934	optimal	True	False	False
MR1	L-Leucine	cpd00107	4.469672	optimal	True	False	False
MR1	L-Arabinose	cpd00224	4.188934	optimal	True	False	False
azobra	Sodium pyruvate	cpd00020	3.140867	optimal	True	True	True
azobra	Sodium D,L-Lactate	cpd00159	3.140867	optimal	True	True	True
azobra	L-Glutamine	cpd00053	3.505689	optimal	True	True	True
azobra	L-Malic acid disodium salt monohydrate	cpd00130	3.34111	optimal	True	True	True
azobra	Sodium succinate dibasic hexahydrate	cpd00036	3.34111	optimal	True	True	True
azobra	Sodium L-Lactate	cpd00159	3.140867	optimal	True	True	True
azobra	D-Fructose	cpd00082	3.865683	optimal	True	True	True
azobra	D-Glucose	cpd00027	3.865683	optimal	True	False	False
azobra	Sodium D-Lactate	cpd00221	3.140867	optimal	True	True	True
azobra	N-Acetyl-D-Glucosamine	cpd00122	4.348893	optimal	True	False	False
azobra	D-Maltose monohydrate	cpd00179	5.315314	optimal	True	False	False
azobra	Glycerol	cpd00100	3.140867	optimal	True	True	True
azobra	a-Ketoglutaric acid disodium salt hydrate	cpd00024	3.505689	optimal	True	True	True
azobra	D-Xylose	cpd00154	2.416052	optimal	True	False	False
azobra	L-Proline	cpd00129	3.505689	optimal	True	True	True
azobra	D-Trehalose dihydrate	cpd00794	5.315314	optimal	True	False	False
azobra	L-Fucose	cpd00751	2.416052	optimal	True	False	False
azobra	Trisodium citrate dihydrate	cpd00137	3.770571	optimal	True	False	False
azobra	Potassium acetate	cpd00029	2.899262	optimal	True	False	False
azobra	L-Rhamnose monohydrate	cpd00396	2.416052	optimal	True	False	False
azobra	D-Sorbitol	cpd00588	2.416052	optimal	True	False	False
azobra	D-Galactose	cpd00108	2.416052	optimal	True	False	False
azobra	D-Cellobiose	cpd00158	5.315314	optimal	True	False	False
azobra	D-Mannose	cpd00138	3.865683	optimal	True	False	False
azobra	D-Gluconic Acid sodium salt	cpd00222	3.624077	optimal	True	True	True
azobra	D-Ribose	cpd00105	2.416052	optimal	True	False	False
azobra	D-Raffinose pentahydrate	cpd30716	2.416052	optimal	True	False	False
azobra	m-Inositol	cpd00121	2.416052	optimal	True	False	False
azobra	L-Glutamic acid monopotassium salt monohydrate	cpd00023	3.505689	optimal	True	False	False
azobra	Sodium Fumarate dibasic	cpd00106	3.34111	optimal	True	False	False
azobra	Sodium propionate	cpd00141	2.416052	optimal	True	False	False
azobra	D-Glucosamine Hydrochloride	cpd00276	3.865683	optimal	True	False	False
azobra	a-Cyclodextrin	cpd24451	2.416052	optimal	True	False	False
azobra	Ethanol	cpd00363	2.899262	optimal	True	True	True
azobra	D-Glucose-6-Phosphate sodium salt	cpd00079	3.865683	optimal	True	False	False
azobra	D-Galacturonic Acid monohydrate	cpd00280	3.865683	optimal	True	False	False
azobra	L-Alanine	cpd00035	3.140867	optimal	True	False	False
azobra	L-Asparagine	cpd00132	2.463803	optimal	True	False	False
azobra	Sodium butyrate	cpd00211	2.416052	optimal	True	True	True
azobra	L-Leucine	cpd00107	2.579589	optimal	True	True	True
azobra	L-Arabinose	cpd00224	2.416052	optimal	True	False	False
PV4	Sodium pyruvate	cpd00020	5.026721	optimal	True	True	True
PV4	Sodium D,L-Lactate	cpd00159	4.188934	optimal	True	True	True
PV4	L-Glutamine	cpd00053	5.237403	optimal	True	True	True
PV4	L-Malic acid disodium salt monohydrate	cpd00130	5.026721	optimal	True	True	True
PV4	Sodium succinate dibasic hexahydrate	cpd00036	5.026721	optimal	True	True	True
PV4	Sodium L-Lactate	cpd00159	4.188934	optimal	True	True	True
PV4	D-Fructose	cpd00082	5.864508	optimal	True	False	False
PV4	D-Glucose	cpd00027	5.864508	optimal	True	False	False
PV4	Sodium D-Lactate	cpd00221	5.026721	optimal	True	False	False
PV4	N-Acetyl-D-Glucosamine	cpd00122	6.283402	optimal	True	True	True
PV4	D-Maltose monohydrate	cpd00179	4.188934	optimal	True	True	True
PV4	Glycerol	cpd00100	5.026721	optimal	True	False	False
PV4	a-Ketoglutaric acid disodium salt hydrate	cpd00024	5.237403	optimal	True	True	True
PV4	D-Xylose	cpd00154	4.188934	optimal	True	False	False
PV4	L-Proline	cpd00129	5.237403	optimal	True	False	False
PV4	D-Trehalose dihydrate	cpd00794	4.188934	optimal	True	False	False
PV4	L-Fucose	cpd00751	4.188934	optimal	True	False	False
PV4	Trisodium citrate dihydrate	cpd00137	5.445615	optimal	True	False	False
PV4	Potassium acetate	cpd00029	4.607828	optimal	True	True	True
PV4	L-Rhamnose monohydrate	cpd00396	4.188934	optimal	True	False	False
PV4	D-Sorbitol	cpd00588	4.188934	optimal	True	False	False
PV4	D-Galactose	cpd00108	5.864508	optimal	True	False	False
PV4	D-Cellobiose	cpd00158	4.188934	optimal	True	False	False
PV4	D-Mannose	cpd00138	4.188934	optimal	True	False	False
PV4	D-Gluconic Acid sodium salt	cpd00222	4.188934	optimal	True	False	False
PV4	D-Ribose	cpd00105	5.585246	optimal	True	False	False
PV4	D-Raffinose pentahydrate	cpd30716	4.188934	optimal	True	False	False
PV4	m-Inositol	cpd00121	4.188934	optimal	True	False	False
PV4	L-Glutamic acid monopotassium salt monohydrate	cpd00023	5.237403	optimal	True	False	False
PV4	Sodium Fumarate dibasic	cpd00106	5.026721	optimal	True	True	True
PV4	Sodium propionate	cpd00141	4.188934	optimal	True	False	False
PV4	D-Glucosamine Hydrochloride	cpd00276	5.864508	optimal	True	False	False
PV4	a-Cyclodextrin	cpd24451	4.188934	optimal	True	False	False
PV4	Ethanol	cpd00363	4.607828	optimal	True	False	False
PV4	D-Glucose-6-Phosphate sodium salt	cpd00079	5.864508	optimal	True	False	False
PV4	D-Galacturonic Acid monohydrate	cpd00280	4.188934	optimal	True	False	False
PV4	L-Alanine	cpd00035	5.026721	optimal	True	False	False
PV4	L-Asparagine	cpd00132	5.026721	optimal	True	False	False
PV4	Sodium butyrate	cpd00211	4.188934	optimal	True	False	False
PV4	L-Leucine	cpd00107	4.469672	optimal	True	False	False
PV4	L-Arabinose	cpd00224	4.188934	optimal	True	False	False
Korea	Sodium pyruvate	cpd00020	29.46002	optimal	True	False	False
Korea	Sodium D,L-Lactate	cpd00159	29.46002	optimal	True	False	False
Korea	L-Glutamine	cpd00053	29.726626	optimal	True	True	True
Korea	L-Malic acid disodium salt monohydrate	cpd00130	29.593323	optimal	True	False	False
Korea	Sodium succinate dibasic hexahydrate	cpd00036	29.593323	optimal	True	False	False
Korea	Sodium L-Lactate	cpd00159	29.46002	optimal	True	False	False
Korea	D-Fructose	cpd00082	29.859929	optimal	True	True	True
Korea	D-Glucose	cpd00027	29.726626	optimal	True	True	True
Korea	Sodium D-Lactate	cpd00221	29.46002	optimal	True	False	False
Korea	N-Acetyl-D-Glucosamine	cpd00122	29.726626	optimal	True	True	True
Korea	D-Maltose monohydrate	cpd00179	30.126536	optimal	True	True	True
Korea	Glycerol	cpd00100	29.593323	optimal	True	False	False
Korea	a-Ketoglutaric acid disodium salt hydrate	cpd00024	29.726626	optimal	True	False	False
Korea	D-Xylose	cpd00154	29.726626	optimal	True	True	True
Korea	L-Proline	cpd00129	29.726626	optimal	True	False	False
Korea	D-Trehalose dihydrate	cpd00794	29.326716	optimal	True	False	False
Korea	L-Fucose	cpd00751	29.326716	optimal	True	False	False
Korea	Trisodium citrate dihydrate	cpd00137	29.726626	optimal	True	False	False
Korea	Potassium acetate	cpd00029	29.326716	optimal	True	False	False
Korea	L-Rhamnose monohydrate	cpd00396	29.326716	optimal	True	False	False
Korea	D-Sorbitol	cpd00588	29.326716	optimal	True	False	False
Korea	D-Galactose	cpd00108	29.326716	optimal	True	False	False
Korea	D-Cellobiose	cpd00158	30.126536	optimal	True	True	True
Korea	D-Mannose	cpd00138	29.726626	optimal	True	False	False
Korea	D-Gluconic Acid sodium salt	cpd00222	29.326716	optimal	True	False	False
Korea	D-Ribose	cpd00105	29.682192	optimal	True	False	False
Korea	D-Raffinose pentahydrate	cpd30716	29.326716	optimal	True	True	True
Korea	m-Inositol	cpd00121	29.326716	optimal	True	False	False
Korea	L-Glutamic acid monopotassium salt monohydrate	cpd00023	29.726626	optimal	True	True	True
Korea	Sodium Fumarate dibasic	cpd00106	29.593323	optimal	True	False	False
Korea	Sodium propionate	cpd00141	29.326716	optimal	True	False	False
Korea	D-Glucosamine Hydrochloride	cpd00276	29.726626	optimal	True	False	False
Korea	a-Cyclodextrin	cpd24451	29.326716	optimal	True	True	True
Korea	Ethanol	cpd00363	29.46002	optimal	True	False	False
Korea	D-Glucose-6-Phosphate sodium salt	cpd00079	29.993233	optimal	True	False	False
Korea	D-Galacturonic Acid monohydrate	cpd00280	29.326716	optimal	True	False	False
Korea	L-Alanine	cpd00035	29.46002	optimal	True	False	False
Korea	L-Asparagine	cpd00132	29.563817	optimal	True	False	False
Korea	Sodium butyrate	cpd00211	29.326716	optimal	True	False	False
Korea	L-Leucine	cpd00107	29.726626	optimal	True	False	False
Korea	L-Arabinose	cpd00224	29.326716	optimal	True	False	False
Dyella79	Sodium pyruvate	cpd00020	37.703498	optimal	True	True	True
Dyella79	Sodium D,L-Lactate	cpd00159	37.658693	optimal	True	False	False
Dyella79	L-Glutamine	cpd00053	37.994732	optimal	True	False	False
Dyella79	L-Malic acid disodium salt monohydrate	cpd00130	37.815511	optimal	True	False	False
Dyella79	Sodium succinate dibasic hexahydrate	cpd00036	37.815511	optimal	True	False	False
Dyella79	Sodium L-Lactate	cpd00159	37.658693	optimal	True	False	False
Dyella79	D-Fructose	cpd00082	37.905121	optimal	True	True	True
Dyella79	D-Glucose	cpd00027	38.039537	optimal	True	True	True
Dyella79	Sodium D-Lactate	cpd00221	37.658693	optimal	True	False	False
Dyella79	N-Acetyl-D-Glucosamine	cpd00122	38.196355	optimal	True	True	True
Dyella79	D-Maltose monohydrate	cpd00179	38.353172	optimal	True	True	True
Dyella79	Glycerol	cpd00100	37.725901	optimal	True	False	False
Dyella79	a-Ketoglutaric acid disodium salt hydrate	cpd00024	37.949926	optimal	True	False	False
Dyella79	D-Xylose	cpd00154	37.949926	optimal	True	False	False
Dyella79	L-Proline	cpd00129	37.927524	optimal	True	True	True
Dyella79	D-Trehalose dihydrate	cpd00794	38.456566	optimal	True	False	False
Dyella79	L-Fucose	cpd00751	37.636291	optimal	True	False	False
Dyella79	Trisodium citrate dihydrate	cpd00137	37.639365	optimal	True	False	False
Dyella79	Potassium acetate	cpd00029	37.703498	optimal	True	False	False
Dyella79	L-Rhamnose monohydrate	cpd00396	37.636291	optimal	True	False	False
Dyella79	D-Sorbitol	cpd00588	37.636291	optimal	True	False	False
Dyella79	D-Galactose	cpd00108	37.872529	optimal	True	True	True
Dyella79	D-Cellobiose	cpd00158	38.487588	optimal	True	True	True
Dyella79	D-Mannose	cpd00138	38.039537	optimal	True	False	False
Dyella79	D-Gluconic Acid sodium salt	cpd00222	37.927524	optimal	True	False	False
Dyella79	D-Ribose	cpd00105	37.949926	optimal	True	False	False
Dyella79	D-Raffinose pentahydrate	cpd30716	37.636291	optimal	True	False	False
Dyella79	m-Inositol	cpd00121	37.636291	optimal	True	False	False
Dyella79	L-Glutamic acid monopotassium salt monohydrate	cpd00023	37.949926	optimal	True	False	False
Dyella79	Sodium Fumarate dibasic	cpd00106	37.860316	optimal	True	False	False
Dyella79	Sodium propionate	cpd00141	37.636291	optimal	True	False	False
Dyella79	D-Glucosamine Hydrochloride	cpd00276	38.084342	optimal	True	False	False
Dyella79	a-Cyclodextrin	cpd24451	37.636291	optimal	True	True	True
Dyella79	Ethanol	cpd00363	37.636291	optimal	True	False	False
Dyella79	D-Glucose-6-Phosphate sodium salt	cpd00079	38.218757	optimal	True	False	False
Dyella79	D-Galacturonic Acid monohydrate	cpd00280	37.636291	optimal	True	False	False
Dyella79	L-Alanine	cpd00035	37.703498	optimal	True	True	True
Dyella79	L-Asparagine	cpd00132	38.007575	optimal	True	False	False
Dyella79	Sodium butyrate	cpd00211	37.636291	optimal	True	False	False
Dyella79	L-Leucine	cpd00107	37.837914	optimal	True	False	False
Dyella79	L-Arabinose	cpd00224	37.636291	optimal	True	False	False
