bacdive_id	compound_name	chebi_id	utilization	genus	species_epithet
172544	urea		-	Escherichia	coli
172544	citrate		-	Escherichia	coli
172544	ornithine		-	Escherichia	coli
172544	lysine		-	Escherichia	coli
172544	arginine		-	Escherichia	coli
172544	hydrogen sulfide		produced	Escherichia	coli
172544	indole		produced	Escherichia	coli
172544	acetoin		produced	Escherichia	coli
172544	nitrite		produced	Escherichia	coli
172544	dinitrogen		produced	Escherichia	coli
172545	nitrate		-	Escherichia	coli
172545	melibiose		-	Escherichia	coli
172545	sucrose		-	Escherichia	coli
172545	L-rhamnose		-	Escherichia	coli
172545	sorbitol		-	Escherichia	coli
172545	myo-inositol		-	Escherichia	coli
172545	D-glucose		-	Escherichia	coli
172545	gelatin		-	Escherichia	coli
172545	tryptophan		-	Escherichia	coli
172545	urea		-	Escherichia	coli
172545	citrate		-	Escherichia	coli
172545	ornithine		-	Escherichia	coli
172545	lysine		-	Escherichia	coli
172545	arginine		-	Escherichia	coli
172545	hydrogen sulfide		produced	Escherichia	coli
172545	indole		produced	Escherichia	coli
172545	acetoin		produced	Escherichia	coli
172545	nitrite		produced	Escherichia	coli
172545	dinitrogen		produced	Escherichia	coli
172546	nitrate		-	Escherichia	coli
172546	melibiose		-	Escherichia	coli
172546	sucrose		-	Escherichia	coli
172546	L-rhamnose		-	Escherichia	coli
172546	sorbitol		-	Escherichia	coli
172546	myo-inositol		-	Escherichia	coli
172546	D-glucose		-	Escherichia	coli
172546	gelatin		-	Escherichia	coli
172546	tryptophan		-	Escherichia	coli
172546	urea		-	Escherichia	coli
172546	citrate		-	Escherichia	coli
172546	ornithine		-	Escherichia	coli
172546	lysine		-	Escherichia	coli
172546	arginine		-	Escherichia	coli
172546	hydrogen sulfide		produced	Escherichia	coli
172546	indole		produced	Escherichia	coli
172546	acetoin		produced	Escherichia	coli
172546	nitrite		produced	Escherichia	coli
172546	dinitrogen		produced	Escherichia	coli
172547	nitrate		-	Escherichia	coli
172547	melibiose		-	Escherichia	coli
172547	sucrose		-	Escherichia	coli
172547	L-rhamnose		-	Escherichia	coli
172547	sorbitol		-	Escherichia	coli
172547	myo-inositol		-	Escherichia	coli
172547	D-glucose		-	Escherichia	coli
172547	gelatin		-	Escherichia	coli
172547	tryptophan		-	Escherichia	coli
172547	urea		-	Escherichia	coli
172547	citrate		-	Escherichia	coli
172547	ornithine		-	Escherichia	coli
172547	lysine		-	Escherichia	coli
172547	arginine		-	Escherichia	coli
172547	hydrogen sulfide		produced	Escherichia	coli
172547	indole		produced	Escherichia	coli
172547	acetoin		produced	Escherichia	coli
172547	nitrite		produced	Escherichia	coli
172547	dinitrogen		produced	Escherichia	coli
172548	nitrate		-	Escherichia	coli
172548	melibiose		-	Escherichia	coli
172548	sucrose		-	Escherichia	coli
172548	L-rhamnose		-	Escherichia	coli
172548	sorbitol		-	Escherichia	coli
172548	myo-inositol		-	Escherichia	coli
172548	D-glucose		-	Escherichia	coli
172548	gelatin		-	Escherichia	coli
172548	tryptophan		-	Escherichia	coli
172548	urea		-	Escherichia	coli
172548	citrate		-	Escherichia	coli
172548	ornithine		-	Escherichia	coli
172548	lysine		-	Escherichia	coli
172548	arginine		-	Escherichia	coli
172548	hydrogen sulfide		produced	Escherichia	coli
172548	indole		produced	Escherichia	coli
172548	acetoin		produced	Escherichia	coli
172548	nitrite		produced	Escherichia	coli
172548	dinitrogen		produced	Escherichia	coli
172549	nitrate		-	Escherichia	coli
172549	melibiose		-	Escherichia	coli
172549	sucrose		-	Escherichia	coli
172549	L-rhamnose		-	Escherichia	coli
172549	sorbitol		-	Escherichia	coli
172549	myo-inositol		-	Escherichia	coli
172549	D-glucose		-	Escherichia	coli
172549	gelatin		-	Escherichia	coli
172549	tryptophan		-	Escherichia	coli
172549	urea		-	Escherichia	coli
172549	citrate		-	Escherichia	coli
172549	ornithine		-	Escherichia	coli
172549	lysine		-	Escherichia	coli
172549	arginine		-	Escherichia	coli
172549	acetoin		produced	Escherichia	coli
172549	nitrite		produced	Escherichia	coli
172549	hydrogen sulfide		produced	Escherichia	coli
172549	dinitrogen		produced	Escherichia	coli
172549	indole		produced	Escherichia	coli
172550	nitrate		-	Escherichia	coli
172550	melibiose		-	Escherichia	coli
172550	sucrose		-	Escherichia	coli
172550	L-rhamnose		-	Escherichia	coli
172550	sorbitol		-	Escherichia	coli
172550	myo-inositol		-	Escherichia	coli
172550	D-glucose		-	Escherichia	coli
172550	gelatin		-	Escherichia	coli
172550	tryptophan		-	Escherichia	coli
172550	urea		-	Escherichia	coli
172550	citrate		-	Escherichia	coli
172550	ornithine		-	Escherichia	coli
172550	lysine		-	Escherichia	coli
172550	arginine		-	Escherichia	coli
172550	hydrogen sulfide		produced	Escherichia	coli
172550	indole		produced	Escherichia	coli
172550	acetoin		produced	Escherichia	coli
172550	nitrite		produced	Escherichia	coli
172550	dinitrogen		produced	Escherichia	coli
172551	nitrate		-	Escherichia	coli
172551	melibiose		-	Escherichia	coli
172551	sucrose		-	Escherichia	coli
172551	L-rhamnose		-	Escherichia	coli
172551	sorbitol		-	Escherichia	coli
172551	myo-inositol		-	Escherichia	coli
172551	D-glucose		-	Escherichia	coli
172551	gelatin		-	Escherichia	coli
172551	tryptophan		-	Escherichia	coli
172551	urea		-	Escherichia	coli
172551	citrate		-	Escherichia	coli
172551	ornithine		-	Escherichia	coli
172551	lysine		-	Escherichia	coli
172551	arginine		-	Escherichia	coli
172551	acetoin		produced	Escherichia	coli
172551	nitrite		produced	Escherichia	coli
172551	hydrogen sulfide		produced	Escherichia	coli
172551	dinitrogen		produced	Escherichia	coli
172551	indole		produced	Escherichia	coli
172552	nitrate		-	Escherichia	coli
172552	melibiose		-	Escherichia	coli
172552	sucrose		-	Escherichia	coli
172552	L-rhamnose		-	Escherichia	coli
172552	sorbitol		-	Escherichia	coli
172552	myo-inositol		-	Escherichia	coli
172552	D-glucose		-	Escherichia	coli
172552	gelatin		-	Escherichia	coli
172552	tryptophan		-	Escherichia	coli
172552	urea		-	Escherichia	coli
172552	citrate		-	Escherichia	coli
172552	ornithine		-	Escherichia	coli
172552	lysine		-	Escherichia	coli
172552	arginine		-	Escherichia	coli
172552	indole		produced	Escherichia	coli
172552	acetoin		produced	Escherichia	coli
172552	nitrite		produced	Escherichia	coli
172552	dinitrogen		produced	Escherichia	coli
172552	hydrogen sulfide		produced	Escherichia	coli
172553	nitrate		-	Escherichia	coli
172553	melibiose		-	Escherichia	coli
172553	sucrose		-	Escherichia	coli
172553	L-rhamnose		-	Escherichia	coli
172553	sorbitol		-	Escherichia	coli
172553	myo-inositol		-	Escherichia	coli
172553	D-glucose		-	Escherichia	coli
172553	gelatin		-	Escherichia	coli
172553	tryptophan		-	Escherichia	coli
172553	urea		-	Escherichia	coli
172553	citrate		-	Escherichia	coli
172553	ornithine		-	Escherichia	coli
172553	lysine		-	Escherichia	coli
172553	arginine		-	Escherichia	coli
172553	hydrogen sulfide		produced	Escherichia	coli
172553	indole		produced	Escherichia	coli
172553	acetoin		produced	Escherichia	coli
172553	nitrite		produced	Escherichia	coli
172553	dinitrogen		produced	Escherichia	coli
172554	nitrate		-	Escherichia	coli
172554	melibiose		-	Escherichia	coli
172554	sucrose		-	Escherichia	coli
172554	L-rhamnose		-	Escherichia	coli
172554	sorbitol		-	Escherichia	coli
172554	myo-inositol		-	Escherichia	coli
172554	D-glucose		-	Escherichia	coli
172554	gelatin		-	Escherichia	coli
172554	tryptophan		-	Escherichia	coli
172554	urea		-	Escherichia	coli
172554	citrate		-	Escherichia	coli
172554	ornithine		-	Escherichia	coli
172554	lysine		-	Escherichia	coli
172554	arginine		-	Escherichia	coli
172554	hydrogen sulfide		produced	Escherichia	coli
172554	indole		produced	Escherichia	coli
172554	acetoin		produced	Escherichia	coli
172554	nitrite		produced	Escherichia	coli
172554	dinitrogen		produced	Escherichia	coli
172555	nitrate		-	Escherichia	coli
172555	melibiose		-	Escherichia	coli
172555	sucrose		-	Escherichia	coli
172555	L-rhamnose		-	Escherichia	coli
172555	sorbitol		-	Escherichia	coli
172555	myo-inositol		-	Escherichia	coli
172555	D-glucose		-	Escherichia	coli
172555	gelatin		-	Escherichia	coli
172555	tryptophan		-	Escherichia	coli
172555	urea		-	Escherichia	coli
172555	citrate		-	Escherichia	coli
172555	ornithine		-	Escherichia	coli
172555	lysine		-	Escherichia	coli
172555	arginine		-	Escherichia	coli
172555	hydrogen sulfide		produced	Escherichia	coli
172555	indole		produced	Escherichia	coli
172555	acetoin		produced	Escherichia	coli
172555	nitrite		produced	Escherichia	coli
172555	dinitrogen		produced	Escherichia	coli
172556	nitrate		-	Escherichia	coli
172556	melibiose		-	Escherichia	coli
172556	sucrose		-	Escherichia	coli
172556	L-rhamnose		-	Escherichia	coli
172556	sorbitol		-	Escherichia	coli
172556	myo-inositol		-	Escherichia	coli
172556	D-glucose		-	Escherichia	coli
172556	gelatin		-	Escherichia	coli
172556	tryptophan		-	Escherichia	coli
172556	urea		-	Escherichia	coli
172556	citrate		-	Escherichia	coli
172556	ornithine		-	Escherichia	coli
172556	lysine		-	Escherichia	coli
172556	arginine		-	Escherichia	coli
172556	hydrogen sulfide		produced	Escherichia	coli
172556	indole		produced	Escherichia	coli
172556	acetoin		produced	Escherichia	coli
172556	nitrite		produced	Escherichia	coli
172556	dinitrogen		produced	Escherichia	coli
172557	nitrate		-	Escherichia	coli
172557	melibiose		-	Escherichia	coli
172557	sucrose		-	Escherichia	coli
172557	L-rhamnose		-	Escherichia	coli
172557	sorbitol		-	Escherichia	coli
172557	myo-inositol		-	Escherichia	coli
172557	D-glucose		-	Escherichia	coli
172557	gelatin		-	Escherichia	coli
172557	tryptophan		-	Escherichia	coli
172557	urea		-	Escherichia	coli
172557	citrate		-	Escherichia	coli
172557	ornithine		-	Escherichia	coli
172557	lysine		-	Escherichia	coli
172557	arginine		-	Escherichia	coli
172557	hydrogen sulfide		produced	Escherichia	coli
172557	indole		produced	Escherichia	coli
172557	acetoin		produced	Escherichia	coli
172557	nitrite		produced	Escherichia	coli
172557	dinitrogen		produced	Escherichia	coli
172558	nitrate		-	Escherichia	coli
172558	melibiose		-	Escherichia	coli
172558	sucrose		-	Escherichia	coli
172558	L-rhamnose		-	Escherichia	coli
172558	sorbitol		-	Escherichia	coli
172558	myo-inositol		-	Escherichia	coli
172558	D-glucose		-	Escherichia	coli
172558	gelatin		-	Escherichia	coli
172558	tryptophan		-	Escherichia	coli
172558	urea		-	Escherichia	coli
172558	citrate		-	Escherichia	coli
172558	ornithine		-	Escherichia	coli
172558	lysine		-	Escherichia	coli
172558	arginine		-	Escherichia	coli
172558	hydrogen sulfide		produced	Escherichia	coli
172558	indole		produced	Escherichia	coli
172558	acetoin		produced	Escherichia	coli
172558	nitrite		produced	Escherichia	coli
172558	dinitrogen		produced	Escherichia	coli
172559	nitrate		-	Escherichia	coli
172559	melibiose		-	Escherichia	coli
172559	sucrose		-	Escherichia	coli
172559	L-rhamnose		-	Escherichia	coli
172559	sorbitol		-	Escherichia	coli
172559	myo-inositol		-	Escherichia	coli
172559	D-glucose		-	Escherichia	coli
172559	gelatin		-	Escherichia	coli
172559	tryptophan		-	Escherichia	coli
172559	urea		-	Escherichia	coli
172559	citrate		-	Escherichia	coli
172559	ornithine		-	Escherichia	coli
172559	lysine		-	Escherichia	coli
172559	arginine		-	Escherichia	coli
172559	hydrogen sulfide		produced	Escherichia	coli
172559	indole		produced	Escherichia	coli
172559	acetoin		produced	Escherichia	coli
172559	nitrite		produced	Escherichia	coli
172559	dinitrogen		produced	Escherichia	coli
172560	nitrate		-	Escherichia	coli
172560	melibiose		-	Escherichia	coli
172560	sucrose		-	Escherichia	coli
172560	L-rhamnose		-	Escherichia	coli
172560	sorbitol		-	Escherichia	coli
172560	myo-inositol		-	Escherichia	coli
172560	D-glucose		-	Escherichia	coli
172560	gelatin		-	Escherichia	coli
172560	tryptophan		-	Escherichia	coli
172560	urea		-	Escherichia	coli
172560	citrate		-	Escherichia	coli
172560	ornithine		-	Escherichia	coli
172560	lysine		-	Escherichia	coli
172560	arginine		-	Escherichia	coli
172560	dinitrogen		produced	Escherichia	coli
172560	hydrogen sulfide		produced	Escherichia	coli
172560	indole		produced	Escherichia	coli
172560	acetoin		produced	Escherichia	coli
172560	nitrite		produced	Escherichia	coli
172561	nitrate		-	Escherichia	coli
172561	melibiose		-	Escherichia	coli
172561	sucrose		-	Escherichia	coli
172561	L-rhamnose		-	Escherichia	coli
172561	sorbitol		-	Escherichia	coli
172561	myo-inositol		-	Escherichia	coli
172561	D-glucose		-	Escherichia	coli
172561	gelatin		-	Escherichia	coli
172561	tryptophan		-	Escherichia	coli
172561	urea		-	Escherichia	coli
172561	citrate		-	Escherichia	coli
172561	ornithine		-	Escherichia	coli
172561	lysine		-	Escherichia	coli
172561	arginine		-	Escherichia	coli
172561	nitrite		produced	Escherichia	coli
172561	dinitrogen		produced	Escherichia	coli
172561	hydrogen sulfide		produced	Escherichia	coli
172561	indole		produced	Escherichia	coli
172561	acetoin		produced	Escherichia	coli
172562	nitrate		-	Escherichia	coli
172562	melibiose		-	Escherichia	coli
172562	sucrose		-	Escherichia	coli
172562	L-rhamnose		-	Escherichia	coli
172562	sorbitol		-	Escherichia	coli
172562	myo-inositol		-	Escherichia	coli
172562	D-glucose		-	Escherichia	coli
172562	gelatin		-	Escherichia	coli
172562	tryptophan		-	Escherichia	coli
172562	urea		-	Escherichia	coli
172562	citrate		-	Escherichia	coli
172562	ornithine		-	Escherichia	coli
172562	lysine		-	Escherichia	coli
172562	arginine		-	Escherichia	coli
172562	hydrogen sulfide		produced	Escherichia	coli
172562	indole		produced	Escherichia	coli
172562	acetoin		produced	Escherichia	coli
172562	nitrite		produced	Escherichia	coli
172562	dinitrogen		produced	Escherichia	coli
172563	nitrate		-	Escherichia	coli
172563	melibiose		-	Escherichia	coli
172563	sucrose		-	Escherichia	coli
172563	L-rhamnose		-	Escherichia	coli
172563	sorbitol		-	Escherichia	coli
172563	myo-inositol		-	Escherichia	coli
172563	D-glucose		-	Escherichia	coli
172563	gelatin		-	Escherichia	coli
172563	tryptophan		-	Escherichia	coli
172563	urea		-	Escherichia	coli
172563	citrate		-	Escherichia	coli
172563	ornithine		-	Escherichia	coli
172563	lysine		-	Escherichia	coli
172563	arginine		-	Escherichia	coli
172563	hydrogen sulfide		produced	Escherichia	coli
172563	indole		produced	Escherichia	coli
172563	acetoin		produced	Escherichia	coli
172563	nitrite		produced	Escherichia	coli
172563	dinitrogen		produced	Escherichia	coli
172564	nitrate		-	Escherichia	coli
172564	melibiose		-	Escherichia	coli
172564	sucrose		-	Escherichia	coli
172564	L-rhamnose		-	Escherichia	coli
172564	sorbitol		-	Escherichia	coli
172564	myo-inositol		-	Escherichia	coli
172564	D-glucose		-	Escherichia	coli
172564	gelatin		-	Escherichia	coli
172564	tryptophan		-	Escherichia	coli
172564	urea		-	Escherichia	coli
172564	citrate		-	Escherichia	coli
172564	ornithine		-	Escherichia	coli
172564	lysine		-	Escherichia	coli
172564	arginine		-	Escherichia	coli
172564	hydrogen sulfide		produced	Escherichia	coli
172564	indole		produced	Escherichia	coli
172564	acetoin		produced	Escherichia	coli
172564	nitrite		produced	Escherichia	coli
172564	dinitrogen		produced	Escherichia	coli
172565	nitrate		-	Escherichia	coli
172565	melibiose		-	Escherichia	coli
172565	sucrose		-	Escherichia	coli
172565	L-rhamnose		-	Escherichia	coli
172565	sorbitol		-	Escherichia	coli
172565	myo-inositol		-	Escherichia	coli
172565	D-glucose		-	Escherichia	coli
172565	gelatin		-	Escherichia	coli
172565	tryptophan		-	Escherichia	coli
172565	urea		-	Escherichia	coli
172565	citrate		-	Escherichia	coli
172565	ornithine		-	Escherichia	coli
172565	lysine		-	Escherichia	coli
172565	arginine		-	Escherichia	coli
172565	dinitrogen		produced	Escherichia	coli
172565	acetoin		produced	Escherichia	coli
172565	nitrite		produced	Escherichia	coli
172565	hydrogen sulfide		produced	Escherichia	coli
172565	indole		produced	Escherichia	coli
172566	nitrate		-	Escherichia	coli
172566	melibiose		-	Escherichia	coli
172566	sucrose		-	Escherichia	coli
172566	L-rhamnose		-	Escherichia	coli
172566	sorbitol		-	Escherichia	coli
172566	myo-inositol		-	Escherichia	coli
172566	D-glucose		-	Escherichia	coli
172566	gelatin		-	Escherichia	coli
172566	tryptophan		-	Escherichia	coli
172566	urea		-	Escherichia	coli
172566	citrate		-	Escherichia	coli
172566	ornithine		-	Escherichia	coli
172566	lysine		-	Escherichia	coli
172566	arginine		-	Escherichia	coli
172566	dinitrogen		produced	Escherichia	coli
172566	acetoin		produced	Escherichia	coli
172566	nitrite		produced	Escherichia	coli
172566	hydrogen sulfide		produced	Escherichia	coli
172566	indole		produced	Escherichia	coli
172567	nitrate		-	Escherichia	coli
172567	melibiose		-	Escherichia	coli
172567	sucrose		-	Escherichia	coli
172567	L-rhamnose		-	Escherichia	coli
172567	sorbitol		-	Escherichia	coli
172567	myo-inositol		-	Escherichia	coli
172567	D-glucose		-	Escherichia	coli
172567	gelatin		-	Escherichia	coli
172567	tryptophan		-	Escherichia	coli
172567	urea		-	Escherichia	coli
172567	citrate		-	Escherichia	coli
172567	ornithine		-	Escherichia	coli
172567	lysine		-	Escherichia	coli
172567	arginine		-	Escherichia	coli
172567	dinitrogen		produced	Escherichia	coli
172567	acetoin		produced	Escherichia	coli
172567	nitrite		produced	Escherichia	coli
172567	hydrogen sulfide		produced	Escherichia	coli
172567	indole		produced	Escherichia	coli
172568	nitrate		-	Escherichia	coli
172568	melibiose		-	Escherichia	coli
172568	sucrose		-	Escherichia	coli
172568	L-rhamnose		-	Escherichia	coli
172568	sorbitol		-	Escherichia	coli
172568	myo-inositol		-	Escherichia	coli
172568	D-glucose		-	Escherichia	coli
172568	gelatin		-	Escherichia	coli
172568	tryptophan		-	Escherichia	coli
172568	urea		-	Escherichia	coli
172568	citrate		-	Escherichia	coli
172568	ornithine		-	Escherichia	coli
172568	lysine		-	Escherichia	coli
172568	arginine		-	Escherichia	coli
172568	dinitrogen		produced	Escherichia	coli
172568	acetoin		produced	Escherichia	coli
172568	nitrite		produced	Escherichia	coli
172568	hydrogen sulfide		produced	Escherichia	coli
172568	indole		produced	Escherichia	coli
172569	nitrate		-	Escherichia	coli
172569	melibiose		-	Escherichia	coli
172569	sucrose		-	Escherichia	coli
172569	L-rhamnose		-	Escherichia	coli
172569	sorbitol		-	Escherichia	coli
172569	myo-inositol		-	Escherichia	coli
172569	D-glucose		-	Escherichia	coli
172569	gelatin		-	Escherichia	coli
172569	tryptophan		-	Escherichia	coli
172569	urea		-	Escherichia	coli
172569	citrate		-	Escherichia	coli
172569	ornithine		-	Escherichia	coli
172569	lysine		-	Escherichia	coli
172569	arginine		-	Escherichia	coli
172569	acetoin		produced	Escherichia	coli
172569	nitrite		produced	Escherichia	coli
172569	dinitrogen		produced	Escherichia	coli
172569	hydrogen sulfide		produced	Escherichia	coli
172569	indole		produced	Escherichia	coli
172570	nitrate		-	Escherichia	coli
172570	melibiose		-	Escherichia	coli
172570	sucrose		-	Escherichia	coli
172570	L-rhamnose		-	Escherichia	coli
172570	sorbitol		-	Escherichia	coli
172570	myo-inositol		-	Escherichia	coli
172570	D-glucose		-	Escherichia	coli
172570	gelatin		-	Escherichia	coli
172570	tryptophan		-	Escherichia	coli
172570	urea		-	Escherichia	coli
172570	citrate		-	Escherichia	coli
172570	ornithine		-	Escherichia	coli
172570	lysine		-	Escherichia	coli
172570	arginine		-	Escherichia	coli
172570	hydrogen sulfide		produced	Escherichia	coli
172570	indole		produced	Escherichia	coli
172570	acetoin		produced	Escherichia	coli
172570	nitrite		produced	Escherichia	coli
172570	dinitrogen		produced	Escherichia	coli
172571	nitrate		-	Escherichia	coli
172571	melibiose		-	Escherichia	coli
172571	sucrose		-	Escherichia	coli
172571	L-rhamnose		-	Escherichia	coli
172571	sorbitol		-	Escherichia	coli
172571	myo-inositol		-	Escherichia	coli
172571	D-glucose		-	Escherichia	coli
172571	gelatin		-	Escherichia	coli
172571	tryptophan		-	Escherichia	coli
172571	urea		-	Escherichia	coli
172571	citrate		-	Escherichia	coli
172571	ornithine		-	Escherichia	coli
172571	lysine		-	Escherichia	coli
172571	arginine		-	Escherichia	coli
172571	acetoin		produced	Escherichia	coli
172571	nitrite		produced	Escherichia	coli
172571	hydrogen sulfide		produced	Escherichia	coli
172571	dinitrogen		produced	Escherichia	coli
172571	indole		produced	Escherichia	coli
172572	nitrate		-	Escherichia	coli
172572	melibiose		-	Escherichia	coli
172572	sucrose		-	Escherichia	coli
172572	L-rhamnose		-	Escherichia	coli
172572	sorbitol		-	Escherichia	coli
172572	myo-inositol		-	Escherichia	coli
172572	D-glucose		-	Escherichia	coli
172572	gelatin		-	Escherichia	coli
172572	tryptophan		-	Escherichia	coli
172572	urea		-	Escherichia	coli
172572	citrate		-	Escherichia	coli
172572	ornithine		-	Escherichia	coli
172572	lysine		-	Escherichia	coli
172572	arginine		-	Escherichia	coli
172572	acetoin		produced	Escherichia	coli
172572	nitrite		produced	Escherichia	coli
172572	hydrogen sulfide		produced	Escherichia	coli
172572	dinitrogen		produced	Escherichia	coli
172572	indole		produced	Escherichia	coli
172573	nitrate		-	Escherichia	coli
172573	melibiose		-	Escherichia	coli
172573	sucrose		-	Escherichia	coli
172573	L-rhamnose		-	Escherichia	coli
172573	sorbitol		-	Escherichia	coli
172573	myo-inositol		-	Escherichia	coli
172573	D-glucose		-	Escherichia	coli
172573	gelatin		-	Escherichia	coli
172573	tryptophan		-	Escherichia	coli
172573	urea		-	Escherichia	coli
172573	citrate		-	Escherichia	coli
172573	ornithine		-	Escherichia	coli
172573	lysine		-	Escherichia	coli
172573	arginine		-	Escherichia	coli
172573	acetoin		produced	Escherichia	coli
172573	nitrite		produced	Escherichia	coli
172573	hydrogen sulfide		produced	Escherichia	coli
172573	dinitrogen		produced	Escherichia	coli
172573	indole		produced	Escherichia	coli
172574	nitrate		-	Escherichia	coli
172574	melibiose		-	Escherichia	coli
172574	sucrose		-	Escherichia	coli
172574	L-rhamnose		-	Escherichia	coli
172574	sorbitol		-	Escherichia	coli
172574	myo-inositol		-	Escherichia	coli
172574	D-glucose		-	Escherichia	coli
172574	gelatin		-	Escherichia	coli
172574	tryptophan		-	Escherichia	coli
172574	urea		-	Escherichia	coli
172574	citrate		-	Escherichia	coli
172574	ornithine		-	Escherichia	coli
172574	lysine		-	Escherichia	coli
172574	arginine		-	Escherichia	coli
172574	acetoin		produced	Escherichia	coli
172574	nitrite		produced	Escherichia	coli
172574	hydrogen sulfide		produced	Escherichia	coli
172574	dinitrogen		produced	Escherichia	coli
172574	indole		produced	Escherichia	coli
172575	nitrate		-	Escherichia	coli
172575	melibiose		-	Escherichia	coli
172575	sucrose		-	Escherichia	coli
172575	L-rhamnose		-	Escherichia	coli
172575	sorbitol		-	Escherichia	coli
172575	myo-inositol		-	Escherichia	coli
172575	D-glucose		-	Escherichia	coli
172575	gelatin		-	Escherichia	coli
172575	tryptophan		-	Escherichia	coli
172575	urea		-	Escherichia	coli
172575	citrate		-	Escherichia	coli
172575	ornithine		-	Escherichia	coli
172575	lysine		-	Escherichia	coli
172575	arginine		-	Escherichia	coli
172575	acetoin		produced	Escherichia	coli
172575	nitrite		produced	Escherichia	coli
172575	hydrogen sulfide		produced	Escherichia	coli
172575	dinitrogen		produced	Escherichia	coli
172575	indole		produced	Escherichia	coli
172576	nitrate		-	Escherichia	coli
172576	melibiose		-	Escherichia	coli
172576	sucrose		-	Escherichia	coli
172576	L-rhamnose		-	Escherichia	coli
172576	sorbitol		-	Escherichia	coli
172576	myo-inositol		-	Escherichia	coli
172576	D-glucose		-	Escherichia	coli
172576	gelatin		-	Escherichia	coli
172576	tryptophan		-	Escherichia	coli
172576	urea		-	Escherichia	coli
172576	citrate		-	Escherichia	coli
172576	ornithine		-	Escherichia	coli
172576	lysine		-	Escherichia	coli
172576	arginine		-	Escherichia	coli
172576	acetoin		produced	Escherichia	coli
172576	nitrite		produced	Escherichia	coli
172576	hydrogen sulfide		produced	Escherichia	coli
172576	dinitrogen		produced	Escherichia	coli
172576	indole		produced	Escherichia	coli
172577	nitrate		-	Escherichia	coli
172577	melibiose		-	Escherichia	coli
172577	sucrose		-	Escherichia	coli
172577	L-rhamnose		-	Escherichia	coli
172577	sorbitol		-	Escherichia	coli
172577	myo-inositol		-	Escherichia	coli
172577	D-glucose		-	Escherichia	coli
172577	gelatin		-	Escherichia	coli
172577	tryptophan		-	Escherichia	coli
172577	urea		-	Escherichia	coli
172577	citrate		-	Escherichia	coli
172577	ornithine		-	Escherichia	coli
172577	lysine		-	Escherichia	coli
172577	arginine		-	Escherichia	coli
172577	acetoin		produced	Escherichia	coli
172577	nitrite		produced	Escherichia	coli
172577	hydrogen sulfide		produced	Escherichia	coli
172577	dinitrogen		produced	Escherichia	coli
172577	indole		produced	Escherichia	coli
172578	nitrate		-	Escherichia	coli
172578	melibiose		-	Escherichia	coli
172578	sucrose		-	Escherichia	coli
172578	L-rhamnose		-	Escherichia	coli
172578	sorbitol		-	Escherichia	coli
172578	myo-inositol		-	Escherichia	coli
172578	D-glucose		-	Escherichia	coli
172578	gelatin		-	Escherichia	coli
172578	tryptophan		-	Escherichia	coli
172578	urea		-	Escherichia	coli
172578	citrate		-	Escherichia	coli
172578	ornithine		-	Escherichia	coli
172578	lysine		-	Escherichia	coli
172578	arginine		-	Escherichia	coli
172578	acetoin		produced	Escherichia	coli
172578	nitrite		produced	Escherichia	coli
172578	hydrogen sulfide		produced	Escherichia	coli
172578	dinitrogen		produced	Escherichia	coli
172578	indole		produced	Escherichia	coli
172579	nitrate		-	Escherichia	coli
172579	melibiose		-	Escherichia	coli
172579	sucrose		-	Escherichia	coli
172579	L-rhamnose		-	Escherichia	coli
172579	sorbitol		-	Escherichia	coli
172579	myo-inositol		-	Escherichia	coli
172579	D-glucose		-	Escherichia	coli
172579	gelatin		-	Escherichia	coli
172579	tryptophan		-	Escherichia	coli
172579	urea		-	Escherichia	coli
172579	citrate		-	Escherichia	coli
172579	ornithine		-	Escherichia	coli
172579	lysine		-	Escherichia	coli
172579	arginine		-	Escherichia	coli
172579	acetoin		produced	Escherichia	coli
172579	nitrite		produced	Escherichia	coli
172579	hydrogen sulfide		produced	Escherichia	coli
172579	dinitrogen		produced	Escherichia	coli
172579	indole		produced	Escherichia	coli
172580	nitrate		-	Escherichia	coli
172580	melibiose		-	Escherichia	coli
172580	sucrose		-	Escherichia	coli
172580	L-rhamnose		-	Escherichia	coli
172580	sorbitol		-	Escherichia	coli
172580	myo-inositol		-	Escherichia	coli
172580	D-glucose		-	Escherichia	coli
172580	gelatin		-	Escherichia	coli
172580	tryptophan		-	Escherichia	coli
172580	urea		-	Escherichia	coli
172580	citrate		-	Escherichia	coli
172580	ornithine		-	Escherichia	coli
172580	lysine		-	Escherichia	coli
172580	arginine		-	Escherichia	coli
172580	acetoin		produced	Escherichia	coli
172580	nitrite		produced	Escherichia	coli
172580	dinitrogen		produced	Escherichia	coli
172580	hydrogen sulfide		produced	Escherichia	coli
172580	indole		produced	Escherichia	coli
172581	nitrate		-	Escherichia	coli
172581	melibiose		-	Escherichia	coli
172581	sucrose		-	Escherichia	coli
172581	L-rhamnose		-	Escherichia	coli
172581	sorbitol		-	Escherichia	coli
172581	myo-inositol		-	Escherichia	coli
172581	D-glucose		-	Escherichia	coli
172581	gelatin		-	Escherichia	coli
172581	tryptophan		-	Escherichia	coli
172581	urea		-	Escherichia	coli
172581	citrate		-	Escherichia	coli
172581	ornithine		-	Escherichia	coli
172581	lysine		-	Escherichia	coli
172581	arginine		-	Escherichia	coli
172581	nitrite		produced	Escherichia	coli
