orgId	expName	expGroup	condition_1	concentration_1	units_1	condition_2	media
Phaeo	set6IT012	carbon source	L-Glutamine	20	mM		DinoMM_noCarbon_HighNutrient
Phaeo	set6IT022	carbon source	L-Serine	20	mM		DinoMM_noCarbon_HighNutrient
Phaeo	set6IT023	carbon source	D-Mannose	20	mM		DinoMM_noCarbon_HighNutrient
Phaeo	set6IT024	carbon source	Glycine	20	mM		DinoMM_noCarbon_HighNutrient
Phaeo	set6IT034	carbon source	L-Threonine	20	mM		DinoMM_noCarbon_HighNutrient
Phaeo	set6IT036	carbon source	L-Proline	20	mM		DinoMM_noCarbon_HighNutrient
Phaeo	set6IT046	carbon source	L-Asparagine	10	mM		DinoMM_noCarbon_HighNutrient
Phaeo	set6IT047	carbon source	Sodium butyrate	4	mM		DinoMM_noCarbon_HighNutrient
Phaeo	set6IT048	carbon source	casamino acids	2	mg/ml		DinoMM_noCarbon_HighNutrient
Phaeo	set7IT058	carbon source	L-Glutamine	20	mM		DinoMM_noCarbon_HighNutrient
Phaeo	set7IT059	carbon source	L-Glutamic acid monopotassium salt monohydrate	20	mM		DinoMM_noCarbon_HighNutrient
Phaeo	set7IT060	carbon source	N-Acetyl-D-Glucosamine	20	mM		DinoMM_noCarbon_HighNutrient
Phaeo	set7IT070	carbon source	Glycine	20	mM		DinoMM_noCarbon_HighNutrient
Phaeo	set7IT071	carbon source	L-Serine	20	mM		DinoMM_noCarbon_HighNutrient
Phaeo	set7IT072	carbon source	D-Mannose	20	mM		DinoMM_noCarbon_HighNutrient
Phaeo	set7IT082	carbon source	L-Proline	20	mM		DinoMM_noCarbon_HighNutrient
Phaeo	set7IT083	carbon source	L-Threonine	20	mM		DinoMM_noCarbon_HighNutrient
Phaeo	set7IT094	carbon source	casamino acids	2	mg/ml		DinoMM_noCarbon_HighNutrient
Phaeo	set7IT095	carbon source	L-Asparagine	10	mM		DinoMM_noCarbon_HighNutrient
Phaeo	set7IT096	carbon source	Sodium butyrate	4	mM		DinoMM_noCarbon_HighNutrient
Phaeo	set12IT074	carbon source	L-Ornithine	10	mM		DinoMM_noCarbon_HighNutrient
Phaeo	set12IT075	carbon source	L-Ornithine	5	mM		DinoMM_noCarbon_HighNutrient
Phaeo	set12IT076	carbon source	L-Citrulline	10	mM		DinoMM_noCarbon_HighNutrient
Phaeo	set12IT077	carbon source	L-Citrulline	5	mM		DinoMM_noCarbon_HighNutrient
Phaeo	set12IT078	carbon source	D-Glucose	10	mM		DinoMM_noCarbon_HighNutrient
Phaeo	set12IT079	carbon source	L-Ornithine	10	mM		DinoMM_noCarbon_HighNutrient
Phaeo	set12IT080	carbon source	L-Ornithine	5	mM		DinoMM_noCarbon_HighNutrient
Phaeo	set12IT081	carbon source	L-Citrulline	10	mM		DinoMM_noCarbon_HighNutrient
Phaeo	set12IT082	carbon source	L-Citrulline	5	mM		DinoMM_noCarbon_HighNutrient
Phaeo	set12IT083	carbon source	D-Glucose	10	mM		DinoMM_noCarbon_HighNutrient
PV4	set1H48	carbon source	D-Maltose monohydrate	20	mM		ShewMM_noCarbon
PV4	set1H47	carbon source	D-Maltose monohydrate	20	mM		ShewMM_noCarbon
PV4	set1H42	carbon source	a-Ketoglutaric acid disodium salt hydrate	20	mM		ShewMM_noCarbon
PV4	set1H41	carbon source	Potassium acetate	20	mM		ShewMM_noCarbon
PV4	set1H40	carbon source	Sodium Fumarate dibasic	10	mM		ShewMM_noCarbon
PV4	set1H37	carbon source	a-Ketoglutaric acid disodium salt hydrate	20	mM		ShewMM_noCarbon
PV4	set1H36	carbon source	Potassium acetate	20	mM		ShewMM_noCarbon
PV4	set2IT003	carbon source	Sodium L-Lactate	20	mM		ShewMM_noCarbon
PV4	set2IT004	carbon source	Sodium D,L-Lactate	20	mM		ShewMM_noCarbon
PV4	set2IT005	carbon source	Sodium pyruvate	20	mM		ShewMM_noCarbon
PV4	set2IT006	carbon source	Sodium succinate dibasic hexahydrate	10	mM		ShewMM_noCarbon
PV4	set2IT008	carbon source	L-Malic acid disodium salt monohydrate	10	mM		ShewMM_noCarbon
PV4	set2IT011	carbon source	Gelatin	1	mg/ml		ShewMM_noCarbon
PV4	set2IT012	carbon source	casamino acids	2	mg/ml		ShewMM_noCarbon
PV4	set2IT013	carbon source	N-Acetyl-D-Glucosamine	20	mM		ShewMM_noCarbon
PV4	set2IT015	carbon source	Sodium L-Lactate	20	mM		ShewMM_noCarbon
PV4	set2IT016	carbon source	Sodium D,L-Lactate	20	mM		ShewMM_noCarbon
PV4	set2IT017	carbon source	Sodium pyruvate	20	mM		ShewMM_noCarbon
PV4	set2IT018	carbon source	Sodium succinate dibasic hexahydrate	10	mM		ShewMM_noCarbon
PV4	set2IT020	carbon source	L-Malic acid disodium salt monohydrate	10	mM		ShewMM_noCarbon
PV4	set2IT021	carbon source	L-Glutamine	10	mM		ShewMM_noCarbon
PV4	set2IT023	carbon source	Gelatin	1	mg/ml		ShewMM_noCarbon
PV4	set2IT024	carbon source	casamino acids	2	mg/ml		ShewMM_noCarbon
PV4	set2IT025	carbon source	N-Acetyl-D-Glucosamine	20	mM		ShewMM_noCarbon
Smeli	set1IT001	carbon source	D-Glucose	20	mM		RCH2_defined_noCarbon
Smeli	set1IT002	carbon source	D-Fructose	20	mM		RCH2_defined_noCarbon
Smeli	set1IT004	carbon source	L-Arabinose	20	mM		RCH2_defined_noCarbon
Smeli	set1IT005	carbon source	D-Arabinose	20	mM		RCH2_defined_noCarbon
Smeli	set1IT006	carbon source	D-Maltose monohydrate	20	mM		RCH2_defined_noCarbon
Smeli	set1IT007	carbon source	D-Xylose	20	mM		RCH2_defined_noCarbon
Smeli	set1IT008	carbon source	D-Galactose	20	mM		RCH2_defined_noCarbon
Smeli	set1IT009	carbon source	D-Raffinose pentahydrate	20	mM		RCH2_defined_noCarbon
Smeli	set1IT010	carbon source	L-Rhamnose monohydrate	20	mM		RCH2_defined_noCarbon
Smeli	set1IT011	carbon source	D-Ribose	20	mM		RCH2_defined_noCarbon
Smeli	set1IT012	carbon source	L-Fucose	20	mM		RCH2_defined_noCarbon
Smeli	set1IT013	carbon source	D-Cellobiose	20	mM		RCH2_defined_noCarbon
Smeli	set1IT014	carbon source	Sodium L-Lactate	20	mM		RCH2_defined_noCarbon
Smeli	set1IT015	carbon source	Sodium D,L-Lactate	20	mM		RCH2_defined_noCarbon
Smeli	set1IT016	carbon source	Sodium pyruvate	20	mM		RCH2_defined_noCarbon
Smeli	set1IT017	carbon source	Sodium succinate dibasic hexahydrate	20	mM		RCH2_defined_noCarbon
Smeli	set1IT019	carbon source	m-Inositol	20	mM		RCH2_defined_noCarbon
Smeli	set1IT020	carbon source	Glycerol	20	mM		RCH2_defined_noCarbon
Smeli	set1IT021	carbon source	D-Sorbitol	20	mM		RCH2_defined_noCarbon
Smeli	set1IT022	carbon source	L-Malic acid disodium salt monohydrate	20	mM		RCH2_defined_noCarbon
Smeli	set1IT023	carbon source	D-Trehalose dihydrate	20	mM		RCH2_defined_noCarbon
Smeli	set1IT024	carbon source	L-Histidine	20	mM		RCH2_defined_noCarbon
Smeli	set1IT025	carbon source	L-Lysine	20	mM		RCH2_defined_noCarbon
Smeli	set1IT026	carbon source	L-Glutamine	20	mM		RCH2_defined_noCarbon
Smeli	set1IT027	carbon source	L-Proline	20	mM		RCH2_defined_noCarbon
Smeli	set1IT028	carbon source	L-Leucine	20	mM		RCH2_defined_noCarbon
Smeli	set1IT030	carbon source	N-Acetyl-D-Glucosamine	20	mM		RCH2_defined_noCarbon
Smeli	set1IT031	carbon source	D-Glucosamine Hydrochloride	20	mM		RCH2_defined_noCarbon
Smeli	set1IT032	carbon source	Uridine	20	mM		RCH2_defined_noCarbon
Smeli	set1IT033	carbon source	D-Salicin	20	mM		RCH2_defined_noCarbon
Smeli	set1IT034	carbon source	Beta-Lactose	20	mM		RCH2_defined_noCarbon
Smeli	set1IT035	carbon source	D-Mannose	20	mM		RCH2_defined_noCarbon
Smeli	set1IT036	carbon source	D-Tagatose	20	mM		RCH2_defined_noCarbon
