orgId	locusId	sysName	geneName	desc	set1IT091 1664 hydathodes 6 dpi (Dna extract from 8 * 208 hydathodes and pooled together)	set2IT075 1600 hydathodes 6 dpi (Dna extract from 8 * 200 hydathodes and pooled together)	set2IT079 1664 hydathodes 6 dpi (Dna extract from 8 * 200 hydathodes and pooled together)	set2IT083 1648 hydathodes 6 dpi (Dna extract from 8 * 200 hydathodes and pooled together)	set2IT091 MOKA	set2IT092 Xantho_MME_glucose_casamino	set2IT093 Xantho_MME_glucose_dropout_LTH	set2IT094 Clovis xylem sap	set3IT072 MOKA	set3IT073 Xantho_MME_glucose_casamino	set3IT074 Xantho_MME_glucose_dropout_LTH	set3IT075 Clovis xylem sap	set3IT081 Xantho_MME_glucose_casamino	set3IT082 Xantho_MME_glucose_dropout_LTH	set3IT083 Clovis xylem sap	set3IT088 MOKA	set3IT089 Xantho_MME_glucose_casamino	set3IT090 Xantho_MME_glucose_dropout_LTH	set3IT091 Clovis xylem sap
Xantho	Xcc-8004.10.1	Xcc-8004.10.1		TPR domain protein, putative component of TonB system	-7.935	-7.761	-6.974	-7.215	-1.291	-1.116	0.527	-1.892	-1.533	0.143	0.832	-3.449	0.263	1.985	0.167	-2.223	-0.172	1.684	-3.443
Xantho	Xcc-8004.100.1	Xcc-8004.100.1		putative metalloprotease	1.038	1.862	0.595	2.796	-0.428	-0.631	0.651	-0.248	-0.013	-0.423	0.351	-0.286	-0.691	-0.040	0.825	0.164	0.576	-0.061	-0.392
Xantho	Xcc-8004.1000.1	Xcc-8004.1000.1		putative; ORF located using Glimmer/Genemark	0.767	-0.470	1.709	1.831	0.767	3.398	2.288	-1.351	-1.159	0.826	-0.026	1.288	0.942	-0.342	-0.308	0.309	0.398	-1.286	-0.134
Xantho	Xcc-8004.1001.1	Xcc-8004.1001.1		FIG01213217: hypothetical protein	0.071	1.122	0.354	0.287	-0.643	1.236	0.370	0.621	-0.125	-0.021	-1.257	0.370	-0.184	0.013	-0.033	-0.996	-0.560	-0.067	-0.039
Xantho	Xcc-8004.1002.1	Xcc-8004.1002.1		FIG01095481: hypothetical protein	0.279	0.535	-0.015	0.443	-0.645	-1.798	-0.966	-1.276	1.421	-1.916	-0.140	-1.185	-0.561	-1.297	0.101	-1.288	0.056	-0.290	1.031
Xantho	Xcc-8004.1003.1	Xcc-8004.1003.1		FIG027190: Putative transmembrane protein	1.269	-0.353	-0.921	-0.018	-1.631	-0.289	-0.257	-0.974	-1.474	0.440	-0.029	0.924	-0.040	-0.767	0.235	-2.525	0.179	-0.223	-0.145
Xantho	Xcc-8004.1005.1	Xcc-8004.1005.1		FIG01210629: hypothetical protein	-0.949	1.851	0.321	-0.277	0.171	-0.745	-0.737	-1.341	-0.227	0.150	0.890	0.174	0.607	0.123	0.207	0.153	-1.028	0.695	-0.312
Xantho	Xcc-8004.1007.1	Xcc-8004.1007.1		acetylxylan esterase	-0.194	-0.097	-0.001	-0.720	0.333	-0.401	-0.238	0.453	-1.096	-2.112	-0.755	-0.578	-1.015	0.244	-0.991	-0.933	-0.838	0.216	-0.382
Xantho	Xcc-8004.1008.1	Xcc-8004.1008.1		FIG01211317: hypothetical protein	0.188	-0.420	-0.820	-0.533	1.098	-0.157	-0.114	0.027	-0.979	-2.886	-1.532	0.301	-1.398	0.963	-1.390	-0.209	-0.849	2.409	-0.191
Xantho	Xcc-8004.1009.1	Xcc-8004.1009.1		Lysophospholipase L1 and related esterases	-0.453	2.017	0.893	-1.785	0.091	0.617	-1.962	-0.729	0.282	1.294	0.444	0.658	-0.306	-0.937	0.249	1.042	1.294	-2.163	0.053
Xantho	Xcc-8004.1010.1	Xcc-8004.1010.1		Aspartate aminotransferase (EC 2.6.1.1)	-4.161	-4.910	-7.320	-6.902	0.684	-2.295	-9.231	-5.236	0.527	-1.073	-7.662	-0.112	0.734	-8.239	-7.518	-0.051	-1.352	-7.872	-3.843
Xantho	Xcc-8004.1012.1	Xcc-8004.1012.1		hypothetical protein	-1.336	-2.335	0.807	0.667	0.348	0.355	0.015	0.191	0.924	0.099	0.275	0.391	0.937	-0.168	-0.328	-0.092	2.138	1.303	-0.005
Xantho	Xcc-8004.1014.1	Xcc-8004.1014.1		FIG01210031: hypothetical protein	0.767	0.194	0.245	-3.022	0.068	1.554	-1.268	-1.165	-1.607	-0.963	-1.024	0.840	0.383	-0.315	1.349	0.895	-0.639	2.297	0.765
Xantho	Xcc-8004.1015.1	Xcc-8004.1015.1		ThiJ/PfpI family protein	-0.510	0.004	2.308	-0.270	0.655	0.899	-0.007	0.088	0.358	1.754	0.680	0.543	0.991	-1.570	0.691	-0.304	1.263	1.238	-0.284
Xantho	Xcc-8004.1016.1	Xcc-8004.1016.1		Sucrose phosphorylase (EC 2.4.1.7)	-3.083	-2.948	-3.226	-4.124	0.190	0.185	1.052	-2.086	0.087	-0.413	-0.169	0.194	-1.229	0.713	-2.166	0.970	0.480	0.598	-0.488
Xantho	Xcc-8004.1017.1	Xcc-8004.1017.1		Predicted sucrose-specific TonB-dependent receptor	2.266	1.971	2.532	0.442	-0.540	-1.784	1.415	0.606	0.642	0.510	-0.257	0.959	1.206	0.439	-0.842	-0.808	0.850	0.848	1.645
Xantho	Xcc-8004.1018.1	Xcc-8004.1018.1		Sugar transporter	0.720	0.795	1.114	-1.291	-0.636	-1.058	-0.605	-0.346	0.725	-2.067	-0.398	-0.538	-0.278	-0.717	-0.081	-1.230	-1.505	-0.298	-0.801
Xantho	Xcc-8004.1019.1	Xcc-8004.1019.1		hypothetical protein	-0.624	-1.072	-0.170	-0.100	-1.202	-0.758	0.276	-0.039	-0.597	-1.557	-2.538	-2.298	0.036	0.132	-0.229	-1.336	-3.012	-0.625	-0.528
Xantho	Xcc-8004.102.1	Xcc-8004.102.1		oxidoreductase ylbE	-0.856	0.545	-0.113	1.481	1.029	2.101	0.301	0.528	-1.245	-0.890	-1.770	-1.293	-0.035	-1.709	0.711	-1.232	-0.560	-0.893	-0.813
Xantho	Xcc-8004.1022.1	Xcc-8004.1022.1		hypothetical protein	-6.035	-4.685	-2.627	-3.582	-0.686	-0.661	0.015	-0.620	0.880	1.160	0.354	0.693	-0.410	0.737	-2.012	0.709	1.628	2.032	-0.866
Xantho	Xcc-8004.1023.1	Xcc-8004.1023.1		Phosphate-specific outer membrane porin OprP ; Pyrophosphate-specific outer membrane porin OprO	-2.391	-6.811	-2.099	-4.985	0.587	-0.632	-0.311	-2.529	-0.469	0.801	0.991	1.174	-0.436	-0.005	-2.212	1.654	0.202	1.012	-0.414
Xantho	Xcc-8004.1026.1	Xcc-8004.1026.1		Tricarboxylate transport transcriptional regulator TctD	-0.861	-2.432	-0.546	-1.500	0.687	0.045	-0.200	-0.850	0.429	0.078	-0.287	-0.219	0.173	0.323	-0.676	-1.698	-0.527	-0.270	-0.100
Xantho	Xcc-8004.1027.1	Xcc-8004.1027.1		Two-component system sensor protein	-1.751	-1.424	-1.876	-1.564	-0.108	0.041	0.347	-0.270	0.072	-1.408	0.289	0.265	-0.693	-0.069	-0.214	-1.354	-1.782	-0.091	-0.594
Xantho	Xcc-8004.1028.1	Xcc-8004.1028.1		Sensor protein PhoQ (EC 2.7.13.3)	-3.940	-2.580	-6.794	-5.411	0.685	-0.299	2.167	0.797	-0.618	-1.001	-1.459	-1.350	-3.306	-1.534	-1.300	-0.443	-0.367	0.452	-0.869
Xantho	Xcc-8004.103.1	Xcc-8004.103.1		Nudix hydrolase family protein	0.079	0.161	2.577	2.275	0.760	1.385	1.320	1.346	-0.076	-0.279	1.899	1.834	0.636	0.184	0.184	-0.182	0.420	-0.367	-0.290
Xantho	Xcc-8004.1032.1	Xcc-8004.1032.1		Sensor histidine kinase	-0.359	0.691	0.122	0.164	-0.584	0.495	0.918	0.865	-0.193	1.440	1.846	2.357	-0.096	-1.147	-0.613	1.571	2.069	1.082	0.430
Xantho	Xcc-8004.1033.1	Xcc-8004.1033.1		hypothetical protein	0.182	-0.267	1.411	0.732	-0.913	-1.302	-0.982	-2.188	-0.118	0.231	-1.834	-1.211	-1.860	-1.711	0.222	-0.975	-0.945	-1.379	-3.158
Xantho	Xcc-8004.1034.1	Xcc-8004.1034.1		Aerobic C4-dicarboxylate transporter for fumarate, L-malate, D-malate, succunate, aspartate	-0.753	-1.418	-1.213	-1.097	0.440	0.467	-0.532	0.473	0.150	0.373	-0.138	2.550	0.207	-0.184	-2.486	0.512	-0.271	0.543	1.078
Xantho	Xcc-8004.1036.1	Xcc-8004.1036.1		Alpha-1,2-mannosidase	2.205	0.938	0.280	0.076	-1.435	-1.062	-0.077	-1.061	0.984	0.378	1.346	0.599	-0.710	-0.880	-0.576	0.165	0.268	0.792	-1.057
Xantho	Xcc-8004.1037.1	Xcc-8004.1037.1		FIG01211600: hypothetical protein	0.605	-0.012	-0.923	-2.742	-1.380	-0.930	0.671	0.744	1.836	0.354	-0.024	-0.704	1.390	0.664	-0.113	1.127	-0.532	0.052	-0.545
Xantho	Xcc-8004.1038.1	Xcc-8004.1038.1		Glycosyltransferase	-2.607	-0.201	-1.151	-0.272	-0.098	-0.077	1.147	1.241	1.443	0.924	1.439	-0.362	0.849	1.040	0.041	-1.241	-0.326	-0.953	-1.888
Xantho	Xcc-8004.1039.1	Xcc-8004.1039.1		Arginine/ornithine antiporter ArcD	-0.312	-1.917	-1.860	-0.291	-0.501	1.019	1.287	-0.028	0.062	-0.159	0.103	-0.486	-0.071	0.206	-0.536	-1.920	-1.780	-1.494	-1.606
Xantho	Xcc-8004.104.1	Xcc-8004.104.1		Permease	1.191	-0.641	0.236	1.898	-0.306	0.539	-0.520	0.210	0.570	2.434	0.959	-0.284	0.827	1.057	-1.092	-0.400	0.625	-1.157	0.201
Xantho	Xcc-8004.1045.1	Xcc-8004.1045.1		hypothetical protein	1.328	-0.018	-0.341	-0.380	-0.413	0.580	-1.017	-1.880	0.875	2.571	0.160	0.310	-0.789	-1.818	-0.120	-1.053	-0.822	0.718	-1.038
Xantho	Xcc-8004.1047.1	Xcc-8004.1047.1		GGDEF family protein	-0.280	0.043	-0.487	0.119	0.191	-0.165	0.047	0.533	0.767	-0.134	-1.413	-0.057	-0.134	-1.447	0.965	0.264	-0.701	-0.106	-0.007
Xantho	Xcc-8004.1048.1	Xcc-8004.1048.1		Transcriptional regulator lysR family	0.636	-1.358	2.271	0.517	-0.057	0.363	0.655	-1.993	-0.998	1.895	-0.167	1.543	3.844	1.094	-0.954	-0.259	-0.529	-0.020	1.285
Xantho	Xcc-8004.1049.1	Xcc-8004.1049.1		3-isopropylmalate dehydratase large subunit (EC 4.2.1.33)	-9.573	-6.936	-9.446	-5.623	-0.296	-2.886	-8.361	-0.656	0.595	-2.041	-8.794	0.401	-0.829	-8.474	-1.361	-0.165	-1.455	-8.526	0.866
Xantho	Xcc-8004.1050.1	Xcc-8004.1050.1		3-isopropylmalate dehydratase small subunit (EC 4.2.1.33)	-2.113	-3.466	-3.892	-3.296	-0.376	-0.693	-3.495	-0.590	0.503	0.033	-5.510	-0.166	-0.532	-5.943	-2.818	-0.553	0.022	-3.043	1.084
Xantho	Xcc-8004.1052.1	Xcc-8004.1052.1		hypothetical protein	0.528	1.257	1.115	0.964	-0.443	2.438	-1.414	-0.088	0.639	1.034	1.312	1.135	1.810	1.902	0.994	-0.008	0.670	-0.785	0.814
Xantho	Xcc-8004.1053.1	Xcc-8004.1053.1		3-isopropylmalate dehydrogenase (EC 1.1.1.85)	-9.444	-7.984	-8.924	-6.477	-2.199	1.150	-7.776	-1.767	-0.308	-1.431	-6.928	-1.088	1.485	-8.586	-2.662	-2.003	-1.508	-9.398	-2.303
Xantho	Xcc-8004.1055.1	Xcc-8004.1055.1		hypothetical protein	-0.862	0.494	0.210	0.232	1.082	1.011	0.869	0.291	2.970	1.047	1.137	0.603	0.677	-0.876	0.336	2.131	0.709	1.018	1.653
Xantho	Xcc-8004.1056.1	Xcc-8004.1056.1		2-isopropylmalate synthase (EC 2.3.3.13)	-1.439	-4.739	-4.355	-3.323	-0.895	-1.177	-3.572	2.017	0.513	0.910	-2.377	0.096	-0.606	-2.761	2.310	0.103	0.127	-2.809	1.360
Xantho	Xcc-8004.1057.1	Xcc-8004.1057.1		Threonine dehydratase (EC 4.3.1.19)	-10.630	-11.040	-11.082	-6.783	-0.577	1.405	-1.485	0.280	-0.227	-0.461	-1.864	-0.079	-0.556	-2.397	1.363	0.397	0.890	-3.657	0.267
Xantho	Xcc-8004.1058.1	Xcc-8004.1058.1		Acetolactate synthase small subunit (EC 2.2.1.6), Xanthomonadales type	-4.440	-3.528	-2.127	-2.270	-1.530	-0.216	-1.471	-1.473	0.384	0.296	-0.151	0.967	0.397	-0.105	-1.557	-1.363	0.111	-1.025	-0.675
Xantho	Xcc-8004.1059.1	Xcc-8004.1059.1		Acetolactate synthase large subunit (EC 2.2.1.6)	-10.584	-5.947	-6.333	-7.348	0.674	0.779	-2.180	-1.630	-0.203	1.474	-2.609	-0.088	-0.127	-2.620	-0.544	-0.001	0.495	-2.201	-0.798
Xantho	Xcc-8004.106.1	Xcc-8004.106.1		Esterase/lipase	1.255	1.468	-0.293	0.381	0.895	1.064	1.205	0.143	-0.991	0.175	0.177	-0.211	1.265	0.527	1.407	0.707	1.177	0.832	1.353
Xantho	Xcc-8004.1060.1	Xcc-8004.1060.1		Ketol-acid reductoisomerase (EC 1.1.1.86)	-10.447	-10.711	-11.233	-9.910	-0.194	-1.252	-1.018	2.330	-0.421	1.385	0.800	2.966	-0.598	-0.046	1.972	0.306	1.028	0.542	2.954
Xantho	Xcc-8004.1061.1	Xcc-8004.1061.1		Gamma-glutamyltranspeptidase (EC 2.3.2.2)	-1.318	1.725	1.092	-0.495	0.947	-0.432	-0.568	-0.018	0.387	0.234	1.136	0.563	-0.508	0.226	-0.130	0.402	1.090	0.637	1.495
Xantho	Xcc-8004.1062.1	Xcc-8004.1062.1		chemotaxis protein	2.697	-1.322	0.227	0.595	0.676	-0.463	0.552	-1.169	-1.053	-0.892	-0.631	-1.159	0.530	-0.507	-0.684	-0.158	0.194	1.103	0.150
Xantho	Xcc-8004.1063.1	Xcc-8004.1063.1		hypothetical protein	-0.250	0.897	0.556	-0.088	0.578	0.593	0.373	1.393	0.369	1.268	0.773	0.844	0.319	0.983	1.402	0.414	0.806	0.719	2.082
Xantho	Xcc-8004.1064.1	Xcc-8004.1064.1		hypothetical protein	1.629	0.737	1.310	0.934	-0.883	1.133	-1.757	0.458	-0.584	-0.206	-0.256	0.583	2.635	0.775	-0.766	-0.813	-1.559	-1.662	-0.709
Xantho	Xcc-8004.1066.1	Xcc-8004.1066.1		hypothetical protein	-4.890	-3.661	-3.118	-2.584	0.376	-1.428	-0.365	-0.238	-0.190	0.213	-0.390	-0.190	-0.796	-0.871	0.846	-1.005	-0.717	-2.351	-0.567
Xantho	Xcc-8004.1068.1	Xcc-8004.1068.1		Transcriptional activator cadC	-0.610	-0.688	-0.173	-0.025	1.151	0.381	-0.933	0.824	1.686	2.467	1.824	2.194	1.823	0.951	-0.151	0.375	0.779	1.926	-0.811
Xantho	Xcc-8004.1069.1	Xcc-8004.1069.1		Transcriptional regulator	-2.040	0.165	0.067	-0.145	0.446	1.390	0.424	0.425	0.963	0.802	0.418	1.072	1.252	1.160	0.732	0.009	-0.405	0.050	-0.074
Xantho	Xcc-8004.107.1	Xcc-8004.107.1		AtsE	2.565	-1.163	-0.037	-0.725	0.294	-0.368	-0.707	0.728	0.405	0.183	0.032	-0.919	-1.939	-3.469	-0.510	-0.909	-0.253	-1.173	-0.012
Xantho	Xcc-8004.1071.1	Xcc-8004.1071.1		hypothetical protein	-1.256	-2.693	-2.652	-0.364	-1.639	-1.273	-0.060	-0.458	-1.247	-0.738	0.463	0.835	-0.641	-0.201	-0.299	-1.222	-0.796	0.404	0.176
Xantho	Xcc-8004.1072.1	Xcc-8004.1072.1		response regulator	-2.027	1.163	-0.767	-0.302	0.413	-0.878	0.472	1.880	-0.869	-1.793	-0.438	1.011	0.030	2.753	-0.477	-0.090	1.699	0.783	0.955
Xantho	Xcc-8004.1075.1	Xcc-8004.1075.1		FIG01210920: hypothetical protein	0.690	-0.398	0.346	1.965	0.226	-1.446	-0.848	0.578	0.042	-1.439	-0.702	-1.245	-2.022	-0.749	-0.860	0.812	-0.616	0.566	-0.261
Xantho	Xcc-8004.1076.1	Xcc-8004.1076.1		Pyrophosphate-energized proton pump (EC 3.6.1.1)	-0.023	-0.018	-1.492	-1.415	0.064	-0.281	-1.192	0.987	0.490	-1.173	-1.809	0.547	-0.763	-0.551	1.599	-0.451	-0.242	0.332	-1.251
Xantho	Xcc-8004.1077.1	Xcc-8004.1077.1		FIG01210548: hypothetical protein	-1.483	1.124	-2.243	-1.592	0.490	-0.478	0.724	1.118	-0.796	-0.554	-1.207	-1.573	-1.191	-0.917	-1.307	-1.721	-0.039	0.449	0.091
Xantho	Xcc-8004.1078.1	Xcc-8004.1078.1		FIG01210018: hypothetical protein	0.336	-0.793	-1.185	-0.247	-1.232	0.282	-1.439	0.147	-0.044	-1.350	-0.258	-0.256	-1.449	-0.312	-0.498	0.410	-0.697	0.182	-0.077
Xantho	Xcc-8004.108.1	Xcc-8004.108.1		Thiosulfate sulfurtransferase, rhodanese (EC 2.8.1.1)	-1.344	-0.496	0.233	-0.042	-0.600	0.194	0.582	-0.512	-0.538	-0.121	0.664	0.293	0.385	1.067	-0.398	-0.157	-0.978	0.565	0.229
Xantho	Xcc-8004.1080.1	Xcc-8004.1080.1		FIG01211990: hypothetical protein	-0.587	0.385	0.186	-0.204	-2.373	0.256	-0.012	-0.494	0.905	-0.110	0.616	-1.158	1.401	0.117	1.145	0.591	0.240	0.701	1.672
Xantho	Xcc-8004.1082.1	Xcc-8004.1082.1		FIG01211203: hypothetical protein	-0.109	2.090	-2.157	-0.864	-0.459	1.487	-1.705	-0.022	-2.209	0.015	0.141	0.068	1.355	1.638	0.769	0.844	0.323	-0.295	-0.505
Xantho	Xcc-8004.1085.1	Xcc-8004.1085.1		FIG01212308: hypothetical protein	1.221	0.564	-0.430	-1.024	2.972	0.623	0.661	1.874	1.404	-0.434	2.133	1.724	2.206	2.189	-0.827	-0.184	0.564	-0.156	1.383
Xantho	Xcc-8004.1086.1	Xcc-8004.1086.1		putative; ORF located using Glimmer/Genemark	-2.161	0.293	0.593	-0.492	-0.750	0.334	1.430	0.974	0.959	-2.054	0.544	0.290	-2.122	0.463	-0.245	0.832	-0.955	-2.095	1.597
Xantho	Xcc-8004.109.1	Xcc-8004.109.1		L-Proline/Glycine betaine transporter ProP	1.205	0.650	-0.121	1.645	-0.445	0.210	0.805	0.410	0.046	0.353	0.272	0.547	-0.317	0.184	0.744	0.092	0.024	0.153	0.549
Xantho	Xcc-8004.1090.1	Xcc-8004.1090.1		hypothetical protein	0.335	0.177	1.446	-0.645	0.447	-1.746	-2.223	0.150	-0.986	-1.962	-1.703	-0.779	-0.830	0.014	-0.078	-0.124	0.525	1.197	0.436
Xantho	Xcc-8004.1093.1	Xcc-8004.1093.1		Inner membrane protein of type IV secretion of T-DNA complex, VirB6	0.778	-0.392	-0.387	-0.241	-0.624	-3.068	-1.089	-0.606	0.986	-0.820	-0.597	-1.173	-1.863	-1.282	-0.171	0.438	-2.240	-0.708	-0.193
Xantho	Xcc-8004.1095.1	Xcc-8004.1095.1		FIG01212265: hypothetical protein	-1.440	-0.189	-0.080	-0.220	-0.832	-1.171	-0.685	-0.104	0.587	0.303	-0.170	-0.047	-1.622	-1.899	0.336	1.455	0.622	0.512	0.559
Xantho	Xcc-8004.1097.1	Xcc-8004.1097.1		FIG01210707: hypothetical protein	-0.193	-1.244	2.080	-1.215	0.412	-1.000	-0.610	-0.809	-0.048	-1.220	1.449	-0.191	0.788	0.445	-1.726	-0.750	0.721	0.668	-0.450
Xantho	Xcc-8004.1098.1	Xcc-8004.1098.1		FIG01212099: hypothetical protein	0.123	0.407	1.767	-0.554	-0.128	0.072	-0.471	-1.186	0.010	0.346	-1.199	-1.262	0.981	-0.622	-0.505	0.150	-0.768	-0.222	0.830
Xantho	Xcc-8004.1099.1	Xcc-8004.1099.1		Inner membrane protein of type IV secretion of T-DNA complex, VirB6	-0.756	0.794	0.207	-2.226	0.646	0.782	0.663	1.801	-0.038	-1.423	0.790	-0.229	1.119	1.218	-0.564	-0.865	-2.198	-0.375	-0.704
Xantho	Xcc-8004.1102.1	Xcc-8004.1102.1		Minor pilin of type IV secretion complex, VirB5	1.166	-0.006	0.136	-0.246	0.846	-0.235	0.286	0.173	-0.678	-1.668	-1.809	-0.759	0.754	-2.308	0.074	0.052	-1.095	0.650	0.331
Xantho	Xcc-8004.1103.1	Xcc-8004.1103.1		hypothetical protein	1.003	-0.556	1.029	-0.062	-1.067	-1.263	-0.669	0.488	-0.270	-1.753	0.507	-1.980	-0.728	-0.487	-0.761	1.444	0.971	0.411	1.140
Xantho	Xcc-8004.1104.1	Xcc-8004.1104.1		hypothetical protein	-0.311	0.047	-1.413	1.020	-1.111	-0.621	-0.260	-0.588	-0.369	-0.399	0.407	-0.744	0.595	0.091	0.965	1.351	0.603	0.394	0.283
Xantho	Xcc-8004.1107.1	Xcc-8004.1107.1		UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase (EC 6.3.2.-)	-2.731	-2.414	-4.070	-4.546	0.501	-0.700	-0.122	-1.982	-0.394	0.773	0.043	-1.470	-0.370	-0.357	-5.629	0.563	0.075	-0.086	-1.996
Xantho	Xcc-8004.1108.1	Xcc-8004.1108.1		Uncharacterized protein, similar to the N-terminal domain of Lon protease	0.385	-0.787	0.156	-0.466	-1.688	-0.066	0.318	-0.349	0.188	0.807	0.421	2.033	-1.620	-0.224	0.059	-0.585	-0.301	-0.345	0.547
Xantho	Xcc-8004.1109.1	Xcc-8004.1109.1		FIG01211035: hypothetical protein	-0.117	-0.546	-0.496	-0.152	0.707	-0.256	-0.308	0.359	1.964	-0.504	0.852	1.012	-0.373	-0.258	0.883	2.198	1.469	0.870	0.590
Xantho	Xcc-8004.111.1	Xcc-8004.111.1		FIG01211861: hypothetical protein	0.310	1.207	0.174	-1.274	-1.687	-1.570	-0.482	-1.035	-1.142	-0.507	-0.585	0.169	0.116	0.466	-0.161	0.052	0.104	-1.061	-0.974
Xantho	Xcc-8004.1110.1	Xcc-8004.1110.1		DedA protein	-0.933	-1.201	-1.611	0.414	-0.017	0.221	0.933	0.488	0.685	0.419	0.472	0.200	-0.099	-0.434	1.858	0.027	-0.563	1.395	-0.209
Xantho	Xcc-8004.1111.1	Xcc-8004.1111.1		FIG01211770: hypothetical protein	-0.770	-0.585	-0.229	0.761	-1.127	-0.655	-0.437	0.664	-0.101	0.457	0.307	-0.528	-0.497	0.320	0.592	0.037	-1.619	-0.193	-0.533
Xantho	Xcc-8004.1112.1	Xcc-8004.1112.1		Short chain dehydrogenase	0.786	0.320	0.327	-1.525	-0.020	1.017	-0.329	0.444	1.790	0.816	-0.051	0.464	0.305	-0.433	-0.247	0.584	0.154	-0.104	1.210
Xantho	Xcc-8004.1113.1	Xcc-8004.1113.1		hypothetical protein	2.684	1.301	-1.176	0.147	0.478	-0.242	-0.153	-0.795	-0.207	-2.353	1.323	0.331	-1.490	1.788	-1.462	0.209	-1.111	-0.872	0.904
Xantho	Xcc-8004.1115.1	Xcc-8004.1115.1		FIG01210202: hypothetical protein	-0.004	0.214	2.250	-1.121	-1.264	-0.888	-1.178	-1.597	-0.267	-0.371	-0.489	-1.104	1.315	0.555	1.097	-0.549	-0.618	-0.505	-0.483
Xantho	Xcc-8004.1116.1	Xcc-8004.1116.1		Potassium voltage-gated channel subfamily KQT; possible potassium channel, VIC family	-0.280	0.646	0.913	-0.169	-0.650	0.098	-0.749	0.509	0.395	0.384	0.417	-0.521	0.289	-0.145	-0.502	1.322	0.386	-0.583	0.375
Xantho	Xcc-8004.1117.1	Xcc-8004.1117.1		hypothetical protein	-2.458	-1.105	-1.420	-1.450	-1.000	0.580	-1.405	-0.730	-2.489	-0.018	0.610	-0.303	0.850	0.754	-0.374	2.217	-0.154	0.964	1.041
Xantho	Xcc-8004.1118.1	Xcc-8004.1118.1		hypothetical protein	0.458	1.304	1.344	-0.019	-0.818	-0.444	0.162	-1.491	-0.558	-0.442	-0.738	0.290	0.857	0.593	-0.489	0.018	-0.869	1.539	0.633
Xantho	Xcc-8004.112.1	Xcc-8004.112.1		Staphylolytic protease preproenzyme LasA	0.567	-0.569	-0.140	2.302	1.219	0.582	0.591	1.676	-0.561	-1.271	-0.921	-1.627	-0.283	-0.577	-1.756	-1.174	-1.226	-0.616	-0.231
Xantho	Xcc-8004.1120.1	Xcc-8004.1120.1		putative; ORF located using Glimmer/Genemark	-0.562	0.625	-0.160	-1.072	-0.272	-1.873	-0.216	0.411	-2.056	0.020	-2.736	-0.905	-1.494	-2.181	0.677	-0.442	-0.158	-1.501	-0.609
Xantho	Xcc-8004.1121.1	Xcc-8004.1121.1		hypothetical protein	1.084	1.385	-0.420	-1.534	0.564	0.438	0.280	-1.124	0.454	-0.855	-1.708	-1.730	-0.799	-1.680	-1.017	0.468	0.717	0.525	-0.319
Xantho	Xcc-8004.1122.1	Xcc-8004.1122.1		Flavin monoamine oxidase-related protein	0.556	-0.171	-1.126	0.082	0.021	-0.020	0.269	-0.793	0.810	0.689	-2.044	-0.594	-0.741	-1.262	-0.664	-0.244	-1.487	-0.587	-0.738
Xantho	Xcc-8004.1123.1	Xcc-8004.1123.1		Cytochrome C6	0.418	-0.924	0.516	1.356	0.440	-1.399	-0.717	-1.250	-0.384	0.153	0.355	0.236	0.459	1.553	-0.210	-0.491	0.862	0.237	1.140
Xantho	Xcc-8004.1124.1	Xcc-8004.1124.1		RidA/YER057c/UK114 superfamily, group 3	-0.132	-1.175	0.698	-0.321	-1.048	0.554	-1.058	0.389	-0.253	-0.038	-1.767	-3.439	-1.528	-1.982	1.664	0.523	-0.381	-0.503	-0.119
Xantho	Xcc-8004.1125.1	Xcc-8004.1125.1		Periplasmic aromatic amino acid aminotransferase beta precursor (EC 2.6.1.57)	-0.203	-1.333	-0.466	-0.672	0.975	0.362	-1.031	-0.585	0.805	-1.676	-1.004	-0.626	-0.725	-1.379	0.697	-1.287	-1.003	-0.006	-0.802
Xantho	Xcc-8004.1126.1	Xcc-8004.1126.1		Electron transfer protein azurin I	-1.617	2.368	-0.093	0.999	0.818	-0.989	3.104	1.350	0.540	0.925	0.594	-0.272	-1.508	0.490	-0.695	-1.086	-0.146	-1.746	0.804
Xantho	Xcc-8004.1127.1	Xcc-8004.1127.1		transcriptional regulator	-1.257	-0.288	-2.701	0.706	0.834	-0.881	-0.916	-0.503	0.529	0.280	-0.502	-1.316	0.387	-0.709	0.094	-0.920	-0.634	-0.316	-0.419
Xantho	Xcc-8004.1129.1	Xcc-8004.1129.1		Oar protein	0.012	0.661	-0.542	0.615	0.225	-0.331	0.645	0.178	-0.542	-0.695	-0.016	0.926	-1.617	-0.032	-0.104	-0.040	-1.122	-0.897	-0.244
Xantho	Xcc-8004.113.1	Xcc-8004.113.1		SAM-dependent methyltransferases	0.941	0.591	-0.570	0.310	-0.084	0.164	1.330	0.287	0.418	-0.444	-1.099	-0.287	-0.089	-1.013	1.165	-0.102	-0.056	-0.702	-1.323
Xantho	Xcc-8004.1130.1	Xcc-8004.1130.1		Oar protein	-0.075	-1.057	0.565	-0.583	-0.055	-0.491	-0.004	0.452	0.356	1.300	1.576	1.128	1.451	1.641	0.547	-0.874	-0.266	-0.191	0.059
