orgId	locusId	sysName	geneName	desc	set1IT091 1664 hydathodes 6 dpi (Dna extract from 8 * 208 hydathodes and pooled together)	set2IT075 1600 hydathodes 6 dpi (Dna extract from 8 * 200 hydathodes and pooled together)	set2IT079 1664 hydathodes 6 dpi (Dna extract from 8 * 200 hydathodes and pooled together)	set2IT083 1648 hydathodes 6 dpi (Dna extract from 8 * 200 hydathodes and pooled together)	set2IT091 MOKA	set2IT092 Xantho_MME_glucose_casamino	set2IT093 Xantho_MME_glucose_dropout_LTH	set2IT094 Clovis xylem sap	set3IT072 MOKA	set3IT073 Xantho_MME_glucose_casamino	set3IT074 Xantho_MME_glucose_dropout_LTH	set3IT075 Clovis xylem sap	set3IT081 Xantho_MME_glucose_casamino	set3IT082 Xantho_MME_glucose_dropout_LTH	set3IT083 Clovis xylem sap	set3IT088 MOKA	set3IT089 Xantho_MME_glucose_casamino	set3IT090 Xantho_MME_glucose_dropout_LTH	set3IT091 Clovis xylem sap
Xantho	Xcc-8004.223.1	Xcc-8004.223.1		FIG01211456: hypothetical protein	-1.244	-0.839	-0.133	0.572	0.992	1.740	1.129	0.168	0.392	0.826	0.839	0.891	0.590	0.454	-0.193	0.591	-0.238	0.025	-0.141
Xantho	Xcc-8004.2230.1	Xcc-8004.2230.1		ubiquinol cytochrome C oxidoreductase, cytochrome C1 subunit	-1.960	-1.597	-0.080	1.123	-2.038	-0.617	-0.851	-0.096	0.360	-0.121	-0.268	1.705	1.204	0.495	-1.754	0.814	-0.116	-0.313	0.319
Xantho	Xcc-8004.2231.1	Xcc-8004.2231.1		Stringent starvation protein A	1.449	2.118	-0.334	1.247	0.224	-0.097	0.385	2.416	-1.382	-0.902	0.199	-0.348	-1.085	0.396	8.534	-1.201	-0.530	-1.854	0.599
Xantho	Xcc-8004.2232.1	Xcc-8004.2232.1		Stringent starvation protein B	0.116	-1.571	-0.618	-1.562	-0.191	-0.162	0.228	-0.804	-0.865	0.485	0.164	0.338	1.878	0.871	0.989	0.348	0.444	-0.504	0.400
Xantho	Xcc-8004.2233.1	Xcc-8004.2233.1		FIG01211497: hypothetical protein	0.558	1.490	1.233	0.973	0.140	0.108	-0.292	-0.509	0.078	0.250	0.055	0.850	-1.407	0.150	0.052	0.078	-0.368	-0.143	-0.145
Xantho	Xcc-8004.2234.1	Xcc-8004.2234.1		FIG01210056: hypothetical protein	0.292	-1.133	-0.897	1.876	1.170	-0.897	0.264	-0.584	-0.054	-0.825	-1.242	-1.499	-2.086	-1.083	0.409	-1.897	-2.765	-1.161	-1.968
Xantho	Xcc-8004.2235.1	Xcc-8004.2235.1		Lhr-like helicases	0.767	0.888	0.940	-0.941	-0.180	1.240	-0.822	0.675	0.349	0.904	0.451	-0.409	0.737	0.292	-0.138	1.143	1.132	0.702	-0.304
Xantho	Xcc-8004.2237.1	Xcc-8004.2237.1		DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	1.352	0.656	0.635	0.684	-0.160	0.278	-0.799	0.201	-0.013	-0.172	-0.859	-0.376	0.408	-0.694	-0.329	-0.583	0.529	-0.330	-0.050
Xantho	Xcc-8004.2238.1	Xcc-8004.2238.1		chemotaxis protein	-0.391	0.615	0.148	-0.586	-0.330	-0.047	-0.655	-0.351	1.228	0.005	-0.123	-0.391	-0.822	0.499	-0.274	-0.199	0.054	-0.475	0.316
Xantho	Xcc-8004.2239.1	Xcc-8004.2239.1		Positive regulator of CheA protein activity (CheW)	-0.516	-0.229	0.108	-0.186	-0.567	0.107	0.075	-0.441	0.584	0.439	0.590	0.232	-0.393	-1.123	-0.169	-0.193	-0.833	-1.805	0.360
Xantho	Xcc-8004.224.1	Xcc-8004.224.1		FIG01210717: hypothetical protein	-0.580	0.357	0.636	-0.016	-0.239	-1.737	0.574	-0.361	1.552	0.641	0.417	1.742	-0.185	-0.615	-0.820	-0.604	0.541	0.086	-0.222
Xantho	Xcc-8004.2240.1	Xcc-8004.2240.1		Diguanylate cyclase (GGDEF domain) with GAF sensor	-1.645	0.282	-1.317	0.184	0.103	-0.400	0.573	1.666	0.405	-1.683	-0.492	-0.434	-0.439	-0.969	-0.417	-0.958	-1.643	-0.190	-0.936
Xantho	Xcc-8004.2242.1	Xcc-8004.2242.1		hypothetical protein	-0.535	1.638	-0.173	-1.060	0.314	0.086	-0.893	-0.001	0.899	2.028	0.471	1.289	-0.589	-1.077	-1.498	-0.783	0.363	0.834	-0.352
Xantho	Xcc-8004.2243.1	Xcc-8004.2243.1		FIG01209978: hypothetical protein	1.348	-0.542	0.497	1.604	0.643	-1.347	-0.484	0.261	0.175	-0.588	0.395	-0.556	-0.675	0.258	-0.377	0.785	0.146	-0.659	-0.868
Xantho	Xcc-8004.2245.1	Xcc-8004.2245.1		Virulence regulator	-2.175	1.383	-0.753	-0.338	-1.056	-0.720	-2.819	-1.368	-2.349	-1.293	-1.613	-0.633	-1.129	-1.842	-1.024	-2.533	-2.123	-1.713	-1.116
Xantho	Xcc-8004.2246.1	Xcc-8004.2246.1		FIG01211121: hypothetical protein	-0.419	-0.081	0.670	-0.627	0.007	0.354	1.855	-0.023	0.905	-1.570	-0.437	-0.842	-1.921	-1.251	0.556	2.236	3.407	1.555	1.337
Xantho	Xcc-8004.2247.1	Xcc-8004.2247.1		ATP-dependent DNA ligase (EC 6.5.1.1) clustered with Ku protein, LigD	-0.556	-0.036	1.039	0.232	-0.424	0.195	-0.058	-0.228	-0.321	0.267	0.554	0.885	0.064	1.068	-0.225	0.282	0.658	1.502	0.689
Xantho	Xcc-8004.2248.1	Xcc-8004.2248.1		Ribonuclease D (EC 3.1.26.3)	0.941	0.496	0.830	1.501	-1.580	-0.352	-0.351	0.887	1.437	2.879	2.817	1.818	1.009	2.033	1.039	-0.538	1.241	0.807	-0.599
Xantho	Xcc-8004.2249.1	Xcc-8004.2249.1		serine/threonine kinase	-2.315	-2.247	-1.114	-2.212	0.777	0.197	0.416	2.710	-0.012	-1.171	-1.423	0.179	0.178	-0.596	2.205	0.407	-0.587	0.110	-0.208
Xantho	Xcc-8004.2250.1	Xcc-8004.2250.1		Virulence protein	-1.170	1.155	-0.129	-1.665	0.402	0.123	-1.591	0.053	0.899	-0.835	0.599	-0.192	-1.247	0.021	-0.069	-0.318	-0.678	-0.625	0.112
Xantho	Xcc-8004.2251.1	Xcc-8004.2251.1		Exodeoxyribonuclease VII large subunit (EC 3.1.11.6)	-1.676	-0.697	1.194	-1.131	-0.824	-2.256	-0.982	0.086	-1.569	-0.780	0.303	0.911	-1.472	-2.972	-1.291	-0.768	-2.019	-0.706	-0.367
Xantho	Xcc-8004.2252.1	Xcc-8004.2252.1		Epoxyqueuosine (oQ) reductase QueG	-1.721	0.957	-0.762	0.460	0.243	-0.563	0.381	-0.347	-0.186	0.157	-0.458	-1.316	-0.461	-1.097	0.226	-0.363	-0.796	-0.102	-0.173
Xantho	Xcc-8004.2253.1	Xcc-8004.2253.1		NAD(P)HX epimerase / NAD(P)HX dehydratase	0.828	1.034	0.280	-2.738	-1.492	-0.204	-0.359	-0.953	0.578	-0.075	-0.377	-0.068	-0.494	0.289	-0.406	0.061	0.668	0.060	0.370
Xantho	Xcc-8004.2256.1	Xcc-8004.2256.1		DNA mismatch repair protein MutL	-1.482	0.087	-0.538	0.199	0.189	-0.065	-0.732	-0.244	-0.536	-0.295	0.120	0.146	0.020	0.305	-1.165	0.621	0.367	-0.017	0.256
Xantho	Xcc-8004.2257.1	Xcc-8004.2257.1		FIG01209920: hypothetical protein	-0.497	0.096	0.204	0.601	-0.011	0.248	-0.419	0.484	0.897	-0.529	-1.157	0.677	-0.483	-0.961	0.328	-0.161	-1.195	0.752	-0.143
Xantho	Xcc-8004.2258.1	Xcc-8004.2258.1		FIG01210620: hypothetical protein	0.352	0.367	-0.240	-0.435	-0.209	-0.163	-1.044	-0.989	0.993	-0.151	0.114	0.180	-2.475	-0.756	0.883	1.291	1.132	1.044	0.481
Xantho	Xcc-8004.2259.1	Xcc-8004.2259.1		PhbF	0.263	0.202	-2.274	-3.005	-4.107	-4.589	-5.513	-1.576	-3.881	-4.560	-4.618	-1.446	-6.339	-4.747	-3.448	-1.899	-3.395	-5.719	-1.941
Xantho	Xcc-8004.226.1	Xcc-8004.226.1		Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits	-0.599	-1.353	-0.235	-0.569	-0.457	-0.058	-1.829	-0.987	1.200	-0.925	-0.420	0.160	-0.494	-1.013	-0.111	-0.128	-0.649	-1.055	0.788
Xantho	Xcc-8004.2260.1	Xcc-8004.2260.1		Acetoacetyl-CoA reductase (EC 1.1.1.36)	-8.917	-5.746	-5.602	-6.720	1.814	1.293	3.284	-3.345	0.515	1.759	4.126	-1.515	1.393	2.682	-2.400	0.230	1.167	-0.844	-5.004
Xantho	Xcc-8004.2261.1	Xcc-8004.2261.1		glutamyl-Q-tRNA synthetase	-0.599	-0.862	-0.761	-0.481	-1.784	-0.019	-0.260	0.191	0.411	0.104	-0.481	-0.564	-0.110	-0.416	0.685	-0.666	-1.168	-1.049	-0.046
Xantho	Xcc-8004.2262.1	Xcc-8004.2262.1		Probable protease htpX homolog (EC 3.4.24.-)	1.013	-0.741	0.756	1.100	0.160	1.366	0.227	-0.027	-0.439	-0.501	0.116	0.883	1.020	1.104	0.263	0.431	-0.376	0.821	0.673
Xantho	Xcc-8004.2263.1	Xcc-8004.2263.1		FOG: PAS/PAC domain	-2.222	-0.269	0.772	-0.824	-0.031	-0.185	-0.230	-0.016	0.717	0.900	1.188	0.825	0.028	0.086	0.679	-0.373	-1.194	0.043	-0.281
Xantho	Xcc-8004.2264.1	Xcc-8004.2264.1		FIG01211838: hypothetical protein	-0.847	-2.042	-0.581	-0.920	1.499	0.788	0.472	0.918	0.256	1.609	0.724	1.066	0.411	1.698	-0.216	-0.445	-0.005	0.070	-0.161
Xantho	Xcc-8004.2265.1	Xcc-8004.2265.1		YaeQ protein	-0.361	-1.358	0.887	0.214	-1.209	0.175	0.372	0.293	-0.767	-0.477	-0.061	0.353	1.121	0.234	1.742	0.369	-0.995	0.204	0.404
Xantho	Xcc-8004.2266.1	Xcc-8004.2266.1		FIG01211351: hypothetical protein	-0.651	-1.638	-0.534	-1.490	-0.514	-0.488	-0.342	-0.563	-0.394	-2.138	0.231	0.038	0.424	-0.201	3.363	-0.340	1.718	2.837	0.552
Xantho	Xcc-8004.2270.1	Xcc-8004.2270.1		Glutathione S-transferase (EC 2.5.1.18)	0.137	0.295	-2.623	-1.159	-0.325	-1.381	0.450	0.519	-0.045	-0.801	0.663	-0.468	-1.071	-0.192	-0.014	0.450	-0.433	0.671	0.380
Xantho	Xcc-8004.2271.1	Xcc-8004.2271.1		Esterase/lipase	0.925	1.431	0.049	1.468	-1.256	-1.052	-0.407	-0.225	0.444	-0.205	-1.417	-0.323	-2.498	-1.030	0.113	-1.157	0.212	1.035	-0.637
Xantho	Xcc-8004.2272.1	Xcc-8004.2272.1		Selenoprotein O and cysteine-containing homologs	0.706	0.789	1.165	-0.340	1.285	0.801	-0.739	-0.746	0.361	0.625	0.223	-0.033	-0.128	-0.371	0.618	0.233	-0.159	0.042	-0.627
Xantho	Xcc-8004.2273.1	Xcc-8004.2273.1		Adenine phosphoribosyltransferase (EC 2.4.2.7)	1.699	0.214	0.065	-0.293	0.228	-0.346	-0.017	-0.826	0.165	0.988	-1.427	-0.528	-0.161	-1.398	-1.440	0.794	-0.093	-1.376	-0.184
Xantho	Xcc-8004.2274.1	Xcc-8004.2274.1		ATP-dependent 23S rRNA helicase DbpA	-0.979	-0.024	-1.241	-0.740	-0.800	-1.396	0.223	0.136	-0.379	-0.141	-0.957	-1.204	-1.879	-0.832	0.276	0.303	-0.346	-0.829	-0.118
Xantho	Xcc-8004.2276.1	Xcc-8004.2276.1		COG0488: ATPase components of ABC transporters with duplicated ATPase domains	0.133	2.664	0.718	0.074	-0.682	0.597	-0.173	0.542	-0.461	-1.118	-1.657	-0.586	-1.503	-1.098	0.712	-0.155	-0.059	-0.486	-0.766
Xantho	Xcc-8004.2277.1	Xcc-8004.2277.1		FIG01211504: hypothetical protein	-0.874	-2.523	-1.516	-3.346	1.769	-0.063	-0.974	0.168	-0.061	-0.729	0.943	-0.814	-0.001	0.241	0.335	-0.300	0.812	0.063	-0.711
Xantho	Xcc-8004.2278.1	Xcc-8004.2278.1		ribonuclease	0.836	-0.590	-1.186	1.294	-0.565	0.246	1.995	-0.298	0.255	1.078	0.899	0.327	1.245	1.731	-0.875	-0.692	0.086	-2.426	-0.647
Xantho	Xcc-8004.228.1	Xcc-8004.228.1		FIG01211245: hypothetical protein	-0.821	-0.208	1.347	-0.937	-0.474	-0.529	-0.424	-0.251	-0.675	-1.190	-0.475	-1.076	-0.821	-0.189	1.034	0.145	0.137	-0.200	0.182
Xantho	Xcc-8004.2282.1	Xcc-8004.2282.1		tRNA:Cm32/Um32 methyltransferase	0.406	-0.354	1.483	-0.536	0.017	-0.977	-0.380	-0.678	-2.748	-0.407	-2.452	0.530	-1.499	-0.526	-0.046	-0.462	-1.084	-1.335	-0.398
Xantho	Xcc-8004.2283.1	Xcc-8004.2283.1		Phosphate-binding protein	3.288	4.892	3.599	0.839	0.735	0.349	1.157	0.041	-0.378	-1.018	-0.412	1.394	0.416	-0.268	-0.537	0.971	-1.388	-0.340	1.315
Xantho	Xcc-8004.2284.1	Xcc-8004.2284.1		diguanylate cyclase/phosphodiesterase (GGDEF & EAL domains) with PAS/PAC sensor(s)	1.259	3.413	3.011	3.473	0.511	-0.283	-0.439	-0.273	0.793	0.404	0.317	0.054	-0.471	-0.808	-0.472	0.204	-0.636	-0.619	0.495
Xantho	Xcc-8004.2287.1	Xcc-8004.2287.1		FIG01212650: hypothetical protein	-1.776	0.165	0.515	-1.267	0.446	0.018	0.706	0.831	0.055	0.115	-0.903	-0.744	-0.013	-0.353	-0.247	-0.067	0.492	-0.368	1.848
Xantho	Xcc-8004.2288.1	Xcc-8004.2288.1		S-adenosylhomocysteine deaminase (EC 3.5.4.28); Methylthioadenosine deaminase	-2.612	-1.897	-2.438	-1.761	-0.132	-1.906	0.002	-2.110	-0.207	-0.513	0.678	-0.531	0.167	-0.112	0.935	0.682	-0.217	-0.571	-1.691
Xantho	Xcc-8004.229.1	Xcc-8004.229.1		Malate permease	-0.620	-3.082	-0.669	-0.693	0.223	0.762	0.535	-0.064	0.531	-0.275	0.972	0.275	-1.128	-0.570	-3.289	-0.452	-0.663	-0.976	-0.985
Xantho	Xcc-8004.2290.1	Xcc-8004.2290.1		Similar to phosphoglycolate phosphatase, clustered with ubiquinone biosynthesis SAM-dependent O-methyltransferase	-2.375	-1.028	-4.149	-0.768	-0.141	-2.172	-0.441	-4.181	1.374	1.618	0.949	-0.613	0.904	1.743	-2.770	-0.082	1.586	-0.473	-1.568
Xantho	Xcc-8004.2292.1	Xcc-8004.2292.1		Polygalacturonase (EC 3.2.1.15)	1.212	-0.793	-0.015	-0.334	1.106	-0.577	0.024	1.227	1.062	-1.182	0.685	0.022	-0.561	-0.428	1.876	-0.462	-1.301	-1.717	-0.797
Xantho	Xcc-8004.2293.1	Xcc-8004.2293.1		Pectinesterase (EC 3.1.1.11)	-0.007	0.828	0.312	-0.993	0.441	0.496	1.397	0.061	0.183	-0.565	-0.026	-0.633	-2.078	-1.368	-0.481	-0.706	-1.026	-0.647	0.213
Xantho	Xcc-8004.2294.1	Xcc-8004.2294.1		Pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5)	-1.531	0.627	0.174	0.819	0.938	0.981	1.156	-0.233	0.093	-0.266	-1.009	-0.016	1.386	-0.170	-0.328	0.276	0.645	-0.274	-0.191
Xantho	Xcc-8004.2296.1	Xcc-8004.2296.1		FIG01211180: hypothetical protein	1.928	-0.945	0.189	-3.447	-0.878	0.671	0.679	1.429	0.976	-0.330	-0.498	-0.556	-1.525	-1.595	-0.400	-0.326	-1.952	-0.349	-0.753
Xantho	Xcc-8004.2297.1	Xcc-8004.2297.1		FIG01210827: hypothetical protein	0.105	0.882	-1.374	1.256	-0.747	0.360	-2.385	0.078	1.185	-1.299	0.302	0.957	1.111	0.005	0.044	0.272	-0.420	1.771	-1.603
Xantho	Xcc-8004.2298.1	Xcc-8004.2298.1		Ethanolamine ammonia-lyase light chain (EC 4.3.1.7)	-0.673	-0.281	-0.943	-3.079	0.862	0.849	0.552	0.450	1.148	-1.143	2.192	0.788	1.880	-1.003	-0.446	-0.456	-0.977	-0.100	0.195
Xantho	Xcc-8004.2299.1	Xcc-8004.2299.1		Ethanolamine ammonia-lyase heavy chain (EC 4.3.1.7)	-0.973	1.056	-1.574	0.693	0.884	-0.174	0.440	1.187	0.111	0.671	-0.377	0.088	-1.319	-0.251	0.674	0.374	-1.681	0.185	1.210
Xantho	Xcc-8004.230.1	Xcc-8004.230.1		putative; ORF located using Glimmer/Genemark	-0.168	0.956	-0.271	0.901	1.233	-0.054	0.218	-0.039	0.359	0.430	0.735	1.411	1.564	0.386	-0.119	-0.015	-0.720	0.155	-0.207
Xantho	Xcc-8004.2300.1	Xcc-8004.2300.1		Ethanolamine permease	-0.667	-0.519	-0.251	0.308	-0.961	0.955	-0.229	0.775	0.058	-0.083	-0.137	0.125	-0.998	-0.865	0.012	0.169	-0.892	1.527	0.850
Xantho	Xcc-8004.2302.1	Xcc-8004.2302.1		peptidase	0.862	0.751	-0.075	0.065	-1.631	-0.644	0.068	-0.210	0.263	0.316	-0.055	0.174	-0.171	-0.834	0.607	-0.776	0.396	-0.348	0.583
Xantho	Xcc-8004.2308.1	Xcc-8004.2308.1		hypothetical protein	-0.665	-0.310	-2.032	0.314	-0.421	-0.460	0.107	-2.077	-1.070	-0.627	-1.284	0.097	0.622	0.600	1.464	0.064	1.225	1.855	-0.079
Xantho	Xcc-8004.2309.1	Xcc-8004.2309.1		FIG01214780: hypothetical protein	-1.238	0.376	0.097	0.778	-0.582	-0.593	0.436	1.903	-0.376	-2.173	-2.328	-1.972	-0.687	-0.354	0.770	-1.475	-1.947	-0.124	0.276
Xantho	Xcc-8004.231.1	Xcc-8004.231.1		partition protein	-2.996	-0.773	-0.239	-0.732	-1.457	-1.712	-0.365	-0.391	0.529	0.299	0.112	-0.557	-0.985	-0.000	-0.168	0.856	-0.127	-0.109	0.312
Xantho	Xcc-8004.2310.1	Xcc-8004.2310.1		hypothetical protein	-0.419	-1.839	-0.267	0.531	-0.499	0.612	0.845	0.297	0.265	-2.271	-0.003	-0.925	0.423	-0.592	-0.585	-0.944	0.707	0.645	0.231
Xantho	Xcc-8004.2311.1	Xcc-8004.2311.1		Drug:proton antiporter	0.155	-0.711	-0.521	-1.805	0.421	0.017	0.329	1.303	0.327	-0.246	-0.060	-0.457	-1.356	0.021	0.056	0.238	0.477	-0.346	-0.146
Xantho	Xcc-8004.2314.1	Xcc-8004.2314.1		FIG01209975: hypothetical protein	-8.953	-3.625	-6.129	-1.482	-0.513	-0.607	-4.099	-1.023	0.936	-1.580	-2.574	-0.843	-3.813	-3.525	1.842	-0.878	-3.183	0.392	-1.417
Xantho	Xcc-8004.2316.1	Xcc-8004.2316.1		N-acetylornithine carbamoyltransferase (EC 2.1.3.9)	-14.954	-12.357	-10.541	-11.429	-1.416	-2.293	-0.333	-2.683	-0.733	0.640	0.894	-3.401	1.322	0.067	-2.134	0.490	1.899	0.178	-1.876
Xantho	Xcc-8004.2317.1	Xcc-8004.2317.1		OsmC/Ohr family protein	-1.006	0.120	-1.508	0.376	0.647	0.634	-0.282	0.439	0.922	1.246	0.939	-0.081	-0.586	-0.123	-0.946	1.156	-0.092	-0.662	-0.551
Xantho	Xcc-8004.2318.1	Xcc-8004.2318.1		Argininosuccinate synthase (EC 6.3.4.5)	-6.518	-4.365	-7.087	-6.408	0.417	-1.285	-0.693	-1.639	-0.994	-3.055	-1.750	-2.794	-1.303	-1.048	-0.776	-1.036	-1.677	-1.632	-3.054
Xantho	Xcc-8004.2319.1	Xcc-8004.2319.1		Acetylornithine deacetylase (EC 3.5.1.16)	-3.454	-6.355	-4.041	-3.648	-0.379	-2.613	1.870	-2.631	0.973	-0.083	1.403	-1.528	1.969	0.222	-1.550	0.375	1.418	-0.838	-3.162
Xantho	Xcc-8004.232.1	Xcc-8004.232.1		Phosphohistidine phosphatase SixA	1.610	1.101	-1.194	-0.370	-0.170	-1.096	-0.180	-0.540	0.636	0.655	1.419	0.815	-0.975	-0.125	-2.376	0.348	0.022	0.071	0.714
Xantho	Xcc-8004.2320.1	Xcc-8004.2320.1		Acetylglutamate kinase (EC 2.7.2.8)	-6.659	-6.484	-4.521	-6.898	-2.240	-2.578	-2.361	-0.819	-2.596	-0.738	0.207	-0.435	0.533	0.098	-0.551	-0.404	-2.060	1.202	0.358
Xantho	Xcc-8004.2321.1	Xcc-8004.2321.1		N-acetylglutamate synthase (EC 2.3.1.1)	-2.970	-1.083	-1.770	-0.889	-0.987	0.156	-0.407	-1.414	-0.555	-0.785	-0.321	-1.950	-0.586	-0.624	1.280	0.828	-0.475	-0.336	-0.218
Xantho	Xcc-8004.2322.1	Xcc-8004.2322.1		N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	-5.950	-6.870	-5.790	-5.431	0.080	-0.974	-0.541	-1.201	-0.486	-0.613	-0.163	-0.864	1.432	1.701	-0.346	0.089	-2.918	-0.278	-0.348
Xantho	Xcc-8004.2323.1	Xcc-8004.2323.1		Argininosuccinate lyase (EC 4.3.2.1)	-10.664	-9.099	-5.738	-7.389	0.147	-1.073	-1.549	-3.070	1.560	1.222	1.523	-1.516	0.308	0.228	-2.199	-0.078	0.525	-0.071	-3.244
Xantho	Xcc-8004.2324.1	Xcc-8004.2324.1		Mannose-6-phosphate isomerase (EC 5.3.1.8)	-0.238	-2.121	1.249	0.377	-0.062	0.513	1.964	-0.939	-0.659	1.020	-0.110	-0.103	1.427	0.390	-0.325	-1.558	0.917	0.049	-0.990
Xantho	Xcc-8004.2325.1	Xcc-8004.2325.1		FIG01209702: hypothetical protein	1.238	-0.035	-0.979	-0.976	-0.177	0.300	-0.458	-0.923	-0.014	0.152	0.080	-1.929	0.818	-2.026	-1.091	2.107	1.056	0.531	0.304
Xantho	Xcc-8004.2326.1	Xcc-8004.2326.1		Glutamate 5-kinase (EC 2.7.2.11) / RNA-binding C-terminal domain PUA	-0.832	-2.637	-1.606	1.278	1.167	0.036	-0.762	-3.596	1.685	0.233	1.036	-4.327	-0.961	0.455	-1.754	-0.880	-0.729	-2.112	-3.541
Xantho	Xcc-8004.2327.1	Xcc-8004.2327.1		Gamma-glutamyl phosphate reductase (EC 1.2.1.41)	-2.763	-4.265	-7.080	-3.365	-0.339	-0.532	0.424	-7.575	0.627	-0.769	-0.626	-6.476	-0.580	-2.106	-2.306	0.405	0.838	-1.894	-6.097
Xantho	Xcc-8004.2328.1	Xcc-8004.2328.1		Glutaryl-7-ACA acylase	1.463	1.093	0.618	-0.924	1.624	0.993	0.518	0.197	-0.012	0.021	1.084	1.169	0.694	0.050	0.772	0.043	0.325	-0.253	0.307
Xantho	Xcc-8004.2329.1	Xcc-8004.2329.1		MFS transporter	1.280	-0.174	1.785	0.307	1.954	0.718	0.582	1.595	-0.498	-0.871	-0.591	-0.225	0.389	0.155	1.447	0.535	0.494	0.853	-0.603
Xantho	Xcc-8004.233.1	Xcc-8004.233.1		FIG01211637: hypothetical protein	-0.443	-2.483	-0.497	1.442	0.043	-1.149	-0.947	-0.374	-0.862	-0.206	-0.032	-0.756	0.545	-0.458	1.032	-1.203	-0.895	-0.419	-0.473
Xantho	Xcc-8004.2332.1	Xcc-8004.2332.1		Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)	-2.552	-0.597	-0.500	-0.109	-0.609	0.240	-0.988	1.243	-1.726	-0.851	-1.747	0.340	1.005	-1.048	-0.424	-0.017	-0.366	1.888	-0.756
Xantho	Xcc-8004.2333.1	Xcc-8004.2333.1		Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)	-4.051	-0.452	-1.190	-0.685	-0.633	0.151	0.374	0.635	-0.594	-0.506	0.489	0.777	0.749	0.428	-0.650	0.222	-1.533	0.185	0.348
Xantho	Xcc-8004.2334.1	Xcc-8004.2334.1		Transport ATP-binding protein CydD	-3.110	-0.116	-1.489	-2.473	0.285	-0.067	-0.489	-0.031	-0.997	-0.986	-0.203	-0.267	-1.684	-0.731	-1.136	-0.317	0.353	0.018	-0.506
Xantho	Xcc-8004.2335.1	Xcc-8004.2335.1		Transport ATP-binding protein CydC	-2.650	-0.340	-0.578	-2.885	-0.716	-1.647	1.627	-0.463	-1.405	0.616	-0.373	-0.854	-0.480	0.230	0.664	-1.485	-0.416	0.605	0.964
Xantho	Xcc-8004.2336.1	Xcc-8004.2336.1		putative membrane protein	0.956	0.905	-2.031	-0.740	0.084	1.174	1.523	0.237	-0.400	0.568	1.241	0.569	0.238	-0.789	-0.727	-0.020	-0.279	-1.358	-0.703
Xantho	Xcc-8004.2337.1	Xcc-8004.2337.1		Homoserine O-acetyltransferase (EC 2.3.1.31)	-0.972	-0.709	-1.178	0.481	-1.965	-5.285	-5.408	-1.303	-2.705	-2.352	-4.463	-1.852	-2.359	-3.843	-5.780	-1.164	-2.668	-6.603	0.058
Xantho	Xcc-8004.2339.1	Xcc-8004.2339.1		Cytochrome c heme lyase subunit CcmH	-0.804	-1.109	1.103	1.335	0.049	-0.333	0.179	-1.149	-0.496	0.769	-0.184	-0.960	0.529	-0.365	-1.792	-1.121	-0.031	-1.116	-0.767
Xantho	Xcc-8004.234.1	Xcc-8004.234.1		cardiolipin synthase	-9.477	-8.637	-7.499	-5.838	-2.908	-3.121	-1.032	-3.362	-4.674	-6.483	-8.133	-7.756	-6.097	-7.196	-2.277	-5.423	-3.245	-8.431	-5.834
Xantho	Xcc-8004.2343.1	Xcc-8004.2343.1		Cytochrome c-type biogenesis protein CcmE, heme chaperone	-1.860	-2.012	-1.475	-1.312	0.300	-1.431	0.538	-1.134	-1.019	-1.578	-1.918	-1.864	-1.209	-1.946	0.163	-2.720	-2.024	-0.352	1.043
Xantho	Xcc-8004.2346.1	Xcc-8004.2346.1		ABC transporter involved in cytochrome c biogenesis, CcmB subunit	-2.544	1.981	0.769	0.777	0.857	0.707	0.732	1.315	-2.128	-0.602	-0.791	-0.365	-0.237	1.686	-0.035	0.453	1.160	0.784	0.357
Xantho	Xcc-8004.2348.1	Xcc-8004.2348.1		hypothetical protein	-0.708	-0.533	-1.004	0.726	-1.480	0.549	-0.276	-0.048	0.620	-0.954	0.257	-0.327	-0.913	-0.730	-1.229	0.787	-0.050	1.548	0.480
Xantho	Xcc-8004.2349.1	Xcc-8004.2349.1		Aliphatic amidase AmiE (EC 3.5.1.4)	-2.100	0.255	0.060	-0.205	-0.180	0.269	-0.325	-0.395	-0.053	-0.645	1.406	-0.741	-0.279	-0.364	-1.485	-0.453	0.214	-0.087	-0.025
Xantho	Xcc-8004.235.1	Xcc-8004.235.1		ComA operon protein 2	0.350	-0.355	-0.457	-0.760	0.465	-0.015	0.551	-1.779	-0.284	-0.617	-0.304	-0.016	0.066	1.331	1.204	0.896	-0.586	0.390	0.260
Xantho	Xcc-8004.2350.1	Xcc-8004.2350.1		Glutamine cyclotransferase	-1.001	0.665	-0.234	0.249	-0.242	0.835	0.396	0.452	0.197	0.384	1.271	0.471	0.825	-0.925	-0.281	-0.091	-0.087	0.664	0.948
Xantho	Xcc-8004.2352.1	Xcc-8004.2352.1		hypothetical protein	1.264	-0.959	-0.471	0.792	0.108	-0.119	0.723	0.306	-0.042	-0.385	-1.661	0.163	0.512	-0.848	0.507	-0.594	0.433	-1.017	1.142
