ko_id,description,kegg_l1_code,kegg_l1_name,kegg_l2_code,kegg_l2_name,broad_category,simplified_category,in_mgnify,in_spire,in_nb15,in_nb15b,in_cme_pangenome,in_cme_levinsb
K00548,"metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]",09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K00549,metE; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14],09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K00554,trmD; tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228],09180,Brite Hierarchies,09182,Protein families: genetic information processing,Protein families: genetic information processing,Other,True,True,True,True,False,False
K00556,trmH; tRNA (guanosine-2'-O-)-methyltransferase [EC:2.1.1.34],09180,Brite Hierarchies,09182,Protein families: genetic information processing,Protein families: genetic information processing,Other,True,True,True,True,False,False
K00557,trmA; tRNA (uracil-5-)-methyltransferase [EC:2.1.1.35],09180,Brite Hierarchies,09182,Protein families: genetic information processing,Protein families: genetic information processing,Other,True,True,True,True,False,False
K00558,"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]",09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K00559,"SMT1, ERG6; sterol 24-C-methyltransferase [EC:2.1.1.41]",09100,Metabolism,09103,Lipid metabolism,Lipid metabolism,Metabolism,False,True,False,False,False,False
K00560,"thyA, TYMS; thymidylate synthase [EC:2.1.1.45]",09100,Metabolism,09104,Nucleotide metabolism,Nucleotide metabolism,Metabolism,True,True,True,True,False,False
K00561,"ermC, ermA; 23S rRNA (adenine-N6)-dimethyltransferase [EC:2.1.1.184]",09180,Brite Hierarchies,09182,Protein families: genetic information processing,Protein families: genetic information processing,Other,True,True,True,True,False,False
K00563,rlmA1; 23S rRNA (guanine745-N1)-methyltransferase [EC:2.1.1.187],09180,Brite Hierarchies,09182,Protein families: genetic information processing,Protein families: genetic information processing,Other,True,True,True,True,False,False
K00564,rsmC; 16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172],09180,Brite Hierarchies,09182,Protein families: genetic information processing,Protein families: genetic information processing,Other,True,True,True,True,False,False
K00566,"mnmA, trmU; tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]",09120,Genetic Information Processing,09123,"Folding, sorting and degradation",Protein folding / degradation,Metabolism,True,True,True,True,False,False
K00567,"ogt, MGMT; methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]",09180,Brite Hierarchies,09182,Protein families: genetic information processing,Protein families: genetic information processing,Other,True,True,True,True,True,False
K00568,ubiG; 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64],09100,Metabolism,09108,Metabolism of cofactors and vitamins,Cofactor biosynthesis,Cofactor biosynthesis,True,True,True,True,False,False
K00569,"TPMT, tpmT; thiopurine S-methyltransferase [EC:2.1.1.67]",09100,Metabolism,09111,Xenobiotics biodegradation and metabolism,Xenobiotics biodegradation,Metabolism,True,False,True,True,False,False
K00570,pmtA; phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.17 2.1.1.71],09100,Metabolism,09103,Lipid metabolism,Lipid metabolism,Metabolism,True,True,True,True,False,False
K00571,E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72],09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,True,True,True,False,False
K00573,"E2.1.1.77, pcm; protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]",09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,True,True,False,False
K00574,cfa; cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,True,True,False,False
K00575,cheR; chemotaxis protein methyltransferase CheR [EC:2.1.1.80],09130,Environmental Information Processing,09132,Signal transduction,Signal transduction,Transcription / Regulation,True,True,True,True,False,False
K00587,"ICMT, STE14; protein-S-isoprenylcysteine O-methyltransferase [EC:2.1.1.100]",09100,Metabolism,09109,Metabolism of terpenoids and polyketides,Terpenoids / polyketides,Metabolism,True,True,True,True,False,False
K00588,E2.1.1.104; caffeoyl-CoA O-methyltransferase [EC:2.1.1.104],09100,Metabolism,09110,Biosynthesis of other secondary metabolites,Secondary metabolites,Metabolism,True,True,True,True,False,False
K00590,E2.1.1.113; site-specific DNA-methyltransferase (cytosine-N4-specific) [EC:2.1.1.113],09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,True,True,True,True,False
K00594,"xyoA, aldO; alditol oxidase [EC:1.1.3.41]",09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,True,True,True,False,False
K00595,"cobL-cbiET; precorrin-6B C5,15-methyltransferase / cobalt-precorrin-6B C5,C15-methyltransferase [EC:2.1.1.132 2.1.1.289 2.1.1.196]",09100,Metabolism,09108,Metabolism of cofactors and vitamins,Cofactor biosynthesis,Cofactor biosynthesis,True,True,True,True,True,True
K00596,"E4.1.1.64; 2,2-dialkylglycine decarboxylase (pyruvate) [EC:4.1.1.64]",09180,Brite Hierarchies,09181,Protein families: metabolism,Protein families: metabolism,Metabolism,True,True,True,True,False,False
K00598,tam; trans-aconitate 2-methyltransferase [EC:2.1.1.144],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,True,True,False,False
K00600,"glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]",09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,True,True,True,False,False
K00602,purH; phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10],09100,Metabolism,09104,Nucleotide metabolism,Nucleotide metabolism,Metabolism,True,True,True,True,False,False
K00603,fctD; glutamate formiminotransferase / 5-formyltetrahydrofolate cyclo-ligase [EC:2.1.2.5 6.3.3.2],09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K00604,"MTFMT, fmt; methionyl-tRNA formyltransferase [EC:2.1.2.9]",09120,Genetic Information Processing,09122,Translation,Translation,Metabolism,True,True,True,True,False,False
K00605,"gcvT, AMT; glycine cleavage system T protein (aminomethyltransferase) [EC:2.1.2.10]",09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,True,True,True,False,False
K00606,panB; 3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11],09100,Metabolism,09108,Metabolism of cofactors and vitamins,Cofactor biosynthesis,Cofactor biosynthesis,True,True,True,True,False,False
K00608,pyrBI; aspartate carbamoyltransferase [EC:2.1.3.2],09100,Metabolism,09104,Nucleotide metabolism,Nucleotide metabolism,Metabolism,True,False,True,True,False,False
K00609,"pyrB, PYR2; aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]",09100,Metabolism,09104,Nucleotide metabolism,Nucleotide metabolism,Metabolism,True,True,True,True,False,False
K00610,pyrI; aspartate carbamoyltransferase regulatory subunit,09100,Metabolism,09104,Nucleotide metabolism,Nucleotide metabolism,Metabolism,True,False,True,True,False,False
K00611,"OTC, argF, argI; ornithine carbamoyltransferase [EC:2.1.3.3]",09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K00612,nodU; carbamoyltransferase [EC:2.1.3.-],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,True,True,False,False
K00613,GATM; glycine amidinotransferase [EC:2.1.4.1],09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K00615,"E2.2.1.1, tktA, tktB; transketolase [EC:2.2.1.1]",09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,True,True,True,False,False
K00616,"TALDO1, talB, talA; transaldolase [EC:2.2.1.2]",09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,True,True,True,False,False
K00619,argA; amino-acid N-acetyltransferase [EC:2.3.1.1],09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K00620,argJ; glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1],09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K00621,"GNPNAT1, GNA1; glucosamine-phosphate N-acetyltransferase [EC:2.3.1.4]",09100,Metabolism,09107,Glycan biosynthesis and metabolism,Glycan biosynthesis / metabolism,Metabolism,False,True,False,False,False,False
K00622,nat; arylamine N-acetyltransferase [EC:2.3.1.5],09100,Metabolism,09110,Biosynthesis of other secondary metabolites,Secondary metabolites,Metabolism,True,True,True,True,False,False
K00624,CRAT; carnitine O-acetyltransferase [EC:2.3.1.7],09140,Cellular Processes,09141,Transport and catabolism,Transport,Transport,False,True,False,False,False,False
K00625,pta; phosphate acetyltransferase [EC:2.3.1.8],09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,True,True,True,False,False
K00626,"ACAT, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]",09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,True,True,True,False,False
K00627,"DLAT, aceF, pdhC; pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase) [EC:2.3.1.12]",09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,True,True,True,False,False
K00630,ATS1; glycerol-3-phosphate O-acyltransferase [EC:2.3.1.15],09100,Metabolism,09103,Lipid metabolism,Lipid metabolism,Metabolism,True,False,True,True,False,False
K00631,plsB; glycerol-3-phosphate O-acyltransferase [EC:2.3.1.15],09100,Metabolism,09103,Lipid metabolism,Lipid metabolism,Metabolism,True,True,True,True,False,False
K00632,"fadA, fadI; acetyl-CoA acyltransferase [EC:2.3.1.16]",09100,Metabolism,09103,Lipid metabolism,Lipid metabolism,Metabolism,True,True,True,True,False,False
K00633,lacA; galactoside O-acetyltransferase [EC:2.3.1.18],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,True,True,False,False
K00634,ptb; phosphate butyryltransferase [EC:2.3.1.19],09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,False,True,True,False,False
K00635,"tgs, wax-dgat; wax synthase / diacylglycerol O-acyltransferase [EC:2.3.1.75 2.3.1.20]",09100,Metabolism,09103,Lipid metabolism,Lipid metabolism,Metabolism,True,True,True,True,False,False
K00638,catB; chloramphenicol O-acetyltransferase type B [EC:2.3.1.28],09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,True,True,True,False,False
K00639,"kbl, GCAT; glycine C-acetyltransferase [EC:2.3.1.29]",09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K00640,cysE; serine O-acetyltransferase [EC:2.3.1.30],09100,Metabolism,09102,Energy metabolism,Energy metabolism,Metabolism,True,True,True,True,False,False
K00641,metX; homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46],09100,Metabolism,09102,Energy metabolism,Energy metabolism,Metabolism,True,True,True,True,False,False
K00643,"E2.3.1.37, ALAS; 5-aminolevulinate synthase [EC:2.3.1.37]",09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,False,True,True,False,False
K00645,"fabD, MCAT, MCT1; [acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]",09100,Metabolism,09103,Lipid metabolism,Lipid metabolism,Metabolism,True,True,True,True,False,False
K00646,"pksF, curC, aprD, corD; malonyl-[acp] decarboxylase [EC:4.1.1.124]",09180,Brite Hierarchies,09181,Protein families: metabolism,Protein families: metabolism,Metabolism,True,False,True,True,False,False
K00647,fabB; 3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41],09100,Metabolism,09103,Lipid metabolism,Lipid metabolism,Metabolism,True,False,True,True,False,False
K00648,fabH; 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180],09100,Metabolism,09103,Lipid metabolism,Lipid metabolism,Metabolism,True,True,True,True,False,False
K00650,LCAT; lecithin-cholesterol acyltransferase [EC:2.3.1.43],09100,Metabolism,09103,Lipid metabolism,Lipid metabolism,Metabolism,True,True,True,True,False,False
K00651,metA; homoserine O-succinyltransferase/O-acetyltransferase [EC:2.3.1.46 2.3.1.31],09100,Metabolism,09102,Energy metabolism,Energy metabolism,Metabolism,True,True,True,True,False,False
K00652,bioF; 8-amino-7-oxononanoate synthase [EC:2.3.1.47],09100,Metabolism,09108,Metabolism of cofactors and vitamins,Cofactor biosynthesis,Cofactor biosynthesis,True,True,True,True,False,False
K00654,"SPT, spt; serine palmitoyltransferase [EC:2.3.1.50]",09100,Metabolism,09103,Lipid metabolism,Lipid metabolism,Metabolism,True,False,True,True,False,False
K00655,plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51],09100,Metabolism,09103,Lipid metabolism,Lipid metabolism,Metabolism,True,True,True,True,False,False
K00656,"E2.3.1.54, pflD; formate C-acetyltransferase [EC:2.3.1.54]",09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,True,True,True,False,False
K00657,"speG, SAT; diamine N-acetyltransferase [EC:2.3.1.57]",09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K00658,"DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]",09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,True,True,True,False,False
K00661,maa; maltose O-acetyltransferase [EC:2.3.1.79],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,True,True,False,False
K00662,aacC; aminoglycoside 3-N-acetyltransferase [EC:2.3.1.81],09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,True,True,True,False,False
K00663,aacA; aminoglycoside 6'-N-acetyltransferase [EC:2.3.1.82],09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,True,True,True,False,False
K00666,K00666; fatty-acyl-CoA synthase [EC:6.2.1.-],09180,Brite Hierarchies,09181,Protein families: metabolism,Protein families: metabolism,Metabolism,True,True,True,True,False,False
K00670,"NAA30, MAK3; N-alpha-acetyltransferase 30 [EC:2.3.1.256]",09180,Brite Hierarchies,09182,Protein families: genetic information processing,Protein families: genetic information processing,Other,False,True,False,False,False,False
K00672,ftr; formylmethanofuran--tetrahydromethanopterin N-formyltransferase [EC:2.3.1.101],09100,Metabolism,09102,Energy metabolism,Energy metabolism,Metabolism,True,False,True,True,False,False
K00673,astA; arginine N-succinyltransferase [EC:2.3.1.109],09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,False,True,True,False,False
K00674,"dapD; 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117]",09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K00675,nhoA; N-hydroxyarylamine O-acetyltransferase [EC:2.3.1.118],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,True,True,False,False
K00677,lpxA; UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129],09100,Metabolism,09107,Glycan biosynthesis and metabolism,Glycan biosynthesis / metabolism,Metabolism,True,True,True,True,False,False
K00681,ggt; gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13],09100,Metabolism,09106,Metabolism of other amino acids,Metabolism of other amino acids,Metabolism,True,True,True,True,False,False
K00683,QPCT; glutaminyl-peptide cyclotransferase [EC:2.3.2.5],09180,Brite Hierarchies,09181,Protein families: metabolism,Protein families: metabolism,Metabolism,True,True,True,True,False,False
K00684,aat; leucyl/phenylalanyl-tRNA---protein transferase [EC:2.3.2.6],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,True,True,False,False
K00687,"pbp2B, penA; penicillin-binding protein 2B",09100,Metabolism,09107,Glycan biosynthesis and metabolism,Glycan biosynthesis / metabolism,Metabolism,True,False,True,True,False,False
K00688,"PYG, glgP; glycogen phosphorylase [EC:2.4.1.1]",09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,True,True,True,False,False
K00689,gtfB_C_D; dextransucrase [EC:2.4.1.5],09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,False,True,True,False,False
K00690,"gtfA, sucP; sucrose phosphorylase [EC:2.4.1.7]",09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,True,True,True,False,False
K00691,mapA; maltose phosphorylase [EC:2.4.1.8],09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,True,True,True,True,False
K00692,sacB; levansucrase [EC:2.4.1.10],09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,False,True,True,False,False
K00693,GYS; glycogen synthase [EC:2.4.1.11],09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,False,True,True,False,False
K00694,bcsA; cellulose synthase (UDP-forming) [EC:2.4.1.12],09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,True,True,True,False,False
K00695,SUS; sucrose synthase [EC:2.4.1.13],09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,False,True,True,False,False
K00696,"sps, SPS; sucrose-phosphate synthase [EC:2.4.1.14]",09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,True,True,True,False,False
K00697,otsA; trehalose 6-phosphate synthase [EC:2.4.1.15 2.4.1.347],09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,True,True,True,True,False
K00700,"GBE1, glgB; 1,4-alpha-glucan branching enzyme [EC:2.4.1.18]",09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,True,True,True,False,False
K00701,cgt; cyclomaltodextrin glucanotransferase [EC:2.4.1.19],09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,False,True,True,False,False
K00702,E2.4.1.20; cellobiose phosphorylase [EC:2.4.1.20],09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,True,True,True,False,False
K00703,glgA; starch synthase [EC:2.4.1.21],09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,True,True,True,False,False
K00705,malQ; 4-alpha-glucanotransferase [EC:2.4.1.25],09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,True,True,True,False,False
K00712,tagE; poly(glycerol-phosphate) alpha-glucosyltransferase [EC:2.4.1.52],09100,Metabolism,09107,Glycan biosynthesis and metabolism,Glycan biosynthesis / metabolism,Metabolism,True,True,True,True,False,False
K00713,"waaD; UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase [EC:2.4.1.-]",09100,Metabolism,09107,Glycan biosynthesis and metabolism,Glycan biosynthesis / metabolism,Metabolism,True,False,True,True,False,False
K00720,UGCG; ceramide glucosyltransferase [EC:2.4.1.80],09100,Metabolism,09103,Lipid metabolism,Lipid metabolism,Metabolism,True,False,True,True,True,False
K00721,DPM1; dolichol-phosphate mannosyltransferase [EC:2.4.1.83],09100,Metabolism,09107,Glycan biosynthesis and metabolism,Glycan biosynthesis / metabolism,Metabolism,True,True,True,True,False,False
K00728,"POMT, pmt; dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]",09100,Metabolism,09107,Glycan biosynthesis and metabolism,Glycan biosynthesis / metabolism,Metabolism,True,True,True,True,False,False
K00729,ALG5; dolichyl-phosphate beta-glucosyltransferase [EC:2.4.1.117],09100,Metabolism,09107,Glycan biosynthesis and metabolism,Glycan biosynthesis / metabolism,Metabolism,False,True,False,False,False,False
K00737,"MGAT3; beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.144]",09100,Metabolism,09107,Glycan biosynthesis and metabolism,Glycan biosynthesis / metabolism,Metabolism,True,True,True,True,False,False
K00748,lpxB; lipid-A-disaccharide synthase [EC:2.4.1.182],09100,Metabolism,09107,Glycan biosynthesis and metabolism,Glycan biosynthesis / metabolism,Metabolism,True,False,True,True,False,False
K00752,hasA; hyaluronan synthase [EC:2.4.1.212],09180,Brite Hierarchies,09181,Protein families: metabolism,Protein families: metabolism,Metabolism,True,True,True,True,False,False
K00754,bshA; L-malate glycosyltransferase [EC:2.4.1.-],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,True,True,False,False
K00756,pdp; pyrimidine-nucleoside phosphorylase [EC:2.4.2.2],09100,Metabolism,09104,Nucleotide metabolism,Nucleotide metabolism,Metabolism,True,True,True,True,False,False
K00757,"udp, UPP; uridine phosphorylase [EC:2.4.2.3]",09100,Metabolism,09104,Nucleotide metabolism,Nucleotide metabolism,Metabolism,True,True,True,True,False,False
K00758,"deoA, TYMP; thymidine phosphorylase [EC:2.4.2.4]",09100,Metabolism,09104,Nucleotide metabolism,Nucleotide metabolism,Metabolism,True,True,True,True,False,False
K00759,"APRT, apt; adenine phosphoribosyltransferase [EC:2.4.2.7]",09100,Metabolism,09104,Nucleotide metabolism,Nucleotide metabolism,Metabolism,True,True,True,True,False,False
K00760,"hprT, hpt, HPRT1; hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]",09100,Metabolism,09104,Nucleotide metabolism,Nucleotide metabolism,Metabolism,True,True,True,True,False,False
K00761,"upp, UPRT; uracil phosphoribosyltransferase [EC:2.4.2.9]",09100,Metabolism,09104,Nucleotide metabolism,Nucleotide metabolism,Metabolism,True,True,True,True,False,False
K00762,pyrE; orotate phosphoribosyltransferase [EC:2.4.2.10],09100,Metabolism,09104,Nucleotide metabolism,Nucleotide metabolism,Metabolism,True,True,True,True,True,False
K00763,"pncB, NAPRT1; nicotinate phosphoribosyltransferase [EC:6.3.4.21]",09100,Metabolism,09108,Metabolism of cofactors and vitamins,Cofactor biosynthesis,Cofactor biosynthesis,True,True,True,True,False,False
K00764,"purF, PPAT; amidophosphoribosyltransferase [EC:2.4.2.14]",09100,Metabolism,09104,Nucleotide metabolism,Nucleotide metabolism,Metabolism,True,True,True,True,False,False
K00765,hisG; ATP phosphoribosyltransferase [EC:2.4.2.17],09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K00766,trpD; anthranilate phosphoribosyltransferase [EC:2.4.2.18],09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K00767,"nadC, QPRT; nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]",09100,Metabolism,09108,Metabolism of cofactors and vitamins,Cofactor biosynthesis,Cofactor biosynthesis,True,True,True,True,False,False
K00768,"E2.4.2.21, cobU, cobT; nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21]",09100,Metabolism,09108,Metabolism of cofactors and vitamins,Cofactor biosynthesis,Cofactor biosynthesis,True,True,True,True,False,True
K00769,gpt; xanthine phosphoribosyltransferase [EC:2.4.2.22],09100,Metabolism,09104,Nucleotide metabolism,Nucleotide metabolism,Metabolism,True,False,True,True,False,False
K00772,"mtaP, MTAP; 5'-methylthioadenosine phosphorylase [EC:2.4.2.28]",09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K00773,tgt; queuine tRNA-ribosyltransferase [EC:2.4.2.29],09180,Brite Hierarchies,09182,Protein families: genetic information processing,Protein families: genetic information processing,Other,True,True,True,True,False,False
K00782,lldG; L-lactate dehydrogenase complex protein LldG,09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,True,True,False,False
K00783,rlmH; 23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177],09180,Brite Hierarchies,09182,Protein families: genetic information processing,Protein families: genetic information processing,Other,True,True,True,True,False,False
K00784,rnz; ribonuclease Z [EC:3.1.26.11],09180,Brite Hierarchies,09182,Protein families: genetic information processing,Protein families: genetic information processing,Other,True,True,True,True,False,False
K00786,"GALT29A; beta-1,6-galactosyltransferase [EC:2.4.1.-]",09180,Brite Hierarchies,09181,Protein families: metabolism,Protein families: metabolism,Metabolism,True,True,True,True,False,False
K00788,thiE; thiamine-phosphate pyrophosphorylase [EC:2.5.1.3],09100,Metabolism,09108,Metabolism of cofactors and vitamins,Cofactor biosynthesis,Cofactor biosynthesis,True,True,True,True,False,False
K00789,"metK, MAT; S-adenosylmethionine synthetase [EC:2.5.1.6]",09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K00790,murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7],09100,Metabolism,09107,Glycan biosynthesis and metabolism,Glycan biosynthesis / metabolism,Metabolism,True,True,True,True,False,False
K00791,"miaA, TRIT1; tRNA dimethylallyltransferase [EC:2.5.1.75]",09100,Metabolism,09109,Metabolism of terpenoids and polyketides,Terpenoids / polyketides,Metabolism,True,True,True,True,False,False
K00793,"ribE, RIB5; riboflavin synthase [EC:2.5.1.9]",09100,Metabolism,09108,Metabolism of cofactors and vitamins,Cofactor biosynthesis,Cofactor biosynthesis,True,True,True,True,False,False
K00794,"ribH, RIB4; 6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]",09100,Metabolism,09108,Metabolism of cofactors and vitamins,Cofactor biosynthesis,Cofactor biosynthesis,True,True,True,True,False,False
K00795,ispA; farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10],09100,Metabolism,09109,Metabolism of terpenoids and polyketides,Terpenoids / polyketides,Metabolism,True,True,True,True,False,False
K00796,folP; dihydropteroate synthase [EC:2.5.1.15],09100,Metabolism,09108,Metabolism of cofactors and vitamins,Cofactor biosynthesis,Cofactor biosynthesis,True,True,True,True,False,False
K00797,"speE, SRM, SPE3; spermidine synthase [EC:2.5.1.16]",09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K00798,"MMAB, pduO; cob(I)alamin adenosyltransferase [EC:2.5.1.17]",09100,Metabolism,09108,Metabolism of cofactors and vitamins,Cofactor biosynthesis,Cofactor biosynthesis,True,True,True,True,False,False
K00799,"GST, gst; glutathione S-transferase [EC:2.5.1.18]",09100,Metabolism,09106,Metabolism of other amino acids,Metabolism of other amino acids,Metabolism,True,True,True,True,False,False
K00800,aroA; 3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19],09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
