ko_id,description,kegg_l1_code,kegg_l1_name,kegg_l2_code,kegg_l2_name,broad_category,simplified_category,in_mgnify,in_spire,in_nb15,in_nb15b,in_cme_pangenome,in_cme_levinsb
K10206,E2.6.1.83; LL-diaminopimelate aminotransferase [EC:2.6.1.83],09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K10208,"crtM; 4,4'-diapophytoene synthase [EC:2.5.1.96]",09100,Metabolism,09109,Metabolism of terpenoids and polyketides,Terpenoids / polyketides,Metabolism,True,False,True,True,False,False
K10210,crtP; diapolycopene oxygenase [EC:1.14.99.44],09100,Metabolism,09109,Metabolism of terpenoids and polyketides,Terpenoids / polyketides,Metabolism,True,False,False,False,False,False
K10211,"crtQ; 4,4'-diaponeurosporenoate glycosyltransferase [EC:2.4.1.-]",09100,Metabolism,09109,Metabolism of terpenoids and polyketides,Terpenoids / polyketides,Metabolism,False,True,False,False,True,False
K10212,"crtO; glycosyl-4,4'-diaponeurosporenoate acyltransferase [EC:2.3.1.-]",09100,Metabolism,09109,Metabolism of terpenoids and polyketides,Terpenoids / polyketides,Metabolism,False,True,False,False,False,False
K10213,rihB; ribosylpyrimidine nucleosidase [EC:3.2.2.8],09100,Metabolism,09104,Nucleotide metabolism,Nucleotide metabolism,Metabolism,True,True,True,True,False,False
K10215,ethA; monooxygenase [EC:1.14.13.-],09100,Metabolism,09111,Xenobiotics biodegradation and metabolism,Xenobiotics biodegradation,Metabolism,True,True,True,True,False,False
K10216,"dmpD, xylF; 2-hydroxymuconate-semialdehyde hydrolase [EC:3.7.1.9]",09100,Metabolism,09111,Xenobiotics biodegradation and metabolism,Xenobiotics biodegradation,Metabolism,True,True,True,True,False,False
K10217,"dmpC, xylG, praB; aminomuconate-semialdehyde/2-hydroxymuconate-6-semialdehyde dehydrogenase [EC:1.2.1.32 1.2.1.85]",09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K10218,"ligK, galC; 4-hydroxy-4-methyl-2-oxoglutarate aldolase [EC:4.1.3.17]",09100,Metabolism,09101,Carbohydrate metabolism,Carbohydrate metabolism,Metabolism,True,True,True,True,False,False
K10219,ligC; 2-hydroxy-4-carboxymuconate semialdehyde hemiacetal dehydrogenase [EC:1.1.1.312],09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K10220,ligJ; 4-oxalmesaconate hydratase [EC:4.2.1.83],09100,Metabolism,09111,Xenobiotics biodegradation and metabolism,Xenobiotics biodegradation,Metabolism,True,True,True,True,False,False
K10221,"ligI; 2-pyrone-4,6-dicarboxylate lactonase [EC:3.1.1.57]",09100,Metabolism,09111,Xenobiotics biodegradation and metabolism,Xenobiotics biodegradation,Metabolism,True,True,True,True,False,False
K10227,"smoE, mtlE, mscE; polyol transport system substrate-binding protein",09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,False,False
K10228,"smoF, mtlF, mscF; polyol transport system permease protein",09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,False,False
K10229,"smoG, mtlG, mscG; polyol transport system permease protein",09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,True,False
K10231,kojP; kojibiose phosphorylase [EC:2.4.1.230],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,True,True,False,False
K10232,"aglE, ggtB; alpha-glucoside transport system substrate-binding protein",09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,False,False
K10233,"aglF, ggtC; alpha-glucoside transport system permease protein",09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,False,False
K10234,"aglG, ggtD; alpha-glucoside transport system permease protein",09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,False,False
K10235,aglK; alpha-glucoside transport system ATP-binding protein,09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,False,False,False,False,False
K10236,"thuE, lpqY; trehalose/maltose transport system substrate-binding protein",09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,False,False
K10237,"thuF, sugA; trehalose/maltose transport system permease protein",09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,False,False
K10238,"thuG, sugB; trehalose/maltose transport system permease protein",09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,False,False
K10240,cebE; cellobiose transport system substrate-binding protein,09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,False,False
K10241,cebF; cellobiose transport system permease protein,09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,False,False
K10242,cebG; cellobiose transport system permease protein,09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,False,False
K10253,"DODA; DOPA 4,5-dioxygenase [EC:1.14.99.-]",09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,False,True,True,False,False
K10254,"ohyA, sph; oleate hydratase [EC:4.2.1.53]",09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,True,True,False,False
K10255,"FAD6, desA; acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.23 1.14.19.45]",09130,Environmental Information Processing,09132,Signal transduction,Signal transduction,Transcription / Regulation,True,True,True,True,False,False
K10277,"KDM8, JMJD5; [protein]-arginine 3-hydroxylase / protease [EC:1.14.11.73 3.4.-.-]",09180,Brite Hierarchies,09182,Protein families: genetic information processing,Protein families: genetic information processing,Other,True,False,True,True,False,False
K10297,FBXO11; F-box protein 11,09180,Brite Hierarchies,09182,Protein families: genetic information processing,Protein families: genetic information processing,Other,True,False,True,True,False,False
K10439,rbsB; ribose transport system substrate-binding protein,09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,True,False
K10440,rbsC; ribose transport system permease protein,09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,False,False
K10441,rbsA; ribose transport system ATP-binding protein [EC:7.5.2.7],09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,True,False
K10530,lctO; L-lactate oxidase [EC:1.1.3.2],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,False,False,False,False
K10531,"pvdA, SIDA; L-ornithine N5-monooxygenase [EC:1.14.13.195 1.14.13.196]",09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,True,True,False,False
K10533,"E3.3.2.8; limonene-1,2-epoxide hydrolase [EC:3.3.2.8]",09100,Metabolism,09109,Metabolism of terpenoids and polyketides,Terpenoids / polyketides,Metabolism,True,True,True,True,False,False
K10535,hao; hydroxylamine dehydrogenase [EC:1.7.2.6],09100,Metabolism,09102,Energy metabolism,Energy metabolism,Metabolism,True,False,True,True,False,False
K10536,aguA; agmatine deiminase [EC:3.5.3.12],09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K10537,araF; L-arabinose transport system substrate-binding protein,09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,False,False
K10538,araH; L-arabinose transport system permease protein,09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,False,True,True,False,False
K10539,araG; L-arabinose transport system ATP-binding protein [EC:7.5.2.12],09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,True,False
K10541,mglC; methyl-galactoside transport system permease protein,09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,False,False
K10542,mglA; methyl-galactoside transport system ATP-binding protein [EC:7.5.2.11],09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,False,False
K10543,xylF; D-xylose transport system substrate-binding protein,09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,False,False
K10544,xylH; D-xylose transport system permease protein,09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,False,False
K10545,xylG; D-xylose transport system ATP-binding protein [EC:7.5.2.10],09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,False,False
K10546,chvE; putative multiple sugar transport system substrate-binding protein,09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,False,False
K10547,gguB; putative multiple sugar transport system permease protein,09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,False,False
K10548,gguA; putative multiple sugar transport system ATP-binding protein [EC:7.5.2.-],09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,False,False
K10552,frcB; fructose transport system substrate-binding protein,09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,False,False
K10553,frcC; fructose transport system permease protein,09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,False,False
K10554,frcA; fructose transport system ATP-binding protein,09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,False,False
K10555,lsrB; AI-2 transport system substrate-binding protein,09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,False,False,False,False,True,False
K10556,lsrC; AI-2 transport system permease protein,09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,False,False
K10559,rhaS; rhamnose transport system substrate-binding protein,09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,True,False
K10560,rhaP; rhamnose transport system permease protein,09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,False,False
K10561,rhaQ; rhamnose transport system permease protein,09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,True,False
K10562,rhaT; rhamnose transport system ATP-binding protein [EC:7.5.2.-],09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,False,False
K10563,"mutM, fpg; formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]",09120,Genetic Information Processing,09124,Replication and repair,DNA repair / stress,DNA repair / stress,True,True,True,True,False,False
K10564,motC; chemotaxis protein MotC,09140,Cellular Processes,09142,Cell motility,Cell growth / death,Other,True,False,False,False,False,False
K10565,motD; chemotaxis protein MotD,09140,Cellular Processes,09142,Cell motility,Cell growth / death,Other,True,False,True,True,False,False
K10617,cymB; p-cumic alcohol dehydrogenase,09100,Metabolism,09111,Xenobiotics biodegradation and metabolism,Xenobiotics biodegradation,Metabolism,True,True,True,True,True,False
K10619,"cmtAb; p-cumate 2,3-dioxygenase subunit alpha [EC:1.14.12.25]",09100,Metabolism,09111,Xenobiotics biodegradation and metabolism,Xenobiotics biodegradation,Metabolism,True,True,True,True,False,False
K10621,"cmtC, dhbA; 2,3-dihydroxy-p-cumate/2,3-dihydroxybenzoate 3,4-dioxygenase [EC:1.13.11.- 1.13.11.14]",09100,Metabolism,09111,Xenobiotics biodegradation and metabolism,Xenobiotics biodegradation,Metabolism,True,True,True,True,False,False
K10622,"cmtD, dhbB; HCOMODA/2-hydroxy-3-carboxy-muconic semialdehyde decarboxylase [EC:4.1.1.-]",09100,Metabolism,09111,Xenobiotics biodegradation and metabolism,Xenobiotics biodegradation,Metabolism,False,True,False,False,False,False
K10670,grdA; glycine/sarcosine/betaine reductase complex component A [EC:1.21.4.2 1.21.4.3 1.21.4.4],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,True,True,False,False
K10671,grdE; glycine reductase complex component B subunit alpha and beta [EC:1.21.4.2],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,True,True,False,False
K10672,grdB; glycine reductase complex component B subunit gamma [EC:1.21.4.2],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,True,True,False,False
K10674,ectD; ectoine hydroxylase [EC:1.14.11.55],09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K10676,"tfdB; 2,4-dichlorophenol 6-monooxygenase [EC:1.14.13.20]",09100,Metabolism,09111,Xenobiotics biodegradation and metabolism,Xenobiotics biodegradation,Metabolism,True,True,True,True,False,False
K10678,nfsA; nitroreductase [EC:1.-.-.-],09100,Metabolism,09111,Xenobiotics biodegradation and metabolism,Xenobiotics biodegradation,Metabolism,True,False,True,True,False,False
K10679,"nfnB, nfsB; nitroreductase / dihydropteridine reductase [EC:1.-.-.- 1.5.1.34]",09100,Metabolism,09111,Xenobiotics biodegradation and metabolism,Xenobiotics biodegradation,Metabolism,True,False,True,True,False,False
K10680,nemA; N-ethylmaleimide reductase [EC:1.-.-.-],09100,Metabolism,09111,Xenobiotics biodegradation and metabolism,Xenobiotics biodegradation,Metabolism,True,True,True,True,False,False
K10681,"saeS; two-component system, OmpR family, sensor histidine kinase SaeS [EC:2.7.13.3]",09130,Environmental Information Processing,09132,Signal transduction,Signal transduction,Transcription / Regulation,True,True,True,True,False,False
K10697,"rpaA; two-component system, OmpR family, response regulator RpaA",09130,Environmental Information Processing,09132,Signal transduction,Signal transduction,Transcription / Regulation,True,False,True,True,False,False
K10701,apc; acetophenone carboxylase [EC:6.4.1.8],09100,Metabolism,09111,Xenobiotics biodegradation and metabolism,Xenobiotics biodegradation,Metabolism,True,False,True,True,False,False
K10710,frlD; fructoselysine 6-kinase [EC:2.7.1.218],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,True,True,False,False
K10711,"frlR; GntR family transcriptional regulator, frlABCD operon transcriptional regulator",09180,Brite Hierarchies,09182,Protein families: genetic information processing,Transcription / Regulation,Transcription / Regulation,False,True,False,False,False,False
K10713,"fae; 5,6,7,8-tetrahydromethanopterin hydro-lyase [EC:4.2.1.147]",09100,Metabolism,09102,Energy metabolism,Energy metabolism,Metabolism,True,True,True,True,False,False
K10714,mtdB; methylene-tetrahydromethanopterin dehydrogenase [EC:1.5.1.-],09100,Metabolism,09102,Energy metabolism,Energy metabolism,Metabolism,True,True,True,True,False,False
K10715,"rpfC; two-component system, sensor histidine kinase RpfC [EC:2.7.13.3]",09130,Environmental Information Processing,09132,Signal transduction,Signal transduction,Transcription / Regulation,True,False,True,True,False,False
K10716,"kch, trkA, mthK, pch; voltage-gated potassium channel",09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,True,True,True,False,False
K10742,DNA2; DNA replication ATP-dependent helicase/nuclease Dna2 [EC:5.6.2.3 3.1.-.-],09120,Genetic Information Processing,09124,Replication and repair,DNA repair / stress,DNA repair / stress,True,False,True,True,False,False
K10747,LIG1; DNA ligase 1 [EC:6.5.1.1 6.5.1.6 6.5.1.7],09120,Genetic Information Processing,09124,Replication and repair,DNA repair / stress,DNA repair / stress,True,True,True,True,True,False
K10754,RFC1; replication factor C subunit 1,09120,Genetic Information Processing,09124,Replication and repair,DNA repair / stress,DNA repair / stress,True,False,True,True,False,False
K10763,hda; DnaA-homolog protein,09180,Brite Hierarchies,09182,Protein families: genetic information processing,Protein families: genetic information processing,Other,True,False,True,True,False,False
K10764,metZ; O-succinylhomoserine sulfhydrylase [EC:2.5.1.-],09100,Metabolism,09102,Energy metabolism,Energy metabolism,Metabolism,True,True,True,True,False,False
K10773,"NTHL1, nth; endonuclease III [EC:3.2.2.- 4.2.99.18]",09120,Genetic Information Processing,09124,Replication and repair,DNA repair / stress,DNA repair / stress,True,True,True,True,False,False
K10774,E4.3.1.23; tyrosine ammonia-lyase [EC:4.3.1.23],09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,False,True,True,False,False
K10775,PAL; phenylalanine ammonia-lyase [EC:4.3.1.24],09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K10778,"ada; AraC family transcriptional regulator, regulatory protein of adaptative response / methylated-DNA-[protein]-cysteine methyltransferase [EC:2.1.1.63]",09180,Brite Hierarchies,09182,Protein families: genetic information processing,Transcription / Regulation,Transcription / Regulation,True,True,True,True,False,False
K10780,fabL; enoyl-[acyl-carrier protein] reductase III [EC:1.3.1.104],09100,Metabolism,09103,Lipid metabolism,Lipid metabolism,Metabolism,True,True,True,True,False,False
K10794,prdB; D-proline reductase (dithiol) PrdB [EC:1.21.4.1],09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K10797,enr; 2-enoate reductase [EC:1.3.1.31],09100,Metabolism,09105,Amino acid metabolism,Amino acid metabolism,Metabolism,True,True,True,True,False,False
K10800,SMUG1; single-strand selective monofunctional uracil DNA glycosylase [EC:3.2.2.-],09120,Genetic Information Processing,09124,Replication and repair,DNA repair / stress,DNA repair / stress,True,False,True,True,False,False
K10804,tesA; acyl-CoA thioesterase I [EC:3.1.2.- 3.1.2.2 3.1.1.2 3.1.1.5],09100,Metabolism,09103,Lipid metabolism,Lipid metabolism,Metabolism,True,True,True,True,False,False
K10805,tesB; acyl-CoA thioesterase II [EC:3.1.2.20],09100,Metabolism,09103,Lipid metabolism,Lipid metabolism,Metabolism,True,True,True,True,False,False
K10806,yciA; acyl-CoA thioesterase [EC:3.1.2.-],09100,Metabolism,09103,Lipid metabolism,Lipid metabolism,Metabolism,True,True,True,True,False,False
K10810,tenI; thiazole tautomerase (transcriptional regulator TenI) [EC:5.3.99.10],09100,Metabolism,09108,Metabolism of cofactors and vitamins,Cofactor biosynthesis,Cofactor biosynthesis,True,False,True,True,False,False
K10815,hcnB; hydrogen cyanide synthase HcnB [EC:1.4.99.5],09100,Metabolism,09106,Metabolism of other amino acids,Metabolism of other amino acids,Metabolism,True,False,True,True,False,False
K10816,hcnC; hydrogen cyanide synthase HcnC [EC:1.4.99.5],09100,Metabolism,09106,Metabolism of other amino acids,Metabolism of other amino acids,Metabolism,True,False,False,False,False,False
K10817,eryAI; 6-deoxyerythronolide-B synthase EryAI [EC:2.3.1.94],09100,Metabolism,09109,Metabolism of terpenoids and polyketides,Terpenoids / polyketides,Metabolism,True,False,True,True,False,False
K10819,E2.7.13.3; histidine kinase [EC:2.7.13.3],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,True,True,False,False
K10823,oppF; oligopeptide transport system ATP-binding protein,09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,True,False
K10824,"nikE, cntF; nickel transport system ATP-binding protein [EC:7.2.2.11]",09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,False,False
K10831,tauB; taurine transport system ATP-binding protein [EC:7.6.2.7],09100,Metabolism,09102,Energy metabolism,Energy metabolism,Metabolism,True,True,True,True,False,False
K10834,"hmuV, phuV, bhuV, hemV; heme transport system ATP-binding protein [EC:7.6.2.5]",09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Transport,Transport,True,False,True,True,False,False
K10843,"ERCC3, XPB; DNA excision repair protein ERCC-3 [EC:5.6.2.4]",09120,Genetic Information Processing,09121,Transcription,Transcription,Transcription / Regulation,True,True,True,True,True,False
K10844,"ERCC2, XPD; DNA excision repair protein ERCC-2 [EC:5.6.2.3]",09120,Genetic Information Processing,09121,Transcription,Transcription,Transcription / Regulation,True,False,True,True,False,False
K10854,"acxB; acetone carboxylase, alpha subunit [EC:6.4.1.6]",09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,False,False,False,False
K10855,"acxA; acetone carboxylase, beta subunit [EC:6.4.1.6]",09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,True,True,False,False
K10857,exoX; exodeoxyribonuclease X [EC:3.1.11.-],09120,Genetic Information Processing,09124,Replication and repair,DNA repair / stress,DNA repair / stress,True,True,True,True,False,False
K10907,K10907; aminotransferase [EC:2.6.1.-],09180,Brite Hierarchies,09181,Protein families: metabolism,Protein families: metabolism,Metabolism,True,True,True,True,True,False
K10909,"luxQ; two-component system, autoinducer 2 sensor kinase/phosphatase LuxQ [EC:2.7.13.3 3.1.3.-]",09130,Environmental Information Processing,09132,Signal transduction,Signal transduction,Transcription / Regulation,True,False,True,True,False,False
K10910,luxP; autoinducer 2-binding periplasmic protein LuxP,09130,Environmental Information Processing,09132,Signal transduction,Signal transduction,Transcription / Regulation,True,False,True,True,False,False
K10912,"luxO; two-component system, repressor protein LuxO",09130,Environmental Information Processing,09132,Signal transduction,Signal transduction,Transcription / Regulation,True,False,True,True,False,False
K10914,"crp; CRP/FNR family transcriptional regulator, cyclic AMP receptor protein",09130,Environmental Information Processing,09132,Signal transduction,Signal transduction,Transcription / Regulation,True,True,True,True,False,False
K10916,"cqsS; two-component system, CAI-1 autoinducer sensor kinase/phosphatase CqsS [EC:2.7.13.3 3.1.3.-]",09130,Environmental Information Processing,09132,Signal transduction,Signal transduction,Transcription / Regulation,True,False,True,True,False,False
K10917,"aphA; PadR family transcriptional regulator, regulatory protein AphA",09140,Cellular Processes,09145,Cellular community - prokaryotes,Cellular community,Other,True,True,True,True,False,False
K10918,"aphB; LysR family transcriptional regulator, transcriptional activator AphB",09140,Cellular Processes,09145,Cellular community - prokaryotes,Cellular community,Other,True,False,True,True,False,False
K10924,mshA; MSHA pilin protein MshA,09140,Cellular Processes,09145,Cellular community - prokaryotes,Cellular community,Other,True,False,True,True,False,False
K10925,mshB; MSHA pilin protein MshB,09140,Cellular Processes,09145,Cellular community - prokaryotes,Cellular community,Other,True,False,True,True,False,False
K10926,mshC; MSHA pilin protein MshC,09140,Cellular Processes,09145,Cellular community - prokaryotes,Cellular community,Other,True,True,True,True,False,False
K10927,mshD; MSHA pilin protein MshD,09140,Cellular Processes,09145,Cellular community - prokaryotes,Cellular community,Other,True,False,True,True,False,False
K10938,acfC; accessory colonization factor AcfC,09140,Cellular Processes,09145,Cellular community - prokaryotes,Cellular community,Other,False,False,False,False,True,False
K10941,"flrA, fleQ, flaK; sigma-54 dependent transcriptional regulator, flagellar regulatory protein",09130,Environmental Information Processing,09132,Signal transduction,Motility / flagellar,Motility / flagellar,True,False,True,True,False,False
K10942,"flrB, fleS, flaL; two-component system, sensor histidine kinase FlrB [EC:2.7.13.3]",09130,Environmental Information Processing,09132,Signal transduction,Signal transduction,Transcription / Regulation,True,False,True,True,False,False
K10943,"flrC, fleR, flaM; two-component system, response regulator FlrC",09130,Environmental Information Processing,09132,Signal transduction,Signal transduction,Transcription / Regulation,True,False,True,True,False,False
K10947,K10947; PadR family transcriptional regulator,09180,Brite Hierarchies,09182,Protein families: genetic information processing,Transcription / Regulation,Transcription / Regulation,True,True,True,True,False,False
K10953,rtxA; RTX toxin RtxA,09160,Human Diseases,09171,Infectious disease: bacterial,Infectious disease: viral,Other,True,False,True,True,False,False
K10954,zot; zona occludens toxin,09160,Human Diseases,09171,Infectious disease: bacterial,Infectious disease: viral,Other,True,False,True,True,False,False
K10960,"chlP, bchP; geranylgeranyl diphosphate/geranylgeranyl-bacteriochlorophyllide a reductase [EC:1.3.1.83 1.3.1.111]",09100,Metabolism,09108,Metabolism of cofactors and vitamins,Cofactor biosynthesis,Cofactor biosynthesis,True,False,True,True,False,False
K10966,tcpJ; toxin coregulated pilus biosynthesis protein J [EC:3.4.23.43 2.1.1.-],09180,Brite Hierarchies,09181,Protein families: metabolism,Protein families: metabolism,Metabolism,True,False,True,True,False,False
K10974,codB; cytosine permease,09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Transport,Transport,True,True,True,True,False,False
K10979,ku; DNA end-binding protein Ku,09120,Genetic Information Processing,09124,Replication and repair,DNA repair / stress,DNA repair / stress,True,True,True,True,False,False
K11003,"hlyD, cyaD; membrane fusion protein, hemolysin D",09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,False,True,True,False,False
K11004,"hlyB, cyaB; ATP-binding cassette, subfamily B, bacterial HlyB/CyaB",09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,False,False
K11005,hlyA; hemolysin A,09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,True,True,True,False,False
K11016,"shlA, hhdA, hpmA; hemolysin",09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,False,True,True,False,False
K11021,tccC; insecticidal toxin complex protein TccC,09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,True,True,True,False,False
K11022,"rtxA1, rtxA; structural toxin protein (hemagglutinin/hemolysin) RtxA",09160,Human Diseases,09171,Infectious disease: bacterial,Infectious disease: viral,Other,True,False,True,True,False,False
K11031,slo; thiol-activated cytolysin,09140,Cellular Processes,09145,Cellular community - prokaryotes,Cellular community,Other,True,False,True,True,False,False
K11050,cylA; multidrug/hemolysin transport system ATP-binding protein,09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,False,False
K11054,cylI; CylI protein,09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,False,True,True,False,False
K11060,entB; probable enterotoxin B,09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,False,True,True,False,False
K11062,entD; probable enterotoxin D,09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,False,True,True,False,False
K11065,tpx; thioredoxin-dependent peroxiredoxin [EC:1.11.1.24],09190,Not Included in Pathway or Brite,09191,Unclassified: metabolism,Unclassified: metabolism,Metabolism,True,True,True,True,False,False
K11066,amiD; N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28],09180,Brite Hierarchies,09181,Protein families: metabolism,Protein families: metabolism,Metabolism,True,False,True,True,False,False
K11068,hlyIII; hemolysin III,09180,Brite Hierarchies,09183,Protein families: signaling and cellular processes,Protein families: signaling and cellular processes,Other,True,True,True,True,False,False
K11069,potD; spermidine/putrescine transport system substrate-binding protein,09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,False,False
K11070,potC; spermidine/putrescine transport system permease protein,09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,False,False
K11071,potB; spermidine/putrescine transport system permease protein,09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,False,False
K11072,potA; spermidine/putrescine transport system ATP-binding protein [EC:7.6.2.11],09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,True,False
K11073,"potF, spuD, spuE; putrescine transport system substrate-binding protein",09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,False,False
K11074,"potI, spuH; putrescine transport system permease protein",09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,False,False
K11075,"potH, spuG; putrescine transport system permease protein",09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,False,False
K11076,"potG, spuF; putrescine transport system ATP-binding protein [EC:7.6.2.16]",09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,True,False
K11081,phnS; 2-aminoethylphosphonate transport system substrate-binding protein,09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,False,False
K11082,phnV; 2-aminoethylphosphonate transport system permease protein,09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,False,True,True,False,False
K11084,phnT; 2-aminoethylphosphonate transport system ATP-binding protein,09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,True,False
K11085,"msbA; ATP-binding cassette, subfamily B, bacterial MsbA [EC:7.5.2.6]",09130,Environmental Information Processing,09131,Membrane transport,Transport,Transport,True,True,True,True,False,False
