orgId	locusId	sysName	geneName	desc	set3S237 defined media with 20AA_mix	set3S238 defined media with 20AA_mix	set3S239 defined media with L-Serine	set3S240 defined media with L-Serine	set3S241 defined media with D-Glucose	set3S242 defined media with D-Glucose
rhodanobacter_R12	LRK53_RS00015	LRK53_RS00015		DNA replication/repair protein RecF	-0.574	-0.171	-0.660	-0.010	-0.531	-0.128
rhodanobacter_R12	LRK53_RS00025	LRK53_RS00025		tetratricopeptide repeat protein	0.279	0.316	-0.160	-0.114	-0.092	-0.012
rhodanobacter_R12	LRK53_RS00060	LRK53_RS00060		hybrid sensor histidine kinase/response regulator	0.003	-0.050	0.123	0.105	0.019	-0.024
rhodanobacter_R12	LRK53_RS00065	LRK53_RS00065		glutamate synthase subunit beta	-0.801	-0.404	-3.041	-2.956	-3.123	-3.640
rhodanobacter_R12	LRK53_RS00070	LRK53_RS00070		glutamate synthase-related protein	-0.983	-0.947	-3.039	-2.971	-3.028	-3.132
rhodanobacter_R12	LRK53_RS00075	LRK53_RS00075		response regulator transcription factor	-0.343	-0.322	-0.071	0.106	-0.050	-0.417
rhodanobacter_R12	LRK53_RS00080	LRK53_RS00080		acetate--CoA ligase	0.205	0.074	-0.052	0.083	-0.083	-0.175
rhodanobacter_R12	LRK53_RS00085	LRK53_RS00085		hypothetical protein	-0.229	-0.049	0.249	-0.012	-0.093	0.079
rhodanobacter_R12	LRK53_RS00090	LRK53_RS00090		MFS transporter	0.024	-0.044	-0.127	-0.173	-0.075	0.063
rhodanobacter_R12	LRK53_RS00095	LRK53_RS00095		AMP-binding protein	-0.126	0.024	0.034	-0.022	0.159	-0.275
rhodanobacter_R12	LRK53_RS00110	LRK53_RS00110		PA0069 family radical SAM protein	-0.214	-0.321	-0.492	0.291	-0.499	-0.342
rhodanobacter_R12	LRK53_RS00115	LRK53_RS00115		hypothetical protein	0.196	0.171	-0.201	-0.087	-0.095	-0.024
rhodanobacter_R12	LRK53_RS00120	LRK53_RS00120		ABC transporter ATP-binding protein	0.244	-0.239	0.324	-0.074	0.065	0.147
rhodanobacter_R12	LRK53_RS00125	LRK53_RS00125		GntR family transcriptional regulator	-0.154	-0.266	0.502	-0.439	-0.651	0.141
rhodanobacter_R12	LRK53_RS00130	LRK53_RS00130		S9 family peptidase	-0.173	-0.158	0.101	-0.266	-0.140	-0.321
rhodanobacter_R12	LRK53_RS00135	LRK53_RS00135		patatin-like phospholipase family protein	-0.285	0.071	-0.037	0.310	-0.173	-0.088
rhodanobacter_R12	LRK53_RS00140	LRK53_RS00140		class 1 fructose-bisphosphatase	-0.140	0.055	-0.148	0.135	-0.074	-0.172
rhodanobacter_R12	LRK53_RS00145	LRK53_RS00145		DJ-1/PfpI family protein	-0.472	-0.017	-0.438	-0.210	-0.436	-0.548
rhodanobacter_R12	LRK53_RS00150	LRK53_RS00150		hypothetical protein	-0.402	-0.910	-0.644	-0.165	-0.435	-0.131
rhodanobacter_R12	LRK53_RS00155	LRK53_RS00155		GFA family protein	-0.509	-0.033	-0.469	-0.746	-0.063	-0.178
rhodanobacter_R12	LRK53_RS00160	LRK53_RS00160		YafY family transcriptional regulator	0.223	0.267	0.163	0.052	0.019	0.075
rhodanobacter_R12	LRK53_RS00165	LRK53_RS00165		chromosome partitioning protein ParB	-0.349	-0.411	0.204	0.347	-0.034	-0.356
rhodanobacter_R12	LRK53_RS00170	LRK53_RS00170		SulP family inorganic anion transporter	-0.439	-0.072	-0.094	-0.144	0.021	-0.250
rhodanobacter_R12	LRK53_RS00175	LRK53_RS00175		DUF885 family protein	-0.032	0.044	0.049	-0.145	-0.021	-0.146
rhodanobacter_R12	LRK53_RS00180	LRK53_RS00180		MbcA/ParS/Xre antitoxin family protein	-0.273	0.066	0.006	-0.218	-0.527	-0.046
rhodanobacter_R12	LRK53_RS00185	LRK53_RS00185		RES family NAD+ phosphorylase	0.053	-0.222	0.092	0.169	-0.086	-0.288
rhodanobacter_R12	LRK53_RS00190	LRK53_RS00190		SGNH/GDSL hydrolase family protein	-0.154	-0.077	-0.091	-0.020	-0.218	-0.089
rhodanobacter_R12	LRK53_RS00195	LRK53_RS00195		type II glyceraldehyde-3-phosphate dehydrogenase	-0.127	-0.037	-0.011	-0.139	-0.045	-0.011
rhodanobacter_R12	LRK53_RS00200	LRK53_RS00200		phenylalanine 4-monooxygenase	-0.497	-0.567	-1.335	-1.003	-0.794	-0.831
rhodanobacter_R12	LRK53_RS00205	LRK53_RS00205		Lrp/AsnC family transcriptional regulator	-0.421	-0.149	-0.360	-0.075	-0.225	0.044
rhodanobacter_R12	LRK53_RS00210	LRK53_RS00210		MFS transporter	0.181	0.041	-0.158	0.031	-0.033	0.028
rhodanobacter_R12	LRK53_RS00215	LRK53_RS00215		TetR/AcrR family transcriptional regulator	-0.851	-0.385	-0.169	-0.096	-0.149	0.044
rhodanobacter_R12	LRK53_RS00225	LRK53_RS00225		alpha/beta fold hydrolase	-0.359	-0.426	-0.207	-0.223	-0.205	-0.640
rhodanobacter_R12	LRK53_RS00230	LRK53_RS00230		GH92 family glycosyl hydrolase	-0.164	-0.011	-0.042	-0.022	0.035	-0.030
rhodanobacter_R12	LRK53_RS00235	LRK53_RS00235		2OG-Fe(II) oxygenase	-0.101	0.042	-0.226	-0.148	-0.075	0.054
rhodanobacter_R12	LRK53_RS00240	LRK53_RS00240		DUF3820 family protein	-0.452	-0.176	-0.472	-0.388	-0.530	-0.471
rhodanobacter_R12	LRK53_RS00245	LRK53_RS00245		class I SAM-dependent methyltransferase	-0.090	0.309	0.002	-0.070	0.015	-0.143
rhodanobacter_R12	LRK53_RS00250	LRK53_RS00250		AAA family ATPase	0.167	-0.232	-0.394	-0.011	-0.051	0.021
rhodanobacter_R12	LRK53_RS00255	LRK53_RS00255		PQQ-dependent sugar dehydrogenase	-0.274	0.078	-0.093	-0.133	-0.220	-0.111
rhodanobacter_R12	LRK53_RS00260	LRK53_RS00260		YbhB/YbcL family Raf kinase inhibitor-like protein	0.375	-0.129	0.120	0.062	0.491	0.121
rhodanobacter_R12	LRK53_RS00270	LRK53_RS00270		DUF883 family protein	-0.004	-0.373	-0.392	0.043	-0.258	0.335
rhodanobacter_R12	LRK53_RS00285	LRK53_RS00285		AI-2E family transporter	-0.650	0.008	-0.350	-0.078	-0.362	-0.315
rhodanobacter_R12	LRK53_RS00290	LRK53_RS00290		Xaa-Pro peptidase family protein	-0.141	-0.098	-0.404	0.196	-0.023	-0.251
rhodanobacter_R12	LRK53_RS00295	LRK53_RS00295		hypothetical protein	-0.070	-0.538	0.015	-0.339	-0.114	-0.708
rhodanobacter_R12	LRK53_RS00305	LRK53_RS00305		TorF family putative porin	-0.069	-0.210	-0.193	-0.241	-0.003	0.034
rhodanobacter_R12	LRK53_RS00310	LRK53_RS00310		P-II family nitrogen regulator	0.436	-0.158	-0.007	0.055	-0.726	-0.760
rhodanobacter_R12	LRK53_RS00315	LRK53_RS00315		ammonium transporter	-0.315	0.107	0.267	0.130	0.134	0.162
rhodanobacter_R12	LRK53_RS00325	LRK53_RS00325		antirepressor	0.127	-0.144	-0.217	-0.048	-0.112	-0.056
rhodanobacter_R12	LRK53_RS00330	LRK53_RS00330		carbohydrate porin	0.357	0.445	0.045	0.162	0.243	0.210
rhodanobacter_R12	LRK53_RS00335	LRK53_RS00335		c-type cytochrome	0.565	0.408	0.042	0.200	0.104	0.022
rhodanobacter_R12	LRK53_RS00340	LRK53_RS00340		GMC family oxidoreductase	0.012	0.069	-0.001	-0.060	-0.220	-0.319
rhodanobacter_R12	LRK53_RS00345	LRK53_RS00345		sorbitol dehydrogenase family protein	0.118	-0.057	0.119	-0.254	-1.000	-0.109
rhodanobacter_R12	LRK53_RS00350	LRK53_RS00350		DoxX family protein	0.254	-0.326	-0.221	-0.218	-0.058	-0.257
rhodanobacter_R12	LRK53_RS00355	LRK53_RS00355		cation diffusion facilitator family transporter	0.115	0.115	0.207	-0.308	-0.244	0.019
rhodanobacter_R12	LRK53_RS00360	LRK53_RS00360		NAD(P)H-dependent oxidoreductase	0.006	-0.185	-0.091	-0.109	-0.120	-0.104
rhodanobacter_R12	LRK53_RS00365	LRK53_RS00365		hypothetical protein	-0.160	-0.100	-0.019	0.096	-0.028	-0.038
rhodanobacter_R12	LRK53_RS00370	LRK53_RS00370		DNA starvation/stationary phase protection protein	-3.153	-3.263	0.046	0.197	0.296	-0.068
rhodanobacter_R12	LRK53_RS00375	LRK53_RS00375		NAD(P)-dependent oxidoreductase	1.120	0.973	0.384	0.664	0.830	-0.376
rhodanobacter_R12	LRK53_RS00380	LRK53_RS00380		DUF308 domain-containing protein	-2.585	-2.631	0.451	0.170	1.044	-0.653
rhodanobacter_R12	LRK53_RS00385	LRK53_RS00385		aldehyde dehydrogenase family protein	-0.477	-0.471	0.062	0.004	-0.138	-0.322
rhodanobacter_R12	LRK53_RS00390	LRK53_RS00390		4,5-DOPA dioxygenase extradiol	0.381	0.285	-0.051	-0.014	-0.119	-0.174
rhodanobacter_R12	LRK53_RS00395	LRK53_RS00395		SDR family oxidoreductase	-0.089	-0.224	-0.298	-1.953	-1.154	-0.963
rhodanobacter_R12	LRK53_RS00400	LRK53_RS00400		amidohydrolase family protein	-0.281	-0.201	0.020	-0.092	-0.305	-0.204
rhodanobacter_R12	LRK53_RS00405	LRK53_RS00405		trimeric intracellular cation channel family protein	-0.146	0.788	0.165	0.557	-0.534	0.613
rhodanobacter_R12	LRK53_RS00410	LRK53_RS00410		M20 family metallopeptidase	-0.186	-0.114	-0.055	0.046	0.058	-0.082
rhodanobacter_R12	LRK53_RS00415	LRK53_RS00415		DsbA family protein	0.336	-0.061	-0.277	0.052	0.189	-0.086
rhodanobacter_R12	LRK53_RS00420	LRK53_RS00420		redoxin domain-containing protein	-0.196	-0.181	-0.201	0.026	-0.387	0.057
rhodanobacter_R12	LRK53_RS00425	LRK53_RS00425		mercuric reductase	-0.422	-0.330	-0.018	-0.273	0.140	-0.206
rhodanobacter_R12	LRK53_RS00430	LRK53_RS00430		conjugal transfer protein TraR	-0.360	0.371	-0.051	-0.435	0.551	0.236
rhodanobacter_R12	LRK53_RS00435	LRK53_RS00435		S8 family serine peptidase	0.143	0.175	0.124	0.071	-0.008	-0.076
rhodanobacter_R12	LRK53_RS00440	LRK53_RS00440		hypothetical protein	-0.185	-0.247	-0.005	0.077	0.017	-0.060
rhodanobacter_R12	LRK53_RS00445	LRK53_RS00445		sigma-70 family RNA polymerase sigma factor	-0.079	-0.274	0.401	0.133	0.124	0.235
rhodanobacter_R12	LRK53_RS00450	LRK53_RS00450		hypothetical protein	0.369	0.003	0.218	-0.111	0.001	-0.271
rhodanobacter_R12	LRK53_RS00455	LRK53_RS00455		FdtA/QdtA family cupin domain-containing protein	0.253	0.052	-0.423	-0.123	-0.022	-0.101
rhodanobacter_R12	LRK53_RS00460	LRK53_RS00460		acetyltransferase	0.129	-0.009	-0.267	-0.033	0.045	0.319
rhodanobacter_R12	LRK53_RS00465	LRK53_RS00465		hypothetical protein	0.522	-0.034	0.022	-0.268	0.114	0.121
rhodanobacter_R12	LRK53_RS00470	LRK53_RS00470		GNAT family N-acetyltransferase	0.047	0.405	0.039	0.106	-0.110	0.202
rhodanobacter_R12	LRK53_RS00475	LRK53_RS00475		DegT/DnrJ/EryC1/StrS family aminotransferase	-0.282	-0.292	-0.256	0.060	-0.241	-0.098
rhodanobacter_R12	LRK53_RS00480	LRK53_RS00480		O-antigen translocase	-0.063	0.043	-0.123	0.045	-0.069	-0.046
rhodanobacter_R12	LRK53_RS00485	LRK53_RS00485		glycosyltransferase	-0.249	0.352	-0.364	0.133	-0.282	-0.210
rhodanobacter_R12	LRK53_RS00490	LRK53_RS00490		hypothetical protein	-0.117	0.070	-0.109	0.036	0.244	-0.141
rhodanobacter_R12	LRK53_RS00495	LRK53_RS00495		Wzz/FepE/Etk N-terminal domain-containing protein	-0.282	-0.366	-0.121	-0.119	-0.002	-0.179
rhodanobacter_R12	LRK53_RS00500	LRK53_RS00500		class I SAM-dependent methyltransferase	-0.643	-0.097	-0.191	-0.298	-0.055	0.029
rhodanobacter_R12	LRK53_RS00505	LRK53_RS00505		amidohydrolase family protein	0.507	0.260	0.492	0.415	0.558	0.325
rhodanobacter_R12	LRK53_RS00510	LRK53_RS00510		class I SAM-dependent methyltransferase	-0.056	0.221	0.110	-0.210	0.233	0.251
rhodanobacter_R12	LRK53_RS00515	LRK53_RS00515		B12-binding domain-containing radical SAM protein	-0.316	-0.138	-0.049	-0.295	-0.299	-0.049
rhodanobacter_R12	LRK53_RS00520	LRK53_RS00520		glycosyltransferase family 4 protein	-0.332	-0.301	-0.086	-0.329	-0.425	-0.368
rhodanobacter_R12	LRK53_RS00525	LRK53_RS00525		glycosyltransferase family 4 protein	-2.224	-0.581	0.495	-0.576	0.548	0.207
rhodanobacter_R12	LRK53_RS00530	LRK53_RS00530		alpha/beta fold hydrolase	-0.091	-0.147	-0.310	0.075	-0.068	-0.446
rhodanobacter_R12	LRK53_RS00540	LRK53_RS00540		nucleotidyltransferase family protein	-0.384	-0.223	-0.061	-0.093	-0.200	-0.143
rhodanobacter_R12	LRK53_RS00545	LRK53_RS00545		B12-binding domain-containing radical SAM protein	-0.244	-0.116	0.088	-0.015	-0.205	-0.119
rhodanobacter_R12	LRK53_RS00550	LRK53_RS00550		serine kinase	-0.108	0.157	0.257	-0.366	0.049	-0.044
rhodanobacter_R12	LRK53_RS00555	LRK53_RS00555		peroxiredoxin	-0.042	0.118	0.065	0.141	0.090	0.002
rhodanobacter_R12	LRK53_RS00560	LRK53_RS00560		ABC transporter ATP-binding protein/permease	-0.000	-0.124	0.019	-0.098	-0.178	0.036
rhodanobacter_R12	LRK53_RS00565	LRK53_RS00565		ATP-binding protein	0.226	-1.604	-1.670	-1.603	-0.138	-0.934
rhodanobacter_R12	LRK53_RS00570	LRK53_RS00570		nitrogen regulation protein NR(I)	-0.180	-0.411	-2.441	-2.239	-0.041	-0.793
rhodanobacter_R12	LRK53_RS00575	LRK53_RS00575		glycosyl transferase family 36	-0.245	0.050	-0.035	-0.154	-0.083	0.014
rhodanobacter_R12	LRK53_RS00580	LRK53_RS00580		hypothetical protein	-0.221	0.051	-0.152	0.078	-0.020	0.008
rhodanobacter_R12	LRK53_RS00585	LRK53_RS00585		decarboxylating 6-phosphogluconate dehydrogenase	-0.190	-0.035	-0.080	-0.074	-0.123	-0.097
rhodanobacter_R12	LRK53_RS00590	LRK53_RS00590		DUF488 domain-containing protein	-0.276	0.134	-0.269	0.020	0.299	0.043
rhodanobacter_R12	LRK53_RS00595	LRK53_RS00595		DUF2945 domain-containing protein	0.512	0.213	0.321	-0.074	0.623	0.396
rhodanobacter_R12	LRK53_RS00600	LRK53_RS00600		hypothetical protein	-0.187	0.264	0.286	-0.155	-0.002	-0.293
rhodanobacter_R12	LRK53_RS00605	LRK53_RS00605		cytochrome P450	0.007	-0.218	0.153	-0.226	-0.011	-0.100
rhodanobacter_R12	LRK53_RS00610	LRK53_RS00610		LytTR family DNA-binding domain-containing protein	0.002	-0.109	-0.279	-0.216	-0.204	-0.132
rhodanobacter_R12	LRK53_RS00615	LRK53_RS00615		histidine kinase	-0.189	0.064	-0.199	-0.276	0.056	-0.234
rhodanobacter_R12	LRK53_RS00620	LRK53_RS00620		alpha/beta hydrolase fold domain-containing protein	-0.241	-0.129	-1.182	-0.795	-0.208	-0.130
rhodanobacter_R12	LRK53_RS00625	LRK53_RS00625		prolyl oligopeptidase family serine peptidase	0.153	0.103	-0.130	-0.061	-0.004	-0.051
rhodanobacter_R12	LRK53_RS00630	LRK53_RS00630		prolyl oligopeptidase family serine peptidase	0.101	0.182	0.023	0.028	0.129	-0.098
rhodanobacter_R12	LRK53_RS00635	LRK53_RS00635		HAD-IB family hydrolase	-0.110	0.366	-0.168	-0.006	-0.320	-0.311
rhodanobacter_R12	LRK53_RS00640	LRK53_RS00640		hypothetical protein	-0.138	-0.034	-0.113	0.051	0.141	-0.200
rhodanobacter_R12	LRK53_RS00645	LRK53_RS00645		GTP cyclohydrolase I FolE	0.630	-0.104	-0.580	0.024	0.350	0.060
rhodanobacter_R12	LRK53_RS00650	LRK53_RS00650		RNA polymerase sigma factor	-0.069	-0.050	-0.025	0.060	-0.167	-0.026
rhodanobacter_R12	LRK53_RS00655	LRK53_RS00655		TlpA family protein disulfide reductase	0.131	-0.008	-0.082	-0.054	0.121	0.144
rhodanobacter_R12	LRK53_RS00680	LRK53_RS00680		GntR family transcriptional regulator	0.354	-0.088	-0.253	-1.061	-0.082	-0.382
rhodanobacter_R12	LRK53_RS00685	LRK53_RS00685		SIS domain-containing protein	-0.005	-0.117	0.138	0.126	0.195	0.067
rhodanobacter_R12	LRK53_RS00690	LRK53_RS00690		N-acetylglucosamine-6-phosphate deacetylase	0.635	0.867	-0.358	-0.927	-1.506	0.129
rhodanobacter_R12	LRK53_RS00695	LRK53_RS00695		TonB-dependent vitamin B12 receptor	-0.889	-0.482	-0.130	-0.543	-0.308	-0.395
rhodanobacter_R12	LRK53_RS00700	LRK53_RS00700		efflux RND transporter permease subunit	-0.011	0.035	0.105	0.006	-0.009	0.076
rhodanobacter_R12	LRK53_RS00705	LRK53_RS00705		efflux RND transporter permease subunit	0.045	0.028	0.156	0.149	0.038	0.138
rhodanobacter_R12	LRK53_RS00710	LRK53_RS00710		insulinase family protein	-0.017	0.424	0.379	0.170	0.199	0.280
rhodanobacter_R12	LRK53_RS00715	LRK53_RS00715		insulinase family protein	0.176	0.054	-0.060	-0.194	-0.078	-0.045
rhodanobacter_R12	LRK53_RS00720	LRK53_RS00720		acyloxyacyl hydrolase	0.178	-0.026	0.393	0.246	0.108	-0.876
rhodanobacter_R12	LRK53_RS00725	LRK53_RS00725		DHA2 family efflux MFS transporter permease subunit	-0.246	-0.289	-0.066	-0.073	-0.133	-0.185
rhodanobacter_R12	LRK53_RS00730	LRK53_RS00730		efflux RND transporter periplasmic adaptor subunit	0.256	0.257	-0.092	-0.219	0.034	0.020
rhodanobacter_R12	LRK53_RS00735	LRK53_RS00735		efflux transporter outer membrane subunit	-0.112	-0.097	0.066	-0.133	-0.027	-0.059
rhodanobacter_R12	LRK53_RS00740	LRK53_RS00740		MarR family transcriptional regulator	0.352	-0.366	-1.323	0.428	0.179	-0.034
rhodanobacter_R12	LRK53_RS00750	LRK53_RS00750		efflux RND transporter permease subunit	-0.081	-0.068	-0.088	0.031	0.094	-0.093
rhodanobacter_R12	LRK53_RS00755	LRK53_RS00755		efflux RND transporter periplasmic adaptor subunit	-0.130	-0.234	0.074	0.589	0.097	-0.362
rhodanobacter_R12	LRK53_RS00760	LRK53_RS00760		DUF302 domain-containing protein	0.683	1.625	0.706	1.034	0.308	0.599
rhodanobacter_R12	LRK53_RS00770	LRK53_RS00770		NAD(P)/FAD-dependent oxidoreductase	-0.069	0.101	-0.152	0.074	0.061	-0.036
rhodanobacter_R12	LRK53_RS00775	LRK53_RS00775		metalloregulator ArsR/SmtB family transcription factor	-0.685	-0.566	-0.100	-0.241	-0.611	-0.659
rhodanobacter_R12	LRK53_RS00780	LRK53_RS00780		MBL fold metallo-hydrolase	0.047	-0.050	0.076	0.241	0.049	-0.111
rhodanobacter_R12	LRK53_RS00785	LRK53_RS00785		membrane protein	-0.482	0.063	0.026	-0.358	0.671	0.015
rhodanobacter_R12	LRK53_RS00790	LRK53_RS00790		peptidase S10	0.039	-0.069	0.030	-0.155	0.156	0.000
rhodanobacter_R12	LRK53_RS00805	LRK53_RS00805		LacI family DNA-binding transcriptional regulator	-0.286	-0.078	-0.352	-0.218	0.312	0.218
rhodanobacter_R12	LRK53_RS00810	LRK53_RS00810		sugar MFS transporter	0.114	-0.010	0.257	0.213	-0.133	-0.105
rhodanobacter_R12	LRK53_RS00815	LRK53_RS00815		glucokinase	-0.152	-0.047	-0.148	-0.255	0.338	0.100
rhodanobacter_R12	LRK53_RS00820	LRK53_RS00820		TonB-dependent receptor	-0.039	0.050	-0.054	-0.088	0.060	-0.034
rhodanobacter_R12	LRK53_RS00825	LRK53_RS00825		family 20 glycosylhydrolase	0.324	0.135	-0.101	0.201	0.108	0.059
rhodanobacter_R12	LRK53_RS00830	LRK53_RS00830		heparan-alpha-glucosaminide N-acetyltransferase domain-containing protein	-0.404	-0.353	0.036	0.090	-0.336	-0.138
rhodanobacter_R12	LRK53_RS00835	LRK53_RS00835		ATP-dependent DNA helicase	0.190	0.564	0.312	0.288	-0.090	0.032
rhodanobacter_R12	LRK53_RS00845	LRK53_RS00845		DEAD/DEAH box helicase	-0.086	0.036	-0.038	0.042	-0.068	-0.090
rhodanobacter_R12	LRK53_RS00850	LRK53_RS00850		glycoside hydrolase family 3 C-terminal domain-containing protein	-0.086	-0.154	0.239	0.073	0.077	0.039
rhodanobacter_R12	LRK53_RS00855	LRK53_RS00855		TonB-dependent receptor	0.011	-0.149	-0.053	-0.116	-0.044	-0.017
rhodanobacter_R12	LRK53_RS00860	LRK53_RS00860		serine protease	-0.066	-0.092	-0.052	-0.092	-0.066	0.033
rhodanobacter_R12	LRK53_RS00870	LRK53_RS00870		alpha-2-macroglobulin family protein	-0.007	-0.079	-0.067	0.103	0.064	0.085
rhodanobacter_R12	LRK53_RS00875	LRK53_RS00875		penicillin-binding protein 1C	0.035	0.036	0.162	-0.203	-0.158	0.098
rhodanobacter_R12	LRK53_RS00880	LRK53_RS00880		TolC family protein	-0.064	0.129	-0.235	-0.104	0.042	0.255
rhodanobacter_R12	LRK53_RS00885	LRK53_RS00885		efflux RND transporter periplasmic adaptor subunit	0.138	0.284	0.171	0.236	-0.094	0.060
rhodanobacter_R12	LRK53_RS00890	LRK53_RS00890		efflux RND transporter permease subunit	-0.131	-0.085	-0.196	0.072	0.010	0.128
rhodanobacter_R12	LRK53_RS00895	LRK53_RS00895		hypothetical protein	0.281	-0.240	-0.024	-0.318	-0.232	0.002
rhodanobacter_R12	LRK53_RS00900	LRK53_RS00900		ATP-binding protein	0.124	-0.015	-0.004	-0.121	-0.032	-0.028
rhodanobacter_R12	LRK53_RS00905	LRK53_RS00905		response regulator	-0.083	-0.014	0.205	0.269	0.357	0.245
rhodanobacter_R12	LRK53_RS00910	LRK53_RS00910		monovalent cation/H+ antiporter subunit A	-0.616	-0.484	0.099	0.028	-0.103	-0.106
