orgId	locusId	sysName	geneName	desc	set3S237 defined media with 20AA_mix	set3S238 defined media with 20AA_mix	set3S239 defined media with L-Serine	set3S240 defined media with L-Serine	set3S241 defined media with D-Glucose	set3S242 defined media with D-Glucose
rhodanobacter_R12	LRK53_RS00920	LRK53_RS00920		monovalent cation/H+ antiporter subunit D	-0.138	-0.284	0.082	-0.100	0.008	0.130
rhodanobacter_R12	LRK53_RS00925	LRK53_RS00925		Na+/H+ antiporter subunit E	-0.565	-0.336	-0.326	-0.448	-0.133	0.130
rhodanobacter_R12	LRK53_RS00930	LRK53_RS00930		K+/H+ antiporter subunit F	0.413	-1.447	-0.318	0.103	0.401	0.506
rhodanobacter_R12	LRK53_RS00935	LRK53_RS00935		monovalent cation/H(+) antiporter subunit G	0.106	0.101	-0.009	-0.077	0.153	0.046
rhodanobacter_R12	LRK53_RS00940	LRK53_RS00940		hypothetical protein	0.567	0.275	0.347	0.387	-0.418	0.070
rhodanobacter_R12	LRK53_RS00945	LRK53_RS00945		helix-turn-helix domain-containing protein	-1.245	-1.106	-0.760	-0.998	-1.776	-1.396
rhodanobacter_R12	LRK53_RS00950	LRK53_RS00950		hypothetical protein	0.365	0.329	0.109	-0.193	0.177	-0.028
rhodanobacter_R12	LRK53_RS00960	LRK53_RS00960		hypothetical protein	0.049	-0.015	-0.046	0.023	0.010	0.012
rhodanobacter_R12	LRK53_RS00965	LRK53_RS00965		hypothetical protein	0.074	0.376	0.190	0.118	0.169	0.153
rhodanobacter_R12	LRK53_RS00970	LRK53_RS00970		IS3 family transposase	-0.177	-0.044	0.026	-0.156	-0.091	-0.060
rhodanobacter_R12	LRK53_RS00975	LRK53_RS00975		hypothetical protein	0.613	0.630	-0.037	-0.403	-0.257	0.227
rhodanobacter_R12	LRK53_RS00980	LRK53_RS00980		hypothetical protein	-0.032	-0.153	-0.205	-0.001	0.015	-0.091
rhodanobacter_R12	LRK53_RS00985	LRK53_RS00985		hypothetical protein	-0.676	-0.361	-0.038	0.162	0.004	-0.084
rhodanobacter_R12	LRK53_RS00990	LRK53_RS00990		hypothetical protein	0.206	0.227	0.301	0.173	-0.103	-0.108
rhodanobacter_R12	LRK53_RS00995	LRK53_RS00995		hypothetical protein	-0.266	0.249	-0.191	-0.083	-0.139	-0.203
rhodanobacter_R12	LRK53_RS01000	LRK53_RS01000		tyrosine-type recombinase/integrase	-0.054	0.099	-0.157	-0.273	-0.076	0.070
rhodanobacter_R12	LRK53_RS01005	LRK53_RS01005		TIGR02391 family protein	-0.085	-0.123	0.042	0.154	0.103	0.011
rhodanobacter_R12	LRK53_RS01010	LRK53_RS01010		Panacea domain-containing protein	0.273	0.196	0.155	0.172	-0.001	0.235
rhodanobacter_R12	LRK53_RS01015	LRK53_RS01015		hypothetical protein	-0.014	0.078	0.181	0.195	0.092	-0.040
rhodanobacter_R12	LRK53_RS01020	LRK53_RS01020		SseB family protein	-0.094	0.129	0.015	0.046	0.190	0.066
rhodanobacter_R12	LRK53_RS01025	LRK53_RS01025		hypothetical protein	0.097	-0.050	0.028	-0.273	-0.218	0.013
rhodanobacter_R12	LRK53_RS01030	LRK53_RS01030		helix-turn-helix domain-containing protein	-0.119	-0.047	-0.100	0.101	0.064	0.033
rhodanobacter_R12	LRK53_RS01035	LRK53_RS01035		DDE-type integrase/transposase/recombinase	0.016	0.147	-0.067	0.024	0.063	-0.020
rhodanobacter_R12	LRK53_RS01040	LRK53_RS01040		AAA family ATPase	-0.015	0.083	-0.019	-0.060	0.059	0.179
rhodanobacter_R12	LRK53_RS01045	LRK53_RS01045		TniQ family protein	0.071	-0.022	0.034	0.088	0.027	-0.085
rhodanobacter_R12	LRK53_RS01050	LRK53_RS01050		McrC family protein	-0.142	-0.135	0.034	-0.041	-0.094	-0.045
rhodanobacter_R12	LRK53_RS01055	LRK53_RS01055		AAA family ATPase	0.039	0.052	0.058	0.080	-0.085	-0.105
rhodanobacter_R12	LRK53_RS01060	LRK53_RS01060		restriction endonuclease subunit S	-0.008	0.175	0.140	0.143	0.087	0.277
rhodanobacter_R12	LRK53_RS01065	LRK53_RS01065		type I restriction-modification system subunit M	0.010	0.030	-0.024	0.119	0.099	-0.068
rhodanobacter_R12	LRK53_RS01070	LRK53_RS01070		FRG domain-containing protein	-0.090	-0.017	-0.203	0.039	-0.053	-0.106
rhodanobacter_R12	LRK53_RS01075	LRK53_RS01075		DEAD/DEAH box helicase family protein	-0.103	-0.094	-0.030	0.116	0.025	-0.033
rhodanobacter_R12	LRK53_RS01090	LRK53_RS01090		D-aminoacyl-tRNA deacylase	0.231	-1.070	0.275	-0.341	-0.609	-0.288
rhodanobacter_R12	LRK53_RS01095	LRK53_RS01095		lipid A biosynthesis acyltransferase	-2.142	-1.707	0.096	0.320	-0.071	-0.028
rhodanobacter_R12	LRK53_RS01100	LRK53_RS01100		pteridine reductase	-0.214	-0.484	-1.319	-1.258	-0.678	-0.775
rhodanobacter_R12	LRK53_RS01105	LRK53_RS01105		hypothetical protein	0.047	-0.132	-0.156	-0.096	0.027	-0.223
rhodanobacter_R12	LRK53_RS01110	LRK53_RS01110		TonB-dependent receptor	0.056	0.056	0.102	-0.074	0.032	-0.000
rhodanobacter_R12	LRK53_RS01120	LRK53_RS01120		VanZ family protein	0.008	0.431	-0.007	-0.139	-1.526	0.004
