orgId	locusId	sysName	geneName	desc	set1IT006 KB	set1IT008 KB with Dimethyl Sulfoxide 0.42 vol%	set1IT012 KB with Acriflavine 1.25 ug/ml	set1IT014 KB with Ampicillin 0.775 ug/ml	set1IT016 KB with Berberine 15.6 ug/ml	set1IT018 KB with Carbenicillin 3.1 ug/ml	set1IT020 KB with Chloramphenicol 1.55 ug/ml	set1IT022 KB with Erythromycin 6.25 ug/ml	set1IT030 KB with Nalidixic 0.775 ug/ml	set1IT034 KB with Nitrofurantoin 31.25 ug/ml	set1IT038 KB with Phloretin 125 ug/ml	set1IT046 KB with Trimethoprim 15.6 ug/ml	set3IT010 KB with Acridine orange 3.125 ug/ml	set3IT020 KB with Mitomycin C 0.05 ug/ml	set4IT014 KB	set4IT016 KB with Dimethyl Sulfoxide 1.25 vol%	set4IT018 KB with Rifampicin 0.1 mg/ml	set4IT020 KB with capsaicin 0.25 mg/ml	set4IT022 KB with capsaicin 0.125 mg/ml	set4IT026 KB with Flavone 0.125 mg/ml	set4IT028 KB with Rotenone 0.25 mg/ml	set4IT030 KB with Rotenone 0.125 mg/ml	set4IT032 KB with Nitrofurantoin 0.0625 mg/ml
SyringaeB728a_mexBdelta	Psyr_1974	Psyr_1974		Excinuclease ABC subunit B	-0.402	-0.402	-1.762	-0.391	-0.879	0.955	0.050	0.445	-0.716	-9.766	-0.524	-0.384	-1.165	-5.290	0.475	1.039	-1.429	-0.482	-0.022	-1.494	-0.071	-0.121	-11.925
SyringaeB728a_mexBdelta	Psyr_1975	Psyr_1975		Integrase, catalytic region	-0.509	-1.574	-0.196	0.202	0.678	-0.642	0.738	-0.398	-2.462	-1.117	-1.447	-1.280	-4.135	-2.416	-1.344	-0.152	-0.485	0.221	-0.892	-0.002	0.746	-0.377	-0.671
SyringaeB728a_mexBdelta	Psyr_1978	Psyr_1978		Thioesterase superfamily	0.033	-0.295	0.688	0.159	-0.124	0.412	-0.244	0.845	-0.704	-1.814	-0.185	-2.065	-1.349	-1.798	1.636	0.088	1.859	0.804	1.786	-0.722	1.361	0.255	0.571
SyringaeB728a_mexBdelta	Psyr_1979	Psyr_1979		tRNA-U20a,U20b-dihydrouridine synthase	0.233	1.268	1.950	0.327	-0.079	-0.004	0.157	0.878	-0.529	0.350	0.805	1.314	1.176	1.603	1.645	1.718	1.506	1.708	1.966	1.258	2.382	2.359	1.134
SyringaeB728a_mexBdelta	Psyr_1980	Psyr_1980		Heat shock protein Hsp20	-0.180	1.022	0.440	0.655	1.243	1.268	1.006	-0.797	-0.262	0.509	0.502	-0.563	-0.103	1.282	-1.065	-1.888	-1.058	-0.240	-1.239	-0.381	-1.736	-2.057	-0.288
SyringaeB728a_mexBdelta	Psyr_1981	Psyr_1981		PAS:GGDEF	-0.063	0.244	-0.291	-1.419	-0.798	1.446	-1.345	-0.069	-1.090	0.433	-0.152	-0.713	1.230	-0.467	-0.533	-0.918	-0.465	-1.577	-0.061	-0.251	-1.085	-0.305	-0.859
SyringaeB728a_mexBdelta	Psyr_1982	Psyr_1982		transcriptional regulator, LysR family	-1.399	0.013	-0.975	0.206	1.134	1.524	0.383	1.223	0.473	0.380	-1.038	0.305	0.060	1.796	2.118	0.761	-0.768	0.954	0.052	0.653	0.142	0.136	2.229
SyringaeB728a_mexBdelta	Psyr_1983	Psyr_1983		3-isopropylmalate dehydratase, large subunit	-0.150	-0.635	1.188	-0.018	0.758	0.308	-0.529	-0.076	1.136	-1.338	-0.671	-0.963	-0.158	-1.684	0.248	1.120	1.177	0.593	1.511	0.839	-0.162	0.675	-0.241
SyringaeB728a_mexBdelta	Psyr_1984	Psyr_1984		3-isopropylmalate dehydratase, small subunit	0.907	0.892	0.623	1.189	0.937	2.855	1.225	1.276	0.072	0.391	0.848	0.897	1.581	1.328	0.701	0.615	-0.060	0.594	-0.347	0.470	0.198	1.121	1.708
SyringaeB728a_mexBdelta	Psyr_1985	Psyr_1985		3-isopropylmalate dehydrogenase	0.263	0.031	-0.276	-1.008	-0.541	2.787	-0.128	1.300	0.234	0.059	-0.202	-0.153	-0.047	0.376	-0.628	0.871	-0.368	0.097	0.089	-1.012	0.258	-0.012	1.510
SyringaeB728a_mexBdelta	Psyr_1987	Psyr_1987		2-keto-3-deoxygalactonate kinase	-0.605	0.041	-0.257	0.191	-0.876	-0.459	0.218	-0.600	0.238	0.283	0.260	0.423	-0.213	-0.008	-1.449	-1.025	-0.142	-1.036	-1.085	-0.406	-0.220	-0.331	-1.049
SyringaeB728a_mexBdelta	Psyr_1989	Psyr_1989		galactonate dehydratase	-2.741	0.021	-2.917	-0.507	-1.039	-0.933	-0.312	-1.308	-1.599	-1.791	-1.446	-2.187	-0.975	-1.541	-2.441	-1.245	-3.621	-1.674	-1.930	-3.615	-3.342	-2.227	-1.957
SyringaeB728a_mexBdelta	Psyr_1990	Psyr_1990		D-galactonate transporter	-0.344	-1.739	-0.701	0.634	-1.915	0.012	1.379	1.010	-0.168	-1.045	-1.213	-1.216	0.891	0.014	-0.939	-0.602	-0.875	-0.937	-0.492	-0.972	-0.851	0.738	0.096
SyringaeB728a_mexBdelta	Psyr_1991	Psyr_1991		transcriptional regulator, IclR family	-1.067	-1.443	-1.633	-0.534	-0.682	-0.540	-0.607	-1.542	-0.899	-1.669	-1.379	-0.319	-2.090	-0.345	-0.938	-0.298	-0.761	0.134	-0.045	-2.402	-0.811	-0.979	-1.351
SyringaeB728a_mexBdelta	Psyr_1992	Psyr_1992		Zinc-containing alcohol dehydrogenase superfamily	0.682	0.946	0.349	0.409	-1.613	-0.365	1.001	-0.458	1.366	1.588	-0.019	-0.437	-0.730	0.002	1.208	-0.442	0.401	-0.543	1.200	-0.186	0.518	-0.077	0.051
SyringaeB728a_mexBdelta	Psyr_1993	Psyr_1993		transcriptional regulator, AraC family	1.617	1.186	1.071	1.912	1.713	3.009	-0.475	-1.642	-1.086	0.998	0.390	1.532	0.234	1.963	0.226	0.712	1.624	0.511	-0.774	-0.829	-1.908	0.353	0.078
SyringaeB728a_mexBdelta	Psyr_1997	Psyr_1997		amino acid ABC transporter substrate-binding protein, PAAT family	-1.034	0.850	-0.862	0.398	-1.232	-0.096	-0.742	1.247	0.672	0.189	-0.133	-0.084	-2.724	0.213	0.618	-0.529	0.324	0.350	-0.492	0.605	0.434	-0.726	0.717
SyringaeB728a_mexBdelta	Psyr_1999	Psyr_1999		OmpA/MotB	0.456	-0.409	0.162	-0.560	-0.151	1.200	-0.441	-0.203	-0.989	-0.140	-1.293	-0.185	-0.471	0.112	-0.969	-1.207	0.255	-0.795	-0.210	-0.983	-0.834	0.723	-0.567
SyringaeB728a_mexBdelta	Psyr_2000	Psyr_2000		transcriptional regulator, GntR family	0.315	0.056	-1.117	0.519	0.655	-2.091	2.404	-0.672	0.777	-0.080	-0.069	0.055	-1.924	-0.904	0.093	-0.981	-0.631	-0.113	0.197	-0.172	-1.620	-2.173	-1.362
SyringaeB728a_mexBdelta	Psyr_2003	Psyr_2003		conserved hypothetical protein	-0.788	1.205	0.706	-0.192	-0.220	1.599	1.026	1.201	-0.819	0.611	-0.182	0.446	1.338	3.120	0.097	0.701	0.192	0.256	0.032	-0.312	-0.787	-0.083	1.748
SyringaeB728a_mexBdelta	Psyr_2014	Psyr_2014		conserved hypothetical protein	0.121	-0.243	-0.225	0.009	0.406	1.846	-0.089	0.574	1.309	0.092	0.844	0.234	0.161	1.201	0.042	1.159	0.655	0.977	0.893	0.365	0.586	1.534	0.480
SyringaeB728a_mexBdelta	Psyr_2015	Psyr_2015		Branched-chain amino acid transport system II carrier protein	1.038	0.677	3.207	0.746	3.491	2.026	2.067	1.608	1.261	0.597	1.045	1.204	0.424	2.050	1.298	0.354	1.043	0.817	-0.280	0.430	1.076	0.102	1.266
SyringaeB728a_mexBdelta	Psyr_2017	Psyr_2017		Heat shock protein Hsp90:ATP-binding region, ATPase-like protein	-0.432	-0.569	2.062	-1.788	1.416	2.783	0.886	0.845	0.151	0.213	-0.508	-1.697	-1.368	-3.653	0.401	-0.433	1.338	1.442	-0.143	0.788	-0.702	0.293	-0.635
SyringaeB728a_mexBdelta	Psyr_2018	Psyr_2018		Dienelactone hydrolase	-1.212	0.328	-1.526	-1.512	-1.319	-1.030	-0.122	-0.856	-0.950	-1.444	-1.411	-0.506	0.548	0.569	0.319	0.411	0.991	-0.799	0.638	-0.369	-0.373	0.178	0.362
SyringaeB728a_mexBdelta	Psyr_2021	Psyr_2021		Response regulator receiver:ATP-binding region, ATPase-like:Histidine kinase, HAMP region:Histidine kinase A, N-terminal	0.479	0.540	-2.019	-0.215	-0.954	-0.783	-0.267	2.857	0.804	0.201	-0.564	0.420	0.226	1.599	-0.030	1.160	0.717	-0.163	-1.569	-1.128	0.677	-1.144	0.097
SyringaeB728a_mexBdelta	Psyr_2022	Psyr_2022		Glycerol-3-phosphate dehydrogenase (NAD(P)+)	-1.253	-2.524	-0.726	-1.754	-1.143	-0.223	-0.963	1.588	-0.480	-0.672	0.234	1.052	0.158	0.612	-0.373	-0.065	-1.226	-1.271	-0.189	0.933	-1.868	-0.587	-0.389
SyringaeB728a_mexBdelta	Psyr_2023	Psyr_2023		conserved hypothetical protein	-0.954	-1.424	-2.187	-0.499	-1.202	-0.434	-1.196	-0.980	-2.738	-2.021	-1.548	-1.691	-0.709	0.548	-1.311	0.325	-1.308	-0.262	-1.586	-1.754	-0.050	-1.060	-2.000
SyringaeB728a_mexBdelta	Psyr_2024	Psyr_2024		Phosphohistidine phosphatase SixA	0.705	0.512	-0.924	0.027	-0.310	-1.044	0.369	0.610	-0.051	-0.726	0.321	-1.539	-0.350	-0.501	-0.158	0.605	0.113	-0.267	-0.265	-0.135	-0.122	1.167	0.024
SyringaeB728a_mexBdelta	Psyr_2025	Psyr_2025		Phenylacetic acid degradation-related protein	-1.044	0.194	-0.480	-0.383	-0.575	-0.588	0.458	-1.368	-0.017	0.500	-0.792	-0.030	-1.180	-0.465	-0.123	-1.077	-0.366	-3.015	-0.586	-1.684	-1.022	-1.103	-0.079
SyringaeB728a_mexBdelta	Psyr_2026	Psyr_2026		conserved hypothetical protein	-0.703	-1.569	0.307	-0.852	-0.178	-0.527	-1.790	-0.056	0.022	-1.112	0.152	-1.049	-0.604	0.113	-0.299	0.440	0.075	-1.257	-0.112	0.546	-0.815	-0.756	-0.347
SyringaeB728a_mexBdelta	Psyr_2027	Psyr_2027		epoxide hydrolase, Serine peptidase, MEROPS family S33	0.363	0.064	-0.896	0.992	1.163	1.185	0.571	-0.814	-0.075	0.928	-0.260	-0.288	0.593	0.390	1.611	-0.023	0.204	0.014	0.564	1.584	1.553	1.712	1.786
SyringaeB728a_mexBdelta	Psyr_2028	Psyr_2028		conserved hypothetical protein	0.660	0.436	0.866	0.187	-0.421	1.008	1.604	-0.215	1.419	2.106	1.676	1.356	-0.319	-0.906	-0.258	1.515	-0.488	0.180	-0.192	0.227	-0.379	1.485	0.558
SyringaeB728a_mexBdelta	Psyr_2029	Psyr_2029		Protein of unknown function UPF0118	1.326	2.343	-0.678	1.977	2.010	3.281	1.485	1.635	1.449	0.735	1.819	2.207	-0.254	1.347	0.238	0.783	-0.749	-0.225	-0.637	0.149	0.276	-0.480	-1.003
SyringaeB728a_mexBdelta	Psyr_2031	Psyr_2031		ATP-binding region, ATPase-like:Histidine kinase, HAMP region:Histidine kinase A, N-terminal	-0.794	-1.123	-0.780	0.402	-0.342	0.620	1.907	-0.270	1.404	1.043	-0.289	-1.501	0.575	0.305	2.348	0.596	1.045	1.021	3.438	0.982	1.086	1.087	2.684
SyringaeB728a_mexBdelta	Psyr_2032	Psyr_2032		two component transcriptional regulator, winged helix family	0.664	0.133	0.320	1.121	1.588	0.284	2.813	-0.175	1.827	1.028	1.184	1.206	1.216	0.348	0.606	-1.273	-0.230	-0.158	-0.343	-0.477	-0.230	-0.928	-1.066
SyringaeB728a_mexBdelta	Psyr_2033	Psyr_2033		conserved hypothetical protein	-0.249	-0.751	-1.233	-0.315	-0.565	-0.601	-0.817	0.540	-0.161	-1.128	-0.266	1.063	0.521	1.159	0.792	1.030	0.559	-0.501	0.187	0.025	0.208	0.292	0.256
SyringaeB728a_mexBdelta	Psyr_2034	Psyr_2034		Outer membrane autotransporter barrel	1.095	0.111	0.776	-0.334	0.404	0.629	-0.505	-0.410	0.685	0.617	0.953	-0.011	0.766	0.096	-0.056	-0.442	0.119	-0.773	-0.225	0.058	-0.146	0.243	0.184
SyringaeB728a_mexBdelta	Psyr_2035	Psyr_2035		conserved domain protein	-1.232	0.404	0.637	-0.144	-0.104	-1.354	1.564	0.571	1.377	-0.091	1.236	-0.199	0.621	-0.758	-0.590	-0.266	0.770	1.290	-0.320	1.283	-0.547	1.216	-0.118
SyringaeB728a_mexBdelta	Psyr_2036	Psyr_2036		Fimbrial protein	2.433	1.415	1.443	0.464	0.230	2.092	1.052	0.440	1.761	1.457	2.252	0.978	0.619	0.805	0.989	2.225	1.414	1.501	1.990	1.755	0.390	1.184	0.627
SyringaeB728a_mexBdelta	Psyr_2037	Psyr_2037		Fimbrial biogenesis outer membrane usher protein	0.990	0.355	0.455	0.523	1.881	0.827	0.079	1.194	-0.163	0.410	1.800	2.242	-0.480	-0.056	0.826	1.500	1.113	1.044	1.466	1.646	0.489	1.105	1.176
SyringaeB728a_mexBdelta	Psyr_2038	Psyr_2038		pili assembly chaperone:Bacterial pili assembly chaperone	1.103	-0.350	-2.152	-0.732	-1.183	-1.245	0.259	-3.574	-0.186	-1.156	-2.303	-0.151	-0.119	-0.771	0.952	1.232	-0.365	-0.916	-1.011	0.301	-0.068	-0.158	-0.092
SyringaeB728a_mexBdelta	Psyr_2039	Psyr_2039		Fimbrial protein	0.287	-0.037	0.436	-1.569	-0.498	0.403	0.325	-0.438	0.013	0.039	-0.505	1.224	-1.760	-2.057	0.618	-0.627	0.391	0.609	-0.102	-0.298	0.167	0.489	0.465
SyringaeB728a_mexBdelta	Psyr_2040	Psyr_2040		YD repeat protein	0.933	0.423	-0.666	-0.344	-0.319	0.257	0.592	0.536	-0.012	0.494	-0.016	0.497	0.377	0.347	0.853	1.074	0.659	0.827	0.990	1.158	0.790	1.156	1.527
SyringaeB728a_mexBdelta	Psyr_2041	Psyr_2041		hypothetical protein	1.669	0.157	0.146	0.355	1.187	1.375	-0.037	0.448	0.216	0.015	0.757	1.323	-0.222	-0.367	0.751	0.963	0.278	-0.992	0.625	-0.129	-0.428	0.534	0.543
SyringaeB728a_mexBdelta	Psyr_2042	Psyr_2042		hypothetical protein	-0.994	0.067	-0.621	-0.335	0.953	-1.279	0.418	0.744	0.719	-0.070	0.941	-0.255	-1.607	0.008	0.363	1.342	0.809	0.612	0.298	0.686	0.280	1.584	0.759
SyringaeB728a_mexBdelta	Psyr_2043	Psyr_2043		lipoprotein, putative	0.482	0.351	1.263	0.578	-0.475	0.336	-0.173	0.513	0.114	0.482	0.046	0.102	0.119	1.771	-0.353	-0.142	1.630	-0.244	-0.216	-0.040	-0.329	-0.579	0.526
SyringaeB728a_mexBdelta	Psyr_2044	Psyr_2044		YD repeat protein	-0.460	-0.559	-0.757	-0.001	0.129	-1.212	-0.044	-1.244	0.141	-0.212	-0.677	-0.590	-0.099	-2.752	-0.469	0.315	-0.370	0.353	-0.137	-0.408	-0.176	-0.125	-0.526
SyringaeB728a_mexBdelta	Psyr_2045	Psyr_2045		transcriptional regulator, LuxR family	-0.001	-1.143	-0.803	-0.315	-0.915	0.969	-1.462	0.015	-0.158	-1.057	-1.076	0.158	-1.281	-1.726	-0.383	-0.528	1.071	-0.741	-0.514	-2.596	0.080	0.145	-0.311
SyringaeB728a_mexBdelta	Psyr_2046	Psyr_2046		conserved hypothetical protein	-0.260	-1.115	0.299	-1.371	-1.094	-0.976	-0.431	-0.934	-1.383	-0.037	-0.367	-0.699	-0.229	-0.379	0.091	0.250	0.909	-1.602	-0.064	1.234	-1.614	-0.472	0.265
SyringaeB728a_mexBdelta	Psyr_2047	Psyr_2047		K+ transporting ATPase, A subunit	-0.091	-2.568	0.617	-0.208	1.495	-0.616	-2.270	-0.368	-0.559	-0.713	-0.794	0.348	0.846	0.227	0.465	-0.154	0.166	0.726	0.349	0.371	0.173	-0.935	0.160
SyringaeB728a_mexBdelta	Psyr_2048	Psyr_2048		Haloacid dehalogenase-like hydrolase:E1-E2 ATPase-associated region	0.735	-1.143	0.606	-0.901	-0.331	-0.208	1.253	1.375	-1.071	-0.053	-0.458	-0.736	-0.408	-0.305	0.620	2.006	1.925	0.389	-0.294	0.980	-0.856	-1.472	-0.458
SyringaeB728a_mexBdelta	Psyr_2049	Psyr_2049		K+ transporting ATPase, KdpC subunit	-0.043	-0.357	-0.261	-0.110	-1.226	-0.098	-0.122	0.730	-0.860	0.255	-0.410	0.503	-0.363	0.141	0.538	-0.124	-0.458	0.392	0.198	0.182	-0.518	0.496	2.133
SyringaeB728a_mexBdelta	Psyr_2050	Psyr_2050		ATP-binding region, ATPase-like:Histidine kinase A, N-terminal:Osmosensitive K+ channel His kinase sensor:UspA	1.265	0.854	0.856	1.478	-0.517	0.060	0.200	-0.271	0.797	0.749	0.070	1.230	0.372	0.735	0.924	-0.211	0.192	0.268	0.036	1.790	-0.815	0.007	0.771
SyringaeB728a_mexBdelta	Psyr_2051	Psyr_2051		Response regulator receiver:Transcriptional regulatory protein, C-terminal	1.026	0.569	-0.205	0.723	0.653	0.030	-1.330	-0.543	0.364	-0.857	2.021	-1.116	0.841	1.018	0.663	-1.280	0.569	1.877	1.311	-0.116	-0.067	1.989	0.254
SyringaeB728a_mexBdelta	Psyr_2052	Psyr_2052		lipoprotein, putative	0.353	-0.497	-0.751	-0.327	1.320	0.887	1.736	1.202	0.322	-0.814	-0.201	-0.416	1.606	1.718	0.510	1.178	0.293	-0.023	0.122	0.394	0.616	0.698	0.314
SyringaeB728a_mexBdelta	Psyr_2053	Psyr_2053		moxR protein, putative	1.703	1.102	1.756	1.280	1.055	2.294	2.265	0.684	0.864	1.988	0.686	0.085	0.680	-0.349	-0.130	-0.829	-0.348	0.311	-1.747	-0.317	0.520	0.651	-0.124
SyringaeB728a_mexBdelta	Psyr_2054	Psyr_2054		Protein of unknown function DUF58	1.312	-1.002	-0.438	-0.856	0.551	0.301	-0.214	-0.336	0.899	0.507	0.709	1.568	2.770	0.728	2.183	1.897	0.993	1.671	2.415	1.067	1.698	0.370	0.870
SyringaeB728a_mexBdelta	Psyr_2055	Psyr_2055		Transglutaminase-like protein	0.339	-0.639	-2.244	-0.355	-0.538	0.093	-0.515	-1.227	0.149	0.124	-0.575	0.704	-0.579	0.097	0.520	-0.201	-0.643	-0.194	-0.623	-0.152	-0.321	0.446	-1.043
SyringaeB728a_mexBdelta	Psyr_2056	Psyr_2056		CHAD	-0.396	-1.441	0.031	-0.453	0.831	-0.563	1.040	0.028	0.772	-0.071	0.094	0.292	0.637	-0.607	-0.985	-1.445	-1.032	-1.097	-2.720	-2.748	-1.402	-1.062	-0.235
SyringaeB728a_mexBdelta	Psyr_2057	Psyr_2057		acyl-CoA thioesterase II, putative	-0.538	0.329	-0.032	0.763	-0.033	-1.296	0.985	-0.388	-1.070	-0.807	0.203	-0.783	-0.347	-0.063	-0.721	0.091	0.250	-0.301	1.037	-0.218	0.456	-0.283	0.347
SyringaeB728a_mexBdelta	Psyr_2060	Psyr_2060		Sec-independent protein translocase TatD	0.199	0.227	-1.246	0.168	1.158	-0.607	-0.488	-0.699	0.818	0.125	0.313	0.847	-0.408	-1.247	1.115	1.274	0.290	-0.390	-0.739	1.114	0.142	0.654	0.413
SyringaeB728a_mexBdelta	Psyr_2061	Psyr_2061		SLT	0.343	-0.703	0.278	0.562	-0.234	-0.602	0.021	0.286	0.703	1.352	1.454	1.502	-0.450	-1.406	-0.366	1.137	0.540	1.661	1.027	0.770	-0.312	1.017	0.835
SyringaeB728a_mexBdelta	Psyr_2062	Psyr_2062		DoxD-like family protein	0.199	0.754	0.780	0.590	1.609	1.073	-0.161	1.628	-0.212	0.508	2.417	-0.226	0.510	0.953	-0.616	-0.707	-0.669	-1.449	-1.014	-0.745	-2.169	-1.731	-1.335
SyringaeB728a_mexBdelta	Psyr_2064	Psyr_2064		conserved hypothetical protein	-0.185	0.831	0.194	-0.778	1.506	1.373	0.214	1.266	-0.180	-0.598	-0.188	0.142	1.210	0.744	1.979	3.042	0.953	2.627	0.743	1.065	1.586	2.329	1.054
SyringaeB728a_mexBdelta	Psyr_2065	Psyr_2065		transcription elongation factor GreB	-0.629	-1.607	-1.099	-2.515	0.797	-0.929	0.453	-1.702	-1.560	-0.208	-0.425	-2.510	-0.069	-0.854	-2.447	-1.687	-0.720	-2.543	-1.444	-2.322	-2.994	-2.095	-2.984
SyringaeB728a_mexBdelta	Psyr_2066	Psyr_2066		Protein of unknown function DUF214:Fimbrial assembly	0.424	0.082	-0.805	-0.812	0.575	0.222	1.937	1.036	-0.382	0.177	1.173	0.809	0.982	1.462	0.980	0.311	-0.408	0.568	0.202	1.769	0.335	-0.549	0.314
SyringaeB728a_mexBdelta	Psyr_2067	Psyr_2067		ABC transporter	0.499	-1.078	0.434	-1.006	-0.578	0.313	-1.117	-0.719	-0.152	-0.804	-1.145	0.856	1.714	0.833	2.038	3.428	2.175	2.554	1.099	1.831	1.391	2.712	2.853
SyringaeB728a_mexBdelta	Psyr_2068	Psyr_2068		Arylesterase	0.881	-1.849	-1.019	1.086	-0.104	0.153	-0.096	-2.481	-0.299	-0.412	-1.184	-1.238	1.227	1.759	0.711	0.925	0.385	0.640	-0.746	0.563	0.295	1.314	0.076
SyringaeB728a_mexBdelta	Psyr_2069	Psyr_2069		conserved hypothetical protein	-0.194	-0.626	-0.161	-1.030	0.590	0.154	0.803	0.215	0.617	-2.020	-0.458	0.012	1.137	-1.221	1.024	2.696	2.512	0.345	-0.165	1.047	-0.072	2.522	1.908
SyringaeB728a_mexBdelta	Psyr_2070	Psyr_2070		ErfK/YbiS/YcfS/YnhG	-0.797	0.632	-2.822	-0.303	-1.529	-2.956	-1.336	-5.188	-0.523	-0.888	0.902	0.709	-0.729	-0.634	0.067	0.897	-2.870	0.418	-1.271	0.001	0.394	1.139	0.409
SyringaeB728a_mexBdelta	Psyr_2071	Psyr_2071		outer membrane lipoprotein OprI	-1.527	-2.771	-1.558	-0.762	-1.416	-0.964	-2.222	-1.876	-1.558	-1.196	-1.350	-2.863	0.696	-1.372	-0.314	0.356	-0.405	0.750	0.117	0.594	-0.005	-0.470	-0.167
SyringaeB728a_mexBdelta	Psyr_2072	Psyr_2072		conserved hypothetical protein	1.959	1.715	1.194	1.099	1.494	-0.023	-0.264	-0.724	-0.273	0.354	1.229	1.878	-0.153	0.528	0.330	1.267	-1.636	0.823	-0.481	0.143	-1.120	0.505	0.303
SyringaeB728a_mexBdelta	Psyr_2073	Psyr_2073		3-deoxy-D-arabinoheptulosonate-7-phosphate synthase	2.877	1.244	0.455	1.155	1.454	2.669	0.642	0.847	1.036	1.135	1.202	2.750	-0.364	0.026	1.050	0.776	-0.761	1.042	1.064	0.910	0.259	-0.336	-0.009
SyringaeB728a_mexBdelta	Psyr_2074	Psyr_2074		ketopantoate reductase	2.508	1.992	0.189	0.854	-0.158	-0.135	0.557	-0.603	0.339	0.783	-1.105	0.628	0.054	-0.528	1.207	2.454	1.064	1.055	2.598	2.790	0.887	2.805	1.262
SyringaeB728a_mexBdelta	Psyr_2075	Psyr_2075		5-nucleotidase	1.231	0.166	-0.738	1.473	0.673	1.252	0.761	0.057	0.067	0.675	0.603	-0.721	-1.001	-0.322	-0.272	-0.366	-0.938	-0.721	-0.276	-0.767	-0.475	-0.050	0.649
SyringaeB728a_mexBdelta	Psyr_2076	Psyr_2076		UspA	0.504	-1.542	0.332	2.471	0.786	-2.733	-0.095	1.721	-0.807	1.261	1.724	1.262	-0.085	-0.500	0.753	0.050	-0.248	0.658	-0.156	0.197	1.014	0.880	-0.401
SyringaeB728a_mexBdelta	Psyr_2077	Psyr_2077		regulatory protein, LysR:LysR, substrate-binding protein	0.520	-0.140	-0.673	-0.614	1.064	2.136	1.229	1.062	1.909	0.545	0.291	0.372	1.675	1.876	-1.117	0.004	0.033	-0.045	-2.917	-0.804	-1.945	-0.660	-0.308
SyringaeB728a_mexBdelta	Psyr_2079	Psyr_2079		phosphoserine phosphatase / phosphoserine:homoserine phosphotransferase	-0.261	0.066	-0.703	0.363	-0.622	-1.814	0.411	-1.386	-0.321	-1.007	-0.075	0.599	0.811	0.769	-0.025	0.381	0.616	0.419	0.478	1.091	0.842	0.464	-0.208
SyringaeB728a_mexBdelta	Psyr_2080	Psyr_2080		aminodeoxychorismate synthase, subunit I	-4.564	-3.380	-0.118	-3.356	-0.407	-1.541	0.355	0.012	-6.246	-6.744	-3.882	-8.667	-0.581	-0.543	-5.314	-4.815	-4.781	-6.335	-4.906	-3.069	-5.814	-5.702	-9.645
SyringaeB728a_mexBdelta	Psyr_2081	Psyr_2081		conserved hypothetical protein	0.536	0.831	-0.311	-0.420	-0.539	0.040	1.572	0.235	0.240	0.020	0.552	0.995	1.089	-0.097	-0.334	2.629	-0.258	-0.141	0.463	0.750	0.216	-0.639	1.194
SyringaeB728a_mexBdelta	Psyr_2082	Psyr_2082		membrane protein, putative	-0.898	0.155	-1.635	0.004	-1.592	0.272	0.544	-0.708	-1.391	-0.059	0.262	1.370	0.784	0.234	-1.172	0.406	-0.536	0.795	-0.828	-0.112	0.392	0.606	0.142
SyringaeB728a_mexBdelta	Psyr_2083	Psyr_2083		Protein of unknown function DUF785	0.043	-1.399	-0.444	-0.217	0.471	-2.295	1.583	0.920	-1.042	-0.829	-1.743	-0.525	-1.045	0.330	1.277	-0.356	1.519	0.081	1.172	0.086	0.563	1.072	0.402
SyringaeB728a_mexBdelta	Psyr_2084	Psyr_2084		transcriptional regulator, GntR family	-0.483	-0.887	-0.738	0.132	1.606	-1.322	-0.301	-1.193	-0.322	-1.852	0.514	0.749	-2.052	-2.562	-0.338	-0.030	0.135	-0.120	2.339	0.903	0.151	1.089	-1.330
SyringaeB728a_mexBdelta	Psyr_2085	Psyr_2085		methylisocitrate lyase	-2.650	-1.862	-0.107	-1.716	-1.079	-3.583	-0.803	-1.672	-3.247	-2.188	-1.092	-1.266	0.664	1.896	0.033	1.190	-0.428	-0.002	0.437	-0.568	0.301	0.105	0.854
SyringaeB728a_mexBdelta	Psyr_2086	Psyr_2086		2-methylcitrate synthase	0.760	0.395	-0.982	0.248	-0.797	1.225	1.178	-2.644	0.081	1.352	-1.350	-1.194	-0.996	-1.738	-0.415	-0.560	-1.093	0.248	0.062	0.240	-0.323	-1.290	-0.508
SyringaeB728a_mexBdelta	Psyr_2087	Psyr_2087		aconitase / 2-methylcitrate dehydratase (trans-methylaconitate-forming)	-1.796	-2.876	-1.974	-0.454	1.123	-2.818	0.687	-1.302	-1.624	-1.043	-1.646	-2.666	-3.803	-3.863	-1.659	-1.523	-0.908	-1.232	-1.937	0.223	-1.020	-1.968	-3.561
SyringaeB728a_mexBdelta	Psyr_2088	Psyr_2088		2-methylaconitate cis-trans isomerase	0.743	0.330	-0.169	-1.876	1.156	-0.648	-0.075	-0.531	0.889	-1.130	0.806	0.350	0.845	1.150	-0.463	-0.812	-0.403	0.048	-1.348	0.249	-1.052	0.142	-1.663
SyringaeB728a_mexBdelta	Psyr_2089	Psyr_2089		Protein of unknown function DUF299	1.018	1.330	0.366	-1.420	0.016	-0.735	0.541	-1.273	1.155	-0.048	0.582	-0.527	0.954	-1.955	0.043	0.287	1.163	1.505	0.304	0.527	1.273	0.544	0.184
