orgId	locusId	sysName	geneName	desc	set1IT006 KB	set1IT008 KB with Dimethyl Sulfoxide 0.42 vol%	set1IT012 KB with Acriflavine 1.25 ug/ml	set1IT014 KB with Ampicillin 0.775 ug/ml	set1IT016 KB with Berberine 15.6 ug/ml	set1IT018 KB with Carbenicillin 3.1 ug/ml	set1IT020 KB with Chloramphenicol 1.55 ug/ml	set1IT022 KB with Erythromycin 6.25 ug/ml	set1IT030 KB with Nalidixic 0.775 ug/ml	set1IT034 KB with Nitrofurantoin 31.25 ug/ml	set1IT038 KB with Phloretin 125 ug/ml	set1IT046 KB with Trimethoprim 15.6 ug/ml	set3IT010 KB with Acridine orange 3.125 ug/ml	set3IT020 KB with Mitomycin C 0.05 ug/ml	set4IT014 KB	set4IT016 KB with Dimethyl Sulfoxide 1.25 vol%	set4IT018 KB with Rifampicin 0.1 mg/ml	set4IT020 KB with capsaicin 0.25 mg/ml	set4IT022 KB with capsaicin 0.125 mg/ml	set4IT026 KB with Flavone 0.125 mg/ml	set4IT028 KB with Rotenone 0.25 mg/ml	set4IT030 KB with Rotenone 0.125 mg/ml	set4IT032 KB with Nitrofurantoin 0.0625 mg/ml
SyringaeB728a_mexBdelta	Psyr_1071	Psyr_1071		Carboxylesterase	-0.958	-0.796	0.279	-0.600	0.907	2.462	0.030	0.554	0.174	-1.393	1.246	0.183	-0.055	-0.894	-0.640	0.178	-0.226	0.343	1.672	0.903	-0.068	0.631	0.091
SyringaeB728a_mexBdelta	Psyr_1072	Psyr_1072		amino acid ABC transporter substrate-binding protein, PAAT family	-0.034	0.055	-0.754	-1.650	0.194	2.764	0.182	-1.513	-0.209	-0.140	-0.653	0.639	-1.548	-1.654	0.183	-2.481	-0.572	-1.895	0.256	-0.619	-1.433	-0.845	-1.042
SyringaeB728a_mexBdelta	Psyr_1073	Psyr_1073		amino acid ABC transporter membrane protein 1, PAAT family	0.472	0.743	0.488	0.113	-0.741	1.329	0.791	-0.326	0.325	-0.135	-0.403	0.972	-0.179	-0.543	1.175	-0.466	-0.464	-0.113	-0.409	0.327	0.037	-0.331	-0.020
SyringaeB728a_mexBdelta	Psyr_1074	Psyr_1074		amino acid ABC transporter membrane protein 2, PAAT family	-0.374	0.189	0.324	-1.683	-0.319	-0.296	-0.981	-1.008	0.877	-0.716	0.806	-1.222	-0.178	0.922	0.677	0.928	0.333	0.002	0.140	0.986	-0.231	1.899	-0.575
SyringaeB728a_mexBdelta	Psyr_1075	Psyr_1075		amino acid ABC transporter ATP-binding protein, PAAT family	-0.270	0.549	0.149	-0.184	-0.230	0.961	-0.484	-0.878	0.175	-1.181	-1.467	-0.914	0.804	-0.174	-1.287	-1.675	-0.727	-2.482	-3.137	-2.037	-1.918	-2.569	-0.696
SyringaeB728a_mexBdelta	Psyr_1076	Psyr_1076		Cyanate transport system protein	0.961	0.666	0.415	0.805	-0.772	0.595	1.280	0.464	0.358	0.421	-1.861	-0.377	0.719	1.622	-0.410	-0.615	-0.320	0.134	-0.336	-0.487	-0.972	-1.187	0.410
SyringaeB728a_mexBdelta	Psyr_1077	Psyr_1077		Isoflavone reductase	-0.146	0.635	0.008	-0.544	-1.221	0.825	-0.704	0.848	-0.161	0.724	-0.111	0.130	0.760	-0.987	-1.849	-1.638	-0.486	-1.009	-0.603	-1.214	-1.243	-2.135	-0.587
SyringaeB728a_mexBdelta	Psyr_1078	Psyr_1078		Protein of unknown function DUF24	-0.313	0.290	0.512	-0.158	-0.082	-1.752	1.151	0.460	-0.349	0.387	-1.136	-0.357	0.266	0.181	0.959	1.190	1.013	2.054	0.512	1.914	1.568	1.651	1.228
SyringaeB728a_mexBdelta	Psyr_1079	Psyr_1079		conserved hypothetical protein	0.717	-0.875	-0.756	-0.231	-0.916	-0.513	0.647	0.049	-0.370	-0.673	-0.393	-0.695	1.151	1.254	-0.228	-1.684	-1.855	0.026	-2.109	-1.853	-0.564	-0.161	-0.484
SyringaeB728a_mexBdelta	Psyr_1080	Psyr_1080		Excinuclease ABC, C subunit, N-terminal	-0.095	-0.468	-0.804	-0.470	-1.414	-1.748	0.576	-0.844	-0.341	-0.449	0.070	-1.329	-0.092	-1.554	-0.328	-0.294	-0.454	0.836	-0.109	-1.740	-0.977	1.072	-1.222
SyringaeB728a_mexBdelta	Psyr_1081	Psyr_1081		conserved hypothetical protein	1.020	0.879	0.586	-0.657	0.737	2.896	0.993	-0.795	0.941	0.397	1.415	-0.190	0.480	-0.366	0.501	0.473	0.388	-0.181	-0.278	-0.163	0.468	-0.938	0.106
SyringaeB728a_mexBdelta	Psyr_1082	Psyr_1082		Glutaredoxin	-0.092	0.897	0.404	-0.801	1.208	0.397	1.702	0.047	-0.106	0.118	0.643	0.270	1.267	0.040	-0.250	0.125	-0.740	-0.377	0.179	-0.830	-0.020	-0.201	0.494
SyringaeB728a_mexBdelta	Psyr_1083	Psyr_1083		37kDa nucleoid-associated bacterial protein	-0.123	0.380	2.147	0.333	2.290	-0.096	2.692	0.567	-1.749	-0.861	-0.014	-0.619	0.222	-2.208	0.199	0.819	0.040	0.199	-0.557	0.824	-0.368	1.494	-1.263
SyringaeB728a_mexBdelta	Psyr_1084	Psyr_1084		Histone-like bacterial DNA-binding protein	-0.835	1.201	1.728	0.017	0.163	0.041	1.172	0.086	0.985	-0.415	0.116	-0.435	1.712	1.655	-1.725	-0.444	-2.016	-0.582	-0.415	0.274	-0.351	-1.260	-1.318
SyringaeB728a_mexBdelta	Psyr_1085	Psyr_1085		23S rRNA m(6)A-1618 methyltransferase	0.229	0.329	1.566	-0.727	1.023	1.409	0.122	0.057	-0.222	-0.981	0.392	-0.685	0.543	0.486	-1.824	-1.335	-1.368	-0.997	-0.545	-1.520	-0.739	-0.569	-0.130
SyringaeB728a_mexBdelta	Psyr_1087	Psyr_1087		CDS	-1.774	0.385	-0.537	1.357	-0.716	0.266	-1.322	-1.163	0.782	-1.211	-1.007	-0.808	0.617	0.112	-0.751	-0.207	1.554	0.140	-0.360	0.545	0.027	0.111	-1.010
SyringaeB728a_mexBdelta	Psyr_1088	Psyr_1088		CDS	-0.841	-1.139	0.094	-0.726	-0.680	-1.042	0.641	-1.503	0.173	-0.299	-1.855	-1.652	-2.303	-1.929	0.633	-0.195	1.135	-0.809	0.461	0.414	-0.201	-0.154	0.068
SyringaeB728a_mexBdelta	Psyr_1090	Psyr_1090		DNA polymerase III, chi subunit	-0.223	-0.945	-1.016	-0.456	-1.896	-0.571	-0.248	-3.054	-0.851	-1.290	-0.179	-0.678	-3.211	-1.619	-0.556	0.529	0.098	-0.188	0.619	-0.392	1.729	-0.677	0.599
SyringaeB728a_mexBdelta	Psyr_1091	Psyr_1091		aminopeptidase A, Metallo peptidase, MEROPS family M17	-4.720	-2.425	-5.538	-4.055	-3.027	-2.641	-2.180	-4.294	-3.530	-2.354	-3.547	-5.823	-1.585	-2.562	-1.253	-1.288	-1.217	-2.978	-2.558	-1.725	-2.014	-1.575	-1.816
SyringaeB728a_mexBdelta	Psyr_1094	Psyr_1094		cold-shock DNA-binding protein family	-1.435	-2.184	-1.118	-2.545	0.448	-0.166	-2.637	-2.885	-2.317	-0.340	-1.049	-2.562	2.236	1.815	-2.076	-1.706	-1.096	-1.771	-1.335	-0.330	-2.338	-2.671	-0.921
SyringaeB728a_mexBdelta	Psyr_1095	Psyr_1095		Glycine cleavage system T protein	-0.228	-0.279	1.203	-1.033	1.146	-0.818	0.547	-0.623	0.774	-0.044	-0.102	-0.408	-0.340	-0.826	-0.525	1.054	0.487	-0.375	0.921	0.556	0.111	-0.853	-0.730
SyringaeB728a_mexBdelta	Psyr_1096	Psyr_1096		glycine dehydrogenase (decarboxylating) alpha subunit / glycine dehydrogenase (decarboxylating) beta subunit	0.006	-0.366	-1.323	-0.259	0.629	-1.773	0.201	-0.028	-0.113	0.388	0.144	-0.810	0.238	-1.632	0.174	-0.701	-0.013	0.213	0.169	-0.286	-0.054	0.358	0.557
SyringaeB728a_mexBdelta	Psyr_1097	Psyr_1097		glycine cleavage system H protein	0.263	-2.081	1.048	-0.059	-1.768	-0.788	-0.694	-1.082	-0.584	2.132	-1.569	0.171	0.478	0.207	0.902	0.258	1.084	0.004	1.992	0.423	0.950	0.814	-0.835
SyringaeB728a_mexBdelta	Psyr_1098	Psyr_1098		response regulator receiver modulated diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(s)	0.135	-0.264	-0.384	0.910	0.911	0.964	-0.809	-0.381	0.036	-0.119	0.739	-0.082	0.811	0.699	0.429	-0.546	0.275	-0.174	-0.752	-0.724	-0.038	-0.645	-0.091
SyringaeB728a_mexBdelta	Psyr_1099	Psyr_1099		Response regulator receiver	-0.321	-0.020	-1.198	-0.771	1.140	1.320	0.247	-0.622	-0.092	0.353	-0.150	1.029	-1.112	-0.868	-0.771	-0.645	-0.487	-1.234	-0.247	-0.930	-0.633	-0.218	-1.088
SyringaeB728a_mexBdelta	Psyr_1100	Psyr_1100		PAS/PAC sensor signal transduction histidine kinase	-0.683	-0.849	-0.458	-0.501	-1.735	1.343	-0.655	-0.228	-0.310	0.506	-0.324	0.705	-0.222	-0.097	0.180	0.818	0.951	-0.001	-0.099	-0.669	0.055	1.031	0.474
SyringaeB728a_mexBdelta	Psyr_1101	Psyr_1101		Helix-turn-helix, Fis-type	0.584	0.363	-0.945	-0.130	1.303	-1.310	-0.656	0.231	0.108	-0.036	0.252	1.066	-1.023	-1.291	-1.141	-0.184	-0.391	-1.198	-2.132	-1.603	-1.854	-0.202	-1.117
SyringaeB728a_mexBdelta	Psyr_1102	Psyr_1102		conserved hypothetical protein	0.216	0.370	-0.855	-1.048	-0.390	0.984	-0.607	-0.392	0.532	-0.622	-0.418	0.062	-0.545	-0.791	1.156	0.841	0.513	0.011	0.552	0.187	0.958	0.854	-0.525
SyringaeB728a_mexBdelta	Psyr_1103	Psyr_1103		Protein of unknown function DUF454	0.349	-0.522	0.381	-0.036	-0.406	1.801	0.988	-0.485	-2.845	-0.589	0.856	-0.232	2.717	1.040	-1.664	0.044	-1.039	-1.436	-2.527	-3.225	0.363	-1.035	-1.066
SyringaeB728a_mexBdelta	Psyr_1104	Psyr_1104		Heme oxygenase	1.106	1.990	0.810	-0.614	3.201	1.590	0.658	1.281	1.525	-0.139	0.564	1.747	-0.138	0.534	-0.265	0.625	0.672	-0.103	-0.207	-0.105	-0.584	-0.014	0.527
SyringaeB728a_mexBdelta	Psyr_1105	Psyr_1105		TonB-dependent hemoglobin/transferrin/lactoferrin receptor:TonB-dependent heme/hemoglobin receptor	-0.331	-1.013	-1.484	-0.469	-0.819	0.017	-1.083	-0.310	-1.594	-0.484	-1.221	-1.016	-0.165	0.394	0.148	-0.839	-0.671	-1.612	-0.189	0.223	-0.143	-0.863	-1.083
SyringaeB728a_mexBdelta	Psyr_1106	Psyr_1106		FecR protein	0.905	1.493	0.919	0.944	1.073	0.572	1.307	2.182	-0.701	1.318	1.612	1.295	1.369	0.885	-0.745	0.243	0.303	0.624	-1.719	-1.985	-0.801	-1.081	-2.532
SyringaeB728a_mexBdelta	Psyr_1107	Psyr_1107		Sigma-70 region 2	-1.010	1.108	2.414	0.886	-0.205	0.024	-0.722	1.098	-0.038	0.734	0.246	0.842	0.472	0.730	1.243	1.488	0.757	-0.013	0.613	2.078	1.499	0.391	1.941
SyringaeB728a_mexBdelta	Psyr_1108	Psyr_1108		glyceraldehyde-3-phosphate dehydrogenase	-3.808	-4.317	-2.629	-3.775	-2.535	-2.044	-0.629	-2.267	-2.919	-3.337	-4.103	-4.285	-2.415	-3.258	-4.454	-4.856	-3.482	-3.984	-4.066	-2.826	-5.273	-3.154	-3.914
SyringaeB728a_mexBdelta	Psyr_1109	Psyr_1109		6-phosphogluconate dehydratase	-2.172	-3.075	-3.294	-2.698	-4.516	-0.983	-0.313	-0.666	-1.746	-3.681	-4.498	-2.166	-3.080	-0.510	-0.826	-0.701	0.213	-1.655	-2.529	-2.570	-2.424	-2.078	-1.544
SyringaeB728a_mexBdelta	Psyr_1110	Psyr_1110		glucokinase	-0.999	-1.039	-1.880	-0.693	-1.119	-1.797	-1.126	-1.755	-0.297	-1.278	-1.284	-0.827	-0.747	-0.130	-0.869	-0.673	-0.271	-1.537	-1.589	-0.310	-0.754	-0.699	-1.058
SyringaeB728a_mexBdelta	Psyr_1111	Psyr_1111		Response regulator receiver:Transcriptional regulatory protein, C-terminal	0.059	-0.525	-0.389	-0.661	-0.894	0.479	1.084	-0.382	0.913	0.154	1.022	-0.188	-1.351	-0.876	-0.575	-1.234	-1.462	-0.546	-0.543	-0.411	-2.218	-0.020	-0.865
SyringaeB728a_mexBdelta	Psyr_1112	Psyr_1112		ATP-binding region, ATPase-like:Histidine kinase, HAMP region:Histidine kinase A, N-terminal	0.871	-0.341	0.421	-0.329	0.306	-0.791	-0.545	-0.296	1.001	-0.503	0.315	-0.297	0.026	0.367	-0.607	-0.429	-0.164	0.621	-0.278	0.021	0.017	0.220	-0.606
SyringaeB728a_mexBdelta	Psyr_1113	Psyr_1113		glucose-binding protein	0.545	0.742	0.081	0.090	0.429	-0.686	1.133	0.950	1.682	0.578	-0.576	0.370	0.437	-1.245	0.994	0.113	0.148	-0.100	0.208	0.182	-0.533	0.033	0.814
SyringaeB728a_mexBdelta	Psyr_1114	Psyr_1114		glucose ABC transporter membrane protein	-0.601	-0.166	-0.464	0.298	-0.205	-0.617	0.539	0.018	0.203	0.004	-0.695	-0.788	-0.899	-1.162	-0.126	-0.400	0.337	-1.049	-0.847	-0.168	-1.441	-0.191	-2.316
SyringaeB728a_mexBdelta	Psyr_1115	Psyr_1115		glucose ABC transporter membrane protein	-3.231	-1.362	-0.909	-1.419	-0.203	-2.924	-1.500	-1.608	-0.019	-0.856	-2.916	-2.480	-0.722	-0.317	-0.988	-1.381	-1.318	-0.728	0.500	-1.736	-1.304	-1.300	-1.699
SyringaeB728a_mexBdelta	Psyr_1116	Psyr_1116		glucose ABC transporter ATP-binding protein	0.431	-0.388	-1.436	-0.212	-0.170	-1.377	-0.140	-0.656	1.908	0.181	-0.623	-1.567	0.098	-0.034	0.561	-0.384	0.004	0.664	-0.540	0.360	0.500	0.286	0.581
SyringaeB728a_mexBdelta	Psyr_1117	Psyr_1117		porin, OprB family	0.145	-0.744	0.025	0.110	1.292	-0.771	-0.028	-1.310	0.800	0.653	0.602	-0.620	0.472	-1.009	1.272	0.405	1.858	1.211	-0.025	1.365	0.191	0.049	0.971
SyringaeB728a_mexBdelta	Psyr_1118	Psyr_1118		Aldose 1-epimerase	-1.007	-1.296	0.464	-1.952	-0.449	0.645	-1.748	-1.788	-1.683	0.148	-0.812	-1.500	-0.158	0.549	0.213	-0.115	0.512	0.710	-0.489	0.031	-0.305	0.222	1.074
SyringaeB728a_mexBdelta	Psyr_1119	Psyr_1119		Helix-turn-helix protein RpiR:Sugar isomerase (SIS)	-0.267	-2.269	-1.746	-0.816	-1.757	-0.035	-1.866	-1.822	-1.445	-0.145	-1.023	-0.655	-0.755	0.024	-0.603	0.432	0.675	1.137	0.144	0.053	-0.671	0.092	-0.772
SyringaeB728a_mexBdelta	Psyr_1120	Psyr_1120		glucose-6-phosphate 1-dehydrogenase	-0.865	-1.988	-2.690	-2.264	-1.666	-0.026	-1.716	-2.027	-1.034	-2.179	-1.096	-0.691	0.315	-2.345	-1.987	-0.219	-0.252	-0.428	-0.586	-1.040	-0.663	0.097	-0.679
SyringaeB728a_mexBdelta	Psyr_1123	Psyr_1123		conserved hypothetical protein	-3.188	-0.939	-1.889	-3.191	-1.881	-1.011	-2.403	-0.593	-1.057	-2.121	-0.727	-2.769	-0.341	0.755	2.619	0.381	0.980	1.757	2.410	2.186	1.174	0.906	1.919
SyringaeB728a_mexBdelta	Psyr_1124	Psyr_1124		conserved hypothetical protein	0.575	-0.266	-0.383	1.989	-0.016	0.396	0.275	0.636	1.331	0.448	0.881	0.483	0.148	-0.076	0.147	0.077	-0.522	1.085	0.363	-0.862	-0.181	0.403	-0.046
SyringaeB728a_mexBdelta	Psyr_1125	Psyr_1125		GGDEF domain protein	-0.305	-0.096	-0.214	0.554	0.193	-0.016	0.217	-0.935	-0.607	-0.313	-0.487	-0.432	0.898	0.358	1.521	1.653	0.618	1.122	0.949	0.407	0.772	1.410	0.359
SyringaeB728a_mexBdelta	Psyr_1126	Psyr_1126		Heavy metal sensor kinase	-0.409	-0.556	-0.723	0.237	-0.650	1.036	0.337	-1.085	-0.403	-1.011	0.219	-1.164	0.314	0.341	1.693	0.394	-0.511	0.726	0.298	0.593	-1.218	1.091	0.957
SyringaeB728a_mexBdelta	Psyr_1127	Psyr_1127		Heavy metal response regulator	-0.800	-0.049	0.396	0.958	0.192	-0.514	1.290	0.912	-0.434	-0.856	-0.296	0.483	1.064	1.556	1.702	1.147	-0.449	0.928	1.146	1.166	0.075	-0.488	0.191
SyringaeB728a_mexBdelta	Psyr_1128	Psyr_1128		Acriflavin resistance protein	-0.207	0.521	0.409	0.425	-0.233	2.075	-0.791	0.391	-0.334	0.217	0.613	1.076	0.252	1.186	0.755	0.468	0.918	-0.277	-0.866	-0.017	-0.519	1.125	0.072
SyringaeB728a_mexBdelta	Psyr_1129	Psyr_1129		Secretion protein HlyD	0.990	0.929	-0.484	-0.619	-0.731	1.563	0.315	0.656	-0.034	-0.178	0.694	0.481	-0.952	-1.671	0.263	0.023	-0.226	0.543	-0.236	1.770	0.938	1.798	0.702
SyringaeB728a_mexBdelta	Psyr_1130	Psyr_1130		conserved hypothetical protein	-1.474	0.258	-0.498	3.136	-0.597	-0.354	-0.491	-1.162	1.206	-1.806	-0.587	-1.151	-0.269	-0.400	0.547	1.141	-0.280	-0.833	0.204	0.143	0.019	0.519	-0.217
SyringaeB728a_mexBdelta	Psyr_1131	Psyr_1131		Fimbrial protein	-0.506	0.869	0.964	0.188	0.244	1.948	-0.572	-1.451	-0.459	-1.149	-0.155	-0.020	0.548	1.328	-0.068	0.283	-1.060	-0.629	0.144	0.165	0.403	1.009	-1.422
SyringaeB728a_mexBdelta	Psyr_1132	Psyr_1132		pili assembly chaperone:Bacterial pili assembly chaperone	0.602	-0.231	-1.455	1.871	-0.834	-2.771	-0.740	0.077	0.429	-0.401	-0.109	-0.654	0.633	-1.355	-0.742	0.210	-2.321	-0.053	-0.579	-1.155	-1.812	0.102	-1.063
SyringaeB728a_mexBdelta	Psyr_1133	Psyr_1133		Fimbrial biogenesis outer membrane usher protein	0.852	1.024	0.613	0.823	0.302	2.427	-0.323	0.869	-0.032	0.541	0.724	1.995	-0.237	1.438	-0.499	0.301	-0.387	-1.538	1.541	-0.046	-0.571	-0.646	-0.181
SyringaeB728a_mexBdelta	Psyr_1134	Psyr_1134		pili assembly chaperone	0.532	-0.164	0.337	1.320	0.666	0.658	-0.508	-0.848	1.269	-0.403	0.066	1.321	0.356	-0.167	2.476	0.964	-0.033	2.737	1.980	1.133	2.381	0.392	2.436
SyringaeB728a_mexBdelta	Psyr_1135	Psyr_1135		conserved hypothetical protein	-0.200	-1.202	-1.329	-0.810	-0.750	-0.412	-0.051	-1.157	0.471	0.180	0.654	0.874	1.405	0.984	-2.512	0.684	-1.851	-1.807	-0.909	-1.510	-2.094	-0.503	-1.891
SyringaeB728a_mexBdelta	Psyr_1137	Psyr_1137		Protein of unknown function UPF0153	0.651	-0.406	-1.260	-1.167	0.531	-1.362	0.645	0.392	-1.286	0.292	0.239	0.045	1.975	0.254	-0.869	-1.210	-1.494	-1.309	-0.584	-0.449	0.161	-1.328	0.017
SyringaeB728a_mexBdelta	Psyr_1138	Psyr_1138		GCN5-related N-acetyltransferase	-0.948	-0.220	-0.238	-0.177	-1.257	-0.054	0.063	-1.702	-2.142	-0.488	0.115	-0.334	1.181	-0.120	-0.282	-0.168	-0.499	0.594	0.356	-0.401	-0.786	-0.337	0.048
SyringaeB728a_mexBdelta	Psyr_1139	Psyr_1139		Response regulator receiver:CheW-like protein	1.400	0.736	1.691	0.286	1.234	-0.550	1.190	0.723	1.146	0.941	1.370	0.399	0.724	0.146	-0.414	-0.517	-0.571	0.713	-0.901	0.281	1.417	-0.191	-0.103
SyringaeB728a_mexBdelta	Psyr_1140	Psyr_1140		Disulfide bond formation protein DsbB	0.893	-0.032	-0.035	-0.587	-0.825	-0.656	-0.419	0.312	1.068	-1.116	0.460	1.026	-0.715	-1.923	-0.785	-0.296	-2.763	-3.267	-1.610	-0.455	-5.065	-3.324	-1.448
SyringaeB728a_mexBdelta	Psyr_1146	Psyr_1146		Glycosyl transferase, family 2	0.759	0.687	-1.946	0.622	-2.470	1.848	0.601	-5.401	0.700	0.181	0.443	0.894	0.348	0.138	-0.768	-0.647	-0.098	-0.143	0.145	-1.111	-1.226	0.902	-1.672
SyringaeB728a_mexBdelta	Psyr_1147	Psyr_1147		Acetyltransferase (isoleucine patch superfamily)-like protein	-1.207	0.459	0.028	0.730	-1.034	-0.697	1.020	-3.228	-0.085	0.402	0.187	-0.073	-0.101	-3.369	-0.588	-0.441	-1.502	-2.604	0.852	-1.545	-2.103	-1.189	-4.422
SyringaeB728a_mexBdelta	Psyr_1148	Psyr_1148		branched chain amino acid aminotransferase apoenzyme	-0.012	-2.109	-1.226	-1.615	-0.701	2.391	-1.649	-1.832	-2.919	-1.445	-1.006	0.454	-0.056	-1.247	-3.232	-1.372	-1.958	-1.171	-1.269	-2.990	-2.551	-1.271	-1.785
SyringaeB728a_mexBdelta	Psyr_1149	Psyr_1149		conserved hypothetical protein	-0.165	0.172	-2.176	0.263	0.054	-0.909	-0.210	-0.015	0.631	-0.688	-0.056	-1.574	0.981	-0.578	-0.105	-0.666	-0.266	0.555	0.359	0.386	0.217	-0.275	0.524
SyringaeB728a_mexBdelta	Psyr_1150	Psyr_1150		chemotaxis sensory transducer	-0.785	-0.441	-1.156	-1.014	-1.655	-0.418	0.656	-1.372	-1.929	-0.703	-2.529	-2.273	1.537	0.116	0.681	0.585	-0.825	0.404	0.132	-0.694	0.194	-0.351	0.788
SyringaeB728a_mexBdelta	Psyr_1151	Psyr_1151		cyclohexadienyl dehydratase	-0.495	-1.954	-2.274	-2.877	-1.149	-0.907	-2.037	-2.221	-0.914	-1.889	-2.941	-1.098	-0.582	-0.572	-0.088	0.808	-0.919	-1.337	-0.637	-0.078	-0.497	-0.729	0.068
SyringaeB728a_mexBdelta	Psyr_1152	Psyr_1152		transcriptional regulator, ArsR family	-0.120	-0.894	-2.282	-1.617	-1.420	0.349	-2.509	-0.589	-1.275	-1.205	-1.192	-0.493	0.131	0.964	-0.843	-0.249	-1.516	-0.442	-0.532	-1.179	-1.067	-1.416	-1.344
SyringaeB728a_mexBdelta	Psyr_1153	Psyr_1153		Zinc-containing alcohol dehydrogenase superfamily	-0.762	-0.695	-0.795	-0.138	0.179	-1.058	0.768	-0.068	-0.279	0.384	-2.047	-0.011	-3.094	0.022	0.243	-0.574	-0.380	-0.883	-0.928	0.091	-0.640	-0.864	0.017
SyringaeB728a_mexBdelta	Psyr_1154	Psyr_1154		Copper/Zinc superoxide dismutase	0.099	-0.823	0.320	0.273	-0.638	2.736	0.282	1.025	-0.616	-0.504	0.145	-0.325	0.233	-0.265	-0.596	-0.477	-0.024	0.079	-0.889	-0.683	-1.052	-0.461	-1.794
SyringaeB728a_mexBdelta	Psyr_1155	Psyr_1155		conserved hypothetical protein	0.006	-1.140	-1.051	-0.227	0.054	0.964	0.071	-0.117	-0.528	-1.039	-0.451	-0.619	2.568	1.640	0.603	0.719	0.756	-0.317	-0.257	-1.168	0.232	0.426	0.480
SyringaeB728a_mexBdelta	Psyr_1156	Psyr_1156		Peptidase M20A, peptidase V	-0.423	-0.025	-1.555	0.246	-1.395	-1.528	-1.174	-1.643	-0.250	-1.053	-0.433	-0.496	-2.045	-2.744	-0.737	-1.766	-2.054	-1.898	-2.344	-3.430	-2.215	-0.570	-1.215
SyringaeB728a_mexBdelta	Psyr_1157	Psyr_1157		diguanylate cyclase with PAS/PAC sensor	-0.240	-0.280	0.410	0.546	-0.857	-1.879	-0.250	-1.239	0.832	0.848	-0.409	0.017	-2.418	-2.759	0.584	0.398	0.615	0.064	0.535	-0.254	-0.081	0.379	-0.239
SyringaeB728a_mexBdelta	Psyr_1158	Psyr_1158		Gluconate transporter	-0.545	0.705	-2.060	-0.230	0.703	2.226	-1.348	-0.613	0.496	-0.757	-0.783	-0.309	0.784	-0.121	0.521	-1.474	0.571	0.061	0.151	0.598	0.490	0.937	0.259
SyringaeB728a_mexBdelta	Psyr_1159	Psyr_1159		PAS:GGDEF	0.161	0.313	-0.622	-1.301	0.069	-0.629	-0.418	-1.204	-0.834	0.564	-1.486	-0.277	-0.363	0.541	0.475	-0.383	1.013	0.890	0.407	0.464	-0.661	0.452	-0.598
SyringaeB728a_mexBdelta	Psyr_1160	Psyr_1160		Uncharacterized protein conserved in bacteria-like protein	-2.135	-2.736	-1.677	-2.154	-1.878	-0.897	-0.728	-3.335	-1.894	-1.968	-1.780	-2.190	-0.679	-2.378	-1.164	-0.069	-1.314	-0.599	-0.435	-0.636	-1.679	-0.125	-0.476
SyringaeB728a_mexBdelta	Psyr_1161	Psyr_1161		transcriptional regulator, GntR family	-1.293	-1.248	-1.426	-0.924	-0.477	0.803	-1.712	-1.866	-0.120	-0.889	-0.971	-1.231	-1.423	-1.927	-1.119	-0.521	-0.645	-1.171	-1.217	-0.336	-0.971	-1.047	-1.037
SyringaeB728a_mexBdelta	Psyr_1162	Psyr_1162		conserved hypothetical protein	0.878	1.187	-0.262	-0.263	0.635	0.824	-0.336	-0.221	0.315	0.205	-0.088	1.919	-0.364	-0.014	1.275	0.161	1.030	1.319	0.442	-1.057	1.881	0.764	-0.730
SyringaeB728a_mexBdelta	Psyr_1163	Psyr_1163		Isochorismatase hydrolase	-0.162	-0.426	-1.184	-0.926	-0.947	-0.318	-0.203	-0.420	-0.401	-1.677	-0.077	-0.570	0.858	0.141	-0.923	0.154	-0.150	0.186	-0.702	-0.049	-1.258	-0.995	-0.235
SyringaeB728a_mexBdelta	Psyr_1164	Psyr_1164		nucleoside ABC transporter ATP-binding protein	0.435	-1.074	0.128	-0.431	-1.581	-0.229	0.354	-0.053	-1.365	-0.743	-0.346	0.587	1.058	-0.200	-0.174	0.994	1.136	0.170	0.879	-1.216	-0.085	1.133	1.152
SyringaeB728a_mexBdelta	Psyr_1166	Psyr_1166		Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase	0.366	-0.034	-0.151	1.691	0.520	2.202	-0.016	0.830	0.490	0.439	0.903	0.405	0.123	1.637	-0.841	-0.850	-0.087	-0.729	-1.696	-0.351	-0.526	-0.342	0.519
SyringaeB728a_mexBdelta	Psyr_1167	Psyr_1167		nucleoside ABC transporter membrane protein	1.034	-0.740	0.278	1.284	-0.462	-0.381	-0.279	0.816	-1.617	-0.871	0.443	1.041	2.174	1.875	-1.442	-1.212	0.227	-0.524	-0.461	-1.168	-0.964	-2.446	-1.533
SyringaeB728a_mexBdelta	Psyr_1168	Psyr_1168		nucleoside ABC transporter membrane protein	-0.505	-1.230	-0.085	0.412	1.256	-0.655	0.600	0.297	-0.007	-0.267	0.439	0.024	2.202	1.785	-0.071	-0.299	0.064	-0.719	0.213	-0.115	-0.866	0.012	-0.186
SyringaeB728a_mexBdelta	Psyr_1169	Psyr_1169		nucleoside-binding protein	1.100	1.073	0.944	0.445	0.490	-1.780	0.508	-0.624	-0.383	-0.219	-0.704	1.065	-0.630	-1.558	0.922	1.504	0.175	0.740	0.199	0.282	-0.432	0.103	-0.996
