orgId	locusId	sysName	geneName	desc	set1IT023 D-Glucose 20 mM (C)	set1IT024 D-Glucose 20 mM (C)	set1IT031 (+)-Arabinogalactan 5 mg/ml (C)	set1IT032 (+)-Arabinogalactan 5 mg/ml (C)	set1IT035 Mannan from Saccharomyces cerevisiae 5 mg/ml (C)	set1IT036 Mannan from Saccharomyces cerevisiae 5 mg/ml (C)	set1IT037 Fructooligosaccharides (FOS) 5 mg/ml (C)	set1IT038 Fructooligosaccharides (FOS) 5 mg/ml (C)	set1IT041 D-Maltose 20 mM (C)	set1IT042 D-Maltose 20 mM (C)	set1IT043 D-Raffinose 20 mM (C)	set1IT044 D-Raffinose 20 mM (C)	set1IT049 D-Glucose 20 mM (C)	set1IT050 D-Glucose 20 mM (C)	set1IT067 L-Fucose 20 mM (C)	set1IT068 L-Fucose 20 mM (C)	set1IT071 D-Glucosamine Hydrochloride 20 mM (C)	set1IT072 D-Glucosamine Hydrochloride 20 mM (C)	set1IT077 D-Maltose 20 mM (C)	set1IT078 D-Maltose 20 mM (C)	set1IT085 D-Raffinose 20 mM (C)	set1IT086 D-Raffinose 20 mM (C)
Bvulgatus_CL09T03C04	HMPREF1058_RS10190	HMPREF1058_RS10190		ParB/RepB/Spo0J family partition protein	1.140	1.083	0.556	-0.711	-1.289	0.360	0.600	0.325	0.806	0.077	0.666	1.317	0.793	0.242	-0.935	-0.035	1.656	0.773	-0.192	0.129	-0.672	0.673
Bvulgatus_CL09T03C04	HMPREF1058_RS10195	HMPREF1058_RS10195		3'-5' exonuclease	0.849	-0.111	-0.211	-0.829	-0.375	0.033	-0.977	0.094	-0.791	-0.136	0.820	0.815	0.876	-0.225	-0.176	0.321	0.752	0.516	-1.218	-0.180	0.587	-2.025
Bvulgatus_CL09T03C04	HMPREF1058_RS10200	HMPREF1058_RS10200		hypothetical protein	-0.132	1.339	-0.380	-0.607	-0.914	1.357	-0.574	-0.354	-0.496	-0.203	-0.904	0.588	-1.210	-0.234	-1.016	-0.742	0.549	1.695	0.746	-0.423	-0.467	0.241
Bvulgatus_CL09T03C04	HMPREF1058_RS10205	HMPREF1058_RS10205		hypothetical protein	-0.983	0.357	-2.662	-1.129	-0.426	0.567	0.527	-0.823	-0.269	-0.798	-0.113	0.222	0.755	-1.967	0.800	-1.096	1.426	0.706	-0.335	-0.114	0.631	-0.566
Bvulgatus_CL09T03C04	HMPREF1058_RS10210	HMPREF1058_RS10210		hypothetical protein	0.134	-0.102	-0.269	-1.002	1.670	1.253	-1.240	-0.153	0.451	0.776	0.061	-0.506	-0.271	-0.042	-1.088	-0.149	1.290	0.434	-0.687	0.611	0.301	0.188
Bvulgatus_CL09T03C04	HMPREF1058_RS10215	HMPREF1058_RS10215		DUF4417 domain-containing protein	-0.012	-0.329	1.149	1.180	0.512	1.112	0.054	0.090	0.430	1.656	-0.672	-0.271	1.105	0.614	0.077	0.322	-0.279	-1.215	0.777	1.466	0.637	-0.158
Bvulgatus_CL09T03C04	HMPREF1058_RS10220	HMPREF1058_RS10220		hypothetical protein	-1.060	-1.129	0.773	-0.149	0.064	0.195	-1.035	-1.563	-0.194	-0.592	-1.085	0.128	-0.158	0.243	-1.443	-0.523	0.904	0.086	1.429	0.936	-2.661	1.054
Bvulgatus_CL09T03C04	HMPREF1058_RS10225	HMPREF1058_RS10225		hypothetical protein	-2.278	-3.814	-0.574	-1.509	-0.763	-1.114	-2.035	-1.923	-1.091	-0.251	-1.855	-1.233	-2.534	-2.449	-2.667	-2.104	-1.159	-3.115	-0.107	-2.635	-1.846	-1.572
Bvulgatus_CL09T03C04	HMPREF1058_RS10230	HMPREF1058_RS10230		hypothetical protein	-0.160	-1.657	0.809	-1.127	0.669	0.341	0.282	0.646	0.760	0.866	-1.143	-2.079	1.203	0.220	0.241	-0.457	-0.865	-0.742	-1.392	0.070	-1.486	-0.259
Bvulgatus_CL09T03C04	HMPREF1058_RS10235	HMPREF1058_RS10235		phage portal protein	0.144	0.733	-0.700	-0.273	0.075	-1.385	-0.835	-0.828	-0.036	-0.379	-0.329	0.104	-0.435	-0.606	0.467	0.165	-0.572	1.074	-0.922	-1.273	-0.752	0.381
Bvulgatus_CL09T03C04	HMPREF1058_RS10240	HMPREF1058_RS10240		phage portal protein	1.838	0.407	0.386	0.419	1.038	0.697	0.303	0.668	-0.148	0.287	0.256	0.177	1.058	0.383	0.450	-0.297	0.075	0.838	0.516	1.873	0.017	0.945
Bvulgatus_CL09T03C04	HMPREF1058_RS10245	HMPREF1058_RS10245		hypothetical protein	0.551	-0.428	0.230	-0.258	-0.506	-0.342	-0.028	-1.184	0.658	1.082	0.217	0.267	1.011	-0.080	0.221	0.625	1.266	1.226	1.221	0.345	-1.049	-0.407
Bvulgatus_CL09T03C04	HMPREF1058_RS10250	HMPREF1058_RS10250		hypothetical protein	1.164	0.752	-1.248	-0.088	-0.267	0.322	-0.289	-0.605	-0.692	-0.634	-1.122	-0.311	0.233	0.796	-0.199	0.244	0.710	0.332	0.083	-0.820	-0.097	-0.133
Bvulgatus_CL09T03C04	HMPREF1058_RS10255	HMPREF1058_RS10255		hypothetical protein	-2.567	-1.858	-1.015	-0.362	-1.036	-1.636	-1.657	-3.497	-2.056	-1.098	-1.579	-1.220	-3.316	-2.667	-1.554	-2.646	-1.289	-1.262	-2.300	-2.434	-2.008	-1.779
Bvulgatus_CL09T03C04	HMPREF1058_RS10260	HMPREF1058_RS10260		ADP-ribosylglycohydrolase family protein	0.382	0.412	-1.254	-0.925	-2.028	-2.329	1.045	0.302	2.991	2.819	0.250	-1.339	0.429	1.835	-3.912	-0.122	-0.467	-1.748	1.336	3.523	0.183	-0.219
Bvulgatus_CL09T03C04	HMPREF1058_RS10270	HMPREF1058_RS10270		hypothetical protein	-3.491	-1.659	-2.561	-2.844	-1.514	-3.247	-3.732	-2.697	0.318	-0.032	-1.976	-2.817	-1.889	-1.458	-2.312	-3.711	-1.278	-2.995	-0.736	-1.351	-2.036	-1.916
Bvulgatus_CL09T03C04	HMPREF1058_RS10275	HMPREF1058_RS10275		RNA-splicing ligase RtcB	-0.156	0.373	-0.195	-1.390	-6.500	-6.193	-0.360	-1.159	4.102	4.842	-1.929	-3.254	0.300	0.487	-5.666	-4.827	-2.099	-3.649	2.319	3.850	-0.774	-3.285
Bvulgatus_CL09T03C04	HMPREF1058_RS10285	HMPREF1058_RS10285		hypothetical protein	-0.530	-0.490	-1.283	-0.177	-1.591	-1.489	-0.889	-1.510	0.720	-0.481	-1.828	-1.378	-0.353	-0.527	-1.196	-0.706	-1.529	-2.541	0.081	-0.002	-0.687	-0.963
Bvulgatus_CL09T03C04	HMPREF1058_RS10290	HMPREF1058_RS10290		hypothetical protein	-0.806	-1.633	-3.473	-4.379	-3.956	-2.268	-1.292	-1.944	1.304	0.904	-4.306	-4.009	-0.870	-1.624	-4.268	-4.114	-0.882	-2.925	0.244	-0.928	-1.263	-3.345
Bvulgatus_CL09T03C04	HMPREF1058_RS10295	HMPREF1058_RS10295		hypothetical protein	1.203	0.275	-0.962	-0.178	-3.443	-2.893	0.031	1.066	5.036	4.163	-1.682	-0.623	-0.024	-0.421	-3.185	-2.311	-1.172	-2.516	1.530	5.293	-0.876	-0.949
Bvulgatus_CL09T03C04	HMPREF1058_RS10305	HMPREF1058_RS10305		hypothetical protein	-1.313	0.598	-0.732	0.515	-1.613	-0.578	-0.085	-0.464	-0.152	-1.460	-0.127	-1.635	0.526	-0.248	-0.424	-0.254	-0.235	-0.193	-0.021	-0.435	-0.706	-0.058
Bvulgatus_CL09T03C04	HMPREF1058_RS10310	HMPREF1058_RS10310		hypothetical protein	-0.581	0.514	-0.713	-1.416	-1.002	-2.511	-0.589	0.125	-0.126	-2.368	0.029	-0.092	-0.019	0.583	-0.825	-0.764	0.250	-1.315	-1.598	0.055	-2.455	-0.607
Bvulgatus_CL09T03C04	HMPREF1058_RS10315	HMPREF1058_RS10315		sigma-70 family RNA polymerase sigma factor	1.559	-0.607	-0.760	-1.316	-1.869	-1.807	-0.978	0.937	0.101	-0.526	-1.605	-1.956	0.418	-0.021	-0.148	-0.850	-0.745	0.283	-1.495	0.277	-0.241	-0.099
Bvulgatus_CL09T03C04	HMPREF1058_RS10325	HMPREF1058_RS10325		hypothetical protein	-0.220	-0.413	-0.132	-2.885	0.137	-0.289	-1.069	0.945	0.278	1.013	-0.447	-1.040	-0.802	1.294	-1.590	0.694	0.352	-0.564	0.890	0.240	0.232	0.669
Bvulgatus_CL09T03C04	HMPREF1058_RS10330	HMPREF1058_RS10330		hypothetical protein	-0.347	0.240	0.067	1.209	0.515	-0.190	0.313	-1.135	-1.678	0.374	-0.531	0.489	-0.648	-0.401	0.303	0.319	-0.773	-0.522	-0.912	-2.867	0.478	-0.759
Bvulgatus_CL09T03C04	HMPREF1058_RS10335	HMPREF1058_RS10335		hypothetical protein	-1.286	-0.543	-1.076	-1.654	0.014	-2.256	-2.465	-2.321	-0.638	-1.712	-1.253	-0.853	-1.179	-2.146	-2.111	-0.005	0.805	0.287	-1.595	-1.929	-2.012	-0.858
Bvulgatus_CL09T03C04	HMPREF1058_RS10340	HMPREF1058_RS10340		hypothetical protein	-0.764	-0.684	0.506	1.424	-1.494	-0.437	-0.878	-0.515	-2.060	-1.333	-0.767	-0.950	-1.072	-0.814	-0.790	-1.821	-0.111	-0.026	-0.776	-1.753	-1.127	-1.081
Bvulgatus_CL09T03C04	HMPREF1058_RS10345	HMPREF1058_RS10345		hypothetical protein	-1.065	-1.748	-1.373	-1.309	-1.079	-1.699	-2.575	-1.888	-0.423	-2.175	-1.596	-2.041	-1.610	-2.893	-0.558	-1.512	0.037	0.209	-1.165	-1.674	-2.495	-2.101
Bvulgatus_CL09T03C04	HMPREF1058_RS10355	HMPREF1058_RS10355		hypothetical protein	-0.577	-0.562	0.721	1.324	0.309	-0.282	-0.650	-0.727	-1.058	-0.090	-0.664	-0.988	-0.432	-1.893	0.462	0.374	-0.489	-0.516	0.078	-0.689	-0.785	-0.947
Bvulgatus_CL09T03C04	HMPREF1058_RS10360	HMPREF1058_RS10360		hypothetical protein	0.199	-1.401	-0.306	-1.320	-0.567	-0.396	-2.060	-1.909	-0.109	0.860	-0.548	-0.429	-3.086	0.900	-0.183	-1.102	-1.826	-0.418	-0.232	-0.446	-0.914	-3.368
Bvulgatus_CL09T03C04	HMPREF1058_RS10365	HMPREF1058_RS10365		hypothetical protein	-1.073	-1.075	-1.515	-0.631	-0.630	-0.931	-0.626	-1.651	-1.178	-1.291	-0.151	-0.751	-0.995	-0.442	-0.538	-0.378	-0.090	-1.530	-0.882	-1.645	-1.368	-1.146
Bvulgatus_CL09T03C04	HMPREF1058_RS10370	HMPREF1058_RS10370		hypothetical protein	-0.280	1.214	-2.687	0.247	-0.852	-1.889	-0.218	-0.931	-0.819	-0.998	-1.368	-2.040	-0.394	-0.177	0.258	0.005	-1.158	-2.273	-2.220	-1.227	0.830	-0.015
Bvulgatus_CL09T03C04	HMPREF1058_RS10375	HMPREF1058_RS10375		hypothetical protein	0.134	0.275	1.102	1.352	-1.608	-0.604	-2.310	-1.783	-0.605	-0.210	-0.287	-1.327	-0.160	-0.886	0.066	0.370	-0.283	0.744	-1.259	0.031	-1.587	-0.380
Bvulgatus_CL09T03C04	HMPREF1058_RS10380	HMPREF1058_RS10380		hypothetical protein	-2.320	-2.497	-2.503	0.100	-0.714	-0.340	-2.602	-2.185	-0.660	-1.030	-0.552	-2.125	-2.352	-0.834	0.161	-0.463	1.573	0.100	-0.690	-0.594	-1.981	-0.743
Bvulgatus_CL09T03C04	HMPREF1058_RS10385	HMPREF1058_RS10385		tape measure protein	-0.046	-1.050	-1.865	-0.344	-0.593	-0.601	-0.732	-1.787	0.211	-0.217	-0.357	-1.090	-0.974	-0.812	-0.277	-0.151	0.435	0.896	-0.951	-0.022	-1.482	-0.778
Bvulgatus_CL09T03C04	HMPREF1058_RS10390	HMPREF1058_RS10390		hypothetical protein	-3.892	-3.589	-1.988	-0.596	-0.947	-1.698	-3.377	-2.822	-1.610	-2.072	-2.512	-2.687	-3.757	-3.312	-0.490	-0.967	0.419	0.118	-2.666	-2.754	-3.022	-1.632
Bvulgatus_CL09T03C04	HMPREF1058_RS10395	HMPREF1058_RS10395		hypothetical protein	-1.859	-1.492	-1.904	0.214	0.457	-0.591	-1.129	-0.501	-0.059	0.394	0.335	-1.322	-1.303	-1.895	-1.547	1.024	0.442	0.778	-0.066	-1.373	-0.777	0.030
Bvulgatus_CL09T03C04	HMPREF1058_RS10400	HMPREF1058_RS10400		hypothetical protein	-1.955	-1.666	1.729	0.590	-1.459	-1.938	-2.229	-1.729	-1.171	-0.790	-1.306	-2.284	-2.263	-2.778	-0.157	0.586	0.098	-0.041	-0.658	-1.203	-1.054	-2.165
Bvulgatus_CL09T03C04	HMPREF1058_RS10405	HMPREF1058_RS10405		hypothetical protein	-1.202	-0.802	-0.544	1.023	-0.651	0.418	-1.906	-1.572	-1.745	-1.214	-1.600	-1.281	-1.218	-1.349	-0.468	-0.680	-0.334	0.008	-1.170	-1.102	-0.950	-2.263
Bvulgatus_CL09T03C04	HMPREF1058_RS10410	HMPREF1058_RS10410		reverse transcriptase	-1.664	-0.798	0.163	0.440	-0.091	-1.320	-1.483	-2.531	-1.976	-1.394	-1.508	-0.947	-1.266	-0.774	-1.870	1.241	0.143	0.162	-1.057	-1.164	-0.744	-0.974
Bvulgatus_CL09T03C04	HMPREF1058_RS10415	HMPREF1058_RS10415		hypothetical protein	1.609	0.598	0.194	-0.182	0.346	0.092	-0.437	-0.963	-0.592	-0.404	-0.214	-0.148	-0.400	-0.332	-0.647	0.049	-0.548	0.949	-1.072	-1.227	0.144	0.895
Bvulgatus_CL09T03C04	HMPREF1058_RS10420	HMPREF1058_RS10420		hypothetical protein	-0.262	-0.695	0.578	-0.523	0.743	-0.754	-1.045	-0.795	-2.089	-1.534	-0.640	-0.369	0.013	0.385	-0.166	-1.919	0.232	-0.443	-1.066	-1.325	-1.327	-0.267
Bvulgatus_CL09T03C04	HMPREF1058_RS10425	HMPREF1058_RS10425		hypothetical protein	0.678	0.604	0.483	0.527	0.229	0.620	0.022	0.662	1.085	0.844	0.154	0.659	0.132	-0.403	0.171	-0.253	0.393	0.099	0.419	0.270	0.335	-0.460
Bvulgatus_CL09T03C04	HMPREF1058_RS10435	HMPREF1058_RS10435		hypothetical protein	-1.735	-1.837	0.131	-0.826	-1.720	-1.086	-2.097	-2.811	-2.290	-1.575	-1.866	-1.769	-1.446	-3.117	-1.395	-1.757	1.125	-0.961	-2.991	-1.492	-1.322	-2.068
Bvulgatus_CL09T03C04	HMPREF1058_RS10440	HMPREF1058_RS10440		hypothetical protein	-0.858	-1.101	-2.509	-0.440	-0.486	-0.538	-0.437	-1.940	-0.596	-1.019	-0.591	-0.898	-0.386	-1.200	-0.499	-0.847	0.259	-0.234	-1.613	-1.099	-0.721	-0.883
Bvulgatus_CL09T03C04	HMPREF1058_RS10445	HMPREF1058_RS10445		N-acetylmuramoyl-L-alanine amidase	1.495	0.356	-1.891	-1.821	0.799	1.480	-1.031	-0.369	-0.529	0.391	0.423	0.680	0.971	0.024	-0.791	-0.452	-0.712	0.485	0.209	-0.829	0.499	-0.762
Bvulgatus_CL09T03C04	HMPREF1058_RS10450	HMPREF1058_RS10450		hypothetical protein	0.886	0.687	0.142	0.115	1.095	0.551	1.557	1.369	1.111	0.589	1.396	0.597	1.270	1.806	1.929	0.789	1.431	0.604	1.092	1.483	1.372	1.698
Bvulgatus_CL09T03C04	HMPREF1058_RS10455	HMPREF1058_RS10455		glycine C-acetyltransferase	0.800	2.153	1.437	1.049	0.330	1.048	1.204	0.210	0.703	2.318	0.554	1.526	1.117	1.158	-0.401	-0.657	0.666	0.471	1.245	0.810	1.419	1.803
Bvulgatus_CL09T03C04	HMPREF1058_RS10460	HMPREF1058_RS10460		NAD-dependent epimerase/dehydratase family protein	1.905	1.304	0.779	0.763	0.218	0.448	0.957	1.498	1.390	1.138	0.596	1.475	2.697	0.701	1.353	0.537	0.195	-0.186	2.216	1.566	2.884	1.113
Bvulgatus_CL09T03C04	HMPREF1058_RS10465	HMPREF1058_RS10465		sugar kinase	-1.014	0.240	1.319	0.593	-0.292	0.066	0.031	-0.345	-0.141	-0.469	-1.347	-1.130	-0.448	-0.289	-0.426	-1.544	-1.184	-2.197	-1.102	-0.777	-1.174	-0.006
Bvulgatus_CL09T03C04	HMPREF1058_RS10480	HMPREF1058_RS10480		M3 family metallopeptidase	-0.827	-0.392	-1.649	-0.568	0.650	1.311	-0.234	0.185	0.629	1.039	0.225	0.683	-1.181	-1.015	0.691	0.488	-0.041	0.567	-0.638	0.585	0.446	1.236
Bvulgatus_CL09T03C04	HMPREF1058_RS10485	HMPREF1058_RS10485		endonuclease/exonuclease/phosphatase family protein	-2.107	-1.422	0.364	-0.387	0.173	-0.346	-1.008	-0.605	-1.092	-2.496	-1.119	-0.898	-2.290	-3.051	-0.334	0.149	0.098	1.053	-4.434	-2.138	-0.878	-0.378
Bvulgatus_CL09T03C04	HMPREF1058_RS10490	HMPREF1058_RS10490		rhomboid family intramembrane serine protease	-0.925	-1.604	-1.392	-0.907	-1.338	-3.400	-0.609	-0.929	-0.533	-0.038	0.042	-1.529	-1.984	-1.646	-2.907	-1.967	-0.247	-0.122	-2.433	-1.812	-0.702	-1.296
Bvulgatus_CL09T03C04	HMPREF1058_RS10495	HMPREF1058_RS10495		rhomboid family intramembrane serine protease	-1.881	-1.872	-1.025	-0.141	-1.928	-2.366	-2.210	-2.400	-0.971	-1.683	-2.663	-0.867	-1.989	-2.124	-2.690	-1.934	-1.395	-1.940	-2.508	-2.005	-2.376	-1.582
Bvulgatus_CL09T03C04	HMPREF1058_RS10500	HMPREF1058_RS10500		HU family DNA-binding protein	1.914	3.813	-0.414	1.958	-1.721	-0.153	1.527	1.846	2.350	3.714	0.721	1.725	4.008	2.411	1.028	0.349	-1.376	-0.412	3.132	3.175	3.117	1.637
Bvulgatus_CL09T03C04	HMPREF1058_RS10505	HMPREF1058_RS10505		DUF4981 domain-containing protein	-0.747	-1.212	0.942	0.650	0.303	-0.978	0.989	-0.254	0.835	0.124	0.727	0.694	-0.941	-1.295	0.354	0.393	0.887	0.212	-0.541	-0.608	0.243	1.120
Bvulgatus_CL09T03C04	HMPREF1058_RS10510	HMPREF1058_RS10510		virulence RhuM family protein	-0.099	0.287	0.324	-0.560	-0.679	2.250	2.113	0.388	2.210	1.267	-0.458	1.392	-0.065	1.037	-1.019	0.657	0.048	0.175	1.364	0.285	-0.949	0.883
Bvulgatus_CL09T03C04	HMPREF1058_RS10515	HMPREF1058_RS10515		tRNA 2-thiouridine(34) synthase MnmA	0.914	0.014	1.078	-0.353	1.300	1.584	1.006	-1.204	-0.209	-1.628	1.295	1.256	-1.948	-0.208	0.280	1.958	-0.363	0.766	-1.270	-0.924	2.462	0.596
Bvulgatus_CL09T03C04	HMPREF1058_RS10520	HMPREF1058_RS10520		arylsulfatase	-0.142	-1.745	0.898	-0.874	-0.650	-0.510	-0.407	-0.690	-1.040	-1.037	0.988	0.692	-0.418	-0.454	0.190	0.200	-0.660	-1.265	-1.083	-0.079	-0.353	0.631
Bvulgatus_CL09T03C04	HMPREF1058_RS10525	HMPREF1058_RS10525		carbohydrate binding domain-containing protein	0.459	0.323	-2.083	-4.119	0.964	-0.616	0.760	1.087	0.975	0.058	0.708	-0.018	0.018	-0.626	1.067	0.815	0.340	-0.266	0.619	-0.117	0.142	-0.353
Bvulgatus_CL09T03C04	HMPREF1058_RS10530	HMPREF1058_RS10530		arabinan endo-1,5-alpha-L-arabinosidase	0.982	0.256	-2.498	-2.242	1.038	0.136	0.003	-0.174	0.392	-0.387	0.134	0.752	1.792	-0.646	-0.266	-0.872	-1.298	0.023	0.916	0.215	-0.066	-0.064
Bvulgatus_CL09T03C04	HMPREF1058_RS10535	HMPREF1058_RS10535		response regulator	0.035	0.560	0.773	1.644	-0.149	0.267	0.529	0.386	-0.273	-0.078	0.521	-0.023	0.107	-0.912	0.536	0.015	0.868	-0.250	0.036	0.368	0.981	0.703
Bvulgatus_CL09T03C04	HMPREF1058_RS10540	HMPREF1058_RS10540		glycoside hydrolase family 97 protein	-0.881	-1.364	-11.739	-10.163	0.472	0.386	-0.427	-0.948	-0.008	1.202	0.321	-0.246	0.136	-0.372	-0.159	-0.331	-0.249	-0.589	-0.690	-0.781	-0.918	-0.107
Bvulgatus_CL09T03C04	HMPREF1058_RS10545	HMPREF1058_RS10545		TonB-dependent receptor	0.469	0.937	1.163	1.131	1.067	0.393	1.368	1.250	0.961	1.528	0.596	0.627	0.029	-0.975	0.375	0.473	-0.010	-0.391	0.958	0.628	0.785	0.483
Bvulgatus_CL09T03C04	HMPREF1058_RS10550	HMPREF1058_RS10550		RagB/SusD family nutrient uptake outer membrane protein	0.024	-0.215	1.108	0.903	-0.950	-0.825	0.416	0.807	1.565	-1.179	-0.628	0.630	-1.492	-1.126	-1.146	0.292	-0.084	-0.634	-0.101	0.899	-1.134	0.637
Bvulgatus_CL09T03C04	HMPREF1058_RS10555	HMPREF1058_RS10555		bacterial Ig-like domain-containing protein	-0.180	0.243	-0.462	0.447	-0.536	1.078	-0.105	0.165	1.076	0.712	-0.286	0.100	-0.283	-1.383	1.337	-0.109	0.503	-0.781	0.297	-0.547	-1.083	-0.478
Bvulgatus_CL09T03C04	HMPREF1058_RS10560	HMPREF1058_RS10560		arabinan endo-1,5-alpha-L-arabinosidase	0.552	-0.488	-0.474	-0.638	0.533	0.129	-0.382	0.335	0.535	0.102	0.414	0.597	0.840	-0.168	0.715	0.531	-0.344	-0.311	-0.466	-0.081	-0.475	-0.649
Bvulgatus_CL09T03C04	HMPREF1058_RS10570	HMPREF1058_RS10570		aromatic amino acid lyase	-1.210	-1.385	0.827	0.114	-0.086	-0.665	-1.263	-0.424	-1.117	0.069	0.090	-0.361	-2.253	-2.641	-1.345	-1.678	-1.484	-0.562	-0.073	-0.445	-1.149	-0.477
Bvulgatus_CL09T03C04	HMPREF1058_RS10575	HMPREF1058_RS10575		3-oxoacyl-ACP reductase FabG	0.122	-0.352	-0.932	0.704	0.648	-0.278	1.086	0.874	0.091	0.887	0.060	0.705	1.586	0.392	-0.942	-1.737	-0.105	0.901	0.322	0.395	0.925	-0.059
Bvulgatus_CL09T03C04	HMPREF1058_RS10580	HMPREF1058_RS10580		beta-ketoacyl-[acyl-carrier-protein] synthase family protein	-0.876	-0.307	-0.289	0.183	0.210	0.822	0.155	-0.275	-0.769	0.775	0.461	0.901	0.281	-0.779	1.040	-0.823	0.979	0.216	0.961	0.530	1.011	0.184
Bvulgatus_CL09T03C04	HMPREF1058_RS10585	HMPREF1058_RS10585		acyl carrier protein	-0.760	0.338	0.678	-0.694	1.484	-0.062	0.128	-0.367	1.657	-2.647	0.300	-1.185	1.125	0.349	0.225	-0.065	1.634	-0.117	-0.757	-0.034	-0.347	-0.944
Bvulgatus_CL09T03C04	HMPREF1058_RS10590	HMPREF1058_RS10590		acyltransferase	0.387	-0.494	-0.390	-1.189	-0.688	0.261	-0.514	-0.491	-0.094	1.675	-1.072	-0.786	-0.275	-1.515	-0.889	-0.678	-0.560	-3.536	-0.153	1.267	0.310	-0.269
Bvulgatus_CL09T03C04	HMPREF1058_RS10595	HMPREF1058_RS10595		methyltransferase domain-containing protein	-0.303	-0.449	0.582	0.835	-0.170	0.240	-0.857	-0.288	-0.541	-1.210	-0.496	-0.137	-0.212	-0.161	-0.138	-0.816	-0.368	-0.863	-0.364	-0.066	0.307	0.856
Bvulgatus_CL09T03C04	HMPREF1058_RS10600	HMPREF1058_RS10600		hydroxymyristoyl-ACP dehydratase	-0.710	-0.259	1.718	1.167	3.130	0.901	0.321	0.085	0.025	0.778	0.451	-0.147	-0.043	0.088	-0.222	-0.509	-0.540	0.666	1.080	1.133	0.742	-0.192
Bvulgatus_CL09T03C04	HMPREF1058_RS10605	HMPREF1058_RS10605		acyl-CoA thioesterase	-0.546	-1.454	-0.029	-1.022	-0.391	0.836	-0.189	1.129	-0.894	-0.608	-0.945	-0.072	-0.774	0.264	-1.542	-1.344	-0.028	-0.273	-0.862	-1.136	0.601	-0.237
Bvulgatus_CL09T03C04	HMPREF1058_RS10610	HMPREF1058_RS10610		beta-ACP synthase	-1.369	-1.342	0.087	-0.397	0.099	-0.468	-0.118	-0.349	-0.059	0.320	-0.258	-0.411	0.115	0.022	-0.315	-1.206	-0.404	-0.725	-0.134	0.188	-0.606	-1.031
Bvulgatus_CL09T03C04	HMPREF1058_RS10615	HMPREF1058_RS10615		acyl carrier protein	0.635	0.452	-0.910	-0.145	-0.210	0.270	1.099	0.410	-0.484	-0.889	0.851	2.371	0.324	0.569	-0.418	1.061	0.051	0.765	-0.470	0.127	-0.348	1.246
Bvulgatus_CL09T03C04	HMPREF1058_RS10620	HMPREF1058_RS10620		beta-ketoacyl-[acyl-carrier-protein] synthase family protein	0.856	0.115	0.851	1.422	0.077	-0.353	0.259	-0.218	0.487	1.510	0.393	1.117	0.077	-0.001	0.597	-0.706	-0.959	0.092	0.184	0.641	0.907	1.359
Bvulgatus_CL09T03C04	HMPREF1058_RS10625	HMPREF1058_RS10625		beta-ketoacyl synthase chain length factor	0.163	-0.669	1.343	0.880	1.547	0.565	0.434	-0.145	-0.484	0.219	0.508	1.037	1.663	0.343	0.899	0.587	0.730	0.971	0.513	-0.829	1.122	0.998
Bvulgatus_CL09T03C04	HMPREF1058_RS10630	HMPREF1058_RS10630		KilA-N domain-containing protein	1.020	0.685	1.864	2.082	1.392	2.882	-0.174	1.123	0.639	1.206	0.375	0.537	0.445	0.519	-0.065	0.709	1.200	0.171	-0.386	-1.123	0.137	1.477
Bvulgatus_CL09T03C04	HMPREF1058_RS10635	HMPREF1058_RS10635		polysaccharide deacetylase family protein	-0.717	1.569	0.502	-0.667	1.145	2.288	-0.114	-0.183	-1.906	-0.501	-0.236	0.868	0.087	-1.253	1.121	1.917	0.919	0.855	-1.538	-3.328	-0.751	-0.248
Bvulgatus_CL09T03C04	HMPREF1058_RS10640	HMPREF1058_RS10640		outer membrane lipoprotein carrier protein LolA	-2.106	-0.448	-0.061	-2.072	-0.946	1.104	-1.070	-1.835	-1.983	-2.665	-1.005	-0.429	-1.571	-3.074	-1.074	0.758	-1.446	-2.104	-1.861	-4.233	-0.239	-1.370
Bvulgatus_CL09T03C04	HMPREF1058_RS10645	HMPREF1058_RS10645		ATP-binding protein	-0.511	-0.222	-0.029	1.144	1.475	0.692	0.106	-0.819	0.700	0.684	0.466	-0.798	-0.958	-0.227	0.545	0.322	-0.080	0.385	0.429	0.228	-0.261	-0.329
Bvulgatus_CL09T03C04	HMPREF1058_RS10650	HMPREF1058_RS10650		hypothetical protein	0.603	-1.390	0.961	0.927	1.246	0.453	-3.104	-2.755	-0.982	-2.424	-0.901	0.039	-2.132	-1.236	0.299	0.708	0.849	0.244	-2.734	-1.665	0.141	-1.456
Bvulgatus_CL09T03C04	HMPREF1058_RS10655	HMPREF1058_RS10655		hydroxymyristoyl-ACP dehydratase	0.211	-2.057	0.790	0.431	-0.477	-0.314	-0.022	0.016	0.546	1.067	0.903	0.798	-1.250	0.009	0.831	-1.059	-0.084	-1.076	0.321	0.594	0.791	-1.010
Bvulgatus_CL09T03C04	HMPREF1058_RS10660	HMPREF1058_RS10660		DUF1573 domain-containing protein	-0.901	0.483	-0.368	-0.775	-0.401	-0.032	1.216	-0.021	0.689	-0.517	-0.166	0.826	-0.353	0.084	-0.523	0.097	0.989	0.771	0.422	0.344	0.494	-0.679
