orgId	locusId	sysName	geneName	desc	set1IT023 D-Glucose 20 mM (C)	set1IT024 D-Glucose 20 mM (C)	set1IT031 (+)-Arabinogalactan 5 mg/ml (C)	set1IT032 (+)-Arabinogalactan 5 mg/ml (C)	set1IT035 Mannan from Saccharomyces cerevisiae 5 mg/ml (C)	set1IT036 Mannan from Saccharomyces cerevisiae 5 mg/ml (C)	set1IT037 Fructooligosaccharides (FOS) 5 mg/ml (C)	set1IT038 Fructooligosaccharides (FOS) 5 mg/ml (C)	set1IT041 D-Maltose 20 mM (C)	set1IT042 D-Maltose 20 mM (C)	set1IT043 D-Raffinose 20 mM (C)	set1IT044 D-Raffinose 20 mM (C)	set1IT049 D-Glucose 20 mM (C)	set1IT050 D-Glucose 20 mM (C)	set1IT067 L-Fucose 20 mM (C)	set1IT068 L-Fucose 20 mM (C)	set1IT071 D-Glucosamine Hydrochloride 20 mM (C)	set1IT072 D-Glucosamine Hydrochloride 20 mM (C)	set1IT077 D-Maltose 20 mM (C)	set1IT078 D-Maltose 20 mM (C)	set1IT085 D-Raffinose 20 mM (C)	set1IT086 D-Raffinose 20 mM (C)
Bvulgatus_CL09T03C04	HMPREF1058_RS00035	HMPREF1058_RS00035		TonB-dependent receptor	0.465	0.566	1.020	1.061	0.405	0.504	-0.126	-0.857	0.371	-1.349	-0.163	-0.402	-0.841	0.193	0.001	1.308	-0.461	0.207	0.016	-0.278	-1.644	-0.392
Bvulgatus_CL09T03C04	HMPREF1058_RS00040	HMPREF1058_RS00040		RagB/SusD family nutrient uptake outer membrane protein	-0.756	-0.283	-0.529	-1.302	0.164	-0.735	-0.007	-0.873	-0.656	-0.821	-0.285	-0.380	-1.130	-0.472	0.265	-0.032	-0.077	-0.050	-0.602	-1.395	-1.188	0.074
Bvulgatus_CL09T03C04	HMPREF1058_RS00045	HMPREF1058_RS00045		SusC/RagA family TonB-linked outer membrane protein	-0.688	-0.809	0.043	-0.391	-0.531	-0.674	-0.897	-1.040	-1.173	-0.540	-1.278	-0.312	-0.069	0.625	-0.453	0.167	-0.541	0.425	-1.922	-0.251	-1.534	-0.771
Bvulgatus_CL09T03C04	HMPREF1058_RS00050	HMPREF1058_RS00050		RagB/SusD family nutrient uptake outer membrane protein	-1.213	0.255	0.839	0.157	-1.389	-0.735	-0.535	-0.087	-0.768	-1.662	-0.439	-0.438	-0.367	-0.179	0.295	0.424	0.576	-0.082	-0.094	-0.281	0.315	-0.369
Bvulgatus_CL09T03C04	HMPREF1058_RS00055	HMPREF1058_RS00055		hypothetical protein	0.412	-1.805	0.693	0.223	-0.292	0.027	0.285	-0.649	-0.681	-0.246	-0.464	-0.416	0.433	1.317	0.613	-1.037	-0.254	-0.179	-0.437	-0.566	0.536	0.222
Bvulgatus_CL09T03C04	HMPREF1058_RS00060	HMPREF1058_RS00060		RagB/SusD family nutrient uptake outer membrane protein	1.372	-0.011	1.100	-0.449	1.192	0.730	0.560	0.106	-0.536	1.176	-0.636	-0.727	-0.278	0.558	0.612	-1.170	0.419	-0.448	1.518	0.664	-1.071	-0.211
Bvulgatus_CL09T03C04	HMPREF1058_RS00065	HMPREF1058_RS00065		family 78 glycoside hydrolase catalytic domain	-0.275	-0.293	-0.201	-0.197	0.010	-1.108	0.620	0.128	-0.352	0.185	-0.010	-0.776	-0.141	0.428	-0.236	-1.044	-0.426	-0.971	-0.642	-0.604	-1.004	-0.039
Bvulgatus_CL09T03C04	HMPREF1058_RS00070	HMPREF1058_RS00070		alpha/beta hydrolase	0.997	-0.627	0.627	0.476	0.818	0.983	-0.224	0.747	0.418	-0.119	-0.364	-0.023	0.892	-0.025	-0.001	0.981	-0.434	0.383	0.871	0.073	0.104	0.990
Bvulgatus_CL09T03C04	HMPREF1058_RS00075	HMPREF1058_RS00075		hypothetical protein	0.271	0.013	-0.496	-1.314	-0.625	-0.655	-0.299	-0.161	-1.099	-0.632	-0.932	-0.197	0.555	-0.332	-0.339	0.413	0.123	0.862	-1.000	-0.374	-0.939	-0.019
Bvulgatus_CL09T03C04	HMPREF1058_RS00080	HMPREF1058_RS00080		glycoside hydrolase	0.631	0.302	1.427	1.659	0.330	0.983	-0.252	0.480	-0.709	0.583	0.485	-0.381	0.577	-0.359	0.334	0.350	-0.241	0.844	0.376	0.223	-0.011	-0.240
Bvulgatus_CL09T03C04	HMPREF1058_RS00085	HMPREF1058_RS00085		glycoside hydrolase family 88 protein	-0.801	0.463	-0.085	-0.021	0.445	1.113	-0.525	-0.638	-0.602	-1.128	-0.830	0.160	1.950	1.618	-0.211	-0.379	-1.366	-0.196	0.455	-0.644	0.989	0.073
Bvulgatus_CL09T03C04	HMPREF1058_RS00090	HMPREF1058_RS00090		beta-galactosidase	0.552	-0.261	-0.312	-1.262	1.130	1.589	0.874	0.454	0.119	-0.062	0.470	-0.428	-0.455	0.436	1.009	0.530	0.089	0.375	0.334	0.761	-0.143	0.017
Bvulgatus_CL09T03C04	HMPREF1058_RS00095	HMPREF1058_RS00095		family 43 glycosylhydrolase	-1.189	0.117	0.881	-1.229	-0.654	-0.059	-0.641	-1.211	-0.511	-0.796	-0.432	-0.649	-0.478	-0.248	-0.293	-0.074	-0.133	-0.473	0.382	0.608	-0.799	-0.067
Bvulgatus_CL09T03C04	HMPREF1058_RS00100	HMPREF1058_RS00100		beta-glucuronidase	0.776	0.049	1.608	0.825	0.282	-0.476	-0.357	-1.143	0.001	0.000	0.221	0.392	-1.029	-0.101	0.026	-0.325	0.692	-0.152	-0.705	-0.417	0.531	0.259
Bvulgatus_CL09T03C04	HMPREF1058_RS00105	HMPREF1058_RS00105		rhamnogalacturonan acetylesterase	0.416	-1.693	0.518	-0.430	1.052	0.055	0.221	-1.620	0.215	-0.585	-0.251	-0.266	-0.365	-0.517	-0.776	0.433	0.530	-0.704	0.461	-0.421	-1.186	0.655
Bvulgatus_CL09T03C04	HMPREF1058_RS00110	HMPREF1058_RS00110		right-handed parallel beta-helix repeat-containing protein	-0.030	1.209	0.422	-2.808	1.463	1.067	-0.033	0.462	0.272	0.928	0.442	0.223	0.144	-0.744	0.501	0.116	1.537	-0.316	-0.380	0.582	0.431	-0.048
Bvulgatus_CL09T03C04	HMPREF1058_RS00115	HMPREF1058_RS00115		DUF4450 domain-containing protein	0.428	0.874	-0.974	0.897	0.956	0.498	0.285	-0.297	1.690	0.750	0.859	1.534	0.269	-0.551	0.653	0.083	-0.983	0.295	0.620	1.603	0.985	-0.063
Bvulgatus_CL09T03C04	HMPREF1058_RS00120	HMPREF1058_RS00120		hypothetical protein	-0.396	-1.339	-0.112	-0.900	-0.838	-0.378	-0.787	-0.583	-0.992	-1.284	-1.403	-0.213	-1.452	-0.552	0.669	-0.845	-1.194	-0.103	-0.488	-1.257	-0.066	-2.071
Bvulgatus_CL09T03C04	HMPREF1058_RS00125	HMPREF1058_RS00125		glycoside hydrolase family 28 protein	-0.085	-0.193	0.816	0.385	0.068	-0.613	-0.686	-1.241	-1.284	-0.190	-2.549	-0.791	-0.921	-0.193	-0.456	-1.202	0.293	-0.306	-0.359	-1.473	-0.584	0.672
Bvulgatus_CL09T03C04	HMPREF1058_RS00130	HMPREF1058_RS00130		glycosyl hydrolase family 2	-0.520	0.054	0.193	0.039	-0.119	1.009	-0.500	-0.938	-0.296	0.609	-0.418	0.188	-0.026	-0.461	-0.286	-0.455	-0.068	-0.028	0.631	-0.176	1.026	0.250
Bvulgatus_CL09T03C04	HMPREF1058_RS00135	HMPREF1058_RS00135		isoaspartyl peptidase/L-asparaginase	-0.068	0.427	0.658	0.268	-1.366	-0.302	-0.608	-0.195	-0.110	-0.000	-0.356	0.498	-0.856	-1.211	-0.610	-0.645	-1.350	-0.421	-0.123	-0.079	-0.045	-0.474
Bvulgatus_CL09T03C04	HMPREF1058_RS00140	HMPREF1058_RS00140		L-rhamnose mutarotase	-2.576	-4.637	-1.990	-2.215	-2.337	-3.129	-4.696	-4.247	-7.153	-11.019	-2.158	-3.924	-5.653	-3.793	-3.684	-2.097	-8.905	-8.971	-6.295	-9.253	-3.263	-2.872
Bvulgatus_CL09T03C04	HMPREF1058_RS00150	HMPREF1058_RS00150		ABC transporter ATP-binding protein	0.650	1.093	-0.106	-2.672	-0.812	1.045	-0.138	0.093	-0.728	-0.094	0.008	0.886	-1.291	1.514	-0.386	2.428	0.634	2.245	0.273	0.759	0.033	1.299
Bvulgatus_CL09T03C04	HMPREF1058_RS00155	HMPREF1058_RS00155		ABC transporter permease	-0.623	0.702	-0.401	-0.659	0.048	-0.788	-0.018	0.664	-0.433	0.301	0.425	0.170	-0.245	-0.630	0.172	0.522	-1.891	-0.897	0.776	0.804	0.354	0.938
Bvulgatus_CL09T03C04	HMPREF1058_RS00160	HMPREF1058_RS00160		ABC transporter permease	0.646	-0.547	-2.279	0.417	-1.024	-0.023	0.542	-0.539	0.321	-0.664	0.337	0.329	-0.945	-0.852	-0.560	-0.732	0.593	0.024	0.135	0.351	0.386	-0.353
Bvulgatus_CL09T03C04	HMPREF1058_RS00165	HMPREF1058_RS00165		efflux RND transporter periplasmic adaptor subunit	-1.038	-0.122	-0.921	0.946	-0.146	-0.674	1.630	-1.386	-0.880	-1.069	-0.390	-0.657	0.246	0.319	0.385	-0.497	0.644	0.231	-0.919	-0.190	0.330	-0.922
Bvulgatus_CL09T03C04	HMPREF1058_RS00170	HMPREF1058_RS00170		TolC family protein	-0.480	-0.332	1.444	1.906	-0.150	-0.385	-0.212	0.983	0.868	0.793	1.347	-0.360	1.492	1.546	0.193	-0.084	-0.217	0.256	2.331	1.086	0.457	-0.815
Bvulgatus_CL09T03C04	HMPREF1058_RS00175	HMPREF1058_RS00175		hypothetical protein	0.905	-0.271	0.179	0.748	0.155	-1.075	0.331	-0.720	0.105	-0.496	-0.095	0.876	0.020	0.315	1.467	-0.050	0.133	0.101	-0.300	-1.009	-0.250	-0.362
Bvulgatus_CL09T03C04	HMPREF1058_RS00180	HMPREF1058_RS00180		GntR family transcriptional regulator	1.012	-0.476	0.301	0.601	-1.400	-0.801	1.039	1.760	-0.708	0.023	-0.243	0.442	1.491	0.812	0.839	0.043	1.616	-0.036	-0.099	-0.234	-0.311	0.636
Bvulgatus_CL09T03C04	HMPREF1058_RS00185	HMPREF1058_RS00185		iron-containing alcohol dehydrogenase	1.030	1.823	-1.060	-2.413	-1.539	-2.519	-0.168	0.773	-0.895	-0.407	0.200	-1.132	0.415	1.135	-0.920	-1.296	-1.047	-0.192	0.114	0.060	-0.897	0.132
Bvulgatus_CL09T03C04	HMPREF1058_RS00190	HMPREF1058_RS00190		FimB/Mfa2 family fimbrial subunit	0.211	-1.079	-0.531	0.031	0.791	0.520	0.734	-0.820	0.183	0.576	-1.005	-1.037	1.521	-0.601	-0.074	-1.164	0.055	-0.146	0.822	0.463	1.441	-0.112
Bvulgatus_CL09T03C04	HMPREF1058_RS00200	HMPREF1058_RS00200		tRNA threonylcarbamoyladenosine dehydratase	-1.129	-0.649	-0.138	-1.321	-0.827	1.177	0.430	0.263	0.759	0.697	0.239	0.014	0.698	-0.971	0.674	0.230	0.271	0.719	-0.007	-0.477	2.728	0.022
Bvulgatus_CL09T03C04	HMPREF1058_RS00205	HMPREF1058_RS00205		cation:proton antiporter	-1.038	-2.190	1.212	0.800	-3.593	-3.299	-1.109	-0.979	0.245	1.625	0.037	0.000	-4.372	-1.478	-5.007	0.218	-0.197	-0.156	-2.606	-1.080	-3.564	-0.278
Bvulgatus_CL09T03C04	HMPREF1058_RS00215	HMPREF1058_RS00215		FKBP-type peptidyl-prolyl cis-trans isomerase	-0.449	0.064	-0.854	-0.418	-0.064	-0.078	0.161	-0.869	0.757	0.167	0.052	-0.925	-0.626	1.363	-0.764	-1.288	-0.101	0.363	0.285	0.804	0.342	0.200
Bvulgatus_CL09T03C04	HMPREF1058_RS00230	HMPREF1058_RS00230		DUF3316 domain-containing protein	0.318	-0.217	0.428	0.598	-0.504	-0.340	0.224	0.688	-1.737	-0.028	1.705	1.148	1.245	0.658	-1.466	0.418	-0.079	0.205	-0.531	-1.032	1.290	0.415
Bvulgatus_CL09T03C04	HMPREF1058_RS00235	HMPREF1058_RS00235		S41 family peptidase	1.736	2.301	-0.519	-0.250	-0.118	-0.686	2.450	1.638	2.189	0.173	1.766	0.274	1.708	1.732	-0.794	-1.824	-0.866	-0.854	2.271	0.597	1.233	1.070
Bvulgatus_CL09T03C04	HMPREF1058_RS00245	HMPREF1058_RS00245		DUF5110 domain-containing protein	2.987	3.566	1.079	0.940	0.488	0.604	3.257	3.902	2.541	2.620	2.606	3.173	4.506	3.566	0.202	-0.151	1.575	1.075	2.859	1.764	2.798	3.416
Bvulgatus_CL09T03C04	HMPREF1058_RS00260	HMPREF1058_RS00260		xylosidase	-0.388	-0.125	-0.043	-0.616	-0.100	1.064	0.145	0.095	0.566	0.936	0.013	-0.517	0.957	0.193	-0.443	0.994	0.403	0.421	0.580	0.757	0.577	1.066
Bvulgatus_CL09T03C04	HMPREF1058_RS00265	HMPREF1058_RS00265		glycoside hydrolase family 97 protein	-0.607	1.056	-1.631	-0.378	-0.691	0.072	1.304	1.352	0.324	0.946	0.270	0.703	0.920	0.951	-0.156	1.539	1.629	0.745	0.413	1.054	-0.138	0.627
Bvulgatus_CL09T03C04	HMPREF1058_RS00270	HMPREF1058_RS00270		L-rhamnose mutarotase	-1.096	0.693	1.621	1.286	0.865	-2.123	-0.057	-0.422	-0.540	0.350	0.024	1.048	1.523	-0.639	0.350	-0.609	1.797	-0.274	-0.094	1.353	-0.874	1.057
Bvulgatus_CL09T03C04	HMPREF1058_RS00275	HMPREF1058_RS00275		RagB/SusD family nutrient uptake outer membrane protein	-0.372	0.464	-0.878	-0.568	0.043	0.994	1.558	0.460	0.959	0.559	0.099	0.226	1.400	-0.640	-0.190	0.353	-0.392	0.095	0.103	-0.074	-0.929	0.720
Bvulgatus_CL09T03C04	HMPREF1058_RS00280	HMPREF1058_RS00280		TonB-dependent receptor	0.743	0.092	-0.354	0.222	-0.924	0.838	-0.674	0.599	-0.001	-0.735	-0.376	0.131	0.168	-0.238	-0.748	0.628	0.531	-0.143	-0.443	-0.143	0.012	0.070
Bvulgatus_CL09T03C04	HMPREF1058_RS00285	HMPREF1058_RS00285		alpha-L-fucosidase	0.033	0.400	1.011	0.928	0.373	0.670	2.335	0.609	0.382	-0.566	0.271	0.411	1.767	1.120	0.197	1.362	0.886	-0.475	-0.275	-0.926	-1.295	0.305
Bvulgatus_CL09T03C04	HMPREF1058_RS00290	HMPREF1058_RS00290		helix-turn-helix transcriptional regulator	0.132	0.607	-1.341	-0.949	0.128	1.124	-0.457	-0.395	-0.798	-0.014	-0.061	-0.573	-0.553	-0.907	-0.308	0.459	0.426	0.332	-0.763	0.485	-0.668	-0.420
Bvulgatus_CL09T03C04	HMPREF1058_RS00295	HMPREF1058_RS00295		aldo/keto reductase	-1.054	0.012	-0.113	-1.917	1.808	-0.663	0.742	0.272	0.889	0.342	0.573	0.663	-1.477	0.471	0.667	0.243	1.592	0.144	-0.808	1.879	0.600	-0.061
Bvulgatus_CL09T03C04	HMPREF1058_RS00300	HMPREF1058_RS00300		L-galacto-1,5-lactonase LgaB	1.427	0.543	-0.519	0.513	1.840	1.924	0.087	1.697	1.221	0.827	-0.381	0.238	0.276	1.392	0.061	-0.623	0.932	0.186	0.862	1.400	0.062	0.323
Bvulgatus_CL09T03C04	HMPREF1058_RS00305	HMPREF1058_RS00305		L-fucose:H+ symporter permease	-1.795	-2.148	-1.245	-1.164	-0.009	-0.248	-1.696	-0.589	-1.686	-2.048	-2.014	-1.218	-0.213	-0.228	-0.961	-1.071	-0.453	-2.012	-0.222	-0.230	-0.881	-1.124
Bvulgatus_CL09T03C04	HMPREF1058_RS00310	HMPREF1058_RS00310		zinc-binding alcohol dehydrogenase family protein	0.370	-0.380	0.814	-1.016	0.375	0.197	0.006	0.620	2.266	0.162	0.208	0.109	0.802	0.024	0.247	-0.810	-0.365	0.221	0.530	0.424	0.778	-0.442
Bvulgatus_CL09T03C04	HMPREF1058_RS00315	HMPREF1058_RS00315		NAAT family transporter	-0.610	-1.460	1.283	1.229	1.449	1.286	0.354	1.448	1.030	0.821	0.439	-0.000	-0.198	0.694	0.461	0.029	0.565	0.418	1.135	1.492	-0.117	-0.133
Bvulgatus_CL09T03C04	HMPREF1058_RS00355	HMPREF1058_RS00355		hypothetical protein	0.487	0.572	0.175	0.471	0.434	0.052	0.611	1.055	-0.425	0.555	0.807	1.073	0.491	0.498	0.355	0.425	0.622	-0.205	1.497	1.127	1.811	0.594
Bvulgatus_CL09T03C04	HMPREF1058_RS00360	HMPREF1058_RS00360		MotA/TolQ/ExbB proton channel family protein	0.641	0.138	-2.342	-0.280	-0.879	-0.935	-0.855	0.482	-2.150	-0.705	-0.438	-0.253	1.005	0.049	-1.034	-0.498	0.160	-0.233	-0.718	-1.030	0.031	0.433
Bvulgatus_CL09T03C04	HMPREF1058_RS00365	HMPREF1058_RS00365		biopolymer transporter ExbD	0.956	1.352	-2.106	-1.086	-0.408	-0.909	0.714	1.219	0.645	0.079	1.390	-0.049	0.835	0.953	-0.142	1.355	0.680	1.027	-0.263	1.088	-1.098	1.286
Bvulgatus_CL09T03C04	HMPREF1058_RS00370	HMPREF1058_RS00370		biopolymer transporter ExbD	-0.233	0.438	-1.489	-2.732	-1.971	-0.654	0.239	-0.590	0.817	0.886	0.387	-0.080	-0.253	0.019	0.836	-0.110	-0.044	-0.724	0.509	-0.305	-1.475	0.089
Bvulgatus_CL09T03C04	HMPREF1058_RS00375	HMPREF1058_RS00375		energy transducer TonB	0.498	0.212	-0.563	-0.249	0.930	-0.674	-0.791	-0.067	-1.188	-0.068	0.995	0.368	-0.431	-0.181	-1.569	0.020	0.035	-0.857	-1.869	-1.205	0.302	0.751
Bvulgatus_CL09T03C04	HMPREF1058_RS00380	HMPREF1058_RS00380		substrate-binding domain-containing protein	1.401	-0.173	0.067	-0.312	0.169	-1.092	-0.009	0.569	-0.018	-0.744	0.164	0.440	0.665	0.776	-0.676	-0.540	-0.077	0.403	-0.184	-0.219	-0.062	-0.211
Bvulgatus_CL09T03C04	HMPREF1058_RS00385	HMPREF1058_RS00385		tetratricopeptide repeat protein	0.030	-0.641	0.788	-0.548	-0.001	0.746	0.731	0.234	-0.153	-0.001	0.298	0.472	0.298	0.400	0.728	-0.019	-0.419	1.462	1.316	0.723	0.282	1.093
Bvulgatus_CL09T03C04	HMPREF1058_RS00390	HMPREF1058_RS00390		ATP-binding cassette domain-containing protein	0.618	-1.056	0.526	-0.287	-1.702	-0.340	-0.266	-0.530	-1.040	-0.267	0.076	0.040	-0.420	-0.626	0.208	0.583	-0.249	-1.269	-1.525	0.969	0.041	-0.983
Bvulgatus_CL09T03C04	HMPREF1058_RS00395	HMPREF1058_RS00395		hypothetical protein	0.110	0.028	-1.262	0.529	-0.525	-0.317	-0.550	-0.931	-1.405	-1.782	-0.663	-0.320	-0.115	-1.712	-0.950	-0.348	0.344	-0.929	-1.644	-1.414	-0.273	-0.180
Bvulgatus_CL09T03C04	HMPREF1058_RS00400	HMPREF1058_RS00400		GntR family transcriptional regulator	-0.355	0.907	-2.760	-2.754	-4.037	-4.366	-0.340	-0.822	-1.041	-2.354	-1.562	-0.335	0.489	-1.775	-4.241	-2.777	-3.281	-3.316	-2.431	-3.395	1.153	-1.023
Bvulgatus_CL09T03C04	HMPREF1058_RS00405	HMPREF1058_RS00405		M28 family peptidase	0.204	-0.428	0.383	-0.043	-0.843	-0.301	0.249	0.563	-0.003	0.001	-0.078	0.625	0.136	1.167	-0.441	-0.192	-0.669	0.820	-1.076	-0.712	0.986	0.055
Bvulgatus_CL09T03C04	HMPREF1058_RS00410	HMPREF1058_RS00410		MATE family efflux transporter	-0.015	0.872	1.307	-1.208	1.308	0.447	-0.107	0.463	1.331	1.871	-0.094	-0.098	-0.276	-0.191	-1.032	0.018	-1.442	-0.012	0.072	1.453	-0.451	-1.244
Bvulgatus_CL09T03C04	HMPREF1058_RS00430	HMPREF1058_RS00430		DUF4488 domain-containing protein	-1.878	-3.004	-1.922	-2.275	-3.953	-2.960	-3.794	-4.036	-2.261	-6.391	-4.040	-2.463	-1.423	-4.957	-2.071	-4.390	-1.479	-2.219	-3.399	-3.583	-1.981	-1.995
Bvulgatus_CL09T03C04	HMPREF1058_RS00435	HMPREF1058_RS00435		zeta toxin family protein	-3.963	-5.641	-0.182	0.264	1.074	0.564	-1.466	-1.412	-1.322	-1.823	-2.254	-0.479	0.161	2.233	-3.073	-1.289	-2.197	-1.353	-2.875	-1.807	-0.614	0.272
Bvulgatus_CL09T03C04	HMPREF1058_RS00440	HMPREF1058_RS00440		hypothetical protein	-1.572	-1.290	-0.163	-0.534	0.565	-0.113	-0.036	1.089	-1.386	-0.988	-0.172	0.463	1.328	-0.223	1.268	-0.770	0.715	-0.453	0.252	-0.485	0.627	-0.778
Bvulgatus_CL09T03C04	HMPREF1058_RS00465	HMPREF1058_RS00465		translation initiation factor	-0.043	0.972	0.531	-0.057	-0.225	-1.145	0.586	-0.630	1.067	0.720	1.022	0.579	1.866	0.274	-0.363	0.985	-0.011	0.435	0.862	1.571	-0.001	-0.067
Bvulgatus_CL09T03C04	HMPREF1058_RS00470	HMPREF1058_RS00470		redox-sensing transcriptional repressor Rex	-3.440	-1.458	-0.066	0.008	0.642	0.185	-2.235	-0.727	-0.531	-0.130	-2.801	0.259	-2.423	-1.693	-0.478	-0.165	0.120	-0.190	-1.468	0.106	0.450	-0.259
Bvulgatus_CL09T03C04	HMPREF1058_RS00475	HMPREF1058_RS00475		fumarylacetoacetate hydrolase family protein	-2.049	-3.165	0.190	-0.244	-0.417	1.027	0.088	-0.665	0.805	-0.491	0.735	0.736	-0.415	-0.781	0.952	0.333	0.040	-0.341	0.546	-0.478	0.205	0.842
Bvulgatus_CL09T03C04	HMPREF1058_RS00490	HMPREF1058_RS00490		metallophosphoesterase	1.718	0.256	0.765	-0.411	0.588	0.000	0.793	0.045	1.391	0.905	0.241	0.391	2.151	1.039	0.871	0.908	1.034	0.127	0.405	-0.094	0.997	0.802
Bvulgatus_CL09T03C04	HMPREF1058_RS00495	HMPREF1058_RS00495		DUF3836 domain-containing protein	-1.390	0.439	1.309	1.649	-0.161	0.751	1.512	0.483	0.627	0.133	0.176	-0.259	1.218	0.145	0.083	-0.057	0.456	-0.194	0.001	0.449	0.855	-0.046
Bvulgatus_CL09T03C04	HMPREF1058_RS00505	HMPREF1058_RS00505		hypothetical protein	0.298	1.340	-0.266	0.471	0.408	1.269	1.215	0.837	-0.262	-0.519	0.709	-0.797	0.562	2.235	1.422	0.028	0.311	1.030	-0.027	0.068	1.975	-0.650
Bvulgatus_CL09T03C04	HMPREF1058_RS00515	HMPREF1058_RS00515		YicC family protein	-1.706	-1.111	-2.102	-3.830	-5.756	-5.594	-4.480	-3.509	3.925	3.865	-3.583	-4.160	-1.177	-1.085	-10.376	-6.180	-3.449	-3.306	3.441	3.530	-3.204	-4.182
Bvulgatus_CL09T03C04	HMPREF1058_RS00525	HMPREF1058_RS00525		DUF4290 domain-containing protein	-5.795	-3.163	-0.583	-0.735	-3.533	-3.222	-3.626	-2.967	-1.127	-2.006	-4.099	-5.201	-2.318	-5.536	-5.820	-3.738	-2.649	-2.338	-3.565	-2.761	-2.421	-2.586
Bvulgatus_CL09T03C04	HMPREF1058_RS00540	HMPREF1058_RS00540		M23 family metallopeptidase	-2.169	-1.275	0.193	0.150	-0.247	1.196	2.891	1.711	0.055	1.522	2.278	0.928	-5.014	-4.791	-5.235	1.707	2.475	1.271	-1.444	-1.338	-1.595	0.693
Bvulgatus_CL09T03C04	HMPREF1058_RS00560	HMPREF1058_RS00560		anaerobic ribonucleoside triphosphate reductase	-3.201	-4.616	-2.902	-2.377	-3.997	-3.111	-3.425	-3.463	-3.309	-3.289	-3.381	-4.493	-3.328	-5.233	-3.820	-4.969	-2.613	-4.250	-4.282	-3.360	-4.570	-3.414
Bvulgatus_CL09T03C04	HMPREF1058_RS00565	HMPREF1058_RS00565		hemolysin III family protein	0.922	0.334	-1.805	1.208	-0.497	0.664	-0.611	0.406	0.181	-0.983	0.077	0.678	-13.153	0.354	-12.859	-1.682	-9.150	0.047	-11.928	-0.224	-12.059	-0.811
Bvulgatus_CL09T03C04	HMPREF1058_RS00575	HMPREF1058_RS00575		TonB-dependent receptor	0.842	-0.309	0.639	-0.777	0.039	-0.786	0.890	0.928	-1.427	-0.915	-0.048	-0.524	-0.969	0.212	0.550	-0.378	0.646	0.760	0.197	-0.484	0.828	0.621
Bvulgatus_CL09T03C04	HMPREF1058_RS00580	HMPREF1058_RS00580		PAS domain-containing protein	-0.136	0.308	-0.528	0.705	0.186	1.326	-0.429	-0.012	-0.934	-0.774	0.702	0.254	-0.441	0.095	0.310	0.125	-0.414	-0.322	0.406	0.219	0.637	1.069
Bvulgatus_CL09T03C04	HMPREF1058_RS00585	HMPREF1058_RS00585		PAS domain-containing hybrid sensor histidine kinase/response regulator	1.321	-0.032	0.918	1.176	1.081	1.214	0.814	0.535	0.216	1.100	0.889	0.397	0.510	1.422	1.156	1.021	0.853	1.064	1.030	0.444	0.003	0.394
Bvulgatus_CL09T03C04	HMPREF1058_RS00590	HMPREF1058_RS00590		hypothetical protein	-3.801	-5.308	-3.888	-3.068	-5.728	-5.127	-6.252	-5.764	-5.974	-4.577	-6.211	-4.074	-5.767	-6.183	-6.718	-4.961	0.085	-6.013	-6.243	-4.768	-4.672	-5.576
Bvulgatus_CL09T03C04	HMPREF1058_RS00595	HMPREF1058_RS00595		Holliday junction branch migration protein RuvA	-2.615	-3.495	0.475	0.509	-2.690	-4.391	-2.779	-4.862	-3.615	-2.499	-3.724	-3.147	-0.880	-4.242	-3.406	-4.072	-3.743	-4.318	-4.293	-2.733	-1.118	-3.292
Bvulgatus_CL09T03C04	HMPREF1058_RS00600	HMPREF1058_RS00600		diaminopimelate dehydrogenase	-4.344	-4.854	-1.393	0.151	-2.014	-5.996	-2.231	-2.773	-4.052	-3.845	-4.055	-4.309	-4.065	-3.917	-3.708	-1.822	-2.339	-4.105	-4.952	-2.695	-3.825	-3.306
Bvulgatus_CL09T03C04	HMPREF1058_RS00605	HMPREF1058_RS00605		prolipoprotein diacylglyceryl transferase	1.488	-0.426	-1.663	-1.189	-2.142	-2.035	0.595	0.169	-0.029	0.164	0.672	0.195	-0.581	-0.120	-2.229	-1.519	0.508	0.135	-0.111	0.154	-0.571	0.306
Bvulgatus_CL09T03C04	HMPREF1058_RS00610	HMPREF1058_RS00610		DsbA family protein	0.082	0.545	0.573	0.306	0.301	0.029	1.610	1.789	-1.104	0.275	-0.421	0.714	-1.122	0.205	0.267	1.109	-2.112	-0.580	0.539	-1.011	-0.019	1.754
Bvulgatus_CL09T03C04	HMPREF1058_RS00615	HMPREF1058_RS00615		TonB-dependent receptor	0.246	-1.526	-0.198	1.569	-0.639	-0.535	-10.699	-11.902	-2.859	-2.777	-21.958	-22.590	1.579	0.540	-0.759	0.320	-1.065	-1.464	-2.187	-1.355	-19.985	-21.781
Bvulgatus_CL09T03C04	HMPREF1058_RS00620	HMPREF1058_RS00620		GH32 C-terminal domain-containing protein	-1.368	-0.756	1.277	1.767	0.196	0.735	-7.194	-6.624	1.064	1.441	-19.308	-17.701	-9.897	-7.407	5.423	4.744	3.853	1.381	2.552	3.467	-17.921	-21.148
Bvulgatus_CL09T03C04	HMPREF1058_RS00625	HMPREF1058_RS00625		MFS transporter	-1.515	-2.450	1.113	0.042	0.176	-0.000	-11.355	-10.395	0.167	1.149	-12.951	-14.095	-9.978	-8.962	7.618	3.885	0.290	-2.141	2.561	3.324	-10.218	-14.316
