orgId	locusId	sysName	geneName	desc	set1IT005 KB	set1IT007 KB with Dimethyl Sulfoxide 1 vol%	set1IT011 KB with Acriflavine 7.75 ug/ml	set1IT013 KB with Ampicillin 15.6 ug/ml	set1IT015 KB with Berberine 250 ug/ml	set1IT017 KB with Carbenicillin 250 ug/ml	set1IT019 KB with Chloramphenicol 12.5 ug/ml	set1IT021 KB with Erythromycin 25 ug/ml	set1IT029 KB with Nalidixic 12.5 ug/ml	set1IT033 KB with Nitrofurantoin 125 ug/ml	set1IT037 KB with Phloretin 250 ug/ml	set1IT045 KB with Trimethoprim 125 ug/ml	set1IT049 Green bean; epiphytic	set1IT050 Green bean; epiphytic	set2IT076 apoplastic, grinding recovery; Green bean	set2IT077 apoplastic, grinding recovery; Green bean	set2IT080 epiphytic; Green bean	set2IT081 epiphytic; Green bean	set2IT095 apoplastic, chopping recovery; Green bean	set3IT009 KB with Acridine orange 62.5 ug/ml	set3IT019 KB with Mitomycin C 0.625 ug/ml	set3IT031 epiphytic; Green bean	set3IT032 epiphytic; Green bean	set3IT039 apoplastic; Lima bean	set3IT040 apoplastic; Lima bean	set4IT013 KB	set4IT015 KB with Dimethyl Sulfoxide 1.25 vol%	set4IT017 KB with Rifampicin 0.1 mg/ml	set4IT019 KB with capsaicin 0.25 mg/ml	set4IT021 KB with capsaicin 0.125 mg/ml	set4IT025 KB with Flavone 0.125 mg/ml	set4IT027 KB with Rotenone 0.25 mg/ml	set4IT029 KB with Rotenone 0.125 mg/ml	set4IT031 KB with Nitrofurantoin 0.25 mg/ml	set5IT059 apoplastic; Lima bean	set5IT060 apoplastic; Lima bean	set6IT083 apoplastic; Green bean; 6 days	set6IT084 apoplastic; Green bean; 6 days	set7IT014 apoplastic; Lima bean	set7IT015 apoplastic; Lima bean	set7IT018 apoplastic; Pepper	set7IT019 apoplastic; Pepper	set7IT026 apoplastic; Pepper	set7IT027 apoplastic; Pepper	set7IT030 apoplastic; Pepper	set7IT031 apoplastic; Pepper
SyringaeB728a	Psyr_3328	Psyr_3328		GGDEF domain protein	-0.823	-0.533	-0.017	-1.343	0.268	-0.561	-0.209	0.321	-1.555	-0.813	-0.446	-0.549	-1.210	-1.315	-1.066	-0.467	-0.238	0.088	-0.048	-1.609	-2.620	-0.699	0.011	-0.573	-0.393	-1.225	-1.007	-2.739	-0.417	-0.362	-2.043	-0.794	-0.815	-1.190	-0.666	-0.127	-1.327	-0.483	0.226	0.428	-1.706	-0.987	-0.053	0.204	-0.456	-0.507
SyringaeB728a	Psyr_3329	Psyr_3329		diguanylate cyclase/phosphodiesterase with PAS/PAC and GAF sensor(s)	0.921	0.871	0.732	-0.137	1.279	0.009	-0.335	-0.310	0.185	-0.404	1.117	0.039	0.808	1.588	-0.106	0.516	0.096	-1.329	-0.200	-0.815	-0.209	-0.540	0.759	1.392	1.178	0.925	0.761	1.477	0.936	0.581	1.493	0.347	1.329	1.603	1.166	1.695	-0.553	-1.690	0.583	0.421	-0.881	-0.088	-0.834	-0.761	-0.743	0.338
SyringaeB728a	Psyr_3330	Psyr_3330		4-hydroxyphenylpyruvate dioxygenase	-1.162	-0.866	1.555	-0.794	0.195	0.344	-0.729	-0.460	-0.695	0.006	-1.511	-0.437	1.035	1.069	0.154	-1.347	-0.118	-1.457	-0.675	-0.983	-0.794	-1.934	-1.899	-0.685	-0.617	-1.088	-1.417	-1.414	-1.471	-2.814	-1.011	-2.334	-1.504	-2.658	0.782	0.104	1.894	1.025	2.616	1.465	-0.639	-0.899	0.497	-0.759	0.400	0.945
SyringaeB728a	Psyr_3331	Psyr_3331		Glycolate oxidase subunit GlcD	0.034	0.505	1.264	-1.306	0.879	0.839	-0.218	-0.411	0.897	-1.523	-0.306	1.687	1.030	0.031	-0.938	-1.102	-2.558	-2.380	-0.290	0.705	1.558	0.690	-0.213	0.311	1.152	0.439	-0.375	-0.947	1.201	0.189	-0.777	0.173	0.185	1.184	0.576	-0.586	-0.917	-0.717	0.396	0.487	1.450	1.418	-2.575	-0.596	-0.262	-0.148
SyringaeB728a	Psyr_3332	Psyr_3332		FAD linked oxidase, N-terminal	0.857	-0.574	0.176	-0.332	-1.003	-1.112	1.269	-0.305	0.135	-0.723	-0.445	-0.502	1.009	1.174	-0.948	-0.131	-0.653	-0.388	0.128	0.241	-0.522	-1.363	-1.363	-0.617	-0.285	0.557	1.437	0.553	1.156	-0.212	0.625	0.460	0.422	1.174	0.223	0.125	1.085	0.822	0.550	0.162	1.799	2.128	0.285	0.232	0.276	0.684
SyringaeB728a	Psyr_3333	Psyr_3333		4Fe-4S ferredoxin, iron-sulfur binding:Protein of unknown function DUF224	-0.322	-0.623	-1.359	0.603	0.700	-0.283	-0.752	0.103	-0.226	-1.603	0.568	-0.286	0.281	-1.186	-1.828	-0.039	0.524	-0.623	0.221	0.385	0.636	-3.039	-1.069	0.892	0.768	-1.253	-0.756	-1.261	-0.719	-1.481	-0.092	-0.892	-2.196	0.080	0.063	-1.310	0.849	1.450	0.290	-0.053	-0.105	0.027	0.360	-0.848	0.884	1.352
SyringaeB728a	Psyr_3335	Psyr_3335		conserved hypothetical protein	-0.128	0.189	0.693	-0.101	1.449	0.387	-0.217	0.169	-1.473	-0.285	0.414	0.540	0.120	0.679	-0.521	0.979	0.921	-0.026	-1.208	-1.323	-1.445	-0.493	-0.512	0.057	0.031	-0.855	-0.431	0.451	-0.351	-0.633	-0.087	-0.422	-0.176	-1.675	-1.112	-0.490	-0.130	-0.507	0.633	0.738	-0.093	-0.075	0.458	0.785	0.420	1.153
SyringaeB728a	Psyr_3336	Psyr_3336		transcriptional regulator, LacI family	-0.351	0.708	-0.324	0.685	-0.940	-0.443	-1.840	0.024	-0.760	-0.446	-0.446	-0.320	-0.226	-1.055	-3.029	-2.150	-1.790	-1.850	0.476	1.207	-0.043	-0.642	-1.174	-0.771	-0.705	-1.031	0.229	-0.243	0.939	0.023	0.606	0.012	-1.161	-0.425	-1.499	-0.225	-0.100	-0.143	-0.022	0.024	-2.697	-2.637	-0.869	-1.741	1.527	1.001
SyringaeB728a	Psyr_3337	Psyr_3337		gluconate kinase, SKI family	-1.346	-0.867	-0.417	-2.257	-1.560	-0.994	-0.539	-1.165	0.300	-0.895	-0.025	-1.019	0.013	-1.859	0.331	-1.263	0.023	-0.856	0.133	0.383	1.407	-1.843	-0.045	-1.118	-0.559	-1.835	-1.577	-0.915	-0.731	-0.930	-1.021	-1.227	-2.412	-2.158	-0.734	-3.003	0.274	-0.287	1.059	0.856	0.257	-0.360	0.068	0.087	-1.571	-1.264
SyringaeB728a	Psyr_3338	Psyr_3338		gluconate permease GntT	2.234	-1.246	0.435	1.124	0.514	-0.513	0.611	0.942	0.168	-0.107	0.205	1.482	-1.322	0.521	-0.068	1.474	0.988	-0.162	-0.185	-0.026	0.945	-0.097	-0.095	-0.328	0.183	0.394	0.820	-0.272	-0.515	-0.544	0.038	-1.000	-0.118	0.048	-1.472	-1.737	-0.667	-1.927	-1.665	-1.901	-1.580	-1.361	-1.105	-1.778	-2.116	-1.153
SyringaeB728a	Psyr_3340	Psyr_3340		conserved hypothetical protein	0.042	0.062	1.445	0.815	-0.011	1.209	0.602	-0.020	1.694	-0.535	0.613	0.015	-1.428	-0.056	-0.414	0.811	-0.656	-0.632	-0.808	-0.161	0.095	0.435	0.657	-0.706	-0.745	-1.797	-0.667	-0.921	-0.274	-0.795	-1.709	-0.454	-1.351	-0.551	-1.016	-0.110	-0.835	-1.107	-0.516	-0.173	0.288	-0.136	0.380	-0.256	-0.682	-1.597
SyringaeB728a	Psyr_3341	Psyr_3341		hypothetical protein	-3.592	-1.901	-1.216	-2.585	-1.995	-3.309	-1.087	-0.850	-3.495	-0.908	-1.638	-3.751	-1.053	-1.010	-0.767	1.476	-1.359	-0.597	-2.198	-2.034	-2.478	0.933	-1.061	0.243	-0.296	0.687	-1.310	-0.239	0.279	-0.493	0.826	0.031	0.265	-0.443	-0.851	-0.837	0.231	0.475	-2.028	0.436	-0.794	0.157	1.335	1.429	-1.568	-1.578
SyringaeB728a	Psyr_3342	Psyr_3342		conserved hypothetical protein	-1.288	-0.414	-0.964	-2.647	-0.220	-0.881	-1.692	-0.333	-1.748	-1.269	-0.316	-1.895	0.101	0.205	0.004	-0.611	-1.020	-1.242	-0.307	-0.193	-0.294	-0.033	-1.839	-0.468	-0.081	-1.689	-0.851	-0.676	-2.016	-1.810	0.144	-2.053	0.184	-0.450	0.300	0.663	0.460	-0.152	1.381	0.495	-0.519	0.265	-1.702	-0.884	-0.016	0.016
SyringaeB728a	Psyr_3343	Psyr_3343		GCN5-related N-acetyltransferase	-0.729	0.403	0.308	-0.693	-0.581	-1.703	-1.262	1.130	-1.748	-1.340	-0.027	0.155	-0.186	0.780	-0.436	1.513	-0.414	0.105	-1.965	-2.233	-3.098	-0.729	-0.044	-0.481	0.455	-0.911	-0.231	-0.893	-0.052	0.038	-0.199	0.003	0.089	-0.528	-1.227	0.321	-0.366	-0.450	2.118	0.282	-2.243	-1.316	-0.009	-0.997	-1.522	-0.500
SyringaeB728a	Psyr_3344	Psyr_3344		conserved hypothetical protein	-1.637	0.199	-0.311	-1.619	0.007	-0.897	-0.501	-0.026	-0.901	-1.016	-1.600	-1.279	-1.494	-0.763	-1.189	-1.437	0.312	-0.232	0.251	-0.558	-0.703	0.904	0.050	1.052	0.300	0.806	-0.222	1.111	0.893	1.307	1.152	0.196	0.573	-0.100	0.010	-0.890	-1.599	-0.938	-0.758	-0.211	-1.781	-2.431	-0.245	-0.055	-1.864	-0.900
SyringaeB728a	Psyr_3345	Psyr_3345		TonB-dependent siderophore receptor	-0.428	-0.723	0.284	-0.501	1.679	0.560	0.598	0.088	-0.204	-0.327	0.365	-0.735	-0.791	0.915	0.317	0.074	0.474	-0.916	-0.602	-0.942	-0.499	-0.703	-0.458	0.407	0.869	0.170	-0.809	-1.308	-0.701	-0.670	-0.526	-0.694	-0.957	-0.416	-1.094	-0.878	0.803	1.574	0.592	0.496	-1.407	-1.503	-0.420	0.002	-0.552	-0.911
SyringaeB728a	Psyr_3346	Psyr_3346		conserved hypothetical protein	-0.665	-1.238	-1.775	-0.329	-1.090	0.179	-1.317	-0.586	-0.138	-0.204	0.160	-0.947	0.080	-0.697	-0.015	0.885	-0.556	-0.468	-0.154	2.492	2.863	0.324	0.202	0.614	0.951	0.727	0.248	-0.697	0.246	-1.871	-0.397	-0.726	-0.602	-1.049	-1.438	-0.950	0.881	1.369	-1.766	-1.924	-2.096	-0.193	0.366	-1.004	0.202	0.696
SyringaeB728a	Psyr_3347	Psyr_3347		transcriptional regulator, TetR family	-2.026	-2.564	0.343	-1.056	-0.466	-2.936	0.528	-2.006	4.345	-2.102	-0.475	-1.227	-3.128	-2.424	-2.069	-2.325	-1.106	-0.364	-1.951	-2.005	-1.212	-1.593	-1.956	-1.950	-2.232	-2.158	-1.199	-2.343	-1.672	-1.482	-1.469	-1.850	-2.909	-1.417	-3.486	-5.074	-4.681	-4.520	-7.185	-6.703	-2.586	-1.981	-4.124	-3.165	-0.280	-1.168
SyringaeB728a	Psyr_3348	Psyr_3348		Histidine kinase, HAMP region:Bacterial chemotaxis sensory transducer	-0.248	-0.348	1.616	0.067	2.325	0.066	0.210	0.643	0.828	0.319	0.825	-0.341	-0.421	-1.736	-0.963	-2.297	0.899	0.891	-0.180	-0.152	0.154	-0.376	1.220	1.210	1.028	1.096	-1.659	-0.746	-0.320	0.028	0.133	-0.374	1.243	0.428	-0.141	-0.358	-1.564	-1.646	-0.327	-0.449	-0.324	-0.382	0.594	0.053	-0.043	-1.169
SyringaeB728a	Psyr_3349	Psyr_3349		conserved hypothetical protein	-0.059	-0.538	-0.413	-1.298	-0.489	1.206	-3.074	-0.343	-2.147	-1.891	-0.522	-1.596	0.569	-0.780	2.182	0.062	-1.017	0.297	1.215	0.617	-0.058	2.040	0.187	1.765	1.581	0.264	0.829	-0.458	0.184	-0.078	-0.346	0.006	-1.171	0.596	0.599	0.121	-1.582	-0.463	-0.491	0.262	0.132	0.782	-0.584	-0.339	-0.330	0.010
SyringaeB728a	Psyr_3351	Psyr_3351		Histidine kinase, HAMP region:Bacterial chemotaxis sensory transducer	-0.412	-1.076	0.735	-0.187	-0.452	-0.071	0.233	-0.256	0.323	-0.360	-1.354	0.363	-0.029	-1.796	-1.881	-1.858	-0.653	-0.201	1.760	-0.707	-0.246	0.296	-0.724	-0.994	-2.130	-1.040	-0.170	0.006	0.118	-1.355	-2.037	-0.842	-0.851	0.040	-0.930	0.195	-0.243	0.526	-1.678	-0.179	0.556	0.443	0.855	0.810	0.408	0.659
SyringaeB728a	Psyr_3352	Psyr_3352		GCN5-related N-acetyltransferase	-0.351	-0.153	-0.264	0.041	0.609	-0.826	0.472	-0.185	-0.890	-0.286	-0.937	-0.421	0.234	0.382	0.763	-0.784	-0.109	0.124	0.034	-0.611	-1.264	0.010	-0.012	0.896	0.483	-0.791	-0.633	-1.433	0.064	-0.164	-0.893	-1.466	-1.428	-0.550	-0.636	0.103	-0.562	0.075	0.830	0.172	-0.862	0.095	0.768	0.151	-0.798	-0.982
SyringaeB728a	Psyr_3353	Psyr_3353		Catalase	-0.585	1.179	0.183	-0.584	-0.052	-0.383	-0.484	0.169	-0.118	-0.183	-0.959	0.348	-0.591	-0.488	1.231	0.343	-0.072	-0.715	0.459	0.861	0.272	-1.693	0.742	-1.221	-1.074	-1.285	-0.765	0.172	0.086	0.407	0.243	-0.263	0.458	-0.387	0.562	-0.599	-0.359	-0.175	-0.798	-0.085	0.291	0.785	-0.488	-0.599	0.252	-0.389
SyringaeB728a	Psyr_3354	Psyr_3354		Ankyrin	0.581	-0.376	-0.567	0.494	0.085	-1.554	-0.997	-0.751	-0.450	-0.236	-0.435	0.161	-0.526	-1.036	-1.593	0.669	2.567	1.850	-2.008	0.864	0.215	0.239	0.059	-1.186	-1.812	-0.046	-0.783	-0.629	0.439	-0.243	-0.474	-0.042	-0.712	-1.723	-1.701	-1.040	0.641	-0.149	0.036	-0.104	2.003	1.520	0.364	0.005	0.162	-0.260
SyringaeB728a	Psyr_3355	Psyr_3355		PAS	0.071	0.834	1.315	0.738	1.710	0.063	0.547	-0.052	0.506	0.756	0.710	0.788	-1.010	-1.665	-0.258	-0.679	-0.971	-0.118	-0.481	0.919	1.738	-0.184	-1.124	-1.156	-0.576	-0.622	0.391	0.585	-0.001	0.401	0.530	1.048	0.730	1.238	-0.648	-0.599	1.270	0.005	-0.201	-0.126	0.381	-0.529	0.732	0.269	0.234	-1.646
SyringaeB728a	Psyr_3357	Psyr_3357		transcriptional regulator, LysR family	-1.272	0.766	-0.414	-0.369	-1.210	-0.431	-1.124	0.149	-0.757	-1.104	-0.931	-2.047	0.753	0.315	0.264	-0.946	1.720	-0.174	1.054	0.801	1.033	-0.104	-0.427	1.309	0.516	0.699	0.239	1.067	0.863	2.522	0.975	0.495	1.743	1.425	1.303	2.184	-1.004	-2.317	-0.875	-1.007	0.701	1.161	1.175	1.449	-1.631	-2.536
SyringaeB728a	Psyr_3358	Psyr_3358		transmembrane pair	0.256	0.903	-0.397	-0.873	1.645	0.037	-0.255	2.256	-0.644	-0.855	0.757	-0.140	0.566	-0.991	0.920	0.439	-0.352	-0.840	-1.507	-0.063	0.166	0.611	1.288	1.316	0.810	0.184	0.916	0.894	-1.069	-0.595	-1.343	-0.665	0.285	-0.783	0.081	-0.205	0.614	-0.756	1.282	0.364	-0.423	-1.128	-0.929	-0.853	0.532	-0.200
SyringaeB728a	Psyr_3359	Psyr_3359		Phenazine biosynthesis PhzC/PhzF protein	1.594	0.542	-0.062	0.453	0.052	1.285	0.767	0.737	1.194	0.047	-0.405	0.069	1.035	-0.482	0.305	-0.696	-0.065	0.142	2.408	1.797	2.041	-2.435	-0.672	0.939	1.374	0.487	-0.121	0.385	0.647	1.135	-0.088	-0.400	-0.708	-0.562	-0.506	-1.487	-0.788	-0.830	-0.765	-0.029	-0.334	1.352	0.417	0.091	1.540	1.724
SyringaeB728a	Psyr_3360	Psyr_3360		Major facilitator superfamily	-1.538	-1.219	-0.936	0.485	-0.712	-0.770	-0.857	-1.541	2.273	-0.028	-0.305	-1.883	-0.754	-1.366	0.992	1.468	0.632	1.493	0.255	-2.117	-1.807	-1.049	0.800	0.563	0.077	-0.314	-0.085	0.055	-0.844	-1.068	0.274	-0.314	0.465	0.265	-2.023	-0.007	-0.024	-1.099	0.017	0.476	1.483	1.778	-0.112	-0.239	0.691	0.929
SyringaeB728a	Psyr_3361	Psyr_3361		RarD protein	-0.123	0.691	-0.091	0.078	2.653	0.860	-0.280	-0.993	-0.106	0.921	-0.587	-0.332	-2.238	-0.260	0.645	-0.964	1.885	1.153	-2.981	-0.834	-0.336	-0.940	-0.763	1.253	0.510	0.939	0.775	-0.145	0.121	-1.458	0.487	0.007	0.629	0.540	0.953	-1.677	0.520	-0.799	0.508	1.954	0.362	0.737	0.982	2.046	-1.386	-1.179
SyringaeB728a	Psyr_3362	Psyr_3362		AFG1-like ATPase	-0.064	0.156	1.000	0.214	1.322	-0.451	0.409	-0.059	-0.164	0.871	0.814	0.797	-0.520	-1.217	0.250	-1.198	-0.042	1.296	-1.558	0.744	1.225	0.890	-0.279	0.025	-0.299	-1.283	-1.248	-0.483	0.282	-1.173	0.036	-1.733	-0.767	-1.216	-0.292	-0.397	-0.326	0.111	0.116	0.454	0.108	-0.437	-0.142	-0.706	-0.252	-0.688
SyringaeB728a	Psyr_3363	Psyr_3363		Sulfate transporter/antisigma-factor antagonist STAS:Sulphate transporter	0.780	-0.112	0.494	0.309	1.428	0.955	-0.498	-0.382	-0.331	0.599	1.199	0.172	0.642	0.560	0.942	0.967	-0.867	0.369	-0.761	0.129	-0.166	0.574	0.760	0.913	1.210	0.536	0.027	0.619	0.902	-0.297	1.385	0.506	-0.395	-0.688	-0.413	0.241	-0.717	-1.254	0.062	-0.497	-1.339	-0.464	0.713	-0.474	1.325	1.702
SyringaeB728a	Psyr_3364	Psyr_3364		Beta-lactamase	0.257	-0.262	-0.133	0.054	0.376	-1.026	-0.230	0.267	0.225	-0.375	0.174	-0.045	0.822	-0.080	-1.384	-0.967	1.270	1.415	2.305	0.222	-0.608	0.764	0.784	1.241	0.867	0.406	0.857	0.841	0.504	0.217	0.636	-0.321	0.412	0.036	-0.740	-0.331	0.142	0.140	0.575	1.819	0.105	-0.237	-1.409	-2.115	1.512	0.748
SyringaeB728a	Psyr_3365	Psyr_3365		Transcriptional regulator Ada / DNA-O6-methylguanine--protein-cysteine S-methyltransferase	0.439	-0.315	1.168	0.813	1.737	-0.304	-0.568	0.699	0.257	0.781	0.082	0.712	-1.300	-0.031	0.518	0.368	-0.057	-1.190	-1.247	1.482	1.596	0.848	-0.015	0.684	0.555	0.730	-0.141	0.638	0.998	0.559	-0.393	1.623	0.166	0.957	-1.206	-1.847	-0.285	1.082	-0.800	0.224	0.594	0.600	1.771	0.039	-0.399	-0.415
SyringaeB728a	Psyr_3366	Psyr_3366		DNA-3-methyladenine glycosylase II	1.229	-0.489	-0.611	0.511	-0.178	0.060	-0.771	-0.149	-2.807	-1.115	-0.230	-2.357	1.786	0.377	-1.411	1.154	-1.803	-1.146	-0.726	0.337	0.233	-0.369	0.344	0.220	-0.459	-0.588	-0.752	0.006	0.103	-1.158	-1.365	-0.230	-1.097	-1.341	-3.325	-0.697	0.400	0.275	-1.888	0.087	0.437	-0.164	0.912	1.053	-0.476	2.004
SyringaeB728a	Psyr_3367	Psyr_3367		Iron permease FTR1	-0.907	-0.338	-1.595	-0.432	0.852	0.218	0.763	0.282	-1.065	-0.134	-0.183	-1.077	-1.543	-0.223	0.140	0.917	-0.395	-1.622	0.429	0.898	-0.596	-1.960	-2.479	1.328	1.373	-1.649	-0.354	-0.500	0.410	-0.453	0.426	-0.199	0.263	-1.741	-0.445	0.720	0.946	0.613	1.636	1.700	-0.423	-0.548	-0.498	-0.412	-0.264	-0.025
SyringaeB728a	Psyr_3368	Psyr_3368		Protein of unknown function DUF451	1.752	1.212	-0.707	0.393	1.396	2.300	0.770	-0.949	0.774	1.031	0.775	0.019	0.038	0.593	-0.361	-1.389	-0.085	0.115	-1.448	0.472	0.212	-0.041	0.426	-0.926	-0.264	-0.173	1.267	-0.295	0.222	0.877	0.617	0.552	1.277	-0.605	0.918	0.347	-0.482	0.713	-2.714	-1.433	-1.248	-0.447	-3.079	-0.825	-0.397	-2.662
SyringaeB728a	Psyr_3369	Psyr_3369		Twin-arginine translocation pathway signal:Tat-translocated enzyme:Dyp-type peroxidase	0.083	1.870	0.964	0.490	1.348	0.390	-0.374	-0.115	-0.397	-0.741	1.102	0.229	-0.930	-0.395	-0.878	-0.935	-0.238	-3.374	-0.569	-0.087	0.919	-1.554	-1.144	0.048	-0.279	-0.917	-0.064	0.246	-1.250	-1.368	-1.446	1.245	-0.349	0.350	-0.504	0.506	-2.496	-1.793	1.426	2.086	0.033	-0.375	-0.399	-0.509	-0.985	-1.127
SyringaeB728a	Psyr_3370	Psyr_3370		Protein of unknown function DUF451	1.495	-0.326	2.793	1.087	0.961	0.410	0.869	0.851	-0.620	-0.286	1.922	0.309	-0.802	-0.977	0.054	-0.380	-0.658	-1.236	-0.312	1.495	1.719	0.528	-0.902	0.334	-1.239	-0.035	0.495	-0.286	-0.762	-0.935	0.189	-0.296	0.404	-0.458	-0.489	-0.652	-1.432	-0.584	-0.067	0.485	0.475	0.763	-0.391	-0.312	-1.318	-1.116
SyringaeB728a	Psyr_3371	Psyr_3371		Oxidoreductase, molybdopterin binding protein	0.056	0.133	-1.493	0.592	0.393	-0.271	0.477	-0.921	0.266	0.549	0.552	1.356	-1.639	0.312	-0.975	-2.788	-0.769	-2.280	1.022	-1.264	-0.863	0.837	-0.461	-0.180	-0.249	-0.184	-1.168	-0.292	-1.347	0.592	0.014	-1.048	-0.971	-0.322	0.255	1.245	-0.853	-0.536	0.650	0.488	0.242	-0.873	0.691	-0.106	1.515	-0.297
SyringaeB728a	Psyr_3372	Psyr_3372		conserved hypothetical protein	0.435	0.651	0.056	0.875	1.318	-0.121	-0.058	0.040	1.076	-0.090	0.612	0.178	0.100	-0.400	1.301	1.973	-1.402	-1.497	-1.115	1.200	1.640	0.016	0.098	-0.498	-0.200	0.886	1.275	1.076	0.511	0.468	0.894	0.482	-0.009	0.881	-0.827	0.621	-0.418	0.301	0.626	1.126	1.130	0.813	1.751	1.291	-0.687	-2.364
SyringaeB728a	Psyr_3373	Psyr_3373		conserved hypothetical protein	-0.363	0.800	-1.047	0.120	-0.137	-0.644	-0.158	0.373	0.193	0.145	-0.814	0.368	0.093	-0.517	-1.333	0.625	1.562	1.467	-1.169	0.865	1.647	-1.344	0.161	1.818	1.560	0.978	2.209	2.202	1.792	-0.465	2.485	0.771	2.944	2.266	0.012	0.667	-1.256	-1.051	0.883	-0.275	-0.585	0.534	-0.477	-1.258	0.894	0.276
SyringaeB728a	Psyr_3374	Psyr_3374		Heavy metal response regulator	0.734	0.408	1.536	0.512	1.189	0.614	-0.000	1.881	0.362	0.523	-0.592	-0.077	-1.482	-0.994	-1.244	-1.015	0.396	0.567	0.775	1.664	1.318	-0.327	0.709	-0.049	-0.720	0.952	-0.340	0.068	-0.611	-0.415	0.947	-0.062	-0.352	0.016	-0.386	1.735	1.028	1.642	-0.918	-0.579	-0.957	0.682	-0.313	-1.455	-1.795	-2.561
SyringaeB728a	Psyr_3375	Psyr_3375		Heavy metal sensor kinase	0.025	-0.813	-0.413	-1.149	-0.312	-0.803	0.397	-0.961	-0.243	0.080	-0.244	-0.153	-0.026	-0.676	-0.099	-0.704	-0.467	-0.704	-0.333	-1.530	-0.730	0.986	0.444	0.109	0.245	-0.428	-0.412	-0.140	0.542	-1.055	0.138	-0.113	-0.630	-0.544	-0.081	-1.217	1.690	1.485	-0.299	0.472	0.332	0.099	-0.425	-2.215	-1.169	-0.411
SyringaeB728a	Psyr_3376	Psyr_3376		lyase, putative	-1.947	-1.656	-0.645	-1.300	-1.065	0.863	0.370	-1.109	-0.737	-0.623	-1.150	-0.245	0.928	1.106	0.151	0.223	0.180	-2.066	-2.336	0.164	-0.856	0.680	-0.312	-0.090	-0.751	-0.638	0.164	0.294	-0.539	-0.583	-0.063	-0.557	-1.236	-1.509	-0.777	-0.804	-0.418	0.087	-0.691	-0.805	0.565	1.193	-0.697	0.454	0.887	1.310
SyringaeB728a	Psyr_3377	Psyr_3377		transcriptional regulator, MarR family	-0.624	-2.264	-1.137	-0.753	-1.572	-2.230	-1.649	-0.929	-1.978	-1.457	-0.850	-2.023	-0.200	-1.478	-1.574	0.705	0.972	0.514	-1.826	0.065	0.313	0.980	-0.469	-1.357	-1.366	0.830	1.493	-0.331	0.218	0.611	0.675	0.406	0.077	0.379	-1.016	-1.849	0.349	0.564	-0.924	-0.052	-0.990	0.267	0.707	0.778	0.745	0.608
SyringaeB728a	Psyr_3378	Psyr_3378		Fusaric acid resistance protein conserved region	-0.418	-0.254	0.235	-0.164	-0.720	0.462	0.694	-0.640	-1.098	-1.229	-0.573	1.379	-1.539	-0.392	-0.001	-0.615	0.882	1.224	-0.109	-0.933	-1.698	0.623	1.881	-1.819	-1.620	-0.880	-0.095	-0.157	-0.357	-1.527	-0.827	-1.319	-0.914	-1.383	-0.827	-0.217	-2.345	-0.878	0.124	1.544	-0.466	-0.810	0.215	0.060	0.495	1.036
SyringaeB728a	Psyr_3379	Psyr_3379		membrane protein, putative	1.817	0.389	0.587	2.037	1.191	-0.117	-0.212	1.178	1.688	0.520	-0.096	1.181	0.837	-0.138	-1.328	0.135	-1.688	-1.383	-0.472	0.507	0.258	-1.796	-0.914	-0.579	-0.764	0.175	-0.284	-0.110	-0.177	-1.079	-0.206	0.527	-0.336	-0.219	0.007	-0.192	0.038	-0.052	-0.206	-0.309	-1.601	-1.202	-1.300	-2.368	-0.477	1.139
SyringaeB728a	Psyr_3380	Psyr_3380		Secretion protein HlyD	-1.862	0.261	0.044	0.018	0.433	-0.041	-0.576	-1.236	-1.829	-0.824	-0.335	-1.312	-0.457	-0.311	0.224	-0.965	-0.562	-0.681	2.094	0.470	-1.472	-0.512	-0.295	-0.099	-0.895	-0.708	-0.144	-1.556	-0.975	-1.017	-1.932	-0.123	-1.314	-1.793	-0.031	-0.893	-1.291	0.331	1.752	0.945	-0.012	0.143	-0.272	-0.125	-1.655	-0.331
SyringaeB728a	Psyr_3381	Psyr_3381		RND efflux system, outer membrane lipoprotein, NodT	1.721	1.897	1.864	1.084	1.260	0.754	2.320	-0.322	-0.189	0.814	0.484	2.648	0.278	0.404	-0.893	-0.130	1.978	2.174	0.812	0.128	0.436	-1.451	-0.805	-0.709	-1.147	-0.359	0.136	0.733	-0.441	0.899	-0.600	0.796	-0.119	-0.762	-1.530	0.610	1.647	2.136	-0.153	0.132	1.178	1.211	0.512	0.721	-2.973	-1.759
SyringaeB728a	Psyr_3382	Psyr_3382		Ion transport protein	-0.825	-0.067	-0.304	-0.266	-0.147	-0.040	-1.269	-1.316	-1.280	0.530	-0.757	-0.383	-0.625	-0.657	0.775	1.019	0.816	0.824	-0.211	0.283	-0.532	0.291	0.108	0.198	-0.360	-0.820	-1.657	-0.656	-1.243	-2.712	-1.899	-1.775	-0.873	-1.467	-0.140	0.566	-0.540	-0.962	0.596	0.705	-0.278	-0.947	-0.700	-0.600	0.193	-0.806
