orgId	expName	expDesc	condition_1	concentration_1	units_1	media	norm
Pedo557	set1IT072	R2A with Chloramphenicol 0.001 mg/ml	Chloramphenicol	0.001	mg/ml	R2A	chloramphenicol
Pedo557	set1IT073	R2A with Chloramphenicol 0.005 mg/ml	Chloramphenicol	0.005	mg/ml	R2A	chloramphenicol
Pedo557	set1IT074	R2A with Tetracycline 0.0005 mg/ml	Tetracycline hydrochloride	5e-04	mg/ml	R2A	tetracyclinehydrochloride
Pedo557	set1IT090	R2A with benzoic 0.1 mg/ml	benzoic acid	0.1	mg/ml	R2A	benzoicacid
Pedo557	set2IT009	R2A with Chloramphenicol 0.001 mg/ml	Chloramphenicol	0.001	mg/ml	R2A	chloramphenicol
Pedo557	set2IT010	R2A with Chloramphenicol 0.005 mg/ml	Chloramphenicol	0.005	mg/ml	R2A	chloramphenicol
Pedo557	set2IT011	R2A with Tetracycline 0.0005 mg/ml	Tetracycline hydrochloride	5e-04	mg/ml	R2A	tetracyclinehydrochloride
Pedo557	set2IT027	R2A with benzoic 0.1 mg/ml	benzoic acid	0.1	mg/ml	R2A	benzoicacid
Pedo557	set2IT046	L-Arabinose (C)	L-Arabinose	20	mM	RCH2_defined_noCarbon	larabinose
Pedo557	set2IT053	NAG (C)	N-Acetyl-D-Glucosamine	20	mM	RCH2_defined_noCarbon	nacetyldglucosamine
Pedo557	set2IT056	Beta-Lactose (C)	Beta-Lactose	20	mM	RCH2_defined_noCarbon	betalactose
Pedo557	set2IT059	L-Arabinose (C)	L-Arabinose	20	mM	RCH2_defined_noCarbon	larabinose
Pedo557	set2IT066	NAG (C)	N-Acetyl-D-Glucosamine	20	mM	RCH2_defined_noCarbon	nacetyldglucosamine
Pedo557	set4IT006	Lactulose 20mM (C)	Lactulose	20	mM	RCH2_defined_noCarbon	lactulose
Pedo557	set4IT008	Maltitol 20mM (C)	Maltitol	20	mM	RCH2_defined_noCarbon	maltitol
Pedo557	set4IT013	Lactulose 20mM (C)	Lactulose	20	mM	RCH2_defined_noCarbon	lactulose
Pedo557	set4IT015	Maltitol 20mM (C)	Maltitol	20	mM	RCH2_defined_noCarbon	maltitol
