sample_id	phb_score	matched_abundance	total_abundance	pct_matched
nmdc:bsm-11-hhb2g180	0.0	0.0	876.4493919966435	0.0
nmdc:bsm-11-ht2v0s47	0.0	0.0	355.50143040525893	0.0
nmdc:bsm-11-j9v5kc93	0.0	0.0	336.73677248459165	0.0
nmdc:bsm-11-jpc5bt66	0.0	0.0	823.422635612202	0.0
nmdc:bsm-11-jq2e3v76	0.0	0.0	210.80163469885895	0.0
nmdc:bsm-11-jqwsb466	0.0	0.0	1268.2104047748865	0.0
nmdc:bsm-11-jy6ece20	0.0	0.0	330.8554281452078	0.0
nmdc:bsm-11-k0vz1j87	0.0	0.0	423.7597281603215	0.0
nmdc:bsm-11-k3zdem68	0.0	0.0	397.3820231446675	0.0
nmdc:bsm-11-k7fkcz65	0.0	0.0	511.906165520524	0.0
nmdc:bsm-11-k7jqh647	0.0	0.0	739.7763059485721	0.0
nmdc:bsm-11-k7v09098	0.0	0.0	1442.3648136987447	0.0
nmdc:bsm-11-k9192006	0.0	0.0	427.8035147359186	0.0
nmdc:bsm-11-kd6btp32	0.0	0.0	608.1670365734198	0.0
nmdc:bsm-11-kdja3v28	0.0	0.0	327.3783898808213	0.0
nmdc:bsm-11-kff3y587	0.0	0.0	634.8794904801962	0.0
nmdc:bsm-11-kgjz0433	0.0	0.0	929.7599101794616	0.0
nmdc:bsm-11-kgkcxn39	0.0	0.0	391.35087561708303	0.0
nmdc:bsm-11-kgm2s608	0.0	0.0	1277.68771564324	0.0
nmdc:bsm-11-krcjqt76	0.0	0.0	412.0080914041492	0.0
nmdc:bsm-11-ky8xb849	0.0	0.0	590.5043646355037	0.0
nmdc:bsm-11-m0h9cb45	0.0	0.0	357.3803410586807	0.0
nmdc:bsm-11-m9k8tx16	0.0	0.0	597.0598130813448	0.0
nmdc:bsm-11-mc6pwt10	0.0	0.0	483.8612885677872	0.0
nmdc:bsm-11-mczws366	0.0	0.0	569.8204164208227	0.0
nmdc:bsm-11-mrymeq51	0.0	0.0	603.1639995744979	0.0
nmdc:bsm-11-n0kmyd38	0.0	0.0	188.9004464285679	0.0
nmdc:bsm-11-n6vwc542	0.0	0.0	446.3786325658798	0.0
nmdc:bsm-11-nm187g36	0.0	0.0	361.2731123631706	0.0
nmdc:bsm-11-nn5snj10	0.0	0.0	457.7797746251654	0.0
nmdc:bsm-11-nrkha596	0.0	0.0	415.9018761596237	0.0
nmdc:bsm-11-nvgcpg87	0.0	0.0	456.2802873345159	0.0
nmdc:bsm-11-nx7zwq61	0.0	0.0	457.0149037528437	0.0
nmdc:bsm-11-nz6f9964	0.0	0.0	769.4246449617727	0.0
nmdc:bsm-11-p2h9n451	0.0	0.0	724.5096515935987	0.0
nmdc:bsm-11-p37dc885	0.0	0.0	674.5763813019541	0.0
nmdc:bsm-11-p4wss361	0.0	0.0	262.0937192517337	0.0
nmdc:bsm-11-pejvvs20	0.0	0.0	962.019114139738	0.0
nmdc:bsm-11-pgmhxj86	0.0	0.0	361.2048237943782	0.0
nmdc:bsm-11-pmbpyr59	0.0	0.0	380.9508441413081	0.0
nmdc:bsm-11-pq105b36	0.0	0.0	487.4883626992018	0.0
nmdc:bsm-11-pvr0ez88	0.0	0.0	742.3301855780484	0.0
nmdc:bsm-11-q72ew015	0.0	0.0	1030.0006081962836	0.0
nmdc:bsm-11-qam3hk28	0.0	0.0	881.5122815841977	0.0
nmdc:bsm-11-r4pd6g83	0.0	0.0	563.8685241352094	0.0
nmdc:bsm-11-r7k97q10	0.0	0.0	863.5686681481175	0.0
nmdc:bsm-11-rk62cv25	0.0	0.0	185.17179631642958	0.0
nmdc:bsm-11-rpj4zm44	0.0	0.0	1243.7194863606514	0.0
nmdc:bsm-11-rtchk112	0.0	0.0	1853.6810949425287	0.0
nmdc:bsm-11-rzz0z710	0.0	0.0	355.5282037592757	0.0
nmdc:bsm-11-s110fy15	0.0	0.0	746.9144562740454	0.0
nmdc:bsm-11-sdjyhj66	0.0	0.0	363.12769925434543	0.0
nmdc:bsm-11-spav5m37	0.0	0.0	310.3489508808688	0.0
nmdc:bsm-11-spzb5g89	0.0	0.0	647.6889718312184	0.0
nmdc:bsm-11-sqpv6146	0.0	0.0	1342.8572068886574	0.0
nmdc:bsm-11-t7xb8h63	0.0	0.0	579.405268564832	0.0
nmdc:bsm-11-ta8dt754	0.0	0.0	1405.4917224808594	0.0
nmdc:bsm-11-tcxb3w32	0.0	0.0	437.4048389298708	0.0
nmdc:bsm-11-v0hqhp22	0.0	0.0	717.8766033750773	0.0
nmdc:bsm-11-v0p16d89	0.0	0.0	424.4718567989012	0.0
nmdc:bsm-11-v85xpj21	0.0	0.0	531.2661905700625	0.0
nmdc:bsm-11-vc1cgz17	0.0	0.0	583.5754124447425	0.0
nmdc:bsm-11-vcna9q80	0.0	0.0	621.6782804353388	0.0
nmdc:bsm-11-vnkf4228	0.0	0.0	747.5270884109284	0.0
nmdc:bsm-11-vp7n5531	0.0	0.0	429.95707303551916	0.0
nmdc:bsm-11-vv577p15	0.0	0.0	356.98219452621885	0.0
nmdc:bsm-11-wdfz5578	0.0	0.0	539.3337759675012	0.0
nmdc:bsm-11-wh35sj59	0.0	0.0	722.4695059017236	0.0
nmdc:bsm-11-wj8zqj74	0.0	0.0	612.9646005590696	0.0
nmdc:bsm-11-wm11tw31	0.0	0.0	225.6620923373977	0.0
nmdc:bsm-11-wpsg6186	0.0	0.0	2013.7685866866977	0.0
nmdc:bsm-11-wx2twq61	0.0	0.0	325.9415431844808	0.0
nmdc:bsm-11-x0sc5x81	0.0	0.0	263.6415182597995	0.0
nmdc:bsm-11-xgrda154	0.0	0.0	360.6704623695856	0.0
nmdc:bsm-11-y80cxc26	0.0	0.0	356.17274775214156	0.0
nmdc:bsm-11-yqbvt475	0.0	0.0	639.4424127270047	0.0
nmdc:bsm-11-yrksyx63	0.0	0.0	332.78830837763365	0.0
nmdc:bsm-11-ysrg0a54	0.0	0.0	265.68668514496886	0.0
nmdc:bsm-11-yxxvqg27	0.0	0.0	458.6104370157343	0.0
nmdc:bsm-11-zmsv5494	0.0	0.0	647.6763029686668	0.0
nmdc:bsm-11-zpf4n944	0.0	0.0	797.7768836104583	0.0
nmdc:bsm-11-zq2aws57	0.0	0.0	680.0319857025398	0.0
nmdc:bsm-11-zvh2hc82	0.0	0.0	1860.1042987547858	0.0
nmdc:bsm-13-23jcak07	0.0	0.0	640.5410573390076	0.0
nmdc:bsm-13-3atx8142	0.0	0.0	487.22035979812944	0.0
nmdc:bsm-13-5230tp20	0.0	0.0	1634.1849341162324	0.0
nmdc:bsm-13-6v96jy60	0.0	0.0	1275.840383466143	0.0
nmdc:bsm-13-7q44hn24	0.0	0.0	2723.934751706938	0.0
nmdc:bsm-13-9tv9as07	0.0	0.0	1885.4715810264383	0.0
nmdc:bsm-13-bgefg837	0.0	0.0	687.6333510500139	0.0
nmdc:bsm-13-cc36m716	0.0	0.0	1326.6780453094257	0.0
nmdc:bsm-13-dfbvpp59	0.0	0.0	1411.5608778445726	0.0
nmdc:bsm-13-gea2kg32	0.0	0.0	2079.0377135047456	0.0
nmdc:bsm-13-h3hs0w34	0.0	0.0	916.042583116312	0.0
nmdc:bsm-13-n4jyv365	0.0	0.0	2185.755755176653	0.0
nmdc:bsm-13-n5tfa767	0.0	0.0	611.9874087112166	0.0
nmdc:bsm-13-q6yr9d61	0.0	0.0	1843.4043185329456	0.0
nmdc:bsm-13-tya3bn07	0.0	0.0	612.0700259714963	0.0
nmdc:bsm-13-w3sk3718	0.0	0.0	594.4473974931067	0.0
nmdc:bsm-13-z9ejh210	0.0	0.0	1705.455599742799	0.0
nmdc:bsm-11-07spy989	0.0	0.0	1921.377744392261	0.0
nmdc:bsm-11-0pq46m48	0.0	0.0	1278.6112404490655	0.0
nmdc:bsm-11-1srsh991	0.0	0.0	1607.5422112188141	0.0
nmdc:bsm-11-2h2j6s31	0.0	0.0	1424.4448031124543	0.0
nmdc:bsm-11-2nqe9j19	0.0	0.0	1646.6526475123146	0.0
nmdc:bsm-11-39j0y956	0.0	0.0	1001.858757765444	0.0
nmdc:bsm-11-3d7gwr49	0.0	0.0	1432.9029680622161	0.0
nmdc:bsm-11-4sw8dr23	0.0	0.0	1271.996961304893	0.0
nmdc:bsm-11-4tpf7456	0.0	0.0	1061.5613775282454	0.0
nmdc:bsm-11-afgbs159	0.0	0.0	1143.4239706882083	0.0
nmdc:bsm-11-an1f1v40	0.0	0.0	1291.2396611559484	0.0
nmdc:bsm-11-c2b84794	0.0	0.0	1281.7618387290079	0.0
nmdc:bsm-11-cnc9ww90	0.0	0.0	1298.391033774888	0.0
nmdc:bsm-11-djp7e211	0.0	0.0	1165.0250319873048	0.0
nmdc:bsm-11-fdjmge85	0.0	0.0	968.1689977386288	0.0
nmdc:bsm-11-h36vdc50	0.0	0.0	1152.532118870489	0.0
nmdc:bsm-11-hkftnp97	0.0	0.0	1454.048507684282	0.0
nmdc:bsm-11-hr55b403	0.0	0.0	1063.5078615803388	0.0
nmdc:bsm-11-j7ha4a31	0.0	0.0	1116.9293668493722	0.0
nmdc:bsm-11-jvtvhn02	0.0	0.0	918.2392618334205	0.0
nmdc:bsm-11-k05a2416	0.0	0.0	1855.0807711170455	0.0
nmdc:bsm-11-k3p2ap93	0.0	0.0	1736.9540164480932	0.0
nmdc:bsm-11-kj72y166	0.0	0.0	1531.5834341613902	0.0
nmdc:bsm-11-m959ky58	0.0	0.0	1388.0125508716906	0.0
nmdc:bsm-11-mcp72s80	0.0	0.0	1261.7647828043941	0.0
nmdc:bsm-11-ntfp9891	0.0	0.0	1219.8400845021467	0.0
nmdc:bsm-11-q71pns38	0.0	0.0	1393.754538982135	0.0
nmdc:bsm-11-qa4vm962	0.0	0.0	1387.723883472839	0.0
nmdc:bsm-11-qpwvgx11	0.0	0.0	1245.7695358191556	0.0
nmdc:bsm-11-tffhv104	0.0	0.0	1409.0002817929044	0.0
nmdc:bsm-11-tn2emc28	0.0	0.0	1211.3778640808061	0.0
nmdc:bsm-11-tq2k2z77	0.0	0.0	1038.9204366449633	0.0
nmdc:bsm-11-vdn3kn48	0.0	0.0	966.1782443865291	0.0
nmdc:bsm-11-vdqjvg77	0.0	0.0	1267.7156927483309	0.0
nmdc:bsm-11-xarr2j67	0.0	0.0	995.7927804493598	0.0
nmdc:bsm-11-xcyvst62	0.0	0.0	1665.5773314258254	0.0
nmdc:bsm-11-y693ve58	0.0	0.0	1190.2899126681534	0.0
nmdc:bsm-11-y742vs93	0.0	0.0	1344.0295319165712	0.0
nmdc:bsm-11-ywtc8b82	0.0	0.0	1259.108993685927	0.0
nmdc:bsm-11-z97z1r63	0.0	0.0	1389.1710783217977	0.0
nmdc:bsm-11-7bk7nf04	0.0	0.0	862.0670053106211	0.0
nmdc:bsm-11-a2fm5q53	0.0	0.0	1074.32016635904	0.0
nmdc:bsm-11-gdwqby92	0.0	0.0	1141.700432386656	0.0
nmdc:bsm-11-hbdmpd66	0.0	0.0	1381.0859963021464	0.0
nmdc:bsm-11-3p2mnz08	0.0	0.0	190.13213816808735	0.0
nmdc:bsm-11-6m6c9g55	0.0	0.0	262.28353503972073	0.0
nmdc:bsm-11-6x067s27	0.0	0.0	236.95702961481683	0.0
nmdc:bsm-11-71991e79	0.0	0.0	293.8663877769158	0.0
nmdc:bsm-11-7m09me46	0.0	0.0	218.4860308910923	0.0
nmdc:bsm-11-7twwzs96	0.0	0.0	330.7695521721226	0.0
nmdc:bsm-11-8rn9bm20	0.0	0.0	396.8094804547991	0.0
nmdc:bsm-11-g61cvw79	0.0	0.0	259.07981239988425	0.0
nmdc:bsm-11-gr59rt72	0.0	0.0	162.1136540501733	0.0
nmdc:bsm-11-ha179016	0.0	0.0	279.0092338019434	0.0
nmdc:bsm-11-hebdaz02	0.0	0.0	260.5835574868063	0.0
nmdc:bsm-11-ncyddq48	0.0	0.0	244.8877222633602	0.0
nmdc:bsm-11-sdk1ek59	0.0	0.0	1192.6213882169125	0.0
nmdc:bsm-11-ssfs1051	0.0	0.0	317.61289587497816	0.0
nmdc:bsm-11-t3rg3r96	0.0	0.0	1277.2216339876625	0.0
nmdc:bsm-11-ve9a4g91	0.0	0.0	211.63643563950197	0.0
nmdc:bsm-11-wrvmh591	0.0	0.0	242.88949969718874	0.0
nmdc:bsm-11-xtz7he28	0.0	0.0	197.47227250267616	0.0
nmdc:bsm-12-012qca33	0.0	0.0	1227.5928147883442	0.0
nmdc:bsm-12-8s9qew72	0.0	0.0	624.3201233423796	0.0
nmdc:bsm-12-a6yx8957	0.0	0.0	732.4649190330018	0.0
nmdc:bsm-12-apwavf24	0.0	0.0	903.3380771439477	0.0
nmdc:bsm-12-csykqn65	0.0	0.0	984.7055034005223	0.0
nmdc:bsm-12-g4j6b812	0.0	0.0	957.7964086548175	0.0
nmdc:bsm-12-hhscy494	0.0	0.0	908.0266979546574	0.0
nmdc:bsm-12-kprgwc64	0.0	0.0	757.5859893978918	0.0
nmdc:bsm-12-kynkbj13	0.0	0.0	868.4504853162847	0.0
nmdc:bsm-12-qctyr565	0.0	0.0	944.2104488715909	0.0
nmdc:bsm-12-wady4q34	0.0	0.0	617.6291705230072	0.0
nmdc:bsm-12-xtn73s23	0.0	0.0	611.7832831724478	0.0
nmdc:bsm-12-y9xv8p63	0.0	0.0	919.3011675322336	0.0
nmdc:bsm-12-zm5skn77	0.0	0.0	1269.6859819441988	0.0
nmdc:bsm-12-zxhe0n95	0.0	0.0	1326.8839720329765	0.0
nmdc:bsm-12-zyae7e18	0.0	0.0	1384.619141021525	0.0
nmdc:bsm-11-29d9a657	0.0	0.0	1103.9910367531675	0.0
nmdc:bsm-11-q42vcp15	0.0	0.0	1383.6858228093445	0.0
nmdc:bsm-11-v1mm5n61	0.0	0.0	1067.0218037727734	0.0
nmdc:bsm-11-00esf117	0.0	0.0	5093.806808577582	0.0
nmdc:bsm-11-03dy0348	0.0	0.0	295.5464381818203	0.0
nmdc:bsm-11-06ms9b03	0.0	0.0	1517.4578252112115	0.0
nmdc:bsm-11-07s2r246	0.0	0.0	1134.2932881038453	0.0
nmdc:bsm-11-0rqs8455	0.0	0.0	1049.4761287612055	0.0
nmdc:bsm-11-0sv70p03	0.0	0.0	776.8270484566308	0.0
nmdc:bsm-11-0txy7h75	0.0	0.0	4077.0834616107454	0.0
nmdc:bsm-11-19kzj232	0.0	0.0	1124.3723124405567	0.0
nmdc:bsm-11-1e5j5h70	0.0	0.0	776.944518978545	0.0
nmdc:bsm-11-242za275	0.0	0.0	615.1149786634502	0.0
nmdc:bsm-11-25tpde62	0.0	0.0	709.1922102251131	0.0
nmdc:bsm-11-2d3eam48	0.0	0.0	909.8564167005819	0.0
nmdc:bsm-11-2n3g7h71	0.0	0.0	1371.368318789989	0.0
nmdc:bsm-11-2p6vx640	0.0	0.0	1382.3762598315677	0.0
nmdc:bsm-11-2prjdm84	0.0	0.0	760.7616472482697	0.0
nmdc:bsm-11-30nwa895	0.0	0.0	872.4479565249526	0.0
nmdc:bsm-11-3gabe249	0.0	0.0	1221.386900704095	0.0
nmdc:bsm-11-3jdhtb61	0.0	0.0	823.6476008131161	0.0
nmdc:bsm-11-3ksa8g46	0.0	0.0	633.5809506192454	0.0
nmdc:bsm-11-3m02xs65	0.0	0.0	316.2673696877787	0.0
nmdc:bsm-11-4a5tyx17	0.0	0.0	788.8765227664499	0.0
nmdc:bsm-11-4fnnr421	0.0	0.0	415.5311431115145	0.0
nmdc:bsm-11-58xknw58	0.0	0.0	1006.5453435957306	0.0
nmdc:bsm-11-5cv6wn72	0.0	0.0	724.9618043493625	0.0
nmdc:bsm-11-5mardn56	0.0	0.0	1183.201572544691	0.0
nmdc:bsm-11-5p07ka42	0.0	0.0	918.0840079218113	0.0
nmdc:bsm-11-5zrgg133	0.0	0.0	305.1741747767747	0.0
nmdc:bsm-11-6053t429	0.0	0.0	670.1377828199866	0.0
nmdc:bsm-11-61kxxa32	0.0	0.0	304.9592335437053	0.0
nmdc:bsm-11-6613ay96	0.0	0.0	1063.7539489323642	0.0
nmdc:bsm-11-6n50vp84	0.0	0.0	1205.057697350894	0.0
nmdc:bsm-11-6p6mhh86	0.0	0.0	591.7192363314215	0.0
nmdc:bsm-11-6qpb7006	0.0	0.0	458.4643374525559	0.0
nmdc:bsm-11-6rs1b028	0.0	0.0	197.8756506863144	0.0
nmdc:bsm-11-75z8ee12	0.0	0.0	1777.6494235801629	0.0
nmdc:bsm-11-7pze0v39	0.0	0.0	385.9687157911079	0.0
nmdc:bsm-11-7s0an613	0.0	0.0	1258.2125018507538	0.0
nmdc:bsm-11-7sda8g90	0.0	0.0	396.108127348849	0.0
nmdc:bsm-11-7tzk5d77	0.0	0.0	872.9892188001769	0.0
nmdc:bsm-11-7wjh3m28	0.0	0.0	1310.0185847148505	0.0
nmdc:bsm-11-8hdfmk15	0.0	0.0	575.8257621556068	0.0
nmdc:bsm-11-8szgjg09	0.0	0.0	291.3476394480594	0.0
nmdc:bsm-11-978cs285	0.0	0.0	173.8662437047434	0.0
nmdc:bsm-11-998fdt61	0.0	0.0	728.2481503184209	0.0
