genus,n_habitats,count_breadth_raw,count_breadth_std,weighted_breadth,shannon_breadth_std,cooccurrence_mean,cooccurrence_max,genus_lower_clean,mean_levins_B_std,gtdb_genus_lower,kingdom,count_breadth_ses,shannon_breadth_ses
alkalibacterium,3,860,0.9919261822376009,0.6227713178294573,0.9882456584935019,2.2549019607843137,3,alkalibacterium,0.1716860037954161,alkalibacterium,Bacteria,,
alkaliphilus,4,867,1.0,0.7179930795847751,0.9861742293388294,2.8719723183391004,4,alkaliphilus,0.3914194776164726,alkaliphilus,Bacteria,,
alkanindiges,4,867,1.0,0.7179930795847751,0.9861742293388294,2.8719723183391004,4,alkanindiges,0.3551671087990227,alkanindiges,Bacteria,0.0,1.0
allobaculum,4,867,1.0,0.7179930795847751,0.9861742293388294,2.8719723183391004,4,allobaculum,0.4120347353542858,allobaculum,Bacteria,,
allochromatium,2,785,0.9054209919261822,0.4647558386411889,0.9777451966543141,1.433679354094579,2,allochromatium,0.1624602890705094,,Bacteria,,
alloiococcus,4,867,1.0,0.7179930795847751,0.9861742293388294,2.8719723183391004,4,alloiococcus,0.1376655000968269,alloiococcus,Bacteria,,
altererythrobacter,4,867,1.0,0.7179930795847751,0.9861742293388294,2.8719723183391004,4,altererythrobacter,0.3136235072662166,,Bacteria,,
alteromonas,4,867,1.0,0.7179930795847751,0.9861742293388294,2.8719723183391004,4,alteromonas,0.0423166373642454,alteromonas,Bacteria,,
amaricoccus,3,860,0.9919261822376009,0.6227713178294573,0.9882456584935019,2.2549019607843137,3,amaricoccus,0.3804202892607659,amaricoccus,Bacteria,,
aminobacter,4,867,1.0,0.7179930795847751,0.9861742293388294,2.8719723183391004,4,aminobacter,0.614039667581298,aminobacter,Bacteria,,
ammoniphilus,3,803,0.9261822376009228,0.6447696139476962,0.9793386826591985,2.1891580161476356,3,ammoniphilus,0.509633159091554,ammoniphilus,Bacteria,,
amycolatopsis,4,867,1.0,0.7179930795847751,0.9861742293388294,2.8719723183391004,4,amycolatopsis,0.4040973705765786,amycolatopsis,Bacteria,0.0,1.0
anabaena,4,867,1.0,0.7179930795847751,0.9861742293388294,2.8719723183391004,4,anabaena,0.1251106309504119,anabaena,Bacteria,,
anaerobiospirillum,2,787,0.9077277970011534,0.5419313850063533,0.9802751059369579,1.572087658592849,2,anaerobiospirillum,0.2362772172412973,anaerobiospirillum,Bacteria,,
anaerococcus,4,867,1.0,0.7179930795847751,0.9861742293388294,2.8719723183391004,4,anaerococcus,0.1590942410596186,anaerococcus,Bacteria,,
anaerofilum,2,787,0.9077277970011534,0.5419313850063533,0.9802751059369579,1.572087658592849,2,anaerofilum,0.1420979685866183,anaerofilum,Bacteria,0.7042872697765479,0.8669412185597518
anaerofustis,2,787,0.9077277970011534,0.5419313850063533,0.9802751059369579,1.572087658592849,2,anaerofustis,0.2541426233112153,anaerofustis,Bacteria,,
anaerolinea,4,867,1.0,0.7179930795847751,0.9861742293388294,2.8719723183391004,4,anaerolinea,0.2402775245800793,anaerolinea,Bacteria,,
anaeromyxobacter,4,867,1.0,0.7179930795847751,0.9861742293388294,2.8719723183391004,4,anaeromyxobacter,0.1752071643827183,anaeromyxobacter,Bacteria,,
anaeroplasma,2,787,0.9077277970011534,0.5419313850063533,0.9802751059369579,1.572087658592849,2,anaeroplasma,0.1215087706387245,anaeroplasma,Bacteria,0.8385172234881939,1.0214593171070754
anaerorhabdus,2,787,0.9077277970011534,0.5419313850063533,0.9802751059369579,1.572087658592849,2,anaerorhabdus,0.1994754853957969,anaerorhabdus,Bacteria,,
anaerospora,4,867,1.0,0.7179930795847751,0.9861742293388294,2.8719723183391004,4,anaerospora,0.5661244700610545,anaerospora,Bacteria,,
anaerostipes,4,867,1.0,0.7179930795847751,0.9861742293388294,2.8719723183391004,4,anaerostipes,0.1165947155912339,anaerostipes,Bacteria,,
anaerotruncus,2,787,0.9077277970011534,0.5419313850063533,0.9802751059369579,1.572087658592849,2,anaerotruncus,0.223749071303812,anaerotruncus,Bacteria,,
anaerovibrio,2,787,0.9077277970011534,0.5419313850063533,0.9802751059369579,1.572087658592849,2,anaerovibrio,0.0782265219736035,anaerovibrio,Bacteria,,
anaerovorax,4,867,1.0,0.7179930795847751,0.9861742293388294,2.8719723183391004,4,anaerovorax,0.3291649015503199,anaerovorax,Bacteria,,
aneurinibacillus,2,785,0.9054209919261822,0.4647558386411889,0.9777451966543141,1.433679354094579,2,aneurinibacillus,0.3761038924954203,aneurinibacillus,Bacteria,,
