response,ko,gene,predictor,n,lambda,beta,SE,t,p,ko_metals,resp_metal,metal_match,fdr_q
Zn_MMI_ME_mg_kg_0_02_sd,K15726,czcA,ko_freq_K15726_z,1481,0.423254202104132,-0.0140033945513656,0.0227448502215825,-0.615673192610335,0.538205026392864,"Co,Ni,Zn,Cd",Zn,True,0.6054806546919721
Zn_MMI_ME_mg_kg_0_02_sd,K17686,copA,ko_freq_K17686_z,1481,0.42564953513943,-0.0367971398967217,0.0195942972105307,-1.87795150299882,0.0605845534067053,Cu,Zn,False,0.1817536602201159
Zn_MMI_ME_mg_kg_0_02_sd,K19594,gesB,ko_freq_K19594_z,1481,0.420415882903576,0.0147671189149359,0.0173506059128939,0.851101050249887,0.394851088135396,"Cu,Au",Zn,False,0.5790728448964955
Zn_MMI_ME_mg_kg_0_02_sd,K19595,gesA,ko_freq_K19595_z,1481,0.420732648370084,0.0141148395142446,0.0186960070818286,0.754965456124765,0.450389990475052,"Cu,Au",Zn,False,0.5790728448964955
georoc_Cd_sd,K03325,ACR3,ko_freq_K03325_z,1466,0.145705296985138,0.0050626072468942,0.0060254293335414,0.840206890936799,0.400929681996062,"As,Tl",Cd,False,0.601394522994093
georoc_Cd_sd,K03446,emrB,ko_freq_K03446_z,1466,0.112672289352221,-0.0189939866868035,0.0057009464882771,-3.33172513123231,0.0008846188868167,"Cu,Tl",Cd,False,0.007961569981350301
georoc_Cd_sd,K07665,cusR,ko_freq_K07665_z,1466,0.147309018509922,-0.0047863040424148,0.0052285079715879,-0.915424451568964,0.360119703531469,"Cu,Ni",Cd,False,0.601394522994093
georoc_Cd_sd,K07785,nrsD,ko_freq_K07785_z,1466,0.150897860103929,-0.0038009504161519,0.0045079669617585,-0.843162882158571,0.399275182332236,Ni,Cd,False,0.601394522994093
georoc_Cd_sd,K07787,cusA,ko_freq_K07787_z,1466,0.14494951950543,0.0071812833402302,0.0069391987135271,1.03488653902232,0.300892930108448,"Cu,Ag",Cd,False,0.601394522994093
georoc_Cd_sd,K15726,czcA,ko_freq_K15726_z,1466,0.140732771531048,-0.0062974934869694,0.0064330344133461,-0.978930483242008,0.327776174914481,"Co,Ni,Zn,Cd",Cd,True,0.601394522994093
georoc_Cd_sd,K17686,copA,ko_freq_K17686_z,1466,0.145756779853578,0.0040459773563811,0.0058804978607454,0.688033131240396,0.491540989501484,Cu,Cd,False,0.6319812722161937
georoc_Cd_sd,K19594,gesB,ko_freq_K19594_z,1466,0.150119382486868,0.0011404578609563,0.0053704935006205,0.212356250095939,0.831858696615596,"Cu,Au",Cd,False,0.846494931440976
georoc_Cd_sd,K19595,gesA,ko_freq_K19595_z,1466,0.150054075138411,0.0011191935577817,0.0057801560608733,0.193626875467546,0.846494931440976,"Cu,Au",Cd,False,0.846494931440976
georoc_Co_sd,K03325,ACR3,ko_freq_K03325_z,1517,0.0989183329106458,-0.432133595024225,0.461703478439889,-0.93595481776403,0.349445714395649,"As,Tl",Co,False,0.8339176300163194
georoc_Co_sd,K03446,emrB,ko_freq_K03446_z,1517,0.0923795239425533,0.0982756853940707,0.430159743728865,0.228463232152228,0.819316989656192,"Cu,Tl",Co,False,0.9217316133632161
georoc_Co_sd,K07665,cusR,ko_freq_K07665_z,1517,0.0896681773890583,0.614972654594702,0.403150001385088,1.52541895691892,0.127363490843669,"Cu,Ni",Co,False,0.8339176300163194
georoc_Co_sd,K07785,nrsD,ko_freq_K07785_z,1517,0.0912874106712978,0.207070372076812,0.35034486527656,0.591047258287493,0.554576981711832,Ni,Co,False,0.8339176300163194
georoc_Co_sd,K07787,cusA,ko_freq_K07787_z,1517,0.0884775160697453,0.665552021613066,0.522865598484016,1.27289311735703,0.20325139659138,"Cu,Ag",Co,False,0.8339176300163194
georoc_Co_sd,K15726,czcA,ko_freq_K15726_z,1517,0.0923917059507943,0.433057025733576,0.485379942875371,0.892202144093889,0.372426371312507,"Co,Ni,Zn,Cd",Co,True,0.8339176300163194
georoc_Co_sd,K17686,copA,ko_freq_K17686_z,1517,0.0927215709947198,0.0323188140712163,0.449459666743397,0.0719059271889407,0.942686270341127,Cu,Co,False,0.942686270341127
georoc_Co_sd,K19594,gesB,ko_freq_K19594_z,1517,0.0931750939788711,-0.19192581617515,0.421079038177943,-0.455795227911689,0.648602601123804,"Cu,Au",Co,False,0.8339176300163194
georoc_Co_sd,K19595,gesA,ko_freq_K19595_z,1517,0.09303908949576,-0.234493869367579,0.453019500988549,-0.517624227778015,0.604796094911122,"Cu,Au",Co,False,0.8339176300163194
georoc_Cr_sd,K03325,ACR3,ko_freq_K03325_z,1520,0.349630406682352,-4.63039991349717,3.86599111744346,-1.19772647500525,0.23121062390098,"As,Tl",Cr,False,0.41617912302176396
georoc_Cr_sd,K03446,emrB,ko_freq_K03446_z,1520,0.332293135241451,14.0480456326686,3.6944565763049,3.80246603053028,0.0001489416644715,"Cu,Tl",Cr,False,0.0013404749802435
georoc_Cr_sd,K07665,cusR,ko_freq_K07665_z,1520,0.357811240056083,1.05417890026938,3.37363812972668,0.312475392953538,0.754722207742666,"Cu,Ni",Cr,False,0.754722207742666
georoc_Cr_sd,K07785,nrsD,ko_freq_K07785_z,1520,0.361839510508817,5.32270548508693,2.87045928406307,1.85430447128752,0.0638895711176831,Ni,Cr,False,0.19166871335304933
georoc_Cr_sd,K07787,cusA,ko_freq_K07787_z,1520,0.347999692625339,-7.20401264067255,4.57578064286036,-1.57437893180326,0.115608386430589,"Cu,Ag",Cr,False,0.2601188694688253
georoc_Cr_sd,K15726,czcA,ko_freq_K15726_z,1520,0.360156214026734,-4.66069807036457,4.33144703561021,-1.07601409691668,0.28209204624088,"Co,Ni,Zn,Cd",Cr,False,0.42313806936132004
georoc_Cr_sd,K17686,copA,ko_freq_K17686_z,1520,0.351702306771326,-8.44997826053051,3.74013641484306,-2.2592700702028,0.0240080005600274,Cu,Cr,False,0.10803600252012331
georoc_Cr_sd,K19594,gesB,ko_freq_K19594_z,1520,0.358518130003229,-1.48082174040169,3.37612116552579,-0.438616290055773,0.661002047930872,"Cu,Au",Cr,False,0.7436273039222311
georoc_Cr_sd,K19595,gesA,ko_freq_K19595_z,1520,0.358487218299914,-1.94503708289317,3.636967439609,-0.53479639705058,0.592869029263429,"Cu,Au",Cr,False,0.7436273039222311
georoc_Hg_sd,K03325,ACR3,ko_freq_K03325_z,1145,0.198590891568324,0.0401826464871087,0.0316780964940745,1.26846783532669,0.204889439161677,"As,Tl",Hg,False,0.3073341587425155
georoc_Hg_sd,K03446,emrB,ko_freq_K03446_z,1145,0.193704373966285,0.0443010401566194,0.0296955407421639,1.49184150378907,0.136016877760341,"Cu,Tl",Hg,False,0.2448303799686138
georoc_Hg_sd,K07665,cusR,ko_freq_K07665_z,1145,0.200326623469931,-0.056481611528533,0.0247540188580821,-2.28171481375808,0.022689543762522,"Cu,Ni",Hg,False,0.068068631287566
georoc_Hg_sd,K07785,nrsD,ko_freq_K07785_z,1145,0.196932033294813,-0.0349040507690682,0.0209137473813886,-1.66895249007979,0.0954008904371002,Ni,Hg,False,0.21465200348347546
georoc_Hg_sd,K07787,cusA,ko_freq_K07787_z,1145,0.178080912027689,0.0840834706007937,0.0345507793084167,2.43362008857238,0.0151012431811037,"Cu,Ag",Hg,False,0.06795559431496666
georoc_Hg_sd,K15726,czcA,ko_freq_K15726_z,1145,0.204791721566656,-0.0230798021172869,0.0321876612296216,-0.71703880417528,0.473496777745668,"Co,Ni,Zn,Cd",Hg,False,0.6087815713872874
georoc_Hg_sd,K17686,copA,ko_freq_K17686_z,1145,0.206434360073701,-0.100211534804731,0.0298111291927804,-3.36154776817378,0.0008007277850422,Cu,Hg,False,0.0072065500653798005
georoc_Hg_sd,K19594,gesB,ko_freq_K19594_z,1145,0.201397387764563,-0.0080784594792036,0.0259821335294189,-0.310923637970553,0.755915415579764,"Cu,Au",Hg,False,0.772341053416177
georoc_Hg_sd,K19595,gesA,ko_freq_K19595_z,1145,0.201303530225697,-0.0080878903533565,0.0279487687411387,-0.289382706918737,0.772341053416177,"Cu,Au",Hg,False,0.772341053416177
georoc_Ni_sd,K03325,ACR3,ko_freq_K03325_z,1520,0.475152939050351,-2.64396507684712,1.75572074962112,-1.50591435307562,0.13229734651173,"As,Tl",Ni,False,0.2976690296513925
georoc_Ni_sd,K03446,emrB,ko_freq_K03446_z,1520,0.436119895591816,8.45410155589599,1.68691704444111,5.01156923143004,6.03203394437554e-07,"Cu,Tl",Ni,False,5.428830549937986e-06
georoc_Ni_sd,K07665,cusR,ko_freq_K07665_z,1520,0.481155232976329,0.111651393775648,1.52471267020513,0.0732278257782349,0.941634477734312,"Cu,Ni",Ni,True,0.941634477734312
georoc_Ni_sd,K07785,nrsD,ko_freq_K07785_z,1520,0.484670327322196,2.05421236953194,1.28523727794902,1.59831371590003,0.110181425837434,Ni,Ni,True,0.2976690296513925
georoc_Ni_sd,K07787,cusA,ko_freq_K07787_z,1520,0.47325054337434,-3.51683111899555,2.10845896848892,-1.66796279726325,0.0955294923920295,"Cu,Ag",Ni,False,0.2976690296513925
georoc_Ni_sd,K15726,czcA,ko_freq_K15726_z,1520,0.482179550289803,-0.540962248502102,2.00073377713797,-0.270381924213796,0.786903223986923,"Co,Ni,Zn,Cd",Ni,True,0.8852661269852885
georoc_Ni_sd,K17686,copA,ko_freq_K17686_z,1520,0.480900323264317,-1.40163878110297,1.69764860812906,-0.825635396154025,0.409140769087679,Cu,Ni,False,0.5364549827470015
georoc_Ni_sd,K19594,gesB,ko_freq_K19594_z,1520,0.482632375172142,-1.3509867657704,1.50337134813813,-0.898638095932551,0.368988068765024,"Cu,Au",Ni,False,0.5364549827470015
georoc_Ni_sd,K19595,gesA,ko_freq_K19595_z,1520,0.482178356803748,-1.31494830118853,1.62052052199297,-0.811435759894826,0.417242764358779,"Cu,Au",Ni,False,0.5364549827470015
georoc_Pb_sd,K03325,ACR3,ko_freq_K03325_z,1517,0.12826187142904,-0.20079908507107,0.146895652705073,-1.36695049426834,0.171843753617432,"As,Tl",Pb,False,0.3284100450951195
georoc_Pb_sd,K03446,emrB,ko_freq_K03446_z,1517,0.124962799585365,-0.0201247910703809,0.137985393479514,-0.145847256458843,0.884061384508518,"Cu,Tl",Pb,False,0.944121956024456
georoc_Pb_sd,K07665,cusR,ko_freq_K07665_z,1517,0.12509638609097,-0.119052312643526,0.128785100458199,-0.924426134855316,0.355411803518426,"Cu,Ni",Pb,False,0.4569580330951191
georoc_Pb_sd,K07785,nrsD,ko_freq_K07785_z,1517,0.106641171853219,0.241551116610458,0.111122520410412,2.17373684216602,0.0298794208607603,Ni,Pb,False,0.0983241845296995
georoc_Pb_sd,K07787,cusA,ko_freq_K07787_z,1517,0.122921237060432,-0.430551781881244,0.167788858683646,-2.56603319945706,0.0103823855911296,"Cu,Ag",Pb,False,0.09344147032016639
georoc_Pb_sd,K15726,czcA,ko_freq_K15726_z,1517,0.124881989835627,-0.0109804286746002,0.156635654185933,-0.0701017193797144,0.944121956024456,"Co,Ni,Zn,Cd",Pb,False,0.944121956024456
georoc_Pb_sd,K17686,copA,ko_freq_K17686_z,1517,0.131702847777928,-0.305422497150966,0.142934999204361,-2.13679293980538,0.0327747281765665,Cu,Pb,False,0.0983241845296995
georoc_Pb_sd,K19594,gesB,ko_freq_K19594_z,1517,0.125768709884109,-0.163762558113223,0.133155279615641,-1.22986154650369,0.218940030063413,"Cu,Au",Pb,False,0.3284100450951195
georoc_Pb_sd,K19595,gesA,ko_freq_K19595_z,1517,0.125201952598443,-0.179904699657075,0.143292304229622,-1.25550845611905,0.209487973635087,"Cu,Au",Pb,False,0.3284100450951195
pH_sd,K03325,ACR3,ko_freq_K03325_z,1520,0.354223895501648,-0.0099974783852044,0.0060716757799905,-1.64657645557285,0.0998522584990571,"As,Tl",,False,0.37096763200736704
pH_sd,K03446,emrB,ko_freq_K03446_z,1520,0.355525943520725,-0.008993477900971,0.0058381621755163,-1.54046387040894,0.123655877335789,"Cu,Tl",,False,0.37096763200736704
pH_sd,K07665,cusR,ko_freq_K07665_z,1520,0.347321744437667,-0.003895168364515,0.0052994358483538,-0.735015665058953,0.462443562657539,"Cu,Ni",,False,0.5945702948454072
pH_sd,K07785,nrsD,ko_freq_K07785_z,1520,0.343969255366652,-0.0059244129201606,0.0045181777413139,-1.31123945523173,0.189975309651003,Ni,,False,0.4274444467147568
pH_sd,K07787,cusA,ko_freq_K07787_z,1520,0.338140443315929,0.0118288504185237,0.0071768421987332,1.64819708877138,0.0995193081767315,"Cu,Ag",,False,0.37096763200736704
pH_sd,K15726,czcA,ko_freq_K15726_z,1520,0.337869871920871,0.0053600190706622,0.0067777977769784,0.790820152361025,0.429172562640189,"Co,Ni,Zn,Cd",,False,0.5945702948454072
pH_sd,K17686,copA,ko_freq_K17686_z,1520,0.348562760640721,-0.0045138374014487,0.0058881556138195,-0.766596146143748,0.443440943291397,Cu,,False,0.5945702948454072
pH_sd,K19594,gesB,ko_freq_K19594_z,1520,0.34516907190429,0.0001838708563967,0.0053127567348889,0.0346093121842452,0.972395829044623,"Cu,Au",,False,0.972395829044623
pH_sd,K19595,gesA,ko_freq_K19595_z,1520,0.345366920131234,-0.0003030406164997,0.0057229556966614,-0.052951766982314,0.957777309951731,"Cu,Au",,False,0.972395829044623
temp_sd,K03325,ACR3,ko_freq_K03325_z,1520,0.392280495965151,-0.0566559980621524,0.0445961581163532,-1.27042329328761,0.204128694391196,"As,Tl",,False,0.46133694439037554
temp_sd,K03446,emrB,ko_freq_K03446_z,1520,0.389770143241464,-0.0321586917347321,0.0430043420542577,-0.747801040512564,0.454696078011734,"Cu,Tl",,False,0.664798161798639
temp_sd,K07665,cusR,ko_freq_K07665_z,1520,0.391857756563791,-0.0778782723664723,0.0388067932096568,-2.0068206085911,0.0449459242646267,"Cu,Ni",,False,0.20225665919082017
temp_sd,K07785,nrsD,ko_freq_K07785_z,1520,0.385101526812198,-0.0221058502181469,0.0330425388821599,-0.66901185459699,0.503589711138452,Ni,,False,0.664798161798639
temp_sd,K07787,cusA,ko_freq_K07787_z,1520,0.377338843316089,0.0671552165070506,0.0529669228282773,1.2678708318543,0.205038641951278,"Cu,Ag",,False,0.46133694439037554
temp_sd,K15726,czcA,ko_freq_K15726_z,1520,0.387759665455199,-0.0257109264384517,0.0501608878186478,-0.512569205940039,0.608327319563869,"Co,Ni,Zn,Cd",,False,0.664798161798639
temp_sd,K17686,copA,ko_freq_K17686_z,1520,0.401945643813246,-0.115018444508571,0.0431184206773546,-2.66750133009805,0.0077230794464774,Cu,,False,0.0695077150182966
temp_sd,K19594,gesB,ko_freq_K19594_z,1520,0.386079972874803,0.0168004103439287,0.0387657342588635,0.43338300344685,0.664798161798639,"Cu,Au",,False,0.664798161798639
temp_sd,K19595,gesA,ko_freq_K19595_z,1520,0.38594140408013,0.0227159475718822,0.0417656492424869,0.543890684902222,0.586596621709875,"Cu,Au",,False,0.664798161798639
