genus_lower,phylum,kingdom,n_samples,median_temp_range_C,median_soil_ph,median_soil_moisture,median_cmmi_nearest_km,ko_per_mb_primary,mean_genome_mb,ko_per_mb_z,genome_mb_z,mean_levins_B_std
lamprocystis,Proteobacteria,Bacteria,1365,73.0,64.0,231.01600646972656,35.72,4.91821320164672,6.709753857142857,-1.0044721304598452,1.7628317064430967,0.1660161162767292
lautropia,Proteobacteria,Bacteria,23408,91.0,62.0,283.8729858398437,17.65,13.096353895888129,3.2833566000000003,1.0968070641355603,-0.31946701657964977,0.3135512945171012
leuconostoc,Firmicutes,Bacteria,1221,63.0,57.0,335.697998046875,53.45,17.34049830213647,1.903059498349835,2.187291157419473,-1.1583046283499838,0.1366239588258045
lutibacter,Bacteroidetes,Bacteria,5945,63.0,63.0,353.89898681640625,20.39,6.433583577160507,2.953253,-0.6151151407451176,-0.5200784031642828,0.0268978230451219
mariniflexile,Bacteroidetes,Bacteria,2394,163.0,83.0,80.5999984741211,35.35,5.724650212967892,3.6683464,-0.7972674152323261,-0.08550005106052054,0.2025170872214462
marinobacterium,Proteobacteria,Bacteria,7413,69.0,66.0,273.6789855957031,50.65,14.575055263946007,2.950246103448276,1.4767423741147192,-0.5219057618679076,0.118406696403228
parasutterella,Proteobacteria,Bacteria,3351,122.0,55.0,356.5710144042969,64.77,13.339050482948736,2.4739392089552243,1.1591651609275195,-0.811368180769342,0.2230774212918617
polycyclovorans,Proteobacteria,Bacteria,747,91.0,65.0,283.8729858398437,21.64,8.230613487742506,2.7944454,-0.1533889728607123,-0.6165893555930894,0.1354060142887634
pseudidiomarina,Proteobacteria,Bacteria,3649,57.0,55.0,416.53900146484375,41.21,10.311742151741234,2.618374238095238,0.38133310229457396,-0.7235917631017674,0.1763679391284404
roseovarius,Proteobacteria,Bacteria,8786,61.0,69.0,347.3320007324219,30.83,13.703572398000912,3.940578298245614,1.2528248746339075,0.07994139998581556,0.1039933091213772
ruegeria,Proteobacteria,Bacteria,1867,77.0,66.0,178.0070037841797,51.45,10.46185239656228,4.301341511450382,0.41990220328353,0.2991853234987253,0.0387840387466043
sphingobium,Proteobacteria,Bacteria,24992,99.0,65.0,248.1009979248047,17.65,10.021840160970756,4.4901933454545455,0.3068461199286758,0.41395483306670966,0.479771604083453
sulfurisoma,Proteobacteria,Bacteria,2664,79.0,63.0,283.8729858398437,40.63,8.109308285734397,3.082877,-0.18455694938565967,-0.44130298122206096,0.1936457737480075
turicibacter,Firmicutes,Bacteria,4950,53.0,57.0,388.6099853515625,53.45,7.298550604292201,2.603256595744681,-0.39287181110875224,-0.7327790945753889,0.5104327277354656
advenella,Proteobacteria,Bacteria,1709,64.0,70.0,353.89898681640625,34.31,9.749526758648186,3.6924869166666663,0.23687832307812498,-0.07082931580840761,0.4449243582286812
citricoccus,Actinobacteria,Bacteria,1108,72.0,66.0,277.4840087890625,17.65,9.071652446851456,3.307005,0.06270631489390127,-0.3050953517007814,0.4088685772922755
cocleimonas,Proteobacteria,Bacteria,4486,63.0,63.0,284.6809997558594,29.73,7.678440091987713,2.7349305,-0.29526357635410044,-0.6527578996848403,0.0473166534328528
cytophaga,Bacteroidetes,Bacteria,5521,116.0,63.0,280.3710021972656,40.63,5.221933300472993,4.404499,-0.9264347441510609,0.36187645081308134,0.5437912605697192
flexilinea,Chloroflexi,Bacteria,3102,53.0,57.0,388.6099853515625,53.45,11.249190008099818,3.111335125,0.622199547398827,-0.4240083382195343,0.0641127409424356
gemmobacter,Proteobacteria,Bacteria,1058,74.0,57.0,309.7279968261719,17.65,11.393593746831158,4.388431,0.659302427278555,0.3521115656084304,0.2604814386818739
lancefieldella,Actinobacteria,Bacteria,463,79.0,59.0,277.4840087890625,64.77,23.0336992269563,1.345854163265306,3.6500936575524086,-1.4969308501896192,0.241777305118985
litoribacter,Bacteroidetes,Bacteria,494,99.0,74.0,235.2030029296875,36.84,5.466194498370301,4.2076805,-0.8636746385991994,0.24226541903242954,0.4007630990827013
marinimicrobium,Proteobacteria,Bacteria,1690,152.0,69.0,237.27099609375,50.04,10.284968523776843,3.7919416,0.3744539265125988,-0.010388466554307873,0.3017373960898321
mediterraneibacter,Firmicutes,Bacteria,7614,122.0,55.0,356.5710144042969,53.45,10.349242442590612,2.8021374666666667,0.390968370737505,-0.6119147135725191,0.1217458088798027
micrococcus,Actinobacteria,Bacteria,17293,91.0,65.0,277.4840087890625,17.65,15.636982914837432,2.4940872681388013,1.749592470782163,-0.7991237517785446,0.2772391363815261
mycobacterium,Actinobacteria,Bacteria,9992,80.0,59.0,402.5469970703125,17.65,15.17575065399532,4.678516510898776,1.6310841459906649,0.5284030588533242,0.4555625266464975
nitrosospira,Proteobacteria,Bacteria,15999,79.0,59.0,277.4840087890625,17.65,10.715111042548724,3.266415052631579,0.48497409964225124,-0.32976277617896416,0.2600816195809464
rhodobacter,Proteobacteria,Bacteria,10845,57.0,60.0,353.89898681640625,53.45,11.419846438254469,3.765374625,0.6660477544075907,-0.026533815142173078,0.259864690990559
schnuerera,Firmicutes,Bacteria,1040,76.0,59.0,346.6440124511719,17.65,8.557930134643183,3.1549685,-0.06928872490809125,-0.39749135427838006,0.2606916816250539
sulfitobacter,Proteobacteria,Bacteria,4833,57.0,60.0,363.1029968261719,47.54,13.048630808410248,3.908456047904192,1.0845451656713119,0.060419985553463514,0.0324145576319462
undibacterium,Proteobacteria,Bacteria,5999,91.0,59.0,283.8729858398437,17.65,7.974801125181294,3.887244272727273,-0.2191170173230278,0.04752911241496043,0.3858622846581956
aerococcus,Firmicutes,Bacteria,10221,99.0,59.0,350.82598876953125,64.77,21.000211617517067,1.9999798461538465,3.127612403446452,-1.0994039518313767,0.1114528208175875
akkermansia,Verrucomicrobia,Bacteria,1449,76.0,61.0,346.6440124511719,64.77,18.680073567721983,2.8372479266666666,2.531479615457557,-0.5905772968820491,0.1720260721796463
caldicellulosiruptor,Firmicutes,Bacteria,16,170.0,81.0,176.44400024414062,,7.632029558156658,2.8825884166666667,-0.3071882292544756,-0.5630228607373761,0.1002029204028817
eggerthella,Actinobacteria,Bacteria,36,63.0,70.0,353.89898681640625,36.12,4.600296741593661,3.478036504761905,-1.0861571085135129,-0.201155657253517,0.2405084951195732
ethanoligenens,Firmicutes,Bacteria,2192,72.0,59.0,632.9990234375,32.86,6.621483429472858,3.0204712,-0.5668364347295182,-0.479228390302493,0.272793268175793
floricoccus,Firmicutes,Bacteria,355,61.0,56.0,309.7279968261719,29.39,8.553407356738148,2.1044245,-0.07045080067432455,-1.035930585199117,0.007182375408225
lentimicrobium,Bacteroidetes,Bacteria,11470,57.0,62.0,371.6130065917969,53.45,7.897228625558433,3.798801,-0.23904837893986267,-0.006219854805939581,0.201802736682595
leptolinea,Chloroflexi,Bacteria,3378,78.0,55.0,416.53900146484375,42.89,7.064955412006652,3.53859275,-0.4528914091883946,-0.16435426422546984,0.2129675117723479
maritalea,Proteobacteria,Bacteria,627,69.0,66.0,178.0070037841797,13.66,10.216935924348284,3.621438,0.356973732532305,-0.1140073413974529,0.1067665535518025
methylotenera,Proteobacteria,Bacteria,52919,75.0,63.0,283.8729858398437,17.65,20.35909164532104,1.5717793582089552,2.962884000110997,-1.3596310248558485,0.2497309122842347
paeniglutamicibacter,Actinobacteria,Bacteria,861,69.0,60.0,353.89898681640625,34.31,7.684869960214653,4.424277857142857,-0.29361149566309785,0.373896507414972,0.4665071623286808
polaromonas,Proteobacteria,Bacteria,14829,91.0,59.0,283.8729858398437,37.83,11.116891219209752,3.7780346296296297,0.5882068951617951,-0.018840045419825795,0.2816091839454802
propioniciclava,Actinobacteria,Bacteria,1269,78.0,62.0,280.3710021972656,53.45,6.712999791225707,2.979294,-0.5433223581067307,-0.5042527014207986,0.0956096118888646
rathayibacter,Actinobacteria,Bacteria,10618,79.0,59.0,277.4840087890625,17.65,8.430745057583309,3.321177405882353,-0.10196746770315102,-0.2964824617010994,0.4872805529200331
roseivirga,Bacteroidetes,Bacteria,4800,57.0,55.0,457.7330017089844,25.0,6.032091450366925,4.1444995,-0.7182739251640826,0.20386890346639594,0.0596422181929121
thalassococcus,Proteobacteria,Bacteria,1474,69.0,72.0,117.16300201416016,29.99,8.885259289505921,3.8265625,0.01481473682152747,0.010651433506787954,0.0236784611584742
cellulophaga,Bacteroidetes,Bacteria,639,57.0,55.0,457.7330017089844,27.7,5.252438473107001,4.3789185,-0.9185967908827197,0.34633060528298637,0.0620912475969461
extensimonas,Proteobacteria,Bacteria,132,91.0,63.0,283.8729858398437,24.92,8.474029245025719,3.1862056666666665,-0.09084609355123074,-0.37850782511367154,0.2480456175991592
fischerella,Cyanobacteria,Bacteria,247,57.0,57.0,365.4580078125,52.91,7.727468934273149,5.56456458974359,-0.28266617920953563,1.0668744165655946,0.1600367462588136
geoalkalibacter,Proteobacteria,Bacteria,961,97.0,67.0,152.25900268554688,57.35,7.051469722164258,3.828989,-0.4563564020944891,0.012126072164311195,0.3543103122419314
gulosibacter,Actinobacteria,Bacteria,5945,79.0,64.0,277.4840087890625,53.45,16.13527025623736,2.293113125,1.8776216723525385,-0.9212602614159232,0.3228445574843577
halobacillus,Firmicutes,Bacteria,928,91.0,74.0,162.90899658203125,32.86,9.735539929041364,3.9032247083333336,0.23328456807316889,0.057240782766808225,0.3271256113608173
peribacillus,Firmicutes,Bacteria,3675,91.0,66.0,277.65399169921875,28.59,8.793202906324318,5.572485989690722,-0.008838092096592306,1.0716884295817677,0.4400790400931588
rhodoblastus,Proteobacteria,Bacteria,714,80.0,57.0,558.260986328125,40.63,9.511457426127755,4.731136142857142,0.17570914612221325,0.5603811933806088,0.5750626298841353
rhodonellum,Bacteroidetes,Bacteria,694,116.0,83.0,80.5999984741211,17.65,3.280711999416419,5.181802,-1.4252092314728357,0.8342609768418641,0.3590460995653083
runella,Bacteroidetes,Bacteria,2953,82.0,63.0,283.8729858398437,21.64,2.982900405058936,7.040127777777778,-1.50172849551207,1.9636073729610413,0.1931968370937106
trueperella,Actinobacteria,Bacteria,1016,69.0,61.0,309.7279968261719,64.77,13.838095473335777,2.2401926666666667,1.2873890316914136,-0.9534212149012663,0.05858466969363
turneriella,Spirochaetes,Bacteria,2539,80.0,57.0,549.9719848632812,17.65,4.690170427216517,4.0510255,-1.0630650986299104,0.1470626500671235,0.5542307203605537
veillonella,Firmicutes,Bacteria,6503,79.0,65.0,277.4840087890625,17.65,24.31785149325489,1.9327365336134448,3.9800418133435898,-1.1402692261491176,0.1526102860278374
wenyingzhuangia,Bacteroidetes,Bacteria,799,65.0,63.0,216.41900634765625,29.53,6.779587893505001,3.245035,-0.52621331105578,-0.3427559153136887,0.0401430822651644
afifella,Proteobacteria,Bacteria,54,152.0,55.0,457.7330017089844,31.95,10.508646364104868,3.9967088571428566,0.43192537506621265,0.1140532038260229,0.3485948735089769
caecibacter,Firmicutes,Bacteria,479,122.0,55.0,356.5710144042969,64.77,8.535392366555477,2.343184606060606,-0.07507954521137342,-0.8908306955344414,0.1609930868061017
chroococcidiopsis,Cyanobacteria,Bacteria,495,74.0,65.0,267.57501220703125,34.31,5.743039532387714,7.13907675,-0.7925424911029515,2.0237408901920686,0.2490858263623661
commensalibacter,Proteobacteria,Bacteria,516,79.0,59.0,277.4840087890625,21.83,10.40950662709378,2.017386678571429,0.4064525598472538,-1.0888254280366119,0.1602229566998221
coraliomargarita,Verrucomicrobia,Bacteria,11812,61.0,69.0,347.3320007324219,50.65,9.748729073583409,1.948972,0.23667336707490588,-1.130402567852586,0.0845390396146673
crateriforma,Planctomycetes,Bacteria,1055,61.0,69.0,347.3320007324219,49.39,4.786464385519861,7.10336425,-1.0383234735206075,2.002037600244902,0.1553426079927388
desulfosporosinus,Firmicutes,Bacteria,1881,80.0,57.0,448.1780090332031,17.65,10.00347842040448,4.198539571428572,0.30212828186853563,0.23671027102621184,0.1519436066279177
desulfurivibrio,Proteobacteria,Bacteria,269,104.0,68.0,176.44400024414062,54.24,9.798971380198727,1.8369275,0.24958254992298176,-1.198494532024385,0.1403044897596554
glaesserella,Proteobacteria,Bacteria,112,90.0,72.0,323.8489990234375,32.86,9.72065079132786,2.2632229541284405,0.2294589753776454,-0.9394251909222817,0.0472108100376566
gordonibacter,Actinobacteria,Bacteria,163,56.0,57.0,365.6669921875,53.45,4.945796170374189,3.4372625588235297,-0.9973850038770247,-0.22593490180348355,0.1566413072036978
haloferula,Verrucomicrobia,Bacteria,5186,61.0,69.0,347.3320007324219,25.0,3.569342302441568,3.08180025,-1.3510489946474202,-0.4419573464289383,0.1916736466178843
hippea,Proteobacteria,Bacteria,36,83.0,58.0,437.25201416015625,14.33,10.884276956473975,1.6537616666666668,0.5284393356482968,-1.309808531023274,0.1309519938803399
laceyella,Firmicutes,Bacteria,208,67.0,55.0,486.0010070800781,,7.409952588900351,3.37384075,-0.36424835239782855,-0.2644777623108934,0.2958470878148797
lacinutrix,Bacteroidetes,Bacteria,1629,57.0,55.0,432.3789978027344,41.75,6.787487718889409,3.09392825,-0.5241835417791421,-0.4345868878925928,0.032600259119758
lederbergia,Firmicutes,Bacteria,1184,80.0,59.0,470.0069885253906,17.65,6.5744963529721785,5.1714988,-0.5789092236380365,0.8279994903319962,0.239060080756001
microbacterium,Actinobacteria,Bacteria,3378,80.0,60.0,277.4840087890625,17.65,16.144025088226364,3.406833159600997,1.8798711257427974,-0.2444275325138715,0.3231795495852764
nitrosococcus,Proteobacteria,Bacteria,896,163.0,83.0,80.5999984741211,36.84,6.520913846536813,3.527113,-0.5926766324142377,-0.17133076664817873,0.2545549669779844
ottowia,Proteobacteria,Bacteria,16759,91.0,63.0,280.3710021972656,53.45,15.512174188941408,3.1588092941176478,1.7175243040882417,-0.3951572172573738,0.3099448960471577
pleomorphomonas,Proteobacteria,Bacteria,2944,116.0,63.0,280.3710021972656,53.45,8.482286245093594,4.8336025,-0.08872455234754179,0.6226523045854088,0.2264476775526691
polaribacter,Bacteroidetes,Bacteria,6766,57.0,60.0,374.2590026855469,43.71,10.463088001580164,3.153944609375,0.42021967778218294,-0.39811359565348853,0.0326699440124849
pseudobacteriovorax,Proteobacteria,Bacteria,6526,84.0,64.0,274.7470092773437,20.39,3.849742355992825,7.273214,-1.2790034257682277,2.105259115728384,0.0811294217188896
quisquiliibacterium,Proteobacteria,Bacteria,23682,91.0,66.0,283.8729858398437,53.45,7.3979579965422895,4.1903455,-0.3673302249544349,0.23173054941439256,0.3238073296509128
rhodopseudomonas,Proteobacteria,Bacteria,51820,91.0,64.0,260.2439880371094,17.65,8.596189741139725,5.35120808,-0.05945835904251011,0.93721286408171,0.5161550741313182
roseibium,Proteobacteria,Bacteria,488,83.0,63.0,136.30599975585938,36.52,9.246333114853286,6.272756916666667,0.10758850353474131,1.4972588312543051,0.1051064633979658
rothia,Actinobacteria,Bacteria,2822,79.0,59.0,277.4840087890625,53.45,20.467399749115387,2.345192872,2.990712521729535,-0.8896102271277577,0.2038119406592938
streptosporangium,Actinobacteria,Bacteria,838,117.0,66.0,209.6739959716797,31.66,4.094240098802063,9.525577166666666,-1.216182542721749,3.474070900747252,0.5467040444797556
tindallia,Firmicutes,Bacteria,48,139.0,71.0,176.44400024414062,56.32,9.466723520154304,2.0070302,0.16421528346695352,-1.0951192931333524,0.1327539808960451
tropicibacter,Proteobacteria,Bacteria,209,91.0,68.0,230.42100524902344,23.99,8.081831235200147,4.454436,-0.1916168615068978,0.39222428952758426,0.0549588079434756
zoogloea,Proteobacteria,Bacteria,6665,75.0,63.0,280.3710021972656,53.45,8.365960579593748,4.303152,-0.1186130942363363,0.3002855981347316,0.1652591270874301
enterovibrio,Proteobacteria,Bacteria,1088,71.0,68.0,432.3789978027344,38.21,9.600914542929484,4.3745832558139535,0.19869412343818493,0.34369597982799044,0.0705242777632624
psychrobacillus,Firmicutes,Bacteria,3154,80.0,57.0,558.260986328125,17.65,8.699801987180361,4.023080071428572,-0.03283638406673165,0.1300795842222918,0.3639395059101648
rhodoferax,Proteobacteria,Bacteria,11783,63.0,60.0,295.0249938964844,29.99,15.182050594708103,3.688566287581699,1.632702843301201,-0.07321197033571146,0.2331905756009081
leadbetterella,Bacteroidetes,Bacteria,1247,63.0,65.0,353.89898681640625,64.77,4.838653990625276,4.960057083333333,-1.0249139547213797,0.6995016006926976,0.2058741160493059
raoultibacter,Actinobacteria,Bacteria,901,98.0,63.0,280.3710021972656,53.45,3.378569608227825,3.8477822,-1.4000658443490297,0.02354712273862289,0.2630849110508032
vicingus,Bacteroidetes,Bacteria,12129,69.0,83.0,114.02400207519533,25.2,6.298086715351014,2.6992324444444447,-0.6499295010377621,-0.6744524114180515,0.117701806446933
algoriphagus,Bacteroidetes,Bacteria,12758,91.0,70.0,283.8729858398437,44.82,6.204709052445152,4.351533612903226,-0.673921817584993,0.32968819310708913,0.2224078543907995
arenibacter,Bacteroidetes,Bacteria,6318,163.0,83.0,80.5999984741211,50.65,4.871850632177601,5.131520214285715,-1.0163844594690592,0.8037036040895092,0.1106855583178714
atopobium,Actinobacteria,Bacteria,672,57.0,59.0,348.76300048828125,51.22,10.001267807772102,1.6997845,0.3015602903769002,-1.2818394194790397,0.2452157488847923
azonexus,Proteobacteria,Bacteria,11739,79.0,63.0,280.3710021972656,53.45,15.677476428203311,3.380646129032258,1.7599968133256594,-0.26034198032034483,0.2248963446181064
capnocytophaga,Bacteroidetes,Bacteria,1212,70.0,77.0,122.29900360107422,32.04,7.049457597708973,2.695242823529412,-0.4568733943318327,-0.6768769938331227,0.1639363362128944
croceitalea,Bacteroidetes,Bacteria,536,65.0,68.0,230.42100524902344,53.82,6.32333958029689,2.6884528,-0.6434410678230996,-0.6810034439390218,0.0350781733907767
dokdonella,Proteobacteria,Bacteria,56628,90.0,63.0,248.1009979248047,17.65,7.624451880742842,3.5412381666666666,-0.30913522631509344,-0.1627465849829711,0.5239057813979295
gordonia,Actinobacteria,Bacteria,1346,80.0,57.0,558.260986328125,17.65,9.695841467304536,5.053712992857143,0.2230845049018693,0.7564184046033986,0.3411914262045533
janibacter,Actinobacteria,Bacteria,1865,79.0,60.0,277.4840087890625,35.45,9.576305255233056,3.237156625,0.1923710499959868,-0.3475437811012286,0.3017182672878343
noviherbaspirillum,Proteobacteria,Bacteria,42245,91.0,66.0,277.4840087890625,36.84,5.69997470636224,5.61406,-0.8036075028616656,1.0969538912550976,0.4064214901708094
photobacterium,Proteobacteria,Bacteria,5750,69.0,60.0,313.35699462890625,20.39,12.685682065680874,4.729741742647059,0.9912896605002142,0.5595337849924583,0.1201534899427817
poseidonibacter,Proteobacteria,Bacteria,10480,63.0,55.0,416.53900146484375,28.27,9.531244150348297,3.0426248181818183,0.18079311734358106,-0.465765137974069,0.0342585092221812
pseudaminobacter,Proteobacteria,Bacteria,8466,118.0,78.0,190.4459991455078,17.65,6.452148500929324,6.0444982000000005,-0.6103450970978944,1.3585408722543764,0.3194927922038352
pseudoclostridium,Firmicutes,Bacteria,1251,76.0,66.0,346.6440124511719,36.88,3.145056757042119,4.45143,-1.4600642858300725,0.3903974756786186,0.2244515785890212
sulfurovum,Proteobacteria,Bacteria,7312,78.0,63.0,280.3710021972656,34.04,22.6713411019067,1.72023348,3.5569899048014357,-1.2694121141359853,0.027727173366086
thalassobius,Proteobacteria,Bacteria,5646,85.0,63.0,310.7950134277344,41.21,12.661837136661848,3.7119416,0.9851629802292861,-0.05900626692598102,0.0498720046491256
aliikangiella,Proteobacteria,Bacteria,3575,57.0,63.0,313.35699462890625,20.39,5.969431003020532,4.355524,-0.7343738064519809,0.3321132411480474,0.0375606521019079
aquimonas,Proteobacteria,Bacteria,5044,63.0,70.0,309.7279968261719,49.7,5.946130385454455,3.868061833333333,-0.7403606321551995,0.03587151230125668,0.4103423250967428
caldanaerobacter,Firmicutes,Bacteria,270,107.0,72.0,199.1959991455078,29.45,10.085959529699466,2.577841,0.3233208542867066,-0.7482247240784147,0.1671996863536357
cephaloticoccus,Verrucomicrobia,Bacteria,1838,57.0,55.0,453.2210083007813,35.73,5.9807801648622,3.344045333333333,-0.7314577698434662,-0.2825851075545289,0.2391360778904633
chryseobacterium,Bacteroidetes,Bacteria,3147,79.0,59.0,277.4840087890625,17.65,7.2336177176451075,4.7002760343642604,-0.4095555695396428,0.5416268109536699,0.3325231485430568
collimonas,Proteobacteria,Bacteria,6340,79.0,59.0,277.4840087890625,40.63,7.700521958490619,4.545146444444444,-0.2895898947197087,0.44735106802290553,0.6215467514287653
deinococcus,Deinococcus-Thermus,Bacteria,11835,79.0,59.0,277.4840087890625,53.45,15.367704983663918,3.7090769285714287,1.680404603332411,-0.06074719222153988,0.2463872207437447
desulfovibrio,Proteobacteria,Bacteria,17506,91.0,62.0,346.6440124511719,53.45,15.63606112471281,2.81400793006993,1.749355627411149,-0.6047007658217803,0.1616850662643563
faecalibaculum,Firmicutes,Bacteria,134,90.0,66.0,319.7309875488281,32.04,2.9441884908727705,2.3775651666666664,-1.5116750766365097,-0.8699368551317957,0.2554597309371289
marinirhabdus,Bacteroidetes,Bacteria,1354,69.0,66.0,183.7429962158203,41.21,8.3102081863411,3.249016076923077,-0.13293803047437172,-0.3403365252748084,0.0541481329004318
maritimibacter,Proteobacteria,Bacteria,3141,57.0,62.0,416.53900146484375,20.39,11.166468815643896,4.298583625,0.6009452883736495,0.2975092938375699,0.1204595984202187
parasphingorhabdus,Proteobacteria,Bacteria,456,48.0,63.0,342.3429870605469,29.84,7.018746600554697,3.276938363636364,-0.46476423184346904,-0.32336752325796825,0.1787119047951312
pelagimonas,Proteobacteria,Bacteria,3740,69.0,55.0,416.53900146484375,20.39,6.920637226221626,4.912842400000001,-0.4899723072225119,0.6708081750813011,0.0551217865171799
salinibacter,Bacteroidetes,Bacteria,718,136.0,77.0,64.48500061035156,18.01,7.615968512393629,3.8077888521739127,-0.3113149302452106,-0.0007577347714221784,0.0256894818252204
sutterella,Proteobacteria,Bacteria,1161,65.0,70.0,240.4980010986328,54.14,17.589099921331442,2.558402658536585,2.2511664843045875,-0.7600378416387238,0.2453431630099448
terribacillus,Firmicutes,Bacteria,3387,79.0,59.0,277.4840087890625,35.45,7.706601320559165,3.6332488,-0.28802787255493423,-0.10682965243958087,0.4257345201148091
terrisporobacter,Firmicutes,Bacteria,310,53.0,57.0,388.6099853515625,53.45,9.60950758856869,3.434098958333333,0.2009020076865674,-0.22785749301708508,0.1638590207006765
thermoanaerobacter,Firmicutes,Bacteria,341,88.0,63.0,278.1610107421875,28.69,12.393538195670615,2.3399290454545456,0.9162266530475056,-0.892809172979983,0.2517530934065602
thermoanaerobacterium,Firmicutes,Bacteria,137,157.0,65.0,245.48699951171875,34.31,8.794743225623055,2.7289028666666666,-0.008442324767992894,-0.6564210281112609,0.3728820284648496
acidobacterium,Acidobacteria,Bacteria,25373,78.0,57.0,416.53900146484375,40.63,4.680242737094631,4.0596185,-1.0656159044283722,0.152284809549546,0.4013811468140469
alistipes,Bacteroidetes,Bacteria,14681,99.0,57.0,356.5710144042969,53.45,16.666660162625675,2.5800010068259382,2.0141561972841058,-0.7469120393201032,0.2009096287669859
brevundimonas,Proteobacteria,Bacteria,69642,91.0,66.0,283.8729858398437,17.65,14.230274645302538,3.09199935326087,1.3881549594759135,-0.43575912185010024,0.3779455716750405
cobetia,Proteobacteria,Bacteria,6457,57.0,59.0,342.3429870605469,40.08,7.206244794337756,4.0242873823529415,-0.41658872736749647,0.13081329424113614,0.1287588304551903
ensifer,Proteobacteria,Bacteria,2642,79.0,60.0,487.947998046875,17.65,7.16962633526343,7.392295988888889,-0.42599741927777446,2.177627920274156,0.3099592115144908
geovibrio,Deferribacteres,Bacteria,245,139.0,67.0,152.25900268554688,44.85,12.251793030766624,2.6118626000000003,0.8798068631364592,-0.7275490321143531,0.3779030318139847
megasphaera,Firmicutes,Bacteria,4149,116.0,63.0,280.3710021972656,64.77,12.759141674312223,2.272880162337662,1.0101642620791362,-0.9335562881614865,0.128204256427651
moraxella,Proteobacteria,Bacteria,7280,79.0,59.0,277.4840087890625,64.77,19.849146900238747,2.0151999580152675,2.8318595627362284,-1.090154347329963,0.1169747872078199
neochlamydia,Chlamydiae,Bacteria,2341,84.0,65.0,260.2439880371094,17.65,6.866239316381956,2.621522375,-0.5039492245254951,-0.7216785694570371,0.7028867876978135
phytoactinopolyspora,Actinobacteria,Bacteria,285,126.0,76.0,190.30099487304688,17.65,5.720577222022604,5.0694185,-0.7983139234122519,0.7659629947409899,0.4039238024490361
pyruvatibacter,Proteobacteria,Bacteria,593,80.0,63.0,309.7279968261719,17.65,5.711721022710704,3.326493,-0.8005894219703031,-0.2932520555302418,0.0561757512865159
rubripirellula,Planctomycetes,Bacteria,2195,61.0,69.0,347.3320007324219,25.0,4.702700941175788,6.80460025,-1.059845527181507,1.8204719938668699,0.0295711080845108
ruthenibacterium,Firmicutes,Bacteria,2060,122.0,55.0,356.5710144042969,53.45,11.738667316079354,3.1519762,0.7479651122060208,-0.39930984232903194,0.1825097296857698
simonsiella,Proteobacteria,Bacteria,36,79.0,59.0,277.4840087890625,,8.123260646895861,2.33896225,-0.18097205065131639,-0.8933967163350999,0.1017647586523518
sphingosinicella,Proteobacteria,Bacteria,10515,80.0,68.0,283.8729858398437,17.65,5.74977719613365,4.000155,-0.7908113258932989,0.11614750239453392,0.3738161429543976
sporosalibacterium,Firmicutes,Bacteria,984,61.0,69.0,347.3320007324219,57.35,6.09401232818694,4.1023875,-0.7023640677601988,0.178276493350747,0.2265821961960702
succinimonas,Proteobacteria,Bacteria,121,99.0,61.0,233.7469940185547,64.77,4.951140014550527,3.4335526666666665,-0.9960119645754625,-0.22818948675701872,0.1178125746794801
sulfuriferula,Proteobacteria,Bacteria,425,68.0,63.0,361.5750122070313,12.36,7.312798215911244,3.418664,-0.3892110511650094,-0.2372376645545233,0.2571438770725295
thermoleophilum,Actinobacteria,Bacteria,525,69.0,67.0,325.6449890136719,18.36,13.161787710783974,1.8234605,1.1136195303187923,-1.2066787309944516,0.5390323583664588
boseongicola,Proteobacteria,Bacteria,1788,57.0,68.0,216.41900634765625,25.2,12.735197047785398,3.062379,1.0040119656802,-0.4537600771222928,0.0428464412989334
cloacibacterium,Bacteroidetes,Bacteria,2187,81.0,61.0,233.7469940185547,64.77,6.392244563624293,2.503033142857143,-0.6257367248332846,-0.7936871423884655,0.1737004033876566
cyanobium,Cyanobacteria,Bacteria,10994,63.0,69.0,347.3320007324219,32.86,14.862258549606192,3.1623726530612246,1.5505359552403333,-0.39299168383523087,0.0480485555335117
desulfuromonas,Proteobacteria,Bacteria,20133,67.0,64.0,314.6789855957031,17.65,8.480931379653418,3.537347333333333,-0.0890726694400885,-0.1651111319614644,0.1939071326647002
endomicrobium,Elusimicrobia,Bacteria,395,75.0,67.0,335.0920104980469,64.77,6.324987942991734,1.73913375,-0.6430175399864778,-1.2579259947131014,0.1908783902206277
kutzneria,Actinobacteria,Bacteria,9618,91.0,66.0,334.0929870605469,17.65,2.484525382110065,10.062284,-1.6297802258480214,3.8002397217611628,0.5418225599974724
lachnoclostridium,Firmicutes,Bacteria,10431,99.0,61.0,346.6440124511719,64.77,2.7283131112864227,4.764849,-1.5671417726386447,0.5808692553622361,0.2184075433523553
lentibacillus,Firmicutes,Bacteria,65,122.0,55.0,356.5710144042969,52.59,7.57353184139992,3.5650474,-0.3222185447929232,-0.14827717806793866,0.1850545775068779
marivita,Proteobacteria,Bacteria,286,69.0,66.0,273.79998779296875,51.22,8.361739520373364,4.664101280000001,-0.11969764685661517,0.5196425986264712,0.0214638367606668
mycoplasmopsis,Tenericutes,Bacteria,203,128.0,52.0,220.8390045166016,,4.250899959609135,0.940977213768116,-1.175930593232312,-1.7429836840114488,0.0576220122822587
