genus_lower,phylum,kingdom,n_samples,median_temp_range_C,median_soil_ph,median_soil_moisture,median_cmmi_nearest_km,ko_per_mb_primary,mean_genome_mb,ko_per_mb_z,genome_mb_z,mean_levins_B_std
prochlorococcus,Cyanobacteria,Bacteria,5672,80.0,57.0,558.260986328125,17.65,11.204556021468465,1.6064893571428571,0.6107313578693471,-1.3385369773674805,0.0135692907088173
pseudonocardia,Actinobacteria,Bacteria,39653,91.0,66.0,277.4840087890625,17.65,8.473620021261869,6.608745714285715,-0.09095123889086969,1.7014467848763217,0.3774455221989812
thermobifida,Actinobacteria,Bacteria,56,79.0,59.0,277.4840087890625,,8.839990886221967,3.9592801,0.0031835412295873706,0.09130690578938241,0.2310356537960948
vibrio,Proteobacteria,Bacteria,11710,78.0,59.0,277.4840087890625,29.45,14.965442515724588,4.811083930485029,1.5770478886157389,0.6089672631187274,0.0922855768876478
aliicoccus,Firmicutes,Bacteria,238,122.0,55.0,356.5710144042969,19.5,14.989810676192858,2.0013595,1.583309007189866,-1.098565505140448,0.0339773545066476
anaplasma,Proteobacteria,Bacteria,198,105.0,55.0,457.7330017089844,43.57,5.098590311129508,1.3729285102040816,-0.9581263066952425,-1.4804771602563342,0.3232511413609216
bellilinea,Chloroflexi,Bacteria,8560,63.0,57.0,388.6099853515625,53.45,10.375111486429835,2.9879197000000004,0.39761512403214,-0.4990106694124741,0.1133587402145014
desulfuromusa,Proteobacteria,Bacteria,1471,57.0,55.0,416.53900146484375,32.22,8.405023595654603,3.4503175,-0.10857630152321783,-0.21800112025371388,0.0202527074933907
dyella,Proteobacteria,Bacteria,5719,82.0,63.0,260.2439880371094,47.54,5.077243919683078,5.1208885,-0.9636110164725706,0.7972424720551152,0.5015963234970512
gillisia,Bacteroidetes,Bacteria,826,61.0,69.0,347.3320007324219,29.97,5.523606051060214,3.9829053333333335,-0.8489234004257502,0.10566449176356002,0.2611498726837526
gluconacetobacter,Proteobacteria,Bacteria,298,99.0,61.0,233.7469940185547,64.77,7.138917140492461,4.202318,-0.43388779368774916,0.2390065071012656,0.5471138474390468
halarcobacter,Proteobacteria,Bacteria,3045,69.0,66.0,220.2610015869141,30.83,12.46894894713543,2.9673712,0.9356025783373946,-0.5114984552991908,0.0600850761058054
hydrotalea,Bacteroidetes,Bacteria,2284,63.0,70.0,353.89898681640625,40.63,6.921868076902898,3.17833275,-0.48965605429597164,-0.38329237374920666,0.2609013609244455
marinococcus,Firmicutes,Bacteria,733,61.0,69.0,347.3320007324219,45.15,6.762085152479386,3.253434333333333,-0.5307104390633004,-0.3376514514229998,0.2105606842466973
natronospira,Proteobacteria,Bacteria,439,68.0,63.0,361.5750122070313,39.58,6.922803093982882,2.744553,-0.48941581241090054,-0.6469100898838851,0.2442499314697247
nesterenkonia,Actinobacteria,Bacteria,244,122.0,55.0,356.5710144042969,64.77,11.49274171721286,2.9583889411764703,0.6847773579674014,-0.5169571761288042,0.2316000953812377
opitutus,Verrucomicrobia,Bacteria,53658,99.0,70.0,245.48699951171875,40.63,6.743419460056134,3.8556106666666654,-0.5355063740573407,0.02830465810882575,0.4208105596711765
persephonella,Aquificae,Bacteria,61,50.0,61.0,186.0319976806641,,12.74505183319648,1.88308375,1.0065440394516982,-1.170444340169322,0.1364398824067861
pontibacter,Bacteroidetes,Bacteria,7574,99.0,75.0,237.7669982910156,35.45,5.945485046182533,4.877650818181818,-0.7405264446590734,0.6494214588363038,0.2490263127528476
pontimonas,Actinobacteria,Bacteria,2274,79.0,59.0,277.4840087890625,32.07,19.05495848484754,1.207034904761905,2.6278019833618207,-1.581294437660395,0.0844137830899894
propionispora,Firmicutes,Bacteria,14,71.0,55.0,788.0040283203125,30.51,5.836747111854825,3.76922275,-0.7684654062896777,-0.024195222978982668,0.2790759710218705
pseudoxanthomonas,Proteobacteria,Bacteria,6407,80.0,66.0,260.2439880371094,17.65,9.148657551779795,3.060558321428572,0.08249189096958473,-0.45486654446387614,0.4508215042705094
robinsoniella,Firmicutes,Bacteria,49,157.0,65.0,245.48699951171875,67.54,3.003090430310325,6.992796416666667,-1.496540900729191,1.9348430396382963,0.243921637308344
rummeliibacillus,Firmicutes,Bacteria,637,122.0,55.0,356.5710144042969,31.3,11.236460742003295,3.559839785714286,0.6189289088746052,-0.15144196246488278,0.3034606164914669
sorangium,Proteobacteria,Bacteria,6052,91.0,59.0,283.8729858398437,17.65,1.6337113616626826,14.6904775,-1.8483871031905723,6.612897067567101,0.3792975304958861
sporanaerobacter,Firmicutes,Bacteria,47,53.0,57.0,388.6099853515625,53.45,7.268568770351992,2.889152,-0.4005752985186395,-0.5590340234345904,0.250062072147161
stappia,Proteobacteria,Bacteria,84,70.0,61.0,323.3340148925781,57.35,10.74448914992558,4.839690307692308,0.4925224664551435,0.6263520023239811,0.3532657605806822
alkalispirochaeta,Spirochaetes,Bacteria,894,61.0,69.0,347.3320007324219,50.65,11.457997436682287,3.665562,0.6758502146790146,-0.08719219360245656,0.0691174595308211
alteromonas,Proteobacteria,Bacteria,8624,69.0,65.0,277.4840087890625,32.24,9.049666440701849,4.309551103960396,0.05705726347479979,0.30417447762103295,0.0423166373642454
cerasibacillus,Firmicutes,Bacteria,690,72.0,61.0,260.2439880371094,17.65,10.781256569828225,2.782607,0.5019694321370598,-0.6237838176920893,0.2164945028853807
desulfotomaculum,Firmicutes,Bacteria,115,71.0,66.0,361.5750122070313,21.83,14.607080095002289,3.080697833333333,1.4849707861370731,-0.44262730984676874,0.2592524515059032
ectothiorhodospira,Proteobacteria,Bacteria,580,107.0,67.0,152.25900268554688,50.65,14.422218239558148,3.2588606842105263,1.4374726584767605,-0.33435373587682427,0.2045803602969159
fannyhessea,Actinobacteria,Bacteria,76,126.0,70.0,192.9320068359375,,7.752401339350666,1.4189151875,-0.27626008447243955,-1.4525300215497157,0.3444944977493052
gracilibacillus,Firmicutes,Bacteria,820,163.0,83.0,80.5999984741211,36.84,8.04347607514237,4.60000125,-0.2014717787610766,0.48068756784699274,0.234818014647061
henriciella,Proteobacteria,Bacteria,825,57.0,55.0,457.7330017089844,57.35,8.271071510363688,3.3852929411764703,-0.14299374925588698,-0.257518008005445,0.0689605885535908
pseudoflavonifractor,Firmicutes,Bacteria,4461,116.0,56.0,356.5710144042969,64.77,6.681404974552925,3.44238975,-0.5514402828788394,-0.22281899233992072,0.1530706021696148
psychrosphaera,Proteobacteria,Bacteria,6186,69.0,65.0,312.2059936523437,25.2,5.993655116693469,4.1710775,-0.728149699045233,0.2200209521948749,0.0532362351384872
rahnella,Proteobacteria,Bacteria,974,91.0,66.0,334.0929870605469,40.63,9.168591687555962,5.453400228070175,0.08761373789479024,0.999317332262063,0.3558496854281847
snodgrassella,Proteobacteria,Bacteria,153,72.0,59.0,277.4840087890625,25.0,9.467321017362764,2.429409540229885,0.1643688035028524,-0.8384298625781581,0.0556179633886123
sulfuricella,Proteobacteria,Bacteria,19371,68.0,64.0,353.89898681640625,32.86,11.16452493136543,2.866221375,0.6004458296649091,-0.5729694802926868,0.2477549857285271
sulfurihydrogenibium,Aquificae,Bacteria,339,109.0,63.0,285.5360107421875,25.2,16.211183864159544,1.295402,1.8971268008257969,-1.5275917652140156,0.138992517488475
variovorax,Proteobacteria,Bacteria,57829,79.0,60.0,283.8729858398437,17.65,7.294387988166718,6.991676352112676,-0.39394134744795023,1.93416235120218,0.3888934819197614
faecalibacterium,Firmicutes,Bacteria,5500,122.0,55.0,356.5710144042969,50.76,14.381186445537605,2.572805807095344,1.4269300109098138,-0.7512847241218075,0.1314615833553869
galbibacter,Bacteroidetes,Bacteria,554,163.0,83.0,80.5999984741211,38.04,4.508943555851024,3.7702845,-1.1096292589371635,-0.02354997360967495,0.3067816189543053
niveibacterium,Proteobacteria,Bacteria,937,68.0,57.0,454.4330139160156,17.65,6.83264330537609,4.829756,-0.5125813331657554,0.6203146999712883,0.3446718630864656
serratia,Proteobacteria,Bacteria,5143,79.0,59.0,277.4840087890625,36.93,11.569906954651248,5.272298233606557,0.7046040782498578,0.8892575745902627,0.2314100951591843
verrucomicrobium,Verrucomicrobia,Bacteria,13466,78.0,64.0,353.89898681640625,17.65,2.3438458933661144,8.106335,-1.6659262025260861,2.611565496521492,0.4670630397911234
vogesella,Proteobacteria,Bacteria,778,79.0,59.0,277.4840087890625,17.65,9.635552240421765,3.528599,0.20759388144069388,-0.17042769100627497,0.165383384643666
wenzhouxiangella,Proteobacteria,Bacteria,5569,61.0,69.0,347.3320007324219,35.45,17.557157128156323,2.6769709729729727,2.2429591509722804,-0.6879812086177979,0.1844793825155404
dialister,Firmicutes,Bacteria,4429,116.0,63.0,280.3710021972656,64.77,18.71197623753635,2.030784964539007,2.5396766395537775,-1.0806829881304332,0.2076729638277942
globicatella,Firmicutes,Bacteria,2178,122.0,55.0,356.5710144042969,64.77,14.405735795346242,2.2213374210526315,1.4332376840010896,-0.9648799719915416,0.1051288428620097
planobacterium,Bacteroidetes,Bacteria,664,75.0,63.0,248.1009979248047,53.45,6.601492990511166,2.120732388888889,-0.5719727481107015,-1.0260199141180741,0.2220681368210311
sulfuricaulis,Proteobacteria,Bacteria,30944,68.0,64.0,353.89898681640625,17.65,9.633034645039109,1.7647606,0.20694701426198298,-1.2423519812449162,0.3040142654944191
tahibacter,Proteobacteria,Bacteria,1115,84.0,69.0,246.7969970703125,17.65,3.1314783818172445,5.74808375,-1.4635530931792209,1.178403140287135,0.4119417778999749
thermodesulfovibrio,Nitrospirae,Bacteria,384,105.0,65.0,292.1830139160156,18.28,15.809825998492318,1.8975540909090909,1.794002513259112,-1.161650388348969,0.0872428524509008
anaerophaga,Bacteroidetes,Bacteria,50,105.0,76.0,173.93499755859375,61.73,5.366284706446339,3.354276,-0.8893453105716203,-0.2763677011836645,0.1400701854424252
aridibacter,Acidobacteria,Bacteria,25042,99.0,65.0,246.7969970703125,17.65,4.360041047364216,4.1284015,-1.1478880459652114,0.1940857865866058,0.4244104880945013
desulfosarcina,Proteobacteria,Bacteria,3189,65.0,62.0,258.31201171875,21.93,9.974804267844693,4.8121245,0.2947607881497051,0.6095996406306242,0.0515474939641244
devosia,Proteobacteria,Bacteria,42277,91.0,63.0,277.4840087890625,17.65,13.795808732460523,3.914232289473684,1.2765239399632922,0.06393033754751502,0.4051508745165019
lacunisphaera,Verrucomicrobia,Bacteria,31048,84.0,66.0,291.7300109863281,17.65,8.49366692990633,2.70789992,-0.08580041627415638,-0.6691849914644721,0.5417390985352496
mediterranea,Bacteroidetes,Bacteria,1836,122.0,55.0,356.5710144042969,64.77,9.33870824619291,3.212435725490196,0.13132323112614222,-0.3625672280684265,0.1861925071746748
silvibacterium,Acidobacteria,Bacteria,14898,75.0,63.0,248.1009979248047,37.94,3.97526211668535,5.785782,-1.246752566860956,1.2013132151979031,0.4106494458509623
gleimia,Actinobacteria,Bacteria,22,118.0,70.0,136.38699340820312,67.54,19.335768373267555,1.9135520909090908,2.69995285459703,-1.1519280437196437,0.2181028552788677
kangiella,Proteobacteria,Bacteria,151,77.0,66.0,178.0070037841797,50.76,6.852018917396428,2.91884775,-0.5076029924960286,-0.5409872478672517,0.1662681049867299
acidiferrobacter,Proteobacteria,Bacteria,5255,72.0,63.0,353.89898681640625,17.65,6.997053758788951,2.7154286153846154,-0.47033795804582074,-0.6646096338486175,0.3584070104638033
albimonas,Proteobacteria,Bacteria,1136,79.0,59.0,277.4840087890625,35.14,6.658312008239596,5.106399333333333,-0.5573737549808613,0.7884370793982161,0.3358072036114179
anaerotruncus,Firmicutes,Bacteria,1813,80.0,62.0,296.5369873046875,18.36,11.778238277829455,3.1413866086956523,0.7581324157221082,-0.4057453752796867,0.223749071303812
aquitalea,Proteobacteria,Bacteria,152,79.0,59.0,277.4840087890625,68.34,7.784321721254565,4.367753700000001,-0.2680585094585207,0.339545505063116,0.3514062754198505
arenicella,Proteobacteria,Bacteria,5885,64.0,59.0,277.4840087890625,30.03,4.979601141729175,3.21310875,-0.988699205278311,-0.3621582159276404,0.0599214720507506
bhargavaea,Firmicutes,Bacteria,1103,80.0,59.0,277.4840087890625,17.65,9.149630109864184,3.060233,0.08274177858397855,-0.45506424961726283,0.3329510733770296
caulobacter,Proteobacteria,Bacteria,78039,91.0,63.0,283.8729858398437,17.65,7.452476644561845,4.562241738095238,-0.3533222853647397,0.4577402626980233,0.4873606274954304
cellulosimicrobium,Actinobacteria,Bacteria,6817,99.0,74.0,120.12100219726562,17.65,7.289727144231594,4.3897390625,-0.39513889769271776,0.35290650462716416,0.2954056204897443
conchiformibius,Proteobacteria,Bacteria,248,99.0,61.0,233.7469940185547,64.77,8.707149463337899,2.182114833333333,-0.030948534571370076,-0.9887164212390079,0.0877762962405517
desulfoluna,Proteobacteria,Bacteria,205,88.0,63.0,342.3429870605469,43.71,4.690752317988218,6.608748,-1.062915588488447,1.7014481739563323,0.0274023093019983
desulfotignum,Proteobacteria,Bacteria,3038,61.0,69.0,347.3320007324219,40.63,9.719476756386763,3.3952445,0.22915732060210572,-0.2514702217520784,0.0825924173301895
epilithonimonas,Bacteroidetes,Bacteria,52,139.0,67.0,152.25900268554688,29.16,5.9301862171257405,3.5412041428571426,-0.7444573028333948,-0.1627672620177126,0.4660236848752075
gulbenkiania,Proteobacteria,Bacteria,1475,74.0,62.0,323.8489990234375,32.86,7.878690920487158,3.046191333333333,-0.24381142905579467,-0.463597686453333,0.3153091046594568
holophaga,Acidobacteria,Bacteria,10354,71.0,62.0,371.6130065917969,52.01,5.981561000796505,3.3436088,-0.7312571430305399,-0.28285039868522327,0.2528632353202912
hymenobacter,Bacteroidetes,Bacteria,17740,79.0,59.0,277.4840087890625,17.65,5.054044378737548,5.144394875,-0.9695718717006219,0.8115278251452609,0.2769005284162079
listeria,Firmicutes,Bacteria,98,130.0,68.0,176.44400024414062,32.34,15.84707698918537,2.9658466373372536,1.803573726894076,-0.5124249663390847,0.2381140071187166
nitrobacter,Proteobacteria,Bacteria,254,75.0,63.0,268.5400085449219,14.25,7.702945725974081,3.7647935,-0.2889671355405811,-0.026886977882685476,0.4249141397527427
peptoanaerobacter,Firmicutes,Bacteria,67,89.0,77.0,122.29900360107422,54.0,8.734041219434133,2.5188798,-0.02403900712450932,-0.7840567722193432,0.2251529396261337
sphingomonas,Proteobacteria,Bacteria,93701,79.0,59.0,277.4840087890625,17.65,10.878673477846656,4.044610778106509,0.5269995862606104,0.1431642792114041,0.3480854860687105
tibeticola,Proteobacteria,Bacteria,10,118.0,60.0,304.4849853515625,,10.030384282180304,2.89121525,0.30904143360753755,-0.5577801399768798,0.0372607848222791
bacteriovorax,Proteobacteria,Bacteria,13440,80.0,60.0,416.53900146484375,17.65,5.742989723877054,3.8307573333333336,-0.792555288826918,0.013200728126693545,0.335008304355437
cellvibrio,Proteobacteria,Bacteria,18169,163.0,83.0,80.5999984741211,17.65,6.582986189904863,4.861015818181818,-0.5767278576797913,0.639311994971519,0.3789459246631995
chloroflexus,Chloroflexi,Bacteria,241,113.0,62.0,281.8599853515625,18.28,6.95694104200053,4.455981416666667,-0.4806444592882802,0.3931634740149724,0.2127410547443897
defluviitoga,Thermotogae,Bacteria,547,51.0,55.0,335.697998046875,43.12,7.516877558448782,1.7294415,-0.33677521121635284,-1.2638161931587555,0.2101483339557371
domibacillus,Firmicutes,Bacteria,5461,92.0,65.0,245.48699951171875,17.65,9.256900690008736,3.888990625,0.11030372043326042,0.04859040999213604,0.3453004403575407
eudoraea,Bacteroidetes,Bacteria,2262,87.0,74.0,195.32400512695312,42.29,5.459785096435328,3.1136756666666665,-0.8653214607118639,-0.4225859383756397,0.0636860836388278
flavobacterium,Bacteroidetes,Bacteria,83255,91.0,67.0,283.8729858398437,17.65,13.15393842296123,3.497051492935636,1.1116027460873916,-0.18959982101476466,0.3253050067581969
formosa,Bacteroidetes,Bacteria,336,64.0,65.0,314.0660095214844,63.36,4.571614919160514,4.374821666666667,-1.0935265729180919,0.34384086746853604,0.0476500629301401
granulicatella,Firmicutes,Bacteria,943,57.0,56.0,309.7279968261719,17.65,16.91303530226538,1.7737797777777775,2.0774594558542345,-1.2368708239359585,0.1137367798993118
haematospirillum,Proteobacteria,Bacteria,1774,57.0,59.0,216.41900634765625,53.82,6.262661760079933,2.3951477142857143,-0.6590315358722826,-0.8592515452546919,0.3896674967737522
loktanella,Proteobacteria,Bacteria,833,57.0,60.0,416.53900146484375,30.52,11.832329589387044,3.718625285714286,0.7720305561226973,-0.054944440703429014,0.1395954801283343
luteolibacter,Verrucomicrobia,Bacteria,49126,75.0,70.0,263.3580017089844,17.65,10.693230297078555,4.675855528301887,0.47935209374412846,0.5267859198447237,0.3374561911461971
megamonas,Firmicutes,Bacteria,408,122.0,55.0,356.5710144042969,67.54,9.13002415205384,2.3001034444444444,0.07770425321271673,-0.9170120869748706,0.1017220092526961
methyloceanibacter,Proteobacteria,Bacteria,90550,90.0,64.0,260.2439880371094,17.65,17.03253570765458,2.4658688947368423,2.1081637106449174,-0.8162726923394167,0.4670704309123386
nostoc,Cyanobacteria,Bacteria,1454,80.0,57.0,558.260986328125,17.65,5.635804330002904,8.69441114893617,-0.820095343043747,2.968952606675505,0.2245883990106711
paracraurococcus,Proteobacteria,Bacteria,16895,101.0,67.0,213.95399475097656,35.45,3.377849162990089,7.105113,-1.400250954467026,2.0031003549749014,0.4746397568898605
rhodomicrobium,Proteobacteria,Bacteria,41968,80.0,59.0,488.468994140625,17.65,10.77865158709357,3.711039333333333,0.5013001117832948,-0.05955459468450637,0.370890448798847
rhodovulum,Proteobacteria,Bacteria,6001,61.0,69.0,347.3320007324219,17.65,13.137010256399074,4.186645129032258,1.1072532483800765,0.22948175070175728,0.1489879946345859
roseivivax,Proteobacteria,Bacteria,15,58.0,61.0,,,9.006187216760067,4.219321571428572,0.04588577693748048,0.249339960117763,0.1551485433706518
sediminibacterium,Bacteroidetes,Bacteria,37177,91.0,61.0,283.8729858398437,19.5,12.737431821628483,2.590789137254902,1.0045861651170485,-0.7403558496753664,0.3759232042250492
stenotrophomonas,Proteobacteria,Bacteria,21301,80.0,63.0,280.3710021972656,53.45,12.62153267052257,4.516091784409257,0.9748072111964328,0.4296938972546862,0.2831990316080918
acidovorax,Proteobacteria,Bacteria,11749,79.0,59.0,277.4840087890625,17.65,10.429377269029322,4.794150092592592,0.41155809276035354,0.5986761887414682,0.2811818665887904
barrientosiimonas,Actinobacteria,Bacteria,184,79.0,59.0,277.4840087890625,30.19,6.328870104068638,3.63414,-0.6420200633464987,-0.1062880501434405,0.047386207167891
bergeyella,Bacteroidetes,Bacteria,486,99.0,61.0,233.7469940185547,64.77,4.149972365334019,2.4096546,-1.201862777813118,-0.8504353843337941,0.1567834683953276
buchnera,Proteobacteria,Bacteria,712,79.0,59.0,277.4840087890625,40.63,8.08079893889413,0.6187507,-0.1918820981702897,-1.9388079880219293,0.1533994200300694
chitinibacter,Proteobacteria,Bacteria,150,57.0,57.0,435.2879943847656,34.31,6.082880991474842,3.4523115,-0.7052241367068772,-0.21678932157945002,0.1856192556080785
frisingicoccus,Firmicutes,Bacteria,351,80.0,66.0,245.48699951171875,40.63,9.018476655288866,2.439436375,0.04904340682663242,-0.8323363294379931,0.1572448932748578
hansschlegelia,Proteobacteria,Bacteria,2476,99.0,63.0,334.0929870605469,17.65,12.63611557579032,3.4029445,0.9785541209869991,-0.24679075846630494,0.3976105514755437
limimaricola,Proteobacteria,Bacteria,1072,69.0,59.0,307.8970031738281,32.07,9.616452732412515,3.53560725,0.20268648252114435,-0.16616861976309014,0.1631128102184531
modestobacter,Actinobacteria,Bacteria,1857,79.0,64.0,304.5979919433594,40.23,6.948130908508307,4.893402333333333,-0.4829081217637683,0.6589940090761506,0.6657653356434647
nonomuraea,Actinobacteria,Bacteria,2623,99.0,72.0,192.9320068359375,29.59,3.826775748170179,10.19134712,-1.2849044315093174,3.878674284304979,0.3606127261635745
pullulanibacillus,Firmicutes,Bacteria,65,101.0,61.0,250.16700744628903,20.93,4.603766933641303,4.561482,-1.0852654825775474,0.4572785527599105,0.462835386134077
rhodospirillum,Proteobacteria,Bacteria,1475,72.0,66.0,283.8729858398437,57.35,9.759904717303543,4.61070075,0.23954482019772455,0.4871898947854519,0.2502794670607763
robbsia,Proteobacteria,Bacteria,4764,80.0,56.0,432.0610046386719,40.63,5.066974155993323,6.3154062,-0.9662497141401089,1.5231777605429913,0.4183331952201841
salinivibrio,Proteobacteria,Bacteria,102,79.0,59.0,277.4840087890625,45.83,13.119639399917483,3.4299723207547173,1.1027900065893388,-0.23036534354212726,0.0239318654117596
silicimonas,Proteobacteria,Bacteria,1283,57.0,55.0,416.53900146484375,32.6,4.8334791624685405,4.3446965,-1.0262435673005583,0.32553312572899407,0.0722382900628483
streptomonospora,Actinobacteria,Bacteria,83,72.0,59.0,213.19000244140625,25.2,5.559274386564515,6.295785666666667,-0.8397588318394197,1.5112539208831697,0.2180828444552701
thiobacillus,Proteobacteria,Bacteria,6617,65.0,63.0,361.5750122070313,17.65,12.502906252700424,3.0392933636363644,0.9443275174593739,-0.46778973787454625,0.2265832711661883
alysiella,Proteobacteria,Bacteria,96,79.0,59.0,277.4840087890625,64.77,10.67015902665285,2.624140833333333,0.4734241961509073,-0.720087273400393,0.1263280298420167
archangium,Proteobacteria,Bacteria,2633,99.0,64.0,334.0929870605469,47.67,2.460879409943036,12.59712275,-1.6358557864440315,5.34071827578468,0.5227566972561565
brucella,Proteobacteria,Bacteria,12732,80.0,65.0,280.3710021972656,17.65,10.884864897681307,3.3073446789099528,0.5285904003796094,-0.3048889211828496,0.381651413179403
celeribacter,Proteobacteria,Bacteria,679,69.0,63.0,342.3429870605469,41.21,10.908510804703653,4.125219363636364,0.5346659442374423,0.19215193070557224,0.0356710746338891
collinsella,Actinobacteria,Bacteria,2733,122.0,55.0,356.5710144042969,53.45,18.30888149969385,2.0754954364981506,2.436106082657421,-1.0535114281275215,0.1503454422525124
cutibacterium,Actinobacteria,Bacteria,2867,79.0,59.0,277.4840087890625,17.65,19.88907441586556,2.513943029953917,2.842118478670211,-0.7870569584766098,0.1473016513574838
dermatophilus,Actinobacteria,Bacteria,27,57.0,67.0,152.25900268554688,34.31,12.786617452707793,2.6590300465116283,1.0172238473389712,-0.6988843133825543,0.1790547106562237
finegoldia,Firmicutes,Bacteria,1226,79.0,59.0,277.4840087890625,17.65,12.295284491108864,1.870635853658537,0.8909814936761454,-1.1780092069115284,0.183557296043944
halodesulfovibrio,Proteobacteria,Bacteria,6476,69.0,65.0,245.48699951171875,25.2,9.542628549591187,3.5629596,0.1837182077970748,-0.1495459811131384,0.0854708035029945
janthinobacterium,Proteobacteria,Bacteria,9457,91.0,70.0,280.68798828125,17.65,5.735800862649313,6.2763685250000005,-0.7944023840402984,1.4994536869164385,0.4981256527621662
jiangella,Actinobacteria,Bacteria,17028,101.0,70.0,192.9320068359375,29.65,3.804052769610141,7.6234484,-1.29074283951336,2.3181044425095427,0.3509102108037946
lactonifactor,Firmicutes,Bacteria,28,83.0,61.0,246.9069976806641,,4.19203141263268,4.770956615384615,-1.191056189330798,0.5845809906811884,0.0780262170961505
shewanella,Proteobacteria,Bacteria,3687,57.0,55.0,416.53900146484375,32.86,13.32384991380779,4.803416461009174,1.1552595495084876,0.6043075693645652,0.1184840290549999
tatlockia,Proteobacteria,Bacteria,211,72.0,59.0,295.1090087890625,50.76,5.97441398823221,3.347608659090909,-0.7330934857111495,-0.28041959430026536,0.6580532877488096
terrabacter,Actinobacteria,Bacteria,11160,99.0,69.0,218.7169952392578,17.65,6.303520708923511,4.283320583333333,-0.6485332988856649,0.28823359992738834,0.4706370355084175
thermincola,Firmicutes,Bacteria,69,69.0,61.0,343.9530029296875,28.77,6.31298883248058,3.1680715,-0.6461005734305577,-0.3895283663000046,0.3108298103865439
thermocrispum,Actinobacteria,Bacteria,838,163.0,83.0,80.5999984741211,17.65,5.986767089496062,4.1758765,-0.7299194984144111,0.22293741249467078,0.4383201648411499
thermomicrobium,Chloroflexi,Bacteria,67,83.0,55.0,573.8049926757812,18.28,8.258477972832704,2.663929125,-0.14622951388620772,-0.6959070331331441,0.1220654822824223
woeseia,Proteobacteria,Bacteria,33493,97.0,79.0,80.5999984741211,28.86,7.445998740272395,2.954607,-0.35498670836954155,-0.5192555468929921,0.1158693712682779
georgenia,Actinobacteria,Bacteria,2752,163.0,83.0,80.5999984741211,17.65,7.503190561259117,4.398129,-0.340291927730093,0.3580052584584866,0.3387743406102823
glaciecola,Proteobacteria,Bacteria,2551,63.0,63.0,293.6549987792969,29.99,9.400284246690315,2.872253571428572,0.14714447626841548,-0.5693035787705987,0.0285397287064528
herbaspirillum,Proteobacteria,Bacteria,3771,101.0,58.0,361.5750122070313,21.64,8.237288786548458,5.46296253125,-0.15167383160512943,1.0051285591006893,0.5716711254106682
pigmentiphaga,Proteobacteria,Bacteria,8846,79.0,66.0,277.4840087890625,36.84,5.165067023290632,6.195466555555556,-0.9410458800540578,1.4502877394148734,0.4784819475899216
rhodanobacter,Proteobacteria,Bacteria,9259,80.0,64.0,280.3710021972656,17.65,8.667369023284753,3.922759018181818,-0.04116966112821512,0.06911222247445849,0.415126891677461
cognatishimia,Proteobacteria,Bacteria,10152,69.0,63.0,254.96600341796875,36.52,11.108259341607624,3.420878,0.5859890334871463,-0.23589216692923728,0.0401330959706151
syntrophaceticus,Firmicutes,Bacteria,3268,80.0,57.0,434.52099609375,17.65,9.046613808474897,2.652926333333333,0.05627292473240541,-0.7025936772429082,0.2952005073101229
marichromatium,Proteobacteria,Bacteria,25,54.0,65.0,114.02400207519533,,9.36704985582549,3.843259142857143,0.1386052817644028,0.020798359123109275,0.0812639285867935
bdellovibrio,Proteobacteria,Bacteria,48724,91.0,63.0,283.8729858398437,17.65,4.465823773077308,3.8066885,-1.1207083912002807,-0.0014264435505450413,0.4319680544367266
fretibacterium,Synergistetes,Bacteria,655,73.0,77.0,154.76699829101562,54.65,7.8285597602895,2.2992735,-0.2566920541101475,-0.9175164628913652,0.2891655218263073
imperialibacter,Bacteroidetes,Bacteria,3653,163.0,83.0,80.5999984741211,40.58,3.383193266680504,6.798311,-1.3988778484863065,1.8166498751045255,0.4814913712454913
kribbella,Actinobacteria,Bacteria,12677,97.0,69.0,248.1009979248047,35.45,4.346164427232663,8.743341545454545,-1.1514534839130164,2.998688709800969,0.4448471906863653
saccharicrinis,Bacteroidetes,Bacteria,2299,57.0,55.0,457.7330017089844,19.5,4.126695749554962,5.815791,-1.2078434365332062,1.219550359839822,0.0816344109767303
afipia,Proteobacteria,Bacteria,4525,80.0,57.0,558.260986328125,17.65,9.32736606932673,4.610090317073171,0.12840898922674496,0.4868189209582407,0.4845392569610092
alishewanella,Proteobacteria,Bacteria,422,57.0,55.0,457.7330017089844,29.45,8.751941087014375,3.542071375,-0.01943984201612956,-0.16224022552774592,0.2755045998204007
paludisphaera,Planctomycetes,Bacteria,49755,75.0,63.0,295.1090087890625,42.53,2.9827529766010485,8.046258,-1.5017663755587498,2.5750553516098798,0.5664710305633305
flexistipes,Deferribacteres,Bacteria,106,64.0,59.0,423.1799926757813,32.22,10.803980562229754,2.128845,0.5078081006360133,-1.0210896977744113,0.0896381252261702
oceanimonas,Proteobacteria,Bacteria,96,79.0,59.0,277.4840087890625,24.04,11.055701662255116,3.527591571428572,0.5724849422433496,-0.17103992802095483,0.2122153746677459
massilimicrobiota,Firmicutes,Bacteria,40,122.0,55.0,356.5710144042969,34.31,4.462723019511623,2.46486280952381,-1.121505094167219,-0.816884112964968,0.1570836815990104
acidiphilium,Proteobacteria,Bacteria,3897,79.0,59.0,361.5750122070313,40.63,8.78739868528743,3.755377578947369,-0.010329419937678889,-0.032609245008338714,0.1820723284815553
