genus_lower,ko_per_mb_primary,mean_genome_mb,predictor_z,genome_mb_z,pH_sd,pH_n,temp_sd,temp_n,georoc_Cu_sd,georoc_Cu_n,georoc_Ni_sd,georoc_Ni_n,georoc_Zn_sd,georoc_Zn_n,georoc_Co_sd,georoc_Co_n,georoc_Cr_sd,georoc_Cr_n,georoc_Pb_sd,georoc_Pb_n,georoc_As_sd,georoc_As_n,georoc_Cd_sd,georoc_Cd_n,georoc_Hg_sd,georoc_Hg_n,total_n,PF1_As_sd,PF1_Cd_sd,PF1_Cr_sd,PF1_Cu_sd,PF1_Hg_sd,PF1_Pb_sd,PF1_As_n,PF1_Cd_n,PF1_Cr_n,PF1_Cu_n,PF1_Hg_n,PF1_Pb_n,Cu_ICP_MS_mg_kg_0_2_sd,Ni_ICP_MS_mg_kg_0_5_sd,Zn_ICP_MS_mg_kg_0_9_sd,Pb_ICP_MS_mg_kg_0_1_sd,As_ICP_MS_mg_kg_0_4_sd,Co_ICP_MS_mg_kg_0_1_sd,Cr_ICP_MS_mg_kg_0_5_sd,Hg_AR_mg_kg_0_01_sd,Cu_MMI_ME_mg_kg_0_01_sd,Ni_MMI_ME_mg_kg_0_005_sd,Zn_MMI_ME_mg_kg_0_02_sd,Pb_MMI_ME_mg_kg_0_01_sd,As_MMI_ME_mg_kg_0_01_sd,Co_MMI_ME_mg_kg_0_005_sd,Cr_MMI_ME_mg_kg_0_001_sd,Hg_MMI_ME_mg_kg_0_001_sd,Cu_ICP_MS_mg_kg_0_2_n,Ni_ICP_MS_mg_kg_0_5_n,Zn_ICP_MS_mg_kg_0_9_n,Pb_ICP_MS_mg_kg_0_1_n,As_ICP_MS_mg_kg_0_4_n,Co_ICP_MS_mg_kg_0_1_n,Cr_ICP_MS_mg_kg_0_5_n,Hg_AR_mg_kg_0_01_n
calditerricola,9.527855769051705,2.309019,0.2408390816909547,-0.873110500109996,0.8251141357912467,20558,6.664463098122248,22387,172.4347826305349,3185,112.15042022591643,7160,68.15650975582952,4979,28.876734278298528,5219,186.6421461763834,8074,10.890987699183125,12236,11.277433345352444,1362,0.1888485937065286,171,0.0,2,24935,0.0313627520550434,0.0571362247673054,0.0371066077530276,0.0293072226122624,0.0517194722594435,0.0241771293617244,2459,2459,2459,2459,2459,2459,14.746089919697342,14.466921694274514,40.07372598254739,25.084126798832106,31.66271525398449,8.68399007460391,37.88468896786787,0.4140769415061311,1.5966483610051916,1.1188028605066964,2.205531944495952,1.152918906796882,0.0099227787671366,0.2850438220843851,0.0881975568797005,0.0,57.0,57.0,60.0,60.0,51.0,60.0,60.0,54.0
cypionkella,6.382107797468579,4.543953333333333,-0.5805560247259359,0.496146452537722,0.7515224921838917,308848,5.3408419698447664,502697,119.8487223316066,144325,136.02038929500802,237479,67.77581545081047,206154,42.36296336216125,93427,293.69147691135333,210893,21.24378175769387,267644,12.63014838495187,18458,0.3069436657911102,2562,0.5346354134570099,262,532040,0.031949296521057,0.0611397459167388,0.0463946907350549,0.030594270747154,0.0529188251996235,0.0208957353113595,32471,32471,32471,32471,32471,32471,8.470378522657759,12.359949941202434,23.98861323961509,9.852264594552596,10.040275792937344,6.0701799085878765,49.19018283618242,0.0796732899316016,1.312617259628667,1.448321139102165,1.5932635935137454,0.6133053876941312,0.1258603777592619,0.2658715630069864,0.1170482804010035,0.0240627730208832,1708.0,1708.0,1693.0,1712.0,1691.0,1706.0,1712.0,1491.0
neobacillus,7.928400448350015,5.549669228571429,-0.1767991986877663,1.1123092907045202,0.7456814868349165,465113,6.791166888610422,534068,126.56361970089291,66960,201.0398102674501,125935,131.67780094371756,95915,34.5100003043423,100381,382.4578781836284,125555,19.803559610208424,155381,4.568265836977077,12433,0.3260261230858745,3458,2.249362811751108,636,572204,0.0354251306864536,0.0589397100886402,0.0407525694222593,0.0315808973414826,0.0519331452289503,0.024753722228681,53872,53872,53872,53872,53872,53872,11.52133416384576,13.922751241456533,34.603387307074684,17.205822189401133,16.31161027150468,7.034708972633136,62.19943642541833,0.1793495357340124,2.0522015251493984,0.9202489078653334,2.3766440582712094,0.9057759801525476,0.1662230488190877,0.3178272573017776,0.1256231896448007,0.0365105260586135,4246.0,4259.0,4211.0,4294.0,4097.0,4243.0,4294.0,2903.0
edaphobacter,4.355446827764746,5.0511465,-1.1097431744654205,0.8068838909652554,0.8953737039609926,408369,6.073657214521663,431154,150.67094333280014,73376,207.8753318916346,131762,197.39892136024204,94736,31.38187274156567,115338,368.34300452906064,139561,14.484858948163232,140310,9.723079429089005,22565,0.1214622974080272,5234,2.847515226100336,390,482752,0.0316116239548958,0.0622406486215812,0.0406723655337087,0.0292601709445491,0.053204531089135,0.0252965560545604,56081,56081,56081,56081,56081,56081,11.490892243548815,14.54307378401725,33.94916969843193,17.10296684077234,17.248012636130547,7.488976148543207,56.9369524487454,0.1324648716392788,1.897499413039152,1.0726190493279144,2.124409452380546,0.8761388149317554,0.1506677710850815,0.3247678364256586,0.1307996683310355,0.0317884670885375,3151.0,3152.0,3129.0,3179.0,3039.0,3147.0,3179.0,2172.0
allobranchiibius,4.69485512919827,3.620985,-1.0211193176297235,-0.0693201871936806,0.5028489795270017,10657,4.518187954036198,11761,162.35753145453498,1429,170.2393423903642,2723,288.1652105291677,1433,26.46145663606588,1887,292.2202071278832,2936,17.18328925193417,3853,2.739484719579679,342,0.0283973096586731,277,,1,12334,0.0340111966558866,0.0668001904920289,0.0420408295575882,0.0333894577002718,0.0548991164711427,0.0217072699054399,538,538,538,538,538,538,17.011323471812133,17.264674624764577,29.98605638860126,29.596086350177057,38.65628013737748,6.394364890202813,113.59284173938188,0.0223863669515032,1.3980243464917943,0.7502337936257196,2.557576380548838,1.4300248864309566,0.0120897318482097,0.3351900710222494,0.0797702924244656,0.0,100.0,100.0,98.0,102.0,101.0,102.0,102.0,87.0
thermobispora,6.852697833715372,4.085982,-0.4576789359084445,0.2155653084175984,1.0654851421585458,106389,4.59232737254968,115199,142.789326225207,34263,163.50589809632467,44017,35.791727714567706,54507,32.8469225591447,34447,224.93801406744427,71843,12.45698310183922,61296,3.805286634655405,21032,0.2320123086374879,225,0.120026038841578,16,120739,0.0339349702067842,0.057928457070084,0.0375434199270254,0.0314841299244057,0.0528139893849918,0.0218918261525772,5660,5660,5660,5660,5660,5660,9.868125015889053,11.447511690650185,31.976336999230465,9.018828207052348,2.840098904970954,8.066083727762287,32.33766015763005,0.3535466885920996,1.683878922889159,1.0802575315531182,2.328400949956124,0.6920407228244884,0.0107681778490582,0.3453433929082684,0.1054750803016073,0.0,94.0,94.0,94.0,94.0,84.0,94.0,94.0,74.0
pelistega,11.458209998434045,2.356389,0.7448793074143916,-0.8440887517393478,0.2227393292639162,9888,1.8075286195943097,9966,31.024976006212945,430,140.91200026977228,485,31.44123390423793,427,20.663422958179595,399,212.3140265412069,502,8.621889559519035,406,2.955503873255305,27,0.5337554834808783,12,0.0141421356237309,2,10334,0.035828058621081,0.0583914044412691,0.0401439710741824,0.0344616225470217,0.05356245763586,0.026510226077479,333,333,333,333,333,333,8.103173981313036,9.71130906775826,17.067889651121405,8.043070368483727,2.7440238094205136,12.647774131292447,33.92810325491525,0.0170782512765993,0.6666261892473744,0.2876645698759317,0.7812992841597716,0.8726664120193159,,0.3935089398149496,0.026606479697712,,7.0,7.0,7.0,7.0,6.0,7.0,7.0,4.0
rubrobacter,8.401713529474335,3.3326535,-0.0532110879584245,-0.2459696328413808,0.7493735716012928,198462,7.707721733925855,212190,234.07525992061085,50699,254.6381095893248,84953,168.5071477679828,55314,40.56385949627235,55296,453.2338351704125,87734,20.060313851834334,64826,42.5186880615951,7325,0.362247355083328,1232,0.1103117936813722,194,231128,0.0422170174640674,0.0554059247919425,0.0503639252337045,0.0371374734074906,0.0469444410820784,0.0292505724729077,21442,21442,21442,21442,21442,21442,11.484487311171891,13.616088776467144,35.472846271880165,17.34536966352814,16.83412703649825,7.520232175722582,44.84489978787004,0.1736987811273525,1.7941752613773554,1.0195095665991405,2.345132386245719,0.8510513745249734,0.0145680143763189,0.3153619271479531,0.1148932086165054,0.0005205235263972,1710.0,1718.0,1750.0,1788.0,1688.0,1763.0,1788.0,1240.0
arhodomonas,6.02648111131325,3.9824235,-0.6734147096422091,0.1521190612434003,0.9751434543923488,587,6.706119037205668,1124,35.31085286682404,187,250.43261261153103,556,35.876103549577955,199,29.41625611435436,393,470.80428392048543,481,16.263436355740165,584,18.47011506416888,37,0.7010364967620086,24,,0,1382,0.0388410163260126,0.0487943906093566,0.0456937646126714,0.0395626992572761,0.0483535754638159,0.0241271310647232,368,368,368,368,368,368,21.178912236689868,8.171907582040546,39.72810717867138,40.90405416409018,58.35834457001313,9.16556053932328,24.219954097202333,0.0309838667696593,1.703929498334399,0.8291259882621969,5.263429183023733,1.8765758084089976,0.0160356745147454,0.438856887432633,0.0801968167184004,,17.0,17.0,17.0,17.0,15.0,17.0,17.0,10.0
nocardia,6.488347152576545,7.397877898832684,-0.5528155677081242,2.2446345380081403,0.975907438028738,568786,5.848311678617408,601886,140.5403043221777,99979,189.4167481406615,191595,110.96835749066932,175458,36.05514015406567,176816,304.1866422207178,261336,15.806010490996677,173916,3.407661429853886,75607,0.2222286056609229,4423,1.787111385961431,257,655627,0.0343135087395338,0.0578207043022665,0.0401042208638395,0.0307254024509781,0.0516786745857174,0.0252317913291169,57426,57426,57426,57426,57426,57426,11.346552115720558,14.124549782092378,33.64784391141688,16.576455308009233,16.678407845467277,7.492814735475335,47.53511127047142,0.1456456067758485,1.8605062440484847,1.076121081505464,2.205201733200144,0.8853284994666111,0.1254087965195671,0.3233094103112859,0.1517383557341121,0.0214861107061403,2540.0,2541.0,2568.0,2599.0,2477.0,2582.0,2599.0,1782.0
mucispirillum,9.17342490838224,2.289221333333333,0.1482926421328894,-0.8852397570305361,0.682154275375429,50854,3.688346698439066,52141,120.64176574240986,5630,115.23456637820928,9753,54.13507282739822,5788,20.86010762062793,6171,250.2258216940201,9881,8.890989598743497,46581,26.54227313471676,123,0.2566726221491808,175,0.1352417588370298,3,56425,0.0349610148791586,0.051875671941296,0.0430677256163271,0.0312240813605683,0.053261571797463,0.0243370612324613,2879,2879,2879,2879,2879,2879,7.380784515649078,12.505070510910166,25.447976158958745,8.809261460880661,2.8298069384624287,12.191282763322423,28.29994423764508,0.0136450059064181,1.0016593099454738,1.2263819190185743,2.302821611722298,0.5872515660756507,0.015363248737318,0.4343635814962305,0.0859111802794605,0.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,37.0
pelomonas,5.757982455591971,4.8628144,-0.7435231493141835,0.6915001709670342,0.7677613781559909,158057,5.787145074114847,192428,74.16679230250963,64615,157.29667842944076,84192,63.69895397863396,76806,28.5929383878386,25107,260.48239429744064,80154,11.969369876141236,95324,29.2360645196254,3741,0.4321461325599873,1873,0.3398328741232112,237,218641,0.0349852789209231,0.0594936699255137,0.0427619211983663,0.0323765255464995,0.0529110218399972,0.025037653645053,24827,24827,24827,24827,24827,24827,11.17305570253898,14.926210544756996,33.69239818333454,15.76629521514016,15.126142310246342,7.090872090743167,56.16688935580177,0.1254135462307177,1.794856911956226,1.4654594121007365,2.3054140157895997,0.8169261705483293,0.0889290680526878,0.2928729458804555,0.1238508870393509,0.0220616269711774,2391.0,2398.0,2354.0,2408.0,2356.0,2371.0,2408.0,1807.0
allobacillus,9.504874004340683,2.6302295,0.2348382484261856,-0.6763173756639311,0.7804436593688122,41181,2.708639042455636,41438,167.8789132798429,4259,398.5981268909313,2904,42.87353859722121,3998,37.3717541472808,2643,545.3391688041719,6051,10.0736332602887,39453,4.147844061772008,401,0.4879755871206376,19,,1,42521,0.0328186907310047,0.0497106496035461,0.0399779917491783,0.0278852848624676,0.0487977651574214,0.0267782319462716,1161,1161,1161,1161,1161,1161,11.00546331675315,14.01116437961982,45.572714907371065,10.435286057317224,3.542634106178114,9.92641913236812,31.61790598078288,0.5464942030602836,1.0374475052759096,1.4241182946343678,4.809356012863574,0.5301968826793043,0.0292326094378427,0.3010086267943737,0.0687380778837948,,34.0,34.0,34.0,34.0,27.0,34.0,34.0,31.0
diaphorobacter,10.44499378681662,3.542366875,0.4803155707505238,-0.1174864409644675,0.3305548834144701,22999,4.590903540164032,23112,49.979094603065526,4238,191.01763883116283,9416,32.18424937439785,3754,29.544489999971155,8138,435.2387533014236,8374,11.114031426382136,9227,0.6919505794459634,14,0.4997848279434103,12,,0,24109,0.0411987673677784,0.058205181624892,0.0480297844475672,0.0426476595701779,0.0531161652641042,0.0210630963125064,744,744,744,744,744,744,6.893185263205316,5.669975449496488,15.743055586063612,6.421216123578676,2.8202422700556427,3.927230972070456,15.832461499648126,0.0162921408939261,0.9482276221213022,0.5749800370623256,2.483001008437505,0.494474551384814,0.0036201399289824,0.1508914685928851,0.0638529694848101,0.0,68.0,68.0,67.0,68.0,68.0,68.0,68.0,38.0
serinicoccus,7.335561170429537,3.544377777777778,-0.3315971310633019,-0.1162544393935468,0.7911392696833635,41738,5.398029057183251,45626,196.37174039750812,15126,232.83904809143957,25005,29.834305306966247,16623,53.11084502058366,6346,394.5294908991149,25749,10.996722696131735,20175,9.70766005288839,2570,0.3414490922457162,198,0.0448690906317216,17,50587,0.0354303748781382,0.0570068620449258,0.0432567733642969,0.0321525737135855,0.0520437421254988,0.0244243264733032,4117,4117,4117,4117,4117,4117,9.753367763782933,11.357307952852508,27.11632345180661,12.249390185167048,4.916040336658776,6.045525161308407,36.14306826594255,0.0194530609010916,1.4206439865020506,1.123449027805803,1.9114249140721629,0.7838676857676038,0.0059142395384235,0.3221635394064769,0.0766418190092891,0.0005345224838248,114.0,115.0,111.0,115.0,113.0,114.0,115.0,78.0
providencia,11.634820365068204,4.469342746031746,0.7909945373076446,0.4504354605501152,0.402576790891189,48223,5.806393927965743,50223,90.73255739943706,2742,150.72236156647884,9459,52.525461251047226,2953,21.679794492972302,6699,324.2341702441452,9401,14.798151673137395,15730,20.582976836808264,211,0.7082649663128803,237,,1,55784,0.0364654837217041,0.0588075341490645,0.0410161294605952,0.0340269872563949,0.0529884277077836,0.0228421711655153,3072,3072,3072,3072,3072,3072,8.852536446331943,15.244603465505255,31.472349488717164,11.605753888217365,3.3682489027892437,7.079865559471325,54.926693784068206,0.0204391877047885,1.7333840346980969,1.463636307515017,1.8299670383030688,0.4436013121327236,0.0053465744721137,0.249096552210401,0.1124523856482925,0.0,152.0,152.0,151.0,152.0,150.0,152.0,152.0,118.0
cardiobacterium,11.21271096973453,2.5863504444444443,0.6807763650854173,-0.7032003587560787,0.8267911754168462,24919,6.496953880550729,67926,70.30188195202172,11913,153.97147612045086,21139,33.32516139072422,34213,85.71879526328078,13086,353.0599116454163,16978,12.622757724299651,37430,3.4379774027668484,885,0.5633693629426267,119,0.037253315608272,7,70938,0.0374065561138922,0.0576083065823765,0.0474798098170739,0.0358802263465224,0.0520811089490773,0.0234259636643811,3567,3567,3567,3567,3567,3567,9.961857504608927,11.542178344231152,28.295339192940837,11.83566305167553,3.8383679476726,9.320656189790444,35.39719888753227,0.0242825474520858,1.1296548874491603,1.0501472767111577,2.855314691540806,1.1547241981773002,0.3872345173516578,0.3639494505558606,0.1848081139855365,0.0571635081731926,139.0,139.0,136.0,139.0,139.0,136.0,139.0,88.0
zunongwangia,4.952682309061244,4.2401266,-0.9537973370534684,0.310003682787331,0.9366943361190448,1499,6.3350919414481455,34816,22.087941108004912,23619,71.81728043821542,28454,74.92205227940899,27329,26.126066835237182,2128,125.75695385352032,28195,18.179013229730945,6886,21.649131941539565,185,0.2444286486873502,160,0.0492534354223225,37,38149,0.0412378978283672,0.0534027766405846,0.0498282740281278,0.0415099965543528,0.053720583808985,0.0217257545021594,2613,2613,2613,2613,2613,2613,11.192498311517904,15.13920234080135,36.07471174127974,9.538587117941756,3.654481577976929,7.338404397325653,39.44499088758168,0.0213600093632938,0.6616688987409753,1.5426235327506428,3.0004417418416494,0.5390050942545463,0.1564514651211119,0.2106072085593175,0.1423128749157884,0.0266680021033135,559.0,559.0,491.0,559.0,559.0,498.0,559.0,400.0
acidaminococcus,9.788965880954937,2.247428407407407,0.3090182778918968,-0.9108446499985614,0.4357662050394419,112405,4.992344706754933,133698,51.87655598807663,34442,173.50449192893402,48210,54.74312191602277,43323,25.735818703865995,28368,467.0348207860293,39159,15.898769532686282,56021,21.90392639998019,548,0.2353826569335543,166,0.4472910932491278,9,140622,0.0302071644044943,0.0593941392808569,0.03989664979235,0.0290192185450307,0.0559437807184131,0.0216435384984547,6267,6267,6267,6267,6267,6267,9.212015113009576,13.182491148793098,32.512829007422226,7.278484597498448,3.717029496685053,7.5464416684835856,36.51359965441206,0.0173071341267047,0.9020252382637456,1.370694053516681,2.2481695710869425,0.3588916894152693,0.0130548882617539,0.2449416546771297,0.0727684609477032,0.0,234.0,234.0,231.0,234.0,234.0,231.0,234.0,196.0
desulfonatronovibrio,10.998531826936008,1.90934575,0.6248514463123679,-1.1179746861344668,0.3109403450379677,883,3.3806523040671568,964,39.65214679269066,302,136.62658019036098,316,13.11591345981624,305,14.283417233964954,306,284.236386232868,317,11.193856081725691,315,0.0,2,,1,,0,1004,0.0661482807329076,0.0499242081518116,0.0601093845538156,0.0561345581541956,0.0525711652108256,0.0280430465243602,84,84,84,84,84,84,7.55005518743627,6.150609725872712,9.589577675789482,0.6507175526550162,4.927473997901967,2.775487945088815,23.10461714318879,0.0115470053837925,0.6091797764207213,1.2290414964516048,1.1992914574864613,0.060277137733417,,0.1961453542656567,0.0692916541391048,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
butyricicoccus,8.812620523463305,2.4964197586206898,0.0540819937200661,-0.7582973765896617,0.334526548199732,55255,3.661663077187847,57663,139.62810787590377,3421,215.6348629511336,6605,267.69630823732285,3408,23.528469872636897,4299,545.3085691861462,6406,4.640197430536309,50699,20.11266326229245,216,0.3013194136055689,132,0.1477881366461237,3,60566,0.0451386908122802,0.0572560085271414,0.049253517829356,0.0425514038298363,0.0564523866548111,0.0228212874499582,2266,2266,2266,2266,2266,2266,8.716376668216112,11.559454130623118,28.062362370587795,6.987984695247271,3.770439457807828,8.148237090117572,40.32957007237025,0.0173171896528063,0.6917330745776484,1.2781335792727797,1.0081317216050254,0.4569245741314234,0.0096377059248594,0.2835252709745357,0.0878693244643327,0.0,45.0,45.0,45.0,45.0,42.0,45.0,45.0,30.0
pyramidobacter,9.644155993117732,2.3848639545454544,0.2712065605182392,-0.8266432595357628,0.9173889686420788,2521,4.392818807839557,2571,99.2670078925812,686,125.59228215199911,584,37.01409729550359,688,19.816747904360835,489,180.4962069953155,980,14.639954598173174,827,5.023107398608205,17,0.3024214183646956,15,,0,2896,0.0264794668604379,0.0447184328115443,0.0336905112991391,0.0268081801590678,0.0501162754677726,0.0281316240427401,500,500,500,500,500,500,9.77752524926425,7.376219296571322,26.42038917740831,5.200190968715583,0.5627314338711378,7.485003525568827,16.362686209788418,0.0111269728052837,0.6477675337478545,1.053131639444946,0.923387483370034,1.0598126144643578,0.0070710678118654,0.1910881849943748,0.0612352022941053,,9.0,9.0,8.0,9.0,7.0,9.0,9.0,7.0
trichodesmium,4.068844446167982,6.635790666666667,-1.1845787289528111,1.777733463733158,0.9113299489937128,2269,8.146931055919964,10145,59.24085512843976,1846,176.6382852772549,3769,69.29927467613338,1880,19.862735714596063,1381,267.7053584823682,3519,14.544059568904196,2410,5.4718321975035416,87,0.7122610720019662,67,2.5329916436235367,6,12643,0.0424086289579377,0.0600585862012101,0.0575357268617797,0.0514328064918632,0.0508513763187548,0.0227592102925063,2066,2066,2066,2066,2066,2066,10.658414590291487,12.587515662807853,32.599172254243335,10.665257042632506,3.4329011818869546,5.955312905722382,31.376787980287084,0.0205617618446654,1.447422176110574,1.278183827642323,2.4805816687476288,0.699569398816447,0.1206350240011712,0.2015199485713886,0.1002972877439793,0.0218020313601409,495.0,497.0,439.0,497.0,496.0,438.0,497.0,320.0
oryzomicrobium,9.886363315377814,3.54023,0.334449996114463,-0.1187956207945186,0.5211632358713001,11166,4.187774849864272,11817,136.7270811934489,3570,188.7900351112072,4545,49.54662381512134,3398,25.970442439947032,3660,393.4431702131793,4237,16.058374461261227,4312,26.3352610311616,277,0.1487660252999362,327,0.0,5,13061,0.0310492304240225,0.0548936711868924,0.0307628390680348,0.02467204425951,0.0497302396939353,0.0225354095213751,1999,1999,1999,1999,1999,1999,7.9707528504217375,10.651493359005691,20.44319203669893,6.318232647225105,5.068287441926016,4.699830060481187,43.14974523429381,0.0146273984123536,0.4484566963724626,1.27344753289942,1.3998545395252942,0.2467999912687107,0.0080637851249814,0.2172292455676033,0.1049571818650951,0.0,57.0,57.0,56.0,57.0,57.0,56.0,57.0,51.0
amphritea,9.254230618521396,4.3223474375,0.1693920485311204,0.3603771777577547,0.7632002997305006,8338,7.321471951501267,69643,69.23473956041778,22630,148.88521208105718,33163,92.58694014964288,29970,29.64113142590704,10971,339.4955613046328,31949,13.033905312203926,25356,4.429013594840885,385,0.2554244223448355,289,1.538047060672448,20,79760,0.0373280809378804,0.0596695686421248,0.0469763890511287,0.0383542946358091,0.0525205344590197,0.0219474689325208,8283,8283,8283,8283,8283,8283,7.361295665837118,13.264950539810432,22.824627262810232,7.2948041246485085,2.5566598012059303,6.206082512730117,50.88004251783783,0.0141531296104233,1.1496746857811089,1.5203160636157007,1.5757607284890216,0.6336920493161069,0.2747380209080103,0.2216994217057711,0.1089507579961714,0.0547722557505166,891.0,891.0,872.0,891.0,888.0,879.0,891.0,775.0
coprococcus,7.256075831504806,2.7563107751937985,-0.3523517716176134,-0.5990723040379047,0.6775094866090017,47621,6.177884515554507,54835,94.01686240028886,17355,109.69011369648103,31726,39.67640334114986,19906,24.055927304168144,15592,390.87626503506334,24700,13.628810794639897,31291,16.961878100449308,691,0.4335085407278186,181,0.2987608286360056,11,64267,0.0333680613131232,0.0587027190484303,0.0398887813163324,0.0319075306062523,0.0562024259504885,0.0209508829094031,8022,8022,8022,8022,8022,8022,10.249754929559668,12.459557487365366,27.720771423680542,11.930075861739857,13.51535745406786,7.197728124806631,36.181817696707725,0.0198445753624193,1.282513925604766,1.3310162058150774,2.0270663466949843,0.5575869734277572,0.0123001454082961,0.2526913278014154,0.0842701444618867,0.0003415650255319,304.0,304.0,299.0,305.0,303.0,302.0,305.0,251.0
guyparkeria,12.441065468899746,2.491748,1.0015154655072822,-0.7611595805824434,0.4434051652340099,47054,4.784229768436505,51401,27.61671260673576,11063,163.22408520070218,13878,224.3713060883373,14063,22.21163165139637,14421,368.7089746553288,16662,12.957049249487556,15353,3.020171930858514,3043,0.6101237573117255,110,0.0,2,52648,0.0477428703315152,0.0522433428333915,0.0584836122783792,0.0499335536556787,0.04944782725774,0.023858086202498,2195,2195,2195,2195,2195,2195,9.503544763260315,11.78189632384853,28.950726257685798,9.186811631989569,3.068598348216478,8.568684038628462,32.30381932462084,0.0191658842345953,0.6684822109478138,1.352450243734021,1.97262911714362,0.7479212258711128,0.0320665069748049,0.2739766656006506,0.0743966603235161,,72.0,72.0,60.0,72.0,69.0,65.0,72.0,43.0
lysobacter,5.098670324812934,5.295498292682927,-0.9156779953842744,0.9565886881187432,0.9510830659654316,1144594,5.925153722588118,1296806,157.61233638748544,238970,189.4302024577954,439299,77.47320626526268,412201,36.35234012355642,369155,313.0888207712608,561042,19.979437382798203,424575,7.93093932100384,150459,0.3032058857480421,6022,1.400442283723328,421,1397487,0.0349332297643677,0.0576741767465679,0.0412022496482783,0.031736481611446,0.052662741976129,0.025558524317534,99645,99645,99645,99645,99645,99645,10.427798390146142,14.559509996170927,32.26436861349592,14.475052926813468,13.725004462466142,7.382560899160405,54.377394632720325,0.1577241620459848,1.625304320336921,1.2966286312099615,2.1584543795687505,0.7957734854731372,0.1379611275310431,0.3044160296807945,0.1335964025582548,0.0265528707497879,3527.0,3532.0,3575.0,3618.0,3477.0,3597.0,3618.0,2631.0
angelakisella,15.993108823657304,1.875807907692308,1.9289995029237224,-1.1385220118754067,0.3259402983841952,9723,3.0957169040547345,9999,104.87113180948984,894,143.80593730778145,1197,260.85786966813413,1000,15.046651029203076,841,181.69036593781567,1101,5.562480532814921,9169,5.7361725879011125,42,0.1469999999999999,4,,0,10316,0.0495138076538719,0.0637160522743254,0.0498643834485964,0.0437072423275471,0.059860757338741,0.0194018723544737,387,387,387,387,387,387,9.26601573595942,7.445324515617647,24.447183107768502,6.760538510531609,2.299275248130738,4.9192527500675975,20.900797432952967,0.0081649658092772,0.9103113020646656,0.1376963533078698,0.1897366596101027,0.3878757778562862,0.0,0.0692693156833391,0.0813812310173836,,7.0,7.0,7.0,7.0,6.0,7.0,7.0,4.0
agrobacterium,11.042533959974376,5.433535474509804,0.6363409671119098,1.0411586766510006,0.8403238943734842,494561,5.291289235103606,558901,120.45412356449296,64972,184.63912304318828,130590,89.68084613628199,128650,34.84403517258894,116341,325.0379372474835,149591,16.22175215400415,159769,5.050315444397021,35908,0.3342280169487621,3944,0.3379174398258083,296,609704,0.0336045794537959,0.0612214440049685,0.0404534442362668,0.0304420750319479,0.052635907606561,0.0247701351862902,51955,51955,51955,51955,51955,51955,10.717771453532515,14.34824433308911,32.2112983983237,16.116083480760924,16.79391589577066,7.161717284797733,51.57095068937189,0.1278654956942187,1.7965387697776958,1.1544912790650543,2.2186401270963265,0.8027481314782283,0.1824170769315563,0.2871132787290326,0.1242940304697122,0.0364519423574847,2514.0,2522.0,2511.0,2541.0,2459.0,2525.0,2541.0,1743.0
escherichia,11.746572079235,4.767348263157895,0.8201743419135781,0.6330117985509595,0.8955508282889437,51560,5.976033273311235,58266,331.79115476624656,10766,327.40379859474825,24794,53.03462309923285,15289,46.09125861691,16918,577.0613623537773,29625,14.285352683361657,21471,5.323493213425523,7012,0.4780227473068989,681,6.007074680952905,11,68410,0.0290984613173637,0.0545728637651484,0.0374872614876148,0.0259420786749792,0.051610946835709,0.0237807405805587,8637,8637,8637,8637,8637,8637,9.340473130210649,14.021317074794927,29.77258576894315,9.004453980254755,2.9979401884405754,7.473325810286608,35.56832491597965,0.0282835746162721,1.447664556004042,1.3850516151205283,2.008641188651961,0.4692018257664939,0.4730861393707391,0.2784801982946467,0.183995549834099,0.0485250613492385,302.0,302.0,295.0,303.0,300.0,302.0,303.0,202.0
anaeroglobus,22.06972364305191,1.6311939642857145,3.51568150075687,-1.288387418535701,0.9040830751071172,1588,4.875614204013649,1688,50.84383495796844,374,143.97705810462452,501,78.48981312010099,432,48.30846866960992,355,324.5723483385352,477,13.462780143641812,494,1.2037773880581075,5,0.0984682690007293,6,,1,2281,0.0412544873053468,0.0474712959511075,0.0501057304751444,0.0355775947401359,0.0509678951807137,0.0267481279434005,366,366,366,366,366,366,2.34040594769369,5.849786320883865,15.441538495600463,8.14111649454654,2.578813249884097,13.552746749070629,15.330443568272903,0.0150594061730771,0.8864504748966207,0.648301434519468,0.6647138064193073,0.4922905646059042,0.0070710678118654,0.4934670708365452,0.0308873400890684,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0
