genus_lower,ko_per_mb_primary,mean_genome_mb,predictor_z,genome_mb_z,pH_sd,pH_n,temp_sd,temp_n,georoc_Cu_sd,georoc_Cu_n,georoc_Ni_sd,georoc_Ni_n,georoc_Zn_sd,georoc_Zn_n,georoc_Co_sd,georoc_Co_n,georoc_Cr_sd,georoc_Cr_n,georoc_Pb_sd,georoc_Pb_n,georoc_As_sd,georoc_As_n,georoc_Cd_sd,georoc_Cd_n,georoc_Hg_sd,georoc_Hg_n,total_n,PF1_As_sd,PF1_Cd_sd,PF1_Cr_sd,PF1_Cu_sd,PF1_Hg_sd,PF1_Pb_sd,PF1_As_n,PF1_Cd_n,PF1_Cr_n,PF1_Cu_n,PF1_Hg_n,PF1_Pb_n,Cu_ICP_MS_mg_kg_0_2_sd,Ni_ICP_MS_mg_kg_0_5_sd,Zn_ICP_MS_mg_kg_0_9_sd,Pb_ICP_MS_mg_kg_0_1_sd,As_ICP_MS_mg_kg_0_4_sd,Co_ICP_MS_mg_kg_0_1_sd,Cr_ICP_MS_mg_kg_0_5_sd,Hg_AR_mg_kg_0_01_sd,Cu_MMI_ME_mg_kg_0_01_sd,Ni_MMI_ME_mg_kg_0_005_sd,Zn_MMI_ME_mg_kg_0_02_sd,Pb_MMI_ME_mg_kg_0_01_sd,As_MMI_ME_mg_kg_0_01_sd,Co_MMI_ME_mg_kg_0_005_sd,Cr_MMI_ME_mg_kg_0_001_sd,Hg_MMI_ME_mg_kg_0_001_sd,Cu_ICP_MS_mg_kg_0_2_n,Ni_ICP_MS_mg_kg_0_5_n,Zn_ICP_MS_mg_kg_0_9_n,Pb_ICP_MS_mg_kg_0_1_n,As_ICP_MS_mg_kg_0_4_n,Co_ICP_MS_mg_kg_0_1_n,Cr_ICP_MS_mg_kg_0_5_n,Hg_AR_mg_kg_0_01_n
micromonospora,6.997251297625287,6.716923260416667,-0.419934174108134,1.8274402342729623,0.89785854443373,318878,5.891838341796284,330187,178.3992006789464,58261,222.23406945261064,112224,100.9974605734927,87868,38.11130332872305,82221,355.7098830431147,138937,15.676932843318406,95433,3.339630945333373,32834,0.1470861488588475,1674,0.3447163689405367,235,358772,0.0346552512321976,0.0572160502390078,0.0402007649707137,0.0308169612916474,0.0516955297828949,0.0259954414659283,32387,32387,32387,32387,32387,32387,11.622920508715348,14.356858738939312,34.02330042971486,17.33450744679061,18.41571443478316,7.367815864874194,56.805513940502514,0.2037123913610439,1.8603958993119856,1.0488437171680398,2.136797172076377,0.9191433656329392,0.1017636647808187,0.3267052892124434,0.102729617397773,0.0197728323201099,1955.0,1956.0,1958.0,1978.0,1872.0,1971.0,1978.0,1343.0
extibacter,4.021627234043104,3.9784890714285712,-1.1969077481013175,0.1497085905661301,0.4543824541442444,42,4.573817083830368,44,95.8399707846366,5,102.42795606771875,20,38.88187238289844,5,,0,222.1979804869241,22,4.269912748668593,19,,0,,0,,0,99,0.0121138158381848,0.0652889090241789,0.0116428087633089,0.0126758840888083,0.0586729376222856,0.0141136536548609,21,21,21,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,
alteraurantiacibacter,7.067744686204505,2.829757,-0.4015274470159526,-0.5540746714624426,1.0336199285935193,9264,4.613159440829275,12831,384.5187952123215,3436,202.34804253072969,3876,159.17023273601515,7177,28.67634623973071,4289,300.2075113720651,6005,15.022567447092383,5281,2.498508327510834,2296,0.139507034672294,101,0.0,11,14360,0.0358494098172017,0.0573216375586876,0.0413961833526186,0.0327006000831077,0.0519280487866113,0.0218741093745401,1883,1883,1883,1883,1883,1883,7.193933497885919,13.07524440060262,22.96707428997833,6.276188423357002,1.7652771383896129,6.360901589103956,52.50328541129422,0.0095172537075805,0.5416765187017768,1.483213255219235,1.0393722370322775,0.7893719782936173,0.0143661600513793,0.2152870087494618,0.1112599263902846,,224.0,224.0,224.0,224.0,222.0,224.0,224.0,179.0
arsenophonus,8.95966408774228,3.459951142857143,0.0924769526360096,-0.1679793402685153,0.709226624468,12806,4.625969495488312,14430,191.80638640980115,2920,238.5498076363801,4854,44.19101338121523,2757,39.59441484066657,2646,400.4578380738175,4888,16.90569891518423,2258,60.46202624247545,342,0.472209790705705,60,0.1460696181049753,3,15868,0.0337430286339366,0.061468913719805,0.0391249276133062,0.0318598693926423,0.0524375868929813,0.0212865012550551,1559,1559,1559,1559,1559,1559,11.59070857422122,24.00027672399389,26.909336072536117,9.176166746611363,2.8560964307434413,11.43867369120885,164.80797405808772,0.0167091412795167,2.010152815940704,1.1660184549884864,2.466234339672899,0.4826531097902964,0.47660873088199,0.3604362600637044,0.1156987467520715,,45.0,45.0,44.0,45.0,43.0,44.0,45.0,30.0
oxalobacter,12.605056275920155,2.062664333333333,1.0443355666726446,-1.0240423799059624,0.6581648337441903,24553,5.107196703438618,29580,69.22887623519676,5259,165.1912133397996,8355,47.254677507035744,6593,24.16159209491333,6829,352.65868007177056,8313,15.994020746045662,9497,28.98756418009729,407,0.0865344068345934,432,0.118391360688668,21,32665,0.0341498093347317,0.0583961964599365,0.040073670265157,0.0307987035162663,0.050855165939189,0.0249048169340604,3426,3426,3426,3426,3426,3426,8.55510857749222,10.062789283719274,27.66455044532927,10.134771054923334,2.839753126473257,5.358648190685078,36.00065182329822,0.0197674568697437,1.835752296300922,1.0827858464454814,2.36618876813377,0.4718365897658431,0.0120956776874721,0.2035368882187777,0.1074392478611601,,109.0,109.0,109.0,109.0,108.0,109.0,109.0,88.0
egicoccus,6.039548473290223,3.973807,-0.6700026539789379,0.1468400683188555,0.9117768641957056,29625,4.975918208229483,36721,31.86223455563069,11336,134.3011682306625,17568,99.5314988810352,16774,26.116663553464107,17162,223.45895185152725,22113,16.432017257455026,18031,2.515877473841184,3567,0.8955256880242554,93,0.0058248237251071,8,37867,0.048434764344255,0.0505690885856489,0.0558678286312334,0.0425495848987576,0.049490996556244,0.0263256325138923,1908,1908,1908,1908,1908,1908,9.532073368822669,16.036736594752146,39.05377686466391,15.353043893736311,2.861917545905474,8.17570597946464,36.50886703747915,0.023022955873978,2.127934048466201,1.5442777182912746,2.347771982086781,0.7640304515293862,0.0110813220747675,0.3428494536952912,0.1057546296862704,,86.0,87.0,85.0,87.0,87.0,86.0,87.0,60.0
virgibacillus,8.667290652460082,4.384299722222222,0.0161345020784613,0.3983329222837219,1.0247561724883694,165542,5.269807122532815,169342,108.797389772794,22728,239.88164698946255,36693,79.92277377010109,47586,32.04868871402946,48183,368.6946411969264,64043,12.78406330275099,101236,3.355804491769813,25484,0.3305258277505192,830,0.0841086959075738,12,180678,0.0342220459818252,0.0538846742016142,0.0394632125744812,0.0309231466148966,0.0512269021725377,0.0261339258242421,11526,11526,11526,11526,11526,11526,9.552751426829293,12.07917776912698,33.02276541412798,12.76138033767321,2.498774741836028,7.685703764519541,30.357945647581307,0.1921815888601366,1.6294512232424094,1.0253427474103536,2.16623728355704,0.573141874487297,0.009519702450307,0.2984100284169493,0.0836121764504062,0.0,377.0,379.0,386.0,388.0,352.0,388.0,388.0,253.0
rugosibacter,12.08020882131363,2.3178407272727277,0.9072911706423408,-0.8677057724531758,0.7715318713454259,53870,5.065634813732864,119610,109.97051259518943,28380,172.89389071136037,42095,82.64360825380469,47750,30.12448452165881,24345,326.29428965912325,40097,11.386580536968086,57758,12.56388497435486,1870,0.0900846573809164,789,0.1321572218529081,12,128388,0.029522840762198,0.0586710177956383,0.0375349687921804,0.0282788465344721,0.0540717169595268,0.0206092724018642,8499,8499,8499,8499,8499,8499,9.391005935235334,11.887888902895815,27.309235848496535,12.753845541576323,12.812700599149728,6.0010730205819405,42.851832376236175,0.0187925934389473,1.1238494276394648,1.22985284695033,2.4439524872126386,0.7630973650321252,0.1606487964293023,0.2920300454809938,0.1019123915645136,0.0216274737093267,337.0,339.0,329.0,340.0,339.0,334.0,340.0,260.0
francisella,12.03011475660438,1.828743985,0.8942109684187656,-1.1673562386373193,0.8462431512338574,10693,8.34488283913966,70169,44.088405992689495,41777,113.13920210663127,51530,150.4211964623646,47872,26.73479106763992,7698,185.63095020903395,51305,19.135277113529632,16634,0.9641475076748915,949,0.2059435632143949,593,1.5804380546052552,10,78421,0.0394306120161407,0.0569620561334837,0.0493299030231516,0.0397372131258275,0.0526671161331767,0.0245381499628612,6648,6648,6648,6648,6648,6648,11.301739853430009,14.096739729796589,34.97281004508211,10.567205251777803,3.5461640606003644,7.234590642130207,39.640842846602,0.0214369270648158,1.2295571289762992,1.4971008585221326,2.6981226422772786,0.7109828595355308,0.1300608800545944,0.2941324557826963,0.103649221032035,0.0235307058467666,939.0,939.0,837.0,939.0,928.0,873.0,939.0,621.0
entomomonas,9.94148532117098,3.3194235,0.3488430581853586,-0.2540751369778317,0.4475462707518504,2466,1.716938831674914,13216,14.56735317635994,10189,113.21211962130609,10532,11.962387652813574,10362,34.657650235299144,386,197.64998949337996,10486,10.081349856790942,1007,5.018568726617997,16,0.0767121823258936,58,,0,13522,0.0469815517309605,0.0511973305979518,0.0534358574869611,0.0415717164854358,0.0540882246880914,0.0221282830668611,278,278,278,278,278,278,9.387681898561082,11.69771039868181,18.5443435734843,3.923169045190744,2.818687637891081,4.510859911686146,36.95690298944744,0.0111269728052837,0.5612342902669335,0.0290959005458059,0.6498076638513892,0.4356910220175149,,0.074893734241066,0.042515333368428,,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0
geminisphaera,5.325628339560559,6.3842232,-0.8564163493910728,1.6236079050284622,0.7509216713831035,452,2.957304372206148,3287,15.748987858464425,1032,103.31488974535031,1419,33.769558045639656,1541,8.756997601702157,1041,124.11760699381652,1090,14.284692919448103,2407,10.723960711105452,3,0.0286820850009199,5,,0,3482,0.0427157544039629,0.0668660506595033,0.0468134950607785,0.0376364489723242,0.0468355831398649,0.0279824988682138,246,246,246,246,246,246,12.285926908459126,8.988437016522951,23.897008180941818,6.904661468891867,2.0574255758107025,5.789386841453938,22.634258694878135,0.0189296944860009,0.7257547795226705,0.9415987822138824,0.678724293558634,1.069498324761038,0.0,0.1165997427098362,0.0154369686143361,,6.0,6.0,5.0,6.0,5.0,5.0,6.0,4.0
acetoanaerobium,12.792821009991089,1.8760522,1.0933633448407454,-1.1383723435223831,0.5559138727519589,127181,5.586413162780093,146511,81.62020396390437,45881,118.4871516301018,102304,47.55422550287967,52842,22.38618872602111,35664,293.518907552882,81042,13.883892465758024,96483,17.42870075538771,1147,0.6542389516405468,547,0.1314691720409878,15,157293,0.0362500089938106,0.0620340825620022,0.0450984869096943,0.034317214302638,0.0546743912100137,0.021138047590111,9239,9239,9239,9239,9239,9239,9.198991886207455,12.240154307037358,29.666625806643687,7.320078934807148,3.7229250736123647,6.827031601935584,34.82449185148657,0.0185891279745661,1.1042246993845104,1.359103847226842,2.142013518464561,0.4485254362778214,0.0099700258193074,0.2836555360387067,0.0754458273402619,0.00028810406552,326.0,327.0,322.0,328.0,327.0,325.0,328.0,269.0
helcobacillus,12.457611031962026,2.5687108,1.005835724045168,-0.7140074797696816,0.6534658242285497,1552,5.5500203428691,1844,27.198439024538114,106,110.09486577826144,382,26.938714370489976,358,25.70098719841153,132,215.22233018355192,389,11.629890883863911,891,9.294577272080032,4,0.0702376916856849,4,,0,2015,0.0378024419613816,0.0611987164000089,0.0475721396028653,0.0347652129365898,0.0512072905402601,0.0227346047675644,207,207,207,207,207,207,1.0692676621563628,6.972087205421345,24.336460986210245,13.43499286688807,0.2121320343559638,17.502666463523017,18.591754444735265,0.0173205080756887,1.2349223997212673,0.7347600515361007,1.0554777749120696,0.1026320287889376,,0.5938218026759654,0.0440945952848343,,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0
sneathiella,10.095950390102317,3.5657861428571427,0.3891758670685492,-0.103138370481571,0.9823208628426802,62286,5.955672458181785,82673,80.10496363272374,15365,169.07402076118953,25262,39.52678660619036,64405,21.60316000626795,55003,174.74816475504878,70118,16.125421612580958,12985,1.3874583070132085,46651,0.3062921086042933,542,1.114122825837722,20,91622,0.0356005302520523,0.0536240818103821,0.04555750061109,0.035940961763188,0.0550007221722552,0.022270638134828,6085,6085,6085,6085,6085,6085,9.768689585557354,13.829435078874557,29.52355625503896,9.315328744022755,3.3035376748422727,7.121889587354505,47.042806068774624,0.0158743253790104,0.7708649865761793,1.4875751421617118,2.5941154429047444,0.882797286357047,0.0295100687197464,0.2838827529394504,0.1514520798478199,0.0004082482904638,482.0,482.0,442.0,482.0,479.0,452.0,482.0,354.0
pedobacter,4.124834518922526,5.5759812653061225,-1.169959003474497,1.1284296476653293,0.9637122613083084,944751,4.939695726145581,1087527,176.57703431409328,156122,205.09360198826093,268659,100.54068420642712,306242,35.444308132730264,266109,297.04127883976184,382696,22.50631541667784,276948,5.062607431050033,131048,0.2810961011651336,5239,2.413602699870728,411,1164277,0.0342635086795448,0.0587844533304974,0.0423704069696875,0.0311338333621784,0.052748347639383,0.0256678818870292,82067,82067,82067,82067,82067,82067,10.666464331323612,14.243514780572726,31.539815561898383,14.63656525078476,14.305600845745367,7.391765312735164,46.55680903702326,0.1384983463791249,1.7725179009085184,1.2521260070583808,2.131090265895473,0.7881810500223863,0.1359175342044808,0.3061150358385589,0.1256996048811082,0.0264186624550879,2692.0,2696.0,2694.0,2741.0,2623.0,2713.0,2741.0,1965.0
muricomes,6.955792930338163,4.744247037037037,-0.4307594850730619,0.6188585798147767,0.7061869430852081,532,4.05982146582919,544,42.950547385120736,66,103.0524582056064,85,132.88691040336786,66,22.93993511564897,177,136.73540509416725,82,8.918226618600333,72,1.8155314334830208,19,0.25,4,,1,767,0.0318880604191441,0.0484200893972512,0.0372587438666004,0.0286816952019764,0.0468113148797833,0.0268994397683484,161,161,161,161,161,161,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
komagataeibacter,7.958031722211734,3.7697763777777777,-0.1690620933739334,0.0218384770577172,1.0599208545011445,7045,6.904923762389176,9744,224.1177205168149,1773,340.9883952997657,2189,79.31754606919652,3680,46.28458806597733,3178,604.8385334587488,2186,14.13512351722488,4301,12.51634053115756,275,0.0953873598575873,90,0.4587560820928076,8,11462,0.0361244873288722,0.0618847895113678,0.0424864251941476,0.0352234232170865,0.0531481766600464,0.0225110912934927,1298,1298,1298,1298,1298,1298,13.145139735929744,14.462863401452266,28.68638654117694,20.760647146100084,25.959705767389032,6.994110336881061,46.14590638195884,0.0208923724854353,1.501567744610418,1.132724035594428,2.586094604093764,1.2796654571094763,0.0152937341772618,0.2778833088426387,0.0998798367538325,0.0005,157.0,157.0,153.0,157.0,153.0,156.0,157.0,115.0
microbispora,4.589910982869195,8.4968968125,-1.048521579037976,2.917960490447152,0.9130816833615556,330984,5.377892294994246,340811,152.58079280922777,49368,199.3428424737982,114726,124.76976445562356,67526,35.83232857687536,73683,297.61814431430736,128752,14.037107308389247,100557,3.7701115498415287,19811,0.2458017210996556,1716,1.7198392265623936,143,368600,0.0339034246647769,0.05443085890118,0.0373140351221468,0.0298051083522803,0.0500283326825342,0.0274243915906779,30611,30611,30611,30611,30611,30611,11.993265195520523,15.689559929219708,34.73909585302718,17.977760956664092,20.30329296846981,7.834483779993989,68.35020149881174,0.1873098950535246,1.8677668090989896,1.1509357126085096,2.1178223826498885,0.940675830408563,0.1644236886366613,0.3348402848743838,0.1515432446318362,0.0287029896728827,1471.0,1474.0,1482.0,1493.0,1401.0,1492.0,1493.0,1066.0
propionicimonas,10.169083712943507,2.9501183043478263,0.4082719148258432,-0.4803340025085557,0.7691200343375512,70405,5.462391202279576,109008,75.61468118466604,24679,168.81601383989593,40566,42.22130985312413,51399,60.26643327923246,29474,354.3933037398762,35465,16.613049407273408,62210,2.5006636532579054,5302,0.1158719382033709,454,0.0105390761607814,28,119066,0.030288399431306,0.0602453975441927,0.0392903868542134,0.0278005868146443,0.0549070861432117,0.0206897987772403,10828,10828,10828,10828,10828,10828,12.31092131562049,13.942056266284323,33.311445900867724,19.81864317182345,25.14139267005893,7.413802858563751,45.23197898488534,0.1438107906362322,1.3485043504778764,1.2747019610591543,2.047281147946291,0.9923646891147396,0.1735669219906653,0.2857708636025695,0.0958245438558041,0.0306463700950047,600.0,603.0,606.0,611.0,575.0,610.0,611.0,454.0
kingella,8.000342708558067,1.9999143265306123,-0.1580141526468002,-1.0624868575856126,0.5460523651261218,54770,4.28030203431124,58747,260.1134269807377,4499,212.2600506338546,12775,77.87225005906184,5596,40.96361131011605,7118,368.55214605857753,12792,19.436644003650976,12938,2.862019814639832,1065,0.2743201043819085,125,0.010829292286598,8,63020,0.0369543306891159,0.0552255508644126,0.041168796034194,0.0326070661249005,0.051269527010862,0.0238744570084118,3686,3686,3686,3686,3686,3686,8.184419598525245,11.2300039853283,25.51084125588048,7.867400206493235,4.000723139108807,7.337101523349062,32.036297037802726,0.0221443424112446,1.1596533099765418,1.0090168885558015,2.2119679843599345,0.2653101261151754,0.011259611278985,0.3012861624298941,0.1745483080397783,0.0007071067811865,144.0,144.0,139.0,144.0,142.0,141.0,144.0,121.0
anaerococcus,14.807874874867585,1.8908857777777772,1.6195197307711242,-1.1292843899293263,0.8681107585204001,97210,6.231002188841286,123446,245.1192449876556,18249,260.9959510278987,31679,172.71984728512356,27684,40.60176828926595,24390,434.0609956690857,38443,13.497240856961328,61918,22.61691035695177,11050,0.6415690917166308,656,0.4466780806042621,13,139865,0.0352870066898837,0.0581724046884588,0.0467174746025153,0.0359748394300525,0.0529761660185015,0.0245848393761765,10782,10782,10782,10782,10782,10782,8.74381027191922,12.050887588859498,29.956196658254736,8.362734655477523,3.331532730687329,7.59430878081834,34.51032550370514,0.0189873200221941,1.3156417790647856,1.291910184650577,2.8290397176622046,0.4558164631944774,0.259805380207063,0.22624597812321,0.0959386134999795,0.0421637021355784,335.0,335.0,324.0,340.0,327.0,337.0,340.0,230.0
pelolinea,5.114030812319758,3.5197285,-0.9116671752600124,-0.1313560889013553,0.4849528918623726,113352,6.065874300516541,133417,159.8948552453612,37396,142.33130389436712,84097,86.54102540292428,40459,23.23392850604225,42467,336.6744435770582,64855,11.354633892900988,81878,11.791997673452428,1268,0.3940058891145999,439,0.1094207358588738,13,141649,0.0346471458897409,0.0611690917618638,0.0429941093508968,0.0334058968838997,0.0520152767184993,0.0199654189363937,9116,9116,9116,9116,9116,9116,9.14096599188816,11.136018631412346,27.60693215738433,8.746580100795688,4.529439788831195,6.86335582445937,38.22719594036669,0.1668896819410759,1.0286676511337316,1.1838032026506224,2.3396038886512014,1.1984739375100877,0.2474469721477117,0.3144189361190981,0.0967246200559451,0.0322702053579792,515.0,515.0,514.0,515.0,510.0,514.0,515.0,334.0
novibacillus,9.153645999785676,3.1681365,0.1431281156424509,-0.3467627714669652,1.1136443711684485,214390,4.236752619435032,217619,110.42811310848778,38808,227.17614943675676,47880,35.99974868607812,135798,23.824980130279474,124617,260.9535669931275,157943,17.532189839223395,71728,1.7051137333273552,99293,0.4428371544882982,1018,0.0929375466809232,28,230350,0.0338656818093274,0.05345395775745,0.0357124907768429,0.0295910905972054,0.0519442719974518,0.0257540548032056,13077,13077,13077,13077,13077,13077,9.585789524915494,10.806179536725857,27.188060460611588,9.397333234457784,2.261805197059569,8.668980308914247,28.48994774047667,0.2548251776632019,1.2339391901629155,1.0342918150921625,2.0919415482011487,0.740181542251415,0.0087593324901657,0.3047933125841258,0.0824649221896175,0.0,182.0,182.0,185.0,188.0,165.0,187.0,188.0,143.0
sunxiuqinia,4.557896682610864,5.265586666666667,-1.0568809230811418,0.9382630034322148,0.6472289917091589,14350,6.22871623291796,23109,51.76327206872066,5971,99.33746982597587,13898,282.75521716032665,7407,16.541531030654944,8986,236.45003077923167,13330,12.868109397566847,11078,3.022792901840195,286,0.3480432281348765,105,0.0109544511501033,5,25766,0.0425294556244926,0.0597981512562116,0.0530443132540463,0.0422397379875911,0.0531797966036284,0.0233581145737378,3095,3095,3095,3095,3095,3095,10.625129874429058,14.284579910950242,38.76937737090292,8.19356079029395,4.192678924703937,8.01102608022015,35.096203642288856,0.0163486782119925,0.9027936216169912,1.4408412249288762,2.67265600880737,0.832408842995813,0.0397987514977885,0.2612384262654677,0.0853153455236406,0.0005,100.0,100.0,99.0,100.0,100.0,99.0,100.0,75.0
methylovulum,8.483507897000319,3.182645708333333,-0.0318535304473898,-0.3378735463602036,0.6958295841560589,3088,7.063652005257561,7958,45.563135227455454,1585,154.37477690765766,3544,57.90577599148413,2147,23.74263817947364,2075,305.90970596537386,2706,10.998928434933584,2927,54.158832280553575,96,0.1528319070000506,42,0.1524485861809529,7,9991,0.0314621587050155,0.0619993623652864,0.0571295737754492,0.0333379647250038,0.0500189259855006,0.0193587799611004,2321,2321,2321,2321,2321,2321,7.247733027135729,10.38402810218846,21.450450139538123,3.401227027320477,2.6554324842333457,4.841950761778477,39.24706215899336,0.0158289374806479,1.2104358189490558,1.1262931923991886,1.0155525899415858,0.3808916664072103,0.0055686584852859,0.2964559362612294,0.0884721915142191,,66.0,66.0,66.0,66.0,66.0,66.0,66.0,62.0
galbitalea,5.25833803981975,3.0427865,-0.8739867089417173,-0.4235598193508739,0.7045569918947453,684,4.030313012259025,730,591.2239116821354,196,370.12365499256487,282,125.11508110907111,207,37.54691306560931,217,674.4154076731811,286,7.943679323786346,232,0.7767453465154028,7,,0,,0,985,0.025294259772266,0.0601026220054307,0.028917454664802,0.0231199469965916,0.0474636283589997,0.0251565414664927,391,391,391,391,391,391,12.039399605343402,19.64251947761721,27.52724058744309,8.42126786065806,1.650829517314885,11.357607058497758,46.177898238381154,0.0284125452445346,0.559845216704284,1.558025866280788,1.968370609703076,0.1265270362771961,0.0070710678118654,0.630492604087886,0.0766027476816657,,15.0,15.0,13.0,15.0,15.0,15.0,15.0,11.0
weizmannia,8.050409653913798,3.353866593220339,-0.1449410316339484,-0.2329731993686389,0.9416926417827506,53047,5.928144858237597,59692,229.90051996163496,8455,227.05816076205767,21535,78.88692766910644,14360,34.987867721262106,18182,358.47667423870416,26942,11.409782248274947,26629,5.119907110588467,7458,0.2035171359238516,681,0.3701634130771872,15,68197,0.0354276294972249,0.0570501666893488,0.0409165340789643,0.0325495041317134,0.0520283676250488,0.02404030581127,7404,7404,7404,7404,7404,7404,11.076263509819617,12.193013608894336,29.32783591105009,14.078225322974976,16.466210854981114,8.220300858203691,30.49943399386085,0.02355938714651,1.7135596954544734,1.1605075433501904,2.8046632783036407,0.8054818658498244,0.394296981406358,0.3430420928352441,0.1004472384797715,0.0534522483824848,207.0,206.0,203.0,207.0,195.0,206.0,207.0,130.0
aquaticitalea,6.952605369936239,2.7327885,-0.431591797940844,-0.6134834830917271,1.2812979982660029,24867,3.962546306497523,57572,94.29749642637525,7772,134.11586591160898,10105,32.65385998446544,40045,26.561754411552176,20537,166.41657058082905,23482,12.417013497036464,29020,0.3017947161743299,14232,0.0685939198295186,43,0.0,69,59247,0.0380967374226357,0.0598926999819272,0.0468473886314901,0.0350021356253867,0.0531100030361946,0.021908956932622,1870,1870,1870,1870,1870,1870,7.536653593403653,13.990783539793888,29.260527729440675,7.681089010229428,3.09636099337785,7.014883402258861,50.4255279767361,0.0143415387288437,1.1454544300236036,1.6216005516172347,1.6590501474812345,0.738947780497194,0.0147130360548627,0.3247258626405059,0.1174403099675495,,131.0,132.0,130.0,132.0,130.0,130.0,132.0,110.0
methylobacterium,9.96118726097649,5.922988741626795,0.3539874871381405,1.341027571678676,0.7289264219905396,876847,5.489629157128206,989035,188.34911216470107,116874,216.107357047682,265252,138.89985862096415,142977,33.42760412697928,166073,368.1659990536217,267270,17.110478005503634,280871,10.888042928609822,18770,0.3410972432330621,4365,1.1397995601278588,335,1071747,0.0340312637614912,0.0582125079795543,0.0422227518020408,0.0311869185820509,0.0523751199318234,0.0250587267299485,79797,79797,79797,79797,79797,79797,10.993562269384514,14.099173602441043,32.46690554910929,14.917540452031009,15.01386115862685,7.322889476079172,48.69921014834412,0.1191021815855004,1.6451576542431146,1.1961985604981502,2.256564975730566,0.7769296232470444,0.1827978962073423,0.2991295203502568,0.13507919250669,0.0305106584064618,3910.0,3916.0,3914.0,3987.0,3821.0,3942.0,3987.0,2701.0
saccharomonospora,6.907611210283738,4.6325710909090905,-0.4433403496016133,0.5504390905266338,1.1438254316510614,244410,4.555362760209039,249366,121.98036524335338,37419,186.56120089566545,70145,45.11358064544281,114707,29.34926604037884,112506,265.7767538868584,150100,16.335722996699015,83156,1.3653412568364385,78200,0.2155227343650844,916,0.2363996388201253,36,261051,0.0341205530448639,0.052317838692692,0.0406804026338895,0.0305821875870614,0.0519126561860354,0.0249977444273239,13846,13846,13846,13846,13846,13846,11.82801192269038,12.947155840074537,32.9750339166394,16.97691157926845,18.772953862179214,8.036245603623597,38.31849755853908,0.2675059066692874,1.4367826355637785,1.008278793145986,2.291633640865738,0.980634219676084,0.0151624870199259,0.3413273162042954,0.0802982810026402,0.0004045199174779,493.0,494.0,496.0,497.0,447.0,496.0,497.0,387.0
zobellia,3.91243730563745,5.111903,-1.2254186376171352,0.8441070249082845,0.4985782364348916,8552,3.481186444562153,55189,20.70572993842726,20043,99.86725544484004,24541,27.410013360660297,41182,89.32573394787246,7732,224.1623761783664,22165,13.695367232065076,31114,53.013632866942366,60,0.3618987395456086,60,0.152337344950825,6,57160,0.0375304719370881,0.05544145204831,0.0470896258540407,0.0345939164421817,0.0513923435336499,0.022495832994585,1997,1997,1997,1997,1997,1997,8.440696537705763,11.267327741980662,21.580721095056937,8.990269268697062,2.637352243983039,5.1740416846449255,34.87517750746333,0.0101714856091357,1.4578999172920213,1.2719412221721251,2.7556475172875947,1.014134615784746,0.0127765843134762,0.2950442947303186,0.0901852595166655,,94.0,94.0,89.0,94.0,94.0,89.0,94.0,54.0
nitrosomonas,18.368120012279498,2.885434108910891,2.549145358739967,-0.5199634820003979,1.0188273851304137,465888,5.063845836200423,595251,132.07265426080917,127427,151.5274193106861,208798,52.79496282075535,254009,37.75479860549433,212698,256.9442701052546,315775,15.10389567157002,203450,2.5383908603779584,106665,0.288623945736651,1858,0.0470377933366075,118,632440,0.0354132891081327,0.0556932809313802,0.0406136027448458,0.0324302423378996,0.0527263865619273,0.024056885019648,39886,39886,39886,39886,39886,39886,9.564709784719414,13.396345617571235,29.907883022472426,11.628428916485108,9.273016778962212,7.135518704203781,44.75715213370784,0.1595380750198705,1.3630885389036107,1.2956440965127018,2.182767376961602,0.9199982500710217,0.1947190217073074,0.2901527682947735,0.1019727036050059,0.0433158169725563,1471.0,1474.0,1457.0,1477.0,1435.0,1464.0,1477.0,1097.0
jannaschia,10.037845250400483,3.885296,0.3740038705068749,0.0926128365258547,0.6931365684254163,6596,6.336133355472166,38804,59.8251478089611,14804,132.26119309810335,21062,40.492532221500674,25279,25.46963860688247,5367,262.997089157844,19564,18.006634774414756,17234,22.54520221227712,202,0.2913816413609252,109,1.936470599403188,17,44049,0.0377491478141044,0.0537212774010964,0.0494904412512406,0.0384970134005031,0.0528911238786961,0.0224977753849058,4093,4093,4093,4093,4093,4093,11.059790826809106,14.49894512915184,34.80881492112665,17.0349396153055,17.096949651206387,6.469548072834512,44.98747104556021,0.185664017815179,1.7692908277888035,1.3296627009460518,2.93810188232892,0.8188511505962923,0.1438901977515789,0.3106120534747881,0.1058135876749497,0.0407451428598141,372.0,376.0,354.0,377.0,376.0,358.0,377.0,271.0
