genus_lower,phylum,kingdom,n_samples,median_temp_range_C,median_soil_ph,median_soil_moisture,env_gradient_breadth,ko_per_mb_primary,mean_genome_mb,ko_per_mb_z,genome_mb_z,mean_levins_B_std
rahnella,Proteobacteria,Bacteria,974,91.0,66.0,334.0929870605469,0.27999841640601547,9.168591687555962,5.453400228070175,0.08662549531111956,0.9845917914040792,0.3558496854281847
snodgrassella,Proteobacteria,Bacteria,153,72.0,59.0,277.4840087890625,0.4778194836249272,9.467321017362764,2.429409540229885,0.16297674561385422,-0.8476586907157933,0.0556179633886123
sulfuricella,Proteobacteria,Bacteria,19371,68.0,64.0,353.89898681640625,0.4179964379510972,11.16452493136543,2.866221375,0.5967595313102049,-0.5829923020025358,0.2477549857285271
sulfurihydrogenibium,Aquificae,Bacteria,339,109.0,63.0,285.5360107421875,0.3991589539186349,16.211183864159544,1.295402,1.8866185472277022,-1.5347593060281095,0.138992517488475
variovorax,Proteobacteria,Bacteria,57829,79.0,60.0,283.8729858398437,0.3168450726691953,7.294387988166718,6.991676352112676,-0.39239608540519444,1.9166406833678686,0.3888934819197614
faecalibacterium,Firmicutes,Bacteria,5500,122.0,55.0,356.5710144042969,1.1204624390741047,14.381186445537605,2.572805807095344,1.418895504924072,-0.7607742038835694,0.1314615833553869
galbibacter,Bacteroidetes,Bacteria,554,163.0,83.0,80.5999984741211,2.5686160298453236,4.508943555851024,3.7702845,-1.1043186984061881,-0.035216112310931365,0.3067816189543053
niveibacterium,Proteobacteria,Bacteria,937,68.0,57.0,454.4330139160156,1.04729978914139,6.83264330537609,4.829756,-0.5104118954848557,0.6067227582262877,0.3446718630864656
serratia,Proteobacteria,Bacteria,5143,79.0,59.0,277.4840087890625,0.383703604330731,11.569906954651248,5.272298233606557,0.7003697939788951,0.8748612231178982,0.2314100951591843
verrucomicrobium,Verrucomicrobia,Bacteria,13466,78.0,64.0,353.89898681640625,0.28354518181653127,2.3438458933661144,8.106335,-1.6576889137284032,2.5920177118762644,0.4670630397911234
vogesella,Proteobacteria,Bacteria,778,79.0,59.0,277.4840087890625,0.383703604330731,9.635552240421765,3.528599,0.20597441252798027,-0.18165451758679113,0.165383384643666
wenzhouxiangella,Proteobacteria,Bacteria,5569,61.0,69.0,347.3320007324219,0.7151635189689701,17.557157128156323,2.6769709729729727,2.230631442267735,-0.6976600295685388,0.1844793825155404
dialister,Firmicutes,Bacteria,4429,116.0,63.0,280.3710021972656,0.5082016428470509,18.71197623753635,2.030784964539007,2.5257878734480257,-1.089187235737892,0.2076729638277942
globicatella,Firmicutes,Bacteria,2178,122.0,55.0,356.5710144042969,1.1204624390741047,14.405735795346242,2.2213374210526315,1.4251699927797534,-0.973730587104636,0.1051288428620097
planobacterium,Bacteroidetes,Bacteria,664,75.0,63.0,248.1009979248047,0.328822764209586,6.601492990511166,2.120732388888889,-0.5694908468527099,-1.0346876593029477,0.2220681368210311
sulfuricaulis,Proteobacteria,Bacteria,30944,68.0,64.0,353.89898681640625,0.4179964379510972,9.633034645039109,1.7647606,0.20533094857569106,-1.25037267593855,0.3040142654944191
tahibacter,Proteobacteria,Bacteria,1115,84.0,69.0,246.7969970703125,0.3852204200551121,3.1314783818172445,5.74808375,-1.4563805075160292,1.1631419527190003,0.4119417778999749
thermodesulfovibrio,Nitrospirae,Bacteria,384,105.0,65.0,292.1830139160156,0.3062260624917622,15.809825998492318,1.8975540909090909,1.7840368058153395,-1.169912461983879,0.0872428524509008
anaerophaga,Bacteroidetes,Bacteria,50,105.0,76.0,173.93499755859375,1.1803004933563306,5.366284706446339,3.354276,-0.8851936837105373,-0.2872776605676637,0.1400701854424252
aridibacter,Acidobacteria,Bacteria,25042,99.0,65.0,246.7969970703125,0.3567203257938856,4.360041047364216,4.1284015,-1.1423762025137827,0.1817686980404347,0.4244104880945013
desulfosarcina,Proteobacteria,Bacteria,3189,65.0,62.0,258.31201171875,0.48215878756484404,9.974804267844693,4.8121245,0.29268272629894493,0.5960397476914346,0.0515474939641244
devosia,Proteobacteria,Bacteria,42277,91.0,63.0,277.4840087890625,0.18041687709456877,13.795808732460523,3.914232289473684,1.2692807338478742,0.05200254471860283,0.4051508745165019
lacunisphaera,Verrucomicrobia,Bacteria,31048,84.0,66.0,291.7300109863281,0.11018117044382987,8.49366692990633,2.70789992,-0.0858763113917793,-0.6789200320117991,0.5417390985352496
mediterranea,Bacteroidetes,Bacteria,1836,122.0,55.0,356.5710144042969,1.1204624390741047,9.33870824619291,3.212435725490196,0.1301050289663172,-0.37321936415809787,0.1861925071746748
silvibacterium,Acidobacteria,Bacteria,14898,75.0,63.0,248.1009979248047,0.328822764209586,3.97526211668535,5.785782,-1.2407205882708847,1.185983503460318,0.4106494458509623
gleimia,Actinobacteria,Bacteria,22,118.0,70.0,136.38699340820312,1.1732335745775526,19.335768373267555,1.9135520909090908,2.6852208609049075,-1.1602191969447966,0.2181028552788677
kangiella,Proteobacteria,Bacteria,151,77.0,66.0,178.0070037841797,0.5329551080497513,6.852018917396428,2.91884775,-0.5054597463132618,-0.5511057286232914,0.1662681049867299
acidiferrobacter,Proteobacteria,Bacteria,5255,72.0,63.0,353.89898681640625,0.41261040396027154,6.997053758788951,2.7154286153846154,-0.46839076656179396,-0.6743583593176126,0.3584070104638033
albimonas,Proteobacteria,Bacteria,1136,79.0,59.0,277.4840087890625,0.383703604330731,6.658312008239596,5.106399333333333,-0.5549686603391039,0.7743422826227925,0.3358072036114179
anaerotruncus,Firmicutes,Bacteria,1813,80.0,62.0,296.5369873046875,0.18766841148244964,11.778238277829455,3.1413866086956523,0.7536165140521011,-0.4162683652758782,0.223749071303812
aquitalea,Proteobacteria,Bacteria,152,79.0,59.0,277.4840087890625,0.383703604330731,7.784321721254565,4.367753700000001,-0.26717552835130304,0.32679334563935464,0.3514062754198505
arenicella,Proteobacteria,Bacteria,5885,64.0,59.0,277.4840087890625,0.5853804885325798,4.979601141729175,3.21310875,-0.9840248686389402,-0.372811575375042,0.0599214720507506
bhargavaea,Firmicutes,Bacteria,1103,80.0,59.0,277.4840087890625,0.3702584787172744,9.149630109864184,3.060233,0.08177916781654114,-0.4654397265688496,0.3329510733770296
caulobacter,Proteobacteria,Bacteria,78039,91.0,63.0,283.8729858398437,0.16195281389603378,7.452476644561845,4.562241738095238,-0.3519907238618415,0.44463458205567735,0.4873606274954304
cellulosimicrobium,Actinobacteria,Bacteria,6817,99.0,74.0,120.12100219726562,1.1583625714802723,7.289727144231594,4.3897390625,-0.3935873352303883,0.3401143823747469,0.2954056204897443
conchiformibius,Proteobacteria,Bacteria,248,99.0,61.0,233.7469940185547,0.51116624068529,8.707149463337899,2.182114833333333,-0.03131301037330516,-0.9974957413915362,0.0877762962405517
desulfoluna,Proteobacteria,Bacteria,205,88.0,63.0,342.3429870605469,0.23505360071131073,4.690752317988218,6.608748,-1.0578507927802332,1.6846225556014403,0.0274023093019983
desulfotignum,Proteobacteria,Bacteria,3038,61.0,69.0,347.3320007324219,0.7151635189689701,9.719476756386763,3.3952445,0.2274244044960389,-0.26245464964419474,0.0825924173301895
epilithonimonas,Bacteroidetes,Bacteria,52,139.0,67.0,152.25900268554688,1.2645279001900718,5.9301862171257405,3.5412041428571426,-0.7410679448156723,-0.1740170009866046,0.4660236848752075
gulbenkiania,Proteobacteria,Bacteria,1475,74.0,62.0,323.8489990234375,0.347270534996873,7.878690920487158,3.046191333333333,-0.24305601401993082,-0.4739476398449128,0.3153091046594568
holophaga,Acidobacteria,Bacteria,10354,71.0,62.0,371.6130065917969,0.5256432920544182,5.981561000796505,3.3436088,-0.7279372322410743,-0.29374096828268437,0.2528632353202912
hymenobacter,Bacteroidetes,Bacteria,17740,79.0,59.0,277.4840087890625,0.383703604330731,5.054044378737548,5.144394875,-0.9649981656839675,0.7973639638128479,0.2769005284162079
listeria,Firmicutes,Bacteria,98,130.0,68.0,176.44400024414062,1.1220218998319549,15.84707698918537,2.9658466373372536,1.793557664434309,-0.5226288770479705,0.2381140071187166
nitrobacter,Proteobacteria,Bacteria,254,75.0,63.0,268.5400085449219,0.2697542809757594,7.702945725974081,3.7647935,-0.28797415227053,-0.03854313558444053,0.4249141397527427
peptoanaerobacter,Firmicutes,Bacteria,67,89.0,77.0,122.29900360107422,1.1628003241127167,8.734041219434133,2.5188798,-0.024439834571948437,-0.7934482305915717,0.2251529396261337
sphingomonas,Proteobacteria,Bacteria,93701,79.0,59.0,277.4840087890625,0.383703604330731,10.878673477846656,4.044610778106509,0.523699695199946,0.13099949719472434,0.3480854860687105
bacteriovorax,Proteobacteria,Bacteria,13440,80.0,60.0,416.53900146484375,0.6312616577358254,5.742989723877054,3.8307573333333336,-0.7889128829778146,0.001424667859357095,0.335008304355437
cellvibrio,Proteobacteria,Bacteria,18169,163.0,83.0,80.5999984741211,2.5686160298453236,6.582986189904863,4.861015818181818,-0.5742209393625697,0.6256632322049039,0.3789459246631995
chloroflexus,Chloroflexi,Bacteria,241,113.0,62.0,281.8599853515625,0.5119575919096175,6.95694104200053,4.455981416666667,-0.4786430443740067,0.38025094292920864,0.2127410547443897
defluviitoga,Thermotogae,Bacteria,547,51.0,55.0,335.697998046875,1.0295131612701747,7.516877558448782,1.7294415,-0.335530705359184,-1.2717726882677076,0.2101483339557371
domibacillus,Firmicutes,Bacteria,5461,92.0,65.0,245.48699951171875,0.2663903229427491,9.256900690008736,3.888990625,0.1091961038101819,0.036708498977196746,0.3453004403575407
eudoraea,Bacteroidetes,Bacteria,2262,87.0,74.0,195.32400512695312,0.7796853329404222,5.459785096435328,3.1136756666666665,-0.8612962254861656,-0.4330585581480881,0.0636860836388278
flavobacterium,Bacteroidetes,Bacteria,83255,91.0,67.0,283.8729858398437,0.23879911729292466,13.15393842296123,3.497051492935636,1.1052272052098626,-0.20076930364112344,0.3253050067581969
formosa,Bacteroidetes,Bacteria,336,64.0,65.0,314.0660095214844,0.3851119727093038,4.571614919160514,4.374821666666667,-1.0883007300669187,0.3310758605904357,0.0476500629301401
granulicatella,Firmicutes,Bacteria,943,57.0,56.0,309.7279968261719,0.8253949627275815,16.91303530226538,1.7737797777777775,2.0660024559346564,-1.2449079128034957,0.1137367798993118
haematospirillum,Proteobacteria,Bacteria,1774,57.0,59.0,216.41900634765625,0.8559734556821716,6.262661760079933,2.3951477142857143,-0.6560916104997536,-0.8684180956163912,0.3896674967737522
loktanella,Proteobacteria,Bacteria,833,57.0,60.0,416.53900146484375,0.9404995468453271,11.832329589387044,3.718625285714286,0.7674415350857156,-0.06651667836807532,0.1395954801283343
luteolibacter,Verrucomicrobia,Bacteria,49126,75.0,70.0,263.3580017089844,0.5067599242427899,10.693230297078555,4.675855528301887,0.4763028804281341,0.513473723233811,0.3374561911461971
megamonas,Firmicutes,Bacteria,408,122.0,55.0,356.5710144042969,1.1204624390741047,9.13002415205384,2.3001034444444444,0.07676814531945154,-0.9260058752149357,0.1017220092526961
methyloceanibacter,Proteobacteria,Bacteria,90550,90.0,64.0,260.2439880371094,0.16840072582875606,17.03253570765458,2.4658688947368423,2.09654517287862,-0.8255677927041788,0.4670704309123386
nostoc,Cyanobacteria,Bacteria,1454,80.0,57.0,558.260986328125,1.186019814190413,5.635804330002904,8.69441114893617,-0.8163080464918059,2.948335875071747,0.2245883990106711
paracraurococcus,Proteobacteria,Bacteria,16895,101.0,67.0,213.95399475097656,0.5753153769455103,3.377849162990089,7.105113,-1.3934114070504886,1.9853724931639012,0.4746397568898605
rhodomicrobium,Proteobacteria,Bacteria,41968,80.0,59.0,488.468994140625,0.8875328989716119,10.77865158709357,3.711039333333333,0.4981354279698733,-0.07111304335135053,0.370890448798847
rhodovulum,Proteobacteria,Bacteria,6001,61.0,69.0,347.3320007324219,0.7151635189689701,13.137010256399074,4.186645129032258,1.100900590601282,0.21705879261773733,0.1489879946345859
sediminibacterium,Bacteroidetes,Bacteria,37177,91.0,61.0,283.8729858398437,0.25874175082203515,12.737431821628483,2.590789137254902,0.9987736480996032,-0.7498780177651844,0.3759232042250492
stenotrophomonas,Proteobacteria,Bacteria,21301,80.0,63.0,280.3710021972656,0.16833723028133904,12.62153267052257,4.516091784409257,0.9691513639345863,0.41667210345712763,0.2831990316080918
acidovorax,Proteobacteria,Bacteria,11749,79.0,59.0,277.4840087890625,0.383703604330731,10.429377269029322,4.794150092592592,0.40886554978252854,0.5851489679114337,0.2811818665887904
barrientosiimonas,Actinobacteria,Bacteria,184,79.0,59.0,277.4840087890625,0.383703604330731,6.328870104068638,3.63414,-0.6391696368613415,-0.1177067187688251,0.047386207167891
bergeyella,Bacteroidetes,Bacteria,486,99.0,61.0,233.7469940185547,0.51116624068529,4.149972365334019,2.4096546,-1.1960669684416751,-0.8596283038849089,0.1567834683953276
buchnera,Proteobacteria,Bacteria,712,79.0,59.0,277.4840087890625,0.383703604330731,8.08079893889413,0.6187507,-0.19139988801596505,-1.9447455786834296,0.1533994200300694
chitinibacter,Proteobacteria,Bacteria,150,57.0,57.0,435.2879943847656,1.13986730560276,6.082880991474842,3.4523115,-0.7020411879057039,-0.2278774802489373,0.1856192556080785
frisingicoccus,Firmicutes,Bacteria,351,80.0,66.0,245.48699951171875,0.2976033935629961,9.018476655288866,2.439436375,0.04825808622463789,-0.8415833833692615,0.1572448932748578
hansschlegelia,Proteobacteria,Bacteria,2476,99.0,63.0,334.0929870605469,0.3591075863797781,12.63611557579032,3.4029445,0.9728785608956589,-0.2577891826607634,0.3976105514755437
limimaricola,Proteobacteria,Bacteria,1072,69.0,59.0,307.8970031738281,0.5135785013857874,9.616452732412515,3.53560725,0.20109283187563384,-0.17740818525086463,0.1631128102184531
modestobacter,Actinobacteria,Bacteria,1857,79.0,64.0,304.5979919433594,0.12762080203588624,6.948130908508307,4.893402333333333,-0.480894797517564,0.6452863772890333,0.6657653356434647
nonomuraea,Actinobacteria,Bacteria,2623,99.0,72.0,192.9320068359375,0.8511507483063259,3.826775748170179,10.19134712,-1.2786717325270511,3.8553365697872253,0.3606127261635745
pullulanibacillus,Firmicutes,Bacteria,65,101.0,61.0,250.16700744628903,0.4906028599393963,4.603766933641303,4.561482,-1.0800831020658535,0.44417425309471803,0.462835386134077
rhodospirillum,Proteobacteria,Bacteria,1475,72.0,66.0,283.8729858398437,0.2942293815082796,9.759904717303543,4.61070075,0.2377572545217881,0.4739961301194932,0.2502794670607763
robbsia,Proteobacteria,Bacteria,4764,80.0,56.0,432.0610046386719,0.8696979252385583,5.066974155993323,6.3154062,-0.9616934862932536,1.5068853500481478,0.4183331952201841
salinivibrio,Proteobacteria,Bacteria,102,79.0,59.0,277.4840087890625,0.383703604330731,13.119639399917483,3.4299723207547173,1.0964608303271348,-0.24141289624969361,0.0239318654117596
silicimonas,Proteobacteria,Bacteria,1283,57.0,55.0,416.53900146484375,1.1824718891603305,4.8334791624685405,4.3446965,-1.0213717063949617,0.3128228774146304,0.0722382900628483
streptomonospora,Actinobacteria,Bacteria,83,72.0,59.0,213.19000244140625,0.6636283520955039,5.559274386564515,6.295785666666667,-0.835868083903926,1.4949971746632154,0.2180828444552701
thiobacillus,Proteobacteria,Bacteria,6617,65.0,63.0,361.5750122070313,0.5289098999429532,12.502906252700424,3.0392933636363644,0.9388320266083418,-0.47812715281555135,0.2265832711661883
alysiella,Proteobacteria,Bacteria,96,79.0,59.0,277.4840087890625,0.383703604330731,10.67015902665285,2.624140833333333,0.470406170037446,-0.7296700649216311,0.1263280298420167
archangium,Proteobacteria,Bacteria,2633,99.0,64.0,334.0929870605469,0.3107131179167773,2.460879409943036,12.59712275,-1.6277767008105997,5.313007579048133,0.5227566972561565
brucella,Proteobacteria,Bacteria,12732,80.0,65.0,280.3710021972656,0.14839459675222852,10.884864897681307,3.3073446789099528,0.5252821399027495,-0.3157135734292787,0.381651413179403
celeribacter,Proteobacteria,Bacteria,679,69.0,63.0,342.3429870605469,0.4195490870704059,10.908510804703653,4.125219363636364,0.5313257197777684,0.17984062633376988,0.0356710746338891
collinsella,Actinobacteria,Bacteria,2733,122.0,55.0,356.5710144042969,1.1204624390741047,18.30888149969385,2.0754954364981506,2.422762210569083,-1.0620969460315255,0.1503454422525124
cutibacterium,Actinobacteria,Bacteria,2867,79.0,59.0,277.4840087890625,0.383703604330731,19.88907441586556,2.513943029953917,2.8266385388401054,-0.7964394432740125,0.1473016513574838
dermatophilus,Actinobacteria,Bacteria,27,57.0,67.0,152.25900268554688,0.9246634876243598,12.786617452707793,2.6590300465116283,1.0113448423384248,-0.7085305230825094,0.1790547106562237
finegoldia,Firmicutes,Bacteria,1226,79.0,59.0,277.4840087890625,0.383703604330731,12.295284491108864,1.870635853658537,0.8857666610554381,-1.186222351223442,0.183557296043944
halodesulfovibrio,Proteobacteria,Bacteria,6476,69.0,65.0,245.48699951171875,0.3971053068480179,9.542628549591187,3.5629596,0.18222435095134226,-0.16083526501135012,0.0854708035029945
janthinobacterium,Proteobacteria,Bacteria,9457,91.0,70.0,280.68798828125,0.39318712550670337,5.735800862649313,6.2763685250000005,-0.7907502604571061,1.4832322352660148,0.4981256527621662
jiangella,Actinobacteria,Bacteria,17028,101.0,70.0,192.9320068359375,0.7812520626072376,3.804052769610141,7.6234484,-1.2844794241413402,2.2994344016111388,0.3509102108037946
lactonifactor,Firmicutes,Bacteria,28,83.0,61.0,246.9069976806641,0.32150134189337526,4.19203141263268,4.770956615384615,-1.1853172343935605,0.571095928671851,0.0780262170961505
shewanella,Proteobacteria,Bacteria,3687,57.0,55.0,416.53900146484375,1.1824718891603305,13.32384991380779,4.803416461009174,1.148654326260636,0.5907635050418071,0.1184840290549999
tatlockia,Proteobacteria,Bacteria,211,72.0,59.0,295.1090087890625,0.43628598185636197,5.97441398823221,3.347608659090909,-0.7297639137576372,-0.2913174344480073,0.6580532877488096
terrabacter,Actinobacteria,Bacteria,11160,99.0,69.0,218.7169952392578,0.6314490512302086,6.303520708923511,4.283320583333333,-0.6456486056823819,0.27563491471512724,0.4706370355084175
thermincola,Firmicutes,Bacteria,69,69.0,61.0,343.9530029296875,0.5209909495777915,6.31298883248058,3.1680715,-0.6432286790147509,-0.4000998614658924,0.3108298103865439
thermocrispum,Actinobacteria,Bacteria,838,163.0,83.0,80.5999984741211,2.5686160298453236,5.986767089496062,4.1758765,-0.7266066250936103,0.21053402856490347,0.4383201648411499
thermomicrobium,Chloroflexi,Bacteria,67,83.0,55.0,573.8049926757812,1.2873953568219771,8.258477972832704,2.663929125,-0.14598748608487333,-0.7055621478959201,0.1220654822824223
woeseia,Proteobacteria,Bacteria,33493,97.0,79.0,80.5999984741211,1.4876598655051856,7.445998740272395,2.954607,-0.35364639018747757,-0.5294390272950742,0.1158693712682779
georgenia,Actinobacteria,Bacteria,2752,163.0,83.0,80.5999984741211,2.5686160298453236,7.503190561259117,4.398129,-0.3390289201109688,0.34519788580322763,0.3387743406102823
glaciecola,Proteobacteria,Bacteria,2551,63.0,63.0,293.6549987792969,0.35951216791256296,9.400284246690315,2.872253571428572,0.14584303711456048,-0.5793373652135648,0.0285397287064528
herbaspirillum,Proteobacteria,Bacteria,3771,101.0,58.0,361.5750122070313,0.7073928864199708,8.237288786548458,5.46296253125,-0.15140316075848526,0.9903856368288885,0.5716711254106682
pigmentiphaga,Proteobacteria,Bacteria,8846,79.0,66.0,277.4840087890625,0.2185775654126184,5.165067023290632,6.195466555555556,-0.9366222518457573,1.434213343403984,0.4784819475899216
rhodanobacter,Proteobacteria,Bacteria,9259,80.0,64.0,280.3710021972656,0.11994276181833834,8.667369023284753,3.922759018181818,-0.04148036266380511,0.05716893059710629,0.415126891677461
cognatishimia,Proteobacteria,Bacteria,10152,69.0,63.0,254.96600341796875,0.3896537384895571,11.108259341607624,3.420878,0.5823787936377188,-0.2469231888753908,0.0401330959706151
syntrophaceticus,Firmicutes,Bacteria,3268,80.0,57.0,434.52099609375,0.8284128010936538,9.046613808474897,2.652926333333333,0.05544956898631501,-0.7122287922136358,0.2952005073101229
marichromatium,Proteobacteria,Bacteria,25,54.0,65.0,114.02400207519533,0.9787085976786116,9.36704985582549,3.843259142857143,0.13734876808105023,0.008999574296562634,0.0812639285867935
bdellovibrio,Proteobacteria,Bacteria,48724,91.0,63.0,283.8729858398437,0.16195281389603378,4.465823773077308,3.8066885,-1.1153395423577503,-0.0131587538609523,0.4319680544367266
fretibacterium,Synergistetes,Bacteria,655,73.0,77.0,154.76699829101562,1.1862380867310165,7.8285597602895,2.2992735,-0.25586887294708505,-0.9265087425400835,0.2891655218263073
imperialibacter,Bacteroidetes,Bacteria,3653,163.0,83.0,80.5999984741211,2.5686160298453236,3.383193266680504,6.798311,-1.392045525103863,1.799479687780689,0.4814913712454913
kribbella,Actinobacteria,Bacteria,12677,97.0,69.0,248.1009979248047,0.519639402375232,4.346164427232663,8.743341545454545,-1.1459228823717844,2.977983037337031,0.4448471906863653
saccharicrinis,Bacteroidetes,Bacteria,2299,57.0,55.0,457.7330017089844,1.3015220309690694,4.126695749554962,5.815791,-1.2020161623781953,1.2041661006948365,0.0816344109767303
afipia,Proteobacteria,Bacteria,4525,80.0,57.0,558.260986328125,1.186019814190413,9.32736606932673,4.610090317073171,0.1272061191557284,0.4736262658771916,0.4845392569610092
alishewanella,Proteobacteria,Bacteria,422,57.0,55.0,457.7330017089844,1.3015220309690694,8.751941087014375,3.542071375,-0.019864866084961397,-0.17349154086589405,0.2755045998204007
paludisphaera,Planctomycetes,Bacteria,49755,75.0,63.0,295.1090087890625,0.20237273116398932,2.9827529766010485,8.046258,-1.494392746379154,2.5556167690238474,0.5664710305633305
flexistipes,Deferribacteres,Bacteria,106,64.0,59.0,423.1799926757813,0.9139705169610429,10.803980562229754,2.128845,0.5046091777077554,-1.029772189265505,0.0896381252261702
oceanimonas,Proteobacteria,Bacteria,96,79.0,59.0,277.4840087890625,0.383703604330731,11.055701662255116,3.527591571428572,0.5689457486328326,-0.18226492339694195,0.2122153746677459
massilimicrobiota,Firmicutes,Bacteria,40,122.0,55.0,356.5710144042969,1.1204624390741047,4.462723019511623,2.46486280952381,-1.1161320537987054,-0.8261773845670257,0.1570836815990104
acidiphilium,Proteobacteria,Bacteria,3897,79.0,59.0,361.5750122070313,0.5342560152065636,8.78739868528743,3.755377578947369,-0.010802374756671998,-0.04424828737530392,0.1820723284815553
alloprevotella,Bacteroidetes,Bacteria,31,70.0,77.0,122.29900360107422,1.3204055592448987,14.508142889455764,2.412438329749104,1.451343886318056,-0.857941628659553,0.1838827139964205
amaricoccus,Proteobacteria,Bacteria,25052,80.0,59.0,558.260986328125,1.0892308772644117,12.176342665011768,3.695691,0.8553667095619677,-0.08041267223672258,0.3804202892607659
athalassotoga,Thermotogae,Bacteria,56,75.0,63.0,248.1009979248047,0.328822764209586,10.029742830893056,1.794662166666667,0.30672429356417114,-1.2322551730767048,0.2030862583244566
aureibaculum,Bacteroidetes,Bacteria,3373,63.0,62.0,304.0379943847656,0.4379133628868203,4.4148675078193325,2.491581,-1.1283632871829419,-0.8099887046288832,0.0434075275846169
aureispira,Bacteroidetes,Bacteria,5596,63.0,63.0,365.4549865722656,0.5670132282116164,2.0507813000679027,6.8266665,-1.7325923325934074,1.816660421423376,0.0451082981368007
bradymonas,Proteobacteria,Bacteria,1050,78.0,59.0,164.38900756835938,0.7239918588801615,5.571155897456508,5.025887,-0.8328313274773778,0.7255594731519233,0.2826491987258178
chiayiivirga,Proteobacteria,Bacteria,33512,84.0,70.0,279.6650085449219,0.33862674937568826,4.84847635957001,3.7125065,-1.0175386219419746,-0.07022408002115232,0.5165303228564856
chromohalobacter,Proteobacteria,Bacteria,52,98.0,76.0,140.51699829101562,1.1827622109983629,9.029480831658452,3.543946833333333,0.051070607596118305,-0.1723551916538204,0.2141548712021378
denitratisoma,Proteobacteria,Bacteria,34904,82.0,66.0,280.3710021972656,0.16989881398831605,6.636551733046603,4.2190585,-0.5605302977551256,0.23669820976990813,0.2891089335243325
donghicola,Proteobacteria,Bacteria,45,79.0,68.0,313.35699462890625,0.3265694497879538,10.413061908197143,4.22546225,0.40469556018196684,0.2405782726523948,0.0124882943326548
erythrobacter,Proteobacteria,Bacteria,13275,91.0,69.0,315.66900634765625,0.3719367496109176,9.589780001702058,3.024052688888889,0.19427563605475942,-0.48736155084666366,0.4127499753033588
facklamia,Firmicutes,Bacteria,1107,79.0,59.0,277.4840087890625,0.383703604330731,20.54182429547805,1.995927888888889,2.9934727411449313,-1.1103073052943333,0.0922561326319369
ferrovum,Proteobacteria,Bacteria,1166,68.0,60.0,361.5750122070313,0.6337579284915855,9.31100425194214,2.2553958125,0.12302425587719998,-0.9530944441427551,0.3392885602246816
filimonas,Bacteroidetes,Bacteria,1503,84.0,63.0,248.1009979248047,0.2078166336884766,2.0541685531316154,7.7890395,-1.73172659568477,2.39976684444232,0.4516950383508461
hahella,Proteobacteria,Bacteria,4360,57.0,55.0,450.9219970703125,1.281838313357566,4.1732061886920935,6.9490935,-1.1901287116797792,1.8908395287455266,0.2659837061057272
harryflintia,Firmicutes,Bacteria,31,122.0,55.0,356.5710144042969,1.1204624390741047,4.606739972420511,2.8219522,-1.0793232328285816,-0.6098152077617888,0.0175646511073588
isoptericola,Actinobacteria,Bacteria,122,79.0,59.0,277.4840087890625,0.383703604330731,5.757886467420398,3.6471716,-0.7851054731205064,-0.10981080973748927,0.3872014443350777
methylocella,Proteobacteria,Bacteria,3288,75.0,63.0,353.89898681640625,0.3722750271199018,7.754574972048695,4.12659625,-0.27477840248414737,0.18067488839474158,0.4950405592109281
muriicola,Bacteroidetes,Bacteria,2375,57.0,62.0,416.53900146484375,0.8437106099193256,7.462701005778619,2.411995333333333,-0.3493775128893789,-0.8582100423155994,0.0436614025137089
mycoplasma,Tenericutes,Bacteria,638,63.0,70.0,353.89898681640625,0.7556462432672738,1.91123552127014,1.0464435061728397,-1.7682583808269996,-1.685604453196348,0.1204306205530421
neorhizobium,Proteobacteria,Bacteria,4302,80.0,63.0,277.4840087890625,0.17668060486527162,8.26785320790415,6.047519076923077,-0.1435913004808356,1.3445712555024572,0.3697240893656888
parabacteroides,Bacteroidetes,Bacteria,4568,122.0,55.0,356.5710144042969,1.1204624390741047,8.32379987952937,4.805497558677686,-0.12929207404858453,0.5920244521147602,0.2040863271850836
petrocella,Firmicutes,Bacteria,806,63.0,59.0,277.4840087890625,0.5988256141460365,8.012742040453665,3.369633,-0.20879432762795877,-0.27797278050733176,0.1646203956321607
pseudomonas,Proteobacteria,Bacteria,60443,79.0,63.0,277.4840087890625,0.19012573047872824,9.759396394448476,6.660247967484395,0.23762733394931893,1.7158266332567955,0.2734325873134264
pseudooceanicola,Proteobacteria,Bacteria,2874,57.0,69.0,318.0260009765625,0.6842500512789726,11.349749983397036,4.49349105263158,0.6441005952731857,0.40297821152074537,0.0823141763627375
quasibacillus,Firmicutes,Bacteria,42,80.0,57.0,558.260986328125,1.186019814190413,6.527633867627419,3.8298716666666666,-0.5883682579930372,0.0008880381721284324,0.3245352518940579
roseitalea,Proteobacteria,Bacteria,300,132.0,79.0,14.423999786376951,2.149487064603236,9.818613390870407,3.768352875,0.25276241197768345,-0.036386493176109175,0.1268917988247765
ruminococcus,Firmicutes,Bacteria,11318,99.0,61.0,233.7469940185547,0.51116624068529,12.063026626696177,2.6527339274193547,0.8264046347287285,-0.7123453718810491,0.1807840009650335
saccharibacillus,Firmicutes,Bacteria,2286,79.0,59.0,277.4840087890625,0.383703604330731,6.126399503254201,5.386524333333333,-0.6909184341144466,0.9440713655752253,0.3469527715895031
sphingopyxis,Proteobacteria,Bacteria,3647,80.0,59.0,353.89898681640625,0.49862727290462155,9.039254116978787,4.093258085365854,0.05356852955863723,0.16047513431827223,0.3587214452142629
