genus_lower,phylum,kingdom,n_samples,median_temp_range_C,median_soil_ph,median_soil_moisture,env_gradient_breadth,ko_per_mb_primary,mean_genome_mb,ko_per_mb_z,genome_mb_z,mean_levins_B_std
acholeplasma,Tenericutes,Bacteria,91,139.0,67.0,176.44400024414062,1.1946335618900636,10.126890256401287,1.4812049523809525,0.3315538856435369,-1.4221804047609123,0.1590991255640901
actinomyces,Actinobacteria,Bacteria,5301,79.0,59.0,277.4840087890625,0.383703604330731,14.623089887968478,2.9405549941520466,1.480722812922512,-0.5379532051307383,0.2403403045841251
amycolatopsis,Actinobacteria,Bacteria,12722,88.0,63.0,248.1009979248047,0.22499803153123035,5.580340254721958,9.139227658536583,-0.8304839277061614,3.21785233471148,0.4040973705765786
brevibacillus,Firmicutes,Bacteria,6410,78.0,59.0,334.0929870605469,0.4682784343217441,8.162313624332864,5.758171293478261,-0.17056581673375606,1.1692540437633843,0.3189882444859792
corallincola,Proteobacteria,Bacteria,1242,57.0,62.0,308.3269958496094,0.5309792767749049,6.06948155733559,4.283726666666667,-0.7054659053599381,0.27588096255723,0.0780070013168683
desulforhopalus,Proteobacteria,Bacteria,9897,61.0,67.0,393.3469848632813,0.7513573065571991,7.894136449425622,4.9403757142857145,-0.23910834190215974,0.6737477744232516,0.0946481432694044
ehrlichia,Proteobacteria,Bacteria,88,57.0,59.0,416.53900146484375,0.9888940153083278,5.070318235231619,1.3805839545454546,-0.9608387840411499,-1.4831471506364242,0.2650102702466416
eubacterium,Firmicutes,Bacteria,9128,99.0,61.0,309.7279968261719,0.38548200844002617,5.336496105790917,4.309944117647059,-0.8928072545182022,0.29176624202979484,0.1477864053016989
flavitalea,Bacteroidetes,Bacteria,64022,99.0,64.0,280.3710021972656,0.23124003895528822,3.033657980242089,3.2963505,-1.4813821033426222,-0.3223749992363336,0.4670311839899574
glycocaulis,Proteobacteria,Bacteria,1959,61.0,69.0,347.3320007324219,0.7151635189689701,5.581489617600808,2.86661825,-0.8301901658150591,-0.582751833533828,0.1113891782989489
gramella,Bacteroidetes,Bacteria,994,69.0,65.0,314.0660095214844,0.31788634464202087,4.9805776494710265,3.614038625,-0.9837752862257607,-0.12988623842909439,0.1018730333029849
ketobacter,Proteobacteria,Bacteria,1342,70.0,64.0,314.0660095214844,0.27598938409467405,7.8121264318447805,5.120244833333333,-0.26006901350309036,0.7827313375733246,0.0473792402302025
laribacter,Proteobacteria,Bacteria,20,57.0,56.0,309.7279968261719,0.8253949627275815,8.835476850128744,3.16904231372549,0.001485765816164831,-0.3995116407667577,0.2806664365655924
maridesulfovibrio,Proteobacteria,Bacteria,219,83.0,74.0,64.48500061035156,1.1675172612748277,9.99496649885328,3.701863333333333,0.29783592483955623,-0.07667282582407356,0.0434907931942123
methylobacillus,Proteobacteria,Bacteria,32567,91.0,66.0,283.8729858398437,0.19040464882992394,7.481396402638552,2.9406275,-0.34459921768118884,-0.5379092734892145,0.3456417341122065
methylobacter,Proteobacteria,Bacteria,15671,84.0,62.0,371.6130065917969,0.35085665907948244,5.082496370419925,4.918842666666667,-0.9577262143829104,0.6607007974467164,0.139305028910594
polymorphobacter,Proteobacteria,Bacteria,24206,78.0,60.0,291.7300109863281,0.3075834945796813,7.92869754016916,3.153103,-0.23027498599498455,-0.40916934751024203,0.4162494579782052
rectinema,Spirochaetes,Bacteria,4491,53.0,57.0,388.6099853515625,1.0587489499263214,12.30625605321604,2.1127465483870966,0.8885708466544846,-1.0395263184193193,0.1292341050565808
rhodocyclus,Proteobacteria,Bacteria,7560,76.0,70.0,192.9320068359375,0.696845036697201,9.80544025634392,3.3654786666666667,0.24939553369976564,-0.28048991102744014,0.1997636052849695
rhodothermus,Bacteroidetes,Bacteria,188,113.0,67.0,176.44400024414062,0.8450602959401922,9.549838481425349,3.2461282,0.18406711379786866,-0.35280493202620244,0.1227200482883658
roseiarcus,Proteobacteria,Bacteria,17235,80.0,54.0,558.260986328125,1.3312032195794152,7.096894124412675,4.368108,-0.4428728947445758,0.3270080177110726,0.288645953505201
spiroplasma,Tenericutes,Bacteria,701,163.0,83.0,80.5999984741211,2.5686160298453236,3.152940455661734,1.585821258064516,-1.4508950864052992,-1.3587928826706215,0.2096431403136377
spirosoma,Bacteroidetes,Bacteria,7823,79.0,59.0,277.4840087890625,0.383703604330731,3.8949248864431176,7.1888421,-1.2612537176385972,2.036104357008372,0.2644446383044672
tagaea,Proteobacteria,Bacteria,8210,118.0,79.0,80.5999984741211,1.7700075033877738,7.803449916683828,4.35704725,-0.2622866155753,0.320306256160814,0.4493757576672298
thermomonas,Proteobacteria,Bacteria,22699,82.0,65.0,353.89898681640625,0.25821651429659515,10.377280130032045,2.6018378285714285,0.39555021277758834,-0.7431835626291611,0.4819630984230763
yeosuana,Bacteroidetes,Bacteria,802,57.0,83.0,416.53900146484375,1.6464739402612267,5.91232576293861,3.0444871818181816,-0.7456328397626936,-0.47498019343305603,0.1289682867520158
acetivibrio,Firmicutes,Bacteria,6296,80.0,57.0,558.260986328125,1.186019814190413,3.635392902216129,4.676248333333333,-1.3275866468561452,0.5137117256890235,0.2407723000954286
acidithiobacillus,Proteobacteria,Bacteria,1324,79.0,59.0,277.4840087890625,0.383703604330731,11.25905245343472,3.019792308510638,0.6209195108564961,-0.489942935780636,0.2543910273276485
ancylobacter,Proteobacteria,Bacteria,23397,80.0,65.0,353.89898681640625,0.2851067655235083,10.425739231827365,4.795823,0.4079357157779567,0.5861625905446285,0.5917050850705313
iodidimonas,Proteobacteria,Bacteria,1165,163.0,83.0,80.5999984741211,2.5686160298453236,8.425608727762292,2.9671446666666665,-0.10327108421309641,-0.5218423948427884,0.2661697186833268
labilithrix,Proteobacteria,Bacteria,74653,91.0,63.0,296.0050048828125,0.14147279275060007,3.4515007340910624,8.69187125,-1.3745870433900573,2.9467969381070778,0.4620079702073633
nakamurella,Actinobacteria,Bacteria,27472,92.0,64.0,277.4840087890625,0.14546753424502468,4.680840772619578,4.4863735,-1.0603840521753432,0.3986656521953596,0.4316802172124949
rhodoluna,Actinobacteria,Bacteria,7743,91.0,70.0,283.8729858398437,0.38398252268192673,20.09208761869191,1.194500066666667,2.8785260179630257,-1.595896272071105,0.1345866693254966
schwartzia,Firmicutes,Bacteria,38,76.0,71.0,189.6820068359375,0.7546319642218445,9.272405501524238,1.9412438333333333,0.11315892776751617,-1.1434406372053172,0.071448319199258
vagococcus,Firmicutes,Bacteria,867,122.0,55.0,356.5710144042969,1.1204624390741047,11.765454618471097,2.7198269032258064,0.7503491804558781,-0.671693415589469,0.2934428362668546
zobellella,Proteobacteria,Bacteria,1904,91.0,70.0,283.8729858398437,0.38398252268192673,7.050882205165841,4.1129605,-0.4546329303781582,0.172412921976647,0.1923946024103524
agarivorans,Proteobacteria,Bacteria,2078,63.0,55.0,457.7330017089844,1.2208512772883298,5.415195726521925,4.801303833333333,-0.872692676398104,0.5894834537859731,0.0748788797945281
amylibacter,Proteobacteria,Bacteria,8157,63.0,63.0,363.1029968261719,0.5602160074720502,18.990764509874182,2.0009726296296297,2.5970424542302304,-1.1072506726494116,0.0504864335761149
asticcacaulis,Proteobacteria,Bacteria,20781,79.0,59.0,277.4840087890625,0.383703604330731,3.9483192875745576,4.3056295,-1.2476068176566377,0.28915199447414763,0.6676675192226199
aureimonas,Proteobacteria,Bacteria,2695,79.0,59.0,277.4840087890625,0.383703604330731,9.78231969058219,4.702361142857143,0.24348622407571127,0.5295336024004482,0.34961286424902
blastochloris,Proteobacteria,Bacteria,228,101.0,79.0,217.08399963378903,1.147003323817039,11.812405047727038,3.724897666666666,0.7623490867866678,-0.06271621262251235,0.4894314383656025
fermentimonas,Bacteroidetes,Bacteria,1905,80.0,66.0,260.2439880371094,0.2549558826098064,7.425679500481575,2.5586884,-0.35883971808813436,-0.7693280086491524,0.2983093594170452
gemmata,Planctomycetes,Bacteria,5910,91.0,66.0,260.2439880371094,0.2586921548391035,3.717213074370636,7.263506142857143,-1.3066744972255022,2.081343659190127,0.3315550453812717
gryllotalpicola,Actinobacteria,Bacteria,339,79.0,59.0,277.4840087890625,0.383703604330731,5.0239552954103655,2.786649,-0.9726885358728583,-0.631205586204578,0.2267792592542121
haematobacter,Proteobacteria,Bacteria,9799,63.0,63.0,353.89898681640625,0.5336165344813809,8.649627173438072,4.1620291,-0.04601494391618347,0.20214382239524498,0.2005629972467938
ignavigranum,Firmicutes,Bacteria,204,84.0,68.0,178.0070037841797,0.5356281656815566,15.098494246258872,1.9207213333333333,1.6022298546927851,-1.155875318525768,0.0252391929436147
intestinibacter,Firmicutes,Bacteria,2409,57.0,56.0,335.697998046875,0.9004479391264345,7.2046264773023205,3.053593419354838,-0.4153379357685034,-0.4694626803719449,0.1159693927526538
lacticaseibacillus,Firmicutes,Bacteria,3720,83.0,61.0,277.4840087890625,0.23313416495090322,15.324064874743527,2.936557654109589,1.6598827123064501,-0.5403752126618597,0.1785199451155759
meiothermus,Deinococcus-Thermus,Bacteria,906,63.0,70.0,353.89898681640625,0.7556462432672738,9.542306969607491,3.0390973684210527,0.18214215937730627,-0.47824590725788213,0.1951987873547681
methylomonas,Proteobacteria,Bacteria,14195,91.0,62.0,283.8729858398437,0.21034728235903447,9.15447329445223,4.041739902439024,0.0830170214915832,0.12926001983885585,0.0646533198866627
parvimonas,Firmicutes,Bacteria,752,75.0,66.0,205.00799560546875,0.4818128330289064,13.685404501960845,1.607552045454545,1.2410628784306863,-1.3456260942170957,0.1754955869939074
prevotella,Bacteroidetes,Bacteria,6180,99.0,61.0,233.7469940185547,0.51116624068529,19.482781996052854,2.925660206614641,2.7227955909069848,-0.5469780284399579,0.1831900228717883
rubellimicrobium,Proteobacteria,Bacteria,20397,92.0,65.0,248.1009979248047,0.25883590045594623,5.049862451626983,4.5545795,-0.9660670107276498,0.4399919951917135,0.2859560354470342
ruminiclostridium,Firmicutes,Bacteria,5863,81.0,60.0,434.52099609375,0.6697842700911952,7.429673275894747,4.710839723404256,-0.3578189621201106,0.5346708150769311,0.2252638563094411
sharpea,Firmicutes,Bacteria,184,99.0,61.0,233.7469940185547,0.51116624068529,9.641386733795352,1.970670871794872,0.20746563156644734,-1.1256106532621384,0.1391876797062744
thiomicrorhabdus,Proteobacteria,Bacteria,2515,57.0,63.0,416.53900146484375,0.7953161414563249,14.807857946872543,2.2285465,1.527947075509846,-0.9693625715449088,0.0806103766148898
victivallis,Lentisphaerae,Bacteria,1423,116.0,57.0,356.5710144042969,0.9430027484673636,6.045993500324449,4.3003685,-0.7114691408679559,0.2859643293053382,0.2029098798990133
aequorivita,Bacteroidetes,Bacteria,3568,163.0,83.0,80.5999984741211,2.5686160298453236,8.344793350630235,3.115715261904762,-0.12392642157722505,-0.4318227575970622,0.3162774529269461
bartonella,Proteobacteria,Bacteria,1930,79.0,59.0,277.4840087890625,0.383703604330731,13.099217342660149,1.8321705314285717,1.0912412236472018,-1.2095286747131764,0.3641372698674635
chlorobaculum,Chlorobi,Bacteria,782,81.0,63.0,532.343994140625,0.8073080968383325,12.040244517299072,2.242479375,0.8205818300575984,-0.9609205756622107,0.1625188521612019
cronobacter,Proteobacteria,Bacteria,216,122.0,55.0,356.5710144042969,1.1204624390741047,11.357958645274495,4.49024350174216,0.6461986202580834,0.4010105048387194,0.2285854369213915
dehalobacter,Firmicutes,Bacteria,1790,76.0,66.0,346.6440124511719,0.3663149519114944,8.426509962389947,3.085500416666666,-0.10304074060846251,-0.4501300774500268,0.1949582069797232
ferrovibrio,Proteobacteria,Bacteria,7487,101.0,70.0,192.9320068359375,0.7812520626072376,6.861872451743596,4.3719845,-0.5029413137649956,0.3293568076800687,0.5391727206524924
flectobacillus,Bacteroidetes,Bacteria,6895,91.0,66.0,283.8729858398437,0.19040464882992394,2.9625898960871595,6.75085,-1.4995461620420412,1.7707228399234627,0.2813904634939416
fusicatenibacter,Firmicutes,Bacteria,2032,122.0,55.0,356.5710144042969,1.1204624390741047,7.719645658502658,3.2384906129032256,-0.2837058712505418,-0.3574325827317975,0.1261229170726467
lactiplantibacillus,Firmicutes,Bacteria,3931,99.0,61.0,309.7279968261719,0.38548200844002617,12.377622546513695,3.312429333333333,0.9068111747686395,-0.31263275689233866,0.212575765466479
lentilactobacillus,Firmicutes,Bacteria,76,79.0,59.0,277.4840087890625,0.383703604330731,16.586936848219484,2.6526899090909093,1.9826560208715327,-0.712372042797676,0.2352400328297431
limnobacter,Proteobacteria,Bacteria,1916,78.0,62.0,239.19900512695312,0.36260850288478963,8.649755062923333,3.2370858823529414,-0.04598225706181066,-0.35828371571919604,0.1507716944962384
loigolactobacillus,Firmicutes,Bacteria,816,122.0,55.0,356.5710144042969,1.1204624390741047,10.823643768592984,2.864100173913044,0.5096348321748418,-0.5842775479293425,0.1809260926749271
luteibacter,Proteobacteria,Bacteria,225,75.0,63.0,248.1009979248047,0.328822764209586,6.0887978094941,4.598608933333334,-0.7005289277808737,0.46666964032364394,0.6710911864717002
meridianimaribacter,Bacteroidetes,Bacteria,330,95.0,72.0,117.16300201416016,1.016341715369414,6.693227964347001,3.286904333333333,-0.5460446055566698,-0.3280984769900121,0.0029371410441129
methylocaldum,Proteobacteria,Bacteria,2596,64.0,62.0,371.6130065917969,0.6197591713486144,6.007506556133258,5.659586,-0.7213058927906059,1.1095207409354977,0.2911146873267851
methylomicrobium,Proteobacteria,Bacteria,4221,76.0,66.0,346.6440124511719,0.3663149519114944,4.656569671429118,4.5097575,-1.0665874233786805,0.4128341301097182,0.1560746424274528
nonlabens,Bacteroidetes,Bacteria,4190,63.0,55.0,374.2590026855469,0.9796124715839417,8.581435965733462,3.146326571428572,-0.06344371119279343,-0.41327521812914836,0.086108193867861
paenalcaligenes,Proteobacteria,Bacteria,294,122.0,55.0,356.5710144042969,1.1204624390741047,11.446866792238794,2.6208045,0.6689223621391155,-0.7316915653128502,0.132146188560554
peptoniphilus,Firmicutes,Bacteria,2057,99.0,57.0,309.7279968261719,0.579059882292029,4.425451880125572,2.25965625,-1.1256580621560799,-0.9505130245984406,0.188500981208716
phascolarctobacterium,Firmicutes,Bacteria,4247,122.0,55.0,356.5710144042969,1.1204624390741047,8.85823127792359,2.257787065217391,0.007301495437301645,-0.9516455726359984,0.1868778545393424
piscibacillus,Firmicutes,Bacteria,77,77.0,66.0,178.0070037841797,0.5329551080497513,5.0113950771729785,2.9931785,-0.9758987608853132,-0.5060683701844996,0.2496105261724099
polynucleobacter,Proteobacteria,Bacteria,11745,91.0,62.0,283.8729858398437,0.21034728235903447,17.80694008106694,1.9655257916666669,2.2944726485241436,-1.1287280820238592,0.1023659418434681
pseudobacter,Bacteroidetes,Bacteria,31561,80.0,59.0,334.0929870605469,0.4413881830948309,2.183761051838056,7.7847345,-1.6986044736872703,2.3971584242652195,0.5021187690297275
pusillimonas,Proteobacteria,Bacteria,3784,163.0,83.0,80.5999984741211,2.5686160298453236,8.705563163183303,4.13528675,-0.0317184476306282,0.1859405040855867,0.3224627271266965
salirhabdus,Firmicutes,Bacteria,196,91.0,66.0,334.0929870605469,0.27999841640601547,7.406052570012655,3.7806915,-0.3638561009182905,-0.028910461025662228,0.1642573555085167
silvanigrella,Proteobacteria,Bacteria,1753,65.0,66.0,283.8729858398437,0.3883452608024758,4.155028547123633,3.6100835,-1.1947746755099946,-0.13228266766323005,0.1753254471730236
syntrophus,Proteobacteria,Bacteria,16171,53.0,57.0,371.6130065917969,1.0096278954116402,7.818687017366371,2.8137716666666663,-0.25839221495232395,-0.6147718321999095,0.1585372943803732
thermoflexus,Chloroflexi,Bacteria,32,83.0,55.0,573.8049926757812,1.2873953568219771,10.49859429997967,3.2385288,0.426556503860322,-0.35740944498644756,0.1315506583511158
bifidobacterium,Actinobacteria,Bacteria,1392,65.0,57.0,309.7279968261719,0.6694394893569281,26.39955482499431,2.2348861710403,4.490630888134764,-0.9655213344118783,0.2320278387287608
centipeda,Firmicutes,Bacteria,90,70.0,77.0,122.29900360107422,1.3204055592448987,13.313205267604385,2.1782883548387098,1.145933696025949,-0.9998142230901692,0.007291176513979
chelatococcus,Proteobacteria,Bacteria,28325,72.0,68.0,347.3320007324219,0.518872668757947,6.083942002671222,6.73905175,-0.7017700075315465,1.7635742235809602,0.4902855983690348
corynebacterium,Actinobacteria,Bacteria,10397,122.0,55.0,356.5710144042969,1.1204624390741047,24.0746616948328,2.5337843070539416,3.896419072967936,-0.7844175181805996,0.1360036418950682
flavihumibacter,Bacteroidetes,Bacteria,888,72.0,65.0,295.40399169921875,0.22361797136987227,3.612725296844437,3.5983915,-1.3333801858187138,-0.13936690662040935,0.4021921590028121
hydrogenophilus,Proteobacteria,Bacteria,3131,75.0,69.0,277.4840087890625,0.4175414732554468,10.208911602006715,2.0570263333333334,0.3525174525371434,-1.0732874643469859,0.3136468339911857
jeotgalicoccus,Firmicutes,Bacteria,773,122.0,55.0,356.5710144042969,1.1204624390741047,15.730183958589723,2.1614496111111112,1.7636813578680088,-1.0100168987919322,0.0705972615046082
leminorella,Proteobacteria,Bacteria,223,118.0,64.0,145.98300170898438,0.8750770542147285,6.604734698421916,4.239383,-0.5686623093526856,0.24901292193935654,0.2164530471223081
methylotuvimicrobium,Proteobacteria,Bacteria,6977,71.0,66.0,347.3320007324219,0.4355288574454022,4.172396675315118,5.0330785,-1.1903356125505737,0.7299168375430075,0.143373550166434
nocardiopsis,Actinobacteria,Bacteria,482,122.0,55.0,356.5710144042969,1.1204624390741047,6.633510823277863,6.331488878048781,-0.561307513916161,1.516629921923699,0.2105163313963832
oceanobacter,Proteobacteria,Bacteria,468,80.0,72.0,239.9969940185547,0.6038362510618428,6.478196222310288,3.550371,-0.6010038637249123,-0.16846275821493775,0.016525138797163
oscillibacter,Firmicutes,Bacteria,11128,122.0,55.0,356.5710144042969,1.1204624390741047,8.61413781832931,2.4378528,-0.05508555187002633,-0.8425428790677405,0.1517047370899953
romboutsia,Firmicutes,Bacteria,8535,71.0,57.0,388.6099853515625,0.8167366888841028,9.848091666280393,2.4370203703703703,0.260296667772976,-0.8430472521785285,0.1914733406695916
roseimaritima,Planctomycetes,Bacteria,420,61.0,69.0,347.3320007324219,0.7151635189689701,5.536490083391285,5.960455,-0.8416914492751059,1.2918187131222554,0.2206280444735676
rubrivirga,Rhodothermaeota,Bacteria,7022,63.0,70.0,353.89898681640625,0.7556462432672738,5.662306341258815,4.768375,-0.8095344842967762,0.5695317155107027,0.3184257512269591
sinomicrobium,Bacteroidetes,Bacteria,499,57.0,76.0,182.71299743652344,1.2722020425722778,3.1699760750717463,5.3628165,-1.4465410082755181,0.9297066754888149,0.3027565015026778
actinoalloteichus,Actinobacteria,Bacteria,2408,75.0,63.0,248.1009979248047,0.328822764209586,4.280715894695612,6.540962,-1.162650658291594,1.6435506926223644,0.4298603188883119
anaeromyxobacter,Proteobacteria,Bacteria,44206,78.0,64.0,353.89898681640625,0.28354518181653127,7.515200732250328,5.189482142857143,-0.3359592798713525,0.8246825559635792,0.1752071643827183
desulfacinum,Proteobacteria,Bacteria,82,79.0,59.0,277.4840087890625,0.383703604330731,9.730595940617787,3.596902,0.23026632034987954,-0.14026940182454192,0.2444278436151969
desulfosalsimonas,Proteobacteria,Bacteria,521,61.0,69.0,347.3320007324219,0.7151635189689701,10.842162241573677,2.76697575,0.5143679079886153,-0.6431257028710448,0.0694736498402955
halioglobus,Proteobacteria,Bacteria,3443,85.0,66.0,310.7950134277344,0.14170566578161115,9.819087486179328,4.0736983,0.2528835844438157,0.14862376641861064,0.0468193423019382
mobilitalea,Firmicutes,Bacteria,1800,76.0,64.0,527.198974609375,0.8112702148061165,8.716014838923515,4.359790650000001,-0.029047138084156696,0.3219684953974828,0.2250031704373745
prochlorothrix,Cyanobacteria,Bacteria,1400,91.0,66.0,283.8729858398437,0.19040464882992394,5.907725622307286,5.585906,-0.7468085746294278,1.064877675047286,0.1174995158994424
pseudoclavibacter,Actinobacteria,Bacteria,6906,63.0,65.0,334.0929870605469,0.4564348111424797,10.651231275719802,3.943206086956522,0.4655684882132621,0.06955790777585093,0.3906014684135453
saccharofermentans,Firmicutes,Bacteria,4265,57.0,57.0,335.697998046875,0.8520534706634336,11.939189662344608,2.3452177904761906,0.794753550892895,-0.8986708762681548,0.1735227553335353
thermopolyspora,Actinobacteria,Bacteria,2020,80.0,57.0,380.5329895019531,0.6723881420988347,4.126659916711967,5.8158415,-1.2020253207770921,1.2041966988873904,0.2766267612955284
alkalibaculum,Firmicutes,Bacteria,4263,81.0,57.0,603.760986328125,1.304069115439958,6.119113372678159,3.105025,-0.6927806723476646,-0.4383000386309457,0.4694021160585988
alkalimarinus,Proteobacteria,Bacteria,1867,63.0,59.0,416.53900146484375,0.9082232616275882,5.391810420627573,4.822128,-0.8786696500849542,0.6021009163886757,0.0550930447903117
anaerobutyricum,Firmicutes,Bacteria,4077,99.0,61.0,233.7469940185547,0.51116624068529,8.993465781557097,3.1133714943820223,0.04186563898211424,-0.43324285759630654,0.1040638147659401
arcanobacterium,Actinobacteria,Bacteria,273,99.0,61.0,233.7469940185547,0.51116624068529,16.930907444678287,1.9490981276595745,2.070570338236995,-1.138681682548534,0.1175324174571517
blautia,Firmicutes,Bacteria,5051,122.0,55.0,356.5710144042969,1.1204624390741047,7.697036243722306,4.15744437037037,-0.2894845374705926,0.1993659126919984,0.1020787283372555
calditerrivibrio,Deferribacteres,Bacteria,130,100.0,70.0,296.2569885253906,0.485236861610562,12.203160935060426,1.4750276666666668,0.8622211033052792,-1.425923251844967,0.1036867100755602
chitinophaga,Bacteroidetes,Bacteria,18575,96.0,66.0,231.21099853515625,0.40982275685537256,3.851783949084105,7.00973895652174,-1.27227996842128,1.9275849021347868,0.400578205283389
enterocloster,Firmicutes,Bacteria,1232,122.0,56.0,356.5710144042969,1.072067970611104,7.683876204723824,4.945420642857143,-0.2928480687054287,0.6768045208756892,0.2172223340346623
lacibacter,Bacteroidetes,Bacteria,5621,79.0,59.0,309.7279968261719,0.3844187938425343,3.880538724103814,3.6077465,-1.264930629719424,-0.13369866718794154,0.3887696847044024
lentzea,Actinobacteria,Bacteria,3105,99.0,74.0,120.12100219726562,1.1583625714802723,4.008889633639774,9.4789339375,-1.2321258414286274,3.423682000759295,0.3611272358367471
leucobacter,Actinobacteria,Bacteria,6823,72.0,57.0,335.697998046875,0.6503765864615848,11.389151765947924,3.3365083529411765,0.6541711677337553,-0.29804316325937846,0.3407597598745197
marinicauda,Proteobacteria,Bacteria,3141,61.0,60.0,294.32598876953125,0.5335249771481855,6.506315424777584,3.22763325,-0.593816968928602,-0.3640111110632434,0.3706487538068413
marinobacter,Proteobacteria,Bacteria,3253,69.0,59.0,277.4840087890625,0.5181548604652969,13.684572461370982,4.019124467005077,1.2408502199033842,0.11555721888651765,0.1025147739995352
niveispirillum,Proteobacteria,Bacteria,608,106.0,55.0,457.7330017089844,1.1976972982907137,6.74052445636951,6.08261275,-0.5339562501776136,1.365834680576187,0.265524233571206
nodularia,Cyanobacteria,Bacteria,2235,42.0,62.0,371.6130065917969,0.9155519348446596,7.600914777625924,4.867835133333334,-0.31405190794652493,0.6297950880086716,0.2922952748567264
ornithinimicrobium,Actinobacteria,Bacteria,1649,79.0,59.0,277.4840087890625,0.383703604330731,6.789944599031365,3.6819151666666654,-0.5213251178920343,-0.08875951581931052,0.2686339160414247
phaeodactylibacter,Bacteroidetes,Bacteria,184,136.0,79.0,64.48500061035156,2.058591905265045,3.646355552221004,6.8561608,-1.3247847390721161,1.834531159455768,0.0297945147618793
priestia,Firmicutes,Bacteria,17017,99.0,66.0,245.48699951171875,0.408900670699946,7.511172925704559,5.458534959259261,-0.33698873374501753,0.9877029496938808,0.3050944111160189
proteiniclasticum,Firmicutes,Bacteria,1957,63.0,57.0,335.697998046875,0.7713827169826941,5.919398956765128,2.8719132000000003,-0.7438250253353741,-0.5795435978969551,0.3527512139613846
psychroserpens,Bacteroidetes,Bacteria,496,57.0,63.0,342.3429870605469,0.580890594431885,6.370057593283216,3.767626846153846,-0.6286426614873559,-0.03682639754114177,0.0212836802096112
qipengyuania,Proteobacteria,Bacteria,10333,91.0,66.0,334.0929870605469,0.27999841640601547,14.72997278305676,2.9192178854166664,1.5080406617632809,-0.5508814617965568,0.3614153398352179
rhodopila,Proteobacteria,Bacteria,16492,89.0,63.0,271.9849853515625,0.16941873433403523,5.54062999170926,6.858425857142858,-0.8406333436769026,1.8359035684577927,0.5203131196751969
roseinatronobacter,Proteobacteria,Bacteria,73,110.0,79.0,181.5829925537109,1.3706069176140654,14.85427997476064,3.096750571428572,1.5398119294668944,-0.4433135546448104,0.2985563865342542
salisediminibacterium,Firmicutes,Bacteria,54,61.0,69.0,347.3320007324219,0.7151635189689701,9.395558220852456,2.873698333333333,0.14463512766048384,-0.5784619770362166,0.394941618999111
schlegelella,Proteobacteria,Bacteria,1278,57.0,57.0,416.53900146484375,1.0856829522343292,5.912983253017453,3.8897455,-0.7454647940284037,0.03716588136539396,0.4022624745745935
sphaerisporangium,Actinobacteria,Bacteria,5571,118.0,78.0,190.4459991455078,1.4041594766505563,2.571538947223644,8.555188333333334,-1.5994935923700568,2.8639801024048124,0.3293810562032038
sporosarcina,Firmicutes,Bacteria,7939,91.0,63.0,269.4070129394531,0.20375929335872764,11.541482243999427,3.46575935,0.6931048153470226,-0.21972936334333495,0.3925413689798017
syntrophotalea,Proteobacteria,Bacteria,14592,63.0,64.0,353.89898681640625,0.4852220660183802,6.580584268141887,3.191206,-0.5748348386735318,-0.3860825567998929,0.1661529716982084
thermoactinomyces,Firmicutes,Bacteria,1481,150.0,80.0,134.43099975585938,2.093075075854931,5.724654062335377,2.6202456666666665,-0.7935992346150649,-0.7320301651136176,0.4263530738764222
thermodesulfobacterium,Thermodesulfobacteria,Bacteria,135,83.0,57.0,573.8049926757812,1.1906064198959756,15.153064589816264,1.4518515294117649,1.6161773099451746,-1.4399657847236969,0.1138607425944511
thermodesulfobium,Firmicutes,Bacteria,26,51.0,55.0,335.697998046875,1.0295131612701747,7.712045089756958,1.5560075,-0.2856484757049533,-1.376857181878675,0.0459774305154868
aminobacterium,Synergistetes,Bacteria,631,69.0,65.0,314.0660095214844,0.31788634464202087,12.803815734070534,2.03064465625,1.0157404947035702,-1.0892722492041083,0.1901767110874188
emticicia,Bacteroidetes,Bacteria,4475,91.0,70.0,283.8729858398437,0.38398252268192673,3.082371959713655,5.190807666666667,-1.4689314569923586,0.8254856972063179,0.2279346218022907
fimbriimonas,Armatimonadetes,Bacteria,19085,84.0,65.0,264.81500244140625,0.13957073764296743,7.1022316022184135,4.78722772,-0.44150870628609795,0.5809546691091283,0.4410007835078773
longicatena,Firmicutes,Bacteria,145,65.0,60.0,216.41900634765625,0.7000179823115182,3.170563771130808,3.1540132045454548,-1.44639080096599,-0.4086178502043995,0.2213815047208354
muricauda,Bacteroidetes,Bacteria,3536,163.0,83.0,80.5999984741211,2.5686160298453236,6.091124896255997,3.940158904761905,-0.6999341553025612,0.06771160544838511,0.0913079740441699
permianibacter,Proteobacteria,Bacteria,8229,63.0,70.0,353.89898681640625,0.7556462432672738,6.380772605216281,4.2314625,-0.6259040467064527,0.2442138529468541,0.3898653143374013
prosthecobacter,Verrucomicrobia,Bacteria,19523,91.0,70.0,283.8729858398437,0.38398252268192673,5.284773074921943,6.055132272727272,-0.9060269744527902,1.349184127406726,0.3600710647625774
xanthomonas,Proteobacteria,Bacteria,13550,76.0,63.0,248.1009979248047,0.3153776385961294,9.303308667642796,4.944477458862507,0.12105736670885123,0.676233041163186,0.3065065602941069
bosea,Proteobacteria,Bacteria,77372,79.0,64.0,283.8729858398437,0.12326719881719254,10.31681611074004,5.3311020967741936,0.3800964122610511,0.9104907662486549,0.4653771471694413
