genus_lower,Cu_mean,Cu_sd,Cu_n,Zn_mean,Zn_sd,Zn_n,Pb_mean,Pb_sd,Pb_n,Ni_mean,Ni_sd,Ni_n,Co_mean,Co_sd,Co_n,As_mean,As_sd,As_n,Cr_mean,Cr_sd,Cr_n,Hg_mean,Hg_sd,Hg_n,pH_mean,pH_sd,pH_n,ko_per_mb_primary,mean_genome_mb,mean_levins_B_std,phylum,kingdom,Cu_sd_01,Zn_sd_01,Pb_sd_01,Ni_sd_01,Co_sd_01,composite_metal_sd,ko_z,genome_z
dermacoccus,12.27777777777778,10.686965978708145,18,15.573684210526318,20.270965610538283,19,12.733684210526317,3.913302399829921,19,9.533333333333331,9.008623319777948,18,5.310526315789473,6.034244382120921,19,3.0578947368421048,1.503076766529864,19,28.86842105263158,17.42431419442954,19,0.0207142857142857,0.0173046395354121,14,,,0,8.304637856778038,3.0103660666666667,0.3919903802055006,Actinobacteria,Bacteria,0.21697507428595422,0.2935976168057797,0.035755259804727504,0.09180750296343215,0.3671661488121711,0.20106032053441295,0.020055577034935424,-0.8686500754081863
desulfobacca,18.03676470588235,20.031906671583567,68,50.99264705882352,29.5985997862468,68,25.46441176470588,40.52301941654755,68,17.814705882352943,11.53151767601315,68,10.008823529411767,5.577319082453308,68,20.71641791044776,53.5022276427047,67,59.017647058823535,43.87017121848564,68,0.0322950819672131,0.0271043319184068,61,,,0,8.936640812468317,3.133168333333333,0.0865608864139256,Proteobacteria,Bacteria,0.5097314904471237,0.5520366434558682,0.5037942343875632,0.1368419085687723,0.3222418651428204,0.4049292284004296,0.17681422654546536,-0.8059302712583788
desulfobulbus,23.13148148148148,26.410309765596185,54,55.35740740740741,35.88421422976253,54,33.94907407407408,53.63486258052822,54,27.98148148148148,22.073069684821167,54,13.059259259259257,6.970707403492228,54,38.98333333333334,69.75709810369878,54,103.7055555555556,91.56986695737412,54,0.0392452830188679,0.0303726253648408,53,,,0,8.064488256376993,2.604009,0.1200072080591014,Proteobacteria,Bacteria,0.7095528153762473,0.726190994717886,0.6714233265916388,0.32501170953613007,0.4592379392088625,0.578283357086153,-0.03950985173468873,-1.0761921373589192
desulfococcus,18.644642857142856,22.079953224941043,56,48.37321428571429,34.37225885174596,56,27.16321428571429,44.3780592843373,56,15.080357142857142,5.950597208924256,56,8.069642857142856,3.3652728995300945,56,21.876785714285717,58.18698070896937,56,48.75178571428573,20.492490784954096,56,0.03,0.0258957184741825,52,,,0,8.588111138746246,4.4247215,0.1843376816836647,Proteobacteria,Bacteria,0.5738922795625955,0.6842995280423839,0.5530792071687605,0.03722083829095107,0.1047564462272201,0.39064965985838224,0.09036678120504815,-0.14628477886466465
desulfosporosinus,17.918181818181818,18.244649440358703,231,47.022362869198325,31.801908819482566,237,23.68645569620253,34.99583713880407,237,20.062025316455696,16.382682339179837,237,10.331645569620257,6.297246054732722,237,16.358474576271185,45.80069185814181,236,67.84725738396624,87.21100922565941,237,0.0353333333333333,0.0256052725830254,210,,,0,10.00347842040448,4.198539571428572,0.1519436066279177,Firmicutes,Bacteria,0.4537406565865689,0.6130833173747182,0.4331316634524705,0.22343662330956446,0.3930241211208201,0.42328327636882845,0.4414269489408228,-0.2618045216779824
desulfotomaculum,10.576190476190478,8.477435034366513,21,21.26315789473685,28.267083537144508,19,8.67952380952381,4.7592189235109545,21,18.428571428571427,20.133706634823675,21,7.366666666666666,7.85648352211938,21,2.2190476190476187,1.3592715135759477,21,48.776190476190486,42.15259072419992,21,0.025,0.0167874411932903,12,,,0,14.607080095002289,3.080697833333333,0.2592524515059032,Firmicutes,Bacteria,0.14775533475825217,0.5151445701922173,0.04656992690924384,0.29039350921642776,0.5463262611942935,0.3092379204540869,1.5832798072176795,-0.8327289580658087
desulfovibrio,22.85125,25.00841374240662,80,57.30740740740742,35.70701183863534,81,31.6125925925926,50.96304925575436,81,23.94567901234568,18.78298464956193,81,12.401234567901236,6.988016417896435,81,31.516049382716044,67.03873778792028,81,82.65679012345679,70.89182240969618,81,0.0372602739726027,0.0295926170396811,73,,,0,15.63606112471281,2.81400793006993,0.1616850662643563,Proteobacteria,Bacteria,0.6656344996728131,0.7212812809983832,0.6372653797210615,0.2662827248730437,0.4609397383294127,0.5502807247189428,1.8385027854285976,-0.9689376694800265
desulfuromonas,13.590909090909092,7.603348544615661,11,39.518181818181816,9.674380412390054,11,16.114545454545453,2.010280396543545,11,15.70909090909091,7.343085801685086,11,9.19090909090909,4.5713137160896204,11,8.309090909090909,1.9007653960731423,11,45.25454545454545,16.225989254055584,11,0.0118181818181818,0.0040451991747794,11,,,0,8.480931379653418,3.537347333333333,0.1939071326647002,Proteobacteria,Bacteria,0.1203721296032478,0.0,0.01142596857802938,0.062077168851212644,0.22333276449926323,0.0834416063063506,0.0637824841871567,-0.5995006310769392
devosia,16.67745098039216,14.916682343933006,612,40.26332794830372,29.251989602469017,619,17.909744408945688,22.51688903411323,626,20.273268921095006,21.55688634318622,621,9.530990415335465,7.3067682361977235,626,8.88725806451613,28.92675473469073,620,69.93626198083066,136.07735509982862,626,0.0292641509433962,0.0201793948168834,530,,,0,13.795808732460523,3.914232289473684,0.4051508745165019,Proteobacteria,Bacteria,0.3494827749935189,0.5424331795082983,0.2735938535282685,0.3157976852086917,0.49227899031634625,0.39471729671102473,1.3820563761662938,-0.40701110073060687
dialister,21.26,6.410442869083054,10,55.31999999999999,18.11989698278295,10,13.119,1.1487234460720108,10,25.270000000000003,6.029566042980761,10,14.660000000000002,3.879060596473212,10,5.0200000000000005,1.5090836071382303,10,63.96,9.711871315274127,10,0.051,0.0191195071995999,10,,,0,18.71197623753635,2.030784964539007,0.2076729638277942,Firmicutes,Bacteria,0.0830010213357017,0.23399835809317024,0.0004113455625257788,0.03863045518366487,0.15527136466155836,0.10226250896732418,2.6014363995105296,-1.368959528498898
dietzia,13.674999999999995,7.037706883766769,12,52.6,24.28123106059868,12,16.763333333333335,6.242325227222965,12,17.499999999999996,7.0786490750193805,12,9.983333333333333,3.210730116155495,12,3.95,1.6278820596099706,12,52.4,11.285147117098006,12,0.0399999999999999,7.314236392868129e-18,10,,,0,13.81347180615256,3.5472617375,0.1762396739684411,Actinobacteria,Bacteria,0.10265182180206261,0.4047092963591177,0.06553078239112937,0.05735689557612288,0.08956200668880547,0.14396216056344763,1.3864374309592171,-0.5944369665007528
dokdonella,17.34046052631579,17.05505474035356,304,45.98214285714285,30.416630961390425,308,21.621688311688317,31.937915115048124,308,19.26720779220779,15.508263931163803,308,10.00551948051948,6.65243229425048,308,14.446428571428571,42.19802880955246,308,59.52954545454545,50.554009598029566,308,0.0325092250922509,0.0242130762756537,271,,,0,7.624451880742842,3.5412381666666666,0.5239057813979295,Proteobacteria,Bacteria,0.4164732738921725,0.5747016812018932,0.3940374883267944,0.2078279977806964,0.42794555661837985,0.4041971995639873,-0.14865413240435402,-0.5975134340058246
duganella,16.677935943060497,10.550041164924256,281,42.27163120567376,28.292489418077857,282,13.99588850174216,7.418433087252467,287,22.11719298245614,20.07070650720951,285,10.62020905923345,7.8265378719480125,287,4.706666666666667,4.540086450336141,285,64.52020905923345,101.98519608029667,287,0.0302183406113537,0.0180020811381497,229,,,0,6.43561398573005,6.8369545,0.6418585568322084,Proteobacteria,Bacteria,0.21268552135198346,0.5158484862137849,0.08056679910100055,0.28926893842607637,0.5433820449647693,0.3283503580115229,-0.44352715670152976,1.0857346734665905
dyadobacter,19.13938223938224,16.257608630317762,259,46.10369003690036,28.9600117857278,271,18.32988970588235,25.44572493956436,272,23.835447761194025,24.718051543020195,268,11.081985294117649,7.914446067834978,272,11.499632352941177,33.77541246157044,272,85.0577205882353,164.9255066525509,272,0.0344196428571428,0.0222223328837375,224,,,0,3.3759207846506447,6.516740588235295,0.3684019229765555,Bacteroidetes,Bacteria,0.3914910430863917,0.5343434044012801,0.3110377199553912,0.3722254129266483,0.5520250610808822,0.43222452829011865,-1.2024371741300057,0.9221892082477657
dyella,16.048693586698338,15.07264723656041,421,41.16241134751774,30.104359257495013,423,20.858676122931445,27.162301187972545,423,17.360332541567697,11.956833825358954,421,9.062647754137116,5.943667193126063,423,10.730071599045344,34.79595206541131,419,52.98676122931442,39.2279305498022,423,0.0313972602739726,0.0230972262534952,365,,,0,5.077243919683078,5.1208885,0.5015963234970512,Proteobacteria,Bacteria,0.354368811675097,0.5660496271349289,0.3329833850019508,0.1444339268127398,0.3582607208673026,0.35121929429840376,-0.7804500384252107,0.2092742761980482
dysgonomonas,21.250000000000004,26.0607683817774,38,57.73421052631579,34.16639946003367,38,33.92368421052631,52.29054673601755,38,16.36842105263157,6.495116887746574,38,8.986842105263156,4.21183474513678,38,29.826315789473675,69.47459066609825,38,52.46578947368421,24.299207820652043,38,0.0329729729729729,0.0303557485737293,37,,,0,6.40097552148424,4.218107054054054,0.1451514158571757,Bacteroidetes,Bacteria,0.6986024534435258,0.6785958201333134,0.6542368454972094,0.04694067456374968,0.18798927339470106,0.45327301340649984,-0.4521186970217192,-0.2518106615377108
edaphobacter,16.949006622516556,16.497554839226606,151,43.34802631578947,33.56227377941393,152,21.88605263157895,31.551401017536403,152,17.319205298013244,13.18758868649756,151,8.898026315789474,6.248437901685783,152,12.611999999999998,40.512791782183776,150,49.565131578947366,30.06533120356274,152,0.0291735537190082,0.0245827438412769,121,,,0,4.355446827764746,5.0511465,0.3870713410422929,Acidobacteria,Bacteria,0.3990080294965,0.6618574221716643,0.3890960772315219,0.16640326273847003,0.38822536886426345,0.40091803210048393,-0.9594807475872659,0.17365437519989121
emticicia,20.906122448979588,18.64089822767921,49,51.97843137254901,28.93885494435113,51,21.52372549019608,33.501686999957734,51,25.27843137254901,17.806024977242846,51,13.06862745098039,7.4496842938765795,51,18.87647058823529,44.914120667047655,51,80.3,74.69501723676085,51,0.041063829787234,0.0229587572146221,47,,,0,3.082371959713655,5.190807666666667,0.2279346218022907,Bacteroidetes,Bacteria,0.4661542586303574,0.533757215729064,0.41402961744268846,0.24884370764485816,0.5063303057518029,0.43382302103975423,-1.2752474623544747,0.24498466297416996
ensifer,16.66565143824027,14.821112559407872,591,40.77775919732442,29.78747204980302,598,17.838231404958677,22.18573828217513,605,20.60433333333333,21.796488847955622,600,9.643305785123967,7.338407692700622,605,8.617166666666668,27.97024394273163,600,70.6188429752066,138.2906821045338,605,0.0298039215686274,0.0207700664994287,510,,,0,7.16962633526343,7.392295988888889,0.3099592115144908,Proteobacteria,Bacteria,0.34648878407047284,0.5572696921620222,0.2693602382206531,0.32007466032545506,0.49538973931648755,0.3977166228190181,-0.26146664005215536,1.369368765611799
enterobacter,16.990867579908677,16.16882288997941,219,44.16126126126127,31.466565380790453,222,19.52835555555556,28.432321183975294,225,20.172767857142865,17.600555928328706,224,9.792000000000002,6.611328751252872,225,12.076339285714289,37.01405651052299,224,64.13644444444444,87.00016782505253,225,0.0320418848167539,0.0228845690277676,191,,,0,14.901264912810218,4.966021370198189,0.4723686230979797,Proteobacteria,Bacteria,0.38870958133056815,0.6037920190394144,0.3492200266661676,0.24517602474514655,0.4239043113058897,0.40216039261743725,1.6562478437290022,0.13017772273802128
enterococcus,15.416666666666666,8.898132652747,18,44.71764705882353,29.57588196686021,17,14.28736842105263,10.021601026507836,19,23.32631578947368,24.43685381880007,19,10.689473684210524,9.94836082181058,19,6.847368421052631,9.731813147327836,19,66.03684210526315,67.86214138912896,19,0.023076923076923,0.0170218562367207,13,,,0,18.72240956977061,2.991067992146597,0.1974481463991197,Firmicutes,Bacteria,0.1609348648475666,0.5514072050560248,0.11384714520145328,0.3672059509200326,0.7519968364090281,0.38907840048682113,2.6040242277100836,-0.8785063385474702
erwinia,18.922727272727272,24.515630229327687,22,37.680952380952384,36.54198433374437,21,23.15954545454545,37.36794761968282,22,24.68636363636364,40.8829024160065,22,8.568181818181817,9.5738923946541,22,14.581818181818182,48.17355168815231,22,140.46363636363637,320.56229399136186,22,0.0314285714285714,0.0250713268211203,14,,,0,13.946764064156556,4.08696954632588,0.3536912887611509,Proteobacteria,Bacteria,0.6501966772217527,0.7444157087482989,0.46345804255451883,0.6607727510126647,0.7151796020404544,0.6468045563155378,1.4194985332322188,-0.3187875913995238
erythrobacter,21.91509433962264,25.38872702770036,53,46.89038461538461,40.30216390636419,52,29.82888888888889,50.19980788757747,54,21.052830188679245,17.402670040206527,53,9.235185185185188,6.8875100905972015,54,27.67222222222223,65.78862210703413,54,67.1111111111111,59.93802354654905,54,0.036938775510204,0.0290261435055144,49,,,0,9.589780001702058,3.024052688888889,0.4127499753033588,Proteobacteria,Bacteria,0.677548877524987,0.8485983053715845,0.6275076777656602,0.24164370349386527,0.45105809080094383,0.5692713309914081,0.3388153949337646,-0.8616597951100199
ethanoligenens,24.7984375,27.132370944600414,64,61.57384615384615,37.51318217025131,65,38.37430769230769,56.12488109589941,65,22.34615384615385,15.423947258677382,65,11.615384615384617,5.958508380071694,65,35.706153846153846,73.97723652609945,65,80.09692307692306,62.52099389712719,65,0.048103448275862,0.0309757628257582,58,,,0,6.621483429472858,3.0204712,0.272793268175793,Firmicutes,Bacteria,0.7321734022758034,0.7713245067160818,0.7032571075546117,0.2063229204005589,0.35971988649638986,0.5545595646886892,-0.39742508910190477,-0.8634889981676929
faecalibacterium,19.882352941176475,7.055692320222521,17,53.55294117647059,16.73783579375851,17,13.538823529411763,1.2615262698064456,17,23.611764705882354,7.214731661065191,17,13.794117647058824,4.320947608487532,17,5.594117647058824,2.0366856005024725,17,60.311764705882354,13.051047963331394,17,0.0458823529411764,0.0226546969548843,17,,,0,14.381186445537605,2.572805807095344,0.1314615833553869,Firmicutes,Bacteria,0.10321526592577918,0.19570584557241524,0.0018534795710078474,0.05978600972458676,0.1987171040241498,0.11185554096358777,1.5272503486459026,-1.0921287987980839
ferruginibacter,16.929378531073446,17.093170319380675,354,43.697796143250685,30.090591499454725,363,22.063415977961437,31.016568997670547,363,18.54558011049724,16.357676108423217,362,9.271900826446284,6.162364247365557,363,13.79585635359116,40.68019057502442,362,61.7082644628099,91.7223484941262,363,0.03062893081761,0.0230124238723564,318,,,0,10.110978215497145,3.0659743636363643,0.3924858164496324,Bacteroidetes,Bacteria,0.4176673510599808,0.5656681664215196,0.38225848736329715,0.22299025474253698,0.37976272241865766,0.39366939640119847,0.46809062598483187,-0.8402487959390469
filimonas,15.607792207792206,16.469363633199983,77,37.53766233766233,29.453317385139272,77,19.654935064935067,27.41037114628889,77,17.016883116883115,18.54990709720956,77,8.748051948051945,6.515035452292972,77,11.359740259740256,36.27275786440207,77,61.22467532467534,127.7690413822866,77,0.0304477611940298,0.0221176493230738,67,,,0,2.0541685531316154,7.7890395,0.4516950383508461,Bacteroidetes,Bacteria,0.39812486108325285,0.5480113309677994,0.3361548492572514,0.2621222220742662,0.4144368830827666,0.39177002929306737,-1.5302775630632361,1.5720008178534732
filomicrobium,18.938940809968845,14.74979483330567,321,44.78358662613982,29.7616390107986,329,17.129191616766466,19.949361861570747,334,24.65121212121212,26.730677736729724,330,10.987724550898204,8.280107438383105,334,7.855255255255255,25.03921642838089,333,87.94610778443113,180.08063550838958,334,0.0313754646840148,0.0205149270433254,269,,,0,9.004699037873635,3.8868595,0.3511251407461873,Proteobacteria,Bacteria,0.34425455673948896,0.5565539409511628,0.2407691588030511,0.408151381889812,0.5879763974358123,0.42754108716386546,0.19369502655844703,-0.42099142895600916
fimbriimonas,16.302886002886005,14.874363746435115,693,39.78516405135521,29.71636503694156,701,17.84992927864215,22.73955465143721,707,19.806552706552704,20.62303359778556,702,9.478076379066476,7.3259086765739,707,8.565049928673323,28.523898093735177,701,67.15219236209336,128.65975829778088,707,0.029812925170068,0.0207310769103178,588,,,0,7.1022316022184135,4.78722772,0.4410007835078773,Armatimonadetes,Bacteria,0.3481570265112525,0.5552995433712635,0.27644053456542533,0.2991281392928686,0.49416085278629734,0.39463721930542145,-0.27818287095129834,0.038860982192029596
flavihumibacter,16.033146067415732,15.073198881114031,178,37.68474576271187,31.14686333375461,177,18.872191011235955,26.36506617441701,178,19.25224719101124,15.905565969807778,178,9.553932584269662,6.516733024005503,178,11.374157303370788,34.45064767159051,178,60.712921348314616,56.89297814351941,178,0.0297297297297297,0.0208964387144524,148,,,0,3.612725296844437,3.5983915,0.4021921590028121,Bacteroidetes,Bacteria,0.35438609348434763,0.59493409383592,0.32279108938612633,0.21491995591675608,0.4146037860606019,0.38032700373675044,-1.1437014432362242,-0.5683230455017958
flavisolibacter,16.2598275862069,14.003795068078396,580,38.86479591836735,29.19340084573122,588,16.518670033670034,18.999109699977566,594,20.729711375212226,22.147319444800164,589,9.614983164983164,7.547501809068672,594,7.41022146507666,23.43791663734199,587,70.7422558922559,139.7708444326584,594,0.0294285714285714,0.019755147396837,490,,,0,3.7088270132366064,4.0444054,0.3411065564374938,Bacteroidetes,Bacteria,0.320884026641688,0.5408098717135534,0.22862060690072145,0.32633708956987156,0.5159475928740465,0.3865198375399762,-1.119864884970723,-0.34052672532454636
flavobacterium,17.604066985645932,16.525907506444824,418,45.41756440281032,29.70396498513252,427,19.566009280742456,27.54070614926048,431,21.33536299765808,22.18695615712435,427,10.232714617169377,7.449805479573511,431,11.799297423887587,36.11747947253365,427,74.56798143851508,142.92664973679928,431,0.0316483516483516,0.0225392824525049,364,,,0,13.15393842296123,3.497051492935636,0.3253050067581969,Bacteroidetes,Bacteria,0.3998962561333736,0.5549559774402276,0.3378211243916704,0.3270446165320125,0.5063422205672653,0.4252120390129098,1.2228502807325814,-0.6200812545979664
fluviicola,19.301875000000003,16.975248247552603,160,47.09880952380952,32.799870359199105,168,19.113333333333333,29.36216178197678,168,23.19156626506024,21.15555206054645,166,11.616071428571429,8.39576690000257,168,12.74345238095238,38.9022999179727,168,70.825,98.20882111557076,168,0.036875,0.0240183132344752,144,,,0,5.680009927968868,3.8732326666666665,0.2717919781590914,Bacteroidetes,Bacteria,0.4139731121911342,0.6407336522935376,0.36110762579225136,0.3086337503324417,0.5993478808415615,0.4647592042901853,-0.6309431657452691,-0.4279511727868674
frankia,15.218845500848898,14.484148080009415,589,37.1763422818792,29.05968290370972,596,18.04357142857143,22.54681789906117,602,18.34137353433836,19.50766017473106,597,8.609966777408637,6.559681239888439,602,8.629579831932773,28.100059892903747,595,63.95548172757474,124.34021445199144,602,0.0275498007968127,0.0198138167774303,502,,,0,5.52706422154276,6.875259355932204,0.5942395363385558,Actinobacteria,Bacteria,0.3359324288613364,0.5371049735442314,0.27397648077595427,0.2792183959415025,0.4188263971412776,0.3690117352528604,-0.6688790047661551,1.105298425238174
frondihabitans,13.14375,6.576317992108756,16,40.58125,18.955886288960485,16,19.335,12.095184716792602,16,15.0625,8.400545617200507,16,8.39375,3.5549906235225617,16,5.975,2.6473886504755337,16,48.03125,22.531539931098067,16,0.0233333333333333,0.0209307247388913,15,,,0,5.521108058781857,3.62246125,0.1520145496617582,Actinobacteria,Bacteria,0.08819752371525348,0.2571609584383959,0.14035699185417097,0.08095313729022958,0.12340923883017103,0.13801557002564419,-0.670356339677737,-0.5560297055911194
gallionella,22.59042553191489,26.24128352629303,94,51.317708333333336,39.03222149318409,96,33.4103125,52.370826902271,96,21.211458333333336,18.11723732739605,96,10.786458333333334,6.881456696945046,96,33.03125,68.57858237472043,96,79.17708333333333,75.04679589803555,96,0.0415853658536585,0.0313667871920824,82,,,0,13.336125464583084,2.474481819148936,0.1934457832424694,Proteobacteria,Bacteria,0.7042575954618697,0.8134122469368903,0.6552631917723102,0.2543989395441062,0.4504629292421737,0.57555898059147,1.2680389849084466,-1.1423466118288974
gemmata,16.308253094910594,14.917241419653246,727,39.835061391541615,29.86398878911689,733,17.864210526315787,23.102937752330355,741,19.730842391304343,20.32100183258413,736,9.403373819163294,7.246630304087856,741,8.641904761904762,29.047837302504472,735,66.31417004048582,125.89865573211983,741,0.0296612903225806,0.0207776470144425,620,,,0,3.717213074370636,7.263506142857143,0.3315550453812717,Planctomycetes,Bacteria,0.34950028960485774,0.559389727238249,0.28108622614083667,0.29373678353270294,0.48636630935217734,0.3940158671737647,-1.1177848509989712,1.3035908761733166
gemmatimonas,18.231617647058822,15.721288841402812,272,44.75709219858156,29.37925108578461,282,18.515,23.41234371909512,286,23.688256227758007,25.93178353498929,281,10.624475524475525,7.841734652201591,286,10.486267605633802,30.41729541272455,284,86.77727272727272,173.9616312029222,286,0.0315702479338843,0.0211302329849049,242,,,0,7.884868306929538,3.804756,0.449854667449856,Gemmatimonadetes,Bacteria,0.3746893249718229,0.5459591897761301,0.28504184402633587,0.39389088563557284,0.5448761720517771,0.4288914832923278,-0.08406182803008358,-0.46292481976215405
geobacillus,17.913978494623656,18.592352281176225,93,49.49148936170213,28.98486315961499,94,22.30968085106382,34.571565619153176,94,17.56808510638298,13.28640839002992,94,10.051063829787232,6.103616849134884,94,14.970212765957449,45.721350580215535,94,54.82659574468085,35.06058404929717,94,0.033375,0.0245436191403454,80,,,0,9.9962726412801,3.401267774509804,0.1686315621910978,Firmicutes,Bacteria,0.4646334210151759,0.5350319567991699,0.4277075404822922,0.1681672234844589,0.3739867568836546,0.39390537973295026,0.4396396658370986,-0.66900165503907
geobacter,17.298697916666665,16.093763233325358,384,45.08604651162791,29.666306696019426,387,19.457686375321337,27.85016270463392,389,22.038659793814432,21.228341453974792,388,10.768894601542415,7.479534556174393,389,11.67777777777778,36.26093792062103,387,74.05321336760926,129.60328214792108,389,0.0319161676646706,0.0230792896705147,334,,,0,10.989146741991608,3.548956157894737,0.1870235955227984,Proteobacteria,Bacteria,0.3863581275544002,0.5539125862222228,0.3417773890300663,0.3099330623941288,0.5092651435733178,0.42024926175482713,0.6859068735458421,-0.593571561340164
geodermatophilus,15.759055118110236,12.711749549933328,508,36.96589147286822,28.43668080018989,516,15.119444444444444,13.69838960643796,522,20.859574468085107,23.13484423219722,517,9.430459770114942,7.621515369350759,522,5.950679611650486,15.450066881986368,515,72.66360153256706,148.60989295767877,522,0.0291904761904761,0.0185722328412138,420,,,0,5.6713214037087605,5.46609825,0.4031428440500597,Actinobacteria,Bacteria,0.28040708539179515,0.5198435700413016,0.16085325442438295,0.34396469720673306,0.5232245070215227,0.36565862281714706,-0.6330982210610568,0.38558606993207345
georgenia,18.02458100558659,17.173341609673948,179,43.37722222222222,29.959232692540045,180,19.609125683060107,28.430594867256914,183,23.874033149171265,26.28941780723452,181,10.334972677595628,7.213378967281769,183,12.805027932960895,37.97530876374098,179,94.53770491803276,184.12045224027992,183,0.0333548387096774,0.0219585624915338,155,,,0,7.503190561259117,4.398129,0.3387743406102823,Actinobacteria,Bacteria,0.4201789410632399,0.5620286323701783,0.34919795647353796,0.4002747624851356,0.483097082438832,0.44295547496618476,-0.17873114471732973,-0.15986658347728683
geothrix,21.03372093023256,24.6186950027586,86,53.76470588235295,35.521679181547015,85,31.280465116279064,49.694548308097424,86,23.16627906976744,17.625066444364474,86,11.751162790697675,6.589362982441011,86,30.368604651162787,65.47657733271164,86,82.02441860465115,74.69785718014315,86,0.040125,0.0288818523021821,80,,,0,11.914263321221036,3.525186481751825,0.2753563020226816,Acidobacteria,Bacteria,0.6534254696447053,0.7161463035108315,0.6210481584153739,0.2456135446587422,0.42174466632707747,0.5315956285113461,0.9153678662423308,-0.6057116420801596
gillisia,23.66857142857143,23.06027615043788,35,50.40909090909091,34.46017052007618,33,24.050277777777776,39.86823816280761,36,28.67428571428572,33.29099280106666,35,10.275,7.60343437439387,36,17.744444444444447,52.2761483139269,36,120.925,250.19383043095667,36,0.0336666666666666,0.0247028315190277,30,,,0,5.523606051060214,3.9829053333333335,0.2611498726837526,Bacteroidetes,Bacteria,0.6046036383374983,0.6867352802992226,0.49542314683076616,0.5252549335212976,0.5214468078066657,0.5666927613590901,-0.6697367509677201,-0.3719371564284247
glaciecola,18.22,11.406801090187866,10,41.190000000000005,24.42659979976292,10,13.956,3.770880239118948,10,20.54,14.116121595143932,10,8.73,7.0761021913354405,10,5.77,3.979126090543556,10,50.370000000000005,24.31584074448406,10,0.0266666666666666,0.0141421356237309,9,,,0,9.400284246690315,2.872253571428572,0.0285397287064528,Proteobacteria,Bacteria,0.23952592339133638,0.40873700099967863,0.03393445572622026,0.18297784800500766,0.4696002136326771,0.266955088350984,0.29181387638679057,-0.9391893975811855
glycomyces,20.07724550898204,15.613107239376726,167,45.55227272727273,31.19147311053447,176,15.464388888888893,18.82250365276987,180,26.817613636363635,30.007929942193357,176,11.52833333333333,9.19904218356303,180,7.703351955307262,24.20385311381655,179,99.77222222222224,211.56510918675076,180,0.0333571428571428,0.0212423736390538,140,,,0,5.685148672368779,5.45280375,0.2391735157679187,Actinobacteria,Bacteria,0.37130023357524755,0.596170088630837,0.22636277701357777,0.4666512967701501,0.6783248311866161,0.46776184543528576,-0.629668578933519,0.3787960614175487
gracilibacillus,26.76521739130435,24.522672416573872,23,62.98695652173912,37.942160579059205,23,32.21391304347826,48.36948735224891,23,22.92173913043478,12.487847056665611,23,12.773913043478265,7.80810868679619,23,23.29565217391304,65.09512953614934,23,63.98260869565216,23.55428260951736,23,0.0463636363636363,0.023206209051203,22,,,0,8.04347607514237,4.60000125,0.234818014647061,Firmicutes,Bacteria,0.6504172934426454,0.7832101317671729,0.604107842521867,0.1539126690285462,0.541570112156151,0.5466436097832765,-0.04472160133799935,-0.056762721252585344
gramella,31.28666666666665,27.799611165489004,15,66.58666666666667,35.208072667392344,15,38.21733333333334,59.26932879017693,15,19.52666666666666,8.417538380129454,15,11.333333333333336,6.652568426304735,15,36.88,78.25265125586115,15,57.45333333333333,22.414181310267026,15,0.04,0.0337410956914789,14,,,0,4.9805776494710265,3.614038625,0.1018730333029849,Bacteroidetes,Bacteria,0.7530765692627118,0.7074572661040762,0.7434574749539815,0.08125646310179449,0.42795894093968206,0.5426413428724491,-0.8044266256155517,-0.5603314616153889
granulibacter,14.784210526315787,15.836970722247823,95,28.940217391304348,28.40682884848196,92,13.171789473684212,10.690971432380366,95,21.29894736842105,33.75297463561574,95,7.771578947368421,8.909911563879174,95,3.621739130434782,4.191195011390776,92,104.4736842105263,248.08118403978185,95,0.0244927536231884,0.0147065643490623,69,,,0,6.615115047875874,2.721041111111111,0.2548611104879284,Proteobacteria,Bacteria,0.37831338358963623,0.5190164675630446,0.12240474858958142,0.5335014450202685,0.6498978957868441,0.44062678810987493,-0.3990046685796946,-1.0164193718606105
hahella,23.963636363636365,18.402136145529813,22,48.24583333333334,29.39457180244807,24,20.339583333333334,35.06388411719469,24,22.36086956521739,11.694160902325834,23,11.35,7.615202186930173,24,13.9375,45.9923227289077,24,56.79583333333333,24.238264379796824,24,0.0411111111111111,0.0239825644728167,18,,,0,4.1732061886920935,6.9490935,0.2659837061057272,Proteobacteria,Bacteria,0.4586743683044052,0.5463836780255084,0.43400161385320324,0.1397451379507812,0.5226038033788811,0.42028172030255584,-1.0046827457895733,1.143008340382255
halobacillus,23.7171875,20.755856352284443,64,54.47096774193549,30.918339759345944,62,24.012187500000003,41.84765755401294,64,21.5515625,10.92578125044336,64,12.0546875,6.569190467086271,64,18.4140625,54.98899995969612,64,58.98125,24.811913900958373,64,0.0439655172413793,0.0256111033467917,58,,,0,9.735539929041364,3.9032247083333336,0.3271256113608173,Firmicutes,Bacteria,0.5324112399467215,0.5886024336288141,0.5207291447358051,0.126029335378135,0.4197613316271169,0.43750669706331846,0.374968911553804,-0.4126330925067024
