genus_lower,Cu_mean,Cu_sd,Cu_n,Zn_mean,Zn_sd,Zn_n,Pb_mean,Pb_sd,Pb_n,Ni_mean,Ni_sd,Ni_n,Co_mean,Co_sd,Co_n,As_mean,As_sd,As_n,Cr_mean,Cr_sd,Cr_n,Hg_mean,Hg_sd,Hg_n,pH_mean,pH_sd,pH_n,ko_per_mb_primary,mean_genome_mb,mean_levins_B_std,phylum,kingdom,Cu_sd_01,Zn_sd_01,Pb_sd_01,Ni_sd_01,Co_sd_01,composite_metal_sd,ko_z,genome_z
actinoalloteichus,13.435087719298243,15.507987472222066,57,25.978181818181817,24.17727499662909,55,11.720701754385964,8.049617750385313,57,19.43684210526316,31.814510568398923,57,7.05438596491228,8.143381847844267,57,3.070175438596492,2.6661880836210914,57,85.69824561403509,215.2558996132179,57,0.021590909090909,0.0088772460160092,44,,,0,4.280715894695612,6.540962,0.4298603188883119,Actinobacteria,Bacteria,0.36800706272362765,0.4018290050140045,0.08863621472555204,0.4988992918073652,0.5745337204409198,0.38638105894229385,-0.9780166104959834,0.9345600076096194
actinocatenispora,15.713684210526315,15.225940983577546,95,37.47894736842105,30.15747285653997,95,18.911666666666665,25.657811600765,96,16.129473684210527,12.258899274493302,95,8.496875,6.297057844739876,96,9.5031914893617,33.05588767731068,94,50.421875,37.576586223828826,96,0.0302439024390243,0.0201215816669686,82,,,0,2.8588839174485834,6.995737,0.3472025737891058,Actinobacteria,Bacteria,0.3591711672460497,0.5675212357529865,0.3137491537363657,0.14982588384100598,0.3930056165663247,0.35665461142854654,-1.3306802469194783,1.1668309559110257
actinokineospora,13.496296296296295,7.698125720013904,27,29.98333333333334,24.37305017252957,30,13.095333333333334,9.259286757864658,30,15.20689655172414,8.51099839008674,29,6.426666666666666,4.429441728140072,30,3.9466666666666654,2.3389849453796496,30,42.77666666666666,21.895215716324145,30,0.0205555555555555,0.0130484266449444,18,,,0,3.929231771778946,7.3805776,0.5574787686009793,Actinobacteria,Bacteria,0.12334128982751998,0.4072533114296371,0.1041012958018884,0.08292475174253502,0.209384100601649,0.1854009498806459,-1.0651968616905856,1.3633837371916198
actinophytocola,16.291874999999997,13.590179341339857,320,35.105182926829265,28.84344970339234,328,14.589850299401196,12.5212407271361,334,21.58753799392097,26.741196346270712,329,9.177844311377244,8.190889989649179,334,5.077878787878787,13.178875575868735,330,80.20449101796407,180.8464097340728,334,0.0269696969696969,0.0168842804449453,264,,,0,2.7715469296803112,9.741852,0.5467070425444538,Actinobacteria,Bacteria,0.30792635662456413,0.5311138404480181,0.14580392874540576,0.40833914216098716,0.5792046573327928,0.3944775850623536,-1.3523428485443691,2.5693766877448265
actinoplanes,17.344254278728606,15.00358690753803,409,41.002877697841726,30.16790339989013,417,17.516350710900472,21.722644455452297,422,21.25731414868105,23.40471785279331,417,9.673222748815167,7.448130600808646,422,8.394964028776979,27.34906830365579,417,75.53341232227487,153.98871830600302,422,0.0298250728862973,0.020101315337165,343,,,0,4.713156367943342,9.759913826086954,0.4139140624490732,Actinobacteria,Bacteria,0.35220530362427355,0.5678102328791674,0.26343978929459283,0.3487820206360986,0.5061775487296601,0.40768297903275846,-0.8707563770276617,2.578601551629763
actinopolymorpha,18.726315789473684,15.860364298052714,190,42.12938144329897,31.00255567985909,194,16.61796954314721,19.14964498363005,197,25.042268041237108,31.29667278596597,194,10.13502538071066,8.517565381308366,197,7.770256410256409,23.40413518479903,195,104.46954314720811,229.7971425425229,197,0.0298101265822784,0.0195969424037585,158,,,0,3.654584464244496,6.840723,0.4860407248971539,Actinobacteria,Bacteria,0.3790462528114875,0.5909357884877063,0.23054513365319734,0.48965573522552897,0.6113229444431131,0.46030117092420664,-1.1333189181353698,1.0876593902357043
actinotalea,21.35138888888889,19.88170645505424,72,46.09871794871796,34.49749659123501,78,20.05049382716049,33.277088135128146,81,24.512820512820515,28.24072935564509,78,9.953086419753086,7.926002876919633,81,12.81875,43.12555145492217,80,94.24444444444444,206.3766114413162,81,0.037,0.0230915642385493,60,,,0,10.272412611997389,3.504532125,0.3485850896289182,Actinobacteria,Bacteria,0.505026048375,0.6877694668161083,0.4111582206946801,0.43510624701254935,0.5531613110762518,0.5184442587949178,0.5081319545135663,-0.6162606103156649
aequorivita,22.92727272727272,24.759782709604703,22,61.7181818181818,31.565119935409665,22,30.121818181818185,49.98289637336085,22,17.268181818181816,6.6009657564441975,22,10.427272727272728,4.506839439296871,22,25.527272727272724,66.07410112764939,22,56.71818181818182,18.625242379084725,22,0.0419047619047619,0.0250237981967261,21,,,0,8.344793350630235,3.115715261904762,0.3162774529269461,Bacteroidetes,Bacteria,0.6578454368524322,0.6065226517687783,0.6247345603814751,0.04883010797344207,0.2169937399319637,0.4309852993816182,0.030015532016195945,-0.8148442209070761
aeromicrobium,18.34179104477612,16.571560925667,335,45.08779069767442,31.38914914930924,344,18.67111747851003,26.44344608762316,349,22.4,23.918636377953447,344,10.38051575931232,7.847114468411582,349,11.00778097982709,34.27622024875974,347,78.4808022922636,157.2458310520903,349,0.032076124567474,0.0223726585723632,289,,,0,13.953637444887937,3.51162915,0.3082644197935794,Actinobacteria,Bacteria,0.4013264772376314,0.6016470619008694,0.3237931417698731,0.3579556173239506,0.545405108378311,0.44602548132212716,1.4212033700076199,-0.6126358888009185
aeromonas,22.86785714285714,25.23741887928145,56,56.71071428571429,33.66560520807511,56,30.6525,48.63490150648456,56,29.95,30.086559971340872,56,13.221428571428572,7.265152548876146,56,31.02142857142857,64.28105535787412,56,130.4482142857143,209.23049490156365,56,0.044074074074074,0.0260998459128335,54,,,0,11.896951288536997,4.707088281848929,0.1644945576698541,Proteobacteria,Bacteria,0.6728087263862138,0.6647204068623702,0.6075010446198645,0.4680548658956814,0.48818739165965214,0.5802544870847565,0.9110738817927359,-0.0020692872724114115
