genus_lower,ko_per_mb_primary,mean_genome_mb,predictor_z,genome_mb_z,pH_sd,pH_n,temp_sd,temp_n,georoc_Cu_sd,georoc_Cu_n,georoc_Ni_sd,georoc_Ni_n,georoc_Zn_sd,georoc_Zn_n,georoc_Co_sd,georoc_Co_n,georoc_Cr_sd,georoc_Cr_n,georoc_Pb_sd,georoc_Pb_n,georoc_As_sd,georoc_As_n,georoc_Cd_sd,georoc_Cd_n,georoc_Hg_sd,georoc_Hg_n,total_n,PF1_As_sd,PF1_Cd_sd,PF1_Cr_sd,PF1_Cu_sd,PF1_Hg_sd,PF1_Pb_sd,PF1_As_n,PF1_Cd_n,PF1_Cr_n,PF1_Cu_n,PF1_Hg_n,PF1_Pb_n,Cu_ICP_MS_mg_kg_0_2_sd,Ni_ICP_MS_mg_kg_0_5_sd,Zn_ICP_MS_mg_kg_0_9_sd,Pb_ICP_MS_mg_kg_0_1_sd,As_ICP_MS_mg_kg_0_4_sd,Co_ICP_MS_mg_kg_0_1_sd,Cr_ICP_MS_mg_kg_0_5_sd,Hg_AR_mg_kg_0_01_sd,Cu_MMI_ME_mg_kg_0_01_sd,Ni_MMI_ME_mg_kg_0_005_sd,Zn_MMI_ME_mg_kg_0_02_sd,Pb_MMI_ME_mg_kg_0_01_sd,As_MMI_ME_mg_kg_0_01_sd,Co_MMI_ME_mg_kg_0_005_sd,Cr_MMI_ME_mg_kg_0_001_sd,Hg_MMI_ME_mg_kg_0_001_sd,Cu_ICP_MS_mg_kg_0_2_n,Ni_ICP_MS_mg_kg_0_5_n,Zn_ICP_MS_mg_kg_0_9_n,Pb_ICP_MS_mg_kg_0_1_n,As_ICP_MS_mg_kg_0_4_n,Co_ICP_MS_mg_kg_0_1_n,Cr_ICP_MS_mg_kg_0_5_n,Hg_AR_mg_kg_0_01_n,ko_per_mb_tier1_z,ko_per_mb_tier2_z
faecalibacterium,14.381186445537605,2.572805807095344,1.5081059140946491,-0.7114986289042161,0.5481956506578595,100564,4.360156110187348,107604,159.32312012406058,10152,213.24470265753845,16952,231.20929585063408,12032,30.39732572904673,11595,385.4782544875424,18011,9.369077910161268,73653,22.089716138681823,721,0.2006622286252211,311,0.1513445745818367,8,114437,0.0386827590396474,0.0569972295821634,0.0454229231194142,0.036411038596487,0.0555541294399185,0.022830044499306,6062,6062,6062,6062,6062,6062,8.735000652841839,11.031165057788366,24.065938841060696,7.350768604893099,3.8591288512691664,7.466245523774496,34.51199253227671,0.0216086784538093,0.8898085730008262,1.236508385932787,1.7726275716234183,0.3438611087311723,0.1888683954824006,0.2463810682290814,0.0783702390225975,0.0227669350887055,220.0,220.0,215.0,221.0,217.0,218.0,221.0,171.0,-0.2632464052250045,-1.2091505658172368
vogesella,9.635552240421765,3.528599,0.2689600104369455,-0.1259214800999655,0.808488974509446,145862,4.401467533225649,211408,163.98405095421904,65357,135.3476412833499,87307,46.53221817729533,85243,31.128869863074648,51730,261.2775033550878,102503,13.85960632265304,78433,4.099924485577256,17772,0.2789757722974043,936,0.0551982256086627,58,228744,0.0318209573733474,0.0552190275604383,0.0377735051554644,0.0286613424380125,0.0527722355340295,0.0228292555013914,20546,20546,20546,20546,20546,20546,7.954984550844506,12.467211840673338,20.88744719274283,7.885818604616872,8.165875755356092,5.801019260821168,48.86151201266143,0.1093658163040733,0.8576677557584254,1.361213009633178,1.1571111282322586,0.5322113196393465,0.0285908645261178,0.223195612837481,0.1160772633441717,0.0,876.0,878.0,873.0,878.0,875.0,874.0,878.0,776.0,0.155814368790014,0.889409578293854
verrucomicrobium,2.3438458933661144,8.106335,-1.6349979560006165,2.678678526217486,0.788410196192882,219683,5.780071696477228,259099,122.43454503478516,53365,182.79208858714665,85980,75.68263834352877,66437,35.00044719179459,38858,271.13957359993793,90830,13.442390647898224,97114,21.959441236303963,8679,0.254506058052338,981,0.283764762744784,75,282481,0.032675728087799,0.0577590228967684,0.0401498632403416,0.0296480988801287,0.0518355203994885,0.0256081537956311,25314,25314,25314,25314,25314,25314,11.480005062472726,14.707107549439462,33.36324168469055,16.625834253277496,16.492735591602223,7.429002767042693,41.08568703532324,0.1422480045872246,1.7842785427737309,1.1050346414818866,2.5126192311999933,0.9200652138470392,0.0156705378369649,0.3457820537567221,0.0962675099067087,0.0002236067977499,641.0,642.0,640.0,649.0,608.0,647.0,649.0,465.0,-0.9242315047243193,-0.7199833818486673
dialister,18.71197623753635,2.030784964539007,2.638930625483641,-1.0435736237177426,0.6650599996315796,72187,5.868447001128832,85564,97.76188982523212,24973,216.297698714494,37070,83.80897093849296,28650,32.341428585266435,18373,453.6518450927719,34809,15.713852463482638,35515,14.209205147353904,1089,0.3060696846054175,495,0.3651731229753768,13,99834,0.0329211028201371,0.0568830174244628,0.0399790272396585,0.0315762114131591,0.0556580809644174,0.0218112873282769,11642,11642,11642,11642,11642,11642,9.592892903507808,11.977952338864506,25.957600490483063,11.232427565867557,11.4787847928585,6.830389366455012,34.53484935606929,0.0210429896510379,1.1374514313702109,1.250580938074086,2.052103368915716,0.4954484436519038,0.0171398930454643,0.2576517340364775,0.117656002909172,0.0004396968652757,435.0,435.0,418.0,436.0,433.0,430.0,436.0,354.0,-0.0520517914733282,0.2773017468849782
nitrobacter,7.702945725974081,3.7647935,-0.2356683157788516,0.0187856625120479,0.8071576780718198,2135,4.376696345772632,2606,43.45413442425702,684,224.6730129293157,724,42.54311088052509,910,30.836657145361308,404,301.90539176758625,714,10.743309094770368,1080,4.458141202957676,48,0.0601691107956515,33,,1,2786,0.0317332861634932,0.0559432045675423,0.0443769767751931,0.0365025026382142,0.0501782964195879,0.0232532880776057,259,259,259,259,259,259,11.439580411885744,12.882145266478975,27.951440034459765,7.637642742801386,2.216002406737562,8.270187422301866,32.12859577800852,0.0083666002653407,0.7295318133341867,0.4923725215728432,2.9913369363324263,0.1258173279004128,,0.0817940503133734,0.0419030627361135,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,2.090163523962869,-0.1208256118459445
sphingomonas,10.878673477846656,4.044610778106509,0.5935548954460712,0.1902187770353069,0.9063802396183924,1465714,5.892767269624627,1762760,142.59948134771983,279959,189.4004599822009,501354,107.86913591757616,460239,37.05758668992475,402324,308.41105927805825,614296,19.935567460296305,496954,9.725833705397893,145477,0.2822433381283907,8771,1.877359033192284,823,1901301,0.0345990027604125,0.0585475371657846,0.0439526681809937,0.0322423915425576,0.0529500265299976,0.0247166008368682,130924,130924,130924,130924,130924,130924,10.98168461905725,14.675801857663853,33.79134476807782,14.589634502378717,13.089491423250765,7.292891687546273,56.15057602169714,0.143695324765993,1.7562911271557995,1.3080937525784135,2.402044154092873,0.7685272126446668,0.1575985549678353,0.300138286983749,0.1358253825005297,0.029371855837137,7542.0,7553.0,7448.0,7638.0,7409.0,7496.0,7638.0,5479.0,1.4369301582696057,0.7372984624928415
caulobacter,7.452476644561845,4.562241738095238,-0.3010690025596194,0.5073510436523635,0.9872149646908328,970985,5.548589952000132,1251727,132.17241523811862,238457,192.93605629475928,368366,109.63988316242474,406513,34.853321367810075,313803,297.0322570435899,484389,19.92941881505204,388108,6.48447094487568,137658,0.2836792374411237,7210,1.9665125549009752,634,1367836,0.0337807690995191,0.0593417675689288,0.0437448210541932,0.0313470458448452,0.0529584755558409,0.0250550251454461,112960,112960,112960,112960,112960,112960,11.14883644888514,14.506820515525602,33.4645728790342,16.04654855811446,15.859205450142117,7.353849454178629,55.42478365594941,0.1427293044393313,1.7871375515506969,1.2659775293773163,2.2927302410045844,0.8539761785336707,0.1125830810625505,0.3073862335486472,0.138416851839452,0.0227060461697403,5649.0,5651.0,5605.0,5731.0,5535.0,5642.0,5731.0,4169.0,1.0375383389351371,0.1936429605974134
holophaga,5.981561000796505,3.3436088,-0.6851439261247332,-0.2392577485279978,0.5094477186252739,81208,5.25130459618649,144955,169.4573108405257,24693,131.14534838360186,37497,83.80340600874085,30803,43.15728424174142,25403,254.6162761938288,35503,18.00187167391985,40266,15.809009488720138,5316,0.2408841741095975,484,0.0902342099410094,30,155988,0.0327439927452966,0.0599641261258946,0.0420492858844986,0.0310065926352654,0.054650403197877,0.0218937866609514,11829,11829,11829,11829,11829,11829,9.031358751575484,11.04535286656102,23.51619730886441,10.435707071376646,10.64378350516791,5.431029436949952,39.83570635698198,0.0174212772190127,1.1114480823041009,1.1983456448513423,1.815390292318159,0.7067885648758827,0.0092232632409019,0.3061223702374656,0.0946062846325912,0.0005477225575051,520.0,521.0,515.0,521.0,516.0,518.0,521.0,487.0,0.1372681100161499,-0.98396201893442
hymenobacter,5.054044378737548,5.144394875,-0.927330401761604,0.8640135273431705,0.7501209105662762,393080,5.358368047062707,426516,199.3670819463184,54029,242.0192253839577,101900,108.21991988358047,66851,42.97960155716278,68551,411.86125903386034,98022,17.539234893985192,102678,27.95752299843754,8342,0.2030195504677798,2633,0.1814394001593598,102,459333,0.035545054596611,0.0573533083138408,0.0437496504157057,0.0313795300460081,0.0516233709934161,0.0273752101952485,32027,32027,32027,32027,32027,32027,11.465493552719614,14.24403883980616,33.09366801656754,16.515873924116054,16.95136399745826,7.284442812813487,49.69517237868143,0.1687081196653887,1.814021295035832,1.116358041946068,2.2684373908756643,0.922792461345035,0.1417661661661188,0.3028924184314329,0.1518272297461918,0.0295012301547776,1340.0,1345.0,1370.0,1393.0,1318.0,1384.0,1393.0,989.0,-0.3721642059316428,-0.8432104462701931
pseudogulbenkiania,6.307098218571789,4.280891,-0.6001419869825396,0.3349784381025187,0.6939856938220079,67351,5.91484271174513,78729,154.97606766553332,16685,207.83024393498428,35823,54.6178683725413,17282,29.755604887721223,28012,438.1889953397124,35986,17.46035172719047,28653,16.250741249228444,1304,0.1913893870115861,485,0.2700110858880854,29,86739,0.0338457208248123,0.056327140417175,0.0389298071293765,0.0287407466309792,0.0498563619924838,0.0224301363955264,11162,11162,11162,11162,11162,11162,10.755461851616708,18.70500694768503,27.030793194505414,14.664574218860588,17.00593347320863,8.398192262474245,48.989100401871006,0.0199903942235858,1.2502858203131562,1.4761748762799882,1.6038236501769465,0.8809946274250695,0.0164315405768013,0.3672219959017412,0.08015363334978,0.0,371.0,371.0,371.0,371.0,365.0,371.0,371.0,270.0,-0.150747540623141,0.2200486080024145
paracraurococcus,3.377849162990089,7.105113,-1.3650064521164806,2.0652689220976392,0.8041940081622354,159331,5.342341744590033,165339,260.48338388419484,32899,267.3367904137349,67454,115.23985001976236,37394,40.62041228142327,51534,461.6449110658036,68503,17.343166257163052,58583,5.316594799222696,7431,0.3616247990106556,879,0.0339608152633945,172,178284,0.0375892823459586,0.0516196586251246,0.0455416390531117,0.0326559727224645,0.0458460127318517,0.0309703571598353,19141,19141,19141,19141,19141,19141,12.143440142015631,14.643016518410526,34.16970109816691,18.72053033735092,21.149386323502835,7.440760663947425,55.31023926436007,0.1860814221056413,1.791741551730157,1.0708080435461584,2.093296831877226,0.9292316400906546,0.2341186550344506,0.3219237713914664,0.1742560324279721,0.0383426655307113,1401.0,1402.0,1442.0,1463.0,1394.0,1456.0,1463.0,1082.0,0.1440500598196815,-0.3516745589432066
