genus_lower,ko_per_mb_primary,mean_genome_mb,predictor_z,genome_mb_z,pH_sd,pH_n,temp_sd,temp_n,georoc_Cu_sd,georoc_Cu_n,georoc_Ni_sd,georoc_Ni_n,georoc_Zn_sd,georoc_Zn_n,georoc_Co_sd,georoc_Co_n,georoc_Cr_sd,georoc_Cr_n,georoc_Pb_sd,georoc_Pb_n,georoc_As_sd,georoc_As_n,georoc_Cd_sd,georoc_Cd_n,georoc_Hg_sd,georoc_Hg_n,total_n,PF1_As_sd,PF1_Cd_sd,PF1_Cr_sd,PF1_Cu_sd,PF1_Hg_sd,PF1_Pb_sd,PF1_As_n,PF1_Cd_n,PF1_Cr_n,PF1_Cu_n,PF1_Hg_n,PF1_Pb_n,Cu_ICP_MS_mg_kg_0_2_sd,Ni_ICP_MS_mg_kg_0_5_sd,Zn_ICP_MS_mg_kg_0_9_sd,Pb_ICP_MS_mg_kg_0_1_sd,As_ICP_MS_mg_kg_0_4_sd,Co_ICP_MS_mg_kg_0_1_sd,Cr_ICP_MS_mg_kg_0_5_sd,Hg_AR_mg_kg_0_01_sd,Cu_MMI_ME_mg_kg_0_01_sd,Ni_MMI_ME_mg_kg_0_005_sd,Zn_MMI_ME_mg_kg_0_02_sd,Pb_MMI_ME_mg_kg_0_01_sd,As_MMI_ME_mg_kg_0_01_sd,Co_MMI_ME_mg_kg_0_005_sd,Cr_MMI_ME_mg_kg_0_001_sd,Hg_MMI_ME_mg_kg_0_001_sd,Cu_ICP_MS_mg_kg_0_2_n,Ni_ICP_MS_mg_kg_0_5_n,Zn_ICP_MS_mg_kg_0_9_n,Pb_ICP_MS_mg_kg_0_1_n,As_ICP_MS_mg_kg_0_4_n,Co_ICP_MS_mg_kg_0_1_n,Cr_ICP_MS_mg_kg_0_5_n,Hg_AR_mg_kg_0_01_n,ko_per_mb_tier1_z,ko_per_mb_tier2_z
leucobacter,11.389151765947924,3.3365083529411765,0.7268473179688566,-0.243607915043942,0.683923157731904,136983,6.419925546368566,146131,130.62133860624252,21135,187.5947094275613,54637,86.38856843759618,29117,53.155356563278914,33756,463.59916676396,46936,14.007692677275834,73028,7.606519690634505,6303,0.2643430003479052,484,0.0893327269786761,39,159722,0.0355234404501553,0.058701071419806,0.0437848527231458,0.0336456693137338,0.0533895013224361,0.0232100706709016,11504,11504,11504,11504,11504,11504,8.362235273127835,12.39150713065012,27.39122219506258,8.194448254044968,3.7677178600142303,6.488381444271736,37.80242779366607,0.1778666835900616,1.2986454435553083,1.0008947321953374,2.461525741986698,0.4638660549996027,0.1514790866063071,0.2599133525639754,0.1222690410897413,0.0190712414570276,417.0,416.0,413.0,418.0,394.0,415.0,418.0,295.0,-0.5124657839491885,-0.114920993806408
marinobacter,13.684572461370982,4.019124467005077,1.326211076102248,0.1746043099109285,0.9056317032818342,53220,8.245118800566727,115383,54.92669178439741,32316,180.2135483828848,46190,176.70492112362248,53909,43.17097082979393,29224,307.8103370795018,50977,17.020879614282855,48625,5.549118948730337,6484,0.6479160119758112,692,0.7774684211863551,106,129898,0.0413759596006553,0.0546713856515366,0.0521644797391719,0.0415415185982353,0.054139043057401,0.0239701165245125,11089,11089,11089,11089,11089,11089,10.15207323256327,14.7877668675345,32.16953073068792,12.546166819378206,9.824934717669947,6.7331036298142655,48.67939442411669,0.1028067279333465,1.2941057012174926,1.6154774803466725,2.516175907558364,0.6583593588248596,0.0329393937348137,0.258952221206269,0.1115956816118872,0.0003258125936084,1211.0,1212.0,1129.0,1213.0,1205.0,1135.0,1213.0,903.0,1.0663913807421754,0.7603776416431668
chitinophaga,3.851783949084105,7.00973895652174,-1.241256006252743,2.0068369716877315,0.9859179171142032,586916,5.414556014196141,605186,182.8284149429852,83627,230.6840151916259,164319,93.72636828245425,154963,37.37290074290871,168343,341.7212906035457,237541,16.365841486197468,152720,3.791465174997264,74038,0.3129334710279692,2589,1.540905464784352,339,660987,0.0344084392241345,0.0580115556276356,0.0399991458353905,0.0302595476098551,0.0512364919479337,0.0267697233930552,55962,55962,55962,55962,55962,55962,11.495123103819,15.55031544722652,32.91499666159974,17.413979874495464,18.269164969938547,7.576515991058303,56.77554602964624,0.1618063031139569,1.8855278955383896,1.1507886600565598,2.1805123050215616,0.919822486141502,0.0956967920984106,0.3234797123950969,0.1344419383777848,0.0192058590479749,2112.0,2116.0,2116.0,2144.0,2050.0,2127.0,2144.0,1434.0,-0.4211312364694758,-1.420856736731291
lentzea,4.008889633639774,9.4789339375,-1.2002336987919964,3.5196162711603645,0.9016898217663072,287857,5.650346002462629,290319,206.2051887303072,42983,205.944519853548,82449,108.63478238204964,65360,39.395780017854406,83147,310.7209314920539,118717,18.39881821289597,76162,3.085531666261472,24635,0.2566596910525605,844,1.6438968831596903,149,319119,0.0366410688267523,0.0557789851127215,0.04227736669461,0.0322050180566915,0.0494029532446966,0.0275827240900419,32195,32195,32195,32195,32195,32195,11.07013242785074,13.843001020128456,33.047660187965654,16.47333941617273,18.247086708945645,7.197416076075943,55.84372569716622,0.1730854940329323,1.6944747627666408,1.0812848227275706,2.050015444090385,0.8040216256243692,0.1760921327074322,0.307582331246534,0.1622246580889974,0.0296015839893848,1309.0,1310.0,1310.0,1319.0,1262.0,1319.0,1319.0,940.0,-1.1711973154239,-0.5830307299379792
thermoactinomyces,5.724654062335377,2.6202456666666665,-0.7522256198785775,-0.6824340803034602,0.9439956988578784,293407,5.231111519086023,316838,125.39749770557592,83454,166.87854321001936,139798,91.4153614546512,102400,40.04812116933503,86740,303.0737109456052,168478,15.766472402934218,137828,4.232058003093533,23762,0.1984558141142337,1252,2.5747916120177416,60,344072,0.0327413221440774,0.0540945402434483,0.0372501532754545,0.029425951820577,0.0522518501687622,0.0241868336894292,27954,27954,27954,27954,27954,27954,9.511619160425548,11.282123495173805,31.35583856535952,10.393979602195348,3.578924851703495,7.061591188985374,32.32038987538654,0.2417635039199888,1.4364158141834509,0.9936201168110924,2.6275348676605192,0.7325436838109403,0.1672655183329439,0.2857358836127772,0.0801485358006121,0.0403640253871507,622.0,623.0,634.0,640.0,589.0,637.0,640.0,475.0,-0.707702705341854,1.6878329645173482
rhodopila,5.54062999170926,6.858425857142858,-0.8002766628866854,1.914133347128796,0.8608481224907705,171534,5.742903955406979,197034,208.6396738659171,30083,270.7152508776005,53431,172.43383799058313,34299,49.72506463011629,33205,491.6086803848811,52118,12.583858161299789,54743,9.742988975826938,5799,0.1052330681209496,1733,2.1828852606468616,167,219211,0.0337278846592708,0.0605781241567729,0.0400098213824398,0.0302008334639222,0.0525673904810464,0.0272577170285013,24554,24554,24554,24554,24554,24554,11.850861289080107,14.747912221228644,34.07391317201889,17.45292905502444,18.96633775613898,7.431462801371373,63.79856426365901,0.1964727402952564,2.1063781291265014,1.1151825069585326,2.134310298223687,0.8341936023932399,0.0966033366682399,0.3088762549507679,0.1550945425300206,0.0205644973370281,2128.0,2132.0,2117.0,2140.0,2047.0,2128.0,2140.0,1451.0,-0.2143389577881817,-0.6955023832595384
blautia,7.697036243722306,4.15744437037037,-0.2372113573215668,0.2593475108845386,0.5727221877642674,134168,5.080390916906328,141639,91.39008527172416,25799,128.85030402695315,37018,129.34374664526038,29406,24.98589669704131,22923,460.3405077287999,31791,11.742337933301952,94350,16.219528284869437,2262,0.290227874894124,341,0.2668576042618628,15,152251,0.0358746014220673,0.0576130860691405,0.0424728264306474,0.0345091767923061,0.0556711159890924,0.0211462155313844,9607,9607,9607,9607,9607,9607,9.066835481318789,10.967823780559709,29.23471072267195,8.029456257787757,4.187409929943981,7.438244086009579,30.85805202156717,0.192172420914189,1.00270656339504,1.120664948024929,2.5079534937322885,0.4470146096580146,0.0113008397178339,0.2858496017828678,0.1318279588095838,0.0002581988897471,304.0,303.0,297.0,304.0,299.0,301.0,304.0,252.0,-0.9156590755665948,-1.1609780833848011
nodularia,7.600914777625924,4.867835133333334,-0.2623099038632502,0.6945761781326693,0.5323286862743026,109638,5.581576606174863,168979,61.907044071537065,25374,143.1730845310352,45824,69.60813977534595,45427,56.05193441627835,24375,287.38050902073786,41352,18.121862952995944,63726,1.5073816028202014,5158,0.3497419185005077,200,0.4766740607761737,110,173133,0.042385515757526,0.0615448201898035,0.0484864979067178,0.039064637895738,0.0542657582530936,0.0229490431974333,6918,6918,6918,6918,6918,6918,11.613604664157752,13.15306897756396,36.67091459521701,17.272377874719098,18.426479554044544,6.599787919768304,40.28959183743731,0.3381585936211499,1.5937206272136537,1.0833318725620322,2.322375698094512,0.9152791695561772,0.0204446773530261,0.2814170495581967,0.1048067625180632,0.0,325.0,332.0,330.0,333.0,314.0,331.0,333.0,241.0,-0.9563956275941776,-0.3137849339317817
sporosarcina,11.541482243999427,3.46575935,0.766622757819711,-0.1644208786644494,0.9042743826139036,472896,5.785149736480656,517645,101.61309702117038,104727,170.5989334010733,170730,111.78077069638664,153467,38.32020176581795,136763,295.61200451118617,197788,15.790877252341923,182773,4.506283649023891,38855,0.2765951514590509,2758,1.8874907322613488,335,567540,0.0360613415500576,0.0604086711350685,0.0419839030848836,0.032595438915445,0.0527904711577466,0.0263799048588369,54026,54026,54026,54026,54026,54026,11.019085400401156,13.439156810787608,34.26152204377156,16.666753204834226,15.356702760970364,7.359959223292437,47.82203669735718,0.1918942162532529,1.8405134187628684,1.041801780676178,2.401334352249423,0.930922093052878,0.1033143413998649,0.3064348699083903,0.1256000195626585,0.0272570608910985,2636.0,2642.0,2627.0,2668.0,2537.0,2646.0,2668.0,1773.0,-0.4415943837570249,1.9268826271502704
sphaerisporangium,2.571538947223644,8.555188333333334,-1.575544381876695,2.9536734279554366,0.9214677440131268,286257,5.29475938493917,301120,129.7318355543298,51891,184.4256820197756,87493,103.9932396261948,76995,34.23148720515809,76651,312.14803661870127,121301,15.682734096599653,95405,2.9089432385091274,28531,0.3040084109343566,1571,0.1391963648248027,105,324984,0.0341542884902341,0.0573888946575454,0.0386685975490668,0.0302307680591694,0.0503892349998247,0.0271467295062706,24783,24783,24783,24783,24783,24783,11.267051028002816,15.259218729001097,32.75099237033396,16.203442517860285,17.573536868606784,7.766872639859131,40.51333745069475,0.1596136141150453,1.6688000386754964,1.195864199984486,2.001488253706984,0.8512172756511357,0.0138653787757473,0.3283136793014649,0.1243278395908858,0.0006119304490372,1082.0,1085.0,1083.0,1099.0,1028.0,1094.0,1099.0,737.0,-1.4087870740394,-0.5024556141005132
lacibacter,3.880538724103814,3.6077465,-1.233747766018411,-0.0774308989480573,0.8131075888745188,198144,4.105510934054848,451201,258.6072400665257,50184,170.1878445701626,89968,58.74284761267413,67422,29.368937635140345,72093,293.0127182233729,95311,30.81375188622297,97029,8.976500397593401,15649,0.1999363683051441,1379,0.141368019348492,102,477952,0.0312368355274431,0.0530007177498449,0.0374933141000333,0.0286454245759038,0.053137899202342,0.0232615435677743,26813,26813,26813,26813,26813,26813,8.206686239328207,13.49658114265744,24.76003753733277,6.88572270931998,3.440255307567021,6.462372147604333,51.45698056642957,0.1059556001038625,0.9637874238352114,1.4816647030854444,1.638538388211272,0.4972174501399186,0.0216110162902195,0.2408922896843011,0.1208140892157754,0.0004216370213557,970.0,972.0,967.0,973.0,940.0,967.0,973.0,833.0,-0.3090086263370809,-1.0653708900927974
xanthomonas,9.303308667642796,4.944477458862507,0.1822069560650255,0.7415319367573044,0.887069886740627,294887,5.081934008408457,324309,141.8939584422238,61290,218.8875322683541,95421,78.30186230921595,86125,33.516338403734515,78793,396.398365883573,111338,16.766047508032287,116367,10.458547078932416,20355,0.2131432756101846,1220,0.1848063532499798,130,359531,0.0330217651339718,0.0573979507548697,0.0382282346651048,0.0301975378522368,0.0520943123993013,0.0258620327700148,32739,32739,32739,32739,32739,32739,9.29258378412977,14.739017349399766,30.068202276474,9.73104697625441,3.5222989787717816,7.787726120411588,38.97135133339436,0.1100921653210879,1.3764032149739165,1.219580641226983,1.862515632115124,0.5211734442142136,0.2820174097630958,0.2977609974226956,0.1457462260921276,0.0369140410761464,1132.0,1130.0,1132.0,1140.0,1098.0,1138.0,1140.0,792.0,0.365704708290705,1.029742042636837
emticicia,3.082371959713655,5.190807666666667,-1.4421593362704102,0.8924488315637604,1.0484005618907974,152968,4.9826354701809175,221077,129.83634540546387,46502,180.9541249010649,83372,41.04493793395546,84655,31.73567832932868,67080,273.57173182286283,109724,11.393336012326468,70830,5.414342286480815,36244,0.15617679342202,1181,0.063816474767277,113,244430,0.0333204715996289,0.0601558060834524,0.0469553959324814,0.0318548492625007,0.0527611606761508,0.0233933849854296,26499,26499,26499,26499,26499,26499,9.066834241466424,14.651240223875428,27.494091994996364,10.68918026498496,7.94723462610666,6.729425131746475,53.34635754975375,0.1525426206994724,1.636487177257132,1.495097230290428,1.8439829851957648,0.6481078318429081,0.0140834134038624,0.2750897218390272,0.1203823461353807,0.0003015113445777,932.0,933.0,927.0,938.0,918.0,932.0,938.0,796.0,-0.1063407771258445,-0.6634140717921546
fimbriimonas,7.1022316022184135,4.78722772,-0.3925224713137896,0.6451911651166493,0.8626271367337603,157024,6.454739883048781,164809,195.19818053369053,39243,239.98332776584184,68545,148.13279286693597,42131,41.26007661394325,34861,424.6410293007671,68039,13.260613964567632,55515,17.607216750061124,6880,0.1065287402309645,2563,2.183009676198608,84,187567,0.0330982140334819,0.0603300847898425,0.0434964000416328,0.0299206473282783,0.0524602413900188,0.0256097545436806,22002,22002,22002,22002,22002,22002,11.962668853843471,14.470339246118836,35.045355517963074,19.39498303856148,20.22045492782692,7.474884539336011,53.09895071212304,0.0239054196034065,2.058072698742452,1.0539832574465862,2.174952119539457,0.9316571844705096,0.011066658624957,0.2926058962271327,0.1053170554270337,0.0,793.0,793.0,796.0,807.0,765.0,801.0,807.0,555.0,-0.7528747010353419,-0.7497499604274145
prosthecobacter,5.284773074921943,6.055132272727272,-0.8670841825260451,1.4219867506613015,1.037499563435028,329321,4.992863903194496,555900,165.4832984429237,109801,181.94945186995807,153754,53.81979990665802,241772,32.43398090048083,152182,264.12236728767795,230005,22.29594701706126,204359,5.487641180673537,90382,0.2005355213717932,2554,0.4648106643055076,232,586928,0.0322673459284706,0.061362780492099,0.0421692476653428,0.0301968902914146,0.0528881693684318,0.0233255733780064,37284,37284,37284,37284,37284,37284,9.257482916501242,13.374748412403484,28.37861851518231,12.096270121376698,10.23411548364408,6.599699877392083,54.95195485278438,0.1153502578442261,1.467003249595325,1.3781210455266095,1.90744854013827,0.6244586769192395,0.0808419738129828,0.2653756817082436,0.1162596404099531,0.0159363612953532,1744.0,1748.0,1729.0,1751.0,1709.0,1745.0,1751.0,1412.0,-0.8516396848739716,-1.1134899519819843
bosea,10.31681611074004,5.3311020967741936,0.4468467370002449,0.9784017479324352,0.9120333285359392,823767,4.862366088134385,1049651,119.88773512331714,209710,162.6941074078511,335130,100.73709060644634,309576,32.9382989749438,240967,296.58813783647355,386932,14.69826446969811,360052,4.252041687573464,79871,0.2804944545135081,4842,0.4885988023415337,347,1133811,0.0339916846212483,0.0585731087646756,0.040633618722857,0.0307946849315844,0.0524588616374691,0.024890202717051,82456,82456,82456,82456,82456,82456,9.998028507049469,15.497492841789544,30.61844125919274,12.031585472294632,10.694956046127912,7.556072670887618,58.95715752846877,0.1401701688049134,1.6003999433407243,1.4576020246917207,2.0999601281850846,0.7069786977626543,0.1164248265790645,0.2986078084241554,0.1156246651834107,0.0219960974379363,3084.0,3091.0,3057.0,3113.0,3031.0,3072.0,3113.0,2382.0,0.1772734883477612,-0.605391245596172
nocardioides,10.693574968769331,4.488676625,0.5452233027900131,0.4622805728668819,0.9544055421999798,1223260,5.4933128831989,1328177,134.59632591001866,230048,183.96461067430755,426848,91.618151531819,398122,35.766063532844974,358995,299.20877191880203,549630,15.893307172377122,409514,8.677412369239127,144082,0.2619471925413524,7713,1.2474455232534611,551,1438579,0.0343134753205804,0.0590971947022678,0.041631581108571,0.031340475717539,0.0528581704966986,0.0251496011274161,106806,106806,106806,106806,106806,106806,11.152363936088957,14.508656797676895,32.995911708533555,15.290908058798047,15.516761361151811,7.483822169747842,52.08895528106847,0.140201217754839,1.5348894423128492,1.296499446913589,2.314493216821899,0.8467323152414934,0.1668161469911813,0.30339706005579,0.1271951846462005,0.0315210368931243,5245.0,5250.0,5269.0,5346.0,5138.0,5300.0,5346.0,3846.0,-0.8156609530932925,0.1701432954782341
agromyces,10.298889073741902,3.68971835,0.4421657579148755,-0.0272099488915549,0.9706010306815246,449783,5.58559577184293,464983,145.51823868326505,56939,221.9212160809664,102595,65.29533861701773,128138,34.775860767132926,123843,279.7785482181606,178194,17.259483475467693,111405,2.858262438346166,69723,0.347947774092874,1459,0.1269651988354969,172,498280,0.0360928108883639,0.0555646870723299,0.0416030127301123,0.0325489775075336,0.0512969106721405,0.0253268705363579,38888,38888,38888,38888,38888,38888,10.449161096592348,13.91410489244348,31.56365138781553,14.36475843896415,13.235078538492296,7.376596652788585,43.60592260520203,0.203235890413395,1.6213543314308891,1.214121119691656,2.1321166978016746,0.8754827695305127,0.0846421947570912,0.3054241054186087,0.1032791056662818,0.0199468460330616,1301.0,1303.0,1314.0,1327.0,1249.0,1319.0,1327.0,898.0,-1.12524774251323,-0.0806386992239926
trichococcus,11.737547180989532,2.555900269230769,0.8178178253325603,-0.7218559914960709,0.8674480366555761,271120,4.967642432114594,309970,109.12914527866134,81226,162.0242822707919,134680,67.36298544380668,120314,40.82500430309384,79814,393.1490798771983,143573,12.816143724364425,183255,4.071755033435649,31743,0.5898697696787369,875,0.0528863427359452,32,332237,0.0355535806557515,0.0597909823029015,0.0426417720911767,0.0333250317980784,0.0549202805004599,0.0218372881360024,19110,19110,19110,19110,19110,19110,9.769261926399786,12.525855660834848,26.188341341664508,11.8941717161545,12.510409191331616,6.893669673276042,42.39607665574411,0.0203141389166196,0.9718067506721592,1.3652960506949932,1.9086195291342745,0.8218977088485186,0.1105237832590465,0.2762465997840372,0.1198554313703929,0.0184156310774378,722.0,724.0,709.0,724.0,722.0,716.0,724.0,578.0,0.8197108462525154,-0.6412739375686316
phycicoccus,6.609452226728232,3.782461714285714,-0.5211934809519534,0.0296102871512433,0.9748830218618426,362011,4.879178476046556,400757,142.8468704750523,48623,161.9508906109832,90183,79.69093960951837,125983,36.8948836098443,118544,246.61917832067627,142150,15.134714941064518,119201,2.9086987770236403,60392,0.2246151736946857,1141,1.9108748828398536,110,429899,0.0317834587011492,0.0595437362957108,0.0362545359678978,0.0280804089320891,0.0529335470182166,0.0261539954935646,35484,35484,35484,35484,35484,35484,11.008934172678012,15.31146873632487,30.4392950156706,15.875773375317577,18.54870160162628,7.694529042405255,54.89361812610473,0.1643187450598418,1.4714372994485998,1.3813247416501897,2.228877454424824,0.9181555965366228,0.1720845686999419,0.3182071040149326,0.1089390667541355,0.0299545387252733,1429.0,1433.0,1435.0,1449.0,1390.0,1443.0,1449.0,1035.0,-0.8766788542620619,1.3443290239189898
ferruginibacter,10.110978215497145,3.0659743636363643,0.3930998248524871,-0.4093535211936548,0.9107683148065108,633778,5.976356468918149,800581,134.50497898087966,132601,209.14463683727217,233013,111.09769982278355,223635,36.63408459468857,187332,324.83985078665665,283138,22.9373038007725,229188,6.852274540365085,76128,0.1854866880746007,4834,1.015450543979263,421,870931,0.032900616310185,0.0595662612581255,0.0433172650815503,0.0307558399036691,0.052706083292354,0.0245513109948246,73932,73932,73932,73932,73932,73932,10.811649201963052,14.007610188700692,31.6942700990535,15.467996314874126,15.690937094674911,7.01759420014046,50.76137849576074,0.1361727250305695,1.7484285116733589,1.2082192396115876,2.1445790446233777,0.8870637462703619,0.0805650606935711,0.3171055140842277,0.1181549340118768,0.0180377115939917,2682.0,2689.0,2689.0,2734.0,2623.0,2710.0,2734.0,2028.0,-0.3338502623864123,-0.6217277559713926
oceanicella,9.319871830717457,3.326226,0.1865318101916775,-0.2499075109847699,1.033429111824157,19417,6.890859355204652,33939,131.19101830333807,12496,106.06580396615104,17196,76.13917737772233,16237,69.44250025968182,7422,221.99505188897967,18979,14.444710922640986,11022,3.2731738446846523,2138,0.4902820389757092,244,2.0212524245220744,11,36552,0.0343123287800485,0.0557927338844813,0.0467682231911888,0.0356545220899331,0.0525658986155573,0.0239332635461482,3406,3406,3406,3406,3406,3406,8.46935089437191,13.40011954355306,26.381180493545312,7.968992094361748,4.248894558682514,6.976342304113777,41.11765610112872,0.0181616540824988,1.039500833800086,1.3133666640937012,1.4424799152103034,0.93271566449396,0.2489436699730927,0.3168643397854354,0.0953519802507585,0.0707106781186547,119.0,120.0,119.0,121.0,119.0,119.0,121.0,81.0,0.7246055202284932,0.5121698245439953
marinoscillum,3.256999270003611,5.8335905,-1.3965619078004086,1.2862567616032852,1.0091771894365829,30323,6.397403697508346,57997,126.6109555958474,9625,129.30072934154106,13727,50.93999536506462,40300,37.73243276667554,28696,155.91677355387543,36461,11.856054120516928,20199,1.1518581791131106,22443,0.5553353884926219,115,0.0258093975133089,8,60954,0.0413935440303509,0.0555070142158123,0.0504580023755714,0.041637209916788,0.0550061981469846,0.0218830819417306,3742,3742,3742,3742,3742,3742,10.092095279663951,13.624470026406073,32.64058220228607,9.447918243685116,4.320005112750477,6.991880259811723,37.07700695110006,0.0220597401434364,0.845925696479744,1.4732303441398955,2.753098488600593,0.7787124272062587,0.1428784931744088,0.2722724641735045,0.090147226475856,0.0377352935718324,383.0,386.0,356.0,386.0,382.0,359.0,386.0,277.0,0.7855210247323628,0.028504927961737
sulfuritalea,11.14475621956197,3.6788601914893615,0.6630325090124741,-0.0338623184094854,0.6271332845312333,133469,5.256939141594524,232937,172.84527017471183,35536,155.66984918633042,64842,44.88680918049877,53031,37.81530742775082,38692,315.163881420948,58231,15.834007635478574,68381,13.19843731614278,5005,0.192676338407744,836,0.6312800969586551,63,247134,0.0302388089779178,0.0596026083442488,0.0373877644937223,0.0283139709751924,0.0540049522067739,0.0214621399492515,19166,19166,19166,19166,19166,19166,8.675265157802455,11.739689457291313,23.44806232535082,10.073219736274618,9.806415575672162,5.843554118939012,45.96155799565987,0.1293520932530752,1.1633529206709583,1.3662594176797749,1.8015192890396448,0.755490040526638,0.1316354872727235,0.2769579386272525,0.1145284989540991,0.0247872235559552,1245.0,1246.0,1239.0,1247.0,1234.0,1242.0,1247.0,1110.0,0.2937153869309988,1.1979174235874972
nitratireductor,10.172807763276722,4.620160047619048,0.40924431208951,0.5428353291717499,0.8202843502458809,148988,6.226580976779208,188613,84.31576577193668,56505,178.8127129311098,89814,101.6772823829045,81660,30.341494370465742,45320,286.1440956937051,91606,29.45456986425886,96646,14.241589507232325,10669,0.2495704346082923,2232,1.0470539624962498,80,211353,0.0354288639817343,0.0587740172511276,0.0419364195059956,0.0317741425722264,0.052291493680159,0.0247507709970498,19870,19870,19870,19870,19870,19870,11.602161157549943,13.2899300784483,33.940640226162444,16.843266983390297,17.24297570621557,7.255526263320847,34.940002456570994,0.1381488128552696,1.5645120363424498,1.141911787268349,2.361677510943797,0.9526197803342528,0.0214186483091398,0.2929110422211736,0.1210000305547979,0.0005231483637805,692.0,693.0,703.0,736.0,708.0,711.0,736.0,496.0,0.3681916499743204,0.1841009643191003
solibacillus,8.565398975505605,3.8527102,-0.0104707204603608,0.0726487899128875,0.9284102540026667,102788,6.025641299794306,105510,156.92797735425637,17500,175.7269126818427,34963,88.05846099009976,22288,29.43378711279013,30857,305.15815581401347,39149,20.09307917616824,45230,4.325396637199117,5291,0.233796154249908,980,0.069080504279272,78,118746,0.0362996216637883,0.0566643449769964,0.0400784045181514,0.032821414647826,0.0514760489658229,0.0245663834982511,14548,14548,14548,14548,14548,14548,12.138670403004433,13.017629466075864,37.473977919756685,20.205388893269827,21.727116764326134,7.23858983382351,49.9205709133794,0.2233465608053307,2.146777996289176,1.0166709647143657,2.539403700804117,0.9829651000197978,0.1735586960127518,0.320093268630029,0.1626128811305671,0.0308823845400067,1032.0,1036.0,1029.0,1041.0,991.0,1038.0,1041.0,745.0,-0.6566593938611514,1.6568787242312228
rheinheimera,7.860246032370113,4.1983418666666665,-0.1945951900616141,0.2844038091007226,1.1253593049714552,154124,4.863805313040825,262057,98.27102618145904,48570,163.9229307306136,52606,73.79267161594026,191922,35.18309667400641,128575,178.67348868875172,153436,13.071123080727656,112459,0.407316922535954,94607,0.3260797031702482,397,0.0082375390915024,98,269813,0.0398899772789112,0.0610317156883183,0.0492101751818761,0.0384787416332755,0.0530828786719848,0.0235658114900752,9068,9068,9068,9068,9068,9068,9.050991055448929,13.470411516321825,28.072317637329167,7.291129522720279,3.2997883904518583,6.7118265722452986,47.8945027982952,0.0177970641478949,0.7955194309944142,1.5214847292496023,2.0937901384539392,0.5802924073566986,0.0353417827539605,0.2616837089058587,0.1058515805877801,0.0,292.0,292.0,278.0,292.0,289.0,284.0,292.0,215.0,1.2062604719966017,1.3725277768388775
oceanicaulis,9.966067216098464,2.8095335294117647,0.3552617059544386,-0.5664648018106159,0.953205864769651,6414,7.879960281923081,23952,118.41031501470776,5075,234.7277198215509,11820,380.769602392522,9457,31.302339188382987,4023,333.0248122123642,11493,21.350076296960605,9929,11.147126280878137,382,0.5565223236484235,225,3.5355339059327378,2,27740,0.043451817220637,0.0543488571308536,0.0573980378740489,0.0490458804455868,0.0523352673125128,0.0244453527320961,4745,4745,4745,4745,4745,4745,9.771173773720038,10.924572391505194,31.201932044098143,9.634382648439672,3.8168548607746113,6.207077260937653,28.831880134375982,0.0194926827274159,1.0809442718766271,1.1171696506538218,3.238592399603896,0.5618012706639025,0.1711935859076163,0.2044796812323913,0.0895314722974659,0.0406644808155717,285.0,285.0,240.0,285.0,284.0,273.0,285.0,151.0,0.6707598708769166,0.77126008414711
bacteroides,9.755689950802866,5.432726979565217,0.3003295061163799,1.0406633433843606,0.7026433986079432,336830,6.0221789510619645,394839,158.51568304267275,105602,160.86835782103336,176554,88.96239645070288,116019,26.488873212008613,91239,371.9189689072184,157885,14.015021457477324,242254,15.509739765123571,4611,0.4833449786960881,1711,0.2543323487548733,107,431331,0.0342141111197296,0.058527875947936,0.0423912603205912,0.0318420747767278,0.0544723092950573,0.0223912836008127,35888,35888,35888,35888,35888,35888,9.617814625626655,13.22324589250685,28.52139923847493,10.70907938496886,9.429147244430736,7.163719031223073,44.85860968628514,0.017966831272878,1.246690978254297,1.419212957562895,2.056243303533197,0.6580307521573446,0.0853664008090264,0.3063654886757115,0.1059875396386087,0.0155394462656782,1359.0,1361.0,1328.0,1365.0,1337.0,1343.0,1365.0,1117.0,-0.2635690779158345,-1.334219950780924
rhodococcus,9.550870505165337,6.072744884210526,0.2468485242114564,1.4327773096356944,0.903940250029744,798992,5.148888644860864,938629,113.73090660788972,167837,172.5549579084177,302365,91.4240449197794,262562,36.54075425426606,204648,289.7238624726727,346728,14.491404795890132,304598,4.749934153401519,75174,0.2826153658092799,6557,0.9755802835153242,429,1022057,0.0342565005736064,0.0591808089898418,0.0412026580689268,0.0314896404691427,0.0533388423341948,0.0248427265663032,77079,77079,77079,77079,77079,77079,11.367071625550413,14.294229213156695,33.78078310673447,14.949585906275535,15.003699122474488,7.519537227368023,51.17199503075326,0.1515295102902802,1.5071318890005307,1.2989256476696036,2.479841395956955,0.8290451718538883,0.1348414498335983,0.3010391784838821,0.1106424692332426,0.02488379328085,3916.0,3923.0,3926.0,3999.0,3828.0,3955.0,3999.0,2865.0,-0.6346524202350001,0.4650300405828873
