genus,genus_for_tree,count_breadth_std,shannon_breadth_std,count_breadth_ses,shannon_breadth_ses,mean_levins_B_std
nitratireductor,nitratireductor,0.9342560553633218,0.9779814439339556,,,0.2721164641637604
nitrosopumilus,nitrosopumilus,1.0,0.9861742293388294,,,0.0271676662816425
nitrospina,nitrospina,0.9538638985005768,0.9813914120752876,,,0.3258089764810475
nocardia,nocardia,1.0,0.9861742293388294,,,0.4622578458033106
nocardioides,nocardioides,1.0,0.9861742293388294,,,0.3916372147727358
nocardiopsis,nocardiopsis,0.9261822376009228,0.9793386826591984,,,0.2105163313963832
nodularia,nodularia,1.0,0.9861742293388294,,,0.2922952748567264
nonomuraea,nonomuraea,1.0,0.9861742293388294,,,0.3606127261635745
nostoc,nostoc,1.0,0.9861742293388294,,,0.2245883990106711
novosphingobium,novosphingobium,1.0,0.9861742293388294,,,0.4489700042625262
oceanicaulis,oceanicaulis,0.9919261822376008,0.988245658493502,,,0.1217587296145015
oceanimonas,oceanimonas,0.9261822376009228,0.9793386826591984,,,0.2122153746677459
oceanobacillus,oceanobacillus,0.9261822376009228,0.9793386826591984,,,0.3157481764670918
ochrobactrum,ochrobactrum,0.9261822376009228,0.9793386826591984,,,0.4490823481707068
octadecabacter,octadecabacter,1.0,0.9861742293388294,,,0.0570574282041434
odoribacter,odoribacter,0.9261822376009228,0.9793386826591984,,,0.1330317933438722
oleispira,oleispira,0.9054209919261822,0.977745196654314,,,0.087139204508043
oligella,oligella,0.9261822376009228,0.9793386826591984,,,0.1353724343558924
opitutus,opitutus,1.0,0.9861742293388294,0.0,1.0,0.4208105596711765
oribacterium,oribacterium,0.9919261822376008,0.988245658493502,1.55197369986617,1.5841842101773846,0.2543122903275828
ornithobacterium,ornithobacterium,0.9077277970011534,0.980275105936958,,,0.3554816019797671
oscillochloris,oscillochloris,0.9919261822376008,0.988245658493502,,,0.254509917191374
owenweeksia,owenweeksia,0.9919261822376008,0.988245658493502,,,0.3316010767743216
paenibacillus,paenibacillus,1.0,0.9861742293388294,,,0.3837071658371461
paludibacter,paludibacter,1.0,0.9861742293388294,,,0.1856745128022809
pandoraea,pandoraea,0.9077277970011534,0.980275105936958,,,0.5571930021000934
parabacteroides,parabacteroides,1.0,0.9861742293388294,,,0.2040863271850836
parachlamydia,parachlamydia,0.9538638985005768,0.9813914120752876,-0.0207966376355634,-0.1839480264784956,0.3518876494243865
paracoccus,paracoccus,1.0,0.9861742293388294,,,0.2549444193895421
parapedobacter,parapedobacter,0.9261822376009228,0.9793386826591984,,,0.276063403601492
paraprevotella,paraprevotella,0.9919261822376008,0.988245658493502,,,0.2209531382196257
parvibaculum,parvibaculum,1.0,0.9861742293388294,,,0.526575046022981
parvimonas,parvimonas,0.9919261822376008,0.988245658493502,,,0.1754955869939074
pediococcus,pediococcus,0.9077277970011534,0.980275105936958,,,0.2036888336875234
pedobacter,pedobacter,1.0,0.9861742293388294,,,0.3708238358177625
pelosinus,pelosinus,0.9538638985005768,0.9813914120752876,,,0.6549004721939029
peptococcus,peptococcus,0.9077277970011534,0.980275105936958,,,0.2065168035030704
peptoniphilus,peptoniphilus,1.0,0.9861742293388294,,,0.188500981208716
peptostreptococcus,peptostreptococcus,0.9261822376009228,0.9793386826591984,,,0.1590303483789741
perlucidibaca,perlucidibaca,1.0,0.9861742293388294,,,0.2885417075658541
phaeobacter,phaeobacter,1.0,0.9861742293388294,,,0.0721078334245479
phaeospirillum,phaeospirillum,1.0,0.9861742293388294,,,0.1123246454305285
phascolarctobacterium,phascolarctobacterium,1.0,0.9861742293388294,,,0.1868778545393424
phenylobacterium,phenylobacterium,1.0,0.9861742293388294,,,0.4718250888169453
photobacterium,photobacterium,1.0,0.9861742293388294,,,0.1201534899427817
phycicoccus,phycicoccus,1.0,0.9861742293388294,,,0.4007109708544655
phycisphaera,phycisphaera,0.81199538638985,0.9618559291207516,,,0.0754915184274502
phyllobacterium,phyllobacterium,1.0,0.9861742293388294,,,0.2839208690521469
pigmentiphaga,pigmentiphaga,1.0,0.9861742293388294,,,0.4784819475899216
pirellula,pirellula,1.0,0.9861742293388294,0.0,1.0,0.455247813853673
planifilum,planifilum,1.0,0.9861742293388294,,,0.4608259233496968
planktothrix,planktothrix,1.0,0.9861742293388294,,,0.1996763653713347
polaribacter,polaribacter,1.0,0.9861742293388294,,,0.0326699440124849
polaromonas,polaromonas,1.0,0.9861742293388294,,,0.2816091839454802
polynucleobacter,polynucleobacter,1.0,0.9861742293388294,,,0.1023659418434681
pontibacter,pontibacter,1.0,0.9861742293388294,,,0.2490263127528476
porphyromonas,porphyromonas,1.0,0.9861742293388294,,,0.1650229166878916
prevotella,prevotella,1.0,0.9861742293388294,,,0.1831900228717883
prochlorococcus,prochlorococcus,1.0,0.9861742293388294,,,0.0135692907088173
promicromonospora,promicromonospora,0.9261822376009228,0.9793386826591984,,,0.5391894758426616
propionibacterium,propionibacterium,0.9077277970011534,0.980275105936958,,,0.3005470105489847
propionivibrio,propionivibrio,0.9538638985005768,0.9813914120752876,,,0.2815523833214434
prosthecobacter,prosthecobacter,1.0,0.9861742293388294,,,0.3600710647625774
prosthecochloris,prosthecochloris,0.9331026528258364,0.9825446275838124,1.3920285270444923,1.276412249926673,0.0858418424775541
proteiniclasticum,proteiniclasticum,1.0,0.9861742293388294,,,0.3527512139613846
proteus,proteus,0.9261822376009228,0.9793386826591984,,,0.2321384148660685
providencia,providencia,1.0,0.9861742293388294,,,0.2794242134787442
pseudanabaena,pseudanabaena,0.9919261822376008,0.988245658493502,,,0.2217969325302683
pseudidiomarina,pseudidiomarina,1.0,0.9861742293388294,,,0.1763679391284404
pseudoalteromonas,pseudoalteromonas,1.0,0.9861742293388294,,,0.0536242390424967
pseudobutyrivibrio,pseudobutyrivibrio,0.9077277970011534,0.980275105936958,,,0.1450231667488225
pseudoclavibacter,pseudoclavibacter,0.9077277970011534,0.980275105936958,,,0.3906014684135453
pseudomonas,pseudomonas,1.0,0.9861742293388294,,,0.2734325873134264
pseudonocardia,pseudonocardia,1.0,0.9861742293388294,,,0.3774455221989812
pseudoxanthomonas,pseudoxanthomonas,0.9261822376009228,0.9793386826591984,-0.9828511802995192,-0.6179270654614729,0.4508215042705094
psychrilyobacter,psychrilyobacter,0.9342560553633218,0.9779814439339556,,,0.058100491623745
psychrobacter,psychrobacter,1.0,0.9861742293388294,,,0.1061653760551755
psychroflexus,psychroflexus,0.9919261822376008,0.988245658493502,,,0.1349319738581857
psychromonas,psychromonas,0.9342560553633218,0.9779814439339556,,,0.0722609881292283
ralstonia,ralstonia,1.0,0.9861742293388294,0.0,1.0,0.4481516939537776
rathayibacter,rathayibacter,0.9261822376009228,0.9793386826591984,,,0.4872805529200331
reichenbachiella,reichenbachiella,1.0,0.9861742293388294,,,0.035073498240457
rheinheimera,rheinheimera,1.0,0.9861742293388294,,,0.2830456611953502
rhizobium,rhizobium,1.0,0.9861742293388294,0.0,1.0,0.4331864249652429
rhodanobacter,rhodanobacter,1.0,0.9861742293388294,,,0.415126891677461
rhodobacter,rhodobacter,1.0,0.9861742293388294,,,0.259864690990559
rhodoblastus,rhodoblastus,0.8638985005767013,0.9718890883941396,,,0.5750626298841353
rhodococcus,rhodococcus,1.0,0.9861742293388294,,,0.3891188124917095
rhodopila,rhodopila,0.9538638985005768,0.9813914120752876,,,0.5203131196751969
rhodopirellula,rhodopirellula,1.0,0.9861742293388294,,,0.0779419413538587
rhodoplanes,rhodoplanes,1.0,0.9861742293388294,,,0.467008279803082
rhodovibrio,rhodovibrio,0.9331026528258364,0.9825446275838122,,,0.2847810550040558
rhodovulum,rhodovulum,0.9538638985005768,0.9813914120752876,,,0.1489879946345859
rickettsia,rickettsia,1.0,0.9861742293388294,,,0.4778088235430064
riemerella,riemerella,0.9261822376009228,0.9793386826591984,,,0.205125218776016
rikenella,rikenella,0.9077277970011534,0.980275105936958,,,0.1476993410306273
rivularia,rivularia,0.9538638985005768,0.9813914120752876,,,0.1514358661577481
robiginitalea,robiginitalea,0.9919261822376008,0.988245658493502,,,0.0623584865856656
robinsoniella,robinsoniella,0.8269896193771626,0.9652768922293548,,,0.243921637308344
roseburia,roseburia,1.0,0.9861742293388294,,,0.1178798646869575
roseivirga,roseivirga,1.0,0.9861742293388294,,,0.0596422181929121
roseivivax,roseivivax,0.9919261822376008,0.988245658493502,,,0.1551485433706518
roseobacter,roseobacter,1.0,0.9861742293388294,0.0,1.0,0.0196602097868393
roseococcus,roseococcus,1.0,0.9861742293388294,,,0.3573804532953137
roseomonas,roseomonas,1.0,0.9861742293388294,0.0,1.0,0.3788955606838244
roseovarius,roseovarius,1.0,0.9861742293388294,,,0.1039933091213772
rothia,rothia,1.0,0.9861742293388294,,,0.2038119406592938
rubellimicrobium,rubellimicrobium,1.0,0.9861742293388294,0.0,1.0,0.2859560354470342
rubrobacter,rubrobacter,1.0,0.9861742293388294,,,0.1917892200363266
rudanella,rudanella,1.0,0.9861742293388294,,,0.449685653391952
ruegeria,ruegeria,0.81199538638985,0.9618559291207516,,,0.0387840387466043
ruminobacter,ruminobacter,0.9077277970011534,0.980275105936958,,,0.2249960362634488
ruminococcus,ruminococcus,1.0,0.9861742293388294,,,0.1807840009650335
rummeliibacillus,rummeliibacillus,1.0,0.9861742293388294,,,0.3034606164914669
runella,runella,1.0,0.9861742293388294,,,0.1931968370937106
saccharibacillus,saccharibacillus,0.9261822376009228,0.9793386826591984,,,0.3469527715895031
saccharibacter,saccharibacter,0.9261822376009228,0.9793386826591984,,,0.2302163276673753
saccharomonospora,saccharomonospora,0.9261822376009228,0.9793386826591984,-1.0562572585642247,-0.731166197851928,0.3673162132090286
saccharopolyspora,saccharopolyspora,0.9261822376009228,0.9793386826591984,,,0.3185551656770693
salegentibacter,salegentibacter,1.0,0.9861742293388294,,,0.2345270879209376
salinicoccus,salinicoccus,1.0,0.9861742293388294,,,0.132489251410708
salinimicrobium,salinimicrobium,0.9342560553633218,0.9779814439339556,,,0.1850184128246214
salinisphaera,salinisphaera,1.0,0.9861742293388294,,,0.1106602512735535
sanguibacter,sanguibacter,1.0,0.9861742293388294,,,0.4248915230580129
saprospira,saprospira,1.0,0.9861742293388294,,,0.149460386356701
scardovia,scardovia,0.9077277970011534,0.980275105936958,,,0.3056098048965573
sebaldella,sebaldella,0.9077277970011534,0.980275105936958,,,0.2155717939628539
sediminibacterium,sediminibacterium,1.0,0.9861742293388294,,,0.3759232042250492
selenomonas,selenomonas,1.0,0.9861742293388294,,,0.1546325602890947
serratia,serratia,0.9077277970011534,0.980275105936958,,,0.2314100951591843
sharpea,sharpea,0.9077277970011534,0.980275105936958,,,0.1391876797062744
shewanella,shewanella,1.0,0.9861742293388294,,,0.1184840290549999
shuttleworthia,shuttleworthia,0.9077277970011534,0.980275105936958,,,0.2215984776524909
simkania,simkania,1.0,0.9861742293388294,,,0.1539568355651288
singulisphaera,singulisphaera,0.9538638985005768,0.9813914120752876,,,0.449287259699033
sinomonas,sinomonas,0.9261822376009228,0.9793386826591984,,,0.4621842439266184
sinorhizobium,sinorhizobium,1.0,0.9861742293388294,0.0,1.0,0.2963866549752783
siphonobacter,siphonobacter,0.9261822376009228,0.9793386826591984,,,0.3815580033965267
skermanella,skermanella,1.0,0.9861742293388294,0.0,1.0,0.3945877479272145
slackia,slackia,0.9077277970011534,0.980275105936958,,,0.1342323972650737
smaragdicoccus,smaragdicoccus,0.9261822376009228,0.9793386826591984,,,0.6495025987605639
sneathia,sneathia,0.9077277970011534,0.980275105936958,,,0.224955254451604
solibacillus,solibacillus,1.0,0.9861742293388294,,,0.3751203111947084
sorangium,sorangium,1.0,0.9861742293388294,,,0.3792975304958861
sphaerisporangium,sphaerisporangium,0.8638985005767013,0.9718890883941396,,,0.3293810562032038
sphingobacterium,sphingobacterium,1.0,0.9861742293388294,,,0.330081380285052
sphingobium,sphingobium,1.0,0.9861742293388294,,,0.479771604083453
sphingomonas,sphingomonas,1.0,0.9861742293388294,0.0,1.0,0.3480854860687105
sphingopyxis,sphingopyxis,1.0,0.9861742293388294,0.0,1.0,0.3587214452142629
sphingosinicella,sphingosinicella,0.9331026528258364,0.9825446275838122,,,0.3738161429543976
spirosoma,spirosoma,1.0,0.9861742293388294,,,0.2644446383044672
sporanaerobacter,sporanaerobacter,0.9261822376009228,0.9793386826591984,-0.9864144474623098,-0.6104988458737314,0.250062072147161
sporolactobacillus,sporolactobacillus,0.9261822376009228,0.9793386826591984,,,0.3420426404047709
sporomusa,sporomusa,1.0,0.9861742293388294,,,0.27815969424214
sporosarcina,sporosarcina,1.0,0.9861742293388294,,,0.3925413689798017
staphylococcus,staphylococcus,1.0,0.9861742293388294,,,0.1106901575534684
stenotrophomonas,stenotrophomonas,1.0,0.9861742293388294,,,0.2831990316080918
streptacidiphilus,streptacidiphilus,1.0,0.9861742293388294,,,0.430151869159695
streptobacillus,streptobacillus,0.9077277970011534,0.980275105936958,,,0.2143370560716949
streptococcus,streptococcus,1.0,0.9861742293388294,,,0.1044894937987895
streptomyces,streptomyces,1.0,0.9861742293388294,,,0.3040047164998636
streptosporangium,streptosporangium,1.0,0.9861742293388294,,,0.5467040444797556
succiniclasticum,succiniclasticum,0.9077277970011534,0.980275105936958,,,0.1220582914897736
succinivibrio,succinivibrio,0.9077277970011534,0.980275105936958,,,0.1811302977962852
sulfuricurvum,sulfuricurvum,1.0,0.9861742293388294,,,0.1784902421134058
sulfurimonas,sulfurimonas,0.9919261822376008,0.988245658493502,1.6350326879870207,1.6968232158630077,0.04519374144774
sulfuritalea,sulfuritalea,0.9538638985005768,0.9813914120752876,-0.0170185000589171,-0.1743891581400845,0.154666885117198
sulfurospirillum,sulfurospirillum,1.0,0.9861742293388294,,,0.0845250200403809
sutterella,sutterella,0.9261822376009228,0.9793386826591984,,,0.2453431630099448
symbiobacterium,symbiobacterium,0.9261822376009228,0.9793386826591984,-0.9990395873640384,-0.577122670576934,0.3763325512671205
synechococcus,synechococcus,1.0,0.9861742293388294,,,0.0568117037404862
syntrophomonas,syntrophomonas,0.9538638985005768,0.9813914120752876,,,0.187566567991044
syntrophus,syntrophus,1.0,0.9861742293388294,,,0.1585372943803732
tannerella,tannerella,1.0,0.9861742293388294,,,0.2416859899382074
tatlockia,tatlockia,1.0,0.9861742293388294,,,0.6580532877488096
telmatospirillum,telmatospirillum,1.0,0.9861742293388294,,,0.2962304340507981
tenacibaculum,tenacibaculum,1.0,0.9861742293388294,,,0.0433838008318296
terracoccus,terracoccus,1.0,0.9861742293388294,,,0.2439111755323169
terribacillus,terribacillus,0.9261822376009228,0.9793386826591984,,,0.4257345201148091
tetragenococcus,tetragenococcus,0.9077277970011534,0.980275105936958,,,0.1582733796561703
thalassospira,thalassospira,1.0,0.9861742293388294,,,0.1622171770647713
thermacetogenium,thermacetogenium,0.8269896193771626,0.9652768922293548,,,0.4236314452136953
thermoactinomyces,thermoactinomyces,1.0,0.9861742293388294,,,0.4263530738764222
thermoanaerobacterium,thermoanaerobacterium,0.9077277970011534,0.980275105936958,0.8021607887674338,0.9545503542793256,0.3728820284648496
thermobacillus,thermobacillus,1.0,0.9861742293388294,,,0.420384950384876
thermomonas,thermomonas,0.9261822376009228,0.9793386826591984,,,0.4819630984230763
thermus,thermus,0.9919261822376008,0.988245658493502,,,0.2260094808110313
thioalkalivibrio,thioalkalivibrio,0.9538638985005768,0.9813914120752876,,,0.3265503095849045
thiobacillus,thiobacillus,1.0,0.9861742293388294,,,0.2265832711661883
thiocapsa,thiocapsa,0.9331026528258364,0.9825446275838122,,,0.1597950805044697
thiothrix,thiothrix,0.9077277970011534,0.980275105936958,,,0.0980191144655198
treponema,treponema,1.0,0.9861742293388294,,,0.1421413579193795
trichococcus,trichococcus,0.8269896193771626,0.9652768922293548,,,0.2291526066003906
turicibacter,turicibacter,1.0,0.9861742293388294,,,0.5104327277354656
turneriella,turneriella,1.0,0.9861742293388294,,,0.5542307203605537
uliginosibacterium,uliginosibacterium,1.0,0.9861742293388294,,,0.2774637826884771
ulvibacter,ulvibacter,1.0,0.9861742293388294,,,0.0407123597774942
ureaplasma,ureaplasma,0.9077277970011534,0.980275105936958,,,0.100196643221414
ureibacillus,ureibacillus,0.9077277970011534,0.980275105936958,,,0.3862203809969345
vagococcus,vagococcus,1.0,0.9861742293388294,,,0.2934428362668546
varibaculum,varibaculum,1.0,0.9861742293388294,,,0.2190829240911056
variovorax,variovorax,1.0,0.9861742293388294,,,0.3888934819197614
veillonella,veillonella,1.0,0.9861742293388294,,,0.1526102860278374
verrucomicrobium,verrucomicrobium,1.0,0.9861742293388294,,,0.4670630397911234
vibrio,vibrio,1.0,0.9861742293388294,,,0.0922855768876478
victivallis,victivallis,0.9077277970011534,0.980275105936958,,,0.2029098798990133
virgibacillus,virgibacillus,0.9261822376009228,0.9793386826591984,,,0.2694998058788598
vogesella,vogesella,1.0,0.9861742293388294,,,0.165383384643666
weeksella,weeksella,0.9919261822376008,0.988245658493502,,,0.1868541015233377
weissella,weissella,1.0,0.9861742293388294,,,0.1952956069792188
williamsia,williamsia,1.0,0.9861742293388294,,,0.4882551471419892
winogradskyella,winogradskyella,1.0,0.9861742293388294,,,0.049956426792804
wolbachia,wolbachia,0.9261822376009228,0.9793386826591984,,,0.3191165613837702
xanthobacter,xanthobacter,0.9077277970011534,0.980275105936958,,,0.3276050748884244
xanthomonas,xanthomonas,0.9077277970011534,0.980275105936958,,,0.3065065602941069
yersinia,yersinia,1.0,0.9861742293388294,,,0.7474298611218776
zoogloea,zoogloea,1.0,0.9861742293388294,0.0,1.0,0.1652591270874301
zymomonas,zymomonas,1.0,0.9861742293388294,,,0.2540970950572487
