genus,genus_for_tree,count_breadth_std,shannon_breadth_std,count_breadth_ses,shannon_breadth_ses,mean_levins_B_std
demequina,demequina,1.0,0.9861742293388294,,,0.4745632972094531
dendrosporobacter,dendrosporobacter,0.9919261822376008,0.988245658493502,,,0.2053124903431059
dermabacter,dermabacter,0.9919261822376008,0.988245658493502,,,0.2757668496585916
dermacoccus,dermacoccus,1.0,0.9861742293388294,,,0.3919903802055006
dermatophilus,dermatophilus,0.8269896193771626,0.9652768922293548,,,0.1790547106562237
desemzia,desemzia,1.0,0.9861742293388294,,,0.2435117640343575
desulfobacca,desulfobacca,1.0,0.9861742293388294,,,0.0865608864139256
desulfobacter,desulfobacter,0.9331026528258364,0.9825446275838124,,,0.0551473842493284
desulfobulbus,desulfobulbus,1.0,0.9861742293388294,,,0.1200072080591014
desulfocapsa,desulfocapsa,0.9919261822376008,0.988245658493502,,,0.0564499466749194
desulfococcus,desulfococcus,1.0,0.9861742293388294,,,0.1843376816836647
desulfomicrobium,desulfomicrobium,0.9919261822376008,0.988245658493502,,,0.2429391791280294
desulfonatronovibrio,desulfonatronovibrio,0.9331026528258364,0.9825446275838124,,,0.0530401294159764
desulforhopalus,desulforhopalus,0.9919261822376008,0.988245658493502,,,0.0946481432694044
desulfosalsimonas,desulfosalsimonas,0.9331026528258364,0.9825446275838124,,,0.0694736498402955
desulfosarcina,desulfosarcina,0.9919261822376008,0.988245658493502,,,0.0515474939641244
desulfosporosinus,desulfosporosinus,1.0,0.9861742293388294,,,0.1519436066279177
desulfotignum,desulfotignum,0.9331026528258364,0.9825446275838124,,,0.0825924173301895
desulfotomaculum,desulfotomaculum,0.9261822376009228,0.9793386826591984,,,0.2592524515059032
desulfovibrio,desulfovibrio,1.0,0.9861742293388294,,,0.1616850662643563
desulfuromonas,desulfuromonas,0.9331026528258364,0.9825446275838124,,,0.1939071326647002
devosia,devosia,1.0,0.9861742293388294,,,0.4051508745165019
dialister,dialister,1.0,0.9861742293388294,,,0.2076729638277942
dietzia,dietzia,1.0,0.9861742293388294,,,0.1762396739684411
dokdonella,dokdonella,1.0,0.9861742293388294,,,0.5239057813979295
dorea,dorea,1.0,0.9861742293388294,,,0.1019597754853187
dyadobacter,dyadobacter,1.0,0.9861742293388294,,,0.3684019229765555
dyella,dyella,1.0,0.9861742293388294,,,0.5015963234970512
dysgonomonas,dysgonomonas,1.0,0.9861742293388294,,,0.1451514158571757
edaphobacter,edaphobacter,1.0,0.9861742293388294,0.0,1.0,0.3870713410422929
eggerthella,eggerthella,0.9261822376009228,0.9793386826591984,,,0.2405084951195732
