orgId	locusId	sysName	geneName	desc	set1IT076 CPG	set1IT077 M63_quarter_strength	set1IT080 CPG	set3IT039 CPG	set3IT040 M63_quarter_strength	set4IT039 Plant=Tomato_cv_Moneymaker; PlantTreatment=None; Sample=Xylem_sap; GrowthSubstrate=calcine_clay; Collection=direct; 1 dpi	set4IT042 Plant=Tomato_cv_Moneymaker; PlantTreatment=None; Sample=Xylem_sap; GrowthSubstrate=calcine_clay; Collection=direct; 1 dpi	set4IT045 Plant=Tomato_cv_Moneymaker; PlantTreatment=None; Sample=Xylem_sap; GrowthSubstrate=calcine_clay; Collection=direct; 1 dpi
RalstoniaBSBF1503	RALBFv3_RS07440	RALBFv3_RS07440		ethanolamine utilization protein EutH	-0.266	-0.150	-0.047	-0.158	0.230	-0.431	0.357	-0.126
RalstoniaBSBF1503	RALBFv3_RS07445	RALBFv3_RS07445		AraC family transcriptional regulator	0.261	0.218	0.086	0.356	0.412	0.011	-0.093	0.087
RalstoniaBSBF1503	RALBFv3_RS07450	RALBFv3_RS07450		two-component sensor histidine kinase	-0.119	-0.060	-0.015	0.030	0.030	0.138	-0.001	0.021
RalstoniaBSBF1503	RALBFv3_RS07455	RALBFv3_RS07455		DNA-binding response regulator	0.188	0.255	0.080	-0.071	0.001	-0.077	-0.243	0.288
RalstoniaBSBF1503	RALBFv3_RS07460	RALBFv3_RS07460		MipA/OmpV family protein	0.097	-0.024	0.040	0.177	-0.019	0.143	0.102	-0.081
RalstoniaBSBF1503	RALBFv3_RS07465	RALBFv3_RS07465		hypothetical protein	-0.558	-0.993	-0.626	-0.283	-0.165	0.235	-0.924	-0.659
RalstoniaBSBF1503	RALBFv3_RS07475	RALBFv3_RS07475		mechanosensitive ion channel family protein	0.508	-0.109	0.012	-0.590	-0.213	0.057	-0.301	-0.271
RalstoniaBSBF1503	RALBFv3_RS07480	RALBFv3_RS07480		MFS transporter	0.051	0.329	0.180	0.090	0.152	-0.031	0.159	-0.089
RalstoniaBSBF1503	RALBFv3_RS07485	RALBFv3_RS07485		glutathione S-transferase	0.069	-0.054	0.117	-0.279	-0.353	-0.342	-0.168	0.137
RalstoniaBSBF1503	RALBFv3_RS07490	RALBFv3_RS07490		hypothetical protein	0.215	0.256	-0.101	0.031	0.006	-0.015	-0.068	-0.132
RalstoniaBSBF1503	RALBFv3_RS07495	RALBFv3_RS07495		hypothetical protein	0.056	0.170	0.158	-0.244	0.235	-0.169	0.278	0.306
RalstoniaBSBF1503	RALBFv3_RS07510	RALBFv3_RS07510		hypothetical protein	0.010	0.213	0.004	-0.137	0.068	0.063	0.022	-0.030
RalstoniaBSBF1503	RALBFv3_RS07515	RALBFv3_RS07515		cation transporter	0.008	-0.175	-0.206	0.111	0.402	0.022	-0.027	-0.003
RalstoniaBSBF1503	RALBFv3_RS07520	RALBFv3_RS07520		DNA-binding response regulator	-0.042	0.195	-0.130	-0.108	0.314	0.354	-0.089	-0.144
RalstoniaBSBF1503	RALBFv3_RS07525	RALBFv3_RS07525		hybrid sensor histidine kinase/response regulator	-0.272	-0.279	-0.147	-0.093	0.056	-0.039	0.203	-0.146
RalstoniaBSBF1503	RALBFv3_RS07530	RALBFv3_RS07530		NAD(P)/FAD-dependent oxidoreductase	0.174	-0.013	-0.062	0.121	0.128	0.034	-0.004	-0.089
RalstoniaBSBF1503	RALBFv3_RS07535	RALBFv3_RS07535		short-chain dehydrogenase	-0.246	0.230	-0.232	-0.165	0.116	0.174	-0.099	-0.043
RalstoniaBSBF1503	RALBFv3_RS07540	RALBFv3_RS07540		alpha/beta hydrolase	0.196	-0.074	0.231	-0.023	0.179	0.039	0.020	-0.021
RalstoniaBSBF1503	RALBFv3_RS07545	RALBFv3_RS07545		metal-dependent hydrolase	-0.075	-0.084	-0.021	0.073	0.169	-0.010	-0.065	0.055
RalstoniaBSBF1503	RALBFv3_RS07550	RALBFv3_RS07550		MerR family transcriptional regulator	-0.169	-0.059	0.357	0.194	0.112	0.151	0.157	-0.134
RalstoniaBSBF1503	RALBFv3_RS07555	RALBFv3_RS07555		hypothetical protein	0.319	0.307	-0.189	0.144	0.282	0.222	-0.138	-0.144
RalstoniaBSBF1503	RALBFv3_RS07560	RALBFv3_RS07560		hypothetical protein	-0.022	0.152	-0.099	0.081	0.092	0.014	-0.053	-0.204
RalstoniaBSBF1503	RALBFv3_RS07565	RALBFv3_RS07565		hypothetical protein	0.137	0.126	-0.220	0.297	0.017	0.121	-0.031	-0.049
RalstoniaBSBF1503	RALBFv3_RS07570	RALBFv3_RS07570		cytochrome c5 family protein	-0.301	-0.370	-0.164	-0.270	-0.320	-0.131	-0.217	-0.035
RalstoniaBSBF1503	RALBFv3_RS07580	RALBFv3_RS07580		hypothetical protein	0.294	0.070	-0.126	-0.305	0.103	0.275	-0.644	0.023
RalstoniaBSBF1503	RALBFv3_RS07585	RALBFv3_RS07585		hypothetical protein	0.293	0.314	0.245	-0.148	0.162	0.024	-0.057	-0.003
RalstoniaBSBF1503	RALBFv3_RS07590	RALBFv3_RS07590		DUF1484 domain-containing protein	0.356	0.463	-0.019	-0.287	0.246	0.088	0.143	-0.206
RalstoniaBSBF1503	RALBFv3_RS07595	RALBFv3_RS07595		hypothetical protein	0.287	0.940	0.082	0.443	0.185	-0.073	0.165	0.081
RalstoniaBSBF1503	RALBFv3_RS07600	RALBFv3_RS07600		iron permease	-0.430	-0.491	-0.190	-0.380	-0.272	0.282	0.130	0.214
RalstoniaBSBF1503	RALBFv3_RS07605	RALBFv3_RS07605		two-component system response regulator KdpE	0.108	0.106	0.266	-0.220	0.068	0.056	0.026	0.099
RalstoniaBSBF1503	RALBFv3_RS07610	RALBFv3_RS07610		tripartite tricarboxylate transporter substrate binding protein	-0.097	-0.038	-0.016	-0.029	0.022	-0.172	-0.180	-0.299
RalstoniaBSBF1503	RALBFv3_RS07615	RALBFv3_RS07615		porin	0.107	-0.091	0.180	0.047	-0.040	-0.028	-0.067	0.059
RalstoniaBSBF1503	RALBFv3_RS07620	RALBFv3_RS07620		hypothetical protein	-0.061	-0.417	0.044	-0.332	-0.107	-0.100	0.011	0.090
RalstoniaBSBF1503	RALBFv3_RS07625	RALBFv3_RS07625		glutamate carboxypeptidase	0.153	-0.247	0.127	-0.202	0.120	0.087	-0.041	0.219
RalstoniaBSBF1503	RALBFv3_RS07630	RALBFv3_RS07630		DNA repair protein	0.256	1.020	0.208	-0.239	0.694	-0.191	0.172	-0.729
RalstoniaBSBF1503	RALBFv3_RS07635	RALBFv3_RS07635		hypothetical protein	-0.172	0.477	0.242	-0.369	0.084	0.087	0.098	-0.072
RalstoniaBSBF1503	RALBFv3_RS07650	RALBFv3_RS07650		glutathione-regulated potassium-efflux system protein KefC	0.027	0.070	0.068	0.048	-0.029	0.138	0.042	0.063
RalstoniaBSBF1503	RALBFv3_RS07655	RALBFv3_RS07655		NAD(P)H dehydrogenase	0.431	-0.083	-0.004	0.230	-0.076	-0.117	0.435	-0.499
RalstoniaBSBF1503	RALBFv3_RS07660	RALBFv3_RS07660		N-acetyltransferase	-0.057	0.115	0.003	-0.008	0.143	0.213	0.028	-0.032
RalstoniaBSBF1503	RALBFv3_RS07665	RALBFv3_RS07665		DUF4437 domain-containing protein	-0.027	0.001	0.142	0.195	-0.069	0.152	-0.427	-0.194
RalstoniaBSBF1503	RALBFv3_RS07670	RALBFv3_RS07670		ketosteroid isomerase	0.070	0.555	-0.274	-0.104	0.023	-0.005	0.028	-0.141
RalstoniaBSBF1503	RALBFv3_RS07675	RALBFv3_RS07675		serine protease	0.006	-0.038	0.040	-0.012	0.163	0.041	0.041	-0.014
RalstoniaBSBF1503	RALBFv3_RS07680	RALBFv3_RS07680		Lrp/AsnC family transcriptional regulator	0.135	0.085	0.045	-0.100	-0.127	0.448	-0.268	0.181
RalstoniaBSBF1503	RALBFv3_RS07685	RALBFv3_RS07685		4-hydroxyphenylpyruvate dioxygenase	0.058	0.014	-0.015	-0.014	0.061	-0.099	0.024	-0.080
RalstoniaBSBF1503	RALBFv3_RS07695	RALBFv3_RS07695		pilus assembly protein PilZ	0.168	0.015	0.322	0.508	-0.347	0.146	-0.160	-0.056
RalstoniaBSBF1503	RALBFv3_RS07700	RALBFv3_RS07700		type II secretion system protein GspG	-0.058	0.269	0.163	0.695	-0.266	0.343	0.074	-0.493
RalstoniaBSBF1503	RALBFv3_RS07710	RALBFv3_RS07710		type II secretion system protein GspI	-0.149	-0.378	0.112	0.313	-0.682	0.495	0.186	0.249
RalstoniaBSBF1503	RALBFv3_RS07715	RALBFv3_RS07715		general secretion pathway protein GspJ	-0.065	-0.828	0.128	0.108	-0.517	0.307	-0.156	-0.244
RalstoniaBSBF1503	RALBFv3_RS07720	RALBFv3_RS07720		general secretion pathway protein GspK	0.215	-0.332	0.234	0.515	-0.567	0.216	-0.141	-0.045
RalstoniaBSBF1503	RALBFv3_RS07725	RALBFv3_RS07725		general secretion pathway protein GspL	-0.243	-0.570	0.261	-0.149	-0.732	0.531	-0.014	0.035
RalstoniaBSBF1503	RALBFv3_RS07730	RALBFv3_RS07730		general secretion pathway protein GspM	0.438	-2.172	-2.500	0.427	-0.573	1.015	0.328	0.848
RalstoniaBSBF1503	RALBFv3_RS07735	RALBFv3_RS07735		type II secretion system protein N	0.032	-0.325	0.822	0.348	-0.531	0.312	-0.016	-0.491
RalstoniaBSBF1503	RALBFv3_RS07740	RALBFv3_RS07740		type II secretion system protein GspD	0.012	-0.674	0.267	-0.030	-0.526	0.344	-0.117	-0.061
RalstoniaBSBF1503	RALBFv3_RS07745	RALBFv3_RS07745		type II secretion system protein GspE	0.161	-0.631	0.134	0.193	-0.875	-0.096	-0.053	-0.269
RalstoniaBSBF1503	RALBFv3_RS07750	RALBFv3_RS07750		DUF4153 domain-containing protein	-0.005	-0.275	0.032	0.076	-0.400	0.262	0.056	0.049
RalstoniaBSBF1503	RALBFv3_RS07755	RALBFv3_RS07755		type II secretion system protein GspF	0.074	-0.498	0.571	0.345	-0.411	-0.094	0.234	-0.209
RalstoniaBSBF1503	RALBFv3_RS07760	RALBFv3_RS07760		hypothetical protein	-0.018	-0.089	0.035	-0.076	-0.136	0.008	0.036	-0.043
RalstoniaBSBF1503	RALBFv3_RS07765	RALBFv3_RS07765		hypothetical protein	-0.005	-0.101	-0.030	-0.099	-0.025	-0.150	0.033	0.024
RalstoniaBSBF1503	RALBFv3_RS07770	RALBFv3_RS07770		hypothetical protein	0.161	0.076	0.052	-0.035	0.069	0.038	-0.009	0.029
RalstoniaBSBF1503	RALBFv3_RS07785	RALBFv3_RS07785		PLP-dependent aminotransferase family protein	0.073	-0.016	-0.035	-0.154	-0.122	-0.026	0.035	-0.030
RalstoniaBSBF1503	RALBFv3_RS07790	RALBFv3_RS07790		pyridoxamine 5'-phosphate oxidase family protein	0.031	-0.043	-0.059	0.100	0.241	0.005	0.030	0.033
RalstoniaBSBF1503	RALBFv3_RS07795	RALBFv3_RS07795		MFS transporter	0.008	0.055	-0.060	-0.040	0.032	0.019	-0.184	-0.062
RalstoniaBSBF1503	RALBFv3_RS07800	RALBFv3_RS07800		exodeoxyribonuclease I	-0.290	-0.071	-0.430	-0.390	-0.196	-0.217	0.033	0.086
RalstoniaBSBF1503	RALBFv3_RS07805	RALBFv3_RS07805		ethanolamine ammonia-lyase subunit EutC	0.055	0.245	-0.133	-0.083	0.297	0.105	0.078	0.151
RalstoniaBSBF1503	RALBFv3_RS07810	RALBFv3_RS07810		ethanolamine ammonia lyase large subunit	-0.042	0.059	0.046	-0.035	-0.062	-0.191	0.126	0.003
RalstoniaBSBF1503	RALBFv3_RS07815	RALBFv3_RS07815		aldehyde dehydrogenase	-0.170	-0.166	-0.190	0.090	0.150	-0.039	-0.231	-0.048
RalstoniaBSBF1503	RALBFv3_RS07820	RALBFv3_RS07820		sigma-54-dependent Fis family transcriptional regulator	-0.087	0.101	-0.010	-0.148	0.020	-0.065	-0.102	0.408
RalstoniaBSBF1503	RALBFv3_RS07825	RALBFv3_RS07825		alcohol dehydrogenase AdhP	-0.055	0.040	0.000	-0.226	-0.052	-0.106	-0.009	-0.066
RalstoniaBSBF1503	RALBFv3_RS07830	RALBFv3_RS07830		2-hydroxyacid dehydrogenase	-0.210	-0.246	-0.008	-0.272	0.054	-0.036	0.170	-0.331
RalstoniaBSBF1503	RALBFv3_RS07835	RALBFv3_RS07835		helix-turn-helix domain-containing protein	-0.097	0.040	-0.089	0.073	-0.050	-0.131	-0.088	-0.031
RalstoniaBSBF1503	RALBFv3_RS07840	RALBFv3_RS07840		N-acetyltransferase	0.337	0.525	0.179	0.433	0.105	-0.042	-0.254	0.245
RalstoniaBSBF1503	RALBFv3_RS07845	RALBFv3_RS07845		MFS transporter	0.188	0.200	-0.182	0.050	-0.131	-0.034	-0.093	-0.090
RalstoniaBSBF1503	RALBFv3_RS07850	RALBFv3_RS07850		ferritin	0.067	0.104	0.019	0.147	0.162	0.256	0.141	-0.160
RalstoniaBSBF1503	RALBFv3_RS07855	RALBFv3_RS07855		hypothetical protein	-0.025	-0.149	-0.218	-0.103	-0.180	-0.073	-0.017	0.129
RalstoniaBSBF1503	RALBFv3_RS07860	RALBFv3_RS07860		methyl-accepting chemotaxis protein	-0.058	-0.003	-0.025	-0.005	0.025	0.059	-0.010	0.087
RalstoniaBSBF1503	RALBFv3_RS07865	RALBFv3_RS07865		hypothetical protein	-0.002	-0.009	-0.089	-0.028	-0.065	0.034	0.009	0.012
RalstoniaBSBF1503	RALBFv3_RS07870	RALBFv3_RS07870		NAD(P)-dependent oxidoreductase	-0.329	0.208	0.004	0.206	0.135	0.068	0.104	-0.064
RalstoniaBSBF1503	RALBFv3_RS07875	RALBFv3_RS07875		MarR family transcriptional regulator	-0.240	-0.543	-0.109	-0.364	-0.391	-0.066	0.070	-0.139
RalstoniaBSBF1503	RALBFv3_RS07880	RALBFv3_RS07880		serine protease	-0.030	-0.011	-0.131	-0.113	-0.206	0.009	-0.066	-0.052
RalstoniaBSBF1503	RALBFv3_RS07885	RALBFv3_RS07885		membrane protein	-0.096	0.060	0.041	0.309	0.208	-0.015	-0.311	-0.061
RalstoniaBSBF1503	RALBFv3_RS07890	RALBFv3_RS07890		undecaprenyl-diphosphatase	-0.265	-0.491	-0.181	0.206	-0.070	-0.314	0.253	0.539
RalstoniaBSBF1503	RALBFv3_RS07895	RALBFv3_RS07895		GGDEF domain-containing protein	0.246	0.436	0.082	0.226	-0.080	0.012	-0.074	0.264
RalstoniaBSBF1503	RALBFv3_RS07900	RALBFv3_RS07900		DUF4123 domain-containing protein	0.648	0.144	0.665	0.649	0.148	0.449	0.341	0.642
RalstoniaBSBF1503	RALBFv3_RS07905	RALBFv3_RS07905		hypothetical protein	0.001	0.121	-0.092	0.086	-0.076	0.003	0.013	0.154
RalstoniaBSBF1503	RALBFv3_RS07910	RALBFv3_RS07910		amino acid-binding protein	-0.214	-0.007	-0.061	-0.175	-0.038	0.004	-0.039	-0.089
RalstoniaBSBF1503	RALBFv3_RS07920	RALBFv3_RS07920		XRE family transcriptional regulator	0.725	0.999	0.554	0.549	0.336	0.169	0.177	0.249
RalstoniaBSBF1503	RALBFv3_RS07925	RALBFv3_RS07925		cytochrome c	0.787	1.150	0.556	0.807	0.622	0.292	0.041	0.166
RalstoniaBSBF1503	RALBFv3_RS07930	RALBFv3_RS07930		hypothetical protein	1.877	2.804	1.573	2.631	1.879	0.417	0.171	1.117
RalstoniaBSBF1503	RALBFv3_RS07935	RALBFv3_RS07935		hypothetical protein	-0.107	0.098	0.025	-0.228	-0.174	-0.015	0.143	0.113
RalstoniaBSBF1503	RALBFv3_RS07940	RALBFv3_RS07940		tryptophan 2-monooxygenase oxidoreductase	-0.000	-0.126	-0.103	-0.088	-0.139	-0.070	-0.014	0.066
RalstoniaBSBF1503	RALBFv3_RS07945	RALBFv3_RS07945		hypothetical protein	0.462	-0.376	0.398	-0.736	-0.023	-0.095	-0.354	-0.386
RalstoniaBSBF1503	RALBFv3_RS07950	RALBFv3_RS07950		VOC family protein	-0.176	-0.190	-0.152	0.001	-0.031	-0.131	-0.019	-0.078
RalstoniaBSBF1503	RALBFv3_RS07955	RALBFv3_RS07955		tryptophan 2,3-dioxygenase	0.131	-0.052	0.013	-0.274	-0.258	0.008	-0.181	0.101
RalstoniaBSBF1503	RALBFv3_RS07960	RALBFv3_RS07960		hypothetical protein	0.035	-0.138	-0.129	0.072	-0.149	-0.117	-0.061	0.373
RalstoniaBSBF1503	RALBFv3_RS07965	RALBFv3_RS07965		aminotransferase class V-fold PLP-dependent enzyme	-0.233	0.088	-0.055	-0.442	-0.131	-0.137	-0.125	0.101
RalstoniaBSBF1503	RALBFv3_RS07970	RALBFv3_RS07970		alcohol dehydrogenase	0.344	0.202	0.330	0.105	0.170	0.029	-0.160	0.021
RalstoniaBSBF1503	RALBFv3_RS07975	RALBFv3_RS07975		pyridoxal phosphate-dependent aminotransferase	-0.018	0.118	-0.046	-0.066	-0.085	-0.093	-0.046	-0.010
RalstoniaBSBF1503	RALBFv3_RS07980	RALBFv3_RS07980		hypothetical protein	0.081	-0.170	-0.228	-0.026	0.229	-0.267	0.233	-0.212
RalstoniaBSBF1503	RALBFv3_RS07985	RALBFv3_RS07985		transcriptional regulator	0.182	-0.129	-0.338	0.201	-0.089	-0.095	0.118	-0.047
RalstoniaBSBF1503	RALBFv3_RS07990	RALBFv3_RS07990		hypothetical protein	-0.055	0.013	-0.062	-0.060	0.004	-0.048	-0.113	0.144
RalstoniaBSBF1503	RALBFv3_RS07995	RALBFv3_RS07995		antibiotic hydrolase	-0.035	0.227	0.074	-0.154	-0.384	-0.214	0.096	0.223
RalstoniaBSBF1503	RALBFv3_RS08000	RALBFv3_RS08000		hypothetical protein	-0.301	-0.274	0.006	-0.186	0.125	0.068	-0.095	-0.249
RalstoniaBSBF1503	RALBFv3_RS08005	RALBFv3_RS08005		hypothetical protein	-0.154	-0.054	0.082	-0.281	0.119	-0.128	-0.281	0.080
RalstoniaBSBF1503	RALBFv3_RS08010	RALBFv3_RS08010		SAM-dependent methyltransferase	0.092	0.001	-0.125	-0.059	-0.164	0.064	0.030	-0.060
RalstoniaBSBF1503	RALBFv3_RS08015	RALBFv3_RS08015		aminoacetone oxidase family FAD-binding enzyme	-0.014	-0.083	-0.257	0.013	-0.083	0.232	0.024	-0.061
RalstoniaBSBF1503	RALBFv3_RS08020	RALBFv3_RS08020		methylase	-0.022	0.127	-0.055	-0.093	-0.224	-0.009	0.036	0.034
RalstoniaBSBF1503	RALBFv3_RS08025	RALBFv3_RS08025		sensor histidine kinase	-0.078	-0.143	-0.132	-0.009	-0.143	-0.145	-0.091	0.149
RalstoniaBSBF1503	RALBFv3_RS08030	RALBFv3_RS08030		DNA-binding response regulator	-0.156	-0.406	-0.119	-0.341	-0.099	0.260	-0.276	0.075
RalstoniaBSBF1503	RALBFv3_RS08035	RALBFv3_RS08035		hemagglutinin	-0.050	-0.071	-0.027	-0.071	-0.116	0.037	-0.050	0.030
RalstoniaBSBF1503	RALBFv3_RS08040	RALBFv3_RS08040		hypothetical protein	-0.179	-0.129	0.008	-0.074	-0.107	-0.106	-0.022	0.071
RalstoniaBSBF1503	RALBFv3_RS08045	RALBFv3_RS08045		glycosyl transferase family 8	0.076	-0.065	-0.010	-0.081	-0.125	0.036	-0.056	-0.190
RalstoniaBSBF1503	RALBFv3_RS08050	RALBFv3_RS08050		alpha/beta hydrolase	-0.184	-0.240	-0.129	-0.053	0.127	-0.012	-0.002	-0.114
RalstoniaBSBF1503	RALBFv3_RS08055	RALBFv3_RS08055		adenylyl-sulfate kinase	0.081	-0.206	-0.146	-0.047	-0.099	-0.092	-0.114	-0.089
RalstoniaBSBF1503	RALBFv3_RS08065	RALBFv3_RS08065		hypothetical protein	-0.030	-0.089	-0.053	-0.050	-0.040	-0.015	-0.079	-0.080
RalstoniaBSBF1503	RALBFv3_RS08070	RALBFv3_RS08070		hypothetical protein	-0.093	-0.230	-0.018	-0.104	-0.159	-0.003	0.124	-0.103
RalstoniaBSBF1503	RALBFv3_RS08075	RALBFv3_RS08075		DUF746 domain-containing protein	-0.061	0.137	-0.030	-0.009	-0.004	0.022	0.131	-0.092
RalstoniaBSBF1503	RALBFv3_RS08080	RALBFv3_RS08080		ShlB/FhaC/HecB family hemolysin secretion/activation protein	0.084	-0.065	0.105	0.019	0.040	0.104	0.223	-0.029
RalstoniaBSBF1503	RALBFv3_RS08085	RALBFv3_RS08085		filamentous hemagglutinin	-0.035	-0.099	-0.105	0.034	-0.001	0.067	-0.181	-0.206
RalstoniaBSBF1503	RALBFv3_RS08090	RALBFv3_RS08090		MFS transporter	0.034	0.072	0.033	-0.015	-0.105	0.101	-0.234	-0.020
RalstoniaBSBF1503	RALBFv3_RS08100	RALBFv3_RS08100		amino acid-binding protein	0.086	-0.037	-0.023	0.016	-0.024	-0.025	0.061	-0.190
RalstoniaBSBF1503	RALBFv3_RS08105	RALBFv3_RS08105		XRE family transcriptional regulator	-0.449	-0.282	-0.271	-0.024	-0.086	-0.131	0.069	0.081
RalstoniaBSBF1503	RALBFv3_RS08110	RALBFv3_RS08110		DUF1484 domain-containing protein	0.132	-0.338	-0.148	-0.120	-0.025	-0.106	-0.102	-0.193
RalstoniaBSBF1503	RALBFv3_RS08120	RALBFv3_RS08120		lysozyme	0.238	-0.154	-0.036	0.157	0.125	-0.016	-0.005	-0.148
RalstoniaBSBF1503	RALBFv3_RS08125	RALBFv3_RS08125		hypothetical protein	-0.176	0.041	-0.059	-0.032	-0.073	0.252	-0.271	0.069
RalstoniaBSBF1503	RALBFv3_RS08145	RALBFv3_RS08145		hypothetical protein	0.508	-0.975	0.106	-0.118	-0.522	-1.921	0.545	0.636
RalstoniaBSBF1503	RALBFv3_RS08150	RALBFv3_RS08150		hypothetical protein	-0.341	-0.304	0.115	-0.090	0.088	-0.424	-0.172	-0.061
RalstoniaBSBF1503	RALBFv3_RS08155	RALBFv3_RS08155		hypothetical protein	-0.108	0.214	-0.112	0.039	-0.207	0.122	-0.152	-0.157
RalstoniaBSBF1503	RALBFv3_RS08160	RALBFv3_RS08160		hypothetical protein	-0.084	-0.237	-0.157	-0.028	-0.010	-0.037	-0.016	-0.114
RalstoniaBSBF1503	RALBFv3_RS08165	RALBFv3_RS08165		hypothetical protein	0.254	-0.079	0.178	-0.431	-0.097	-0.167	0.150	0.056
RalstoniaBSBF1503	RALBFv3_RS08170	RALBFv3_RS08170		membrane protein	0.157	0.095	0.010	0.008	0.030	0.034	-0.142	-0.067
RalstoniaBSBF1503	RALBFv3_RS08175	RALBFv3_RS08175		hypothetical protein	-0.056	-0.195	0.059	0.003	-0.003	-0.064	-0.049	0.035
RalstoniaBSBF1503	RALBFv3_RS08180	RALBFv3_RS08180		hypothetical protein	-0.046	0.091	-0.139	-0.186	-0.155	-0.131	-0.109	0.185
RalstoniaBSBF1503	RALBFv3_RS08185	RALBFv3_RS08185		DNA-binding protein	-0.247	-0.310	-0.142	-0.177	-0.165	-0.048	-0.318	-0.004
RalstoniaBSBF1503	RALBFv3_RS08190	RALBFv3_RS08190		hypothetical protein	0.179	0.152	0.061	-0.390	0.144	-0.197	0.204	-0.919
RalstoniaBSBF1503	RALBFv3_RS08195	RALBFv3_RS08195		hypothetical protein	0.057	0.812	0.104	0.291	-0.249	0.202	-0.213	-0.328
RalstoniaBSBF1503	RALBFv3_RS08205	RALBFv3_RS08205		hypothetical protein	0.069	-0.111	0.121	0.017	-0.066	-0.056	-0.043	0.033
RalstoniaBSBF1503	RALBFv3_RS08210	RALBFv3_RS08210		hypothetical protein	0.076	0.043	0.145	-0.381	-0.133	-0.192	0.146	-0.019
RalstoniaBSBF1503	RALBFv3_RS08215	RALBFv3_RS08215		hypothetical protein	-0.615	0.001	-0.487	0.097	0.319	-0.274	0.353	-0.095
RalstoniaBSBF1503	RALBFv3_RS08220	RALBFv3_RS08220		minor capsid protein E	0.050	0.125	0.123	0.196	-0.083	-0.010	-0.018	0.071
RalstoniaBSBF1503	RALBFv3_RS08230	RALBFv3_RS08230		hypothetical protein	-0.487	-0.386	-0.385	-0.079	0.216	0.159	-0.268	-0.201
RalstoniaBSBF1503	RALBFv3_RS08235	RALBFv3_RS08235		phage portal protein	-0.123	-0.298	0.155	0.048	-0.171	-0.130	0.078	0.020
RalstoniaBSBF1503	RALBFv3_RS08250	RALBFv3_RS08250		hypothetical protein	0.155	-0.237	0.035	0.347	-0.065	-0.150	-0.408	0.149
RalstoniaBSBF1503	RALBFv3_RS08255	RALBFv3_RS08255		terminase	0.000	-0.151	-0.070	-0.112	-0.026	0.131	-0.037	-0.127
RalstoniaBSBF1503	RALBFv3_RS08260	RALBFv3_RS08260		hypothetical protein	0.226	0.556	-0.043	0.100	0.119	-0.039	-0.183	0.074
RalstoniaBSBF1503	RALBFv3_RS08265	RALBFv3_RS08265		hypothetical protein	0.610	0.069	0.321	0.169	0.388	-0.509	0.032	-0.322
RalstoniaBSBF1503	RALBFv3_RS08270	RALBFv3_RS08270		DUF3489 domain-containing protein	-0.125	-0.661	0.113	0.782	0.732	0.142	0.346	0.301
RalstoniaBSBF1503	RALBFv3_RS08275	RALBFv3_RS08275		hypothetical protein	-0.031	-0.248	0.046	-0.054	-0.033	-0.360	0.085	0.157
RalstoniaBSBF1503	RALBFv3_RS08280	RALBFv3_RS08280		hypothetical protein	-0.193	-0.529	-0.405	0.062	0.360	0.093	0.014	-0.083
RalstoniaBSBF1503	RALBFv3_RS08295	RALBFv3_RS08295		DNA methylase N-4	-0.051	0.047	-0.042	-0.026	0.319	-0.071	0.085	-0.015
RalstoniaBSBF1503	RALBFv3_RS08300	RALBFv3_RS08300		DNA methylase N-4	0.153	-0.043	-0.320	-0.015	0.172	0.004	-0.022	0.236
RalstoniaBSBF1503	RALBFv3_RS08305	RALBFv3_RS08305		type II toxin-antitoxin system RelE/ParE family toxin	0.347	0.320	0.165	0.306	0.079	-0.005	0.056	0.093
RalstoniaBSBF1503	RALBFv3_RS08310	RALBFv3_RS08310		type II toxin-antitoxin system ParD family antitoxin	-0.372	-0.085	-1.490	-0.478	-1.217	-0.251	-0.385	-0.296
RalstoniaBSBF1503	RALBFv3_RS08315	RALBFv3_RS08315		hypothetical protein	0.160	-0.052	0.168	0.350	0.304	-0.046	-0.040	-0.022
RalstoniaBSBF1503	RALBFv3_RS08325	RALBFv3_RS08325		hypothetical protein	-0.097	0.035	0.058	-0.191	-0.086	-0.148	-0.039	-0.082
RalstoniaBSBF1503	RALBFv3_RS08330	RALBFv3_RS08330		hypothetical protein	-0.016	-0.247	0.012	-0.171	-0.278	0.062	0.042	0.066
RalstoniaBSBF1503	RALBFv3_RS08335	RALBFv3_RS08335		hypothetical protein	-0.253	-0.131	-0.117	0.183	0.221	-0.146	-0.123	0.261
RalstoniaBSBF1503	RALBFv3_RS08340	RALBFv3_RS08340		hypothetical protein	-0.013	-0.526	0.077	-0.140	-0.454	0.014	-0.066	-0.026
RalstoniaBSBF1503	RALBFv3_RS08345	RALBFv3_RS08345		hypothetical protein	0.046	-1.678	-0.227	0.173	-0.205	-0.054	0.182	0.316
RalstoniaBSBF1503	RALBFv3_RS08350	RALBFv3_RS08350		hypothetical protein	0.027	-0.925	0.133	0.418	-0.193	-0.089	0.270	-0.268
RalstoniaBSBF1503	RALBFv3_RS08355	RALBFv3_RS08355		phage related protein	0.084	0.338	0.225	-0.187	0.201	-0.256	0.118	-0.375
RalstoniaBSBF1503	RALBFv3_RS08360	RALBFv3_RS08360		hypothetical protein	0.025	-0.005	0.087	0.246	0.285	-0.058	-0.167	-0.090
RalstoniaBSBF1503	RALBFv3_RS08365	RALBFv3_RS08365		DNA-binding protein	0.165	0.165	-0.154	0.352	0.410	0.021	0.166	0.171
