orgId	locusId	sysName	geneName	desc	set1IT076 CPG	set1IT077 M63_quarter_strength	set1IT080 CPG	set3IT039 CPG	set3IT040 M63_quarter_strength	set4IT039 Plant=Tomato_cv_Moneymaker; PlantTreatment=None; Sample=Xylem_sap; GrowthSubstrate=calcine_clay; Collection=direct; 1 dpi	set4IT042 Plant=Tomato_cv_Moneymaker; PlantTreatment=None; Sample=Xylem_sap; GrowthSubstrate=calcine_clay; Collection=direct; 1 dpi	set4IT045 Plant=Tomato_cv_Moneymaker; PlantTreatment=None; Sample=Xylem_sap; GrowthSubstrate=calcine_clay; Collection=direct; 1 dpi
RalstoniaBSBF1503	RALBFv3_RS15420	RALBFv3_RS15420		type II toxin-antitoxin system RelE/ParE family toxin	0.015	-0.145	-0.169	-0.034	-0.054	-0.091	0.040	-0.026
RalstoniaBSBF1503	RALBFv3_RS15425	RALBFv3_RS15425		Rieske family ferredoxin	0.115	0.290	0.089	0.213	0.601	0.110	0.094	0.108
RalstoniaBSBF1503	RALBFv3_RS15430	RALBFv3_RS15430		fatty acid desaturase	0.127	0.151	-0.108	0.298	0.096	-0.082	-0.078	0.197
RalstoniaBSBF1503	RALBFv3_RS15435	RALBFv3_RS15435		hypothetical protein	0.324	0.152	0.065	0.368	0.797	0.261	-0.126	-0.152
RalstoniaBSBF1503	RALBFv3_RS15440	RALBFv3_RS15440		rhizopine-binding protein	0.675	-0.628	0.028	-0.815	-1.269	0.844	-1.207	-0.089
RalstoniaBSBF1503	RALBFv3_RS15445	RALBFv3_RS15445		sugar ABC transporter ATP-binding protein	-0.229	0.002	0.109	-0.207	0.194	0.186	0.201	0.606
RalstoniaBSBF1503	RALBFv3_RS15450	RALBFv3_RS15450		ABC transporter permease	-0.005	-0.072	0.104	0.083	0.439	-0.037	0.209	0.348
RalstoniaBSBF1503	RALBFv3_RS15455	RALBFv3_RS15455		5-dehydro-2-deoxygluconokinase	-0.220	0.135	0.267	0.227	0.108	0.429	-0.118	-0.184
RalstoniaBSBF1503	RALBFv3_RS15460	RALBFv3_RS15460		3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)	0.196	0.384	0.050	-0.105	0.220	0.220	0.007	-0.162
RalstoniaBSBF1503	RALBFv3_RS15465	RALBFv3_RS15465		myo-inosose-2 dehydratase	0.371	0.624	0.325	0.110	0.384	0.105	0.097	0.400
RalstoniaBSBF1503	RALBFv3_RS15470	RALBFv3_RS15470		5-deoxy-glucuronate isomerase	-0.078	0.070	-0.085	-0.167	0.087	-0.046	-0.063	0.109
RalstoniaBSBF1503	RALBFv3_RS15475	RALBFv3_RS15475		sugar phosphate isomerase/epimerase	0.406	0.208	-0.039	0.027	-0.123	0.109	0.288	0.120
RalstoniaBSBF1503	RALBFv3_RS15480	RALBFv3_RS15480		inositol 2-dehydrogenase	-0.014	-0.022	0.326	-0.120	0.198	-0.033	-0.153	0.143
RalstoniaBSBF1503	RALBFv3_RS15485	RALBFv3_RS15485		amino-acid N-acetyltransferase	-0.848	-0.077	-1.470	-1.738	-0.046	-0.601	-1.249	-1.016
RalstoniaBSBF1503	RALBFv3_RS15490	RALBFv3_RS15490		ATP-dependent RNA helicase HrpA	-0.071	0.050	0.071	-0.033	0.476	0.135	0.082	-0.135
RalstoniaBSBF1503	RALBFv3_RS15495	RALBFv3_RS15495		hypothetical protein	0.266	0.069	-0.089	0.016	-0.020	0.304	0.237	-0.992
RalstoniaBSBF1503	RALBFv3_RS15500	RALBFv3_RS15500		polysaccharide deacetylase family protein	0.607	0.026	0.320	0.066	0.015	-0.052	-0.210	-0.360
RalstoniaBSBF1503	RALBFv3_RS15505	RALBFv3_RS15505		sterol desaturase family protein	0.804	1.000	0.500	0.246	0.192	0.056	0.719	1.106
RalstoniaBSBF1503	RALBFv3_RS15510	RALBFv3_RS15510		membrane protein	0.231	0.523	0.380	0.405	0.329	0.384	-0.246	0.433
RalstoniaBSBF1503	RALBFv3_RS15515	RALBFv3_RS15515		competence/damage-inducible protein A	0.042	0.355	-0.354	0.046	0.271	0.262	0.022	-0.097
RalstoniaBSBF1503	RALBFv3_RS15530	RALBFv3_RS15530		hypothetical protein	-0.168	-0.493	0.578	0.361	-0.134	-0.026	0.049	0.302
RalstoniaBSBF1503	RALBFv3_RS15550	RALBFv3_RS15550		HAD family hydrolase	-0.163	-0.230	0.154	0.468	-0.318	0.543	-0.371	0.062
RalstoniaBSBF1503	RALBFv3_RS15555	RALBFv3_RS15555		sn-glycerol-3-phosphate ABC transporter substrate-binding protein UgpB	-0.033	0.336	0.036	0.106	0.134	0.111	0.113	0.022
RalstoniaBSBF1503	RALBFv3_RS15560	RALBFv3_RS15560		sn-glycerol-3-phosphate ABC transporter permease UgpA	0.076	-0.221	0.194	-0.042	0.002	0.282	-0.068	0.222
RalstoniaBSBF1503	RALBFv3_RS15565	RALBFv3_RS15565		sn-glycerol-3-phosphate ABC transporter permease UgpE	-0.023	-0.044	0.040	0.200	0.370	-0.266	0.100	0.123
RalstoniaBSBF1503	RALBFv3_RS15570	RALBFv3_RS15570		sn-glycerol-3-phosphate import ATP-binding protein UgpC	0.417	0.340	0.375	0.034	0.526	0.278	0.380	-0.092
RalstoniaBSBF1503	RALBFv3_RS15575	RALBFv3_RS15575		glycerophosphodiester phosphodiesterase	-0.806	-0.727	0.572	-0.422	-0.347	0.098	0.674	0.071
RalstoniaBSBF1503	RALBFv3_RS15600	RALBFv3_RS15600		hypothetical protein	-0.101	-0.177	0.220	0.058	0.299	0.062	-0.311	-0.110
RalstoniaBSBF1503	RALBFv3_RS15605	RALBFv3_RS15605		copper-translocating P-type ATPase	0.007	0.564	-0.050	0.021	0.257	-0.093	0.197	0.158
RalstoniaBSBF1503	RALBFv3_RS15615	RALBFv3_RS15615		cytochrome-c oxidase, cbb3-type subunit I	0.029	-0.121	-0.034	-0.176	0.011	0.022	0.033	0.077
RalstoniaBSBF1503	RALBFv3_RS15620	RALBFv3_RS15620		cytochrome-c oxidase, cbb3-type subunit II	-0.207	0.067	0.096	-0.190	0.035	0.059	0.057	0.178
RalstoniaBSBF1503	RALBFv3_RS15630	RALBFv3_RS15630		cytochrome-c oxidase, cbb3-type subunit III	0.179	0.433	-0.214	-0.219	0.119	0.170	0.073	0.176
RalstoniaBSBF1503	RALBFv3_RS15635	RALBFv3_RS15635		cytochrome c oxidase accessory protein CcoG	-0.255	-0.239	-0.243	-0.227	0.143	0.166	-0.034	0.151
RalstoniaBSBF1503	RALBFv3_RS15640	RALBFv3_RS15640		membrane protein	0.267	-0.080	0.264	-0.342	-0.136	-0.099	-0.019	0.285
RalstoniaBSBF1503	RALBFv3_RS15650	RALBFv3_RS15650		fumarate/nitrate reduction transcriptional regulator Fnr	0.221	0.855	-0.106	0.129	0.223	0.360	0.448	0.164
RalstoniaBSBF1503	RALBFv3_RS15655	RALBFv3_RS15655		membrane protein	0.114	1.164	-0.148	0.650	0.956	-0.197	0.178	0.397
RalstoniaBSBF1503	RALBFv3_RS15690	RALBFv3_RS15690		tRNA pseudouridine(55) synthase TruB	0.122	0.624	0.239	0.100	0.175	0.413	-0.124	0.093
RalstoniaBSBF1503	RALBFv3_RS15695	RALBFv3_RS15695		MFS transporter	0.398	0.530	0.044	0.011	0.123	0.207	-0.229	0.142
RalstoniaBSBF1503	RALBFv3_RS15700	RALBFv3_RS15700		hemolysin D	0.223	-0.079	-0.090	-0.129	-0.011	0.050	0.025	0.037
RalstoniaBSBF1503	RALBFv3_RS15705	RALBFv3_RS15705		RND transporter	0.105	0.038	0.305	-0.305	-0.047	0.196	-0.370	-0.201
RalstoniaBSBF1503	RALBFv3_RS15710	RALBFv3_RS15710		MarR family transcriptional regulator	0.168	0.762	0.339	0.040	0.163	-0.415	0.087	-0.448
RalstoniaBSBF1503	RALBFv3_RS15720	RALBFv3_RS15720		sterol desaturase family protein	-0.120	-0.407	0.030	-0.142	-0.180	-0.118	0.056	-0.002
RalstoniaBSBF1503	RALBFv3_RS15725	RALBFv3_RS15725		enoyl-CoA hydratase/isomerase family protein	0.241	-0.677	0.855	-1.180	-0.453	0.122	-0.327	-0.499
RalstoniaBSBF1503	RALBFv3_RS15730	RALBFv3_RS15730		tRNA dihydrouridine(20/20a) synthase DusA	0.356	1.146	0.974	-0.859	-0.062	0.588	-0.210	-0.015
RalstoniaBSBF1503	RALBFv3_RS15740	RALBFv3_RS15740		hypothetical protein	0.144	0.229	0.178	0.369	0.403	0.388	-0.234	0.148
RalstoniaBSBF1503	RALBFv3_RS15745	RALBFv3_RS15745		aminoacyl-histidine dipeptidase (carnosinase) (xaa-his dipeptidase) protein	0.310	0.207	0.162	-0.265	-0.252	-0.099	0.094	0.269
RalstoniaBSBF1503	RALBFv3_RS15750	RALBFv3_RS15750		cupin	0.199	-0.346	-0.583	-0.016	0.026	0.083	0.146	0.359
RalstoniaBSBF1503	RALBFv3_RS15755	RALBFv3_RS15755		hypothetical protein	-0.217	-0.364	-0.420	-0.074	-0.203	-0.022	-0.283	-0.064
RalstoniaBSBF1503	RALBFv3_RS15805	RALBFv3_RS15805		inorganic phosphate transporter	-0.058	-0.316	0.005	-0.077	-0.233	-0.852	0.022	-0.849
RalstoniaBSBF1503	RALBFv3_RS15810	RALBFv3_RS15810		peptidoglycan endopeptidase	0.407	0.511	0.256	-0.179	0.085	0.183	-0.088	0.155
RalstoniaBSBF1503	RALBFv3_RS15815	RALBFv3_RS15815		hypothetical protein	0.208	0.244	0.149	0.440	0.290	0.383	0.212	-0.441
RalstoniaBSBF1503	RALBFv3_RS15820	RALBFv3_RS15820		PhoH family protein	-0.627	0.481	1.071	0.215	0.747	0.449	-0.253	-0.049
RalstoniaBSBF1503	RALBFv3_RS15825	RALBFv3_RS15825		peroxiredoxin	-0.386	-0.467	-0.373	0.037	0.489	0.334	0.032	0.416
RalstoniaBSBF1503	RALBFv3_RS15860	RALBFv3_RS15860		UDP phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase	-1.768	-0.028	-4.556	-1.867	-1.076	-2.674	-0.743	-3.880
RalstoniaBSBF1503	RALBFv3_RS15870	RALBFv3_RS15870		pyridoxal phosphate-dependent aminotransferase	0.210	-3.620	-0.199	-0.016	-3.015	-3.779	-2.864	-2.570
RalstoniaBSBF1503	RALBFv3_RS15885	RALBFv3_RS15885		IclR family transcriptional regulator	0.427	-0.277	-0.616	0.596	0.551	-0.144	0.164	-0.205
RalstoniaBSBF1503	RALBFv3_RS15945	RALBFv3_RS15945		XRE family transcriptional regulator	-0.242	-0.011	-0.795	-1.430	0.101	-0.666	0.327	-0.105
RalstoniaBSBF1503	RALBFv3_RS15970	RALBFv3_RS15970		hypothetical protein	-0.232	-0.158	-0.172	-0.144	-0.070	-0.057	-0.018	0.000
RalstoniaBSBF1503	RALBFv3_RS15975	RALBFv3_RS15975		type VI secretion protein VgrG	-0.138	0.080	-0.069	-0.032	-0.033	-0.100	-0.024	-0.047
RalstoniaBSBF1503	RALBFv3_RS15980	RALBFv3_RS15980		hypothetical protein	0.046	0.107	0.108	0.309	0.106	-0.458	-0.260	0.545
RalstoniaBSBF1503	RALBFv3_RS15985	RALBFv3_RS15985		hypothetical protein	-0.125	-0.092	-0.107	-0.071	-0.037	-0.128	-0.268	0.012
RalstoniaBSBF1503	RALBFv3_RS15990	RALBFv3_RS15990		hypothetical protein	-0.135	-0.067	-0.025	-0.131	-0.099	-0.064	-0.065	-0.300
RalstoniaBSBF1503	RALBFv3_RS15995	RALBFv3_RS15995		DUF4150 domain-containing protein	-0.094	0.063	-0.147	-0.516	-0.374	0.170	0.099	0.053
RalstoniaBSBF1503	RALBFv3_RS16000	RALBFv3_RS16000		hypothetical protein	-0.086	0.071	0.023	-0.147	-0.119	-0.003	-0.125	-0.168
RalstoniaBSBF1503	RALBFv3_RS16005	RALBFv3_RS16005		hypothetical protein	-0.007	-0.176	-0.179	-0.360	-0.241	-0.295	0.095	-0.180
RalstoniaBSBF1503	RALBFv3_RS16010	RALBFv3_RS16010		hypothetical protein	-0.032	0.116	-0.025	-0.084	-0.154	-0.101	-0.050	-0.030
RalstoniaBSBF1503	RALBFv3_RS16015	RALBFv3_RS16015		thioredoxin	-0.110	-0.274	-0.216	0.083	0.030	-0.070	-0.101	-0.103
RalstoniaBSBF1503	RALBFv3_RS16020	RALBFv3_RS16020		hypothetical protein	-0.148	-0.231	-0.073	-0.133	-0.041	-0.066	-0.127	0.005
RalstoniaBSBF1503	RALBFv3_RS16025	RALBFv3_RS16025		PaaI family thioesterase	-0.051	0.008	0.086	-0.063	-0.009	-0.157	-0.234	-0.025
RalstoniaBSBF1503	RALBFv3_RS16030	RALBFv3_RS16030		histidine kinase	0.017	0.105	-0.162	-0.164	-0.066	-0.027	0.159	-0.005
RalstoniaBSBF1503	RALBFv3_RS16035	RALBFv3_RS16035		hybrid sensor histidine kinase/response regulator	-0.137	-0.331	-0.054	-0.225	0.019	-0.043	0.044	-0.104
RalstoniaBSBF1503	RALBFv3_RS16040	RALBFv3_RS16040		nuclear transport factor 2 family protein	-0.113	-0.409	-0.066	-0.135	0.053	0.022	0.040	-0.148
RalstoniaBSBF1503	RALBFv3_RS16045	RALBFv3_RS16045		IS5/IS1182 family transposase	-0.004	-0.188	-0.126	-0.312	0.018	-0.108	-0.076	-0.106
RalstoniaBSBF1503	RALBFv3_RS16050	RALBFv3_RS16050		Lrp/AsnC family transcriptional regulator	-0.199	-0.212	-0.110	-0.222	-0.074	-0.165	0.008	0.094
RalstoniaBSBF1503	RALBFv3_RS16055	RALBFv3_RS16055		putative C-S lyase	-0.149	-0.025	-0.156	0.005	0.055	-0.083	-0.017	-0.036
RalstoniaBSBF1503	RALBFv3_RS16060	RALBFv3_RS16060		DUF1641 domain-containing protein	-0.241	-0.332	-0.049	-0.228	-0.150	-0.004	0.085	-0.029
RalstoniaBSBF1503	RALBFv3_RS16065	RALBFv3_RS16065		NAD(P)/FAD-dependent oxidoreductase	-0.121	-0.157	-0.028	-0.074	0.003	-0.069	-0.013	-0.077
RalstoniaBSBF1503	RALBFv3_RS16075	RALBFv3_RS16075		N-acetyltransferase	0.095	-0.087	0.041	0.121	-0.087	0.039	-0.068	-0.031
RalstoniaBSBF1503	RALBFv3_RS16080	RALBFv3_RS16080		hypothetical protein	-0.453	-0.419	-0.055	0.082	0.098	0.038	-0.414	-0.138
RalstoniaBSBF1503	RALBFv3_RS16085	RALBFv3_RS16085		siderophore biosynthesis protein	-0.038	-0.143	-0.109	-0.007	-0.008	-0.025	-0.122	-0.026
RalstoniaBSBF1503	RALBFv3_RS16090	RALBFv3_RS16090		methionine--tRNA ligase	-0.063	-0.135	-0.199	0.064	0.021	-0.011	-0.070	-0.012
RalstoniaBSBF1503	RALBFv3_RS16095	RALBFv3_RS16095		cupin domain-containing protein	0.219	0.489	0.008	0.103	0.633	-0.043	0.008	0.370
RalstoniaBSBF1503	RALBFv3_RS16100	RALBFv3_RS16100		PTS lactose transporter subunit IIC	-0.176	-0.319	-0.288	-0.469	-0.233	-0.223	-0.070	-0.016
RalstoniaBSBF1503	RALBFv3_RS16105	RALBFv3_RS16105		DNA-binding response regulator	0.366	-0.308	0.028	0.161	-0.207	0.198	-0.082	-0.117
RalstoniaBSBF1503	RALBFv3_RS16110	RALBFv3_RS16110		hemagglutinin	-0.072	-0.053	-0.083	-0.026	-0.042	0.022	-0.160	0.063
RalstoniaBSBF1503	RALBFv3_RS16115	RALBFv3_RS16115		phosphoadenosine phosphosulfate sulfotransferase	0.002	-0.254	0.030	-0.240	-0.120	-0.143	-0.114	-0.044
RalstoniaBSBF1503	RALBFv3_RS16120	RALBFv3_RS16120		transcriptional regulator	-0.181	-0.196	-0.310	-0.447	-0.109	-0.038	0.211	-0.267
RalstoniaBSBF1503	RALBFv3_RS16125	RALBFv3_RS16125		GntR family transcriptional regulator	-0.045	0.617	-0.964	-0.684	-0.171	-0.165	-0.067	0.021
RalstoniaBSBF1503	RALBFv3_RS16130	RALBFv3_RS16130		altronate dehydratase	-0.177	-0.059	-0.125	-0.218	-0.051	-0.115	-0.056	-0.216
RalstoniaBSBF1503	RALBFv3_RS16135	RALBFv3_RS16135		MFS transporter	-0.162	-0.119	-0.118	-0.002	0.117	0.009	0.005	0.045
RalstoniaBSBF1503	RALBFv3_RS16140	RALBFv3_RS16140		4-hydroxy-2-oxoheptanedioate aldolase	0.210	0.109	-0.153	0.012	0.252	0.134	-0.152	-0.042
RalstoniaBSBF1503	RALBFv3_RS16145	RALBFv3_RS16145		tartrate dehydrogenase	-0.172	0.212	-0.528	0.294	0.061	0.162	-0.485	-0.025
RalstoniaBSBF1503	RALBFv3_RS16150	RALBFv3_RS16150		NAD-dependent succinate-semialdehyde dehydrogenase	-0.131	-0.085	-0.075	0.144	0.114	-0.072	-0.114	-0.032
RalstoniaBSBF1503	RALBFv3_RS16155	RALBFv3_RS16155		type III effector, OspD family	0.017	0.058	0.009	-0.065	-0.027	0.036	-0.022	-0.062
RalstoniaBSBF1503	RALBFv3_RS16160	RALBFv3_RS16160		membrane protein	-0.234	-0.026	-0.124	-0.137	-0.006	-0.065	-0.032	-0.046
RalstoniaBSBF1503	RALBFv3_RS16170	RALBFv3_RS16170		hypothetical protein	-0.345	-0.367	0.008	-0.160	-0.109	0.013	0.149	0.090
RalstoniaBSBF1503	RALBFv3_RS16175	RALBFv3_RS16175		hypothetical protein	0.055	0.073	-0.005	-0.016	-0.011	0.059	-0.042	-0.029
RalstoniaBSBF1503	RALBFv3_RS16180	RALBFv3_RS16180		hypothetical protein	-0.139	-0.035	-0.048	-0.066	-0.106	-0.047	-0.020	-0.024
RalstoniaBSBF1503	RALBFv3_RS16185	RALBFv3_RS16185		hypothetical protein	-0.021	-0.128	-0.044	-0.120	-0.340	-0.169	-0.010	-0.117
RalstoniaBSBF1503	RALBFv3_RS16190	RALBFv3_RS16190		HNH endonuclease	-0.011	0.124	0.095	-0.046	-0.114	-0.163	-0.046	0.111
RalstoniaBSBF1503	RALBFv3_RS16195	RALBFv3_RS16195		FAD-binding oxidoreductase	-0.266	-0.136	-0.071	-0.082	-0.109	-0.045	0.081	0.110
RalstoniaBSBF1503	RALBFv3_RS16205	RALBFv3_RS16205		amidase	-0.148	-0.272	-0.151	-0.104	0.108	0.126	-0.138	-0.265
RalstoniaBSBF1503	RALBFv3_RS16210	RALBFv3_RS16210		MFS transporter	-0.093	-0.005	0.055	-0.191	-0.127	-0.197	0.028	0.101
RalstoniaBSBF1503	RALBFv3_RS16215	RALBFv3_RS16215		XRE family transcriptional regulator	0.078	0.160	-0.132	0.004	0.028	-0.057	0.009	-0.028
RalstoniaBSBF1503	RALBFv3_RS16220	RALBFv3_RS16220		hypothetical protein	-0.281	-0.288	-0.245	-0.196	0.062	0.253	-0.359	0.054
RalstoniaBSBF1503	RALBFv3_RS16225	RALBFv3_RS16225		hypothetical protein	-0.821	-0.022	-0.112	-0.702	0.173	-0.199	-0.121	-0.235
RalstoniaBSBF1503	RALBFv3_RS16230	RALBFv3_RS16230		RND transporter	-0.219	-0.021	-0.170	-0.370	0.055	-0.168	-0.029	-0.141
RalstoniaBSBF1503	RALBFv3_RS16235	RALBFv3_RS16235		efflux RND transporter periplasmic adaptor subunit	0.083	-0.083	-0.148	0.023	0.022	0.166	0.114	-0.047
RalstoniaBSBF1503	RALBFv3_RS16240	RALBFv3_RS16240		AcrB/AcrD/AcrF family protein	0.019	0.018	-0.030	-0.145	0.139	0.055	-0.103	0.072
RalstoniaBSBF1503	RALBFv3_RS16245	RALBFv3_RS16245		3-(3-hydroxy-phenyl)propionate transporter MhpT	-0.207	0.032	-0.039	-0.009	0.087	-0.004	0.068	-0.056
RalstoniaBSBF1503	RALBFv3_RS16250	RALBFv3_RS16250		porin	-0.086	-0.150	-0.147	-0.058	0.041	-0.154	0.050	-0.092
RalstoniaBSBF1503	RALBFv3_RS16255	RALBFv3_RS16255		LysR family transcriptional regulator	-0.143	0.130	-0.138	-0.169	-0.135	-0.010	-0.020	-0.110
RalstoniaBSBF1503	RALBFv3_RS16260	RALBFv3_RS16260		branched-chain amino acid ABC transporter substrate-binding protein	0.009	-0.153	-0.206	-0.154	-0.156	-0.271	0.002	0.039
RalstoniaBSBF1503	RALBFv3_RS16265	RALBFv3_RS16265		aldehyde dehydrogenase family protein	-0.025	-0.194	-0.190	-0.095	-0.047	0.003	-0.163	0.052
RalstoniaBSBF1503	RALBFv3_RS16270	RALBFv3_RS16270		FAD-binding oxidoreductase	-0.090	-0.180	-0.138	-0.126	0.142	-0.127	0.005	-0.174
RalstoniaBSBF1503	RALBFv3_RS16275	RALBFv3_RS16275		hypothetical protein	-0.042	-4.475	0.084	0.141	-3.658	-1.161	-1.157	-1.388
RalstoniaBSBF1503	RALBFv3_RS16280	RALBFv3_RS16280		hypothetical protein	0.070	0.026	0.200	0.093	0.125	-0.114	0.161	-0.158
RalstoniaBSBF1503	RALBFv3_RS16285	RALBFv3_RS16285		catalase	-0.023	0.008	-0.007	0.053	0.103	-0.063	0.046	-0.050
RalstoniaBSBF1503	RALBFv3_RS16290	RALBFv3_RS16290		hypothetical protein	-1.286	-0.400	-0.628	-1.149	-0.872	0.135	-0.169	-0.664
RalstoniaBSBF1503	RALBFv3_RS16295	RALBFv3_RS16295		helix-turn-helix transcriptional regulator	0.216	0.152	0.375	0.235	0.077	0.112	0.136	0.205
RalstoniaBSBF1503	RALBFv3_RS16300	RALBFv3_RS16300		arginase	0.227	-0.074	0.183	0.137	0.057	0.174	0.171	0.238
RalstoniaBSBF1503	RALBFv3_RS16305	RALBFv3_RS16305		amino acid ABC transporter permease	0.123	0.288	0.242	0.160	0.106	-0.074	0.195	0.168
RalstoniaBSBF1503	RALBFv3_RS16310	RALBFv3_RS16310		amino acid ABC transporter permease	-0.030	0.002	0.199	-0.004	0.042	-0.256	0.009	0.125
RalstoniaBSBF1503	RALBFv3_RS16315	RALBFv3_RS16315		amino acid ABC transporter substrate-binding protein	-1.370	-0.851	-0.456	-0.952	0.084	-1.144	-0.146	-0.501
RalstoniaBSBF1503	RALBFv3_RS16320	RALBFv3_RS16320		LysR family transcriptional regulator	-0.373	-0.458	0.104	0.011	0.070	-0.550	0.142	-0.001
RalstoniaBSBF1503	RALBFv3_RS16325	RALBFv3_RS16325		mlrc harboring protein	0.200	-0.122	-0.117	0.091	0.210	0.002	-0.208	-0.149
RalstoniaBSBF1503	RALBFv3_RS16330	RALBFv3_RS16330		MFS transporter	-0.212	-0.173	-0.032	-0.079	-0.035	-0.057	-0.047	0.039
RalstoniaBSBF1503	RALBFv3_RS16335	RALBFv3_RS16335		LysR family transcriptional regulator	-0.120	0.030	0.021	-0.058	-0.088	-0.056	-0.074	0.024
RalstoniaBSBF1503	RALBFv3_RS16340	RALBFv3_RS16340		secreted protein popf2	0.041	0.015	0.162	-0.072	0.058	-0.156	0.078	-0.099
RalstoniaBSBF1503	RALBFv3_RS16345	RALBFv3_RS16345		cytochrome c oxidase subunit IV	-0.003	0.071	-0.042	-0.044	-0.022	0.137	-0.023	-0.056
RalstoniaBSBF1503	RALBFv3_RS16350	RALBFv3_RS16350		bb3-type cytochrome oxidase subunit IV	0.178	-0.273	-0.244	-0.191	0.206	0.274	-0.005	-0.147
RalstoniaBSBF1503	RALBFv3_RS16355	RALBFv3_RS16355		cytochrome oxidase subunit III	0.377	0.299	0.069	0.123	0.110	0.115	0.067	0.146
RalstoniaBSBF1503	RALBFv3_RS16360	RALBFv3_RS16360		cytochrome c oxidase subunit I	-0.127	-0.075	-0.032	-0.053	-0.040	0.042	-0.000	-0.068
RalstoniaBSBF1503	RALBFv3_RS16365	RALBFv3_RS16365		cytochrome B558 subunit A	-0.130	-0.196	-0.004	-0.036	-0.016	0.059	-0.069	-0.020
RalstoniaBSBF1503	RALBFv3_RS16370	RALBFv3_RS16370		hypothetical protein	0.366	-0.518	-0.033	-0.096	0.140	-0.276	-0.390	0.077
RalstoniaBSBF1503	RALBFv3_RS16375	RALBFv3_RS16375		DUF3293 domain-containing protein	-0.017	0.590	-0.097	0.190	-0.026	-0.127	0.242	0.166
RalstoniaBSBF1503	RALBFv3_RS16380	RALBFv3_RS16380		universal stress protein	-0.174	-0.271	0.235	-0.046	0.102	0.367	-0.344	0.029
RalstoniaBSBF1503	RALBFv3_RS16385	RALBFv3_RS16385		phosphogluconate dehydratase	-1.384	-4.394	-2.603	-1.936	-4.130	-1.119	-1.546	-1.233
RalstoniaBSBF1503	RALBFv3_RS16390	RALBFv3_RS16390		glucose-6-phosphate dehydrogenase	-0.511	-3.611	-0.990	-0.952	-3.533	-0.637	-1.016	-0.983
RalstoniaBSBF1503	RALBFv3_RS16400	RALBFv3_RS16400		glucokinase	-0.074	-2.337	-0.028	0.060	-1.788	0.151	-0.245	-0.086
RalstoniaBSBF1503	RALBFv3_RS16405	RALBFv3_RS16405		MurR/RpiR family transcriptional regulator	0.107	0.254	0.336	-0.399	-0.626	0.642	-0.416	-0.059
RalstoniaBSBF1503	RALBFv3_RS16410	RALBFv3_RS16410		hypothetical protein	-0.032	-0.075	0.039	0.070	-0.030	-0.138	-0.015	0.190
RalstoniaBSBF1503	RALBFv3_RS16415	RALBFv3_RS16415		DNA-binding response regulator	0.117	0.509	0.150	0.042	0.022	-0.059	-0.004	-0.038
RalstoniaBSBF1503	RALBFv3_RS16420	RALBFv3_RS16420		two-component sensor histidine kinase	-0.119	-0.021	0.200	-0.069	-0.085	-0.197	-0.069	-0.133
RalstoniaBSBF1503	RALBFv3_RS16425	RALBFv3_RS16425		peptidase	-0.009	-0.139	0.102	-0.300	0.012	0.055	-0.211	-0.059
RalstoniaBSBF1503	RALBFv3_RS16430	RALBFv3_RS16430		4-hydroxybutyrate dehydrogenase	0.049	0.076	0.070	0.004	0.065	-0.063	0.122	-0.034
RalstoniaBSBF1503	RALBFv3_RS16435	RALBFv3_RS16435		MFS transporter	-0.016	0.159	0.098	0.022	-0.014	0.159	-0.053	-0.053
RalstoniaBSBF1503	RALBFv3_RS16445	RALBFv3_RS16445		LuxR family transcriptional regulator	0.099	-0.027	-0.025	0.001	0.156	0.169	-0.100	0.045
RalstoniaBSBF1503	RALBFv3_RS16450	RALBFv3_RS16450		hypothetical protein	-0.230	-0.000	-0.373	0.115	0.132	-0.306	-0.135	-0.063
RalstoniaBSBF1503	RALBFv3_RS16455	RALBFv3_RS16455		hypothetical protein	-0.093	0.206	-0.206	0.099	-0.137	0.071	-0.116	-0.051
RalstoniaBSBF1503	RALBFv3_RS16460	RALBFv3_RS16460		DUF2059 domain-containing protein	-0.164	0.286	0.155	-0.153	-0.023	0.101	0.029	-0.210
RalstoniaBSBF1503	RALBFv3_RS16465	RALBFv3_RS16465		hypothetical protein	-0.322	-0.062	-0.001	-0.207	0.236	-0.056	0.033	-0.279
RalstoniaBSBF1503	RALBFv3_RS16470	RALBFv3_RS16470		DUF1993 domain-containing protein	0.222	0.115	-0.217	-0.384	0.193	-0.039	0.255	-0.039
RalstoniaBSBF1503	RALBFv3_RS16475	RALBFv3_RS16475		hypothetical protein	0.103	0.211	-0.098	0.029	0.154	-0.060	-0.120	0.167
RalstoniaBSBF1503	RALBFv3_RS16480	RALBFv3_RS16480		hemagglutinin	-0.019	0.037	-0.028	0.052	0.122	-0.089	0.019	-0.032
RalstoniaBSBF1503	RALBFv3_RS16485	RALBFv3_RS16485		hypothetical protein	-0.028	0.019	-0.009	0.083	0.100	0.068	-0.063	-0.007
RalstoniaBSBF1503	RALBFv3_RS16490	RALBFv3_RS16490		hypothetical protein	-0.459	-0.630	0.128	-0.652	0.135	-0.426	-0.234	-0.505
