feature	mean_abs_shap	level	ko_id	kegg_ko	ko_desc
L2_3012	0.0	L2	3672.0	K21416	acoA; acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha [EC:1.1.1.-]
L2_3013	0.0	L2	3673.0	K21417	acoB; acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta [EC:1.1.1.-]
L2_3014	0.0	L2	3674.0	K00114	exaA; alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8]
L2_3015	0.0	L2	3675.0	K15408	coxAC; cytochrome c oxidase subunit I+III [EC:1.9.3.1]
L2_3016	0.0	L2	3676.0	K17223	soxX; sulfur-oxidizing protein SoxX
L2_3017	0.0	L2	3677.0	K18144	adeR; two-component system, OmpR family, response regulator AdeR
L2_3018	0.0	L2	3678.0	K18145	adeA; membrane fusion protein, multidrug efflux system
L2_3019	0.0	L2	3679.0	K18295	mexC; membrane fusion protein, multidrug efflux system
L2_3038	0.0	L2	3718.0	K13013	wbqV; O-antigen biosynthesis protein WbqV
L2_3037	0.0	L2	3715.0	K08177	oxlT; MFS transporter, OFA family, oxalate/formate antiporter
L2_3036	0.0	L2	3714.0	K00005	gldA; glycerol dehydrogenase [EC:1.1.1.6]
L2_3035	0.0	L2	3713.0	K11532	glpX-SEBP; fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]
L2_3034	0.0	L2	3712.0	K01751	E4.3.1.15; diaminopropionate ammonia-lyase [EC:4.3.1.15]
L2_3033	0.0	L2	3711.0	K06137	pqqC; pyrroloquinoline-quinone synthase [EC:1.3.3.11]
L2_3032	0.0	L2	3710.0	K06138	pqqD; pyrroloquinoline quinone biosynthesis protein D
L2_3031	0.0	L2	3709.0	K06139	pqqE; pyrroloquinoline quinone biosynthesis protein E
L2_3020	0.0	L2	3680.0	K18146	adeB; multidrug efflux pump
L2_3029	0.0	L2	3705.0	K16147	glgE; starch synthase (maltosyl-transferring) [EC:2.4.99.16]
L2_3028	0.0	L2	3703.0	K18587	COQ9; ubiquinone biosynthesis protein COQ9
L2_3027	0.0	L2	3698.0	K13010	per, rfbE; perosamine synthetase [EC:2.6.1.102]
L2_3026	0.0	L2	3697.0	K05521	draG; ADP-ribosyl-[dinitrogen reductase] hydrolase [EC:3.2.2.24]
L2_3025	0.0	L2	3690.0	K15790	nifQ; nitrogen fixation protein NifQ
L2_3024	0.0	L2	3684.0	K21563	dnr; CRP/FNR family transcriptional regulator, dissimilatory nitrate respiration regulator
L2_3023	0.0	L2	3683.0	K00697	otsA; trehalose 6-phosphate synthase [EC:2.4.1.15 2.4.1.347]
L2_3022	0.0	L2	3682.0	K17865	croR; 3-hydroxybutyryl-CoA dehydratase [EC:4.2.1.55]
L2_3030	0.0	L2	3707.0	K00034	gdh; glucose 1-dehydrogenase [EC:1.1.1.47]
L2_2801	0.0	L2	3420.0	K08722	yfbR; 5'-deoxynucleotidase [EC:3.1.3.89]
L2_2802	0.0	L2	3421.0	K03617	rnfA; electron transport complex protein RnfA
L2_2804	0.0	L2	3423.0	K03614	rnfD; electron transport complex protein RnfD
L2_2805	0.0	L2	3424.0	K03612	rnfG; electron transport complex protein RnfG
L2_2807	0.0	L2	3427.0	K01083	E3.1.3.8; 3-phytase [EC:3.1.3.8]
L2_2808	0.0	L2	3428.0	K20977	hsbR; two-component system, HptB-dependent secretion and biofilm response regulator
L2_2810	0.0	L2	3430.0	K02777	PTS-Glc-EIIA, crr; PTS system, sugar-specific IIA component [EC:2.7.1.-]
L2_2811	0.0	L2	3431.0	K05997	sufA; Fe-S cluster assembly protein SufA
L2_2812	0.0	L2	3432.0	K21575	susA; neopullulanase [EC:3.2.1.135]
L2_2813	0.0	L2	3433.0	K01551	arsA, ASNA1, GET3; arsenite/tail-anchored protein-transporting ATPase [EC:3.6.3.16 3.6.3.-]
L2_2814	0.0	L2	3434.0	K14159	rnhA-dnaQ; ribonuclease HI / DNA polymerase III subunit epsilon [EC:3.1.26.4 2.7.7.7]
L2_2815	0.0	L2	3435.0	K12267	msrAB; peptide methionine sulfoxide reductase msrA/msrB [EC:1.8.4.11 1.8.4.12]
L2_2817	0.0	L2	3438.0	K07284	srtA; sortase A [EC:3.4.22.70]
L2_2820	0.0	L2	3441.0	K09904	K09904; uncharacterized protein
L2_2821	0.0	L2	3442.0	K07014	K07014; uncharacterized protein
L2_2915	0.0	L2	3547.0	K03668	hslJ; heat shock protein HslJ
L2_2823	0.0	L2	3444.0	K09929	K09929; uncharacterized protein
L2_2824	0.0	L2	3445.0	K18687	fadD3; HIP---CoA ligase [EC:6.2.1.41]
L2_2825	0.0	L2	3446.0	K00633	lacA; galactoside O-acetyltransferase [EC:2.3.1.18]
L2_2826	0.0	L2	3447.0	K06141	tsgA; MFS transporter, TsgA protein
L2_2827	0.0	L2	3449.0	K05995	pepE; dipeptidase E [EC:3.4.13.21]
L2_2828	0.0	L2	3450.0	K19789	radD; DNA repair protein RadD
L2_2829	0.0	L2	3451.0	K03674	grxA; glutaredoxin 1
L2_2830	0.0	L2	3452.0	K21218	motY; sodium-type flagellar protein MotY
L2_2831	0.0	L2	3453.0	K07084	yuiF; putative amino acid transporter
L2_2833	0.0	L2	3455.0	K02566	nagD; NagD protein
L2_2834	0.0	L2	3456.0	K01792	E5.1.3.15; glucose-6-phosphate 1-epimerase [EC:5.1.3.15]
L2_2835	0.0	L2	3457.0	K00563	rlmA1; 23S rRNA (guanine745-N1)-methyltransferase [EC:2.1.1.187]
L2_2836	0.0	L2	3458.0	K13256	psiE; protein PsiE
L2_2837	0.0	L2	3459.0	K02478	K02478; two-component system, LytTR family, sensor kinase [EC:2.7.13.3]
L2_2838	0.0	L2	3460.0	K02477	K02477; two-component system, LytTR family, response regulator
L2_2822	0.0	L2	3443.0	K00892	gsk; inosine kinase [EC:2.7.1.73]
L2_2758	0.0	L2	3369.0	K06281	hyaB, hybC; hydrogenase large subunit [EC:1.12.99.6]
L2_2759	0.0	L2	3371.0	K06282	hyaA, hybO; hydrogenase small subunit [EC:1.12.99.6]
L2_2760	0.0	L2	3374.0	K18302	mexJ; membrane fusion protein, multidrug efflux system
L2_2761	0.0	L2	3375.0	K06967	trmK; tRNA (adenine22-N1)-methyltransferase [EC:2.1.1.217]
L2_2763	0.0	L2	3377.0	K15257	cmoB; tRNA (mo5U34)-methyltransferase [EC:2.1.1.-]
L2_2764	0.0	L2	3378.0	K09916	K09916; uncharacterized protein
L2_2765	0.0	L2	3379.0	K11107	yfaE; ferredoxin
L2_2766	0.0	L2	3380.0	K00813	aspC; aspartate aminotransferase [EC:2.6.1.1]
L2_2767	0.0	L2	3381.0	K08154	emrD; MFS transporter, DHA1 family, 2-module integral membrane pump EmrD
L2_2768	0.0	L2	3382.0	K19100	blaDHA; beta-lactamase class C DHA [EC:3.5.2.6]
L2_2769	0.0	L2	3383.0	K19101	blaFOX; beta-lactamase class C FOX [EC:3.5.2.6]
L2_2770	0.0	L2	3384.0	K19215	blaACT_MIR; beta-lactamase class C ACT/MIR [EC:3.5.2.6]
L2_2771	0.0	L2	3385.0	K20319	blaADC; beta-lactamase class C ADC [EC:3.5.2.6]
L2_2772	0.0	L2	3386.0	K20320	blaPDC; beta-lactamase class C PDC [EC:3.5.2.6]
L2_2773	0.0	L2	3387.0	K19595	gesA, mexP; membrane fusion protein, gold/copper resistance efflux system
L2_2799	0.0	L2	3418.0	K01175	ybfF; esterase [EC:3.1.-.-]
L2_2796	0.0	L2	3414.0	K07023	K07023; putative hydrolases of HD superfamily
L2_2795	0.0	L2	3413.0	K03632	mukB; chromosome partition protein MukB
L2_2792	0.0	L2	3410.0	K03633	mukF; chromosome partition protein MukF
L2_2791	0.0	L2	3408.0	K09955	K09955; uncharacterized protein
L2_5	0.0	L2	9.0	K06133	LYS5, acpT; 4'-phosphopantetheinyl transferase [EC:2.7.8.-]
L2_2788	0.0	L2	3405.0	K03077	araD, ulaF, sgaE, sgbE; L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]
L2_2787	0.0	L2	3404.0	K07235	tusD, dsrE; tRNA 2-thiouridine synthesizing protein D [EC:2.8.1.-]
L2_2774	0.0	L2	3388.0	K08276	eco; ecotin
L2_2782	0.0	L2	3399.0	K14059	int; integrase
L2_2781	0.0	L2	3398.0	K03698	cbf, cbf1; 3'-5' exoribonuclease [EC:3.1.-.-]
L2_2780	0.0	L2	3395.0	K20974	K20974; two-component system, sensor histidine kinase [EC:2.7.13.3]
L2_2779	0.0	L2	3394.0	K10715	rpfC; two-component system, sensor histidine kinase RpfC [EC:2.7.13.3]
L2_2778	0.0	L2	3393.0	K04757	rsbW; serine/threonine-protein kinase RsbW [EC:2.7.11.1]
L2_2777	0.0	L2	3392.0	K04749	rsbV; anti-sigma B factor antagonist
L2_2776	0.0	L2	3391.0	K13660	gumM; beta-1,4-glucosyltransferase [EC:2.4.1.-]
L2_2775	0.0	L2	3389.0	K01283	ACE, CD143; peptidyl-dipeptidase A [EC:3.4.15.1]
L2_2783	0.0	L2	3400.0	K06877	K06877; DEAD/DEAH box helicase domain-containing protein
L2_2877	0.0	L2	3504.0	K18929	lldF; L-lactate dehydrogenase complex protein LldF
L2_2878	0.0	L2	3505.0	K00782	lldG; L-lactate dehydrogenase complex protein LldG
L2_2880	0.0	L2	3507.0	K01214	ISA, treX; isoamylase [EC:3.2.1.68]
L2_2881	0.0	L2	3508.0	K00705	malQ; 4-alpha-glucanotransferase [EC:2.4.1.25]
L2_2882	0.0	L2	3509.0	K06044	treY, glgY; (1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase [EC:5.4.99.15]
L2_2883	0.0	L2	3510.0	K07451	mcrA; 5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]
L2_2884	0.0	L2	3512.0	K01183	E3.2.1.14; chitinase [EC:3.2.1.14]
L2_2885	0.0	L2	3513.0	K01299	E3.4.17.19; carboxypeptidase Taq [EC:3.4.17.19]
L2_2886	0.0	L2	3514.0	K11933	hcr; NADH oxidoreductase Hcr [EC:1.-.-.-]
L2_2887	0.0	L2	3515.0	K05601	hcp; hydroxylamine reductase [EC:1.7.99.1]
L2_2889	0.0	L2	3517.0	K03803	rseC; sigma-E factor negative regulatory protein RseC
L2_2890	0.0	L2	3518.0	K03313	nhaA; Na+:H+ antiporter, NhaA family
L2_2891	0.0	L2	3519.0	K03573	mutH; DNA mismatch repair protein MutH
L2_2892	0.0	L2	3520.0	K07139	K07139; uncharacterized protein
L2_2893	0.0	L2	3521.0	K06078	lpp; murein lipoprotein
L2_2839	0.0	L2	3461.0	K07705	lytT, lytR; two-component system, LytTR family, response regulator LytT
L2_2912	0.0	L2	3544.0	K03311	TC.LIVCS; branched-chain amino acid:cation transporter, LIVCS family
L2_2911	0.0	L2	3543.0	K03212	rumB; 23S rRNA (uracil747-C5)-methyltransferase [EC:2.1.1.189]
L2_2910	0.0	L2	3542.0	K18143	adeS; two-component system, OmpR family, sensor histidine kinase AdeS [EC:2.7.13.3]
L2_2908	0.0	L2	3540.0	K19225	gluP; rhomboid protease GluP [EC:3.4.21.105]
L2_2907	0.0	L2	3539.0	K04337	csgE; curli production assembly/transport component CsgE
L2_2906	0.0	L2	3538.0	K04338	csgF; curli production assembly/transport component CsgF
L2_2905	0.0	L2	3537.0	K06214	csgG; curli production assembly/transport component CsgG
L2_2894	0.0	L2	3522.0	K14268	davT, gabT; 5-aminovalerate/4-aminobutyrate aminotransferase [EC:2.6.1.48 2.6.1.19]
L2_2903	0.0	L2	3535.0	K18590	dfrA12, dhfr; dihydrofolate reductase (trimethoprim resistance protein) [EC:1.5.1.3]
L2_2902	0.0	L2	3533.0	K07661	rstA; two-component system, OmpR family, response regulator RstA
L2_2901	0.0	L2	3532.0	K07034	K07034; uncharacterized protein
L2_2900	0.0	L2	3531.0	K05916	hmp, YHB1; nitric oxide dioxygenase [EC:1.14.12.17]
L2_2899	0.0	L2	3527.0	K06956	K06956; uncharacterized protein
L2_2898	0.0	L2	3526.0	K08085	fimU; type IV fimbrial biogenesis protein FimU
L2_2896	0.0	L2	3524.0	K12254	kauB; 4-guanidinobutyraldehyde dehydrogenase / NAD-dependent aldehyde dehydrogenase [EC:1.2.1.54 1.2.1.-]
L2_2895	0.0	L2	3523.0	K14056	puuR; HTH-type transcriptional regulator, repressor for puuD
L2_2904	0.0	L2	3536.0	K06149	uspA; universal stress protein A
L2_2842	0.0	L2	3464.0	K04068	nrdG; anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4]
L2_2844	0.0	L2	3466.0	K02336	polB; DNA polymerase II [EC:2.7.7.7]
L2_2845	0.0	L2	3467.0	K04067	priC; primosomal replication protein N''
L2_2846	0.0	L2	3468.0	K03970	pspB; phage shock protein B
L2_2847	0.0	L2	3469.0	K03974	pspF; psp operon transcriptional activator
L2_2848	0.0	L2	3470.0	K19226	sapA; cationic peptide transport system substrate-binding protein
L2_2849	0.0	L2	3471.0	K19227	sapB; cationic peptide transport system permease protein
L2_2850	0.0	L2	3472.0	K19228	sapC; cationic peptide transport system permease protein
L2_2851	0.0	L2	3473.0	K19229	sapD; cationic peptide transport system ATP-binding protein
L2_2852	0.0	L2	3474.0	K19230	sapF; cationic peptide transport system ATP-binding protein
L2_2853	0.0	L2	3475.0	K06169	miaE; tRNA-(ms[2]io[6]A)-hydroxylase [EC:1.-.-.-]
L2_2854	0.0	L2	3476.0	K02647	cdaR; carbohydrate diacid regulator
L2_2855	0.0	L2	3477.0	K01580	E4.1.1.15, gadB, gadA, GAD; glutamate decarboxylase [EC:4.1.1.15]
L2_2857	0.0	L2	3482.0	K22317	oleA; acyl-CoA alkyltransferase
L2_2858	0.0	L2	3483.0	K02168	betT, betS; choline/glycine/proline betaine transport protein
L2_2876	0.0	L2	3503.0	K18928	lldE; L-lactate dehydrogenase complex protein LldE
L0_guild_8	0.0	L0			
L2_2874	0.0	L2	3501.0	K03303	lctP; lactate permease
L2_2873	0.0	L2	3500.0	K13789	GGPS; geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]
L2_2872	0.0	L2	3499.0	K03151	thiI; tRNA uracil 4-sulfurtransferase [EC:2.8.1.4]
L2_2871	0.0	L2	3498.0	K07020	K07020; uncharacterized protein
L2_2870	0.0	L2	3497.0	K06968	rlmM; 23S rRNA (cytidine2498-2'-O)-methyltransferase [EC:2.1.1.186]
L2_2869	0.0	L2	3496.0	K01146	xni; protein Xni
L2_2859	0.0	L2	3484.0	K10918	aphB; LysR family transcriptional regulator, transcriptional activator AphB
L2_2867	0.0	L2	3492.0	K15723	syd; SecY interacting protein Syd
L2_2866	0.0	L2	3491.0	K02804	PTS-Nag-EIIC, nagE; PTS system, N-acetylglucosamine-specific IIC component
L2_2865	0.0	L2	3490.0	K02803	PTS-Nag-EIIB, nagE; PTS system, N-acetylglucosamine-specific IIB component [EC:2.7.1.193]
L2_2864	0.0	L2	3489.0	K02779	PTS-Glc-EIIC, ptsG; PTS system, glucose-specific IIC component
L2_2863	0.0	L2	3488.0	K02778	PTS-Glc-EIIB, ptsG; PTS system, glucose-specific IIB component [EC:2.7.1.199]
L2_2862	0.0	L2	3487.0	K04477	ycdX; putative hydrolase
L2_2861	0.0	L2	3486.0	K03721	tyrR; transcriptional regulator of aroF, aroG, tyrA and aromatic amino acid transport
L2_2860	0.0	L2	3485.0	K18288	ict-Y; itaconate CoA-transferase [EC:2.8.3.-]
L2_2868	0.0	L2	3495.0	K03449	MFS.CP; MFS transporter, CP family, cyanate transporter
L2_3286	0.0	L2	4035.0	K13487	wspA; methyl-accepting chemotaxis protein WspA
L2_3287	0.0	L2	4036.0	K03304	tehA; tellurite resistance protein
L2_3288	0.0	L2	4037.0	K05819	mhpT; MFS transporter, AAHS family, 3-hydroxyphenylpropionic acid transporter
L2_3290	0.0	L2	4039.0	K00801	FDFT1; farnesyl-diphosphate farnesyltransferase [EC:2.5.1.21]
L2_3291	0.0	L2	4041.0	K02472	wecC; UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase [EC:1.1.1.336]
L2_3292	0.0	L2	4042.0	K06159	yojI; multidrug/microcin transport system ATP-binding/permease protein
L2_3293	0.0	L2	4043.0	K10531	pvdA, SIDA; L-ornithine N5-monooxygenase [EC:1.14.13.195 1.14.13.196]
L2_3294	0.0	L2	4046.0	K06446	DCAA; acyl-CoA dehydrogenase [EC:1.3.99.-]
L2_3295	0.0	L2	4047.0	K03300	TC.CITMHS; citrate-Mg2+:H+ or citrate-Ca2+:H+ symporter, CitMHS family
L2_3296	0.0	L2	4048.0	K05817	hcaR; LysR family transcriptional regulator, hca operon transcriptional activator
L2_3297	0.0	L2	4049.0	K18540	ramA; (R)-amidase [EC:3.5.1.100]
L2_3298	0.0	L2	4050.0	K03535	gudP; MFS transporter, ACS family, glucarate transporter
L2_3299	0.0	L2	4051.0	K08194	dgoT; MFS transporter, ACS family, D-galactonate transporter
L2_3301	0.0	L2	4053.0	K21607	pcpD; tetrachlorobenzoquinone reductase [EC:1.1.1.404]
L2_3302	0.0	L2	4059.0	K13061	rhlI, phzI, solI, cepI, tofI; acyl homoserine lactone synthase [EC:2.3.1.184]
L2_3076	0.0	L2	3771.0	K04775	ydgD; protease YdgD [EC:3.4.21.-]
L2_3304	0.0	L2	4062.0	K07256	tauY; taurine dehydrogenase large subunit [EC:1.4.2.-]
L2_3305	0.0	L2	4063.0	K11735	gabP; GABA permease
L2_3310	0.0	L2	4068.0	K17246	chiG; putative chitobiose transport system permease protein
L2_3311	0.0	L2	4069.0	K08196	mucK; MFS transporter, AAHS family, cis,cis-muconate transporter
L2_3314	0.0	L2	4074.0	K11084	phnT; 2-aminoethylphosphonate transport system ATP-binding protein
L2_3315	0.0	L2	4077.0	K19670	phnA; phosphonoacetate hydrolase [EC:3.11.1.2]
L2_3316	0.0	L2	4078.0	K07098	K07098; uncharacterized protein
L2_3317	0.0	L2	4079.0	K13935	mdcH; malonate decarboxylase epsilon subunit [EC:2.3.1.39]
L2_3318	0.0	L2	4080.0	K13934	mdcG; phosphoribosyl-dephospho-CoA transferase [EC:2.7.7.66]
L2_3319	0.0	L2	4081.0	K13933	mdcE; malonate decarboxylase gamma subunit [EC:4.1.1.87]
L2_3320	0.0	L2	4082.0	K13932	mdcD; malonate decarboxylase beta subunit [EC:4.1.1.87]
L2_3321	0.0	L2	4083.0	K13931	mdcC; malonate decarboxylase delta subunit
L2_3322	0.0	L2	4084.0	K13930	mdcB; triphosphoribosyl-dephospho-CoA synthase [EC:2.4.2.52]
L2_3323	0.0	L2	4085.0	K13929	mdcA; malonate decarboxylase alpha subunit [EC:2.3.1.187]
L2_3324	0.0	L2	4086.0	K16301	efeB; deferrochelatase/peroxidase EfeB [EC:1.11.1.-]
L2_3303	0.0	L2	4060.0	K18304	lasR; LuxR family transcriptional regulator, quorum-sensing system regulator LasR
L2_3240	0.0	L2	3988.0	K16879	hmfC; 2-furoyl-CoA dehydrogenase 2Fe-2S iron sulfur subunit [EC:1.3.99.8]
L2_3241	0.0	L2	3989.0	K16878	hmfB; 2-furoyl-CoA dehydrogenase FAD binding subunit [EC:1.3.99.8]
L2_3242	0.0	L2	3990.0	K19333	kdgR; IclR family transcriptional regulator, KDG regulon repressor
L2_3243	0.0	L2	3991.0	K08323	rspA, manD; mannonate dehydratase [EC:4.2.1.8]
L2_3244	0.0	L2	3993.0	K02625	pcaT; MFS transporter, MHS family, dicarboxylic acid transporter PcaT
L2_3246	0.0	L2	3995.0	K18456	E3.5.4.32; 8-oxoguanine deaminase [EC:3.5.4.32]
L2_3248	0.0	L2	3997.0	K09977	K09977; uncharacterized protein
L2_3249	0.0	L2	3998.0	K07095	K07095; uncharacterized protein
L2_3250	0.0	L2	3999.0	K21739	rclA; probable pyridine nucleotide-disulfide oxidoreductase
L2_3251	0.0	L2	4000.0	K10010	ABC.CYST.A; cystine transport system ATP-binding protein [EC:3.6.3.-]
L2_3252	0.0	L2	4001.0	K01114	plc; phospholipase C [EC:3.1.4.3]
L2_3253	0.0	L2	4002.0	K07123	K07123; uncharacterized protein
L2_3261	0.0	L2	4010.0	K13890	gsiC; glutathione transport system permease protein
L2_3262	0.0	L2	4011.0	K18248	andAb; anthranilate 1,2-dioxygenase ferredoxin component
L2_3263	0.0	L2	4012.0	K07241	nixA; high-affinity nickel-transport protein
L2_3285	0.0	L2	4034.0	K13488	wspB; chemotaxis-related protein WspB
L2_3284	0.0	L2	4033.0	K13486	wspC; chemotaxis protein methyltransferase WspC
L2_3283	0.0	L2	4032.0	K13489	wspD; chemotaxis-related protein WspD
L2_3282	0.0	L2	4031.0	K13490	wspE; two-component system, chemotaxis family, sensor histidine kinase and response regulator WspE
L2_3281	0.0	L2	4030.0	K13491	wspF; two-component system, chemotaxis family, response regulator WspF [EC:3.1.1.61]
L2_3280	0.0	L2	4029.0	K00657	speG, SAT; diamine N-acetyltransferase [EC:2.3.1.57]
L2_3278	0.0	L2	4027.0	K20429	vioA; dTDP-4-amino-4,6-dideoxy-D-glucose transaminase [EC:2.6.1.33]
L2_3277	0.0	L2	4026.0	K09122	K09122; uncharacterized protein
L2_3264	0.0	L2	4013.0	K00011	AKR1B; aldehyde reductase [EC:1.1.1.21]
L2_3275	0.0	L2	4024.0	K02611	paaC; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaC [EC:1.14.13.149]
L0_guild_5	0.0	L0			
L2_3271	0.0	L2	4020.0	K10537	araF; L-arabinose transport system substrate-binding protein
L2_3270	0.0	L2	4019.0	K10539	araG; L-arabinose transport system ATP-binding protein [EC:3.6.3.17]
L2_3268	0.0	L2	4017.0	K02440	GLPF; glycerol uptake facilitator protein
L2_3267	0.0	L2	4016.0	K13633	ftrA; AraC family transcriptional regulator, transcriptional activator FtrA
L2_3266	0.0	L2	4015.0	K08261	E1.1.99.21; D-sorbitol dehydrogenase (acceptor) [EC:1.1.99.21]
L2_3265	0.0	L2	4014.0	K00068	srlD; sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]
L2_3276	0.0	L2	4025.0	K02612	paaD; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaD
L2_3363	0.0	L2	4128.0	K15736	lhgO; L-2-hydroxyglutarate oxidase [EC:1.1.3.-]
L2_3364	0.0	L2	4130.0	K17752	rsbT; serine/threonine-protein kinase RsbT [EC:2.7.11.1]
L2_4026	0.0	L2	5955.0	K01463	bshB1; N-acetylglucosamine malate deacetylase 1 [EC:3.5.1.-]
L2_3366	0.0	L2	4132.0	K17763	rsbR; rsbT co-antagonist protein RsbR
L2_3367	0.0	L2	4133.0	K19181	afr; 1,5-anhydro-D-fructose reductase (1,5-anhydro-D-mannitol-forming) [EC:1.1.1.292]
L2_3369	0.0	L2	4135.0	K09459	E4.1.1.82; phosphonopyruvate decarboxylase [EC:4.1.1.82]
L2_3371	0.0	L2	4137.0	K07265	kpsS, lipB; capsular polysaccharide export protein
L2_3374	0.0	L2	4141.0	K02486	K02486; two-component system, sensor kinase [EC:2.7.13.3]
L2_3375	0.0	L2	4142.0	K13928	mdcR; LysR family transcriptional regulator, malonate utilization transcriptional regulator
L2_3376	0.0	L2	4144.0	K04116	aliA; cyclohexanecarboxylate-CoA ligase [EC:6.2.1.-]
L2_3377	0.0	L2	4145.0	K12507	fadK; acyl-CoA synthetase [EC:6.2.1.-]
L2_3378	0.0	L2	4146.0	K03833	selB, EEFSEC; selenocysteine-specific elongation factor
L2_3379	0.0	L2	4147.0	K08348	fdnG; formate dehydrogenase-N, alpha subunit [EC:1.17.5.3]
L2_3380	0.0	L2	4148.0	K09934	K09934; uncharacterized protein
L2_3381	0.0	L2	4149.0	K18289	ict-P; itaconate CoA-transferase [EC:2.8.3.- 2.8.3.22]
L2_3325	0.0	L2	4087.0	K10021	occP, nocP; octopine/nopaline transport system ATP-binding protein [EC:3.6.3.-]
L2_3401	0.0	L2	4178.0	K02564	nagB, GNPDA; glucosamine-6-phosphate deaminase [EC:3.5.99.6]
L2_3400	0.0	L2	4176.0	K01788	nanE; N-acylglucosamine-6-phosphate 2-epimerase [EC:5.1.3.9]
L2_3399	0.0	L2	4174.0	K07029	dagK; diacylglycerol kinase (ATP) [EC:2.7.1.107]
L2_3398	0.0	L2	4173.0	K13640	hspR; MerR family transcriptional regulator, heat shock protein HspR
L2_3395	0.0	L2	4167.0	K03484	scrR; LacI family transcriptional regulator, sucrose operon repressor
L2_3394	0.0	L2	4165.0	K08884	K08884; serine/threonine protein kinase, bacterial [EC:2.7.11.1]
L2_3393	0.0	L2	4163.0	K07133	K07133; uncharacterized protein
L2_3382	0.0	L2	4150.0	K07688	fimZ; two-component system, NarL family, response regulator, fimbrial Z protein, FimZ
L2_3391	0.0	L2	4160.0	K17244	chiE; putative chitobiose transport system substrate-binding protein
L2_3389	0.0	L2	4158.0	K10253	K10253; DOPA 4,5-dioxygenase [EC:1.14.99.-]
L2_3388	0.0	L2	4157.0	K06989	nadX, ASPDH; aspartate dehydrogenase [EC:1.4.1.21]
L2_3387	0.0	L2	4156.0	K08368	yaaU; MFS transporter, putative metabolite transport protein
L2_3386	0.0	L2	4155.0	K07345	fimA; major type 1 subunit fimbrin (pilin)
L2_3385	0.0	L2	4154.0	K15540	ecpD; chaperone protein EcpD
L2_3384	0.0	L2	4152.0	K13745	ddc; L-2,4-diaminobutyrate decarboxylase [EC:4.1.1.86]
L2_3383	0.0	L2	4151.0	K07690	evgA, bvgA; two-component system, NarL family, response regulator EvgA
L2_3392	0.0	L2	4162.0	K01190	lacZ; beta-galactosidase [EC:3.2.1.23]
L2_3326	0.0	L2	4089.0	K08717	utp; urea transporter
L2_3327	0.0	L2	4090.0	K15773	hipB; HTH-type transcriptional regulator / antitoxin HipB
L2_3328	0.0	L2	4091.0	K07506	K07506; AraC family transcriptional regulator
L2_3329	0.0	L2	4092.0	K19191	mabO; 4-methylaminobutanoate oxidase (formaldehyde-forming) [EC:1.5.3.19]
L2_3330	0.0	L2	4093.0	K03404	chlD, bchD; magnesium chelatase subunit D [EC:6.6.1.1]
L2_3331	0.0	L2	4094.0	K03405	chlI, bchI; magnesium chelatase subunit I [EC:6.6.1.1]
L2_3332	0.0	L2	4095.0	K13580	K13580; magnesium chelatase subunit ChlD-like protein
L2_3333	0.0	L2	4096.0	K10816	hcnC; hydrogen cyanide synthase HcnC [EC:1.4.99.5]
L2_3334	0.0	L2	4097.0	K21834	dgcB; dimethylglycine catabolism B
L2_3335	0.0	L2	4098.0	K03556	malT; LuxR family transcriptional regulator, maltose regulon positive regulatory protein
L2_3336	0.0	L2	4099.0	K07550	bbsB; benzoylsuccinyl-CoA thiolase BbsB subunit [EC:2.3.1.-]
L2_3337	0.0	L2	4100.0	K01796	E5.1.99.4, AMACR, mcr; alpha-methylacyl-CoA racemase [EC:5.1.99.4]
L2_3338	0.0	L2	4101.0	K00137	prr; aminobutyraldehyde dehydrogenase [EC:1.2.1.19]
L2_3339	0.0	L2	4102.0	K03224	yscN, sctN, hrcN; ATP synthase in type III secretion protein N [EC:3.6.3.14]
L2_3340	0.0	L2	4103.0	K03230	yscV, sctV, hrcV; type III secretion protein V
L2_3362	0.0	L2	4127.0	K01521	cdh; CDP-diacylglycerol pyrophosphatase [EC:3.6.1.26]
L2_3361	0.0	L2	4126.0	K12661	LRA3, yfaW; L-rhamnonate dehydratase [EC:4.2.1.90]
L2_3360	0.0	L2	4125.0	K18337	LRA1; L-rhamnose 1-dehydrogenase [EC:1.1.1.378 1.1.1.377 1.1.1.173]
L2_3359	0.0	L2	4124.0	K18369	adh2; alcohol dehydrogenase [EC:1.1.1.-]
L2_3358	0.0	L2	4122.0	K22003	ais; aconitate Delta-isomerase [EC:5.3.3.7]
