feature	mean_abs_shap	level	ko_id	kegg_ko	ko_desc
L3_cond_amino_acid	0.4382210277159509	L3			
L3_cond_nitrogen	0.1643401214474364	L3			
L3_cond_other	0.1152692595494254	L3			
L3_cond_carbon_source	0.1084766733424784	L3			
L3_log_conc	0.0942177796400485	L3			
L3_cond_nucleoside	0.0763355788414073	L3			
L1_n_operons	0.0508789288521752	L1			
L1_genome_size_mb	0.0378941567251215	L1			
L1_n_unique_kos	0.0374672471004881	L1			
L1_n_trna	0.0358495749687759	L1			
L2_173	0.0288760514003283	L2	218.0	K06131	clsA_B; cardiolipin synthase A/B [EC:2.7.8.-]
L1_n_genes	0.0278138713470238	L1			
L1_n_rrna	0.026809671354728	L1			
L1_coding_density	0.0235276114076748	L1			
L2_1094	0.0200526693527383	L2	1519.0	K14058	ttcA; tRNA 2-thiocytidine biosynthesis protein TtcA
L0_guild_7	0.0184381532248678	L0			
L2_258	0.0159673015471417	L2	319.0	K01916	nadE; NAD+ synthase [EC:6.3.1.5]
L2_257	0.0151564504721895	L2	316.0	K02668	pilS, pehS; two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]
L1_n_contigs	0.0147912930092704	L1			
L2_4469	0.0135926567270078	L2			
L2_73	0.0135279700804705	L2	90.0	K00507	SCD, desC; stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1]
L2_932	0.0134811719066069	L2	1291.0	K02397	flgL; flagellar hook-associated protein 3 FlgL
L2_621	0.0119850138824046	L2	897.0	K08992	lapA; lipopolysaccharide assembly protein A
L2_212	0.0112716235263904	L2	265.0	K09691	ABC-2.LPSE.A; lipopolysaccharide transport system ATP-binding protein
L2_226	0.0112427129597609	L2	282.0	K04083	hslO; molecular chaperone Hsp33
L2_701	0.0111839825334567	L2	1003.0	K06201	cutC; copper homeostasis protein
L2_2173	0.0106711906250644	L2	2665.0	K00720	UGCG; ceramide glucosyltransferase [EC:2.4.1.80]
L2_128	0.0104447330682223	L2	161.0	K01138	K01138; uncharacterized sulfatase [EC:3.1.6.-]
L2_2790	0.0102741290626186	L2	3407.0	K17209	iatP; inositol transport system permease protein
L2_1835	0.0102003068296839	L2	2308.0	K17324	glpS; glycerol transport system ATP-binding protein
L2_419	0.0099170293338228	L2	595.0	K02959	RP-S16, MRPS16, rpsP; small subunit ribosomal protein S16
L2_81	0.0098557705612618	L2	101.0	K07560	dtd, DTD1; D-tyrosyl-tRNA(Tyr) deacylase [EC:3.1.-.-]
L2_1754	0.0096504794267173	L2	2227.0	K02230	cobN; cobaltochelatase CobN [EC:6.6.1.2]
L2_25	0.0091934925692939	L2	38.0	K15977	K15977; putative oxidoreductase
L0_order_Sphingobacteriales	0.0090795346837779	L0			
L2_16	0.008749314359233	L2	25.0	K06910	K06910; uncharacterized protein
L2_3788	0.0087483738561776	L2	5006.0	K05522	nei; endonuclease VIII [EC:3.2.2.- 4.2.99.18]
L2_43	0.0087354293381746	L2	59.0	K01057	PGLS, pgl, devB; 6-phosphogluconolactonase [EC:3.1.1.31]
L2_1263	0.0086145957107918	L2	1731.0	K12410	npdA; NAD-dependent deacetylase [EC:3.5.1.-]
L2_COG_C	0.008267514867568	L2			
L2_COG_D	0.008128957830441	L2			
L2_1056	0.0081016138281645	L2	1464.0	K01609	trpC; indole-3-glycerol phosphate synthase [EC:4.1.1.48]
L2_246	0.0079618879069643	L2	304.0	K03328	TC.PST; polysaccharide transporter, PST family
L2_COG_M	0.007956597786133	L2			
L2_117	0.0077148212328492	L2	141.0	K09760	rmuC; DNA recombination protein RmuC
L2_840	0.0074620824468667	L2	1188.0	K07483	K07483; transposase
L2_928	0.0073906886213765	L2	1287.0	K10941	fleQ, flrA; sigma-54 dependent transcriptional regulator, flagellar regulatory protein
L2_942	0.0073770646466089	L2	1301.0	K02387	flgB; flagellar basal-body rod protein FlgB
L2_349	0.0072590541621466	L2	442.0	K03809	wrbA; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
L2_2489	0.0068383690730463	L2	3036.0	K20539	blcR; IclR family transcriptional regulator, blcABC operon repressor
L2_3953	0.0066836832743849	L2	5815.0	K15640	K15640, phoE; uncharacterized phosphatase
L2_82	0.0065559371549477	L2	102.0	K02517	lpxL, htrB; Kdo2-lipid IVA lauroyltransferase [EC:2.3.1.241]
L2_3998	0.0065473341340476	L2	5898.0	K05898	kstD; 3-oxosteroid 1-dehydrogenase [EC:1.3.99.4]
L2_136	0.0064706505420309	L2	169.0	K03594	bfr; bacterioferritin [EC:1.16.3.1]
L2_3274	0.0064149453970955	L2	4023.0	K02610	paaB; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaB
L2_23	0.0063909343024741	L2	33.0	K04752	glnK; nitrogen regulatory protein P-II 2
L3_cond_metal	0.0063218751326983	L3			
L2_960	0.0062332078474055	L2	1324.0	K01198	xynB; xylan 1,4-beta-xylosidase [EC:3.2.1.37]
L2_1951	0.006018140682731	L2	2425.0	K03780	ttdB; L(+)-tartrate dehydratase beta subunit [EC:4.2.1.32]
L2_352	0.0059836787848406	L2	447.0	K02494	lolB; outer membrane lipoprotein LolB
L2_89	0.0059774922235349	L2	109.0	K00356	E1.6.99.3; NADH dehydrogenase [EC:1.6.99.3]
L2_106	0.0058226067610159	L2	126.0	K02259	COX15; cytochrome c oxidase assembly protein subunit 15
L2_1777	0.0057601648505593	L2	2250.0	K02641	petH; ferredoxin--NADP+ reductase [EC:1.18.1.2]
L2_1420	0.0057332861408367	L2	1888.0	K05921	hpaG; 5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase / 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase [EC:4.1.1.68 5.3.3.-]
L2_811	0.0056183970041036	L2	1156.0	K03811	pnuC; nicotinamide mononucleotide transporter
L2_32	0.0055985869079232	L2	46.0	K07708	glnL, ntrB; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]
L2_201	0.0054838521722283	L2	251.0	K03286	TC.OOP; OmpA-OmpF porin, OOP family
L2_84	0.0054644504042113	L2	104.0	K01002	mdoB; phosphoglycerol transferase [EC:2.7.8.20]
L2_2318	0.005387256709501	L2	2837.0	K16871	POP2; 4-aminobutyrate---pyruvate transaminase [EC:2.6.1.96]
L2_103	0.0053439461463493	L2	123.0	K02275	coxB; cytochrome c oxidase subunit II [EC:1.9.3.1]
L2_381	0.0053334318468972	L2	541.0	K07102	amgK; N-acetylmuramate 1-kinase [EC:2.7.1.221]
L2_1786	0.0052991276484708	L2	2259.0	K07795	tctC; putative tricarboxylic transport membrane protein
L2_658	0.0052863977363808	L2	948.0	K12066	traK; conjugal transfer pilus assembly protein TraK
L2_1328	0.0052613534887177	L2	1796.0	K01996	livF; branched-chain amino acid transport system ATP-binding protein
L2_2056	0.0051442571690786	L2	2536.0	K11075	potH; putrescine transport system permease protein
L2_COG_O	0.0051321070455739	L2			
L2_91	0.0050011706128292	L2	111.0	K03673	dsbA; thiol:disulfide interchange protein DsbA
L2_2875	0.0049707316427817	L2	3502.0	K18930	dld; D-lactate dehydrogenase
L2_COG_J	0.0049554654756569	L2			
L2_940	0.0049298454662911	L2	1299.0	K02389	flgD; flagellar basal-body rod modification protein FlgD
L0_order_Pseudomonadales	0.0049206465938869	L0			
L2_20	0.0048009602523899	L2	29.0	K19586	oqxA; membrane fusion protein, multidrug efflux system
L2_291	0.0047763663134846	L2	369.0	K00317	dmd-tmd; dimethylamine/trimethylamine dehydrogenase [EC:1.5.8.1 1.5.8.2]
L2_78	0.0047388490100804	L2	95.0	K00311	ETFDH; electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]
L2_1054	0.0046626888381903	L2	1462.0	K10914	crp; CRP/FNR family transcriptional regulator, cyclic AMP receptor protein
L2_799	0.0046507456275829	L2	1140.0	K00030	IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]
L2_1674	0.0046503259984277	L2	2147.0	K01821	praC, xylH; 4-oxalocrotonate tautomerase [EC:5.3.2.6]
L2_45	0.0046319576016562	L2	61.0	K03710	K03710; GntR family transcriptional regulator
L2_1327	0.0045809097502765	L2	1795.0	K01912	paaK; phenylacetate-CoA ligase [EC:6.2.1.30]
L2_710	0.0044837386638697	L2	1017.0	K00012	UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]
L2_1530	0.0043785663770943	L2	1998.0	K01243	mtnN, mtn, pfs; adenosylhomocysteine nucleosidase [EC:3.2.2.9]
L2_21	0.0043444025196488	L2	30.0	K18900	bpeT; LysR family transcriptional regulator, regulator for bpeEF and oprC
L2_2103	0.0042885550325154	L2	2591.0	K08997	ydiU; uncharacterized protein
L2_COG_L	0.004280402932551	L2			
L2_COG_I	0.0042441205210893	L2			
L2_1320	0.0042286197816379	L2	1788.0	K21196	phnZ; 2-amino-1-hydroxyethylphosphonate dioxygenase (glycine-forming) [EC:1.13.11.78]
L2_180	0.0042096494231227	L2	225.0	K07660	phoP; two-component system, OmpR family, response regulator PhoP
L2_2040	0.0042081914815371	L2	2517.0	K06906	K06906; uncharacterized protein
L2_853	0.0041437536582186	L2	1201.0	K19342	nosL; copper chaperone NosL
L2_522	0.0041355234611336	L2	752.0	K00339	nuoJ; NADH-quinone oxidoreductase subunit J [EC:1.6.5.3]
L2_455	0.0040939497918938	L2	647.0	K11381	bkdA; 2-oxoisovalerate dehydrogenase E1 component [EC:1.2.4.4]
L2_870	0.0040769683359345	L2	1221.0	K00371	narH, narY, nxrB; nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]
L2_142	0.0040589222723401	L2	176.0	K21071	pfk, pfp; ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90]
L2_2405	0.0040019692148905	L2	2932.0	K19353	eptC; heptose-I-phosphate ethanolaminephosphotransferase [EC:2.7.8.-]
L2_3735	0.0039446645619767	L2	4915.0	K08159	sotB; MFS transporter, DHA1 family, L-arabinose/isopropyl-beta-D-thiogalactopyranoside export protein
L2_864	0.003944022144436	L2	1215.0	K02018	modB; molybdate transport system permease protein
L2_4128	0.0039406583143225	L2	6574.0	K03715	MGD; 1,2-diacylglycerol 3-beta-galactosyltransferase [EC:2.4.1.46]
L2_963	0.003905041017499	L2	1327.0	K22441	paiA; diamine N-acetyltransferase [EC:2.3.1.57]
L2_2139	0.0038868801506063	L2	2631.0	K07482	K07482; transposase, IS30 family
L2_2137	0.0038822630686064	L2	2629.0	K02499	yabN; tetrapyrrole methylase family protein / MazG family protein
L2_2662	0.0037742037630052	L2	3249.0	K16322	pit; low-affinity inorganic phosphate transporter
L2_1314	0.0037224622660517	L2	1782.0	K06163	phnJ; alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase [EC:4.7.1.1]
L2_3087	0.003691755579972	L2	3793.0	K03478	chbG; chitin disaccharide deacetylase [EC:3.5.1.105]
L2_1322	0.0036874376250288	L2	1790.0	K08295	abmG; 2-aminobenzoate-CoA ligase [EC:6.2.1.32]
L2_168	0.0036370706423056	L2	213.0	K09790	K09790; uncharacterized protein
L2_1493	0.0035852169803798	L2	1961.0	K21105	E3.1.1.102; mono(ethylene terephthalate) hydrolase [EC:3.1.1.102]
L2_74	0.0034446927617935	L2	91.0	K05770	TSPO, BZRP; translocator protein
L2_2818	0.003443277713025	L2	3439.0	K09907	K09907; uncharacterized protein
L2_1212	0.0033898841091073	L2	1680.0	K07192	FLOT; flotillin
L2_2590	0.0033678734757606	L2	3156.0	K02277	coxD, ctaF; cytochrome c oxidase subunit IV [EC:1.9.3.1]
L2_1679	0.0032883167656975	L2	2152.0	K19736	aefR; TetR/AcrR family transcriptional regulator, regulator of autoinduction and epiphytic fitness
L2_137	0.0031247807749053	L2	171.0	K01507	ppa; inorganic pyrophosphatase [EC:3.6.1.1]
L2_75	0.003113153049144	L2	92.0	K01669	phrB; deoxyribodipyrimidine photo-lyase [EC:4.1.99.3]
L2_COG_V	0.0030895133326673	L2			
L2_945	0.0030858752619789	L2	1304.0	K02398	flgM; negative regulator of flagellin synthesis FlgM
L2_2218	0.0030839895069082	L2	2712.0	K15975	K15975; glyoxalase family protein
L2_63	0.0030447243132931	L2	80.0	K07666	qseB; two-component system, OmpR family, response regulator QseB
L2_707	0.0030138957291508	L2	1009.0	K01768	E4.6.1.1; adenylate cyclase [EC:4.6.1.1]
L2_1795	0.00301029702048	L2	2268.0	K07225	hmuS; putative hemin transport protein
L0_order_Burkholderiales	0.0029979111946768	L0			
L2_COG_H	0.002997586675977	L2			
L2_2919	0.0029956797722306	L2	3552.0	K07751	pepB; PepB aminopeptidase [EC:3.4.11.23]
L2_COG_U	0.0029390003233853	L2			
L0_guild_3	0.00286249380981	L0			
L2_2414	0.0028373605348356	L2	2951.0	K00975	glgC; glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]
L2_813	0.0028293005303259	L2	1160.0	K04079	HSP90A, htpG; molecular chaperone HtpG
L2_368	0.002825047562866	L2	507.0	K00677	lpxA; UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]
L2_119	0.0028043649914096	L2	143.0	K06889	K06889; uncharacterized protein
L2_2126	0.0027823810871316	L2	2617.0	K08990	ycjF; putative membrane protein
L2_959	0.0027786846569541	L2	1323.0	K01811	xylS, yicI; alpha-D-xyloside xylohydrolase [EC:3.2.1.177]
L2_548	0.0027764822660692	L2	797.0	K01659	prpC; 2-methylcitrate synthase [EC:2.3.3.5]
L2_1980	0.0027548762221371	L2	2454.0	K16877	hmfA; 2-furoyl-CoA dehydrogenase large subunit [EC:1.3.99.8]
L2_2233	0.0026796165167203	L2	2731.0	K16047	hsaA; 3-hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione monooxygenase [EC:1.14.14.12]
L2_545	0.0026652148306495	L2	793.0	K03387	ahpF; alkyl hydroperoxide reductase subunit F [EC:1.6.4.-]
L2_3010	0.0026449488954458	L2	3669.0	K00634	ptb; phosphate butyryltransferase [EC:2.3.1.19]
L2_1090	0.0026190555350406	L2	1514.0	K00857	tdk, TK; thymidine kinase [EC:2.7.1.21]
L2_2897	0.0026049630712047	L2	3525.0	K18676	gspK; glucosamine kinase [EC:2.7.1.8]
L2_1481	0.002592914679139	L2	1949.0	K17317	gtsC, glcG; glucose/mannose transport system permease protein
L2_364	0.0025689787128425	L2	498.0	K03592	pmbA; PmbA protein
L2_27	0.0025513775058134	L2	40.0	K04047	dps; starvation-inducible DNA-binding protein
L2_320	0.0025489866785264	L2	407.0	K06596	chpA; chemosensory pili system protein ChpA (sensor histidine kinase/response regulator)
L2_2278	0.0025091998777637	L2	2782.0	K01685	uxaA; altronate hydrolase [EC:4.2.1.7]
L2_1575	0.0024811614348348	L2	2048.0	K03154	thiS; sulfur carrier protein
L2_1145	0.0024810862025983	L2	1590.0	K07018	K07018; uncharacterized protein
L2_2201	0.002464690001501	L2	2695.0	K07393	ECM4, yqjG; glutathionyl-hydroquinone reductase [EC:1.8.5.7]
L2_286	0.0024527740555221	L2	364.0	K03625	nusB; N utilization substance protein B
L2_1072	0.0024495570472619	L2	1485.0	K14260	alaA; alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2]
L2_2762	0.0024114524797484	L2	3376.0	K14153	thiDE; hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.1.49 2.7.4.7 2.5.1.3]
L2_COG_T	0.0023737300207908	L2			
L2_964	0.0023679669896952	L2	1328.0	K09964	K09964; uncharacterized protein
L2_COG_E	0.0023615823741161	L2			
L2_11	0.0023580030208654	L2	20.0	K07019	K07019; uncharacterized protein
L2_619	0.0023389818008058	L2	895.0	K00963	UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]
L2_69	0.0023336419847133	L2	86.0	K03098	APOD; apolipoprotein D and lipocalin family protein
L2_COG_F	0.0022228452502161	L2			
L2_711	0.0022172145614439	L2	1018.0	K03772	fkpA; FKBP-type peptidyl-prolyl cis-trans isomerase FkpA [EC:5.2.1.8]
L2_375	0.0022169672354207	L2	529.0	K04764	ihfA, himA; integration host factor subunit alpha
L2_837	0.0021978282340107	L2	1184.0	K06197	chaB; cation transport regulator
L2_408	0.0021973048520174	L2	575.0	K01070	frmB, ESD, fghA; S-formylglutathione hydrolase [EC:3.1.2.12]
L0_guild_2	0.0021719907920061	L0			
L2_6912	0.0021173241529314	L2			
L2_40	0.0020946091198257	L2	54.0	K08995	K08995; putative membrane protein
L2_2172	0.0020698758223186	L2	2664.0	K07270	K07270; glycosyl transferase, family 25
L2_235	0.0020698360876243	L2	293.0	K12524	thrA; bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3]
L2_372	0.0020150980119714	L2	520.0	K00990	glnD; [protein-PII] uridylyltransferase [EC:2.7.7.59]
L2_1188	0.0020142033630325	L2	1656.0	K02379	fdhD; FdhD protein
L2_50	0.002000435876693	L2	67.0	K03446	emrB; MFS transporter, DHA2 family, multidrug resistance protein
L2_3	0.0019157068677412	L2	7.0	K03559	exbD; biopolymer transport protein ExbD
L2_804	0.0019011255992576	L2	1147.0	K07733	alpA; prophage regulatory protein
L2_668	0.0018715038486741	L2	960.0	K12071	traD; conjugal transfer pilus assembly protein TraD
L2_1856	0.001868652961978	L2	2329.0	K07402	xdhC; xanthine dehydrogenase accessory factor
L2_28	0.0018552312050487	L2	41.0	K07118	K07118; uncharacterized protein
L2_206	0.0018073297042894	L2	259.0	K00067	rfbD, rmlD; dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]
L2_3011	0.0017705854162621	L2	3670.0	K18303	mexK; multidrug efflux pump
L2_1174	0.0017444224159114	L2	1636.0	K02027	ABC.MS.S; multiple sugar transport system substrate-binding protein
L2_304	0.0017203603427552	L2	384.0	K03789	rimI; ribosomal-protein-alanine N-acetyltransferase [EC:2.3.1.128]
L2_1632	0.0016605547687506	L2	2105.0	K15358	ena; enamidase [EC:3.5.2.18]
L2_1468	0.0016352751177524	L2	1936.0	K01799	nicE, maiA; maleate isomerase [EC:5.2.1.1]
L2_2566	0.0016068988915655	L2	3123.0	K20529	trbD; type IV secretion system protein TrbD
L2_551	0.001491678207384	L2	800.0	K00060	tdh; threonine 3-dehydrogenase [EC:1.1.1.103]
L2_1364	0.0014829530539873	L2	1832.0	K07262	pbpG; serine-type D-Ala-D-Ala endopeptidase (penicillin-binding protein 7) [EC:3.4.21.-]
L2_1471	0.0014736807080579	L2	1939.0	K03147	thiC; phosphomethylpyrimidine synthase [EC:4.1.99.17]
L2_1853	0.0014145253767971	L2	2326.0	K02083	allC; allantoate deiminase [EC:3.5.3.9]
L2_366	0.0013900053199602	L2	500.0	K00795	ispA; farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]
L2_2879	0.001290112409931	L2	3506.0	K01200	pulA; pullulanase [EC:3.2.1.41]
L2_869	0.0012636221835682	L2	1220.0	K00373	narJ, narW; nitrate reductase molybdenum cofactor assembly chaperone NarJ/NarW
L2_397	0.0012597191042139	L2	559.0	K03808	pqiA; paraquat-inducible protein A
L2_1052	0.001238102741828	L2	1457.0	K01807	rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]
L2_1708	0.0012145706251575	L2	2181.0	K06929	K06929; uncharacterized protein
L2_COG_N	0.0012116123970372	L2			
L2_978	0.0011927412427157	L2	1347.0	K03092	rpoN; RNA polymerase sigma-54 factor
L2_59	0.0011244095227786	L2	76.0	K04772	degQ, hhoA; serine protease DegQ [EC:3.4.21.-]
L2_1999	0.0011201657667781	L2	2473.0	K01610	E4.1.1.49, pckA; phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]
L2_COG_G	0.0010643108163707	L2			
L2_2888	0.0010601990298971	L2	3516.0	K14187	tyrA; chorismate mutase / prephenate dehydrogenase [EC:5.4.99.5 1.3.1.12]
L2_2365	0.0010244158221617	L2	2888.0	K05375	mbtH, nocI; MbtH protein
L2_COG_Q	0.0010221042631102	L2			
L2_300	0.0009747739296844	L2	378.0	K07823	pcaF; 3-oxoadipyl-CoA thiolase [EC:2.3.1.174]
L2_99	0.0009516918379786	L2	119.0	K09902	K09902; uncharacterized protein
L2_900	0.0008425695665424	L2	1259.0	K03408	cheW; purine-binding chemotaxis protein CheW
L2_3839	0.0008213034378054	L2	5120.0	K11615	malR; two-component system, CitB family, response regulator MalR
L2_2000	0.0008123754169494	L2	2474.0	K00867	coaA; type I pantothenate kinase [EC:2.7.1.33]
L2_236	0.0008077210535931	L2	294.0	K06901	pbuG; putative MFS transporter, AGZA family, xanthine/uracil permease
L2_1554	0.0007235046773221	L2	2022.0	K09913	K09913; uncharacterized protein
L2_2486	0.0007089610874521	L2	3033.0	K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]
L2_413	0.0007018392790242	L2	580.0	K01479	hutG; formiminoglutamase [EC:3.5.3.8]
L2_205	0.0006990909444095	L2	258.0	K16011	algA, xanB, rfbA, wbpW, pslB; mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase [EC:2.7.7.13 5.3.1.8]
L2_51	0.0006358529732575	L2	68.0	K03543	emrA; membrane fusion protein, multidrug efflux system
L2_296	0.0006239376184393	L2	374.0	K01039	gctA; glutaconate CoA-transferase, subunit A [EC:2.8.3.12]
L2_146	0.0006091860205669	L2	183.0	K01845	hemL; glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]
L2_4981	0.0006022221429944	L2			
L2_2178	0.0005955573768769	L2	2670.0	K15553	ssuA; sulfonate transport system substrate-binding protein
L2_4035	0.0005915823911304	L2	6008.0	K11912	ppkA; serine/threonine-protein kinase PpkA [EC:2.7.11.1]
L2_3021	0.0005842170569781	L2	3681.0	K18296	mexD; multidrug efflux pump
L2_2545	0.0005796675387468	L2	3099.0	K00018	hprA; glycerate dehydrogenase [EC:1.1.1.29]
L2_841	0.0005352529320014	L2	1189.0	K07497	K07497; putative transposase
L2_222	0.0004337456277818	L2	278.0	K03744	lemA; LemA protein
L2_654	0.0003906753442265	L2	944.0	K12072	traH; conjugative transfer pilus assembly protein TraH
L2_107	0.0002625748939386	L2	128.0	K01531	mgtA, mgtB; Mg2+-importing ATPase [EC:3.6.3.2]
L2_606	0.0001689970287206	L2	879.0	K17713	bamB; outer membrane protein assembly factor BamB
L2_458	0.0001638056695317	L2	651.0	K07115	rlmJ; 23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]
L2_3568	0.0	L2	4536.0	K07452	mcrB; 5-methylcytosine-specific restriction enzyme B [EC:3.1.21.-]
L2_3569	0.0	L2	4537.0	K19147	mcrC; 5-methylcytosine-specific restriction enzyme subunit McrC
L2_3570	0.0	L2	4541.0	K09779	K09779; uncharacterized protein
L2_3571	0.0	L2	4542.0	K19776	dgoR; GntR family transcriptional regulator, galactonate operon transcriptional repressor
L2_3567	0.0	L2	4535.0	K11913	fha1; type VI secretion system protein
L2_3587	0.0	L2	4580.0	K00835	avtA; valine--pyruvate aminotransferase [EC:2.6.1.66]
L2_4009	0.0	L2	5916.0	K19345	nirF; protein NirF
L2_3586	0.0	L2	4576.0	K08093	hxlA; 3-hexulose-6-phosphate synthase [EC:4.1.2.43]
L2_3585	0.0	L2	4575.0	K03078	ulaD, sgaH, sgbH; 3-dehydro-L-gulonate-6-phosphate decarboxylase [EC:4.1.1.85]
L2_3573	0.0	L2	4546.0	K11922	mngR, farR; GntR family transcriptional regulator, mannosyl-D-glycerate transport/metabolism system repressor
L2_3576	0.0	L2	4552.0	K07686	uhpA; two-component system, NarL family, uhpT operon response regulator UhpA
L2_3577	0.0	L2	4555.0	K16346	xanQ; xanthine permease XanQ
L2_3583	0.0	L2	4572.0	K02799	PTS-Mtl-EIIB, mtlA, cmtA; PTS system, mannitol-specific IIB component [EC:2.7.1.197]
L2_3582	0.0	L2	4571.0	K02798	PTS-Mtl-EIIA, mtlA, cmtB; PTS system, mannitol-specific IIA component [EC:2.7.1.197]
L2_3578	0.0	L2	4556.0	K14623	dinD; DNA-damage-inducible protein D
L2_3579	0.0	L2	4557.0	K02848	waaP, rfaP; heptose I phosphotransferase [EC:2.7.1.-]
L2_3580	0.0	L2	4566.0	K12981	waaZ, rfaZ; KDO transferase III [EC:2.4.99.-]
L2_3581	0.0	L2	4570.0	K02562	mtlR; mannitol operon repressor
L2_3572	0.0	L2	4545.0	K03482	yidP; GntR family transcriptional regulator, glv operon transcriptional regulator
L2_3524	0.0	L2	4465.0	K08324	sad; succinate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.24]
L2_3525	0.0	L2	4466.0	K09474	phoN; acid phosphatase (class A) [EC:3.1.3.2]
L2_3526	0.0	L2	4467.0	K06135	pqqA; pyrroloquinoline quinone biosynthesis protein A
L2_3527	0.0	L2	4468.0	K00394	aprA; adenylylsulfate reductase, subunit A [EC:1.8.99.2]
L2_3531	0.0	L2	4481.0	K16516	galR; LysR family transcriptional regulator, regulator for genes of the gallate degradation pathway
L2_3532	0.0	L2	4482.0	K16514	galD; 4-oxalomesaconate tautomerase [EC:5.3.2.8]
L2_3533	0.0	L2	4483.0	K18235	vgb; virginiamycin B lyase [EC:4.2.99.-]
L2_3535	0.0	L2	4486.0	K10038	glnQ; glutamine transport system ATP-binding protein [EC:3.6.3.-]
L2_3536	0.0	L2	4487.0	K10037	glnP; glutamine transport system permease protein
L2_3537	0.0	L2	4488.0	K17245	chiF; putative chitobiose transport system permease protein
L2_3538	0.0	L2	4489.0	K01455	E3.5.1.49; formamidase [EC:3.5.1.49]
L2_3539	0.0	L2	4490.0	K00899	mtnK; 5-methylthioribose kinase [EC:2.7.1.100]
L2_3540	0.0	L2	4491.0	K19813	gdh; glucose dehydrogenase [EC:1.1.5.9]
L2_3541	0.0	L2	4492.0	K10674	ectD; ectoine hydroxylase [EC:1.14.11.55]
L2_3542	0.0	L2	4493.0	K19837	atzE; biuret amidohydrolase [EC:3.5.1.84]
L2_3550	0.0	L2	4506.0	K05713	mhpB; 2,3-dihydroxyphenylpropionate 1,2-dioxygenase [EC:1.13.11.16]
L2_3544	0.0	L2	4495.0	K17736	cdhR; AraC family transcriptional regulator, carnitine catabolism transcriptional activator
L2_3545	0.0	L2	4497.0	K18277	tmm; trimethylamine monooxygenase [EC:1.14.13.148]
L2_3546	0.0	L2	4498.0	K09190	K09190; uncharacterized protein
L2_3547	0.0	L2	4503.0	K03220	yscD, sctD; type III secretion protein D
L2_3548	0.0	L2	4504.0	K00021	HMGCR; hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34]
L2_4008	0.0	L2	5915.0	K19344	nirC; cytochrome c55X
L2_3551	0.0	L2	4508.0	K00483	hpaB; 4-hydroxyphenylacetate 3-monooxygenase [EC:1.14.14.9]
L2_4010	0.0	L2	5917.0	K19640	hypX, hoxX; putative two-component system protein, hydrogenase maturation factor HypX/HoxX
L2_3552	0.0	L2	4509.0	K14534	abfD; 4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase [EC:4.2.1.120 5.3.3.3]
L2_3561	0.0	L2	4526.0	K02352	drp35; lactonase [EC:3.1.1.-]
L2_3562	0.0	L2	4529.0	K17206	xltB; putative xylitol transport system permease protein
L2_3563	0.0	L2	4530.0	K16710	wcaK, amsJ; colanic acid/amylovoran biosynthesis protein
L2_3564	0.0	L2	4532.0	K11004	hlyB, cyaB; ATP-binding cassette, subfamily B, bacterial HlyB/CyaB
L2_3565	0.0	L2	4533.0	K15782	doeX; Lrp/AsnC family transcriptional regulator, regulator of ectoine-degradation genes
L2_3566	0.0	L2	4534.0	K07169	K07169; FHA domain-containing protein
L2_3543	0.0	L2	4494.0	K17225	soxC; sulfane dehydrogenase subunit SoxC
