metabolite	KO	r	p	ko_desc
uridine-5'-monophosphate	K05685	0.9999999999999999	0.0	macrolide transport system ATP-binding/permease protein 
uridine-5'-monophosphate	K06160	0.9999999999999999	0.0	putative ATP-binding cassette transporter
uridine-5'-monophosphate	K06985	0.9999999999999999	0.0	aspartyl protease family protein
uridine-5'-monophosphate	K08160	-0.9999999999999999	0.0	MFS transporter, DHA1 family, multidrug/chloramphenicol efflux transport protein
uridine-5'-monophosphate	K09815	0.9999999999999999	0.0	zinc transport system substrate-binding protein
uridine-5'-monophosphate	K10531	0.9999999999999999	0.0	L-ornithine N5-oxygenase 
uridine-5'-monophosphate	K11208	0.9999999999999999	0.0	GST-like protein
uridine-5'-monophosphate	K13888	0.9999999999999999	0.0	macrolide-specific efflux protein MacA
uridine-5'-monophosphate	K14155	0.9999999999999999	0.0	cystathione beta-lyase 
valine	K00661	1.0	0.0	maltose O-acetyltransferase 
valine	K00721	-0.7071067811865476	0.11611652351681565	dolichol-phosphate mannosyltransferase 
valine	K01003	-0.7071067811865477	0.11611652351681548	carboxyvinyl-carboxyphosphonate phosphorylmutase 
valine	K01712	0.7071067811865477	0.11611652351681548	urocanate hydratase 
valine	K02057	-0.7071067811865477	0.11611652351681548	simple sugar transport system permease protein
valine	K04047	-0.7071067811865477	0.11611652351681548	starvation-inducible DNA-binding protein
valine	K07218	-0.7071067811865476	0.11611652351681565	nitrous oxidase accessory protein
valine	K07491	-0.7071067811865476	0.11611652351681565	putative transposase
valine	K11688	-0.7071067811865476	0.11611652351681565	C4-dicarboxylate-binding protein DctP
valine	K11901	-0.7071067811865477	0.11611652351681548	type VI secretion system protein ImpB
valine	K13016	-0.7071067811865476	0.11611652351681565	UDP-D-GlcNAcA oxidase 
valine	K13017	-0.7071067811865476	0.11611652351681565	UDP-3-keto-D-GlcNAcA aminotransferase 
valine	K13018	-0.7071067811865476	0.11611652351681565	UDP-D-GlcNAc3NA acetyltransferase 
valine	K13655	-0.7071067811865476	0.11611652351681565	HTH-type transcriptional regulator / antitoxin for MqsR toxin
