metabolite	KO	r	p	ko_desc
lumichrome	K07089	-0.7071067811865476	0.11611652351681565	
lumichrome	K07154	-0.7071067811865476	0.11611652351681565	
lumichrome	K07677	-0.7071067811865476	0.11611652351681565	two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC 
lumichrome	K07787	0.9999999999999997	2.958228394578794e-31	Cu(I)/Ag(I) efflux system membrane protein CusA
lumichrome	K07798	0.9999999999999997	2.958228394578794e-31	Cu(I)/Ag(I) efflux system membrane protein CusB
lumichrome	K07810	0.9999999999999997	2.958228394578794e-31	Cu(I)/Ag(I) efflux system periplasmic protein CusF
lumichrome	K11890	-0.9999999999999999	0.0	type VI secretion system protein ImpM
lumichrome	K11931	-0.9999999999999999	0.0	biofilm PGA synthesis lipoprotein PgaB 
lumichrome	K11935	-0.9999999999999999	0.0	biofilm PGA synthesis protein PgaA
lumichrome	K11936	-0.9999999999999999	0.0	biofilm PGA synthesis N-glycosyltransferase PgaC 
lumichrome	K11937	-0.9999999999999999	0.0	biofilm PGA synthesis protein PgaD
lumichrome	K13747	-0.7071067811865476	0.11611652351681565	carboxynorspermidine decarboxylase 
lumichrome	K13926	-0.9999999999999999	0.0	ribosome-dependent ATPase
lysine	K00831	1.0	0.0	phosphoserine aminotransferase 
lysine	K01141	-0.7071067811865477	0.11611652351681548	exodeoxyribonuclease I 
lysine	K01611	0.7071067811865477	0.11611652351681548	S-adenosylmethionine decarboxylase 
lysine	K01706	1.0	0.0	glucarate dehydratase 
lysine	K01711	0.7071067811865477	0.11611652351681548	GDPmannose 4,6-dehydratase 
lysine	K01761	-0.7071067811865477	0.11611652351681548	methionine-gamma-lyase 
lysine	K02038	1.0	0.0	phosphate transport system permease protein
lysine	K02363	-0.7071067811865477	0.11611652351681548	enterobactin 2,3-dihydroxybenzoate-AMP ligase / S-dihydroxybenzoyltransferase 
lysine	K02445	1.0	0.0	MFS transporter, OPA family, glycerol-3-phosphate transporter
lysine	K02652	0.7071067811865477	0.11611652351681548	type IV pilus assembly protein PilB
lysine	K02668	1.0	0.0	two-component system, NtrC family, sensor histidine kinase PilS 
lysine	K03606	0.7071067811865477	0.11611652351681548	putative colanic acid biosysnthesis UDP-glucose lipid carrier transferase
lysine	K03760	0.7071067811865477	0.11611652351681548	phosphoethanolamine transferase
lysine	K06986	1.0	0.0	
lysine	K06991	1.0	0.0	
lysine	K07089	-0.7071067811865477	0.11611652351681548	
lysine	K07154	-0.7071067811865477	0.11611652351681548	
lysine	K07184	0.7071067811865477	0.11611652351681548	SH3 domain protein
lysine	K07230	0.7071067811865477	0.11611652351681548	
lysine	K07403	0.7071067811865477	0.11611652351681548	membrane-bound serine protease (ClpP class)
lysine	K07677	-0.7071067811865477	0.11611652351681548	two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC 
lysine	K13747	-0.7071067811865477	0.11611652351681548	carboxynorspermidine decarboxylase 
lysine	K14335	1.0	0.0	alpha-1,6-mannosyltransferase 
maleic acid	K00355	0.9999999999999999	0.0	NAD(P)H dehydrogenase (quinone) 
maleic acid	K03181	0.9999999999999999	0.0	chorismate--pyruvate lyase 
maleic acid	K06199	0.9999999999999999	0.0	CrcB protein
maleic acid	K06214	-0.9999999999999999	0.0	curli production assembly/transport component CsgG
maleic acid	K06917	0.9999999999999999	0.0	tRNA 2-selenouridine synthase 
maleic acid	K09690	0.9999999999999999	0.0	lipopolysaccharide transport system permease protein
maleic acid	K09691	0.9999999999999999	0.0	lipopolysaccharide transport system ATP-binding protein
methionine	K01141	0.7071067811865477	0.11611652351681548	exodeoxyribonuclease I 
methionine	K01611	-0.7071067811865476	0.11611652351681565	S-adenosylmethionine decarboxylase 
methionine	K01761	0.7071067811865476	0.11611652351681565	methionine-gamma-lyase 
methionine	K02652	-0.7071067811865477	0.11611652351681548	type IV pilus assembly protein PilB
methionine	K03606	-0.7071067811865476	0.11611652351681565	putative colanic acid biosysnthesis UDP-glucose lipid carrier transferase
methionine	K07154	0.7071067811865476	0.11611652351681565	
methionine	K07230	-0.7071067811865477	0.11611652351681548	
methionine	K07334	-0.7071067811865476	0.11611652351681565	proteic killer suppression protein
methionine	K08482	1.0	0.0	circadian clock protein KaiC
methionine	K11916	-0.7071067811865476	0.11611652351681565	serine/threonine-protein kinase Stk1 
methionine	K12988	0.7071067811865476	0.11611652351681565	alpha-1,3-rhamnosyltransferase 
methionine	K13747	0.7071067811865476	0.11611652351681565	carboxynorspermidine decarboxylase 
myo-inositol	K00370	-0.7071067811865476	0.11611652351681565	nitrate reductase 1, alpha subunit 
myo-inositol	K00371	-0.7071067811865476	0.11611652351681565	nitrate reductase 1, beta subunit 
myo-inositol	K00373	-0.7071067811865476	0.11611652351681565	nitrate reductase 1, delta subunit 
myo-inositol	K00374	-0.7071067811865476	0.11611652351681565	nitrate reductase 1, gamma subunit 
myo-inositol	K00721	-0.7071067811865476	0.11611652351681565	dolichol-phosphate mannosyltransferase 
myo-inositol	K00831	-0.7071067811865477	0.11611652351681548	phosphoserine aminotransferase 
myo-inositol	K01141	1.0	0.0	exodeoxyribonuclease I 
myo-inositol	K01153	0.7071067811865476	0.11611652351681565	type I restriction enzyme, R subunit 
myo-inositol	K01654	0.7071067811865477	0.11611652351681548	N-acetylneuraminate synthase 
myo-inositol	K01706	-0.7071067811865477	0.11611652351681548	glucarate dehydratase 
myo-inositol	K01712	0.7071067811865477	0.11611652351681548	urocanate hydratase 
myo-inositol	K02026	-0.7071067811865476	0.11611652351681565	multiple sugar transport system permease protein
myo-inositol	K02038	-0.7071067811865477	0.11611652351681548	phosphate transport system permease protein
myo-inositol	K02305	-0.7071067811865476	0.11611652351681565	nitric oxide reductase, cytochrome c-containing subunit II
myo-inositol	K02445	-0.7071067811865477	0.11611652351681548	MFS transporter, OPA family, glycerol-3-phosphate transporter
myo-inositol	K02652	-1.0	0.0	type IV pilus assembly protein PilB
myo-inositol	K02668	-0.7071067811865477	0.11611652351681548	two-component system, NtrC family, sensor histidine kinase PilS 
myo-inositol	K06986	-0.7071067811865477	0.11611652351681548	
myo-inositol	K06991	-0.7071067811865477	0.11611652351681548	
myo-inositol	K07025	0.7071067811865476	0.11611652351681565	putative hydrolase of the HAD superfamily
myo-inositol	K07218	-0.7071067811865476	0.11611652351681565	nitrous oxidase accessory protein
myo-inositol	K07230	-1.0	0.0	
myo-inositol	K07491	-0.7071067811865476	0.11611652351681565	putative transposase
myo-inositol	K07673	-0.7071067811865476	0.11611652351681565	two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX 
myo-inositol	K08482	0.7071067811865477	0.11611652351681548	circadian clock protein KaiC
myo-inositol	K09943	-0.7071067811865476	0.11611652351681565	hypothetical protein
myo-inositol	K11901	-0.7071067811865477	0.11611652351681548	type VI secretion system protein ImpB
myo-inositol	K14335	-0.7071067811865477	0.11611652351681548	alpha-1,6-mannosyltransferase 
myristic acid	K00372	-1.0	0.0	nitrate reductase catalytic subunit 
myristic acid	K02025	-1.0	0.0	multiple sugar transport system permease protein
myristic acid	K02674	-1.0	0.0	type IV pilus assembly protein PilY1
myristic acid	K02769	-1.0	0.0	PTS system, fructose-specific IIB component 
myristic acid	K02770	-1.0	0.0	PTS system, fructose-specific IIC component
myristic acid	K07183	-1.0	0.0	response regulator NasT
myristic acid	K09969	-1.0	0.0	general L-amino acid transport system substrate-binding protein
nicotinate	K00355	0.9999999999999999	0.0	NAD(P)H dehydrogenase (quinone) 
nicotinate	K03181	0.9999999999999999	0.0	chorismate--pyruvate lyase 
nicotinate	K06199	0.9999999999999999	0.0	CrcB protein
nicotinate	K06214	-0.9999999999999999	0.0	curli production assembly/transport component CsgG
nicotinate	K06917	0.9999999999999999	0.0	tRNA 2-selenouridine synthase 
nicotinate	K09690	0.9999999999999999	0.0	lipopolysaccharide transport system permease protein
nicotinate	K09691	0.9999999999999999	0.0	lipopolysaccharide transport system ATP-binding protein
ornithine	K00661	0.7071067811865476	0.11611652351681565	maltose O-acetyltransferase 
ornithine	K01141	0.7071067811865476	0.11611652351681565	exodeoxyribonuclease I 
ornithine	K02652	-0.7071067811865476	0.11611652351681565	type IV pilus assembly protein PilB
ornithine	K07230	-0.7071067811865476	0.11611652351681565	
ornithine	K07334	-0.7071067811865476	0.11611652351681565	proteic killer suppression protein
ornithine	K11901	-0.9999999999999999	0.0	type VI secretion system protein ImpB
ornithine	K11916	-0.7071067811865476	0.11611652351681565	serine/threonine-protein kinase Stk1 
pantothenic acid	K01141	-0.7071067811865476	0.11611652351681565	exodeoxyribonuclease I 
pantothenic acid	K01654	-1.0	0.0	N-acetylneuraminate synthase 
pantothenic acid	K01711	0.7071067811865476	0.11611652351681565	GDPmannose 4,6-dehydratase 
pantothenic acid	K02026	0.9999999999999998	7.395570986446986e-32	multiple sugar transport system permease protein
pantothenic acid	K02616	-0.7071067811865476	0.11611652351681565	phenylacetic acid degradation operon negative regulatory protein
pantothenic acid	K02652	0.7071067811865476	0.11611652351681565	type IV pilus assembly protein PilB
pantothenic acid	K07184	0.7071067811865476	0.11611652351681565	SH3 domain protein
pantothenic acid	K07230	0.7071067811865476	0.11611652351681565	
pantothenic acid	K07403	0.7071067811865476	0.11611652351681565	membrane-bound serine protease (ClpP class)
proline	K01194	-0.9999999999999999	0.0	alpha,alpha-trehalase 
proline	K01531	0.9999999999999999	0.0	Mg2+-importing ATPase 
proline	K01579	0.9999999999999999	0.0	aspartate 1-decarboxylase 
proline	K01720	0.9999999999999999	0.0	2-methylcitrate dehydratase 
proline	K02041	-0.9999999999999999	0.0	phosphonate transport system ATP-binding protein
proline	K02042	-0.9999999999999999	0.0	phosphonate transport system permease protein
proline	K02044	-0.9999999999999999	0.0	phosphonate transport system substrate-binding protein
proline	K02441	0.9999999999999999	0.0	GlpG protein
proline	K03224	-0.9999999999999999	0.0	ATP synthase in type III secretion protein SctN 
proline	K03502	-0.9999999999999999	0.0	DNA polymerase V
proline	K03635	0.9999999999999999	0.0	molybdopterin synthase catalytic subunit 
proline	K05597	0.9999999999999999	0.0	glutamin-(asparagin-)ase 
proline	K05789	-0.9999999999999999	0.0	chain length determinant protein (polysaccharide antigen chain regulator)
proline	K06159	-0.9999999999999999	0.0	putative ATP-binding cassette transporter
proline	K06950	0.9999999999999999	0.0	uncharacterized protein
proline	K07391	0.9999999999999999	0.0	magnesium chelatase family protein
proline	K08978	0.9999999999999999	0.0	putative membrane protein
proline	K11177	-0.9999999999999999	0.0	xanthine dehydrogenase YagR molybdenum-binding subunit 
proline	K11178	-0.9999999999999999	0.0	xanthine dehydrogenase YagS FAD-binding subunit 
proline	K11811	0.9999999999999999	0.0	arsenical resistance protein ArsH
proline	K12251	0.9999999999999999	0.0	N-carbamoylputrescine amidase 
proline	K13255	-0.9999999999999999	0.0	ferric iron reductase protein FhuF
pyridoxine	K00355	-0.9999999999999999	0.0	NAD(P)H dehydrogenase (quinone) 
pyridoxine	K03181	-0.9999999999999999	0.0	chorismate--pyruvate lyase 
pyridoxine	K06199	-0.9999999999999999	0.0	CrcB protein
pyridoxine	K06214	0.9999999999999999	0.0	curli production assembly/transport component CsgG
pyridoxine	K06917	-0.9999999999999999	0.0	tRNA 2-selenouridine synthase 
pyridoxine	K09690	-0.9999999999999999	0.0	lipopolysaccharide transport system permease protein
pyridoxine	K09691	-0.9999999999999999	0.0	lipopolysaccharide transport system ATP-binding protein
riboflavin	K00370	-0.9999999999999999	0.0	nitrate reductase 1, alpha subunit 
riboflavin	K00371	-0.9999999999999999	0.0	nitrate reductase 1, beta subunit 
riboflavin	K00373	-0.9999999999999999	0.0	nitrate reductase 1, delta subunit 
riboflavin	K00374	-0.9999999999999999	0.0	nitrate reductase 1, gamma subunit 
riboflavin	K01141	0.7071067811865476	0.11611652351681565	exodeoxyribonuclease I 
riboflavin	K01153	0.9999999999999997	2.958228394578794e-31	type I restriction enzyme, R subunit 
riboflavin	K02305	-0.9999999999999999	0.0	nitric oxide reductase, cytochrome c-containing subunit II
riboflavin	K02616	0.7071067811865476	0.11611652351681565	phenylacetic acid degradation operon negative regulatory protein
riboflavin	K02652	-0.7071067811865476	0.11611652351681565	type IV pilus assembly protein PilB
riboflavin	K03427	0.7071067811865476	0.11611652351681565	type I restriction enzyme M protein 
riboflavin	K07025	0.9999999999999997	2.958228394578794e-31	putative hydrolase of the HAD superfamily
riboflavin	K07230	-0.7071067811865476	0.11611652351681565	
riboflavin	K07673	-0.9999999999999999	0.0	two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX 
riboflavin	K09943	-0.9999999999999999	0.0	hypothetical protein
riboflavin	K12988	0.7071067811865476	0.11611652351681565	alpha-1,3-rhamnosyltransferase 
salicylate	K00370	-0.7071067811865476	0.11611652351681565	nitrate reductase 1, alpha subunit 
salicylate	K00371	-0.7071067811865476	0.11611652351681565	nitrate reductase 1, beta subunit 
salicylate	K00373	-0.7071067811865476	0.11611652351681565	nitrate reductase 1, delta subunit 
salicylate	K00374	-0.7071067811865476	0.11611652351681565	nitrate reductase 1, gamma subunit 
salicylate	K00721	-0.7071067811865476	0.11611652351681565	dolichol-phosphate mannosyltransferase 
salicylate	K01003	-0.7071067811865477	0.11611652351681548	carboxyvinyl-carboxyphosphonate phosphorylmutase 
salicylate	K01153	0.7071067811865476	0.11611652351681565	type I restriction enzyme, R subunit 
salicylate	K01712	0.7071067811865477	0.11611652351681548	urocanate hydratase 
salicylate	K01971	-0.7071067811865476	0.11611652351681565	DNA ligase (ATP) 
salicylate	K02305	-0.7071067811865476	0.11611652351681565	nitric oxide reductase, cytochrome c-containing subunit II
salicylate	K02361	0.7071067811865476	0.11611652351681565	isochorismate synthase 
salicylate	K03427	1.0	0.0	type I restriction enzyme M protein 
salicylate	K04047	-0.7071067811865477	0.11611652351681548	starvation-inducible DNA-binding protein
salicylate	K07025	0.7071067811865476	0.11611652351681565	putative hydrolase of the HAD superfamily
salicylate	K07218	-0.7071067811865476	0.11611652351681565	nitrous oxidase accessory protein
salicylate	K07491	-0.7071067811865476	0.11611652351681565	putative transposase
salicylate	K07673	-0.7071067811865476	0.11611652351681565	two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX 
salicylate	K09943	-0.7071067811865476	0.11611652351681565	hypothetical protein
salicylate	K11740	-0.7071067811865477	0.11611652351681548	bacteriophage N4 adsorption protein B
sarcosine	K00661	0.7071067811865477	0.11611652351681548	maltose O-acetyltransferase 
sarcosine	K00721	-1.0	0.0	dolichol-phosphate mannosyltransferase 
sarcosine	K01141	0.7071067811865477	0.11611652351681548	exodeoxyribonuclease I 
sarcosine	K01712	1.0	0.0	urocanate hydratase 
sarcosine	K02363	0.7071067811865477	0.11611652351681548	enterobactin 2,3-dihydroxybenzoate-AMP ligase / S-dihydroxybenzoyltransferase 
sarcosine	K02652	-0.7071067811865477	0.11611652351681548	type IV pilus assembly protein PilB
sarcosine	K03427	0.7071067811865477	0.11611652351681548	type I restriction enzyme M protein 
sarcosine	K03760	-0.7071067811865477	0.11611652351681548	phosphoethanolamine transferase
sarcosine	K07089	0.7071067811865477	0.11611652351681548	
sarcosine	K07218	-1.0	0.0	nitrous oxidase accessory protein
sarcosine	K07230	-0.7071067811865477	0.11611652351681548	
sarcosine	K07491	-1.0	0.0	putative transposase
sarcosine	K07677	0.7071067811865477	0.11611652351681548	two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC 
taurine	K01711	0.7071067811865477	0.11611652351681548	GDPmannose 4,6-dehydratase 
taurine	K03427	0.7071067811865477	0.11611652351681548	type I restriction enzyme M protein 
taurine	K07184	0.7071067811865477	0.11611652351681548	SH3 domain protein
taurine	K07403	0.7071067811865477	0.11611652351681548	membrane-bound serine protease (ClpP class)
taurine	K12988	0.7071067811865477	0.11611652351681548	alpha-1,3-rhamnosyltransferase 
threonine isomers (coeluters: threonine, homoserine, allothreonine)	K00355	0.9999999999999999	0.0	NAD(P)H dehydrogenase (quinone) 
threonine isomers (coeluters: threonine, homoserine, allothreonine)	K03181	0.9999999999999999	0.0	chorismate--pyruvate lyase 
threonine isomers (coeluters: threonine, homoserine, allothreonine)	K06199	0.9999999999999999	0.0	CrcB protein
threonine isomers (coeluters: threonine, homoserine, allothreonine)	K06214	-0.9999999999999999	0.0	curli production assembly/transport component CsgG
threonine isomers (coeluters: threonine, homoserine, allothreonine)	K06917	0.9999999999999999	0.0	tRNA 2-selenouridine synthase 
threonine isomers (coeluters: threonine, homoserine, allothreonine)	K09690	0.9999999999999999	0.0	lipopolysaccharide transport system permease protein
threonine isomers (coeluters: threonine, homoserine, allothreonine)	K09691	0.9999999999999999	0.0	lipopolysaccharide transport system ATP-binding protein
thymidine	K00370	0.7071067811865476	0.11611652351681565	nitrate reductase 1, alpha subunit 
thymidine	K00371	0.7071067811865476	0.11611652351681565	nitrate reductase 1, beta subunit 
thymidine	K00373	0.7071067811865476	0.11611652351681565	nitrate reductase 1, delta subunit 
thymidine	K00374	0.7071067811865476	0.11611652351681565	nitrate reductase 1, gamma subunit 
thymidine	K00721	0.7071067811865476	0.11611652351681565	dolichol-phosphate mannosyltransferase 
thymidine	K01003	0.7071067811865477	0.11611652351681548	carboxyvinyl-carboxyphosphonate phosphorylmutase 
thymidine	K01153	-0.7071067811865476	0.11611652351681565	type I restriction enzyme, R subunit 
thymidine	K01712	-0.7071067811865477	0.11611652351681548	urocanate hydratase 
thymidine	K01971	0.7071067811865476	0.11611652351681565	DNA ligase (ATP) 
thymidine	K02305	0.7071067811865476	0.11611652351681565	nitric oxide reductase, cytochrome c-containing subunit II
thymidine	K02361	-0.7071067811865476	0.11611652351681565	isochorismate synthase 
thymidine	K03427	-1.0	0.0	type I restriction enzyme M protein 
thymidine	K04047	0.7071067811865477	0.11611652351681548	starvation-inducible DNA-binding protein
thymidine	K07025	-0.7071067811865476	0.11611652351681565	putative hydrolase of the HAD superfamily
thymidine	K07218	0.7071067811865476	0.11611652351681565	nitrous oxidase accessory protein
thymidine	K07491	0.7071067811865476	0.11611652351681565	putative transposase
thymidine	K07673	0.7071067811865476	0.11611652351681565	two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX 
thymidine	K09943	0.7071067811865476	0.11611652351681565	hypothetical protein
thymidine	K11740	0.7071067811865477	0.11611652351681548	bacteriophage N4 adsorption protein B
thymine	K00831	1.0	0.0	phosphoserine aminotransferase 
thymine	K01141	-0.7071067811865477	0.11611652351681548	exodeoxyribonuclease I 
thymine	K01611	0.7071067811865477	0.11611652351681548	S-adenosylmethionine decarboxylase 
thymine	K01706	1.0	0.0	glucarate dehydratase 
thymine	K01711	0.7071067811865477	0.11611652351681548	GDPmannose 4,6-dehydratase 
thymine	K01761	-0.7071067811865477	0.11611652351681548	methionine-gamma-lyase 
thymine	K02038	1.0	0.0	phosphate transport system permease protein
thymine	K02363	-0.7071067811865477	0.11611652351681548	enterobactin 2,3-dihydroxybenzoate-AMP ligase / S-dihydroxybenzoyltransferase 
thymine	K02445	1.0	0.0	MFS transporter, OPA family, glycerol-3-phosphate transporter
thymine	K02652	0.7071067811865477	0.11611652351681548	type IV pilus assembly protein PilB
thymine	K02668	1.0	0.0	two-component system, NtrC family, sensor histidine kinase PilS 
thymine	K03606	0.7071067811865477	0.11611652351681548	putative colanic acid biosysnthesis UDP-glucose lipid carrier transferase
thymine	K03760	0.7071067811865477	0.11611652351681548	phosphoethanolamine transferase
thymine	K06986	1.0	0.0	
thymine	K06991	1.0	0.0	
thymine	K07089	-0.7071067811865477	0.11611652351681548	
thymine	K07154	-0.7071067811865477	0.11611652351681548	
thymine	K07184	0.7071067811865477	0.11611652351681548	SH3 domain protein
thymine	K07230	0.7071067811865477	0.11611652351681548	
thymine	K07403	0.7071067811865477	0.11611652351681548	membrane-bound serine protease (ClpP class)
thymine	K07677	-0.7071067811865477	0.11611652351681548	two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC 
thymine	K13747	-0.7071067811865477	0.11611652351681548	carboxynorspermidine decarboxylase 
thymine	K14335	1.0	0.0	alpha-1,6-mannosyltransferase 
trans-4-hydroxyproline	K00661	0.7071067811865477	0.11611652351681548	maltose O-acetyltransferase 
trans-4-hydroxyproline	K01611	0.7071067811865477	0.11611652351681548	S-adenosylmethionine decarboxylase 
trans-4-hydroxyproline	K01761	-0.7071067811865477	0.11611652351681548	methionine-gamma-lyase 
trans-4-hydroxyproline	K03606	0.7071067811865477	0.11611652351681548	putative colanic acid biosysnthesis UDP-glucose lipid carrier transferase
trans-4-hydroxyproline	K07154	-0.7071067811865477	0.11611652351681548	
trans-4-hydroxyproline	K11688	-1.0	0.0	C4-dicarboxylate-binding protein DctP
trans-4-hydroxyproline	K12988	-0.7071067811865477	0.11611652351681548	alpha-1,3-rhamnosyltransferase 
trans-4-hydroxyproline	K13016	-1.0	0.0	UDP-D-GlcNAcA oxidase 
trans-4-hydroxyproline	K13017	-1.0	0.0	UDP-3-keto-D-GlcNAcA aminotransferase 
trans-4-hydroxyproline	K13018	-1.0	0.0	UDP-D-GlcNAc3NA acetyltransferase 
trans-4-hydroxyproline	K13655	-1.0	0.0	HTH-type transcriptional regulator / antitoxin for MqsR toxin
trans-4-hydroxyproline	K13747	-0.7071067811865477	0.11611652351681548	carboxynorspermidine decarboxylase 
trehalose	K01194	-0.9999999999999999	0.0	alpha,alpha-trehalase 
trehalose	K01531	0.9999999999999999	0.0	Mg2+-importing ATPase 
trehalose	K01579	0.9999999999999999	0.0	aspartate 1-decarboxylase 
trehalose	K01720	0.9999999999999999	0.0	2-methylcitrate dehydratase 
trehalose	K02041	-0.9999999999999999	0.0	phosphonate transport system ATP-binding protein
trehalose	K02042	-0.9999999999999999	0.0	phosphonate transport system permease protein
trehalose	K02044	-0.9999999999999999	0.0	phosphonate transport system substrate-binding protein
trehalose	K02441	0.9999999999999999	0.0	GlpG protein
trehalose	K03224	-0.9999999999999999	0.0	ATP synthase in type III secretion protein SctN 
trehalose	K03502	-0.9999999999999999	0.0	DNA polymerase V
trehalose	K03635	0.9999999999999999	0.0	molybdopterin synthase catalytic subunit 
trehalose	K05597	0.9999999999999999	0.0	glutamin-(asparagin-)ase 
trehalose	K05789	-0.9999999999999999	0.0	chain length determinant protein (polysaccharide antigen chain regulator)
trehalose	K06159	-0.9999999999999999	0.0	putative ATP-binding cassette transporter
trehalose	K06950	0.9999999999999999	0.0	uncharacterized protein
trehalose	K07391	0.9999999999999999	0.0	magnesium chelatase family protein
trehalose	K08978	0.9999999999999999	0.0	putative membrane protein
trehalose	K11177	-0.9999999999999999	0.0	xanthine dehydrogenase YagR molybdenum-binding subunit 
trehalose	K11178	-0.9999999999999999	0.0	xanthine dehydrogenase YagS FAD-binding subunit 
trehalose	K11811	0.9999999999999999	0.0	arsenical resistance protein ArsH
trehalose	K12251	0.9999999999999999	0.0	N-carbamoylputrescine amidase 
trehalose	K13255	-0.9999999999999999	0.0	ferric iron reductase protein FhuF
trigonelline	K00661	-1.0	0.0	maltose O-acetyltransferase 
trigonelline	K00721	0.7071067811865476	0.11611652351681565	dolichol-phosphate mannosyltransferase 
trigonelline	K01003	0.7071067811865477	0.11611652351681548	carboxyvinyl-carboxyphosphonate phosphorylmutase 
trigonelline	K01712	-0.7071067811865477	0.11611652351681548	urocanate hydratase 
trigonelline	K02057	0.7071067811865477	0.11611652351681548	simple sugar transport system permease protein
trigonelline	K04047	0.7071067811865477	0.11611652351681548	starvation-inducible DNA-binding protein
trigonelline	K07218	0.7071067811865476	0.11611652351681565	nitrous oxidase accessory protein
trigonelline	K07491	0.7071067811865476	0.11611652351681565	putative transposase
trigonelline	K11688	0.7071067811865476	0.11611652351681565	C4-dicarboxylate-binding protein DctP
trigonelline	K11901	0.7071067811865477	0.11611652351681548	type VI secretion system protein ImpB
trigonelline	K13016	0.7071067811865476	0.11611652351681565	UDP-D-GlcNAcA oxidase 
trigonelline	K13017	0.7071067811865476	0.11611652351681565	UDP-3-keto-D-GlcNAcA aminotransferase 
trigonelline	K13018	0.7071067811865476	0.11611652351681565	UDP-D-GlcNAc3NA acetyltransferase 
trigonelline	K13655	0.7071067811865476	0.11611652351681565	HTH-type transcriptional regulator / antitoxin for MqsR toxin
trimethyllysine	K00661	0.7071067811865476	0.11611652351681565	maltose O-acetyltransferase 
trimethyllysine	K01141	0.7071067811865476	0.11611652351681565	exodeoxyribonuclease I 
trimethyllysine	K02652	-0.7071067811865476	0.11611652351681565	type IV pilus assembly protein PilB
trimethyllysine	K07230	-0.7071067811865476	0.11611652351681565	
trimethyllysine	K07334	-0.7071067811865476	0.11611652351681565	proteic killer suppression protein
trimethyllysine	K11901	-0.9999999999999999	0.0	type VI secretion system protein ImpB
trimethyllysine	K11916	-0.7071067811865476	0.11611652351681565	serine/threonine-protein kinase Stk1 
tryptophan	K00355	0.9999999999999999	0.0	NAD(P)H dehydrogenase (quinone) 
tryptophan	K03181	0.9999999999999999	0.0	chorismate--pyruvate lyase 
tryptophan	K06199	0.9999999999999999	0.0	CrcB protein
tryptophan	K06214	-0.9999999999999999	0.0	curli production assembly/transport component CsgG
tryptophan	K06917	0.9999999999999999	0.0	tRNA 2-selenouridine synthase 
tryptophan	K09690	0.9999999999999999	0.0	lipopolysaccharide transport system permease protein
tryptophan	K09691	0.9999999999999999	0.0	lipopolysaccharide transport system ATP-binding protein
tyrosine	K01194	-0.9999999999999999	0.0	alpha,alpha-trehalase 
tyrosine	K01531	0.9999999999999999	0.0	Mg2+-importing ATPase 
tyrosine	K01579	0.9999999999999999	0.0	aspartate 1-decarboxylase 
tyrosine	K01720	0.9999999999999999	0.0	2-methylcitrate dehydratase 
tyrosine	K02041	-0.9999999999999999	0.0	phosphonate transport system ATP-binding protein
tyrosine	K02042	-0.9999999999999999	0.0	phosphonate transport system permease protein
tyrosine	K02044	-0.9999999999999999	0.0	phosphonate transport system substrate-binding protein
tyrosine	K02441	0.9999999999999999	0.0	GlpG protein
tyrosine	K03224	-0.9999999999999999	0.0	ATP synthase in type III secretion protein SctN 
tyrosine	K03502	-0.9999999999999999	0.0	DNA polymerase V
tyrosine	K03635	0.9999999999999999	0.0	molybdopterin synthase catalytic subunit 
tyrosine	K05597	0.9999999999999999	0.0	glutamin-(asparagin-)ase 
tyrosine	K05789	-0.9999999999999999	0.0	chain length determinant protein (polysaccharide antigen chain regulator)
tyrosine	K06159	-0.9999999999999999	0.0	putative ATP-binding cassette transporter
tyrosine	K06950	0.9999999999999999	0.0	uncharacterized protein
tyrosine	K07391	0.9999999999999999	0.0	magnesium chelatase family protein
tyrosine	K08978	0.9999999999999999	0.0	putative membrane protein
tyrosine	K11177	-0.9999999999999999	0.0	xanthine dehydrogenase YagR molybdenum-binding subunit 
tyrosine	K11178	-0.9999999999999999	0.0	xanthine dehydrogenase YagS FAD-binding subunit 
tyrosine	K11811	0.9999999999999999	0.0	arsenical resistance protein ArsH
tyrosine	K12251	0.9999999999999999	0.0	N-carbamoylputrescine amidase 
tyrosine	K13255	-0.9999999999999999	0.0	ferric iron reductase protein FhuF
uridine-5'-monophosphate	K00023	-0.9999999999999999	0.0	acetoacetyl-CoA reductase 
uridine-5'-monophosphate	K00162	-0.9999999999999999	0.0	pyruvate dehydrogenase E1 component subunit beta 
uridine-5'-monophosphate	K00274	0.9999999999999999	0.0	monoamine oxidase 
uridine-5'-monophosphate	K00836	0.9999999999999999	0.0	diaminobutyrate-2-oxoglutarate transaminase 
uridine-5'-monophosphate	K01834	-0.9999999999999999	0.0	phosphoglycerate mutase 
uridine-5'-monophosphate	K02429	-0.9999999999999999	0.0	MFS transporter, FHS family, L-fucose permease
uridine-5'-monophosphate	K03897	-0.9999999999999999	0.0	lysine N6-hydroxylase 
uridine-5'-monophosphate	K05375	0.9999999999999999	0.0	MbtH protein
