feature	mean_abs_shap	ko_desc	level
K07397	0.001616065404943844	yhfA; putative redox protein	KO
K10553	0.001614583952709563	frcC; fructose transport system permease protein	KO
K06402	0.001610317174102638	spoIVFB; stage IV sporulation protein FB [EC:3.4.24.-]	KO
K01432	0.0016094712590195132	AFMID; arylformamidase [EC:3.5.1.9]	KO
K01091	0.0016084727028336046	gph; phosphoglycolate phosphatase [EC:3.1.3.18]	KO
K10716	0.001607627463925971	kch, trkA, mthK, pch; voltage-gated potassium channel	KO
K01029	0.0016075237521536708	E2.8.3.5B, scoB; 3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]	KO
K02363	0.0016071204551936762	entE, dhbE, vibE, mxcE; 2,3-dihydroxybenzoate-AMP ligase [EC:6.3.2.14 2.7.7.58]	KO
K07637	0.0016066475792897966	phoQ; two-component system, OmpR family, sensor histidine kinase PhoQ [EC:2.7.13.3]	KO
K21029	0.001605968204565158	moeB; molybdopterin-synthase adenylyltransferase [EC:2.7.7.80]	KO
K05798	0.0016058735339365855	leuO; LysR family transcriptional regulator, transcriptional activator for leuABCD operon	KO
K01838	0.0016058421954342477	pgmB; beta-phosphoglucomutase [EC:5.4.2.6]	KO
K00563	0.0016042364748492933	rlmA1; 23S rRNA (guanine745-N1)-methyltransferase [EC:2.1.1.187]	KO
K01455	0.0016036573111659713	E3.5.1.49; formamidase [EC:3.5.1.49]	KO
K02617	0.0016031474320003188	paaY; phenylacetic acid degradation protein	KO
K00104	0.0016012724280461564	glcD; glycolate oxidase [EC:1.1.3.15]	KO
K01284	0.0016009911187290916	dcp; peptidyl-dipeptidase Dcp [EC:3.4.15.5]	KO
K03736	0.00159895200782416	eutC; ethanolamine ammonia-lyase small subunit [EC:4.3.1.7]	KO
K08994	0.0015986150123862592	yneE, BEST; ion channel-forming bestrophin family protein	KO
K07104	0.001594312921737239	catE; catechol 2,3-dioxygenase [EC:1.13.11.2]	KO
K06183	0.0015942365590099136	rsuA; 16S rRNA pseudouridine516 synthase [EC:5.4.99.19]	KO
K19338	0.0015926949673060067	nac; LysR family transcriptional regulator, nitrogen assimilation regulatory protein	KO
K01975	0.001590840864735209	thpR; RNA 2',3'-cyclic 3'-phosphodiesterase [EC:3.1.4.58]	KO
K15633	0.0015887910929817315	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	KO
K02074	0.001587221893970779	ABC.ZM.A; zinc/manganese transport system ATP-binding protein	KO
K19746	0.0015837090911983533	dauA; D-arginine dehydrogenase [EC:1.4.99.6]	KO
K02858	0.0015816727829552903	ribB, RIB3; 3,4-dihydroxy 2-butanone 4-phosphate synthase [EC:4.1.99.12]	KO
K19166	0.0015816674762542723	higB; mRNA interferase HigB [EC:3.1.-.-]	KO
K00077	0.0015796450248039449	panE, apbA; 2-dehydropantoate 2-reductase [EC:1.1.1.169]	KO
K09136	0.001578627863547516	ycaO; ribosomal protein S12 methylthiotransferase accessory factor	KO
K00768	0.0015780224347949217	E2.4.2.21, cobU, cobT; nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21]	KO
K03588	0.0015779433169573751	ftsW, spoVE; cell division protein FtsW	KO
K20938	0.001576489512173035	ladA; long-chain alkane monooxygenase [EC:1.14.14.28]	KO
K00619	0.001575530550293743	argA; amino-acid N-acetyltransferase [EC:2.3.1.1]	KO
K10974	0.0015735001186611222	codB; cytosine permease	KO
K09797	0.0015718058619419463	K09797; uncharacterized protein	KO
K02072	0.001571541645766244	metI; D-methionine transport system permease protein	KO
K05837	0.0015683059008906293	rodA, mrdB; rod shape determining protein RodA	KO
K03688	0.0015659907463806487	ubiB, aarF; ubiquinone biosynthesis protein	KO
K02388	0.0015609829997951092	flgC; flagellar basal-body rod protein FlgC	KO
K00266	0.001558878381419667	gltD; glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14]	KO
K07025	0.0015574257877154687	K07025; putative hydrolase of the HAD superfamily	KO
K02619	0.0015567648477217918	pabC; 4-amino-4-deoxychorismate lyase [EC:4.1.3.38]	KO
K01596	0.0015565900762794886	E4.1.1.32, pckA, PCK; phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]	KO
K06443	0.001554058863188998	lcyB, crtL1, crtY; lycopene beta-cyclase [EC:5.5.1.19]	KO
K12685	0.0015467669684265121	ssp; subtilase-type serine protease [EC:3.4.21.-]	KO
K21747	0.0015435260249066685	alkR; AraC family transcriptional regulator, alkane utilization regulator	KO
K19334	0.0015396118741531938	tabA; biofilm protein TabA	KO
K01515	0.001539397832821242	nudF; ADP-ribose pyrophosphatase [EC:3.6.1.13]	KO
K00405	0.0015378272001661864	ccoO; cytochrome c oxidase cbb3-type subunit II	KO
K07387	0.001537741514001986	K07387; putative metalloprotease [EC:3.4.24.-]	KO
K01950	0.0015367311866652422	E6.3.5.1, NADSYN1, QNS1, nadE; NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]	KO
K03833	0.001535617493580127	selB, EEFSEC; selenocysteine-specific elongation factor	KO
K01155	0.0015338177711131601	E3.1.21.4; type II restriction enzyme [EC:3.1.21.4]	KO
K03750	0.0015336534283105889	moeA; molybdopterin molybdotransferase [EC:2.10.1.1]	KO
K11891	0.0015310070540394446	impL, vasK, icmF; type VI secretion system protein ImpL	KO
K04748	0.0015260717034549008	norQ; nitric oxide reductase NorQ protein	KO
K09771	0.0015237673183223113	TC.SMR3; small multidrug resistance family-3 protein	KO
K20074	0.0015232446418896152	prpC, phpP; PPM family protein phosphatase [EC:3.1.3.16]	KO
K06211	0.0015192320965099091	nadR; HTH-type transcriptional regulator, transcriptional repressor of NAD biosynthesis genes [EC:2.7.7.1 2.7.1.22]	KO
K22491	0.001518094500816365	litR; MerR family transcriptional regulator, light-induced transcriptional regulator	KO
K17218	0.0015164784042493037	sqr; sulfide:quinone oxidoreductase [EC:1.8.5.4]	KO
K06895	0.0015119828585465338	lysE, argO; L-lysine exporter family protein LysE/ArgO	KO
K01854	0.0015085806533581146	glf; UDP-galactopyranose mutase [EC:5.4.99.9]	KO
K02472	0.0015053216864137685	wecC; UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase [EC:1.1.1.336]	KO
K01811	0.0015041078709830138	xylS, yicI; alpha-D-xyloside xylohydrolase [EC:3.2.1.177]	KO
K10242	0.00150234581623608	cebG; cellobiose transport system permease protein	KO
K16243	0.001502005977338959	dmpL, poxC; Phenol hydroxylase P1 protein	KO
K05592	0.0015005156613322912	deaD, cshA; ATP-dependent RNA helicase DeaD [EC:3.6.4.13]	KO
K03325	0.0014991507085155376	ACR3, arsB; arsenite transporter	KO
K06147	0.0014975269022199577	ABCB-BAC; ATP-binding cassette, subfamily B, bacterial	KO
K03366	0.0014954601201720907	butA, budC; meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]	KO
K01761	0.0014952082868562825	E4.4.1.11; methionine-gamma-lyase [EC:4.4.1.11]	KO
K02015	0.001495170491107134	ABC.FEV.P; iron complex transport system permease protein	KO
K03296	0.0014911507243122477	TC.HAE1; hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family	KO
K03293	0.0014875320559070665	TC.AAT; amino acid transporter, AAT family	KO
K06989	0.001486245978336985	nadX, ASPDH; aspartate dehydrogenase [EC:1.4.1.21]	KO
K20543	0.001485755370598548	bcsC; cellulose synthase operon protein C	KO
K14335	0.0014839711285693292	pimC; alpha-1,6-mannosyltransferase [EC:2.4.1.-]	KO
K01737	0.0014834695224014692	queD, ptpS, PTS; 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]	KO
K03204	0.001481020716409001	virB9, lvhB9; type IV secretion system protein VirB9	KO
K09997	0.001480293649944902	artI; arginine transport system substrate-binding protein	KO
K00248	0.001477990633700156	ACADS, bcd; butyryl-CoA dehydrogenase [EC:1.3.8.1]	KO
K06956	0.0014777727817260524	K06956; uncharacterized protein	KO
K13283	0.0014760243425660435	fieF; ferrous-iron efflux pump FieF	KO
K08678	0.001475313744188234	UXS1, uxs; UDP-glucuronate decarboxylase [EC:4.1.1.35]	KO
K19337	0.0014712696359965149	hexR; RpiR family transcriptional regulator, carbohydrate utilization regulator	KO
K07154	0.0014704290544807212	hipA; serine/threonine-protein kinase HipA [EC:2.7.11.1]	KO
K04565	0.0014692776199065078	SOD1; superoxide dismutase, Cu-Zn family [EC:1.15.1.1]	KO
K02400	0.0014683351363255074	flhA; flagellar biosynthesis protein FlhA	KO
K10217	0.0014680035446453022	dmpC, xylG, praB; aminomuconate-semialdehyde/2-hydroxymuconate-6-semialdehyde dehydrogenase [EC:1.2.1.32 1.2.1.85]	KO
K12976	0.0014615499967006805	pagL; lipid A 3-O-deacylase [EC:3.1.-.-]	KO
K07192	0.0014611195297736916	FLOT; flotillin	KO
K07444	0.0014586843820801275	ypsC; putative N6-adenine-specific DNA methylase [EC:2.1.1.-]	KO
K00448	0.0014574702413635136	pcaG; protocatechuate 3,4-dioxygenase, alpha subunit [EC:1.13.11.3]	KO
K19585	0.0014552867708256978	oqxB; multidrug efflux pump	KO
K17316	0.001452168838439005	gtsB, glcF; glucose/mannose transport system permease protein	KO
K01082	0.0014505721702505784	cysQ, MET22, BPNT1; 3'(2'), 5'-bisphosphate nucleotidase [EC:3.1.3.7]	KO
K10831	0.0014496668767470574	tauB; taurine transport system ATP-binding protein [EC:3.6.3.36]	KO
K14393	0.0014479828572158439	actP; cation/acetate symporter	KO
K06135	0.001446887715846911	pqqA; pyrroloquinoline quinone biosynthesis protein A	KO
K00897	0.001445238067604842	aphA; kanamycin kinase [EC:2.7.1.95]	KO
K02414	0.0014394413464420468	fliK; flagellar hook-length control protein FliK	KO
K03402	0.0014383036571864853	argR, ahrC; transcriptional regulator of arginine metabolism	KO
K00863	0.001435099397872419	DAK, TKFC; triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15]	KO
K03711	0.0014340922917986834	fur, zur, furB; Fur family transcriptional regulator, ferric uptake regulator	KO
K11746	0.0014310066214880091	kefF; glutathione-regulated potassium-efflux system ancillary protein KefF	KO
K01782	0.0014304070080738461	fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]	KO
K00032	0.0014283979588455146	E1.1.1.43; phosphogluconate 2-dehydrogenase [EC:1.1.1.43]	KO
K01487	0.0014261547660550076	E3.5.4.3, guaD; guanine deaminase [EC:3.5.4.3]	KO
K07160	0.001418880624732784	K07160; UPF0271 protein	KO
K00627	0.0014167743715803643	DLAT, aceF, pdhC; pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]	KO
K00166	0.0014147376414732427	BCKDHA, bkdA1; 2-oxoisovalerate dehydrogenase E1 component alpha subunit [EC:1.2.4.4]	KO
K07165	0.0014117413258889439	fecR; transmembrane sensor	KO
K20920	0.0014096300303520755	vpsM; polysaccharide biosynthesis protein VpsM	KO
K01640	0.0014073236024957025	E4.1.3.4, HMGCL, hmgL; hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]	KO
K08369	0.0014035371144701947	ydjE; MFS transporter, putative metabolite:H+ symporter	KO
K07733	0.0014033954494396613	alpA; prophage regulatory protein	KO
K05518	0.0014030843614541042	rsbX; phosphoserine phosphatase RsbX [EC:3.1.3.3]	KO
K13777	0.0014022249752189645	atuF; geranyl-CoA carboxylase alpha subunit [EC:6.4.1.5]	KO
K22348	0.0013979808373569722	moxA; manganese oxidase [EC:1.16.3.3]	KO
K04562	0.0013976906067429248	flhG, fleN; flagellar biosynthesis protein FlhG	KO
K07241	0.001396144801252054	nixA; high-affinity nickel-transport protein	KO
K01703	0.0013938968515170278	leuC, IPMI-L; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]	KO
K11912	0.0013896533344502076	ppkA; serine/threonine-protein kinase PpkA [EC:2.7.11.1]	KO
K06714	0.0013883658190721872	rocR; arginine utilization regulatory protein	KO
K03317	0.0013867400189442594	TC.CNT; concentrative nucleoside transporter, CNT family	KO
K02404	0.0013816663752116043	flhF; flagellar biosynthesis protein FlhF	KO
K01938	0.0013795376931328017	fhs; formate--tetrahydrofolate ligase [EC:6.3.4.3]	KO
K10979	0.0013793431086971547	ku; DNA end-binding protein Ku	KO
K00355	0.0013757656284257745	NQO1; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	KO
K07045	0.0013737617918203172	K07045; uncharacterized protein	KO
K01768	0.0013715055860939087	E4.6.1.1; adenylate cyclase [EC:4.6.1.1]	KO
K08738	0.0013678849111249485	CYC; cytochrome c	KO
K07276	0.001365292976690033	K07276; uncharacterized protein	KO
K01659	0.001364708380099413	prpC; 2-methylcitrate synthase [EC:2.3.3.5]	KO
K00483	0.0013641379959960834	hpaB; 4-hydroxyphenylacetate 3-monooxygenase [EC:1.14.14.9]	KO
K03969	0.0013633542125474454	pspA; phage shock protein A	KO
K00856	0.0013614851645178446	E2.7.1.20, ADK; adenosine kinase [EC:2.7.1.20]	KO
K00294	0.001353754215465739	E1.2.1.88; 1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88]	KO
K02231	0.0013523264908767742	cobP, cobU; adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62]	KO
K00342	0.0013512060828295882	nuoM; NADH-quinone oxidoreductase subunit M [EC:1.6.5.3]	KO
K00027	0.001350372147264705	ME2, sfcA, maeA; malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]	KO
K19128	0.0013500029452107516	csy2; CRISPR-associated protein Csy2	KO
K09990	0.001348652220613434	K09990; uncharacterized protein	KO
K01720	0.0013476870551300776	prpD; 2-methylcitrate dehydratase [EC:4.2.1.79]	KO
K09165	0.0013459340899843676	K09165; uncharacterized protein	KO
K13639	0.0013453851783001556	soxR; MerR family transcriptional regulator, redox-sensitive transcriptional activator SoxR	KO
K04073	0.001344662023048019	mhpF; acetaldehyde dehydrogenase [EC:1.2.1.10]	KO
K02305	0.001344186822662422	norC; nitric oxide reductase subunit C	KO
K03223	0.0013436712782614547	yscL, sctL; type III secretion protein L	KO
K16235	0.0013417636936412342	mmuP; S-methylmethionine transporter	KO
K06221	0.0013404933311605951	dkgA; 2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]	KO
K19265	0.0013377586291375373	gpr; L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-]	KO
K05565	0.0013366247206927863	mnhA, mrpA; multicomponent Na+:H+ antiporter subunit A	KO
K16785	0.0013354936733187865	ecfT; energy-coupling factor transport system permease protein	KO
K00571	0.0013351719006866184	E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]	KO
K11734	0.001334926987563351	aroP; aromatic amino acid transport protein AroP	KO
K07641	0.0013332827959231129	creC; two-component system, OmpR family, sensor histidine kinase CreC [EC:2.7.13.3]	KO
K10819	0.0013313218054489644	E2.7.13.3; histidine kinase [EC:2.7.13.3]	KO
K01485	0.0013301014924155994	codA; cytosine deaminase [EC:3.5.4.1]	KO
K07346	0.0013292521626576408	fimC; fimbrial chaperone protein	KO
K13527	0.0013288860954288218	mpa; proteasome-associated ATPase	KO
K06518	0.0013266064868052332	cidA; holin-like protein	KO
K03425	0.0013246424385489554	tatE; sec-independent protein translocase protein TatE	KO
K12990	0.0013242424928743626	rfbF, rhlC; rhamnosyltransferase [EC:2.4.1.-]	KO
K03499	0.0013190305156640483	trkA, ktrA; trk system potassium uptake protein	KO
K06133	0.0013189745708299036	LYS5, acpT; 4'-phosphopantetheinyl transferase [EC:2.7.8.-]	KO
K09986	0.0013182583089799008	K09986; uncharacterized protein	KO
K07172	0.0013166369109071099	mazE, chpAI; antitoxin MazE	KO
K15736	0.0013161424757253404	lhgO; L-2-hydroxyglutarate oxidase [EC:1.1.3.-]	KO
K06118	0.0013153927301905305	SQD1, sqdB; UDP-sulfoquinovose synthase [EC:3.13.1.1]	KO
K06140	0.0013141972227263836	rnk; regulator of nucleoside diphosphate kinase	KO
K19222	0.001313961383623088	menI; 1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28]	KO
K03781	0.0013136329237202875	katE, CAT, catB, srpA; catalase [EC:1.11.1.6]	KO
K05791	0.0013122342368651842	terZ; tellurium resistance protein TerZ	KO
K07317	0.0013088848191169955	K07317; adenine-specific DNA-methyltransferase [EC:2.1.1.72]	KO
K03216	0.0013078630823354692	trmL, cspR; tRNA (cytidine/uridine-2'-O-)-methyltransferase [EC:2.1.1.207]	KO
K00604	0.001307312908134842	MTFMT, fmt; methionyl-tRNA formyltransferase [EC:2.1.2.9]	KO
K08081	0.0013071132281752898	TR1; tropinone reductase I [EC:1.1.1.206]	KO
K03574	0.001306266944904706	mutT, NUDT15, MTH2; 8-oxo-dGTP diphosphatase [EC:3.6.1.55]	KO
K13015	0.0013060107048371195	wbpA; UDP-N-acetyl-D-glucosamine dehydrogenase [EC:1.1.1.136]	KO
K21908	0.0013049907286890319	hdeD; membrane protein HdeD	KO
K09691	0.0013046679124022378	ABC-2.LPSE.A; lipopolysaccharide transport system ATP-binding protein	KO
K03676	0.0013036588099772698	grxC, GLRX, GLRX2; glutaredoxin 3	KO
K05844	0.001303513773101689	rimK; ribosomal protein S6--L-glutamate ligase [EC:6.3.2.-]	KO
K03301	0.0013009292096470633	TC.AAA; ATP:ADP antiporter, AAA family	KO
K13995	0.0013003456003426977	nicF; maleamate amidohydrolase [EC:3.5.1.107]	KO
K05808	0.0012989058980595904	yhbH; putative sigma-54 modulation protein	KO
K03824	0.0012984223444392014	yhbS; putative acetyltransferase [EC:2.3.1.-]	KO
K12543	0.0012984154043290488	lapE; outer membrane protein, adhesin transport system	KO
K12262	0.0012976741452378068	cybB; cytochrome b561	KO
K18893	0.0012960185831922108	vcaM; ATP-binding cassette, subfamily B, multidrug efflux pump	KO
K15786	0.0012956934278856172	doeC; aspartate-semialdehyde dehydrogenase [EC:1.2.1.-]	KO
K01459	0.0012942434445071488	E3.5.1.77; N-carbamoyl-D-amino-acid hydrolase [EC:3.5.1.77]	KO
K12678	0.0012942047921687245	aidA-I, misL; autotransporter family porin	KO
K18337	0.0012935929845538576	LRA1; L-rhamnose 1-dehydrogenase [EC:1.1.1.378 1.1.1.377 1.1.1.173]	KO
K03342	0.0012918955220684275	pabBC; para-aminobenzoate synthetase / 4-amino-4-deoxychorismate lyase [EC:2.6.1.85 4.1.3.38]	KO
K07407	0.001289640057830952	E3.2.1.22B, galA, rafA; alpha-galactosidase [EC:3.2.1.22]	KO
K13529	0.0012884156605788041	ada-alkA; AraC family transcriptional regulator, regulatory protein of adaptative response / DNA-3-methyladenine glycosylase II [EC:3.2.2.21]	KO
K05566	0.0012863051403061122	mnhB, mrpB; multicomponent Na+:H+ antiporter subunit B	KO
K00759	0.001281347771072154	APRT, apt; adenine phosphoribosyltransferase [EC:2.4.2.7]	KO
K12972	0.0012805538177675328	ghrA; glyoxylate/hydroxypyruvatereductase [EC:1.1.1.79 1.1.1.81]	KO
K22015	0.0012797671706124953	fdhF; formate dehydrogenase (acceptor) [EC:1.17.99.7]	KO
K13766	0.0012792765429268844	liuC; methylglutaconyl-CoA hydratase [EC:4.2.1.18]	KO
K01724	0.0012755696133008644	PCBD, phhB; 4a-hydroxytetrahydrobiopterin dehydratase [EC:4.2.1.96]	KO
K21973	0.0012751580863179495	bluF; blue light- and temperature-responsive anti-repressor	KO
K01447	0.0012741593183818632	xlyAB; N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	KO
K12276	0.0012693335120344887	mshE; MSHA biogenesis protein MshE	KO
K11744	0.0012654763545147465	tqsA; AI-2 transport protein TqsA	KO
K06885	0.001265315779473913	K06885; uncharacterized protein	KO
K06988	0.001264963692344485	fno; 8-hydroxy-5-deazaflavin:NADPH oxidoreductase [EC:1.5.1.40]	KO
K20807	0.0012587925075194634	nthB; nitrile hydratase subunit beta [EC:4.2.1.84]	KO
K02647	0.0012581239507656126	cdaR; carbohydrate diacid regulator	KO
K01420	0.0012575929533214835	fnr; CRP/FNR family transcriptional regulator, anaerobic regulatory protein	KO
K06373	0.0012554101141934828	spmA; spore maturation protein A	KO
K22083	0.001255321557091053	mgsC; methylamine---glutamate N-methyltransferase subunit C [EC:2.1.1.21]	KO
K20528	0.001253472022520558	trbC; type IV secretion system protein TrbC	KO
K07316	0.001250994356022363	mod; adenine-specific DNA-methyltransferase [EC:2.1.1.72]	KO
K21949	0.0012501301288486133	sbnA; N-(2-amino-2-carboxyethyl)-L-glutamate synthase [EC:2.5.1.140]	KO
K07240	0.0012464870354497756	chrA; chromate transporter	KO
K00254	0.0012448981131016603	DHODH, pyrD; dihydroorotate dehydrogenase [EC:1.3.5.2]	KO
K02625	0.0012448880202066408	pcaT; MFS transporter, MHS family, dicarboxylic acid transporter PcaT	KO
K21134	0.0012446371674718914	triC; multidrug efflux pump	KO
K00626	0.001244456426539077	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	KO
K17103	0.0012435489385064285	CHO1, pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]	KO
K15125	0.0012415191655440472	fhaB; filamentous hemagglutinin	KO
K06212	0.0012402456090498534	focA; formate transporter	KO
K06222	0.0012397680727044126	dkgB; 2,5-diketo-D-gluconate reductase B [EC:1.1.1.346]	KO
K04343	0.0012393200401897763	strB; streptomycin 6-kinase [EC:2.7.1.72]	KO
K02529	0.0012308951666728531	lacI, galR; LacI family transcriptional regulator	KO
K07216	0.0012300973520422416	K07216; hemerythrin	KO
K02554	0.0012292606134924678	mhpD; 2-keto-4-pentenoate hydratase [EC:4.2.1.80]	KO
K00883	0.0012289111696074527	dgoK; 2-dehydro-3-deoxygalactonokinase [EC:2.7.1.58]	KO
K13779	0.0012284047588760592	atuE; isohexenylglutaconyl-CoA hydratase [EC:4.2.1.57]	KO
K00163	0.0012283005674439034	aceE; pyruvate dehydrogenase E1 component [EC:1.2.4.1]	KO
K16137	0.0012267550370964088	nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon	KO
K20267	0.0012229274850692731	trbH; type IV secretion system protein TrbH	KO
K09021	0.0012218030522784505	rutC; aminoacrylate peracid reductase	KO
K02847	0.0012205324975978014	waaL, rfaL; O-antigen ligase [EC:2.4.1.-]	KO
K06413	0.0012184432019538745	spoVK; stage V sporulation protein K	KO
K15268	0.0012167260596026189	eamA; O-acetylserine/cysteine efflux transporter	KO
K05847	0.0012162906104252174	opuA; osmoprotectant transport system ATP-binding protein	KO
K09386	0.0012160161929228174	K09386; uncharacterized protein	KO
K01628	0.0012151512220254187	fucA; L-fuculose-phosphate aldolase [EC:4.1.2.17]	KO
K02075	0.0012136984108902743	ABC.ZM.P; zinc/manganese transport system permease protein	KO
K07345	0.0012079523335841713	fimA; major type 1 subunit fimbrin (pilin)	KO
K04750	0.0012075525737072236	phnB; PhnB protein	KO
K19296	0.0012062024691381747	algF; alginate O-acetyltransferase complex protein AlgF	KO
K06945	0.001205769260995161	K06945; uncharacterized protein	KO
K17837	0.0012057648982228496	bla2, blm, ccrA, blaB; metallo-beta-lactamase class B [EC:3.5.2.6]	KO
K07029	0.0012006307897573657	dagK; diacylglycerol kinase (ATP) [EC:2.7.1.107]	KO
K02299	0.0011994873812771036	cyoC; cytochrome o ubiquinol oxidase subunit III	KO
K02341	0.0011992409404692746	holB; DNA polymerase III subunit delta' [EC:2.7.7.7]	KO
K13794	0.001198560131141944	tcuR; LysR family transcriptional regulator, regulatory protein for tcuABC	KO
K00957	0.0011974326053625789	cysD; sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]	KO
K00705	0.001197036487185277	malQ; 4-alpha-glucanotransferase [EC:2.4.1.25]	KO
K07054	0.0011905250913371306	K07054; uncharacterized protein	KO
K01547	0.0011896364532559254	kdpB; K+-transporting ATPase ATPase B chain [EC:3.6.3.12]	KO
K10254	0.001189441373217743	ohyA, sph; oleate hydratase [EC:4.2.1.53]	KO
K16135	0.0011890027736863712	dmlR; LysR family transcriptional regulator, transcriptional activator for dmlA	KO
K08646	0.0011872200881391786	MEP; peptidyl-Lys metalloendopeptidase [EC:3.4.24.20]	KO
K03498	0.0011870307289197296	trkH, trkG, ktrB; trk system potassium uptake protein	KO
K00941	0.0011867304787261447	thiD; hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]	KO
K03580	0.0011855638873898807	hepA; ATP-dependent helicase HepA [EC:3.6.4.-]	KO
K19620	0.0011848856510034715	phcB; extracellular factor (EF) 3-hydroxypalmitic acid methyl ester biosynthesis protein	KO
K21417	0.0011839486545780111	acoB; acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta [EC:1.1.1.-]	KO
K18910	0.0011827215640567918	dpe, lre; D-psicose/D-tagatose/L-ribulose 3-epimerase [EC:5.1.3.30 5.1.3.31]	KO
K04338	0.0011824132730251572	csgF; curli production assembly/transport component CsgF	KO
K03312	0.0011816943067160482	gltS; glutamate:Na+ symporter, ESS family	KO
K10229	0.001181155881924981	smoG, mtlG; sorbitol/mannitol transport system permease protein	KO
K10543	0.0011795541355457053	xylF; D-xylose transport system substrate-binding protein	KO
K01247	0.0011790134472981274	alkA; DNA-3-methyladenine glycosylase II [EC:3.2.2.21]	KO
K17061	0.001175781553633315	aauR; two-component system, response regulator AauR	KO
K00873	0.0011752666441646777	PK, pyk; pyruvate kinase [EC:2.7.1.40]	KO
K03152	0.0011751535485145608	thiJ; protein deglycase [EC:3.5.1.124]	KO
K02379	0.0011745474369763028	fdhD; FdhD protein	KO
K03298	0.0011734451500751092	TC.DME; drug/metabolite transporter, DME family	KO
K09977	0.001170683051030908	K09977; uncharacterized protein	KO
K03668	0.0011695119669725455	hslJ; heat shock protein HslJ	KO
K04102	0.001168662407957325	pht5; 4,5-dihydroxyphthalate decarboxylase [EC:4.1.1.55]	KO
K16092	0.001165777505382893	btuB; vitamin B12 transporter	KO
K00978	0.0011656302682468893	rfbF; glucose-1-phosphate cytidylyltransferase [EC:2.7.7.33]	KO
K15496	0.0011625188691764777	wtpB; molybdate/tungstate transport system permease protein	KO
K04567	0.0011623736206986326	KARS, lysS; lysyl-tRNA synthetase, class II [EC:6.1.1.6]	KO
K07334	0.0011623242315948014	higB-1; toxin HigB-1	KO
K03758	0.0011594506528928808	arcD, lysl, lysP; arginine:ornithine antiporter / lysine permease	KO
K10554	0.0011591720192353295	frcA; fructose transport system ATP-binding protein	KO
K03972	0.0011577638542086567	pspE; phage shock protein E	KO
K01192	0.0011571811117450893	E3.2.1.25, MANBA, manB; beta-mannosidase [EC:3.2.1.25]	KO
K11892	0.0011544492841886714	impK, ompA, vasF, dotU; type VI secretion system protein ImpK	KO
K03269	0.0011536279906364743	lpxH; UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]	KO
K08966	0.00114764589728541	mtnX; 2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase [EC:3.1.3.87]	KO
K02047	0.0011457045336728839	cysW; sulfate transport system permease protein	KO
K06897	0.0011444744025128188	K06897; 7,8-dihydropterin-6-yl-methyl-4-(beta-D-ribofuranosyl)aminobenzene 5'-phosphate synthase [EC:2.5.1.105]	KO
K12308	0.0011427790898247856	bgaB, lacA; beta-galactosidase [EC:3.2.1.23]	KO
K16164	0.0011415816573500121	K16164; acylpyruvate hydrolase [EC:3.7.1.5]	KO
