feature	mean_abs_shap	ko_desc	level
K15269	0.00033123745110089293	pecM; probable blue pigment (indigoidine) exporter	KO
K18586	0.00033078823610949956	COQ4; ubiquinone biosynthesis protein COQ4	KO
K02169	0.0003307810350249592	bioC; malonyl-CoA O-methyltransferase [EC:2.1.1.197]	KO
K19701	0.00033068903179120563	ywaD; aminopeptidase YwaD [EC:3.4.11.6 3.4.11.10]	KO
K09158	0.0003294450438823444	K09158; uncharacterized protein	KO
K10107	0.0003287210114799114	ABC-2.CPSE.P1; capsular polysaccharide transport system permease protein	KO
K01356	0.00032797851898429606	lexA; repressor LexA [EC:3.4.21.88]	KO
K14581	0.00032768451714972947	nahAa, nagAa, ndoR, nbzAa, dntAa; naphthalene 1,2-dioxygenase ferredoxin reductase component [EC:1.18.1.7]	KO
K07644	0.00032730240752390364	cusS, copS, silS; two-component system, OmpR family, heavy metal sensor histidine kinase CusS [EC:2.7.13.3]	KO
K03394	0.0003269128059281352	cobI-cbiL; precorrin-2/cobalt-factor-2 C20-methyltransferase [EC:2.1.1.130 2.1.1.151]	KO
K01182	0.00032680440680614	IMA, malL; oligo-1,6-glucosidase [EC:3.2.1.10]	KO
K02674	0.0003262423774128815	pilY1; type IV pilus assembly protein PilY1	KO
K15921	0.00032466778817284036	xynD; arabinoxylan arabinofuranohydrolase [EC:3.2.1.55]	KO
K06905	0.00032440767356999565	K06905; uncharacterized protein	KO
K03229	0.00032434942931423383	yscU, sctU, hrcU; type III secretion protein U	KO
K01448	0.00032430041997320494	amiABC; N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	KO
K02659	0.0003240167021316966	pilI; twitching motility protein PilI	KO
K00126	0.00032235632855794695	fdsD; formate dehydrogenase subunit delta [EC:1.17.1.9]	KO
K00242	0.00032233109945055795	sdhD, frdD; succinate dehydrogenase / fumarate reductase, membrane anchor subunit	KO
K14166	0.0003223003991867271	ycnJ; copper transport protein	KO
K00315	0.0003219111901043311	DMGDH; dimethylglycine dehydrogenase [EC:1.5.8.4]	KO
K15777	0.00032106631961643516	DOPA; 4,5-DOPA dioxygenase extradiol [EC:1.13.11.-]	KO
K04062	0.00032060888660121774	osmB; osmotically inducible lipoprotein OsmB	KO
K13892	0.00032015357561422	gsiA; glutathione transport system ATP-binding protein	KO
K14578	0.00031995310602343075	nahAb, nagAb, ndoA, nbzAb, dntAb; naphthalene 1,2-dioxygenase ferredoxin component	KO
K21801	0.00031987725126133865	iaaH; indoleacetamide hydrolase [EC:3.5.1.-]	KO
K15510	0.0003198622270992643	fgd1; coenzyme F420-dependent glucose-6-phosphate dehydrogenase [EC:1.1.98.2]	KO
K01241	0.0003196115905147039	amn; AMP nucleosidase [EC:3.2.2.4]	KO
K19168	0.00031949869881683744	cptA; toxin CptA	KO
K08363	0.00031915600647558837	merT; mercuric ion transport protein	KO
K05946	0.00031883132922315687	tagA, tarA; N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase [EC:2.4.1.187]	KO
K13007	0.0003186932009574371	wbpL; Fuc2NAc and GlcNAc transferase [EC:2.4.1.-]	KO
K02229	0.00031824130937017144	cobG; precorrin-3B synthase [EC:1.14.13.83]	KO
K03324	0.0003181958776036631	yjbB; phosphate:Na+ symporter	KO
K02768	0.0003180004555881801	PTS-Fru-EIIA, fruB; PTS system, fructose-specific IIA component [EC:2.7.1.202]	KO
K13571	0.00031772895535033143	pafA; proteasome accessory factor A [EC:6.3.1.19]	KO
K00662	0.0003176696070188591	aacC; aminoglycoside 3-N-acetyltransferase [EC:2.3.1.81]	KO
K02651	0.00031747783239939153	flp, pilA; pilus assembly protein Flp/PilA	KO
K00658	0.0003171513432975507	DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]	KO
K09699	0.0003171211148749442	DBT, bkdB; 2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase) [EC:2.3.1.168]	KO
K09983	0.00031709764647443986	K09983; uncharacterized protein	KO
K00334	0.0003148461724102878	nuoE; NADH-quinone oxidoreductase subunit E [EC:1.6.5.3]	KO
K01963	0.00031443194687098364	accD; acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2]	KO
K11924	0.0003143670609133054	mntR; DtxR family transcriptional regulator, manganese transport regulator	KO
K18373	0.00031420130957535223	hrpB1; type III secretion protein HrpB1	KO
K17318	0.0003138266552304735	K17318, lplA; putative aldouronate transport system substrate-binding protein	KO
K06995	0.00031326555211965416	K06995; uncharacterized protein	KO
K09123	0.0003131771278437875	K09123; uncharacterized protein	KO
K14623	0.0003131389912148386	dinD; DNA-damage-inducible protein D	KO
K00878	0.00031271953164279396	thiM; hydroxyethylthiazole kinase [EC:2.7.1.50]	KO
K18911	0.00031263579313085696	egtD; L-histidine Nalpha-methyltransferase [EC:2.1.1.44]	KO
K00246	0.000312162326761834	frdC; fumarate reductase subunit C	KO
K03925	0.00031213324110813853	mraZ; MraZ protein	KO
K03072	0.0003114827777437622	secD; preprotein translocase subunit SecD	KO
K00712	0.00031130446508775795	tagE; poly(glycerol-phosphate) alpha-glucosyltransferase [EC:2.4.1.52]	KO
K09880	0.00031099931784460687	mtnC, ENOPH1; enolase-phosphatase E1 [EC:3.1.3.77]	KO
K02803	0.0003105601045358767	PTS-Nag-EIIB, nagE; PTS system, N-acetylglucosamine-specific IIB component [EC:2.7.1.193]	KO
K02793	0.00031034464269373704	PTS-Man-EIIA, manX; PTS system, mannose-specific IIA component [EC:2.7.1.191]	KO
K01545	0.0003101032911319187	kdpF; K+-transporting ATPase ATPase F chain	KO
K05999	0.0003099119966803531	E3.4.21.101; xanthomonalisin [EC:3.4.21.101]	KO
K06598	0.00030969279066510243	chpC; chemosensory pili system protein ChpC	KO
K00557	0.00030953265833787017	trmA; tRNA (uracil-5-)-methyltransferase [EC:2.1.1.35]	KO
K03576	0.0003091615269438051	metR; LysR family transcriptional regulator, regulator for metE and metH	KO
K08196	0.0003087838650712807	mucK; MFS transporter, AAHS family, cis,cis-muconate transporter	KO
K03446	0.0003087433792511993	emrB; MFS transporter, DHA2 family, multidrug resistance protein	KO
K18905	0.00030870706659515633	ameR, rmiR; TetR/AcrR family transcriptional regulator, repressor of the ameABC operon	KO
K03322	0.00030867393118045786	mntH; manganese transport protein	KO
K13540	0.0003084423967674159	cobIJ; precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase [EC:2.1.1.130 2.1.1.131]	KO
K12257	0.0003083838595128365	secDF; SecD/SecF fusion protein	KO
K06857	0.00030827982008889616	tupC, vupC; tungstate transport system ATP-binding protein [EC:3.6.3.55]	KO
K11895	0.0003080739217925508	impH, vasB; type VI secretion system protein ImpH	KO
K03820	0.00030773999809364453	lnt; apolipoprotein N-acyltransferase [EC:2.3.1.-]	KO
K01533	0.0003072485168911462	copB; Cu2+-exporting ATPase [EC:3.6.3.4]	KO
K00570	0.00030683377812153504	pmtA; phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.17 2.1.1.71]	KO
K02450	0.0003067615252074191	gspA; general secretion pathway protein A	KO
K00880	0.0003066403036188351	lyxK; L-xylulokinase [EC:2.7.1.53]	KO
K02423	0.0003061519591666827	fliT; flagellar protein FliT	KO
K10036	0.00030573220416833737	glnH; glutamine transport system substrate-binding protein	KO
K00899	0.0003049697582651799	mtnK; 5-methylthioribose kinase [EC:2.7.1.100]	KO
K07118	0.0003045168274628136	K07118; uncharacterized protein	KO
K00014	0.000304494514623656	aroE; shikimate dehydrogenase [EC:1.1.1.25]	KO
K04651	0.0003037067879904408	hypA, hybF; hydrogenase nickel incorporation protein HypA/HybF	KO
K14414	0.00030310922531061996	rtcR; transcriptional regulatory protein RtcR	KO
K03799	0.0003013993412651761	htpX; heat shock protein HtpX [EC:3.4.24.-]	KO
K03288	0.0003008294659977306	citA, tcuC; MFS transporter, MHS family, citrate/tricarballylate:H+ symporter	KO
K07336	0.00030081402753961826	K07336; PKHD-type hydroxylase [EC:1.14.11.-]	KO
K18901	0.00030055646514691876	bpeE; membrane fusion protein, multidrug efflux system	KO
K02036	0.00030054130691501465	pstB; phosphate transport system ATP-binding protein [EC:3.6.3.27]	KO
K02099	0.00029998243191817626	araC; AraC family transcriptional regulator, arabinose operon regulatory protein	KO
K15054	0.0002998904291997604	mdlB; (S)-mandelate dehydrogenase [EC:1.1.99.31]	KO
K01031	0.0002997506913835461	pcaI; 3-oxoadipate CoA-transferase, alpha subunit [EC:2.8.3.6]	KO
K02022	0.00029932825221465966	ABC.MR.TX; HlyD family secretion protein	KO
K13953	0.00029849118272901325	adhP; alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]	KO
K00029	0.0002976624661364296	E1.1.1.40, maeB; malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]	KO
K02448	0.0002976304748616299	norD; nitric oxide reductase NorD protein	KO
K02045	0.00029730169618200357	cysA; sulfate transport system ATP-binding protein [EC:3.6.3.25]	KO
K20529	0.00029633348477769197	trbD; type IV secretion system protein TrbD	KO
K03773	0.000295710737877072	fklB; FKBP-type peptidyl-prolyl cis-trans isomerase FklB [EC:5.2.1.8]	KO
K01222	0.00029460282715054514	E3.2.1.86A, celF; 6-phospho-beta-glucosidase [EC:3.2.1.86]	KO
K09016	0.0002943894617704773	rutG; putative pyrimidine permease RutG	KO
K00523	0.00029421767162090694	ascD, ddhD, rfbI; CDP-4-dehydro-6-deoxyglucose reductase, E3 [EC:1.17.1.1]	KO
K01474	0.00029386761025142026	hyuB; N-methylhydantoinase B [EC:3.5.2.14]	KO
K01577	0.00029321336775379146	oxc; oxalyl-CoA decarboxylase [EC:4.1.1.8]	KO
K08717	0.0002926783191407515	utp; urea transporter	KO
K02063	0.00029266622630030013	thiP; thiamine transport system permease protein	KO
K12979	0.00029197284379938447	lpxO; beta-hydroxylase [EC:1.14.11.-]	KO
K00568	0.0002919271106908897	ubiG; 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]	KO
K07173	0.0002916613852857958	luxS; S-ribosylhomocysteine lyase [EC:4.4.1.21]	KO
K03468	0.0002904494597001677	aaeB; p-hydroxybenzoic acid efflux pump subunit AaeB	KO
K13075	0.0002902061851457336	ahlD, aiiA, attM, blcC; N-acyl homoserine lactone hydrolase [EC:3.1.1.81]	KO
K16320	0.0002899492510091371	andAd; anthranilate 1,2-dioxygenase small subunit [EC:1.14.12.1]	KO
K04064	0.00028947071686417897	osmE; osmotically inducible lipoprotein OsmE	KO
K05597	0.0002894524552151034	aspQ, ansB, ansA; glutamin-(asparagin-)ase [EC:3.5.1.38]	KO
K14338	0.0002894456266050084	cypD_E, CYP102A2_3; cytochrome P450 / NADPH-cytochrome P450 reductase [EC:1.14.14.1 1.6.2.4]	KO
K05570	0.0002887521417510193	mnhF, mrpF; multicomponent Na+:H+ antiporter subunit F	KO
K03435	0.00028874311629203535	fruR1, fruR; LacI family transcriptional regulator, fructose operon transcriptional repressor	KO
K00201	0.00028849898102498254	fwdB, fmdB; formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12]	KO
K03591	0.00028833463423623483	ftsN; cell division protein FtsN	KO
K21071	0.00028816483061623827	pfk, pfp; ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90]	KO
K00634	0.0002876864726400258	ptb; phosphate butyryltransferase [EC:2.3.1.19]	KO
K03569	0.00028750227269214304	mreB; rod shape-determining protein MreB and related proteins	KO
K00407	0.0002874319153225234	ccoQ; cytochrome c oxidase cbb3-type subunit IV	KO
K01751	0.0002871565078523397	E4.3.1.15; diaminopropionate ammonia-lyase [EC:4.3.1.15]	KO
K07098	0.0002855542111198373	K07098; uncharacterized protein	KO
K00472	0.0002855243413738488	P4HA; prolyl 4-hydroxylase [EC:1.14.11.2]	KO
K08997	0.0002849561082595235	ydiU; uncharacterized protein	KO
K19622	0.00028486061065061027	phcR; two-component system, response regulator PhcR	KO
K08999	0.00028481171350559694	K08999; uncharacterized protein	KO
K13590	0.00028424149217480717	dgcB; diguanylate cyclase [EC:2.7.7.65]	KO
K03684	0.00028391627793863727	rnd; ribonuclease D [EC:3.1.13.5]	KO
K16053	0.0002836731639899469	ybdG, mscM; miniconductance mechanosensitive channel	KO
K11913	0.00028362928779735645	fha1; type VI secretion system protein	KO
K07114	0.00028361248663915034	yfbK; Ca-activated chloride channel homolog	KO
K00128	0.00028296356212599886	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	KO
K00757	0.00028245850898670925	udp, UPP; uridine phosphorylase [EC:2.4.2.3]	KO
K21621	0.00028237152775673427	fk; tagatose kinase [EC:2.7.1.101]	KO
K16216	0.00028235437715225806	yueD; benzil reductase ((S)-benzoin forming) [EC:1.1.1.320]	KO
K03230	0.0002823039823563437	yscV, sctV, hrcV; type III secretion protein V	KO
K03748	0.00028226429834977545	sanA; SanA protein	KO
K03981	0.00028214323323997215	dsbC; thiol:disulfide interchange protein DsbC [EC:5.3.4.1]	KO
K00228	0.0002810512883138687	CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]	KO
K07116	0.00028070218120298195	pvdQ, quiP; acyl-homoserine-lactone acylase [EC:3.5.1.97]	KO
K22185	0.00028057495731011986	xylB; D-xylose 1-dehydrogenase [EC:1.1.1.175]	KO
K17204	0.0002800043652441942	eryE; erythritol transport system ATP-binding protein	KO
K05501	0.00027938220678683673	slmA, ttk; TetR/AcrR family transcriptional regulator	KO
K10026	0.0002789466475029865	queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]	KO
K11209	0.00027894394055385694	yghU, yfcG; GSH-dependent disulfide-bond oxidoreductase [EC:1.8.4.-]	KO
K11607	0.0002786111259571233	sitB; manganese/iron transport system ATP-binding protein	KO
K02282	0.00027833398601617536	cpaE, tadZ; pilus assembly protein CpaE	KO
K11068	0.00027735321525388485	hlyIII; hemolysin III	KO
K03148	0.0002772922068376261	thiF; sulfur carrier protein ThiS adenylyltransferase [EC:2.7.7.73]	KO
K16254	0.0002772639403910081	mxaJ; mxaJ protein	KO
K00425	0.00027725756038365337	cydA; cytochrome d ubiquinol oxidase subunit I [EC:1.10.3.14]	KO
K11645	0.00027694256568706866	fbaB; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]	KO
K08086	0.0002768661024347839	fimV; pilus assembly protein FimV	KO
K01902	0.00027655469864764157	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	KO
K00696	0.00027632973617191706	E2.4.1.14; sucrose-phosphate synthase [EC:2.4.1.14]	KO
K13657	0.000276002774466726	gumH, aceA; alpha-1,3-mannosyltransferase [EC:2.4.1.252]	KO
K02170	0.00027595368313236264	bioH; pimeloyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85]	KO
K15640	0.00027595201531762536	K15640, phoE; uncharacterized phosphatase	KO
K00232	0.0002758957329344697	E1.3.3.6, ACOX1, ACOX3; acyl-CoA oxidase [EC:1.3.3.6]	KO
K03305	0.0002755753374443861	TC.POT; proton-dependent oligopeptide transporter, POT family	KO
K01997	0.00027532813499228713	livH; branched-chain amino acid transport system permease protein	KO
K20449	0.0002747300382920871	hnr; 6-hydroxynicotinate reductase [EC:1.3.7.1]	KO
K12056	0.0002733710694357074	traG; conjugal transfer mating pair stabilization protein TraG	KO
K00253	0.0002732096511731813	IVD, ivd; isovaleryl-CoA dehydrogenase [EC:1.3.8.4]	KO
K06045	0.0002723331013523816	shc; squalene-hopene/tetraprenyl-beta-curcumene cyclase [EC:5.4.99.17 4.2.1.129]	KO
K01876	0.0002720181285683348	DARS, aspS; aspartyl-tRNA synthetase [EC:6.1.1.12]	KO
K16090	0.0002712874634629888	fiu; catecholate siderophore receptor	KO
K05524	0.0002712610233122272	fdxA; ferredoxin	KO
K15513	0.00027059187794710747	boxC; benzoyl-CoA-dihydrodiol lyase [EC:4.1.2.44]	KO
K19702	0.00027009661811212073	E3.4.11.24; aminopeptidase S [EC:3.4.11.24]	KO
K11748	0.00026969156216241245	kefG; glutathione-regulated potassium-efflux system ancillary protein KefG	KO
K07323	0.0002689740882251217	mlaC; phospholipid transport system substrate-binding protein	KO
K05879	0.0002689094141708051	dhaL; dihydroxyacetone kinase, C-terminal domain [EC:2.7.1.-]	KO
K01457	0.0002688654969642531	atzF; allophanate hydrolase [EC:3.5.1.54]	KO
K18455	0.0002687557702687984	mca; mycothiol S-conjugate amidase [EC:3.5.1.115]	KO
K03179	0.0002685056578716805	ubiA; 4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]	KO
K03075	0.00026849795848009355	secG; preprotein translocase subunit SecG	KO
K03928	0.00026838385690224634	yvaK; carboxylesterase [EC:3.1.1.1]	KO
K14057	0.0002682442677648246	abgR; LysR family transcriptional regulator, regulator of abg operon	KO
K00263	0.00026757622883414293	E1.4.1.9; leucine dehydrogenase [EC:1.4.1.9]	KO
K18478	0.00026734781688820083	yihV; sulfofructose kinase [EC:2.7.1.184]	KO
K13016	0.0002670621381463127	wbpB; UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase [EC:1.1.1.335]	KO
K14987	0.0002668938195812913	fixJ; two-component system, LuxR family, response regulator FixJ	KO
K19271	0.00026663645231787684	catA; chloramphenicol O-acetyltransferase type A [EC:2.3.1.28]	KO
K18702	0.0002661051148461581	uctC; CoA:oxalate CoA-transferase [EC:2.8.3.19]	KO
K05982	0.00026608527729319237	E3.1.21.7, nfi; deoxyribonuclease V [EC:3.1.21.7]	KO
K16876	0.0002659357402959391	hmfD; 2-furoate---CoA ligase [EC:6.2.1.31]	KO
K14449	0.0002659123288149516	mch, mcd; 2-methylfumaryl-CoA hydratase [EC:4.2.1.148]	KO
K20273	0.000265806468912116	zmpA; zinc metalloprotease ZmpA	KO
K12941	0.00026509322203639555	abgB; aminobenzoyl-glutamate utilization protein B	KO
K09748	0.00026418013469688384	rimP; ribosome maturation factor RimP	KO
K01654	0.0002639120014767885	E2.5.1.56, neuB; N-acetylneuraminate synthase [EC:2.5.1.56]	KO
K07140	0.00026341289854047166	K07140; uncharacterized protein	KO
K12952	0.00026306251685588047	ctpE; cation-transporting P-type ATPase E [EC:3.6.3.-]	KO
K03431	0.00026290401250772327	glmM; phosphoglucosamine mutase [EC:5.4.2.10]	KO
K01497	0.0002628917919230486	ribA, RIB1; GTP cyclohydrolase II [EC:3.5.4.25]	KO
K07746	0.0002625109431105317	parD1_3_4; antitoxin ParD1/3/4	KO
K03760	0.0002623115871677744	eptA, pmrC; lipid A ethanolaminephosphotransferase [EC:2.7.8.43]	KO
K00068	0.00026227511277701686	srlD; sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]	KO
K13574	0.0002620661487784801	ybiC; uncharacterized oxidoreductase [EC:1.1.1.-]	KO
K03525	0.00026193518687130584	coaX; type III pantothenate kinase [EC:2.7.1.33]	KO
K19591	0.0002613241480546659	cueR; MerR family transcriptional regulator, copper efflux regulator	KO
K13593	0.00026120028805412087	tipF; cyclic-di-GMP phosphodiesterase, flagellum assembly factor TipF	KO
K15746	0.0002603526606141701	crtZ; beta-carotene 3-hydroxylase [EC:1.14.15.24]	KO
K12541	0.0002597482926695342	lapB; ATP-binding cassette, subfamily C, bacterial LapB	KO
K11443	0.0002591074215009287	divK; two-component system, cell cycle response regulator DivK	KO
K03203	0.00025888122842000636	virB8, lvhB8; type IV secretion system protein VirB8	KO
K03589	0.0002584897622354331	ftsQ; cell division protein FtsQ	KO
K19055	0.0002582496361070618	prdX, proX; Ala-tRNA(Pro) deacylase [EC:3.1.1.-]	KO
K06214	0.00025745793441152873	csgG; curli production assembly/transport component CsgG	KO
K01812	0.00025734695315635076	uxaC; glucuronate isomerase [EC:5.3.1.12]	KO
K03719	0.0002572793468070339	lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein	KO
K01728	0.0002570301872442997	pel; pectate lyase [EC:4.2.2.2]	KO
K01428	0.0002562414591321383	ureC; urease subunit alpha [EC:3.5.1.5]	KO
K00611	0.00025622831553639763	OTC, argF, argI; ornithine carbamoyltransferase [EC:2.1.3.3]	KO
K15532	0.000255314456308127	yteR, yesR; unsaturated rhamnogalacturonyl hydrolase [EC:3.2.1.172]	KO
K06970	0.00025436622108860295	rlmF; 23S rRNA (adenine1618-N6)-methyltransferase [EC:2.1.1.181]	KO
K08685	0.00025399207363052196	qhpA; quinohemoprotein amine dehydrogenase [EC:1.4.9.1]	KO
K00286	0.00025339263993543544	proC; pyrroline-5-carboxylate reductase [EC:1.5.1.2]	KO
K04101	0.00025338079807166696	ligB; protocatechuate 4,5-dioxygenase, beta chain [EC:1.13.11.8]	KO
K07147	0.00025318293335244103	msrP; methionine sulfoxide reductase catalytic subunit [EC:1.8.-.-]	KO
K08970	0.00025288200619455665	rcnA; nickel/cobalt exporter	KO
K02476	0.00025281496889523826	K02476; two-component system, CitB family, sensor kinase [EC:2.7.13.3]	KO
K11904	0.0002526713424135123	vgrG; type VI secretion system secreted protein VgrG	KO
K00795	0.00025245608263169627	ispA; farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]	KO
K03568	0.00025156960636599966	tldD; TldD protein	KO
K01845	0.0002513911573804467	hemL; glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]	KO
K10805	0.0002513444736616952	tesB; acyl-CoA thioesterase II [EC:3.1.2.-]	KO
K03709	0.00025113868035003015	troR; DtxR family transcriptional regulator, Mn-dependent transcriptional regulator	KO
K18292	0.00025101153472455433	E4.1.3.25; (S)-citramalyl-CoA lyase [EC:4.1.3.25]	KO
K00845	0.00025094145866273287	glk; glucokinase [EC:2.7.1.2]	KO
K07097	0.00025017211765838076	K07097; uncharacterized protein	KO
K01563	0.00024864656602684973	dhaA; haloalkane dehalogenase [EC:3.8.1.5]	KO
K06609	0.00024754663810919116	iolT; MFS transporter, SP family, major inositol transporter	KO
K19610	0.00024748198200812355	pfeR, pirR; two-component system, OmpR family, response regulator PfeR	KO
K03975	0.00024715413700992193	dedA; membrane-associated protein	KO
K00371	0.00024673855382535817	narH, narY, nxrB; nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]	KO
K07275	0.0002466738994296315	ompW; outer membrane protein	KO
K22044	0.0002455812601653144	ybiO; moderate conductance mechanosensitive channel	KO
K21012	0.00024519152626663744	pelG; polysaccharide biosynthesis protein PelG	KO
K09978	0.0002448471228967746	K09978; uncharacterized protein	KO
K03218	0.000243697646326769	rlmB; 23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]	KO
K13002	0.00024338638049900945	wbyL; glycosyltransferase [EC:2.4.1.-]	KO
K19113	0.0002432447910034762	ttr; acetyltransferase [EC:2.3.1.-]	KO
K16653	0.0002430804568109926	dprE1; decaprenylphospho-beta-D-ribofuranose 2-oxidase [EC:1.1.98.3]	KO
K10676	0.00024267637831452166	tfdB; 2,4-dichlorophenol 6-monooxygenase [EC:1.14.13.20]	KO
K01686	0.00024261271021181206	uxuA; mannonate dehydratase [EC:4.2.1.8]	KO
K01057	0.00024245479738588304	PGLS, pgl, devB; 6-phosphogluconolactonase [EC:3.1.1.31]	KO
K03168	0.00024237237079006145	topA; DNA topoisomerase I [EC:5.99.1.2]	KO
K02106	0.00024209686841116678	atoE; short-chain fatty acids transporter	KO
K09936	0.0002419861498255084	TC.BAT2; bacterial/archaeal transporter family-2 protein	KO
K03392	0.00024167229100433455	ACMSD; aminocarboxymuconate-semialdehyde decarboxylase [EC:4.1.1.45]	KO
K02077	0.00024157023164492436	ABC.ZM.S; zinc/manganese transport system substrate-binding protein	KO
K18298	0.00024018023727364292	mexE; membrane fusion protein, multidrug efflux system	KO
K02791	0.00023956193106567639	PTS-MalGlc-EIIC, malX; PTS system, maltose/glucose-specific IIC component	KO
K08178	0.00023938381088476813	JEN; MFS transporter, SHS family, lactate transporter	KO
K02481	0.00023901273787280207	K02481; two-component system, NtrC family, response regulator	KO
K15060	0.00023886355831362002	ligX; 5,5'-dehydrodivanillate O-demethylase	KO
K07712	0.0002387211765959048	glnG, ntrC; two-component system, NtrC family, nitrogen regulation response regulator GlnG	KO
K06346	0.00023817892081183896	jag; spoIIIJ-associated protein	KO
K03411	0.0002380792151248623	cheD; chemotaxis protein CheD [EC:3.5.1.44]	KO
K15358	0.00023753157344515117	ena; enamidase [EC:3.5.2.18]	KO
K01252	0.00023732871208188947	entB, dhbB, vibB, mxcF; bifunctional isochorismate lyase / aryl carrier protein [EC:3.3.2.1 6.3.2.14]	KO
K13014	0.0002370315953722323	arnD; undecaprenyl phosphate-alpha-L-ara4FN deformylase [EC:3.5.1.-]	KO
K08310	0.0002364695797918227	nudB, ntpA; dihydroneopterin triphosphate diphosphatase [EC:3.6.1.67]	KO
K08281	0.00023645702852077735	pncA; nicotinamidase/pyrazinamidase [EC:3.5.1.19 3.5.1.-]	KO
K08154	0.0002364071112655394	emrD; MFS transporter, DHA1 family, 2-module integral membrane pump EmrD	KO
K03270	0.00023611309637140324	kdsC; 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase) [EC:3.1.3.45]	KO
K20628	0.00023589224689331422	exlX; expansin	KO
K16558	0.00023568440940462929	exoL; succinoglycan biosynthesis protein ExoL [EC:2.-.-.-]	KO
K07677	0.00023527045722275989	rcsC; two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC [EC:2.7.13.3]	KO
K14136	0.00023484989034997617	K14136; decaprenyl-phosphate phosphoribosyltransferase [EC:2.4.2.45]	KO
K20429	0.0002346417356785114	vioA; dTDP-4-amino-4,6-dideoxy-D-glucose transaminase [EC:2.6.1.33]	KO
K03522	0.0002345441013275449	fixB, etfA; electron transfer flavoprotein alpha subunit	KO
K21688	0.0002344767871514682	rpfB; resuscitation-promoting factor RpfB	KO
K09696	0.00023444626104039438	natB; sodium transport system permease protein	KO
K00605	0.00023349656579329286	gcvT, AMT; aminomethyltransferase [EC:2.1.2.10]	KO
K00830	0.0002334208546945336	AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]	KO
K07498	0.00023255865272750457	K07498; putative transposase	KO
K09801	0.00023222295909286478	K09801; uncharacterized protein	KO
K20742	0.00023211797224526246	ykfC; gamma-D-glutamyl-L-lysine dipeptidyl-peptidase [EC:3.4.14.13]	KO
K02552	0.00023209718750461195	menF; menaquinone-specific isochorismate synthase [EC:5.4.4.2]	KO
K03313	0.00023143603562634694	nhaA; Na+:H+ antiporter, NhaA family	KO
K18852	0.00023055996893542798	HPA3; D-amino-acid N-acetyltransferase [EC:2.3.1.36]	KO
K05784	0.0002301882890131674	benC-xylZ; benzoate/toluate 1,2-dioxygenase reductase component [EC:1.18.1.-]	KO
K07071	0.00023017473867166407	K07071; uncharacterized protein	KO
K02164	0.00023010939010089014	norE; nitric oxide reductase NorE protein	KO
K01776	0.00022903093783290866	murI; glutamate racemase [EC:5.1.1.3]	KO
K07862	0.0002289273208997011	sstT; serine/threonine transporter	KO
K07393	0.00022888578450347137	ECM4, yqjG; glutathionyl-hydroquinone reductase [EC:1.8.5.7]	KO
K03716	0.0002284373506351441	splB; spore photoproduct lyase [EC:4.1.99.14]	KO
K21965	0.0002280990399729149	ecpB, matC; Mat/Ecp fimbriae periplasmic chaperone	KO
K03396	0.00022804683459135767	gfa; S-(hydroxymethyl)glutathione synthase [EC:4.4.1.22]	KO
K01003	0.00022799146863620935	bcpA; oxaloacetate decarboxylase [EC:4.1.1.3]	KO
