strain	mol_norm	n_curves	n_fit_ok	any_growth	median_mu	median_A	median_lag	median_auc	normalized	enigma_name	enigma_chebi	in_fb	in_csp	in_wom	n_datasets	is_fb_anchor
FW300-N2E3	larginine	5	3	True	0.06336346650900343	0.3115199926246092	12.356367633825641	25.449754166666665	larginine	L-arginine	CHEBI:16467	True	False	False	2	True
FW300-N2E3	lasparagine	4	3	True	0.06253835306734526	0.2695639890745873	7.860769729317345	23.372937083333333	lasparagine	L-asparagine	CHEBI:17196	True	False	False	2	True
FW300-N2E3	lasparticacid	5	4	True	0.08384939358832068	0.33326405029183864	9.572356673028805	26.971745694444444	lasparticacid	L-aspartic acid	CHEBI:17053	True	False	False	2	True
FW300-N2E3	lcitrulline	5	4	True	0.05168692075067445	0.32911023765537983	14.782473414821885	24.96987736111111	lcitrulline	L-citrulline	CHEBI:16349	True	False	False	2	True
FW300-N2E3	lglutamine	5	3	True	0.08184167983588213	0.3926706270399839	7.9322337493087645	31.265001249999997	lglutamine	L-glutamine	CHEBI:18050	True	False	False	2	True
FW300-N2E3	lisoleucine	5	5	True	0.05430632915447552	0.569615278813957	16.37736318244397	33.6793173611111	lisoleucine	L-isoleucine	CHEBI:17191	True	False	False	2	True
FW300-N2E3	llactate	1	1	True	0.13555561094333723	0.31209657089668996	10.252848873848745	26.294831527777777	llactate	sodium L-lactate	CHEBI:232798	True	False	False	2	True
FW300-N2E3	lleucine	5	5	True	0.05372310832887537	0.7657765574414498	19.75283011448728	41.98887583333334	lleucine	L-leucine	CHEBI:15603	True	False	False	2	True
FW300-N2E3	llysine	5	5	True	0.02814268593516854	0.6341191352594415	39.2076203409331	13.607875	llysine	L-lysine	CHEBI:18019	True	False	False	2	True
FW300-N2E3	lmethionine	5	0	False				6.767250138888889	lmethionine	L-methionine	CHEBI:16643	True	False	False	2	True
FW300-N2E3	lornithine	1	1	True	0.02306042508240405	0.3050099657063622	18.277186138200104	20.8381475	lornithine	L-ornithine	CHEBI:15729	True	False	False	2	True
FW300-N2E3	lphenylalanine	5	5	True	0.024462630849958752	0.7617385575051433	13.964600635969058	31.068876805555554	lphenylalanine	L-phenylalanine	CHEBI:17295	True	False	False	2	True
FW300-N2E3	lproline	5	4	True	0.003567545292637771	0.4484634066703516	0.3975986812196384	11.249124722222223	lproline	L-proline	CHEBI:17203	True	False	False	2	True
FW300-N2E3	lserine	5	5	True	0.06964052982723135	0.23056907267190305	26.56229793155728	16.269375	lserine	L-serine	CHEBI:17115	True	False	False	2	True
FW300-N2E3	lsorbose	1	0	False				9.674082361111111	lsorbose	L-sorbose	CHEBI:17266	True	False	False	2	True
FW300-N2E3	lthreonine	5	2	True	0.031125953193516298	3.613958845766041	72.23777777777022	8.547219027777778	lthreonine	L-threonine	CHEBI:16857	True	False	False	2	True
FW300-N2E3	ltryptophan	5	5	True	0.01868167569929304	0.5862826447017253	18.189870180232088	27.21987638888889	ltryptophan	L-tryptophan	CHEBI:16828	True	False	False	2	True
FW300-N2E3	ltyrosine	4	4	True	0.04084991072107169	0.5294057624240016	16.452890095066003	34.13512534722222	ltyrosine	L-tyrosine	CHEBI:17895	True	False	False	2	True
FW300-N2E3	maltitol	1	0	False				9.231034444444445	maltitol	maltitol	CHEBI:68428	True	True	False	3	True
FW300-N2E3	manganeseiichloridetetra	2	2	True	0.043285902880488	1.2198832355525164	0.5108129533037622	38.37975	manganeseiichloridetetra	manganese(II) chloride tetrahydrate	CHEBI:86368	True	False	False	2	True
FW300-N2E3	melibiose	1	0	False				9.181409583333332	melibiose	melibiose	CHEBI:28053	True	True	False	3	True
FW300-N2E3	methanol	4	0	False				6.855499999999999	methanol	methanol	CHEBI:17790	True	False	False	2	True
FW300-N2E3	nacetyldglucosamine	5	5	True	0.05115677108602491	0.6632159322633081	15.661325849922418	39.60025138888889	nacetyldglucosamine	N-acetyl-D-glucosamine	CHEBI:506227	True	True	False	3	True
FW300-N2E3	nicotinicacid	1	0	False				7.909928333333333	nicotinicacid	nicotinic acid	CHEBI:15940	True	False	False	2	True
FW300-N2E3	nitrate	2	0	False				8.434737638888889	nitrate	sodium nitrate	CHEBI:63005	True	False	False	2	True
FW300-N2E3	nitrite	1	0	False				8.1658625	nitrite	sodium nitrite	CHEBI:78870	True	False	False	2	True
FW300-N2E3	octanoate	1	1	True	0.1863690627154841	0.7536983659044333	41.777036734284465	26.619211944444437	octanoate	sodium octanoate	CHEBI:132100	True	False	False	2	True
FW300-N2E3	octanoicacid	4	4	True	0.06304386193819417	0.834788258158554	6.265639815479551	49.15237465277778	octanoicacid	octanoic acid	CHEBI:28837	True	False	False	2	True
FW300-N2E3	parabanicacid	1	0	False				8.60648763888889	parabanicacid	parabanic acid	CHEBI:74661	True	False	False	2	True
FW300-N2E3	propionate	1	1	True	0.05605377637221065	0.18301806801674617	21.17374617885376	18.212804444444444	propionate	sodium propionate	CHEBI:132106	True	True	False	3	True
FW300-N2E3	pyruvate	1	1	True	0.1467722155272166	0.221033024360378	10.32370768114512	21.46390972222222	pyruvate	sodium pyruvate	CHEBI:50144	True	True	False	3	True
FW300-N2E3	succinatehexa	1	0	True	0.1408117316865131	0.23636682991920163	10.514655505320068	22.344140555555555	succinatehexa	sodium succinate hexahydrate	CHEBI:63686	True	False	False	2	True
FW300-N2E3	succinicacid	5	3	True	0.06305122651891416	0.2490367487582131	9.934943227716794	21.957375694444444	succinicacid	succinic acid	CHEBI:15741	True	True	False	3	True
FW300-N2E3	sucrose	5	5	True	0.04619523405080627	0.6691005957330466	11.97408232027979	40.69612708333333	sucrose	sucrose	CHEBI:17992	True	True	False	3	True
FW300-N2E3	thymidine	1	0	False				7.997491249999999	thymidine	thymidine	CHEBI:17748	True	True	True	4	True
FW300-N2E3	uracil	1	0	False				8.29370361111111	uracil	uracil	CHEBI:17568	True	False	True	3	True
FW300-N2E3	urea	1	0	False				8.091172638888889	urea	urea	CHEBI:16199	True	False	False	2	True
FW300-N2E3	uridine	1	1	True	0.0070424295585703005	0.6758519458589954	39.41319979353743	11.438990972222223	uridine	uridine	CHEBI:16704	True	True	True	4	True
FW300-N2E3	xylitol	1	0	False				8.804698472222224	xylitol	xylitol	CHEBI:17151	True	True	False	3	True
FW507-4G11	2'deoxycytidine	1	0	False				9.928249166666665	2'deoxycytidine	2'-deoxycytidine	CHEBI:15698	True	False	False	2	True
FW507-4G11	2deoxydribose	1	1	True	0.0029902478586843182	0.05363314736243095	5.995904371375701	11.012922499999998	2deoxydribose	2-deoxy-D-ribose	CHEBI:28816	True	True	False	3	True
FW507-4G11	acetate	2	2	True	0.07463119393234433	0.2186128078072742	10.331147514007606	21.965068055555555	acetate	sodium acetate	CHEBI:32954	True	True	False	3	True
FW507-4G11	ammoniumchloride	2	1	True	0.003388461023331473	0.044754512705547395	6.362985754346503	9.940359583333333	ammoniumchloride	ammonium chloride	CHEBI:31206	True	False	False	2	True
FW507-4G11	betaalanine	1	1	True	0.028863423463624267	4.852058027741369	69.86249999999998	14.38633611111111	betaalanine	beta-alanine	CHEBI:16958	True	True	False	3	True
FW507-4G11	betalactose	1	1	True	0.0037099535492383525	0.04220458769899826	5.578241985441037	10.495119583333333	betalactose	beta-lactose	CHEBI:36218	True	False	False	2	True
FW507-4G11	butyrate	1	1	True	0.11046194336048429	0.5946023685086539	12.191559020308302	42.34164749999999	butyrate	sodium butyrate	CHEBI:64103	True	True	False	3	True
FW507-4G11	cholinechloride	1	0	False				10.159507083333333	cholinechloride	choline chloride	CHEBI:133341	True	False	False	2	True
FW507-4G11	citricacid	1	1	True	0.05678564877176799	0.4899443331590864	22.44893316226477	30.502570972222216	citricacid	citric acid	CHEBI:30769	True	True	False	3	True
FW507-4G11	cytidine	1	1	True	0.0029700695427729907	0.04887562303107682	8.125833744722234	10.37406861111111	cytidine	cytidine	CHEBI:17562	True	True	True	4	True
FW507-4G11	cytosine	1	0	False				10.200939722222222	cytosine	cytosine	CHEBI:16040	True	False	True	3	True
FW507-4G11	dalanine	1	1	True	0.03303707542987354	0.23548463562089134	18.51629363992022	20.80997361111111	dalanine	D-alanine	CHEBI:15570	True	False	False	2	True
FW507-4G11	darabinose	1	0	False				9.80764847222222	darabinose	D-arabinose	CHEBI:17108	True	False	False	2	True
FW507-4G11	dfructose	1	1	True	0.1049428540214432	0.9203062197858637	13.679993531691837	58.858805694444435	dfructose	D-fructose	CHEBI:15824	True	False	False	2	True
FW507-4G11	dglucose6phosphate	1	0	False				10.050157916666667	dglucose6phosphate	D-glucose 6-phosphate	CHEBI:14314	True	False	False	2	True
FW507-4G11	dglucuronicacid	1	0	True	0.0033351664090780315	1.482106415353919	69.90805555555495	11.375086527777777	dglucuronicacid	D-glucuronic acid	CHEBI:4178	True	False	False	2	True
FW507-4G11	dmannitol	1	0	False				10.114835277777775	dmannitol	D-mannitol	CHEBI:16899	True	False	False	2	True
FW507-4G11	dserine	1	1	True	0.005707267042793747	0.1813302878314715	19.843262135363133	15.10330347222222	dserine	D-serine	CHEBI:16523	True	False	False	2	True
FW507-4G11	ethanol	1	1	True	0.01892602713191928	0.1771477601738451	18.591358746206186	17.691811666666663	ethanol	ethanol	CHEBI:16236	True	True	False	3	True
FW507-4G11	formate	1	0	False				9.447265277777777	formate	sodium formate	CHEBI:62965	True	True	False	3	True
FW507-4G11	gelatin	1	0	False				9.87126222222222	gelatin	gelatin	CHEBI:5291	True	True	False	3	True
FW507-4G11	glycerol	1	1	True	0.017932817475713327	4.63382970635474	69.9080555555555	15.985434305555552	glycerol	glycerol	CHEBI:17754	True	True	False	3	True
FW507-4G11	glycine	1	1	True	0.0036023079018901853	0.12085525206873264	5.655894551590275	13.046949444444444	glycine	glycine	CHEBI:15428	True	True	True	4	True
FW507-4G11	glycolicacid	1	1	True	0.0032398256355680504	0.16610003731199938	3.316449051576157	13.996125694444444	glycolicacid	glycolic acid	CHEBI:17497	True	True	False	3	True
FW507-4G11	glyglu	1	1	True	0.0025296662742634746	0.060057327630340954	2.2098276727219732e-12	10.623434444444444	glyglu	Gly-Glu	CHEBI:73801	True	False	False	2	True
FW507-4G11	hydantoin	1	0	False				9.726564166666666	hydantoin	hydantoin	CHEBI:27612	True	False	False	2	True
FW507-4G11	inosine	1	0	False				9.819119166666667	inosine	inosine	CHEBI:17596	True	True	True	4	True
FW507-4G11	lactulose	1	1	True	0.0027306658665569696	0.029678288597144758	5.411112494397784	9.686585972222222	lactulose	lactulose	CHEBI:6359	True	True	False	3	True
FW507-4G11	lalanine	1	1	True	0.027074266614485268	0.23321473159489278	17.152689878034938	21.02058111111111	lalanine	L-alanine	CHEBI:16977	True	False	False	2	True
FW507-4G11	larabinose	1	1	True	0.004409504276192842	0.0411290021179843	7.96348288889984	10.70178111111111	larabinose	L-arabinose	CHEBI:30849	True	False	False	2	True
FW507-4G11	larginine	1	1	True	0.002968114743119505	0.039601231758678204	5.95039510817243	10.647654722222223	larginine	L-arginine	CHEBI:16467	True	False	False	2	True
FW507-4G11	lasparticacid	1	0	True	0.07763929440868425	0.36063560339134176	6.540739213004274	30.880737083333333	lasparticacid	L-aspartic acid	CHEBI:17053	True	False	False	2	True
FW507-4G11	lcitrulline	1	1	True	0.008769495212537719	3.0196613186320236	69.86249999993	12.908887777777778	lcitrulline	L-citrulline	CHEBI:16349	True	False	False	2	True
FW507-4G11	lglutamine	1	0	True	0.06623307822541868	0.34808913185205625	15.93499272981738	29.190405555555557	lglutamine	L-glutamine	CHEBI:18050	True	False	False	2	True
FW507-4G11	lisoleucine	1	1	True	0.052304422798923084	7.067738193928115	69.86249999988617	15.393238472222219	lisoleucine	L-isoleucine	CHEBI:17191	True	False	False	2	True
FW507-4G11	llactate	1	1	True	0.13372893839453878	0.4348115816357059	7.98665794016982	35.84939222222222	llactate	sodium L-lactate	CHEBI:232798	True	False	False	2	True
FW507-4G11	lleucine	1	1	True	0.03992800844968529	0.6828695712349141	18.29915154793816	38.69695430555555	lleucine	L-leucine	CHEBI:15603	True	False	False	2	True
FW507-4G11	llysine	1	1	True	0.0018061347742899716	0.22080186069547203	8.063705447562991e-28	11.970840277777777	llysine	L-lysine	CHEBI:18019	True	False	False	2	True
FW507-4G11	lmethionine	1	1	True	0.001548322799019866	0.03635137619586757	7.593599838392497	10.119605416666666	lmethionine	L-methionine	CHEBI:16643	True	False	False	2	True
FW507-4G11	lornithine	1	1	True	0.012258715040979024	2.855828219037647	69.86249999999396	12.652898055555553	lornithine	L-ornithine	CHEBI:15729	True	False	False	2	True
FW507-4G11	lphenylalanine	1	1	True	0.03721456290334358	0.5119436249145313	8.901668596289062	35.675124305555556	lphenylalanine	L-phenylalanine	CHEBI:17295	True	False	False	2	True
FW507-4G11	lproline	1	1	True	0.03423124031396776	0.42525436632738395	27.85016908197046	25.584733749999998	lproline	L-proline	CHEBI:17203	True	False	False	2	True
FW507-4G11	lserine	1	1	True	0.001692098801852741	0.08145337802731568	2.26782465970013e-20	11.744039583333333	lserine	L-serine	CHEBI:17115	True	False	False	2	True
FW507-4G11	lsorbose	1	1	True	0.004830307982455669	0.04179307187439795	12.219157652688123	10.822844027777776	lsorbose	L-sorbose	CHEBI:17266	True	False	False	2	True
FW507-4G11	lthreonine	1	1	True	0.10155941006078459	0.4242340093505772	14.848007311150383	32.10412041666667	lthreonine	L-threonine	CHEBI:16857	True	False	False	2	True
FW507-4G11	ltryptophan	1	1	True	0.03869628362871084	0.2151970412444082	16.500446674799704	20.219836805555556	ltryptophan	L-tryptophan	CHEBI:16828	True	False	False	2	True
FW507-4G11	maltitol	1	0	False				10.112029166666666	maltitol	maltitol	CHEBI:68428	True	True	False	3	True
FW507-4G11	melibiose	1	0	False				10.349435138888888	melibiose	melibiose	CHEBI:28053	True	True	False	3	True
FW507-4G11	nacetyldglucosamine	1	0	False				10.169198333333332	nacetyldglucosamine	N-acetyl-D-glucosamine	CHEBI:506227	True	True	False	3	True
FW507-4G11	nicotinicacid	1	1	True	0.01374805554820936	0.20011719745175957	11.192836105357976	18.313535555555553	nicotinicacid	nicotinic acid	CHEBI:15940	True	False	False	2	True
FW507-4G11	nitrate	2	0	False				10.027815069444443	nitrate	sodium nitrate	CHEBI:63005	True	False	False	2	True
FW507-4G11	nitrite	1	0	False				8.852902499999999	nitrite	sodium nitrite	CHEBI:78870	True	False	False	2	True
FW507-4G11	octanoate	1	1	True	0.08812241983575424	0.3995827299332757	26.03588005243404	26.288052083333326	octanoate	sodium octanoate	CHEBI:132100	True	False	False	2	True
FW507-4G11	parabanicacid	1	0	False				10.170219583333333	parabanicacid	parabanic acid	CHEBI:74661	True	False	False	2	True
FW507-4G11	propionate	1	1	True	0.05804067545070738	0.3392173780533173	9.9616747837142	28.985142916666664	propionate	sodium propionate	CHEBI:132106	True	True	False	3	True
FW507-4G11	pyruvate	1	1	True	0.1146888941789205	0.3127822197148875	7.256281984923298	29.240792777777777	pyruvate	sodium pyruvate	CHEBI:50144	True	True	False	3	True
FW507-4G11	succinatehexa	1	1	True	0.10955461539193843	0.3020264033726647	7.395752697408702	28.123667638888886	succinatehexa	sodium succinate hexahydrate	CHEBI:63686	True	False	False	2	True
FW507-4G11	succinicacid	1	1	True	0.10832192329380193	0.45701205105849696	7.867327514404541	36.63815472222222	succinicacid	succinic acid	CHEBI:15741	True	True	False	3	True
FW507-4G11	sucrose	1	0	False				10.066869583333332	sucrose	sucrose	CHEBI:17992	True	True	False	3	True
FW507-4G11	thymidine	1	0	False				9.825238472222221	thymidine	thymidine	CHEBI:17748	True	True	True	4	True
FW507-4G11	uracil	1	0	False				9.967258194444444	uracil	uracil	CHEBI:17568	True	False	True	3	True
FW507-4G11	urea	1	0	False				9.702726249999998	urea	urea	CHEBI:16199	True	False	False	2	True
FW507-4G11	uridine	1	0	False				10.308159027777778	uridine	uridine	CHEBI:16704	True	True	True	4	True
FW507-4G11	xylitol	1	1	True	0.004007765037289229	0.038170773896392896	6.75121916972375	10.052326666666666	xylitol	xylitol	CHEBI:17151	True	True	False	3	True
GW101-3H11	2'deoxycytidine	1	0	False				8.878298749999999	2'deoxycytidine	2'-deoxycytidine	CHEBI:15698	True	False	False	2	True
GW101-3H11	2deoxydribose	1	0	False				8.33261125	2deoxydribose	2-deoxy-D-ribose	CHEBI:28816	True	True	False	3	True
GW101-3H11	acetate	2	0	True	0.0077346681680866315	0.047069004401722916	32.134656154403785	11.139408541666668	acetate	sodium acetate	CHEBI:32954	True	True	False	3	True
GW101-3H11	ammoniumchloride	2	0	False				8.288868472222223	ammoniumchloride	ammonium chloride	CHEBI:31206	True	False	False	2	True
GW101-3H11	betaalanine	1	1	True	0.002533883036302817	0.15308693509690588	43.958773935127816	10.39534361111111	betaalanine	beta-alanine	CHEBI:16958	True	True	False	3	True
GW101-3H11	betalactose	1	0	False				9.239418472222223	betalactose	beta-lactose	CHEBI:36218	True	False	False	2	True
GW101-3H11	butyrate	1	0	True	0.0004488334954092169	0.005902048232457519	44.74698104209349	9.891256527777777	butyrate	sodium butyrate	CHEBI:64103	True	True	False	3	True
GW101-3H11	cholinechloride	1	0	False				8.307989444444445	cholinechloride	choline chloride	CHEBI:133341	True	False	False	2	True
GW101-3H11	citricacid	1	0	False				9.588733611111113	citricacid	citric acid	CHEBI:30769	True	True	False	3	True
GW101-3H11	cytidine	1	0	False				8.138707361111113	cytidine	cytidine	CHEBI:17562	True	True	True	4	True
GW101-3H11	cytosine	1	0	False				8.022453055555557	cytosine	cytosine	CHEBI:16040	True	False	True	3	True
GW101-3H11	dalanine	1	1	True	0.005539049641563121	0.08598017369652651	23.743927583011676	12.68499861111111	dalanine	D-alanine	CHEBI:15570	True	False	False	2	True
GW101-3H11	darabinose	1	0	False				8.157192361111113	darabinose	D-arabinose	CHEBI:17108	True	False	False	2	True
GW101-3H11	dfructose	1	1	True	0.012235300532616435	0.2548603888120681	20.487091601816307	19.503953194444446	dfructose	D-fructose	CHEBI:15824	True	False	False	2	True
GW101-3H11	dglucose6phosphate	1	0	False				8.695312083333334	dglucose6phosphate	D-glucose 6-phosphate	CHEBI:14314	True	False	False	2	True
GW101-3H11	dglucuronicacid	1	0	False				7.989420000000001	dglucuronicacid	D-glucuronic acid	CHEBI:4178	True	False	False	2	True
GW101-3H11	dmannitol	1	1	True	0.01552364030700233	0.2633853108959961	28.74938854221682	18.743120833333336	dmannitol	D-mannitol	CHEBI:16899	True	False	False	2	True
GW101-3H11	dserine	1	0	False				8.954655	dserine	D-serine	CHEBI:16523	True	False	False	2	True
GW101-3H11	ethanol	1	0	False				8.66739375	ethanol	ethanol	CHEBI:16236	True	True	False	3	True
GW101-3H11	formate	1	0	False				8.576622361111113	formate	sodium formate	CHEBI:62965	True	True	False	3	True
GW101-3H11	gelatin	1	0	False				8.79187263888889	gelatin	gelatin	CHEBI:5291	True	True	False	3	True
GW101-3H11	glycerol	1	1	True	0.009808885649515663	0.11205032511551	20.865170642687133	14.112829444444447	glycerol	glycerol	CHEBI:17754	True	True	False	3	True
GW101-3H11	glycine	1	0	False				8.929035	glycine	glycine	CHEBI:15428	True	True	True	4	True
GW101-3H11	glycolicacid	1	0	False				8.25319013888889	glycolicacid	glycolic acid	CHEBI:17497	True	True	False	3	True
GW101-3H11	glyglu	1	0	False				7.969553194444445	glyglu	Gly-Glu	CHEBI:73801	True	False	False	2	True
GW101-3H11	hydantoin	1	0	False				8.383706805555557	hydantoin	hydantoin	CHEBI:27612	True	False	False	2	True
GW101-3H11	inosine	1	0	False				7.7785987500000005	inosine	inosine	CHEBI:17596	True	True	True	4	True
GW101-3H11	lactulose	1	0	False				8.766704166666667	lactulose	lactulose	CHEBI:6359	True	True	False	3	True
GW101-3H11	lalanine	1	1	True	0.0049017739591943384	0.06882578889331106	33.76203065125084	11.156862499999999	lalanine	L-alanine	CHEBI:16977	True	False	False	2	True
GW101-3H11	larabinose	1	1	True	0.021390685768921714	0.29515886514361606	26.845397744107593	20.606451805555558	larabinose	L-arabinose	CHEBI:30849	True	False	False	2	True
GW101-3H11	larginine	1	0	False				8.536037916666668	larginine	L-arginine	CHEBI:16467	True	False	False	2	True
GW101-3H11	lasparticacid	1	1	True	0.01861913904937526	0.11329598833748493	12.192982544074166	15.460577222222224	lasparticacid	L-aspartic acid	CHEBI:17053	True	False	False	2	True
GW101-3H11	lcitrulline	1	1	True	0.010243323057563387	0.17160430225786677	37.65868244152388	13.855956250000002	lcitrulline	L-citrulline	CHEBI:16349	True	False	False	2	True
GW101-3H11	lglutamine	1	0	True	0.019079985945242153	0.0697938468841428	18.220393752226897	14.25788027777778	lglutamine	L-glutamine	CHEBI:18050	True	False	False	2	True
GW101-3H11	lisoleucine	1	1	True	0.007452392953365083	0.24492302948499217	30.02037373453461	14.607148194444445	lisoleucine	L-isoleucine	CHEBI:17191	True	False	False	2	True
GW101-3H11	llactate	1	1	True	0.0124648695071858	0.09925557409287755	15.70644106610565	15.517215138888892	llactate	sodium L-lactate	CHEBI:232798	True	False	False	2	True
GW101-3H11	lleucine	1	1	True	0.009502531767002617	0.08894460242098488	34.46047259113864	13.772334166666665	lleucine	L-leucine	CHEBI:15603	True	False	False	2	True
GW101-3H11	llysine	1	0	False				8.878554444444443	llysine	L-lysine	CHEBI:18019	True	False	False	2	True
GW101-3H11	lmethionine	1	0	False				8.629474861111111	lmethionine	L-methionine	CHEBI:16643	True	False	False	2	True
GW101-3H11	lornithine	1	0	False				8.333356250000001	lornithine	L-ornithine	CHEBI:15729	True	False	False	2	True
GW101-3H11	lphenylalanine	1	1	True	0.006939768359960986	0.229431932736663	19.509335723455614	17.051424166666667	lphenylalanine	L-phenylalanine	CHEBI:17295	True	False	False	2	True
GW101-3H11	lproline	1	1	True	0.019600508747709446	0.15365858093819543	24.319663002186868	16.281109583333333	lproline	L-proline	CHEBI:17203	True	False	False	2	True
GW101-3H11	lserine	1	0	False				8.69971111111111	lserine	L-serine	CHEBI:17115	True	False	False	2	True
GW101-3H11	lsorbose	1	0	False				8.285442916666668	lsorbose	L-sorbose	CHEBI:17266	True	False	False	2	True
GW101-3H11	lthreonine	1	1	True	0.0016117889169084145	0.16829478374490564	50.461917401082985	9.255488472222222	lthreonine	L-threonine	CHEBI:16857	True	False	False	2	True
GW101-3H11	ltryptophan	1	1	True	0.002549415700823756	0.8298556141881643	73.67888888814917	9.798265972222223	ltryptophan	L-tryptophan	CHEBI:16828	True	False	False	2	True
GW101-3H11	maltitol	1	0	False				8.757905277777777	maltitol	maltitol	CHEBI:68428	True	True	False	3	True
GW101-3H11	melibiose	1	0	False				8.322925277777777	melibiose	melibiose	CHEBI:28053	True	True	False	3	True
GW101-3H11	nacetyldglucosamine	1	0	False				7.949921527777778	nacetyldglucosamine	N-acetyl-D-glucosamine	CHEBI:506227	True	True	False	3	True
GW101-3H11	nicotinicacid	1	0	False				8.740757777777779	nicotinicacid	nicotinic acid	CHEBI:15940	True	False	False	2	True
GW101-3H11	nitrate	2	0	False				7.819452916666666	nitrate	sodium nitrate	CHEBI:63005	True	False	False	2	True
GW101-3H11	nitrite	1	0	False				8.200915138888888	nitrite	sodium nitrite	CHEBI:78870	True	False	False	2	True
GW101-3H11	octanoate	1	0	False				9.164204444444445	octanoate	sodium octanoate	CHEBI:132100	True	False	False	2	True
GW101-3H11	parabanicacid	1	0	False				8.341386250000001	parabanicacid	parabanic acid	CHEBI:74661	True	False	False	2	True
GW101-3H11	propionate	1	0	False				8.694799861111111	propionate	sodium propionate	CHEBI:132106	True	True	False	3	True
GW101-3H11	pyruvate	1	0	True	0.48737107836763766	0.008353597805461348	0.058275199397912175	11.330700694444445	pyruvate	sodium pyruvate	CHEBI:50144	True	True	False	3	True
GW101-3H11	succinatehexa	1	1	True	0.01846383297825275	0.13256868757913803	14.003132610287881	19.52486986111111	succinatehexa	sodium succinate hexahydrate	CHEBI:63686	True	False	False	2	True
GW101-3H11	succinicacid	1	1	True	0.07812370386746781	0.30369006009768845	41.48562422426677	18.188425972222227	succinicacid	succinic acid	CHEBI:15741	True	True	False	3	True
GW101-3H11	sucrose	1	0	False				9.57534513888889	sucrose	sucrose	CHEBI:17992	True	True	False	3	True
GW101-3H11	thymidine	1	0	False				8.11856625	thymidine	thymidine	CHEBI:17748	True	True	True	4	True
GW101-3H11	uracil	1	0	False				7.888478194444445	uracil	uracil	CHEBI:17568	True	False	True	3	True
GW101-3H11	urea	1	0	False				8.245528611111112	urea	urea	CHEBI:16199	True	False	False	2	True
GW101-3H11	uridine	1	0	False				8.32813013888889	uridine	uridine	CHEBI:16704	True	True	True	4	True
GW101-3H11	xylitol	1	0	False				8.255866944444445	xylitol	xylitol	CHEBI:17151	True	True	False	3	True
GW456-L13	2'deoxycytidine	1	0	True	0.00034338289329726996	0.0068120367734905846	27.798604912194275	11.631175416666666	2'deoxycytidine	2'-deoxycytidine	CHEBI:15698	True	False	False	2	True
GW456-L13	2deoxydribose	1	0	False				10.325755000000001	2deoxydribose	2-deoxy-D-ribose	CHEBI:28816	True	True	False	3	True
GW456-L13	acetate	4	4	True	0.020034195464131082	0.07793473700349925	4.792418977239805	18.18410368055556	acetate	sodium acetate	CHEBI:32954	True	True	False	3	True
GW456-L13	adeninehydrochloride	2	2	True	0.0054301230457094694	1.0612093243035554	72.24138888888666	14.036125	adeninehydrochloride	adenine hydrochloride hydrate	ME:0000414	True	False	False	2	True
GW456-L13	ammoniumchloride	2	0	False				12.203262430555556	ammoniumchloride	ammonium chloride	CHEBI:31206	True	False	False	2	True
GW456-L13	benzoicacid	2	2	True	0.008017553159418149	0.1567900510219864	19.413039962969926	20.296187500000002	benzoicacid	benzoic acid	CHEBI:30746	True	False	False	2	True
GW456-L13	betaalanine	1	1	True	0.03721548273671654	0.14300571104562496	28.761854149702963	21.16924916666667	betaalanine	beta-alanine	CHEBI:16958	True	True	False	3	True
GW456-L13	betalactose	1	0	False				11.033097083333335	betalactose	beta-lactose	CHEBI:36218	True	False	False	2	True
GW456-L13	butyrate	1	0	False				11.398560972222224	butyrate	sodium butyrate	CHEBI:64103	True	True	False	3	True
GW456-L13	cholinechloride	1	1	True	0.014567077408656178	0.3122280229291341	8.655073527976876	33.70544277777778	cholinechloride	choline chloride	CHEBI:133341	True	False	False	2	True
GW456-L13	citricacid	3	2	True	0.11147504475629863	0.16975573585388953	7.705398445024627	22.812	citricacid	citric acid	CHEBI:30769	True	True	False	3	True
GW456-L13	cobaltchloridehexa	2	2	True	0.06140730173226174	0.4057289190812673	5.518671723508644	23.549500000000002	cobaltchloridehexa	cobalt chloride hexahydrate	CHEBI:53503	True	False	False	2	True
GW456-L13	cytidine	1	0	False				12.63493138888889	cytidine	cytidine	CHEBI:17562	True	True	True	4	True
GW456-L13	cytosine	1	0	True	0.41780084807054496	0.00010002768538889406	1.1552376529784336	11.781675694444445	cytosine	cytosine	CHEBI:16040	True	False	True	3	True
GW456-L13	dalanine	1	1	True	0.013880871232779562	0.1640649357591082	33.03611970511467	22.06892472222222	dalanine	D-alanine	CHEBI:15570	True	False	False	2	True
GW456-L13	darabinose	1	0	False				11.087785416666666	darabinose	D-arabinose	CHEBI:17108	True	False	False	2	True
GW456-L13	dfructose	1	1	True	0.023524542329597303	0.6627148369296781	35.749152840805834	40.519463611111114	dfructose	D-fructose	CHEBI:15824	True	False	False	2	True
GW456-L13	dglucose6phosphate	1	1	True	0.047531942090241454	0.42468453590283733	27.914551607654147	37.106375972222224	dglucose6phosphate	D-glucose 6-phosphate	CHEBI:14314	True	False	False	2	True
GW456-L13	dglucuronicacid	1	0	False				10.783254583333335	dglucuronicacid	D-glucuronic acid	CHEBI:4178	True	False	False	2	True
GW456-L13	dmannitol	3	3	True	0.05000379281694285	0.24782778759350346	13.314484793814055	26.644125000000003	dmannitol	D-mannitol	CHEBI:16899	True	False	False	2	True
