orgId	locusId	sysName	geneName	desc	set11TCH513 Stem-Norland	set11TCH514 Stem-Norland	set11TCH515 Stem-Norland	set11TCH516 Stem-Norland	set11TCH518 Stem-Norland	set11TCH527 Stem-Atlantic	set11TCH529 Stem-Atlantic	set11TCH530 Stem-Atlantic	set11TCH531 Stem-Atlantic	set11TCH534 Stem-Atlantic	set15TCH690 M9+sucrose	set15TCH691 M9+sucrose	set15TCH692 M9+sucrose	set15TCH693 M9+starch	set15TCH694 M9+starch	set15TCH695 M9+starch	set15TCH696 M9+polygalacturonate	set15TCH697 M9+polygalacturonate	set15TCH698 M9+polygalacturonate	set9TCH417 LB	set9TCH418 LB	set9TCH419 LB	set9TCH420 LB	setATCH110 LB	setATCH111 LB	setATCH112 LB	setATCH128 M9+glycerol	setATCH129 M9+glycerol	setATCH130 M9+glycerol	setATCH145 PDB	setATCH146 PDB	setATCH147 PDB	setATCH148 Atlantic	setATCH149 Atlantic	setATCH150 Atlantic	setATCH151 Atlantic	setATCH152 Atlantic	setATCH153 Atlantic	setATCH154 Norland	setATCH155 Norland	setATCH156 Norland	setATCH157 Norland	setATCH158 Norland	setATCH159 Norland	setATCH160 Upstate	setATCH161 Upstate	setATCH162 Upstate	setATCH163 Upstate	setATCH164 Upstate	setATCH165 Upstate	setATCH191 LB	setATCH192 LB	setATCH194 PDB	setATCH195 PDB	setATCH196 PDB	setATCH197 M9+glycerol	setATCH198 M9+glycerol	setATCH199 M9+glycerol
Dda3937	DDA3937_RS18230	DDA3937_RS18230		DNA polymerase II	0.118	0.395	0.826	1.075	-0.036	2.066	0.597	1.021	0.970	0.489	0.606	0.314	-0.213	-0.700	0.642	-0.051	-0.738	0.341	-0.051	-0.338	-0.107	-0.216	-0.585	0.165	-0.489	-0.958	0.108	-0.958	1.093	0.364	2.043	0.467	0.158	-0.113	-0.480	-0.432	2.319	1.201	1.858	-0.191	-1.062	0.437	-0.739	1.494	1.110	1.096	-0.746	1.131	0.969	-0.091	0.501	0.417	1.742	1.388	1.409	0.908	1.057	1.411
Dda3937	DDA3937_RS18235	DDA3937_RS18235		RNA polymerase-associated protein RapA	-6.793	-6.625	-7.042	-5.950	-7.816	-4.954	-4.458	-7.850	-5.484	-7.377	-2.585	-1.091	-1.999	1.365	2.352	1.682	-0.639	-2.002	-0.588	-3.030	-1.964	-2.853	-2.279	-11.235	-10.373	-10.700	-0.515	1.587	1.403	1.584	2.229	3.266	-0.272	-3.454	-2.441	-0.940	-3.353	-0.717	-1.243	-2.739	-3.461	-3.958	0.639	-2.346	-3.225	-0.585	-0.542	-0.950	-0.441	-1.280	-2.290	-1.253	1.821	2.860	3.673	-2.040	-1.807	-0.553
Dda3937	DDA3937_RS18240	DDA3937_RS18240		bifunctional tRNA pseudouridine(32) synthase/23S rRNA pseudouridine(746) synthase RluA	-0.862	0.267	-0.111	1.949	0.686	0.228	2.049	0.416	-0.634	2.117	-0.912	-0.609	-0.941	0.030	0.627	0.332	-0.810	-1.525	-1.194	-0.259	-1.375	-0.712	0.188	-0.394	0.358	0.101	-0.356	-0.308	-0.422	0.523	-0.644	0.475	-1.545	-1.089	-0.364	-0.919	-1.110	0.031	-2.345	-0.422	-0.065	-4.092	-2.840	-0.689	-0.902	-1.475	0.787	-0.390	-0.358	-1.142	-0.943	0.899	-0.197	-0.222	-0.958	-0.438	2.209	1.871
Dda3937	DDA3937_RS18245	DDA3937_RS18245		co-chaperone DjlA	-5.485	-5.084	-6.405	-0.687	-7.224	-3.265	-7.399	-5.246	-4.548	-3.504	-1.872	-0.770	-0.841	0.169	-0.343	-1.477	-1.033	-1.203	-0.199	0.142	-0.611	-0.363	-1.447	-2.032	-1.713	-2.785	-1.531	-0.655	-0.921	-4.682	-2.267	-2.036	-1.176	3.267	1.583	-0.503	-0.397	0.621	0.970	-0.242	0.406	0.309	1.931	1.917	-3.546	0.018	-1.790	0.762	0.619	-1.233	-0.649	-0.612	-1.449	-0.016	-1.866	2.517	-2.270	-0.641
Dda3937	DDA3937_RS18260	DDA3937_RS18260		4-hydroxythreonine-4-phosphate dehydrogenase PdxA	-1.297	-1.412	-1.727	-1.214	-0.036	1.327	-1.869	-2.243	-2.887	-0.125	-6.688	-3.468	-5.359	-2.475	-2.870	-3.502	-4.448	-4.557	-4.621	-0.810	-1.662	-2.263	-2.183	-2.188	-0.926	-1.866	-1.922	-2.211	-3.932	0.302	1.508	2.128	-1.437	-0.242	-0.083	-2.341	-2.283	-2.042	0.844	-2.197	-0.982	-2.778	1.672	-1.608	-0.308	-1.589	-4.042	-0.312	-2.478	-1.221	-0.480	-0.420	-1.222	1.241	-1.784	-0.426	0.129	-0.166
Dda3937	DDA3937_RS18265	DDA3937_RS18265		16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase RsmA	0.061	-1.928	-0.206	-2.617	0.088	0.401	-0.654	0.475	-0.386	-0.017	-0.723	1.419	0.779	-0.795	0.296	-1.538	-1.535	-0.733	-1.212	-0.700	-0.633	-1.058	-1.432	0.187	0.392	0.273	-0.114	0.862	0.811	1.108	-0.084	0.754	1.751	0.579	-0.579	0.662	0.798	-1.272	-0.080	-0.711	0.653	1.708	-1.137	-0.249	-0.630	0.716	1.029	0.378	1.257	0.817	1.351	0.636	0.009	-0.035	1.748	0.448	1.428	-1.379
Dda3937	DDA3937_RS18270	DDA3937_RS18270		Co2+/Mg2+ efflux protein ApaG	1.455	-0.122	-1.026	0.739	-0.147	1.700	0.690	0.447	1.436	0.459	-2.284	-2.823	-1.798	-0.982	-1.315	-2.292	0.243	0.187	-1.018	-2.655	-2.162	-1.721	-2.660	0.049	0.295	0.087	-3.482	-2.728	-3.955	4.107	2.721	4.963	-2.154	-3.242	-0.623	-1.061	-1.149	-2.550	-2.574	-2.337	-3.267	-3.487	-2.406	1.065	-3.319	-2.199	-2.482	-2.012	-1.225	-1.478	-0.766	0.759	2.598	2.890	3.195	-2.696	-0.977	-4.093
Dda3937	DDA3937_RS18275	DDA3937_RS18275		bis(5'-nucleosyl)-tetraphosphatase (symmetrical) ApaH	-0.804	-8.030	-2.576	-3.200	-7.856	1.217	-4.896	-5.524	-2.102	-5.948	-6.610	-5.267	-5.921	-9.488	-7.593	-9.397	-4.847	-5.129	-5.544	-4.391	-2.108	-2.810	-3.121	4.486	5.173	4.392	-13.081	-9.612	-12.103	13.089	10.056	15.225	-3.305	-5.689	-6.758	-4.752	-3.811	-6.021	-6.126	-7.546	-10.782	-11.360	-6.283	-6.151	-9.076	-9.710	-8.156	-9.794	-11.399	-7.553	-3.398	-1.840	10.069	10.607	8.997	-9.634	-9.012	-8.335
Dda3937	DDA3937_RS18280	DDA3937_RS18280		acyltransferase	0.433	0.489	2.367	0.136	1.558	1.409	-1.635	0.048	0.508	0.567	0.314	0.298	0.347	0.442	-0.628	0.032	0.167	0.766	0.565	0.508	0.731	-0.019	0.629	-0.897	-0.023	0.529	-0.433	-1.311	-1.754	-2.228	-4.505	-2.826	1.519	1.233	-0.561	-1.445	0.580	-0.935	0.537	2.387	1.346	-2.501	-0.301	0.437	0.168	2.243	-1.293	-0.161	-0.902	-0.311	-1.293	-1.617	1.109	-1.556	-0.332	0.324	-1.128	-0.034
Dda3937	DDA3937_RS18290	DDA3937_RS18290		threonine/serine exporter	-0.763	1.899	0.795	-0.229	-0.372	0.714	-0.879	2.241	3.100	-0.223	0.419	-1.055	-1.109	-1.337	0.094	-1.176	1.958	0.528	1.036	0.777	0.355	1.628	1.290	0.282	0.822	0.579	-0.718	0.813	0.309	0.786	-1.464	-1.411	-0.875	-0.283	1.042	0.478	-1.453	-0.514	0.177	0.337	-1.166	-0.892	-1.278	1.134	-1.129	-1.429	0.404	0.655	0.200	-0.574	0.518	-0.769	0.913	-0.743	-2.183	1.570	2.819	-0.366
Dda3937	DDA3937_RS18295	DDA3937_RS18295		threonine/serine exporter ThrE family protein	-0.898	0.388	0.161	0.151	-1.205	0.104	0.159	-0.224	1.005	1.174	0.506	-0.374	0.652	-0.209	-0.455	-0.510	3.051	1.984	1.975	-0.149	-0.564	-0.309	-0.393	-0.552	0.012	-0.655	0.992	1.718	-0.102	-0.486	-1.647	0.049	2.730	1.315	-0.173	0.542	-0.943	-0.509	1.405	0.005	-1.010	-0.822	0.781	0.041	-3.200	-0.010	0.215	1.099	0.188	-1.764	-1.495	0.409	-0.503	-1.393	-0.054	0.369	0.635	-0.139
Dda3937	DDA3937_RS18300	DDA3937_RS18300		LysE family translocator	-1.092	1.076	1.285	-1.387	-0.997	-2.053	1.949	0.055	0.383	0.482	-0.126	0.331	0.556	-0.443	-0.218	0.706	0.275	0.330	1.310	0.097	-0.193	0.816	-0.748	-1.420	0.962	0.120	-1.462	0.294	-0.115	-0.122	-0.354	0.807	1.334	0.861	1.244	-0.245	0.231	0.168	-0.441	0.992	-0.098	0.092	2.368	0.799	-0.739	-1.060	1.031	-0.837	0.193	0.190	0.018	-0.253	-0.070	0.168	2.395	0.188	-0.057	0.126
Dda3937	DDA3937_RS18305	DDA3937_RS18305		carbamoyl-phosphate synthase large subunit	-9.411	-15.880	-14.435	-7.869	-11.753	-9.686	-14.652	-13.426	-13.619	-14.010	-17.614	-15.365	-17.435	-15.804	-13.352	-16.071	-16.944	-14.976	-16.603	-0.735	0.056	1.212	0.605	0.266	-0.508	-0.835	-11.716	-9.769	-15.102	-2.944	-1.410	-4.244	-7.590	-15.058	-6.717	-5.562	-10.017	-9.350	-9.264	-10.992	-15.853	-9.295	-11.474	-11.614	-8.191	-10.402	-7.239	-11.728	-6.763	-8.097	-0.024	-0.241	-0.315	-2.180	-1.980	-12.070	-10.328	-10.883
Dda3937	DDA3937_RS18310	DDA3937_RS18310		glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit	-4.759	-11.113	-10.645	-5.144	-9.687	-6.268	-7.361	-10.563	-11.216	-8.112	-10.630	-11.217	-9.358	-11.861	-10.791	-11.241	-11.809	-13.007	-12.601	1.689	-0.865	-0.097	0.001	-0.400	0.003	0.060	-13.824	-12.093	-12.608	-6.634	-2.577	-3.884	-4.166	-7.588	-7.340	-8.262	-7.895	-5.454	-8.731	-11.242	-10.143	-7.801	-6.989	-7.757	-8.085	-8.898	-6.367	-8.031	-7.730	-6.827	-0.908	-0.615	-1.167	-2.808	-2.892	-13.019	-9.702	-10.292
Dda3937	DDA3937_RS18320	DDA3937_RS18320		ribonucleoside hydrolase RihC	0.231	1.253	-1.187	-1.446	0.189	0.191	0.834	1.529	0.418	-1.301	0.512	1.021	1.932	0.732	-0.667	-0.992	-0.047	0.560	0.455	1.033	0.840	1.288	0.917	1.035	-0.734	1.011	-0.512	1.306	-1.342	-0.439	0.048	0.004	1.233	1.936	0.152	2.857	-0.016	1.605	0.894	0.069	2.145	-1.309	1.644	0.279	0.545	-0.501	-0.943	1.889	0.169	-1.109	0.067	0.770	0.176	-0.800	0.032	-0.304	0.526	-0.938
Dda3937	DDA3937_RS18330	DDA3937_RS18330		FKBP-type peptidyl-prolyl cis-trans isomerase	-2.190	0.900	-0.848	-1.529	-0.439	1.897	-1.909	-1.011	-0.220	0.025	-0.037	0.209	0.736	-0.889	0.688	0.220	0.198	0.920	0.727	1.288	-0.395	0.244	-0.066	-0.964	-0.203	-0.015	0.791	1.870	2.677	0.078	0.633	1.398	0.744	-1.242	-0.873	-0.663	-1.220	-0.059	-0.778	0.595	-0.365	0.636	-1.331	-0.575	1.791	-0.648	0.959	0.140	1.701	0.977	-1.198	-0.033	-1.018	-2.346	1.364	1.882	2.267	0.799
Dda3937	DDA3937_RS18375	DDA3937_RS18375		acetate uptake transporter	0.052	0.850	3.390	-2.279	-0.845	-1.420	1.302	0.287	-0.613	-0.204	-0.643	-0.417	-0.825	1.081	-2.034	-1.744	-1.065	-0.611	0.118	-0.250	-0.397	0.314	-1.117	1.124	0.381	0.119	0.224	-0.236	0.664	0.676	-0.388	0.216	1.734	1.245	1.343	-0.315	-0.036	-0.140	-1.273	-1.703	1.678	-0.199	1.881	-1.236	-1.592	0.066	0.448	-0.053	1.090	0.382	0.347	1.503	1.769	1.164	0.726	-0.920	0.171	-1.446
Dda3937	DDA3937_RS18380	DDA3937_RS18380		MFS transporter	-0.544	1.346	2.113	2.085	-0.500	0.639	0.912	-0.324	-1.112	-1.243	0.109	0.083	-0.389	0.675	0.221	0.270	0.671	-0.143	-0.334	-0.413	-0.538	-0.232	0.026	0.588	0.459	-0.821	0.811	-1.370	0.133	0.204	-0.388	0.329	0.045	-0.630	0.097	0.794	-0.478	-1.087	0.399	0.875	0.333	0.448	1.213	0.089	-0.227	-0.060	-1.903	-0.937	1.557	-0.006	-0.078	0.539	-0.292	-0.249	-0.625	0.730	0.293	-1.149
Dda3937	DDA3937_RS18385	DDA3937_RS18385		molybdopterin adenylyltransferase	-3.632	-2.321	-1.041	-0.562	-3.004	-3.692	-2.722	-2.403	-1.632	-0.098	0.914	0.639	1.405	0.242	1.271	0.115	-0.184	1.079	0.018	1.172	-1.707	-0.597	-0.142	0.203	0.308	-0.458	-0.929	-1.275	-2.077	2.359	2.931	3.920	-0.334	-1.116	-1.832	-0.579	-0.620	-1.093	-0.090	-1.901	-1.079	-3.164	-1.784	-0.793	-6.179	-2.672	-3.241	-1.824	-3.849	-0.546	-0.410	1.032	3.940	5.362	2.580	0.028	0.535	-2.887
Dda3937	DDA3937_RS18390	DDA3937_RS18390		GGDEF domain-containing protein	1.561	2.290	1.666	2.309	0.981	1.558	1.955	1.671	1.280	2.299	0.115	0.154	0.009	0.172	-0.021	-0.201	0.751	-0.022	0.626	1.484	0.928	1.028	0.844	0.229	0.029	0.220	-1.390	0.419	1.137	0.898	-2.580	-1.522	-0.329	1.154	-0.729	-0.477	-1.007	-1.237	-1.167	-0.103	0.542	-0.908	-0.034	-0.006	0.470	0.247	-2.123	-0.597	-1.464	-0.798	-2.231	-1.532	0.894	0.570	-2.268	0.754	0.762	-1.042
Dda3937	DDA3937_RS18395	DDA3937_RS18395		transaldolase	-0.370	-1.512	-0.653	0.147	0.367	-0.886	2.106	1.212	0.799	0.362	-0.886	-0.063	1.132	-1.390	1.079	-0.537	-2.447	-3.557	-2.712	0.868	-0.763	0.281	0.852	0.058	0.316	0.351	-2.334	-1.945	-3.910	-4.538	-2.562	-3.750	-0.185	-1.835	0.071	-2.492	-0.578	-2.273	-1.683	-3.102	-0.018	-4.450	0.217	1.324	-0.229	-3.267	-0.858	-0.202	-2.145	-2.423	0.076	0.326	-0.591	1.345	1.382	-2.492	0.369	-2.695
Dda3937	DDA3937_RS18400	DDA3937_RS18400		peroxide stress protein YaaA	-1.263	0.662	0.304	-0.393	-0.120	-0.289	0.240	-1.926	-1.607	0.847	0.351	-1.216	-1.076	0.762	0.490	-1.182	0.391	0.706	-0.080	-0.487	-1.835	-0.126	-0.521	-0.534	-0.149	-1.550	-1.259	0.413	-0.090	0.649	-1.255	0.860	0.317	0.627	-0.006	0.960	0.636	-0.031	-0.068	0.085	0.803	0.648	-0.241	-0.886	0.226	-0.392	2.060	1.323	0.702	-0.439	-1.955	-1.144	0.601	-0.016	-1.000	-0.809	-0.483	-0.025
Dda3937	DDA3937_RS18405	DDA3937_RS18405		threonine synthase	-2.634	-9.455	-17.792	-15.128	-5.369	-11.976	-11.849	-11.705	-12.375	-12.715	-12.252	-11.264	-10.785	-14.349	-12.744	-13.679	-12.311	-13.285	-12.406	0.547	-0.302	-0.571	0.861	-0.902	-1.446	-0.606	-12.228	-11.411	-13.646	0.041	-2.480	-0.904	-5.309	-10.238	-10.092	-6.804	-8.262	-12.606	-6.801	-7.088	-2.487	-5.000	-5.130	-6.280	-8.068	-5.524	-9.526	-6.992	-9.335	-4.168	0.577	0.817	-0.721	1.220	-1.933	-13.602	-8.875	-9.041
Dda3937	DDA3937_RS18410	DDA3937_RS18410		homoserine kinase	-3.972	-3.644	-5.781	-7.807	-4.510	-6.475	-4.549	-5.578	-5.553	-8.364	-5.267	-5.486	-6.194	-8.599	-6.471	-4.158	-5.453	-6.946	-9.137	1.094	0.248	1.200	0.685	0.285	-0.017	-1.332	-8.237	-4.829	-4.072	1.524	0.260	0.463	-1.284	-5.537	-4.466	-4.429	-3.716	-4.974	-1.425	-5.413	-0.688	0.486	-1.937	-2.699	-5.482	-1.168	-4.610	-1.533	-4.361	-4.866	0.252	0.313	-1.867	-1.765	0.188	-10.339	-8.995	-8.873
Dda3937	DDA3937_RS18415	DDA3937_RS18415		bifunctional aspartate kinase/homoserine dehydrogenase I	-1.126	-4.633	-7.843	-14.303	-4.398	-12.643	-7.104	-13.196	-4.237	-6.348	-11.510	-14.738	-15.912	-11.542	-9.866	-13.421	-14.137	-12.188	-14.152	0.615	-0.379	-0.255	-0.110	-0.282	0.299	-0.832	-14.318	-13.167	-11.875	-1.554	1.205	0.708	-1.977	-7.913	-5.337	-2.908	-4.993	-7.990	-2.323	-3.524	-2.921	1.445	-0.852	-4.805	-7.900	-2.278	-7.523	-0.800	-5.398	-4.355	0.397	-0.611	-0.190	-0.610	-0.550	-16.348	-13.487	-12.295
Dda3937	DDA3937_RS18420	DDA3937_RS18420		tRNA/rRNA methyltransferase	1.492	0.702	1.164	0.451	0.537	-0.230	0.300	0.656	0.413	0.069	-0.054	0.515	0.152	0.040	0.173	0.869	0.002	0.020	0.223	-0.246	0.335	1.654	0.657	-0.486	0.034	-0.321	1.381	0.427	0.365	-0.815	-0.468	0.552	-1.953	-0.325	1.592	-1.149	0.514	1.379	-0.082	-0.232	0.298	-0.002	0.509	-1.712	-0.518	-0.228	-1.318	-1.887	0.313	-1.687	0.286	-0.558	-0.014	0.021	-0.189	0.052	-1.631	0.469
Dda3937	DDA3937_RS18425	DDA3937_RS18425		two-component system response regulator ArcA	-3.092	-2.699	-1.123	-0.214	-1.221	-0.244	0.963	-1.866	-3.027	-1.854	-2.694	-1.385	-1.181	-0.589	-1.496	-2.779	-1.893	-2.549	-1.988	0.119	1.057	-0.856	-0.233	-0.628	-2.018	-2.858	-3.488	-2.298	-2.430	-1.408	-3.864	-2.055	-6.070	-1.576	-1.702	-4.047	-5.989	-2.040	-1.846	-1.150	-3.337	-3.417	-5.256	-4.494	-6.459	-3.281	-3.881	-5.223	-5.409	-6.448	0.175	-0.228	-1.895	-0.593	-1.245	-4.576	-4.346	-2.443
Dda3937	DDA3937_RS18430	DDA3937_RS18430		protein CreA	-1.131	-2.699	-2.363	-2.328	0.001	-2.547	-1.470	-2.440	-0.404	-2.533	1.084	-1.351	-1.113	1.412	0.148	0.400	-0.158	-1.516	-3.488	0.041	1.541	-0.531	0.509	-2.127	-0.847	-0.690	-1.048	-1.396	-0.253	-1.863	-0.229	0.298	-0.041	-1.510	-0.370	-0.188	-2.958	-0.076	-0.752	0.698	-1.377	0.164	3.806	0.183	0.088	-0.297	-2.910	0.111	0.828	-1.491	-1.361	1.460	-1.359	0.949	1.526	0.999	0.333	-0.619
Dda3937	DDA3937_RS18435	DDA3937_RS18435		MDR efflux pump AcrAB transcriptional activator RobA	-1.539	-0.649	-1.412	2.041	0.309	-0.076	-0.267	-1.028	-0.083	1.064	1.840	1.914	1.370	1.530	1.625	1.645	-5.391	-4.565	-3.982	-2.097	-1.082	-2.136	-2.526	-2.638	-3.022	-3.855	-1.321	-0.902	-0.427	4.221	2.771	4.033	-0.758	-1.223	-2.700	-2.171	-0.835	-3.340	-4.970	-3.729	-1.694	-3.429	-1.925	-0.701	0.847	-1.296	-4.294	-2.143	-2.262	-2.480	-2.458	-2.701	3.388	2.494	2.714	-1.621	-1.496	-1.645
Dda3937	DDA3937_RS18440	DDA3937_RS18440		2,3-diphosphoglycerate-dependent phosphoglycerate mutase GpmB	0.473	0.971	0.635	1.410	1.851	1.106	2.672	-0.787	2.902	1.214	-4.333	-3.159	-3.992	-1.446	-1.198	-0.984	1.291	-0.144	0.431	1.367	0.353	-0.391	2.186	2.122	2.967	2.533	-4.980	-4.237	-5.923	-0.649	-0.536	-0.524	0.178	0.667	-0.140	0.577	0.927	-1.452	0.902	1.885	0.948	1.846	-0.581	1.403	-0.079	-1.026	0.345	0.086	1.000	1.010	1.521	1.639	0.985	-0.001	1.024	-0.855	-0.280	-3.708
Dda3937	DDA3937_RS18445	DDA3937_RS18445		inosine/xanthosine triphosphatase	0.071	0.878	-0.063	0.429	0.469	1.168	2.339	-0.121	0.835	-0.020	-1.017	-1.724	-2.740	0.918	-1.793	-2.039	-0.012	-2.078	-1.411	-0.530	-0.637	-0.096	0.222	0.868	-0.450	-1.352	-3.477	-0.063	-1.993	-4.086	-5.721	-2.192	0.627	0.072	-2.197	-0.699	-1.995	0.288	0.624	1.566	1.029	1.277	1.357	-1.833	-0.425	0.982	-0.059	1.713	0.249	-0.174	0.204	1.351	-0.103	-1.219	-1.795	0.122	0.409	-0.096
Dda3937	DDA3937_RS18450	DDA3937_RS18450		trp operon repressor	-0.931	-1.838	-2.455	-2.920	-2.121	-0.367	-0.521	-1.797	-1.129	-1.621	-3.788	-2.322	0.660	0.175	-0.223	-2.533	-0.689	-1.376	-3.018	-1.191	-1.224	-0.369	-0.174	-0.589	-0.178	-1.273	-0.587	-1.053	-1.388	1.918	0.172	1.611	-2.080	-1.726	1.763	1.876	0.019	-1.193	0.130	0.843	-0.712	1.184	-1.078	-1.057	-0.937	1.036	1.519	1.233	-0.036	1.658	-0.644	-0.171	0.854	1.466	0.036	1.511	0.167	0.710
Dda3937	DDA3937_RS18455	DDA3937_RS18455		murein transglycosylase	-0.151	-0.855	-0.170	-0.082	-0.539	1.204	0.196	-0.271	-0.559	0.681	0.574	0.827	-0.184	0.354	0.531	1.293	1.720	1.166	0.617	1.164	1.362	1.095	0.732	0.239	-0.457	0.306	-3.004	-1.871	-0.703	-1.573	-0.566	-0.546	0.510	2.435	0.587	1.066	0.206	-0.239	-0.364	1.019	-0.323	0.055	-0.012	1.498	-1.049	0.379	-1.880	-0.165	-0.376	-0.322	-0.773	-1.708	0.358	0.609	-0.289	1.906	3.168	2.393
Dda3937	DDA3937_RS18460	DDA3937_RS18460		energy-dependent translational throttle protein EttA	-3.655	-5.911	-3.653	-5.080	-3.981	-2.274	-3.037	-6.652	-4.577	-3.745	-1.020	-1.318	-1.608	-1.510	-1.321	-1.080	1.766	0.024	0.115	-1.505	-0.921	-1.906	-2.566	-1.621	-0.737	-0.414	1.598	0.826	1.236	4.545	4.475	4.588	-0.478	-0.860	0.578	-1.255	1.488	-2.976	-1.287	-2.354	-1.791	-2.543	-0.660	1.342	-1.963	-0.095	-1.004	-2.122	0.801	0.356	0.046	-0.048	6.826	7.010	5.382	1.358	-1.061	0.544
Dda3937	DDA3937_RS18465	DDA3937_RS18465		Tar ligand binding domain-containing protein	-0.261	-4.752	1.531	-1.104	-3.599	2.281	0.801	-2.290	-1.941	0.178	-0.251	0.254	0.816	0.794	0.412	-0.351	-0.006	-0.869	-0.306	0.890	0.254	0.017	0.377	0.118	-0.263	-0.210	-0.547	0.210	0.956	0.495	-1.076	-1.757	0.419	0.161	0.355	-0.814	-0.414	0.005	0.953	0.171	-1.154	-1.204	2.959	-0.550	-0.802	-0.057	0.267	0.660	-1.306	0.164	0.572	-0.192	-1.045	0.051	-1.508	-0.113	-0.662	-2.380
Dda3937	DDA3937_RS18470	DDA3937_RS18470		LysR family transcriptional regulator	-0.706	1.589	0.528	1.225	0.613	-2.232	-1.223	0.775	-0.627	-1.417	-0.353	2.097	0.346	-0.419	2.257	1.348	-0.026	2.423	0.081	0.006	-0.594	0.912	0.217	-0.576	-0.491	-2.091	-0.588	0.065	-1.061	-2.767	0.970	0.654	-0.716	-2.046	-1.436	1.827	0.408	-1.819	-0.149	-1.564	0.215	1.231	1.149	-0.406	-1.934	0.423	-0.703	-0.032	1.403	0.688	-0.219	-1.076	1.387	-1.191	-0.001	-0.057	0.569	1.360
Dda3937	DDA3937_RS18475	DDA3937_RS18475		zinc-binding alcohol dehydrogenase family protein	0.542	0.276	-0.993	-0.030	0.810	0.229	0.171	-0.134	-0.768	0.868	-0.307	-0.617	-3.082	-0.283	-1.947	-0.582	-0.769	-0.484	-0.325	0.677	0.940	0.417	-0.918	0.851	0.460	-0.026	0.326	-1.548	1.080	0.070	0.958	-0.510	1.526	-1.775	-0.317	2.118	0.968	1.202	1.621	1.787	0.216	0.091	-0.537	-0.523	2.168	0.225	-0.634	0.602	-1.148	-0.412	0.644	-0.583	-1.241	-2.406	-0.004	-0.712	0.325	0.024
Dda3937	DDA3937_RS18480	DDA3937_RS18480		phosphoglycerate dehydrogenase	-1.004	-5.636	-7.230	-6.654	-5.361	-6.141	-4.882	-8.319	-3.185	-4.149	-8.006	-7.468	-6.511	-6.342	-6.615	-7.727	-7.753	-6.951	-6.983	0.584	-1.012	-0.961	0.155	-1.900	-2.054	-2.260	-9.238	-7.799	-8.672	-2.659	-1.689	-3.193	-2.518	-7.786	-6.325	-3.120	-8.982	-2.998	-8.514	-7.740	-7.927	-5.216	-4.401	-5.794	-8.570	-6.391	-6.172	-5.308	-3.697	-4.460	-0.001	1.307	-3.541	-3.138	-4.682	-7.554	-6.681	-6.210
Dda3937	DDA3937_RS18490	DDA3937_RS18490		LysR family transcriptional regulator ArgP	2.844	0.498	-1.286	0.863	-0.989	1.297	1.344	0.847	1.241	2.241	-9.980	-8.314	-9.872	-6.563	-6.180	-4.805	-5.277	-3.999	-4.822	-0.508	-0.020	0.621	0.881	1.918	1.427	1.463	-6.223	-7.296	-5.571	1.145	0.314	0.528	-0.750	-0.062	-1.126	-0.558	-0.951	-1.210	-2.946	-1.044	-0.445	-0.809	0.277	-1.699	-1.051	0.054	0.673	2.048	-1.572	0.079	-0.517	-0.727	-1.511	-0.206	-0.179	-7.966	-6.780	-7.918
Dda3937	DDA3937_RS18495	DDA3937_RS18495		oxidative stress defense protein	-1.127	-1.929	-0.404	-0.264	-0.655	-0.327	-0.371	0.289	-1.658	-1.664	-1.986	-0.276	-1.064	0.246	0.427	0.302	0.755	0.030	0.438	1.234	0.912	0.666	-0.228	0.896	0.075	0.891	1.331	1.369	1.763	0.427	1.207	0.634	-1.210	-1.031	-0.864	-0.679	1.611	1.247	0.415	1.209	-0.641	1.003	1.005	-0.011	0.363	1.052	1.605	-1.696	-0.333	0.824	-0.091	0.792	2.563	0.260	-0.978	0.894	-0.499	0.188
Dda3937	DDA3937_RS18500	DDA3937_RS18500		IclR family transcriptional regulator	-0.289	-1.150	-0.152	0.174	-0.819	-0.669	0.163	-0.064	-0.016	-0.712	1.438	1.622	0.420	-0.421	-0.539	-0.839	-1.272	-1.324	-0.682	1.029	-0.531	-0.148	0.257	0.485	0.285	0.898	3.613	5.182	4.019	1.481	-1.776	1.036	0.012	0.953	0.986	-0.794	1.080	0.036	0.482	1.133	1.650	0.828	-0.370	1.957	0.303	-0.703	2.003	1.001	1.089	1.902	0.712	0.409	0.640	0.513	0.744	7.818	0.372	0.647
Dda3937	DDA3937_RS18505	DDA3937_RS18505		small-conductance mechanosensitive channel MscS	-0.440	-1.900	0.109	1.541	0.289	1.181	-1.371	0.018	0.130	-0.440	-2.002	-0.942	0.104	-1.774	-2.539	-0.511	0.049	-0.343	-1.497	-1.184	0.576	-0.544	1.227	-0.986	-0.503	-2.955	0.597	-0.092	-0.926	-2.430	-2.594	-3.115	0.836	-0.932	-0.892	0.026	0.436	-1.977	-1.425	-0.418	1.208	-2.645	-2.866	-1.549	1.564	-0.983	-1.916	0.729	0.070	0.306	0.613	0.155	0.549	-0.797	-0.626	0.548	-0.066	0.696
